step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-1800.748641518359136	-1799.286559433840239	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.853034570882487	0	1	0	1	5	5	5	7	8	8	9	8	10	9	11	11	12	12	12	13	12	14	13	12	12	13	15	14	14	15	15	16	16	16	16	17	16	17	17	17	18	18	17	18	17	19	18	19	20	18	20	18	20	19	20	21	20	20	21	20	22	22	23	23	22	22	23	22	22	23	23	24	23	24	24	26	25	24	25	25	25	24	25	25	27	26	26	27	26	28	29	27	27	28	29	29	32	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	4	4	4	5	4	5	5	6	6	6	6	6	7	6	7	7	6	6	7	8	7	7	8	8	8	8	8	8	9	8	9	9	9	9	9	9	9	9	10	9	10	10	9	10	9	10	10	10	11	10	10	11	10	11	11	12	12	11	11	12	11	11	12	12	12	12	12	12	13	13	12	13	13	13	12	13	13	14	13	13	14	13	14	15	14	14	14	15	15	16
500	-905.206931304688965	-900.619227021145548	-4.587704283543452	0.000009992651633	0.000136302625243	13.640285907575665	0.308890664146807	0	1	1	2	5	4	6	6	8	7	9	8	10	9	12	11	11	11	10	13	11	13	12	13	12	13	14	14	15	15	15	15	16	16	16	17	17	17	17	17	18	17	18	19	17	20	18	20	21	18	20	18	21	20	19	21	20	20	22	20	21	22	23	22	23	22	23	22	22	22	23	25	22	25	24	26	25	24	26	24	26	24	25	24	28	27	25	27	27	29	28	28	27	29	29	28	32	0	1	1	2	3	3	1	6	7	6	6	7	3	7	12	7	5	7	9	12	11	14	11	10	13	14	5	17	11	24	24	3	4	20	10	9	33	18	22	22	6	7	38	45	27	15	5	36	48	45	38	19	30	10	4	40	47	22	44	43	44	37	45	43	54	42	23	41	47	4	6	75	18	49	65	0	12	35	57	70	11	44	53	18	65	0	20	38	76	55	76	26	87	83	9	1	14	1	1	1	1	3	2	2	1	1	2	3	1	4	1	1	2	4	4	1	3	1	2	2	3	1	2	6	2	2	1	1	7	7	1	5	4	1	3	2	2	7	5	1	1	2	5	7	1	1	1	2	5	2	12	8	2	2	3	2	2	2	4	3	2	2	3	7	4	2	7	8	1	5	3	1	1	9	3	3	1	10	2	2	7	5	1	7	5	1	4	1	14	1	1	9	16	10
1000	-1300.215396873366899	-1296.344649336540215	-3.870747536826794	0.000010021432568	0.000093958054071	9.375710850652991	0.373052958485334	-1	1	0	1	6	6	5	7	8	8	9	9	9	9	10	10	12	12	12	11	13	12	13	12	13	14	16	15	14	15	15	15	17	16	16	16	16	18	16	15	19	17	17	17	17	17	17	18	20	18	21	19	20	20	20	19	20	17	21	20	22	23	23	23	22	23	23	21	22	23	21	24	24	24	24	25	25	23	25	25	25	24	24	26	28	27	27	26	26	28	29	27	27	27	28	30	31	0	3	1	1	4	4	2	4	3	6	7	2	4	2	14	12	13	20	20	1	18	15	13	5	14	17	28	10	18	24	9	19	22	26	28	18	15	31	10	21	19	31	19	18	17	34	25	45	52	23	45	21	45	47	8	30	31	26	27	34	48	29	51	32	55	69	50	30	27	30	28	29	60	55	68	0	20	51	73	33	20	52	53	71	14	0	42	62	83	93	15	6	10	68	84	4	87	1	1	1	1	2	1	2	4	3	1	2	3	4	3	1	1	3	1	1	8	1	1	2	2	2	1	1	2	1	1	3	3	3	1	1	1	2	1	4	1	5	1	3	2	3	1	2	1	1	2	2	3	1	2	7	1	3	1	2	2	2	5	1	4	1	1	3	4	4	6	4	5	2	1	1	1	9	1	1	5	7	3	2	3	10	1	9	2	1	1	9	8	9	3	1	17	3
1500	-848.199797080580993	-845.061650866825630	-3.138146213755396	0.000010050535981	0.000060451487868	6.014752644361884	0.430088740052246	-1	2	1	1	4	6	6	8	8	8	9	9	8	9	10	12	10	11	12	13	11	13	13	12	12	13	14	13	13	15	15	13	16	16	15	18	17	18	17	17	17	17	16	16	17	19	18	19	20	18	19	17	19	16	20	21	21	21	21	21	22	22	24	24	22	23	23	20	22	23	23	24	23	25	24	25	24	24	26	25	25	25	25	25	28	25	27	27	26	29	28	27	26	28	27	27	33	0	1	1	1	4	4	5	6	3	5	7	9	3	8	9	8	11	3	7	19	12	19	9	11	11	17	20	17	25	26	16	4	13	21	4	44	31	23	35	27	15	43	22	25	31	42	14	29	46	21	50	22	37	4	53	32	37	1	19	50	49	35	20	32	46	68	60	36	24	32	42	62	26	53	73	0	73	12	76	55	66	75	73	43	84	0	32	81	74	73	54	70	33	89	71	3	54	1	1	2	1	2	3	1	1	4	2	1	1	4	1	1	2	1	4	2	1	1	1	2	2	2	2	1	1	1	1	1	3	2	2	6	1	1	2	1	2	3	1	2	2	1	1	5	2	1	3	1	1	2	4	1	3	3	10	4	2	1	4	5	3	1	1	1	1	5	7	3	1	4	3	1	1	1	7	1	2	1	1	1	4	2	1	11	1	1	2	4	1	4	1	2	10	10
2000	-1413.392795868556050	-1409.029341864291837	-4.363454004264294	0.000010217153424	0.000124557554612	12.191023217762204	0.482498829372696	-1	1	0	2	5	5	6	7	6	8	9	8	8	10	11	11	13	12	12	13	12	14	14	12	11	13	15	14	14	16	15	16	16	16	17	15	17	18	16	16	17	17	16	18	16	18	17	19	21	18	21	18	19	16	21	21	20	20	21	20	21	22	22	24	23	23	23	22	21	21	23	25	23	24	25	27	24	24	25	25	26	24	26	25	26	26	26	26	27	27	28	26	27	28	29	30	31	0	1	1	3	4	2	6	1	1	3	8	6	3	11	6	5	15	14	13	16	10	25	24	10	1	16	23	12	16	19	28	29	4	27	17	23	30	39	18	17	20	31	31	36	10	47	28	54	47	27	46	19	22	11	46	54	31	31	52	20	48	37	22	47	44	48	55	59	45	17	7	73	58	13	42	0	38	70	77	29	71	62	41	57	63	0	55	78	42	92	51	42	17	76	81	25	85	1	1	1	1	2	1	1	4	4	4	1	1	2	1	4	3	1	1	2	1	2	2	1	2	5	1	1	4	2	3	1	1	4	1	2	1	1	1	2	1	1	1	1	2	3	1	2	1	2	1	2	2	3	2	1	3	3	1	2	2	1	2	4	3	3	3	1	1	2	3	5	1	2	8	4	1	3	1	1	4	1	1	4	2	3	1	2	1	7	1	3	5	8	1	1	6	4
2500	-1364.053269534715355	-1359.049669234158728	-5.003600300556719	0.000010483010336	0.000174377500450	16.634296337858135	0.451601412284214	-1	0	0	2	6	6	4	7	9	8	9	8	10	9	11	10	12	11	12	13	12	13	14	11	12	14	15	15	14	14	16	15	16	17	15	18	16	17	17	16	16	18	17	18	16	19	18	20	19	18	20	18	19	19	19	21	20	21	18	20	20	21	23	24	23	22	20	22	23	22	23	23	23	24	24	26	25	25	25	26	25	24	24	26	27	26	25	27	27	28	29	28	27	27	29	29	32	0	1	1	3	1	7	1	4	10	2	10	6	10	8	12	9	11	7	24	5	13	25	24	16	15	10	23	9	17	15	23	14	7	12	24	34	29	41	27	35	4	13	32	22	24	12	11	33	45	31	55	41	42	34	17	26	36	39	37	46	50	33	12	17	50	39	44	26	52	43	1	39	53	60	57	0	68	73	65	50	22	67	47	62	6	0	29	37	68	76	89	10	87	49	45	47	95	1	1	1	1	2	1	2	2	1	3	1	1	1	1	1	1	2	4	1	4	1	1	1	1	1	3	1	2	1	1	1	4	4	4	1	1	1	1	1	1	6	4	1	3	2	3	5	3	2	1	1	1	1	1	4	2	2	2	1	1	1	3	9	3	3	2	1	6	2	4	10	2	2	2	2	1	2	1	1	4	6	2	3	3	7	1	9	5	3	1	1	8	1	6	5	6	1
3000	-558.227425562129042	-555.512338986135433	-2.715086575993628	0.000010844664407	0.000048345190546	4.457970180867088	0.340452497620734	0	1	1	2	5	6	5	8	8	7	10	9	10	10	11	10	12	10	12	13	10	15	12	12	12	13	15	14	15	14	16	16	17	16	16	16	14	18	18	18	18	18	18	18	17	19	19	18	19	18	20	19	20	18	20	21	20	20	19	19	23	23	23	22	22	23	24	22	22	22	23	24	24	24	24	26	25	24	25	25	25	23	24	25	24	25	26	27	26	26	28	27	27	29	30	30	32	0	1	1	3	3	5	3	3	1	4	7	7	6	9	1	7	6	1	16	19	10	17	7	12	14	13	21	20	23	17	19	20	6	18	4	24	13	17	32	31	20	22	20	11	9	29	30	29	29	35	32	34	39	4	41	7	8	21	35	45	43	69	4	48	33	38	21	19	37	28	10	53	57	41	62	0	66	69	46	49	19	44	20	39	52	0	82	63	15	72	77	44	46	93	67	21	94	1	1	1	1	2	1	1	5	3	2	3	2	3	1	4	2	3	4	1	1	2	1	3	2	2	1	2	1	2	1	2	2	5	3	7	2	2	3	1	1	2	2	3	4	4	2	4	2	2	1	2	1	1	8	1	7	5	5	2	1	2	1	10	2	3	3	4	4	3	3	9	2	1	3	1	1	1	1	3	3	8	3	5	3	3	1	1	3	6	1	1	4	3	1	3	11	1
3500	-1148.179300346868104	-1145.494137618261448	-2.685162728606622	0.000011411224711	0.000049721429973	4.357238704187969	0.385082971923331	0	2	1	2	4	4	5	7	7	7	10	8	10	9	12	10	12	12	12	13	12	14	12	11	12	14	16	15	15	15	16	13	14	17	14	15	16	17	17	17	19	17	14	17	17	18	18	20	20	19	20	19	20	20	20	20	17	20	20	20	21	22	22	24	23	22	23	22	21	21	22	24	24	23	25	26	25	24	24	25	25	23	25	25	27	25	27	26	27	28	28	28	27	28	29	30	33	0	1	1	1	2	2	4	4	1	7	9	10	1	4	13	10	12	4	8	12	8	24	11	9	9	18	15	20	21	18	7	4	3	33	3	7	11	24	17	35	4	13	14	28	32	27	44	17	34	39	33	38	42	47	1	46	11	42	46	18	44	42	36	54	40	41	58	27	58	46	3	51	34	61	66	0	62	61	71	58	71	54	46	62	4	0	69	81	47	68	73	50	64	87	60	57	95	1	1	1	1	1	2	2	3	3	1	1	1	5	3	1	1	2	6	3	2	2	2	1	2	3	1	1	2	1	2	5	4	3	1	6	5	4	3	2	1	8	3	3	1	2	2	1	4	1	1	3	1	2	1	8	1	2	2	1	3	1	3	2	2	3	1	1	3	1	3	9	2	3	1	1	1	2	2	1	3	3	2	3	1	9	1	3	1	4	2	2	4	1	1	5	7	2
4000	-626.924782784602257	-622.305611019064258	-4.619171765538028	0.000012909986677	0.000178836970980	13.852606935572636	0.436330031432200	-1	2	0	1	6	3	5	7	9	8	9	8	9	9	11	11	12	9	13	13	11	14	13	12	11	13	15	14	14	16	16	15	16	16	16	18	16	17	17	17	16	19	17	19	18	19	17	20	19	18	21	18	20	18	19	20	21	21	21	20	20	23	24	22	22	22	23	21	22	21	22	25	24	24	24	25	26	24	25	24	24	25	26	26	26	25	27	27	25	28	27	27	27	29	28	29	33	0	1	1	1	7	4	4	3	4	1	10	2	7	10	11	10	10	1	11	2	18	17	2	14	13	16	19	17	13	22	7	7	10	28	19	31	28	27	41	28	11	54	31	30	47	39	11	27	34	29	49	41	45	19	40	45	11	45	54	23	6	41	61	47	55	70	4	33	57	6	45	19	3	43	61	0	72	39	73	50	58	53	62	78	27	0	37	86	81	82	86	39	73	88	81	47	31	1	1	1	1	1	1	2	4	4	4	1	3	2	1	1	2	2	5	2	6	1	1	5	2	1	1	1	1	2	1	4	3	2	1	1	1	1	1	1	2	3	1	1	2	1	2	3	2	1	2	1	1	1	2	1	1	8	2	1	3	9	3	2	1	3	1	7	2	1	9	3	5	11	3	2	1	1	4	1	3	2	2	1	1	5	1	7	1	1	2	1	4	1	1	2	5	8
4500	-468.227999878111063	-466.069011752287736	-2.158988125823306	0.000015621832364	0.000043184645487	2.764377729865822	0.377615198485278	0	1	1	2	4	4	5	6	8	6	10	7	10	9	9	12	13	12	11	13	12	14	13	10	13	13	14	13	14	14	16	15	15	16	16	17	16	17	17	17	19	19	18	18	17	20	18	19	20	19	20	18	19	19	19	21	20	21	21	20	22	22	23	24	23	22	23	21	22	23	23	24	22	24	23	27	25	24	24	26	26	23	26	26	28	27	26	26	26	28	28	28	27	28	30	28	32	0	1	1	1	4	4	6	1	6	7	9	6	4	1	2	14	8	3	7	21	14	18	19	15	6	13	21	8	21	15	10	12	16	19	16	33	11	24	23	22	14	35	38	33	30	31	27	30	47	35	34	22	40	27	36	4	34	16	47	36	39	43	14	59	51	60	59	21	51	23	17	61	42	36	56	0	72	31	59	75	23	60	61	66	1	0	16	74	63	29	70	65	89	81	85	34	51	1	1	1	1	1	1	1	3	3	1	1	1	4	4	3	3	3	6	3	1	3	1	1	1	4	3	1	3	1	3	4	5	1	2	3	1	5	3	2	2	4	2	1	2	1	2	2	2	1	1	3	2	1	2	1	9	2	4	1	1	3	2	3	2	1	2	1	4	2	4	4	1	2	4	1	1	1	4	2	2	8	1	2	3	12	1	5	1	1	6	2	2	1	1	1	6	7
