step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
21500	-925.017179945268822	-923.204970189203323	-1.812209756065450	0.000274962756764	0.000047773337049	0.173744755876839	0.391049333574368	0	2	2	2	3	3	4	5	4	5	5	5	6	5	7	7	7	7	7	8	10	10	9	9	9	9	11	10	9	10	10	11	13	11	11	7	12	11	12	11	9	13	12	12	12	12	15	12	13	13	14	15	14	15	15	16	14	16	16	14	16	18	15	17	15	17	16	16	19	19	18	17	16	20	18	21	18	19	18	19	19	19	18	19	19	21	19	19	19	21	19	20	20	21	20	20	21	22	21	22	25	23	23	23	23	26	24	25	26	30	29	29	29	32	33	35	0	1	1	1	0	3	5	1	3	4	2	0	1	2	7	11	11	12	14	17	16	29	17	6	1	0	5	16	9	41	14	9	13	22	29	8	30	19	26	14	36	19	32	2	24	20	38	22	41	38	11	13	26	41	31	27	29	55	24	23	39	47	43	32	36	54	39	51	68	77	54	31	53	65	40	72	54	42	64	39	59	63	68	27	59	24	49	47	59	44	47	64	73	38	42	27	75	25	88	60	70	84	84	69	79	87	68	103	102	108	23	108	108	108	98	108	1	1	1	1	1	1	1	2	1	2	1	1	3	2	2	1	2	1	1	1	1	1	2	4	5	1	5	2	2	1	2	4	3	1	1	1	1	2	2	3	1	5	1	5	2	2	2	1	2	1	5	3	3	3	2	4	3	1	2	2	2	1	2	3	3	1	2	1	1	1	1	5	1	3	3	1	1	2	1	3	2	2	1	2	1	6	3	2	2	6	3	1	3	5	2	5	2	7	1	5	3	2	2	3	3	4	4	1	1	2	9	2	2	3	5	6
22000	-888.208370376041103	-886.335321428501402	-1.873048947539684	0.000213791358229	0.000034374728540	0.160786333110406	0.384948264206396	0	2	4	3	2	2	6	5	4	5	4	4	6	7	7	7	7	8	6	9	10	10	9	9	11	9	8	9	10	12	10	11	13	10	11	10	11	12	11	12	12	14	13	12	11	13	15	11	14	14	14	14	12	14	15	14	15	15	15	14	14	16	14	16	15	17	16	17	19	19	19	17	18	19	19	20	18	20	18	19	18	20	19	20	21	19	20	20	20	20	21	21	20	21	19	21	22	21	22	22	25	24	25	24	23	26	24	25	27	29	29	30	31	31	34	35	0	1	2	1	0	1	5	1	6	3	1	0	11	2	5	2	11	12	3	6	28	17	2	9	20	0	5	17	28	36	17	20	32	2	16	17	1	22	26	17	24	30	20	31	21	34	40	29	9	40	34	40	39	48	19	37	48	44	50	20	53	36	6	28	38	50	61	40	29	77	33	24	61	1	66	64	68	35	42	61	55	74	77	46	81	21	13	4	69	64	54	20	67	50	81	84	37	64	62	49	95	84	74	60	69	55	94	96	96	84	94	109	106	110	84	112	1	1	1	2	1	1	2	3	1	1	1	1	1	4	3	2	2	2	1	3	1	2	3	4	1	1	3	1	1	1	2	1	1	4	2	1	7	1	1	3	2	1	2	1	1	2	2	1	5	2	2	1	1	2	7	2	1	2	1	3	1	2	6	4	1	2	1	2	5	1	2	3	2	8	1	3	1	5	2	3	1	1	1	2	2	4	7	10	1	3	3	5	2	4	1	1	5	3	2	4	4	2	3	4	2	4	1	3	2	5	6	2	3	1	9	3
22500	-921.327048297865076	-919.622700931407849	-1.704347366457173	0.000185773139649	0.000037559821962	0.202181122807012	0.433240497557092	-2	1	3	2	3	4	6	5	5	5	4	4	6	5	7	6	8	8	8	8	10	11	9	8	9	9	11	9	9	12	11	11	12	8	9	11	11	9	12	12	10	13	13	12	12	11	14	12	14	14	14	14	13	15	15	14	14	16	15	15	15	16	13	17	13	19	16	17	17	18	18	18	18	20	18	20	19	19	18	20	17	20	19	20	20	21	20	19	19	22	20	21	21	21	19	19	21	22	22	21	24	22	25	25	23	25	24	26	26	29	27	29	30	31	33	35	0	1	1	2	0	3	5	2	2	4	1	0	6	3	5	4	2	12	13	16	9	34	4	6	3	0	5	14	20	20	17	8	14	11	14	14	24	2	26	14	20	37	13	25	17	38	65	9	65	38	8	17	26	47	36	27	17	19	38	28	39	31	25	57	28	81	53	60	36	60	58	51	39	31	50	66	17	28	52	67	59	58	59	36	70	78	63	33	81	91	79	78	67	50	69	59	75	71	92	95	17	96	58	74	79	96	81	102	84	102	69	108	106	109	96	114	1	2	2	1	1	1	2	2	2	1	3	1	1	1	3	2	3	2	1	1	2	2	4	2	2	1	4	3	1	2	3	3	3	2	2	2	1	3	2	3	1	1	3	2	2	1	1	3	1	2	3	3	2	1	2	2	2	4	4	3	1	2	2	1	2	1	3	2	3	2	1	2	4	4	3	1	6	4	2	2	2	2	1	4	1	2	3	3	1	1	1	1	2	3	1	2	2	2	1	1	6	2	5	2	3	4	4	2	2	3	5	2	3	2	8	2
23000	-846.287858447370240	-844.505307374314043	-1.782551073056174	0.000202457738262	0.000036599887705	0.180777914538203	0.474419618699608	-1	1	3	2	3	4	5	5	4	5	3	4	6	5	7	7	7	8	7	9	11	10	10	9	11	9	7	9	8	11	10	9	13	10	9	10	10	11	11	12	11	14	13	11	13	12	15	13	11	13	13	16	14	15	16	15	15	16	15	14	15	17	15	15	16	19	16	16	18	17	19	17	17	19	19	20	18	18	18	20	18	20	18	18	19	20	20	18	21	22	20	21	21	21	19	21	21	23	21	22	25	22	25	24	24	26	25	25	26	29	29	29	31	30	33	35	0	1	2	2	0	3	5	9	1	11	2	0	6	11	5	8	11	12	3	11	32	9	29	6	28	0	5	3	1	17	19	9	19	20	8	35	17	28	26	16	17	17	30	13	49	27	29	44	6	38	30	30	39	36	20	44	38	42	50	50	39	57	31	16	37	68	61	60	60	68	21	19	53	64	83	81	70	33	54	67	70	58	60	55	4	45	33	54	75	40	57	85	73	40	69	84	49	64	65	50	66	84	102	98	92	102	94	102	102	102	100	109	108	108	108	112	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	3	3	1	3	1	3	1	1	2	3	4	3	2	2	2	1	2	1	1	1	1	3	2	3	1	3	2	2	4	1	4	1	1	2	2	2	5	2	2	2	1	1	2	1	2	4	4	1	1	2	2	1	4	4	2	3	1	1	1	2	2	3	1	3	2	1	9	3	3	2	1	5	1	1	2	5	1	2	4	5	2	5	3	2	1	1	3	2	1	2	2	3	4	2	3	4	4	3
23500	-948.004126472258463	-946.220443697518590	-1.783682774739906	0.000242482875697	0.000043768124262	0.180499856477760	0.412807611605388	-1	1	2	3	3	4	5	5	4	6	5	4	7	4	8	6	7	7	7	9	10	7	10	9	11	8	8	9	8	10	9	11	12	9	8	9	11	13	12	12	11	14	13	11	12	12	16	12	14	12	14	15	14	15	15	16	14	17	14	14	15	16	15	17	13	18	16	17	18	18	18	15	17	19	18	20	17	20	18	19	19	19	18	16	19	19	21	19	21	21	20	21	21	21	20	21	20	21	22	21	23	24	24	24	24	23	26	26	26	30	28	28	31	32	33	36	0	1	1	2	0	3	5	14	3	14	4	0	2	1	5	9	4	12	3	16	35	4	22	6	31	0	7	22	2	22	17	29	30	9	16	6	13	37	26	30	17	34	31	31	21	37	36	24	40	9	37	14	26	20	37	36	40	11	34	20	39	30	31	35	40	77	39	54	60	50	51	25	61	63	60	85	52	54	49	39	60	43	52	37	60	45	49	54	54	47	74	57	73	66	70	54	37	50	92	85	68	63	82	69	65	98	69	52	102	108	81	109	109	110	103	110	1	1	2	1	1	2	2	1	1	1	1	1	3	2	2	1	3	2	3	1	1	2	2	2	1	1	2	1	3	2	1	1	2	2	1	2	2	2	2	1	2	3	2	1	1	1	3	2	1	4	1	5	3	4	2	5	1	5	2	2	2	2	4	6	1	1	2	1	2	3	3	2	1	2	2	1	1	2	1	3	3	4	2	2	2	4	3	2	2	3	1	3	3	2	1	3	5	4	1	1	4	5	2	2	5	1	4	4	2	2	4	1	3	1	4	3
24000	-834.497014708752090	-832.785742714888215	-1.711271993863871	0.000200645602840	0.000040147417411	0.200091189855096	0.538761005050520	-1	1	1	1	3	4	5	5	4	5	5	3	7	4	7	6	7	8	7	10	10	11	9	9	11	8	10	10	9	12	11	11	12	11	9	9	12	12	11	12	11	14	13	11	12	12	15	13	14	13	13	15	14	15	16	16	15	16	16	15	15	18	14	15	14	17	16	16	19	19	18	18	17	20	18	18	18	18	17	17	18	18	19	19	20	21	18	18	20	20	21	21	19	21	19	20	22	22	20	19	22	23	23	24	23	25	24	26	27	28	27	28	31	30	33	36	0	1	1	1	0	3	5	9	2	14	14	0	2	2	5	2	4	12	6	36	17	20	17	19	6	0	7	29	11	20	29	14	13	20	8	19	20	32	26	19	17	30	31	13	35	23	49	23	41	29	33	28	39	17	49	40	38	24	35	38	53	36	13	21	17	60	53	40	65	77	58	49	61	88	66	68	68	35	42	39	59	58	60	62	66	71	68	58	75	44	88	88	73	69	68	65	66	51	62	68	85	96	84	58	92	84	66	96	84	103	60	108	114	112	112	113	1	1	1	1	1	2	2	1	1	1	1	1	2	2	2	2	3	3	1	1	1	1	1	1	3	1	2	1	2	1	1	4	2	1	3	1	1	1	2	3	2	1	1	2	1	2	1	2	2	2	1	3	1	5	2	2	1	4	3	2	1	5	4	2	5	2	1	2	2	1	1	2	1	1	1	1	1	5	2	3	1	1	2	1	2	2	1	1	1	4	2	2	1	1	1	4	3	4	1	1	1	2	2	4	1	3	4	4	5	2	6	1	1	1	3	2
24500	-946.283191686328223	-944.305566418568446	-1.977625267759731	0.000218818345477	0.000031106140614	0.142155085518141	0.458243278726712	-1	1	3	3	3	4	6	6	5	6	5	3	6	7	7	7	8	7	5	9	11	9	9	7	9	8	9	9	9	11	10	10	12	10	10	10	9	12	11	11	12	13	14	12	12	12	15	11	14	13	12	14	13	14	14	15	16	17	15	15	15	17	15	17	14	19	17	17	19	18	17	17	17	20	18	21	19	19	18	20	18	19	18	19	20	20	19	18	20	20	21	21	21	21	19	21	21	22	21	21	24	24	24	23	24	26	22	26	26	29	28	29	31	30	33	35	0	1	2	2	0	3	5	1	2	4	4	0	6	9	5	9	4	12	6	11	2	3	16	6	9	0	7	2	11	37	13	24	32	17	25	25	17	14	26	37	37	35	14	28	32	30	4	23	17	30	3	20	39	21	44	30	31	17	50	65	53	36	55	20	16	60	61	60	47	60	33	55	39	88	59	77	70	35	43	53	22	51	47	29	68	32	22	62	75	3	87	74	53	68	54	47	70	62	65	81	76	96	87	85	92	103	60	96	96	102	58	109	114	109	109	114	1	1	1	1	1	1	2	4	2	2	1	1	2	2	2	1	2	2	1	3	4	3	1	2	2	1	2	3	1	1	2	1	1	1	1	1	1	2	1	1	1	2	4	2	1	1	7	1	2	2	4	3	1	2	1	2	2	4	2	1	1	2	1	4	3	2	1	1	2	1	3	1	3	1	1	2	1	3	2	4	5	2	1	6	1	5	4	1	1	7	1	1	5	3	3	5	1	3	4	2	2	2	3	2	1	1	3	3	2	3	5	1	1	1	3	2
25000	-894.134354796474781	-892.470317058189039	-1.664037738285727	0.000184108305131	0.000039631291958	0.215260750621263	0.483245526471322	0	2	2	2	2	4	5	5	4	6	4	5	7	7	7	6	7	7	7	9	11	10	9	7	11	9	10	10	9	11	11	12	13	11	9	8	11	12	11	13	12	13	13	10	11	12	16	12	13	13	13	15	13	14	16	15	14	16	16	14	15	17	15	14	15	19	17	17	18	18	18	15	16	19	18	20	17	19	19	19	19	17	19	18	20	18	19	20	20	21	20	21	22	21	21	20	21	21	22	19	23	21	25	25	24	26	23	25	26	29	26	28	30	31	33	36	0	1	1	1	0	3	5	11	2	11	4	0	1	9	5	8	4	12	2	36	16	11	19	6	44	0	15	9	36	4	44	20	4	9	16	6	20	4	26	19	22	6	25	13	14	22	60	23	37	22	38	8	39	29	38	8	37	34	34	14	53	13	31	17	21	48	61	22	50	59	51	40	61	65	68	38	38	35	13	53	69	63	62	48	59	60	58	74	75	91	65	74	53	81	68	84	70	54	57	48	69	84	84	69	62	102	99	102	102	106	95	106	112	112	112	103	1	1	1	1	1	1	2	1	1	1	1	1	4	2	3	1	2	1	3	1	3	3	1	1	1	1	2	3	1	3	1	2	4	3	2	1	1	5	1	3	1	4	1	1	2	1	1	2	1	2	1	6	1	3	2	4	2	2	4	5	1	6	2	3	2	4	1	3	2	1	4	1	1	2	1	4	2	7	5	3	1	1	1	2	2	3	1	1	1	1	2	1	6	1	1	2	1	4	5	2	2	1	3	3	3	2	1	2	3	2	2	1	2	2	2	5
25500	-824.064559169750396	-822.271269225570791	-1.793289944179633	0.000173074321837	0.000030836854343	0.178171169560557	0.568601971344089	0	2	4	2	2	4	5	5	4	5	4	5	5	6	7	7	7	8	7	9	9	9	8	9	11	9	9	9	10	11	10	10	11	10	9	11	11	11	11	13	11	14	14	12	13	12	15	12	14	14	14	16	14	14	15	14	16	16	15	14	15	16	12	14	15	19	16	16	18	16	18	18	17	20	18	21	18	19	17	20	18	19	18	19	19	20	20	20	20	22	21	21	21	19	18	20	21	23	19	22	24	23	23	24	25	25	25	25	26	29	28	29	30	32	33	35	0	1	1	1	0	2	5	1	2	11	4	0	6	9	5	1	11	12	10	23	14	9	3	13	31	0	7	14	20	22	19	11	16	2	9	28	24	11	26	30	16	29	25	31	21	34	37	37	40	24	30	38	39	37	63	38	40	55	23	38	26	6	25	32	40	77	39	60	60	60	51	8	53	79	59	72	70	16	29	73	60	44	70	62	60	51	55	37	59	91	72	72	73	95	68	84	68	79	65	95	60	96	96	85	91	96	68	102	96	106	101	109	112	112	112	112	1	1	2	1	1	1	2	2	1	1	1	1	1	1	2	3	1	2	1	1	1	3	1	3	1	1	2	2	1	1	1	3	2	3	2	1	1	3	1	1	3	1	1	1	3	2	1	1	1	4	1	2	3	1	2	1	2	1	4	1	2	6	1	2	1	1	2	2	2	1	3	7	2	1	2	1	1	5	3	2	1	3	1	2	2	3	2	5	2	1	2	1	2	1	1	1	2	4	2	1	5	2	2	2	2	2	4	1	2	1	2	2	1	2	2	4
26000	-850.696050784501949	-848.542246998255678	-2.153803786246327	0.000228678105373	0.000026994612262	0.118046335123615	0.568009792064108	-1	2	4	1	3	3	6	6	3	5	4	4	6	6	6	7	8	7	6	9	9	10	8	9	9	8	9	9	9	12	10	10	12	11	10	10	11	12	11	12	11	14	13	12	13	12	15	12	14	14	12	14	15	14	14	15	14	16	15	15	12	18	14	14	16	17	16	16	18	18	16	17	18	17	19	21	16	20	18	20	19	18	18	18	17	19	20	19	20	20	20	20	21	20	21	20	21	22	22	20	24	23	23	24	24	26	25	25	27	28	29	27	30	31	32	36	0	1	6	1	0	4	5	2	1	2	1	0	11	2	5	9	11	12	3	2	16	23	19	19	13	0	5	16	23	37	19	21	32	23	14	14	29	25	26	37	11	37	44	36	8	7	40	22	23	34	35	20	39	40	24	45	14	34	50	23	39	65	36	28	37	77	61	49	74	68	25	57	61	36	77	70	60	71	52	67	38	36	77	17	50	17	72	49	75	74	62	74	73	68	85	84	77	64	65	85	66	96	96	60	92	102	97	102	108	106	107	108	112	112	112	112	1	2	1	1	1	1	2	2	2	1	3	1	1	2	2	1	2	2	1	3	1	1	1	3	2	1	3	1	1	1	2	1	1	2	2	2	1	2	2	1	4	1	1	2	4	3	1	1	3	2	1	2	2	1	2	1	4	3	1	4	1	1	2	3	3	1	1	1	1	1	3	1	2	3	1	1	1	2	2	2	3	4	1	4	2	5	2	2	1	2	1	1	2	2	2	1	3	5	2	1	4	2	1	5	3	1	2	1	1	1	2	2	2	3	3	4
26500	-800.908809726402637	-799.244449275659690	-1.664360450743003	0.000149106572285	0.000032080174787	0.215149300900455	0.448443100721136	-1	1	3	3	2	3	5	5	5	5	5	4	6	7	7	4	6	8	7	9	11	11	8	9	11	9	9	10	9	11	11	10	12	10	9	10	11	13	10	13	11	13	13	12	13	10	15	12	12	12	13	15	13	11	15	15	16	16	15	15	15	17	15	17	15	16	16	17	18	18	17	18	18	20	18	20	17	19	17	20	18	19	19	19	20	21	20	18	20	20	20	18	20	21	20	20	21	23	21	21	23	23	24	24	23	26	25	26	25	29	28	29	31	30	33	35	0	1	1	2	0	2	5	16	6	2	4	0	6	8	5	2	11	12	13	2	35	20	3	3	23	0	7	14	13	17	9	23	21	17	16	29	29	50	26	24	13	37	10	23	21	20	41	17	23	13	32	28	26	29	44	20	38	24	50	38	53	49	31	28	48	60	61	60	68	77	51	44	53	92	66	77	50	64	65	53	60	72	77	56	68	28	63	30	75	65	23	35	67	60	60	84	77	21	90	85	60	96	96	60	40	96	68	103	84	106	107	109	106	106	114	113	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	1	4	1	1	3	3	1	1	2	1	1	3	3	1	1	3	2	1	1	1	1	2	2	1	4	2	1	1	2	3	2	3	2	2	2	1	1	3	3	3	2	1	1	2	2	3	2	1	1	2	1	1	2	2	3	1	1	2	2	1	1	4	1	1	1	2	2	6	2	5	1	3	6	4	3	3	3	1	2	5	1	1	4	2	2	4	6	3	3	1	3	1	2	1	2	2	2	3
27000	-852.485254883937273	-850.581272943655222	-1.903981940282052	0.000203897917131	0.000031572869065	0.154846452132319	0.457995554794630	0	1	2	2	3	3	6	6	4	4	4	4	5	5	6	6	7	8	7	9	9	10	9	10	8	8	10	9	8	11	11	11	11	11	10	9	12	13	11	12	11	14	13	11	11	13	13	13	13	14	12	14	13	12	15	15	15	16	14	14	15	18	14	15	16	16	16	16	17	18	19	16	17	16	18	20	18	19	17	19	19	19	19	18	20	18	19	18	21	22	19	21	21	20	20	20	22	21	20	22	24	24	24	24	23	26	25	26	27	28	27	30	28	31	32	35	0	1	1	1	0	3	5	4	3	6	4	0	6	9	5	14	11	12	6	3	29	9	11	29	19	0	5	9	9	28	25	29	21	8	29	11	30	22	26	3	29	30	9	25	21	40	54	1	22	29	36	35	39	35	63	40	30	57	24	22	53	37	44	16	36	48	53	11	66	60	51	44	61	24	66	60	60	28	37	61	69	43	70	50	69	9	42	22	69	87	65	99	73	69	66	84	94	32	65	95	81	96	96	70	74	96	85	96	96	96	104	113	106	113	110	112	1	1	1	1	1	1	2	3	1	1	1	1	1	1	2	1	2	2	2	4	1	3	3	1	1	1	3	2	2	1	2	1	1	2	1	4	1	1	2	5	1	2	5	2	1	1	1	5	1	3	1	3	1	1	1	1	2	1	1	3	1	3	1	3	2	2	1	5	1	2	4	2	1	3	1	3	1	4	2	2	2	3	1	1	1	6	2	4	3	2	1	1	2	2	2	1	1	5	2	1	3	2	2	3	3	3	2	3	4	3	1	1	1	2	3	2
27500	-811.618036618321298	-809.925938387589554	-1.692098230731724	0.000146103496033	0.000030095154063	0.205985174072720	0.556245504973629	-1	1	3	2	2	3	5	4	5	5	5	3	7	7	6	7	8	8	8	9	10	10	10	10	9	9	10	9	7	10	10	11	12	10	11	9	12	9	11	12	11	13	12	10	13	13	15	12	13	13	14	15	14	14	14	15	16	17	15	14	14	18	15	16	15	19	16	17	19	17	18	18	17	19	18	19	19	19	17	19	19	18	18	17	18	20	20	20	21	21	20	19	21	20	18	20	20	22	21	21	24	24	23	23	24	25	26	26	26	30	27	28	30	32	34	36	0	1	2	2	0	2	5	1	6	3	4	0	9	9	5	4	2	12	1	11	14	13	4	25	6	0	7	16	2	17	13	21	44	9	28	14	30	11	26	9	30	30	24	8	33	38	20	17	4	48	17	35	26	30	43	23	30	54	50	38	39	37	25	23	51	68	53	50	59	60	51	63	67	79	60	85	70	52	57	67	75	40	70	17	60	33	55	74	85	65	79	47	67	85	68	84	70	90	79	81	89	96	96	85	91	102	101	103	96	106	107	108	112	113	112	113	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	4	2	5	1	1	2	4	1	2	1	2	1	3	1	2	1	1	2	1	1	1	2	2	4	1	2	1	4	1	2	3	2	5	1	3	2	3	2	2	2	3	1	1	2	1	3	4	3	1	1	2	2	2	1	2	2	1	1	2	1	1	3	1	2	1	3	1	3	2	3	2	1	2	4	2	2	2	1	1	2	2	1	2	2	1	2	2	3	2	1	1	2	3	2	1	1	1	2	3	3
28000	-814.354543992435879	-812.525611197157673	-1.828932795278173	0.000164794873987	0.000028014794234	0.169997971149976	0.563607326822799	0	1	3	1	3	4	6	3	5	6	5	3	6	7	7	6	7	7	6	8	11	9	9	9	11	9	10	9	9	11	8	10	13	9	9	10	9	12	11	12	11	13	13	10	12	13	16	11	11	13	13	13	15	14	16	15	15	15	16	15	13	18	13	16	15	18	16	16	18	17	18	17	17	18	19	20	18	18	18	18	19	18	18	19	21	20	21	19	21	22	20	21	21	21	20	21	21	21	21	21	24	24	25	23	25	26	26	25	27	28	28	29	28	32	33	36	0	1	2	1	0	4	5	1	2	9	4	0	6	8	5	11	6	12	3	9	37	17	14	31	19	0	7	16	14	34	6	6	21	6	8	29	9	36	26	49	9	23	44	31	28	37	37	23	20	23	45	32	61	41	31	46	30	25	50	38	39	43	44	28	11	59	61	17	50	60	64	57	61	64	70	70	60	64	42	53	60	58	70	64	77	51	63	74	75	62	65	91	67	81	69	84	60	33	88	69	81	96	96	60	91	108	101	96	108	106	101	108	109	109	113	112	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	2	1	1	3	1	2	2	1	1	2	2	2	2	3	1	2	1	1	1	3	2	2	1	2	3	2	2	1	2	1	1	1	2	3	1	2	2	3	2	2	2	2	4	5	1	2	3	1	2	1	1	2	1	1	2	2	2	3	2	2	1	1	2	1	3	4	1	2	2	3	1	2	1	1	2	2	4	1	1	3	2	2	5	2	1	1	3	1	1	3	2	1	2	2	3
28500	-833.430528002045435	-831.569458907298440	-1.861069094747004	0.000217721305078	0.000035531499047	0.163197161775506	0.607943764285789	-1	2	4	1	3	4	5	5	4	5	3	4	6	5	7	5	8	8	8	8	10	8	8	10	9	10	11	9	7	11	11	11	11	9	9	10	11	12	12	10	11	13	13	12	12	13	14	12	13	12	14	15	14	15	13	14	14	16	14	13	15	18	15	15	15	19	16	16	18	19	18	17	17	19	18	21	19	19	18	20	19	18	18	19	21	21	20	16	19	21	20	21	20	20	20	21	21	22	21	21	24	23	23	24	24	25	26	24	26	29	29	29	30	30	33	36	0	1	2	1	0	2	5	9	2	11	4	0	6	11	7	2	11	12	13	9	20	4	14	22	13	0	7	29	8	19	9	35	35	17	16	22	29	29	26	3	29	37	30	40	32	16	42	36	38	40	33	40	39	30	44	22	37	44	23	50	39	52	55	28	17	69	53	29	60	83	51	58	39	88	68	66	60	64	57	67	69	58	68	65	77	45	72	46	68	62	88	91	61	29	75	84	70	32	79	77	76	96	96	85	99	102	77	96	108	106	69	109	109	109	109	114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	2	1	3	1	1	2	3	1	1	1	2	1	2	2	1	3	3	1	1	1	1	4	1	2	1	1	2	3	2	2	1	2	2	1	2	1	1	2	1	2	3	1	1	4	2	1	1	1	2	2	1	1	3	2	2	2	1	1	1	2	1	4	2	2	1	2	1	1	3	6	2	2	2	4	1	1	2	1	1	2	1	1	3	1	1	1	5	2	2	2	3	3
