step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31
5000	-274.247467668270303	-272.415196630850573	-1.832271037419705	0.000013355673983	0.000025615946477	1.917982312914565	0.555770924016551	4	8	6	5	7	6	10	8	9	8	11	10	12	13	11	10	14	12	16	18	21	17	21	22	25	29	34	39	43	45	47	0	4	4	1	1	1	2	4	6	6	10	9	9	8	8	8	8	12	18	17	13	12	22	17	21	0	26	27	28	29	30	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	3	1	2	2	4	2	2	3	3	1	2	3	2	1	1
5500	-257.332311007695807	-255.733840972574370	-1.598470035121452	0.000017715645963	0.000023895768959	1.348851123366600	0.543084525151875	4	7	7	6	7	6	8	8	8	8	9	10	11	12	11	11	14	14	16	15	20	17	22	21	24	30	33	39	42	45	47	0	4	4	1	1	1	2	4	6	6	10	9	9	8	8	8	16	12	18	17	12	13	22	17	21	0	26	27	28	29	30	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	3	1	1	3	3	2	2	2	1	2	2	1	1	1
6000	-229.350595945127253	-227.974334032636733	-1.376261912490512	0.000039452642146	0.000018047633387	0.457450563644016	0.411546360224642	4	7	7	6	7	6	9	7	8	9	11	11	11	12	11	12	14	14	17	16	21	17	20	22	23	30	33	40	43	45	47	0	4	4	1	1	1	2	4	6	6	10	9	9	8	8	8	16	13	13	16	12	13	22	16	21	0	26	27	28	29	30	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	3	1	2	3	1	4	3	1	7	2	1	1	4	2	1	1
6500	-209.351499369393878	-207.940783392075815	-1.410715977318063	0.000086526150180	0.000033218973236	0.383918308709202	0.542689669282104	4	7	7	6	6	6	10	8	9	8	10	10	12	13	12	11	14	14	16	16	20	17	22	23	25	30	33	40	43	46	47	0	4	4	1	1	1	2	1	6	6	10	10	12	16	8	4	16	9	13	16	22	12	22	17	22	0	26	27	28	28	30	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	3	2	3	2	1	1	3	2	5	2	1	2	3	2	3	1
7000	-213.658255596065516	-211.756814484409404	-1.901441111656107	0.000148935282692	0.000023132566322	0.155319585152793	0.644882882418388	4	8	7	6	6	6	9	7	6	8	10	9	10	12	10	11	14	13	15	16	19	16	20	22	25	31	34	39	43	45	47	0	4	4	1	1	1	3	4	1	6	10	9	10	15	8	8	14	12	11	17	12	18	18	5	21	0	26	27	28	29	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	5	2	3	6	3	1	1	4	2	1	1
7500	-209.765627333441984	-207.633702830150327	-2.131924503291652	0.000205464977877	0.000024790646123	0.120656310280629	0.425447990238368	4	7	7	5	7	5	9	7	9	7	11	10	10	12	10	10	14	13	17	18	20	17	21	22	26	31	34	39	43	45	46	0	4	4	1	1	1	2	4	6	6	10	10	6	8	8	8	5	13	10	17	22	18	19	20	18	0	26	27	28	29	30	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	3	2	4	3	3	2	2	2	7	1	2	3	2	1	1
8000	-216.765772553863485	-215.032644224653410	-1.733128329210072	0.000168572209703	0.000032662970706	0.193762487679565	0.457079837067304	3	8	7	6	5	5	9	7	9	8	10	10	12	12	9	11	14	13	16	17	19	18	22	21	25	30	34	40	43	45	47	0	3	4	1	1	1	2	4	1	6	5	10	12	9	8	8	16	13	12	16	11	11	22	17	22	0	26	27	28	29	27	1	1	1	1	1	2	1	1	3	2	2	1	1	2	1	2	2	1	3	2	5	3	2	3	2	1	3	2	1	1	5
8500	-208.748092274782607	-207.307255768406179	-1.440836506376429	0.000154946309450	0.000053547271764	0.345585977197589	0.605864146409912	4	7	7	6	6	6	9	8	9	7	9	11	10	11	11	12	15	14	16	16	21	18	20	20	25	31	34	40	42	44	48	0	4	4	1	1	1	2	4	6	6	10	6	6	8	4	13	16	5	18	17	22	15	22	15	22	0	26	27	27	28	30	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	1	4	1	1	2	3	1	4	3	1	1	4	4	1	2
9000	-209.818813984767928	-208.058547096852351	-1.760266887915583	0.000239552543300	0.000044657798789	0.186421726832900	0.541014407980428	4	8	6	5	6	6	10	7	9	8	11	10	11	10	12	11	14	13	16	17	20	18	21	21	25	29	34	39	43	45	48	0	3	4	1	1	1	2	5	4	6	10	10	12	8	14	14	16	10	11	17	19	5	9	15	11	0	26	27	28	29	29	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	5	6	4	5	1	2	2	2	1	3
9500	-218.913503732713508	-216.985878355052733	-1.927625377660778	0.000211991220815	0.000031917982677	0.150562757052362	0.521443500404655	3	8	6	5	5	6	10	6	9	8	10	10	11	12	12	12	14	14	16	16	21	17	21	21	24	31	33	40	42	43	48	0	4	4	1	1	5	2	4	6	6	9	6	11	8	9	8	13	12	11	17	11	14	9	17	19	0	26	26	28	29	30	1	2	1	1	1	1	1	1	2	2	1	2	1	4	2	3	2	2	3	1	5	2	7	3	3	1	1	4	1	1	3
10000	-203.121372167281635	-201.473881903110538	-1.647490264171108	0.000146341335625	0.000032361553403	0.221137474688654	0.475410761133876	4	7	6	5	6	6	10	7	8	9	10	10	11	13	11	11	14	14	15	18	20	17	18	22	24	30	34	41	43	44	47	0	4	4	1	1	1	2	4	6	9	6	9	9	8	8	8	16	12	12	17	22	12	22	17	22	0	26	27	28	28	30	1	1	1	1	1	1	2	1	1	1	3	2	1	3	2	1	3	2	3	2	2	4	1	5	2	1	2	4	1	2	2
10500	-195.223344340587346	-193.761001099768293	-1.462343240819039	0.000145998489824	0.000047364419861	0.324417190331471	0.521429408537825	4	7	6	5	6	6	9	7	8	8	11	10	12	12	11	12	14	14	16	17	18	16	22	22	24	31	34	41	42	45	47	0	4	4	1	1	1	2	4	6	6	10	9	9	8	8	8	15	9	18	16	19	12	21	17	22	0	26	27	28	29	30	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	3	1	3	2	4	3	1	2	3	1	2	1
11000	-205.356541449117685	-203.616000400131696	-1.740541048986002	0.000156167701620	0.000029937835599	0.191703119711238	0.567401183077199	4	7	7	6	7	5	9	8	6	9	11	8	11	13	11	12	15	13	16	17	20	17	21	23	26	30	33	40	42	46	48	0	4	4	1	1	1	2	4	6	9	10	6	9	15	8	15	16	10	13	17	18	17	13	17	21	0	26	27	28	29	30	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	2	4	1	3	1	6	4	3	1	2	2	1	2	1
11500	-196.504274517725605	-195.098819029697836	-1.405455488027771	0.000102573270376	0.000040231482061	0.392221890885235	0.478896197936705	4	8	6	5	6	6	7	7	9	8	10	10	11	11	11	10	14	14	16	17	20	18	21	21	25	30	34	41	43	44	46	0	7	4	1	1	1	4	4	6	6	1	9	10	16	8	8	15	12	18	17	10	12	22	17	22	0	26	27	28	29	30	1	1	1	1	1	1	2	1	2	1	2	1	2	1	2	2	2	2	1	2	6	4	1	4	4	1	2	4	1	1	1
12000	-211.496889090757065	-209.973937415485324	-1.522951675271745	0.000143924709992	0.000040246186984	0.279633615284855	0.568848472629078	5	8	7	6	6	7	7	8	9	9	10	9	11	13	12	11	14	13	14	17	19	18	22	23	25	30	32	40	43	45	47	0	7	4	1	1	1	4	4	6	1	9	1	12	8	8	8	14	10	13	8	18	6	21	20	22	0	26	27	28	29	28	1	1	1	1	1	1	1	2	1	2	1	2	1	3	3	2	1	2	1	3	3	4	1	3	3	1	1	4	1	1	5
12500	-226.148739349335102	-224.591093762658630	-1.557645586676475	0.000156177186006	0.000040619364530	0.260085135151767	0.475965918398425	4	6	7	5	6	6	9	8	8	8	10	10	12	12	11	11	14	14	16	17	19	16	19	22	25	30	33	41	40	45	48	0	4	4	1	1	1	2	6	6	6	10	6	4	15	8	8	15	13	13	15	19	10	22	15	13	0	26	27	26	29	29	1	1	1	1	1	1	2	1	2	2	1	2	2	1	2	2	2	1	3	3	2	3	1	5	7	1	2	3	3	2	4
13000	-191.624396028385149	-189.831834889716902	-1.792561138668248	0.000161266862324	0.000028761277184	0.178345859584960	0.755862708648778	4	7	6	5	6	6	10	7	8	8	9	11	11	11	9	11	14	15	15	17	19	18	21	21	25	30	32	40	43	45	47	0	4	4	1	1	1	2	4	6	6	10	6	9	8	8	8	14	13	13	17	10	13	21	21	21	0	26	27	28	29	30	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	2	3	3	1	1	3	1	1	4	1	1	1
13500	-224.655539478973026	-223.120329552296624	-1.535209926676415	0.000146230635187	0.000039824839048	0.272342652390862	0.505062035889530	4	7	6	5	7	7	10	8	8	8	11	11	11	12	10	12	14	12	16	18	21	16	21	23	26	29	34	40	41	44	47	0	4	4	1	1	1	2	4	6	6	1	9	1	8	8	8	16	9	18	16	12	12	22	20	23	0	26	26	27	29	27	1	1	1	1	2	2	2	2	1	1	4	2	3	2	1	2	1	2	2	4	5	2	3	3	2	1	2	6	2	2	6
14000	-244.115046593007150	-242.714542295156832	-1.400504297850332	0.000204305840131	0.000081860477400	0.400676149772408	0.574012804752647	3	8	7	4	7	6	10	7	9	7	10	10	11	12	12	11	15	14	17	17	20	18	21	23	26	30	32	40	42	44	47	0	5	6	1	1	1	2	4	8	6	10	6	9	8	6	9	12	1	9	17	19	15	21	18	22	0	26	26	27	28	28	1	1	1	1	2	2	1	2	1	1	1	2	1	2	4	2	3	6	4	1	3	3	1	5	4	1	1	5	5	2	4
14500	-217.777443002296337	-216.201756931185457	-1.575686071110881	0.000142726740578	0.000035838777023	0.251100647839629	0.461405708633833	4	7	6	5	6	6	10	8	7	8	10	10	11	13	11	11	14	13	16	17	19	17	22	21	24	30	33	41	43	45	44	0	4	4	1	1	1	2	4	6	9	10	4	4	15	8	4	15	16	13	15	6	12	22	16	22	0	26	27	27	28	28	1	1	1	1	1	1	2	2	1	1	1	3	3	1	2	3	1	1	2	3	5	4	2	3	4	1	2	5	6	3	2
15000	-216.057075305709105	-214.345699948370367	-1.711375357338740	0.000164969643262	0.000033003878646	0.200060314086821	0.483057932359193	4	8	7	6	6	6	10	7	7	8	10	9	12	12	12	11	15	15	14	18	20	16	22	22	24	29	33	41	41	45	47	0	4	4	1	1	1	2	4	4	5	10	9	9	16	8	8	15	13	13	16	13	13	22	15	24	0	26	26	27	28	30	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	4	4	1	3	6	2	1	2	7	4	2	1
15500	-235.485442661307872	-233.902447739188716	-1.582994922119152	0.000227542630816	0.000056351881492	0.247654170515721	0.386590133777808	3	5	6	4	6	6	10	7	8	8	9	11	11	13	11	10	14	13	17	18	20	15	22	22	25	29	33	40	44	44	47	0	4	4	1	1	4	3	3	6	6	10	5	5	8	8	5	15	9	13	15	11	12	9	20	7	0	26	26	27	28	30	1	1	2	1	1	1	2	1	1	1	1	3	3	3	2	2	2	2	3	4	5	2	8	2	10	1	2	4	5	2	1
16000	-205.964324246677791	-204.070168005766789	-1.894156240911012	0.000177792758172	0.000027858419880	0.156690408349822	0.502318032530939	4	8	7	6	7	6	7	7	9	9	11	11	11	12	11	12	14	15	16	17	20	17	21	22	25	30	31	40	43	43	47	0	7	4	1	1	1	4	4	6	6	10	6	6	8	8	15	16	13	12	17	12	13	19	20	22	0	26	27	27	28	30	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	3	2	5	3	2	2	4	1	1	4	5	2	2
16500	-215.135853623708698	-213.457683914465008	-1.678169709243689	0.000176045546588	0.000037055300287	0.210487007509375	0.458182729370978	3	7	6	5	6	5	9	7	7	9	8	10	11	13	11	9	13	13	16	17	19	15	21	23	26	31	34	40	43	45	48	0	3	4	1	1	1	2	4	6	9	6	9	12	4	8	3	15	11	10	17	10	12	21	14	21	0	26	27	27	29	30	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	2	1	2	4	2	5	3	1	4	4	1	2	3	4	1	1
17000	-207.168857789079254	-204.864204570092340	-2.304653218986908	0.000167942845099	0.000017179727170	0.102295082355762	0.572890641172817	3	8	7	5	4	6	9	7	7	8	11	10	11	12	11	11	14	13	17	17	18	16	21	21	25	31	33	41	44	45	47	0	4	4	1	1	1	2	4	6	6	10	9	5	16	8	8	16	11	10	17	11	12	22	21	21	0	26	27	28	29	29	1	2	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	1	5	1	5	4	3	2	4	1	1	3	1	1	1
17500	-198.589256497368694	-197.150197364086864	-1.439059133281839	0.000167944084633	0.000058364195369	0.347521590277734	0.646889457317985	4	7	7	5	6	6	9	7	8	8	10	11	11	12	10	11	14	14	17	17	20	18	21	20	25	30	34	41	43	44	47	0	4	4	1	1	1	2	4	6	6	10	10	10	15	4	15	15	12	13	16	19	17	22	22	22	0	26	27	28	28	30	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	2	2	2	2	1	4	1	2	3	1	2	2
18000	-220.208185440415292	-218.674544532632382	-1.533640907782912	0.000166745302279	0.000045563266320	0.273250674514055	0.484804748409176	3	6	6	4	6	6	9	8	9	7	10	10	11	12	12	11	14	14	16	16	20	16	21	21	25	30	32	41	43	46	48	0	4	4	1	1	1	2	1	10	6	10	9	9	8	8	4	16	8	18	16	22	6	18	14	19	0	26	27	28	29	30	1	1	1	1	1	2	2	3	1	1	1	1	1	2	2	2	2	2	2	3	2	4	3	3	5	1	1	4	1	2	1
18500	-193.541750291670780	-191.955091362379704	-1.586658929291070	0.000202438845316	0.000049792931170	0.245965299258605	0.519044310376517	4	7	7	6	6	6	9	8	8	8	10	10	12	12	10	10	15	15	16	16	19	18	21	23	25	30	33	40	43	45	47	0	4	4	1	1	1	2	4	6	6	10	6	9	12	8	8	14	13	13	17	19	19	22	17	22	0	26	26	27	29	30	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	3	3	1	3	4	3	1	1
19000	-207.756064101871004	-206.292848869512341	-1.463215232358668	0.000121949050087	0.000039466983443	0.323635021472733	0.413443740313627	4	7	6	5	6	6	9	7	9	8	10	9	11	12	11	12	15	15	16	17	20	17	21	22	25	31	34	40	44	45	47	0	3	4	1	1	1	2	4	6	6	12	5	5	13	8	8	15	11	12	15	6	9	21	21	22	0	26	26	27	28	30	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	2	2	2	3	2	8	4	1	1	4	1	2	6	4	2	1
19500	-216.800037845303848	-214.964177885118914	-1.835859960184947	0.000211374155302	0.000035614211892	0.168488961391716	0.441205014922995	5	8	7	6	6	6	9	7	8	9	10	10	11	13	12	11	14	15	14	17	19	17	19	23	25	31	33	40	44	45	47	0	4	4	1	1	1	4	4	6	9	10	9	10	16	10	7	16	13	15	17	18	18	22	15	12	0	26	27	27	28	30	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	1	4	7	1	1	3	4	2	1
20000	-210.933587874016723	-209.512156382847849	-1.421431491168884	0.000141080422098	0.000052021643237	0.368737507749539	0.491676748417909	4	8	7	5	7	6	10	7	9	8	9	10	12	12	10	12	14	14	15	16	20	17	22	22	26	31	34	41	43	44	47	0	4	4	1	1	1	2	4	1	1	6	6	6	15	8	9	14	12	18	17	12	13	22	21	13	0	26	27	28	29	29	1	2	1	1	1	1	1	1	4	2	1	2	4	1	2	2	1	2	1	1	4	3	2	2	7	1	1	4	1	1	3
20500	-209.893128322479498	-207.719121214989627	-2.174007107489872	0.000224154276047	0.000025938521286	0.115717271796334	0.693489785571915	4	8	7	6	7	7	10	8	5	8	10	10	11	12	11	11	14	15	16	17	19	16	20	23	26	31	34	40	42	45	47	0	3	4	1	1	9	2	4	1	9	6	6	6	8	8	8	15	11	11	16	22	13	18	22	24	0	26	27	28	29	29	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	3	3	2	1	3	2	4	2	1	2	2	1	2	2
21000	-225.638999028405067	-224.103414657054628	-1.535584371350435	0.000210740139775	0.000057348082702	0.272127003250617	0.467382795874137	3	7	7	5	6	5	9	8	6	9	10	11	11	10	12	11	14	14	16	17	21	17	20	22	26	31	34	41	42	44	47	0	4	4	1	6	1	2	4	6	1	9	6	5	8	8	11	16	11	11	15	5	19	22	15	13	0	26	26	27	29	29	1	1	1	1	1	1	1	1	1	3	3	2	3	1	2	1	2	2	2	2	6	1	2	4	7	1	2	5	4	1	3
21500	-208.340511508201416	-206.613410445267760	-1.727101062933653	0.000161641294839	0.000031595801880	0.195468626450147	0.583124195329761	4	7	6	5	6	6	9	7	8	8	10	10	11	12	11	11	14	14	16	16	20	15	22	23	25	30	33	40	44	43	47	0	4	4	1	1	1	2	4	6	6	6	10	9	15	8	8	8	10	17	11	18	13	22	20	22	0	26	27	30	28	29	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	3	3	4	1	4	2	2	2	3	4	1	2	3	1	2	2
22000	-218.070502694876865	-216.453531737670204	-1.616970957206658	0.000122735832429	0.000028584499152	0.232894490438919	0.544647415259432	3	8	7	6	7	6	9	8	9	9	10	11	11	12	11	12	14	14	17	17	19	18	22	20	26	31	32	40	44	43	47	0	4	4	1	1	1	2	4	6	6	6	6	4	4	8	8	14	10	18	16	10	19	12	16	23	0	26	27	30	28	29	1	2	1	2	2	2	1	1	2	2	3	2	2	3	2	3	1	2	2	3	5	1	5	4	2	1	1	5	1	2	1
22500	-205.993305619084566	-204.502297162947144	-1.491008456137436	0.000149574682256	0.000045037080241	0.301100958806946	0.599802653150902	3	7	7	5	5	6	9	7	8	8	10	10	11	12	11	11	15	14	17	16	19	16	22	22	24	31	34	40	44	42	46	0	4	4	1	1	1	2	4	6	6	6	10	5	4	8	8	14	12	18	16	18	13	22	17	21	0	26	26	30	28	29	1	1	1	1	1	2	1	1	1	1	2	1	2	3	2	2	2	2	2	2	2	3	4	2	1	1	2	4	1	1	1
23000	-203.919832066089754	-202.308815658767230	-1.611016407322513	0.000162284891301	0.000038192689494	0.235343470287991	0.476944549884238	4	7	7	6	7	6	9	7	8	8	11	11	12	13	11	11	15	13	15	17	20	16	20	21	26	30	34	40	42	44	46	0	4	4	1	1	1	2	4	6	6	10	10	9	12	8	4	14	5	13	17	18	12	12	8	24	0	26	27	28	29	30	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	3	1	2	2	1	4	3	4	7	2	1	2	3	1	1	1
23500	-199.751959952620751	-198.335269842301699	-1.416690110319048	0.000183351474330	0.000068793244186	0.375198751127043	0.686975336912955	4	7	7	6	7	6	9	8	8	8	10	10	12	12	11	12	14	14	17	17	21	15	21	20	25	30	33	39	44	46	48	0	4	4	1	1	1	2	4	6	6	10	9	9	8	4	8	14	13	18	16	19	13	22	16	16	0	26	27	28	29	30	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	3	4	5	1	1	3	4	1	1
24000	-223.232388982660069	-221.443761566979845	-1.788627415680237	0.000145522081468	0.000026091276875	0.179294280374098	0.470113952694023	4	8	7	6	7	6	10	7	8	8	11	10	12	11	11	10	14	12	16	16	21	18	21	22	26	30	31	40	43	45	47	0	4	4	1	1	1	2	4	6	6	12	9	12	8	8	5	16	12	9	16	18	12	22	15	22	0	26	27	28	29	30	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	3	2	3	3	6	4	1	6	4	1	1	4	1	1	1
24500	-206.162773587547861	-204.575736729758830	-1.587036857789041	0.000145654915078	0.000035800890658	0.245792533942646	0.544654656195023	4	8	7	6	7	6	10	7	9	8	10	10	9	12	12	11	15	15	16	18	19	17	21	23	26	30	34	40	43	45	46	0	5	4	1	1	1	2	4	6	6	10	6	10	16	8	5	5	12	18	15	18	12	5	20	21	0	26	27	28	29	29	1	1	1	1	2	1	1	1	2	1	1	2	1	1	3	1	4	2	1	4	2	3	6	3	3	1	2	3	2	2	2
25000	-197.581536635599946	-195.896371938587492	-1.685164697012459	0.000168515631267	0.000035085276386	0.208201910539987	0.587960832171202	4	8	7	5	6	6	10	7	8	8	11	10	12	10	12	11	15	14	16	18	20	17	21	21	26	31	33	40	44	45	46	0	4	4	1	1	4	2	4	6	6	10	6	9	8	8	12	14	13	15	17	10	13	22	15	21	0	26	27	28	29	30	1	2	1	1	1	1	1	1	1	1	1	2	2	1	4	1	3	1	2	2	7	2	2	4	3	1	1	4	2	1	1
