step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-710.471241127195640	-708.187690166727293	-2.283550960468399	0.000016708903210	0.000052014775816	3.112997613485271	0.290345473346490	0	2	3	5	5	5	3	6	5	8	5	8	9	6	7	10	10	9	8	8	10	12	11	11	11	12	14	13	14	12	14	12	15	12	11	14	16	13	14	15	15	15	14	17	15	16	17	17	18	19	16	15	16	17	18	18	15	19	20	20	17	20	21	19	19	21	19	22	23	24	22	23	25	26	28	24	0	1	2	7	3	3	1	2	1	3	3	14	15	9	1	6	6	1	14	4	13	20	4	1	15	25	18	16	5	14	13	4	4	15	15	26	3	10	34	4	31	8	12	34	39	29	1	22	53	16	39	35	8	9	26	4	1	48	37	8	1	41	27	2	45	34	30	60	11	46	4	59	16	72	76	1	1	1	1	1	1	1	1	2	2	4	1	1	2	1	5	3	4	5	1	2	1	1	3	6	3	1	2	1	6	3	2	4	6	3	3	1	7	2	1	3	1	5	3	3	1	1	11	3	1	5	1	2	3	6	4	11	8	1	2	9	8	4	4	7	2	4	3	1	8	6	5	2	7	2	3	13
5500	-613.644166730353732	-611.485902963014951	-2.158263767338752	0.000025172042645	0.000069535172823	2.762396910039175	0.293157443939082	1	3	3	5	5	6	5	5	6	7	6	7	10	8	9	10	10	8	9	10	10	11	11	10	12	11	10	12	13	12	14	11	12	13	13	14	16	15	13	15	14	15	17	17	15	16	16	16	19	19	17	17	15	18	18	19	18	19	18	20	18	19	22	20	20	21	19	21	22	24	21	23	24	25	25	26	0	1	1	2	3	1	3	3	3	4	7	3	18	6	8	9	6	4	7	15	1	5	1	1	13	7	8	4	1	3	30	1	1	11	4	13	4	41	3	32	30	22	45	9	23	40	3	15	32	23	46	21	30	44	40	14	7	43	3	21	4	29	3	51	50	40	3	28	65	71	24	57	59	71	63	39	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	1	1	4	4	7	5	1	3	3	4	7	4	1	5	5	3	4	2	6	1	3	3	1	1	1	8	3	1	8	3	4	4	1	6	1	1	2	9	7	1	8	6	8	3	10	1	1	5	9	3	1	2	4	3	3	2	1	9
6000	-464.889909752943254	-463.506763123014082	-1.383146629929153	0.000051033720610	0.000022329677483	0.437547512039995	0.343798062810996	-1	1	3	5	4	5	3	5	5	8	6	7	9	9	8	10	10	9	10	9	11	11	10	10	13	12	13	12	14	12	15	10	14	13	14	11	14	16	14	14	14	14	17	15	15	17	16	17	17	18	16	17	17	17	19	18	17	19	19	19	18	19	20	20	20	20	20	23	20	24	23	23	24	25	27	26	0	1	1	7	1	3	1	5	1	8	1	4	11	3	11	6	13	1	11	15	10	6	7	11	8	16	18	13	19	3	28	3	10	7	4	8	1	41	17	36	34	3	34	34	34	42	1	34	30	26	39	18	22	4	57	1	11	42	1	3	44	30	43	61	49	49	61	62	52	34	53	50	72	68	56	8	1	1	2	1	2	2	2	1	3	2	4	1	2	2	1	3	1	5	3	1	2	3	4	2	5	1	4	2	2	4	1	3	2	4	6	3	6	1	2	3	1	6	2	2	1	1	10	2	3	2	1	5	3	5	1	11	5	2	10	7	2	3	2	1	1	2	1	2	1	6	4	3	1	1	4	10
6500	-466.533266572601292	-465.107264372722454	-1.426002199878815	0.000190758213389	0.000069215403700	0.362843635776963	0.488765057035055	0	3	2	5	4	6	5	5	6	8	6	7	9	9	7	10	8	7	9	9	11	11	11	10	12	13	12	11	13	12	14	12	15	14	14	14	16	16	14	15	15	15	17	14	14	14	16	17	18	19	16	16	18	17	18	17	16	20	19	19	16	21	21	19	21	20	19	22	21	23	23	22	25	25	26	25	0	3	1	2	3	8	5	3	5	1	5	8	7	4	7	17	6	7	7	7	5	16	3	3	3	12	7	12	17	9	5	3	28	23	27	23	7	6	27	22	29	26	42	3	6	19	26	25	52	43	36	28	7	27	47	8	8	34	48	46	7	60	53	41	50	43	54	48	32	69	66	38	63	67	33	57	1	1	1	1	1	1	1	2	1	4	1	1	2	2	1	1	1	1	2	3	4	1	4	5	5	3	4	2	2	3	4	5	2	1	1	1	6	4	1	1	1	1	1	5	5	3	1	2	1	1	1	3	6	3	1	5	4	4	2	4	3	1	2	3	1	2	1	2	5	1	2	4	2	3	7	4
7000	-495.578342066354594	-494.064801894387415	-1.513540171967183	0.000275485705207	0.000078667479874	0.285559208291731	0.474227998934379	1	2	3	4	5	5	4	5	6	7	6	8	9	8	7	11	8	8	9	9	10	11	11	10	12	13	13	11	13	12	14	11	15	13	13	13	15	14	15	15	14	12	16	16	16	15	17	16	18	19	14	15	17	16	18	18	18	19	19	19	19	17	21	20	18	22	20	22	21	24	23	22	25	26	27	24	0	1	2	2	1	1	3	2	3	4	6	1	3	8	8	14	10	15	8	4	20	18	20	3	28	12	4	11	8	18	36	14	23	19	22	32	4	32	41	31	17	14	17	37	36	25	28	10	48	36	32	5	36	34	39	8	33	39	52	62	30	14	55	13	46	58	54	53	67	67	49	59	54	76	59	72	1	1	1	2	2	1	1	1	2	1	1	3	3	1	1	2	1	1	2	4	1	2	1	3	1	2	3	3	3	2	1	2	2	2	1	1	8	2	1	1	2	3	4	1	1	2	3	5	1	3	1	4	2	1	1	6	1	2	3	1	3	2	1	5	2	1	2	2	1	2	3	1	4	1	4	1
7500	-447.111001622786205	-445.472551351362881	-1.638450271423348	0.000301959208701	0.000067786606256	0.224489282998220	0.329611014786099	1	2	3	4	4	5	5	6	5	7	6	8	10	8	10	10	8	8	9	11	11	12	11	10	12	13	13	13	13	10	15	13	14	12	13	13	15	16	12	14	14	16	16	16	15	16	16	16	18	19	17	16	18	17	16	17	18	20	19	19	18	21	21	20	21	20	21	23	22	25	22	21	24	25	28	24	0	1	1	1	1	1	3	7	3	3	6	4	14	4	11	12	10	1	1	11	7	12	14	14	11	39	16	14	21	4	15	14	6	8	3	15	4	17	24	21	2	18	33	21	15	12	8	36	41	42	26	22	52	24	41	17	46	53	3	48	47	59	53	53	45	56	30	19	61	53	16	7	71	67	69	39	1	1	1	2	2	1	1	1	1	2	1	2	1	2	3	1	1	6	4	3	3	2	2	2	2	1	2	2	1	3	2	2	5	3	5	1	6	5	1	2	6	4	1	3	3	3	5	1	2	1	1	2	1	4	1	5	1	1	8	2	1	1	2	1	2	2	8	6	3	3	6	8	1	2	4	4
8000	-483.310714056098902	-481.756831744819124	-1.553882311279775	0.000328880583337	0.000086183818616	0.262052012136945	0.363611998028310	1	2	3	4	4	5	5	6	6	8	5	7	9	9	10	8	10	9	9	8	11	11	11	10	12	11	11	11	14	13	14	12	14	14	12	13	15	14	13	14	14	15	16	16	16	15	17	17	18	18	15	17	17	14	19	18	18	19	19	16	18	20	20	20	20	19	20	22	22	24	22	23	24	25	27	26	0	1	1	2	1	1	3	4	7	1	2	4	11	5	1	6	9	10	1	3	8	13	8	16	3	13	3	19	11	11	17	3	35	15	3	23	27	16	19	11	20	31	17	17	33	25	28	41	43	27	25	8	1	8	33	35	3	47	16	36	11	24	54	37	54	46	3	21	66	55	51	7	56	59	1	51	1	1	1	2	1	2	1	1	1	3	2	1	2	2	3	1	3	1	4	2	4	1	3	1	3	1	3	2	4	3	1	4	2	2	4	1	2	4	2	4	4	1	4	3	1	2	4	1	1	3	1	6	6	4	2	3	8	1	6	2	7	5	4	2	2	2	7	5	1	3	2	8	4	3	9	6
8500	-429.247652258802077	-427.579004999271604	-1.668647259530457	0.000217860642243	0.000046552428139	0.213679844416912	0.285444652299453	0	3	2	4	4	4	5	5	4	7	6	7	9	8	9	10	10	9	9	10	11	9	11	10	12	12	13	13	13	12	14	12	14	13	10	13	14	15	14	14	14	14	14	16	16	14	16	16	18	20	17	15	16	18	19	18	15	19	20	19	16	20	22	20	19	21	20	22	22	23	24	23	22	24	28	26	0	3	1	3	1	3	3	3	1	4	2	3	3	11	7	7	12	1	5	14	3	12	3	7	1	24	3	19	7	24	25	7	1	18	18	4	7	31	25	4	30	35	11	1	24	32	33	43	38	13	18	26	8	42	11	39	3	47	16	31	1	42	34	43	40	40	51	62	3	61	13	45	34	38	3	28	1	1	1	1	2	1	2	1	3	2	1	3	4	1	2	2	2	3	2	1	4	1	6	2	6	1	6	2	4	1	1	3	7	2	1	4	5	1	1	5	1	2	4	6	2	1	1	1	2	5	3	2	4	2	7	2	5	2	4	1	7	3	5	3	3	4	1	2	7	4	8	6	4	4	11	7
9000	-414.492047071018192	-412.681038360436503	-1.811008710581678	0.000219446357462	0.000038187987107	0.174019690042992	0.340418102578642	0	2	2	4	5	5	4	4	6	6	7	7	10	8	8	11	9	6	9	9	11	11	11	11	13	11	13	12	13	12	14	13	13	13	14	14	14	15	13	14	14	15	16	16	16	17	15	17	19	19	16	17	16	16	17	18	18	19	19	19	18	20	21	19	20	22	20	23	22	24	23	23	24	25	25	25	0	1	1	3	1	4	2	3	3	1	1	5	1	8	7	4	18	3	8	4	6	13	3	11	16	8	1	9	28	8	39	22	1	26	8	19	8	2	20	1	4	31	29	41	33	38	33	42	32	14	40	16	26	39	38	35	11	61	61	48	9	4	59	32	52	25	18	48	57	58	39	1	21	58	48	3	1	1	1	1	3	1	1	1	2	3	3	1	5	1	3	3	2	2	2	2	2	1	6	2	1	3	5	2	1	5	1	1	7	1	6	3	4	7	2	6	4	1	2	1	2	1	1	1	3	4	1	4	2	2	1	2	7	1	1	1	5	8	1	2	2	5	9	3	2	2	5	11	6	3	4	10
9500	-427.856527479489273	-426.319019450612075	-1.537508028877190	0.000275579697750	0.000074689106899	0.271025432963389	0.396949883075940	1	3	3	5	4	6	5	5	5	6	7	7	9	6	9	9	8	9	9	11	12	9	11	10	10	11	13	12	13	11	13	12	14	14	13	13	14	16	14	14	14	16	16	17	15	16	16	14	18	17	17	16	17	18	18	16	17	20	19	19	18	20	20	19	18	21	20	22	21	24	24	24	22	24	28	27	0	1	1	3	1	3	1	3	5	8	8	1	9	5	3	4	3	10	17	1	18	11	3	17	17	13	13	15	21	18	16	20	3	32	1	16	11	29	28	31	26	20	37	38	34	34	11	23	24	20	37	22	36	52	41	26	22	38	11	36	11	9	8	36	31	47	44	43	34	73	44	11	23	46	42	63	1	1	1	1	1	2	2	1	1	1	2	2	2	1	3	2	3	3	1	4	2	1	4	2	2	1	2	1	1	1	2	1	6	1	8	2	3	2	1	1	1	2	1	1	1	1	3	1	4	3	1	3	1	1	1	2	5	2	8	4	3	6	7	2	2	3	1	3	4	1	4	12	5	3	7	4
10000	-432.550671800625310	-430.940290332172879	-1.610381468452442	0.000231407521061	0.000054521427178	0.235607844241688	0.352326358557944	0	2	2	5	4	3	4	4	6	6	6	7	9	7	9	10	10	9	9	10	10	12	12	11	12	13	14	13	13	12	15	13	12	14	14	14	16	15	15	13	14	16	15	16	16	16	17	16	17	20	16	15	15	15	18	18	16	18	19	19	19	21	22	18	21	20	21	23	23	24	23	23	24	25	26	27	0	1	1	8	3	1	3	1	4	8	8	3	9	3	3	15	10	4	4	1	1	8	14	21	14	12	1	9	21	9	33	22	21	15	16	20	31	35	16	1	8	9	10	7	28	35	53	34	19	1	31	15	1	22	22	4	41	44	3	14	17	61	29	46	43	40	15	1	27	66	21	3	63	39	69	38	1	1	1	1	1	2	1	2	1	1	1	3	2	2	5	1	2	3	2	3	6	4	3	1	1	2	6	4	2	3	1	1	1	3	4	2	1	1	2	8	5	6	5	4	1	1	1	1	4	10	1	3	7	1	3	7	2	1	8	4	3	2	5	1	3	3	5	8	4	2	7	8	1	3	1	7
