step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
1	-424.033685898232022	-422.571603813713125	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.258767858618480	0	2	2	4	4	5	4	5	5	7	6	7	9	8	9	10	9	9	9	10	11	11	11	10	12	12	13	12	13	12	14	12	14	13	13	13	15	15	14	14	14	15	16	16	15	16	16	16	18	19	16	16	17	17	18	18	17	19	19	19	18	20	21	19	20	21	20	22	22	24	23	23	24	25	27	26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	3	4	3	4	5	4	5	5	5	5	5	5	6	6	6	5	6	6	7	6	7	6	7	6	7	7	7	7	8	8	7	7	7	8	8	8	8	8	8	8	9	10	8	8	9	9	9	9	9	10	10	10	9	10	11	10	10	11	10	11	11	12	12	12	12	13	14	13
500	-719.027457452637805	-716.701281112105335	-2.326176340532430	0.000010011167856	0.000032397021115	3.236088094796845	0.255014153810728	0	1	2	3	4	5	4	6	6	7	7	8	8	8	9	11	10	10	9	9	10	10	11	10	13	10	14	12	13	12	14	12	13	14	11	13	15	16	13	14	14	15	16	16	16	16	14	17	18	20	16	15	17	16	18	17	17	19	19	18	17	21	21	20	21	22	20	23	21	23	23	22	24	25	27	26	0	1	1	2	1	1	1	7	1	7	7	4	1	8	3	18	15	14	3	4	11	4	1	7	1	6	17	26	4	1	36	7	10	2	4	14	8	19	35	1	12	36	34	1	19	29	7	8	40	33	17	22	7	11	34	11	7	24	3	4	24	21	48	57	33	67	44	14	46	62	24	2	27	66	1	1	1	1	2	1	3	3	2	1	3	2	1	4	5	1	3	1	1	1	4	3	2	3	6	2	8	2	2	1	3	7	1	3	4	7	3	2	2	2	1	6	4	1	1	8	4	2	5	7	3	4	2	3	6	3	3	6	5	3	8	6	4	7	3	2	4	1	2	3	2	1	4	8	6	2	14	13
1000	-605.509578675629882	-602.151419466619586	-3.358159209010348	0.000010079545576	0.000069849091147	6.929785735241841	0.316115118253616	1	3	3	3	4	4	4	5	6	7	6	7	9	8	8	11	8	8	10	10	11	11	11	7	12	12	14	11	13	10	13	12	13	13	13	13	16	15	13	13	13	15	17	16	15	15	13	16	18	19	16	16	17	18	17	18	17	18	19	20	17	21	21	19	20	21	20	22	22	24	22	23	22	26	28	26	0	1	1	1	1	1	3	4	4	3	5	4	3	12	8	10	3	4	3	17	18	6	3	3	1	20	8	11	1	17	28	12	3	28	3	3	8	33	20	7	23	25	23	1	25	16	1	40	34	10	35	24	22	52	23	33	27	19	3	1	35	24	67	18	37	37	44	41	48	73	61	3	50	70	3	3	1	1	1	1	2	2	1	1	2	2	1	2	3	1	3	2	3	1	3	2	1	4	4	3	4	1	6	3	5	1	1	2	4	1	5	6	5	1	1	3	1	2	2	7	1	2	5	1	3	6	1	6	4	2	4	4	3	4	7	10	2	8	1	6	2	1	2	7	2	1	2	11	2	1	14	11
1500	-811.566231418929078	-809.304828684377867	-2.261402734551259	0.000010048503818	0.000030646127858	3.049819994407875	0.327842355078758	1	3	3	4	3	5	5	5	4	6	6	7	7	7	7	10	8	10	9	11	12	9	11	10	10	12	13	12	11	12	15	12	14	13	13	14	13	15	14	13	15	15	16	17	15	17	17	15	17	20	17	16	17	17	19	17	17	19	19	19	19	20	22	19	20	22	21	23	22	24	22	22	23	24	28	23	0	1	1	1	1	3	2	5	1	3	4	3	9	2	8	10	11	3	3	1	14	14	7	1	13	14	1	23	22	18	25	3	3	29	1	26	23	28	29	11	23	36	48	7	23	38	22	27	48	33	38	3	30	39	17	10	3	46	3	7	1	48	50	56	16	19	61	46	19	20	8	17	71	71	28	1	1	1	1	2	1	1	1	1	2	3	1	2	2	2	1	2	1	4	2	4	2	1	3	4	3	3	6	1	1	1	3	4	3	1	3	1	1	1	2	4	2	1	1	7	3	1	7	1	1	2	1	3	2	2	5	6	5	1	9	8	6	4	2	1	5	9	1	4	6	6	5	7	1	1	5	7
2000	-707.103121072076988	-703.786114749847229	-3.317006322229762	0.000010107355922	0.000068252949208	6.752799618222565	0.398329560127535	1	3	3	4	4	3	5	4	5	6	6	5	10	8	10	10	9	9	9	10	10	12	10	8	11	12	14	12	13	13	14	13	14	14	12	12	16	15	14	14	13	15	16	16	15	17	14	17	19	19	17	15	18	17	17	16	18	20	20	19	18	20	20	19	20	19	20	22	22	24	24	24	23	25	27	25	0	1	1	6	1	1	4	2	1	4	8	3	1	5	3	3	12	9	3	1	1	14	1	9	11	10	36	20	9	18	22	36	7	28	11	16	23	30	15	1	26	41	31	16	28	36	3	29	26	56	22	41	35	11	38	6	16	53	23	35	13	53	27	19	36	46	21	1	54	58	44	50	47	73	11	36	1	1	1	1	2	1	1	1	2	1	1	1	5	2	2	4	2	2	3	4	4	2	4	1	2	3	1	1	4	1	1	1	4	1	2	1	4	1	1	5	1	1	1	3	2	1	3	2	3	1	4	1	2	7	2	3	2	1	5	4	5	1	3	4	5	1	8	6	2	2	4	2	4	1	8	4
2500	-678.667621969593938	-675.820788130431197	-2.846833839162724	0.000010172619519	0.000050005710870	4.915716229647529	0.391243146353815	1	2	2	4	4	4	5	6	6	8	6	8	8	8	9	11	9	6	9	10	12	11	10	10	13	12	13	12	13	10	15	12	15	14	12	12	16	15	14	14	15	15	17	16	16	16	16	16	19	20	16	17	17	16	18	18	18	19	19	19	17	20	20	20	19	18	20	23	23	25	22	23	24	25	27	25	0	1	1	2	3	3	4	6	3	8	4	5	18	5	3	15	8	3	18	1	20	19	3	3	1	15	11	7	16	1	29	3	17	9	3	16	23	17	32	19	35	35	1	16	42	40	3	40	61	33	6	16	9	1	16	23	1	53	1	28	21	44	25	59	48	47	3	21	33	73	44	43	29	67	56	43	1	1	1	1	1	1	1	1	2	1	1	1	1	2	4	2	2	2	1	4	1	2	4	4	7	1	3	3	1	5	1	6	5	3	4	1	3	4	1	1	1	1	9	5	1	1	5	1	1	3	5	4	3	5	4	5	11	1	6	3	2	2	4	1	1	1	8	6	5	1	4	3	6	3	4	3
3000	-659.165442919543921	-656.268065305784035	-2.897377613759836	0.000010394452845	0.000052987261722	5.097647996769871	0.350326485060816	1	3	2	5	4	6	3	4	6	7	7	7	9	8	9	10	8	10	7	11	12	12	11	10	13	12	14	11	13	12	14	13	14	13	13	14	15	15	14	14	14	15	17	16	16	16	15	17	18	19	16	16	15	18	19	19	16	19	19	20	16	20	22	19	20	22	19	21	21	24	23	21	24	25	27	25	0	1	1	5	3	8	1	1	8	7	6	8	8	7	8	17	11	7	1	3	14	14	3	14	19	3	1	9	28	4	22	4	10	28	3	1	6	6	32	1	18	30	40	22	39	27	22	28	36	37	53	17	1	11	47	14	1	38	1	35	4	30	46	36	23	28	44	1	56	50	67	59	50	54	59	7	1	1	1	1	1	2	1	2	1	2	1	1	3	1	4	1	1	3	3	3	2	2	4	1	2	5	7	2	1	2	1	4	4	1	8	7	4	4	1	7	2	1	1	2	1	1	3	3	3	2	1	5	7	6	2	7	5	1	8	2	3	3	4	3	4	6	1	5	1	3	2	1	2	3	5	6
3500	-602.074596485467396	-600.429048765658194	-1.645547719809146	0.000010394400118	0.000015211102441	1.463393968781311	0.488222475363969	1	2	3	4	4	5	4	6	4	7	6	7	9	7	10	10	10	9	9	10	11	11	11	11	11	12	13	11	13	11	13	13	14	13	14	13	13	16	12	14	13	16	16	17	16	15	15	16	18	19	15	17	17	17	18	18	18	18	20	20	18	19	21	19	21	21	19	22	22	24	21	22	24	25	28	25	0	1	1	3	1	1	3	5	1	3	4	4	8	2	3	6	13	4	7	1	14	19	4	1	15	8	24	5	17	7	28	19	1	25	7	23	11	27	25	3	28	25	32	21	11	17	12	34	30	10	34	35	30	35	42	11	10	43	3	17	44	53	35	52	53	42	8	26	66	65	61	11	49	50	76	1	1	1	1	1	1	3	1	2	1	2	1	1	2	3	2	2	1	3	1	3	1	1	4	5	1	4	1	3	3	4	1	1	6	1	4	1	3	2	1	3	1	2	2	5	4	2	3	1	2	5	1	2	3	1	1	6	6	1	8	3	1	1	2	1	2	2	5	4	1	2	2	5	2	3	2	10
4000	-620.558957256057056	-618.454702891880629	-2.104254364176394	0.000011745879003	0.000030728956023	2.616147843490779	0.410853475754441	1	3	3	5	4	5	3	6	5	7	6	6	9	9	10	9	8	10	8	11	10	11	11	9	11	13	13	11	13	11	14	12	13	13	11	14	15	15	14	14	13	16	16	16	15	17	17	17	18	19	17	15	18	18	18	19	17	18	18	20	19	19	22	19	21	20	20	22	22	24	24	23	24	25	27	24	0	1	1	2	1	1	1	5	3	1	1	7	9	2	7	19	8	3	8	7	16	24	1	7	1	22	28	8	8	5	35	16	4	28	1	4	16	36	29	25	28	29	20	3	31	38	3	38	9	59	34	1	14	28	30	57	1	42	33	35	44	3	46	58	36	55	30	53	32	60	61	23	65	65	72	38	1	1	1	2	1	2	1	1	1	3	2	1	4	4	3	1	1	4	1	4	1	1	5	3	4	1	1	3	2	7	1	1	6	1	4	4	4	1	1	2	1	2	2	5	1	1	6	1	6	1	2	7	4	5	4	1	6	1	2	3	2	6	2	1	3	1	7	2	6	2	3	9	2	2	2	4
4500	-575.681461134154119	-573.975754798834714	-1.705706335319367	0.000013278268318	0.000021365286379	1.609041621023977	0.289214283109139	0	3	2	5	4	5	5	6	6	8	7	8	10	7	8	9	9	8	7	11	10	11	10	8	10	12	14	12	13	11	14	11	15	13	13	13	16	15	14	14	13	15	14	16	16	15	16	16	19	16	17	16	17	17	18	18	16	19	19	19	18	18	19	18	19	22	21	22	22	25	22	23	25	26	27	26	0	1	1	5	3	3	1	5	1	3	9	3	9	4	3	2	24	3	7	7	24	17	3	7	3	14	7	1	25	1	41	3	14	16	30	13	23	11	22	3	30	27	41	1	29	21	3	38	48	23	29	1	24	39	52	57	39	61	50	35	14	28	22	27	46	20	7	53	34	49	28	3	72	56	76	22	1	2	1	1	1	1	3	1	2	2	1	3	3	1	3	3	1	2	1	3	1	1	3	2	3	2	5	7	2	6	1	3	6	2	1	1	2	4	3	6	1	1	1	8	2	1	9	1	2	5	2	9	7	1	1	1	1	1	2	3	7	2	4	2	2	5	4	2	5	3	4	8	1	4	1	9
