step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-4101.924355748627022	-4100.462273664108579	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.432478657087232	1	3	1	2	2	4	3	5	5	6	6	6	6	6	8	8	8	8	9	10	9	10	11	9	9	10	10	10	10	11	11	11	12	11	11	10	11	12	12	13	11	12	13	12	12	13	13	13	13	14	14	12	13	13	12	14	13	13	15	15	14	14	13	13	14	15	15	15	17	15	15	17	17	16	15	16	17	17	16	17	18	18	17	18	17	20	21	21	21	21	21	21	21	22	23	24	24	25	25	24	25	26	27	26	27	30	28	29	29	29	31	30	31	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	3	3	3	3	4	4	4	4	4	5	4	5	5	4	4	5	5	5	5	5	5	5	6	5	5	5	5	6	6	6	5	6	6	6	6	6	6	6	6	7	7	6	6	6	6	7	6	6	7	7	7	7	6	6	7	7	7	7	8	7	7	8	8	8	7	8	8	8	8	8	9	9	8	9	8	10	10	10	10	10	10	10	10	11	11	12	12	12	12	12	12	13	13	13	13	15	14	14	14	14	15	15	15
500	-1686.188992024229492	-1684.052016157685784	-2.136975866543815	0.000010011587259	0.000027075481027	2.704414427753936	0.248945359829227	-1	3	2	3	2	4	3	5	5	6	5	5	7	6	9	8	5	8	7	10	6	10	11	9	7	11	10	10	10	10	11	11	12	11	12	9	11	11	13	14	12	9	10	11	13	13	13	13	13	15	15	13	14	14	10	14	12	11	15	15	14	11	11	14	13	16	16	15	18	15	16	17	18	13	15	17	18	18	16	17	15	19	14	17	17	21	22	22	21	22	22	22	22	23	24	25	23	25	26	24	26	26	28	27	28	31	29	30	30	29	32	31	32	0	1	1	1	1	3	1	6	7	5	7	6	2	8	4	4	4	14	4	36	17	0	11	11	17	42	17	16	21	16	16	29	29	22	23	25	36	55	2	23	24	17	19	21	30	35	37	15	21	62	63	37	11	38	11	42	42	43	29	25	30	29	25	38	23	62	29	42	42	29	63	52	38	58	33	50	62	57	21	59	13	36	43	74	13	58	62	58	16	83	81	77	43	74	83	83	0	83	74	2	81	83	81	83	83	81	81	83	93	81	83	81	81	1	3	1	2	1	1	2	1	1	2	1	1	2	1	4	2	2	1	2	1	1	1	3	2	1	1	3	1	2	1	1	1	2	1	1	2	1	1	5	2	1	2	1	3	2	1	2	2	5	3	1	2	4	2	3	3	2	1	5	4	2	1	1	2	1	4	4	2	6	3	3	2	4	2	1	2	5	5	9	1	5	6	3	2	3	5	6	7	8	7	6	3	11	7	9	6	1	7	12	11	5	9	9	10	8	13	12	11	7	9	14	11	9
1000	-1514.530268315077137	-1512.560854472943674	-1.969413842133506	0.000009959834980	0.000022536239905	2.262712178492189	0.346545660579828	0	2	2	3	2	3	3	5	5	6	6	7	5	6	8	8	6	9	8	10	8	10	10	10	10	10	10	10	10	11	11	9	12	12	11	9	10	12	12	12	11	9	10	12	13	14	13	13	13	14	14	12	11	14	10	15	14	13	14	15	14	11	13	13	14	15	16	15	16	16	14	18	18	16	14	16	17	17	17	18	15	18	14	18	17	20	22	22	22	21	22	20	18	23	24	23	24	26	26	25	24	26	27	27	26	31	29	29	28	29	32	30	32	0	1	1	1	1	3	1	6	7	1	4	8	4	6	13	11	1	14	11	17	17	0	11	11	36	17	17	19	21	16	16	17	29	22	11	17	36	55	23	15	15	17	19	29	30	35	37	15	21	62	36	37	55	55	15	42	42	43	29	17	45	32	17	55	23	50	32	26	42	59	63	52	48	58	21	50	62	69	32	75	23	52	58	74	81	83	62	83	83	83	81	77	19	93	83	93	0	93	83	81	81	83	81	83	93	81	81	83	93	81	88	81	81	1	1	1	2	1	1	2	2	1	3	2	2	1	2	2	1	3	2	2	2	1	1	2	2	1	2	3	1	1	2	2	2	1	1	2	1	1	1	1	2	2	1	1	1	2	1	1	2	3	2	3	1	1	2	1	3	3	2	3	5	1	2	3	2	2	1	3	2	6	1	1	2	1	1	3	1	4	1	4	2	2	3	1	1	1	4	6	6	5	6	5	2	9	4	7	3	1	5	7	7	6	8	7	9	4	13	14	11	6	10	8	10	11
1500	-1227.671305515421636	-1225.719676379038674	-1.951629136382968	0.000010022018796	0.000022221248840	2.217242782231625	0.416655623916783	0	3	1	3	2	2	4	6	6	5	6	7	6	5	8	8	7	8	9	9	8	10	11	9	8	11	11	11	10	11	12	11	12	11	12	9	10	12	13	13	10	10	12	11	13	13	13	12	14	15	13	12	14	14	13	13	13	13	13	16	15	14	13	14	14	15	16	15	17	16	15	18	18	16	15	16	17	18	17	17	15	17	14	18	17	20	22	21	21	21	21	21	20	22	23	25	24	26	23	24	25	27	28	27	28	31	29	29	30	30	32	31	32	0	1	1	1	1	3	1	6	1	1	7	6	7	6	11	11	10	14	11	17	17	0	15	15	17	42	17	19	21	41	16	29	21	22	41	25	36	24	24	24	7	17	28	29	30	35	37	15	33	62	25	37	48	48	38	42	42	43	32	36	30	33	36	55	41	62	62	56	42	59	51	52	55	58	59	66	62	69	75	75	9	52	58	74	81	83	77	83	83	83	81	77	83	83	83	94	0	93	83	81	81	93	100	83	93	81	81	83	93	81	88	81	81	1	2	1	1	1	1	2	3	3	3	1	3	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	2	2	2	4	2	1	1	2	1	2	3	1	1	2	2	1	1	1	1	2	1	1	3	2	1	2	1	2	1	1	1	4	2	1	3	2	1	1	1	2	1	1	2	5	4	1	1	1	3	3	5	4	4	5	2	4	4	7	1	1	5	7	7	5	6	3	8	3	13	12	10	6	9	6	10	10
2000	-1180.038611347679762	-1178.103936127682573	-1.934675219997239	0.000010096696342	0.000021951484785	2.174125480463729	0.358390211614886	0	3	2	2	2	3	4	5	6	6	6	6	6	7	8	8	6	8	9	10	9	8	10	8	7	9	10	11	10	11	11	12	12	12	12	10	11	10	11	13	11	11	12	12	13	14	11	13	12	15	14	13	13	14	13	14	12	13	14	15	15	14	13	13	15	15	16	15	17	16	16	17	17	16	15	17	16	18	17	16	15	18	14	18	18	17	20	21	21	22	21	21	20	22	24	23	23	26	26	25	24	27	27	26	27	31	29	29	29	29	32	31	31	0	1	1	1	1	3	4	6	4	7	2	8	1	6	4	11	4	14	16	17	17	0	13	11	17	17	17	19	17	16	11	21	29	22	24	25	25	15	15	15	11	26	28	21	30	35	25	10	29	62	25	47	15	38	38	57	26	43	17	36	30	29	25	38	23	62	62	56	42	21	63	52	23	58	59	62	62	69	75	75	4	52	58	58	81	83	77	83	86	86	81	77	83	86	83	94	0	93	83	81	81	93	100	83	93	81	81	93	93	81	95	81	81	1	2	2	1	1	1	1	1	2	1	2	1	3	2	3	1	2	1	1	3	2	1	3	1	1	2	2	2	3	2	2	2	1	2	2	2	1	1	1	3	2	1	1	2	1	1	3	4	1	1	3	1	3	2	2	1	2	1	3	2	2	2	2	2	3	1	1	1	4	3	2	2	4	2	1	1	1	1	1	1	7	2	1	3	2	1	2	4	2	3	4	2	3	2	7	1	1	4	7	6	4	6	1	8	3	12	12	6	5	10	6	10	8
2500	-1275.084487465475604	-1273.185877231935137	-1.898610233540431	0.000010187304800	0.000021221295820	2.083111896255672	0.391001517449241	-1	4	1	1	2	4	2	6	4	6	6	6	6	6	8	8	7	8	9	11	9	10	12	9	8	10	11	11	10	9	11	12	11	12	11	10	11	11	12	13	10	12	12	12	13	13	13	10	12	15	14	13	11	14	12	14	13	13	14	15	14	12	14	14	14	14	16	16	17	16	16	15	17	16	15	15	17	18	17	17	15	19	15	17	17	21	21	21	21	20	22	20	20	21	23	23	23	25	24	25	25	27	28	26	27	31	29	29	27	29	32	30	31	0	7	1	1	4	3	4	6	4	7	4	6	1	6	10	11	10	14	16	17	17	0	24	15	17	17	36	19	21	16	16	21	29	22	11	25	17	48	48	15	24	26	28	29	30	35	37	24	29	62	10	37	13	38	38	26	42	43	29	36	45	29	25	38	23	62	62	56	57	59	63	52	54	58	59	66	50	57	75	75	10	72	58	28	81	90	77	83	90	83	81	77	83	90	83	94	0	93	88	85	81	93	100	83	93	81	81	93	90	81	88	81	85	1	1	1	1	1	2	1	1	2	3	2	1	5	2	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	1	2	2	2	1	1	3	1	1	1	1	2	1	1	1	1	2	4	1	3	2	1	2	1	1	2	3	1	1	3	2	1	1	2	1	2	1	2	2	1	2	1	1	2	2	1	1	2	2	1	3	2	1	2	3	1	3	5	2	2	1	7	1	1	2	2	5	5	6	1	8	3	11	11	4	4	9	4	9	8
3000	-1168.685933215409477	-1166.391710378348080	-2.294222837061449	0.000010430528998	0.000032789706722	3.143628355523842	0.537000621835228	0	4	1	2	2	4	2	6	5	5	6	6	7	6	7	9	8	8	9	10	9	9	12	8	7	11	11	10	10	10	12	11	11	11	12	10	11	13	10	12	11	12	13	12	12	14	13	13	12	14	14	12	13	13	13	12	13	14	14	15	14	12	12	11	15	15	15	15	17	15	15	17	17	16	16	17	16	18	17	17	16	18	16	19	18	20	21	21	21	22	21	21	21	22	24	25	25	24	25	22	25	26	28	27	27	30	28	28	30	28	31	30	31	0	7	1	1	1	3	1	6	1	4	1	6	7	6	4	15	25	14	15	17	25	0	41	11	7	25	17	19	21	15	16	21	21	22	11	25	36	64	11	13	15	26	28	29	30	35	37	23	33	62	47	37	64	24	64	26	26	43	32	25	30	33	25	24	41	62	62	56	57	59	63	52	64	58	59	66	50	69	75	75	40	72	58	58	81	83	77	83	86	86	81	77	86	86	83	94	0	93	88	81	81	93	97	83	93	81	81	93	105	81	99	81	81	1	1	1	1	1	2	1	2	3	2	2	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	3	2	1	2	1	2	1	2	1	1	2	1	1	1	3	1	1	1	1	2	5	1	1	2	1	2	2	2	2	2	1	2	3	3	1	1	1	1	1	1	1	3	1	2	2	2	3	3	3	1	2	3	2	1	1	6	1	1	2	2	2	5	3	1	7	3	9	8	4	2	9	3	8	5
3500	-1007.682860447705139	-1005.981383918395977	-1.701476529309143	0.000011161986146	0.000017845774102	1.598799162567398	0.555665448272374	-1	2	2	1	3	4	3	5	5	6	6	7	5	6	8	8	6	8	9	11	8	10	10	9	7	9	10	10	10	9	12	12	12	11	11	10	12	12	13	13	10	11	12	12	12	14	14	13	13	14	11	13	13	14	13	14	13	13	14	14	14	13	13	11	14	15	15	15	17	16	16	16	15	16	14	17	17	17	16	16	16	17	15	19	18	20	22	20	21	22	21	21	21	22	23	25	24	25	25	25	23	26	27	26	28	30	27	28	29	30	29	30	31	0	4	1	1	4	3	4	6	7	7	13	6	4	6	11	11	13	14	11	25	17	0	11	11	17	17	17	19	21	16	16	21	29	22	11	25	25	64	23	10	15	26	28	29	30	35	37	23	33	62	36	37	64	23	64	42	42	43	32	25	45	33	51	15	15	50	62	56	57	59	63	52	38	58	29	66	62	57	75	75	13	72	58	74	81	83	77	83	86	86	81	77	86	86	83	94	0	93	95	97	81	98	97	88	102	81	81	93	105	81	95	81	81	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	2	1	1	3	2	1	2	1	1	1	1	2	2	1	1	2	2	3	1	2	3	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	4	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	1	2	2	1	1	6	1	2	2	1	3	3	2	1	1	2	2	1	1	4	1	1	3	1	1	3	1	1	5	2	8	6	3	1	8	5	7	8
4000	-986.877802904214832	-985.209910182275507	-1.667892721939368	0.000012822624629	0.000019458515466	1.517514239791799	0.552575586430044	1	4	2	3	3	4	2	6	6	7	6	7	5	6	7	8	7	8	9	10	9	9	9	10	9	9	11	11	10	10	11	11	11	11	12	11	9	12	12	14	11	12	12	12	12	14	14	13	13	15	14	12	13	14	11	14	14	13	16	16	15	13	14	13	15	16	14	16	17	15	15	17	17	16	15	17	17	15	16	17	17	19	16	18	18	19	21	21	21	21	21	20	21	22	24	24	23	24	26	25	26	26	28	27	27	29	28	29	29	30	32	30	31	0	4	1	1	1	3	1	6	4	13	7	6	4	6	11	11	13	14	16	17	17	0	15	15	17	13	17	19	21	16	16	21	29	22	11	17	17	15	11	41	23	26	28	17	30	35	37	15	33	62	36	37	55	41	11	26	42	43	32	36	45	33	25	55	24	62	62	56	57	32	63	52	54	58	32	66	62	26	75	75	11	72	58	74	81	83	77	83	86	86	81	77	86	90	88	94	0	93	95	97	81	93	97	88	93	81	81	98	105	81	104	81	81	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	2	1	3	2	1	1	1	2	1	1	1	3	2	1	3	2	2	1	1	1	3	1	1	2	2	1	2	3	1	1	1	2	3	1	1	2	3	2	1	2	2	2	2	1	2	2	2	1	2	1	2	2	1	2	3	1	2	5	1	2	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	5	2	2	5	3	7	6	2	1	7	2	6	6
4500	-936.602792287226407	-935.090568910970774	-1.512223376255665	0.000017103154412	0.000019386635902	1.133512300422599	0.668153525708513	1	2	2	3	2	4	4	6	5	6	6	5	5	7	8	7	7	9	8	10	9	10	11	10	8	10	9	10	9	12	11	11	12	11	10	10	11	13	12	13	10	12	12	13	13	13	13	13	13	14	15	12	14	10	13	14	12	13	12	16	14	13	13	14	14	15	15	16	18	16	15	16	17	14	14	16	17	17	17	16	16	18	16	18	18	20	21	20	21	19	20	19	22	22	24	23	24	25	24	25	25	26	27	27	27	30	29	29	29	29	31	30	29	0	1	1	1	1	3	1	6	4	4	1	6	1	6	11	11	13	14	16	17	17	0	15	11	17	17	17	19	17	23	16	21	21	22	11	21	36	24	24	24	11	26	28	29	30	35	37	15	29	62	63	36	38	10	54	42	26	43	32	44	30	33	36	54	48	62	50	56	57	59	63	52	38	58	59	66	62	29	59	75	13	72	74	74	81	90	77	83	86	83	81	77	86	90	88	94	0	93	88	97	81	93	97	99	102	81	81	93	105	81	99	81	81	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	3	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	1	3	2	1	2	2	1	1	1	2	4	2	1	6	1	1	2	1	1	2	2	1	2	2	1	1	1	2	1	1	2	2	1	4	2	1	2	1	7	6	2	1	6	3	6	6
