step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26
5000	-237.493861137993861	-235.221412050018131	-2.272449087975736	0.000013680014550	0.000042151731352	3.081263634556595	0.538985822298289	6	8	10	10	10	11	13	14	15	17	17	19	19	21	21	20	22	22	23	22	25	26	29	35	34	43	0	1	2	2	1	4	4	6	2	9	8	11	8	9	9	5	10	10	17	15	20	18	20	0	0	0	1	1	1	1	2	1	2	2	4	1	2	1	4	2	2	4	2	2	1	1	1	3	3	1	1	1
5500	-230.419169324837952	-228.122233069908759	-2.296936254929204	0.000017797451028	0.000056087532551	3.151436262615503	0.548595336231859	5	9	10	10	10	11	13	14	16	17	16	19	19	21	20	20	22	22	24	24	25	26	31	35	34	44	0	1	2	2	2	2	4	6	2	9	8	11	11	9	9	5	9	10	17	15	20	18	20	0	0	0	1	3	1	1	1	1	2	2	2	1	1	3	2	2	2	4	3	3	1	2	1	2	3	1	1	1
6000	-197.241932733332931	-195.748790908291852	-1.493141825041078	0.000044572595013	0.000048309775698	1.083844808301288	0.430782271757757	5	8	10	9	11	11	13	14	15	18	16	19	17	21	20	21	22	21	24	25	24	25	32	35	33	42	0	1	2	2	1	4	4	6	5	9	6	8	8	9	9	5	18	10	17	21	15	18	20	0	0	0	1	2	1	1	3	1	2	1	3	2	3	3	2	3	2	5	1	2	1	1	2	1	2	1	1	1
6500	-196.402273009299819	-194.918142853336519	-1.484130155963288	0.000191301892484	0.000058593406477	0.306287646795909	0.498477780938369	5	8	9	8	10	12	13	14	15	15	18	19	18	22	20	20	21	23	23	24	24	25	32	35	35	42	0	1	4	1	1	4	6	4	5	8	6	8	6	15	12	5	10	8	17	15	15	17	20	0	0	0	1	2	1	2	2	2	1	4	3	1	2	3	3	2	1	5	3	6	1	2	2	2	3	1	1	1
7000	-209.982328172068605	-208.491257614760713	-1.491070557307892	0.000268437882658	0.000080814609661	0.301055159802193	0.522939372039509	5	9	10	8	10	12	13	14	16	17	17	19	17	20	21	20	22	22	23	24	24	25	28	34	33	42	0	1	1	1	4	2	2	2	2	1	7	4	8	10	2	9	9	7	17	12	10	17	20	0	0	0	1	2	2	1	1	1	2	3	3	6	1	5	1	1	6	2	2	3	1	2	3	2	2	1	1	1
7500	-191.581608130589160	-190.188368384821246	-1.393239745767912	0.000280795342205	0.000116383458353	0.414477880719275	0.722738413702915	5	8	10	10	11	12	13	14	13	18	16	18	18	20	20	20	21	23	23	24	25	25	30	36	33	42	0	1	2	2	3	4	4	6	2	9	8	11	11	9	10	13	15	13	17	14	15	17	20	0	0	0	1	2	1	1	1	1	2	1	2	2	1	1	2	3	1	1	1	4	1	2	2	2	2	1	1	1
8000	-181.434808122443883	-180.022582770105089	-1.412225352338789	0.000235028652265	0.000089698423165	0.381648885360787	0.513492340664333	6	9	9	9	7	12	13	15	14	17	17	19	18	22	20	21	22	23	24	23	25	26	30	35	32	43	0	5	1	5	1	4	4	6	2	8	6	8	8	15	10	9	15	15	17	15	20	18	21	0	0	0	1	1	1	1	1	2	1	2	3	1	3	1	2	1	2	3	1	2	1	1	1	1	2	1	1	1
8500	-210.167984531167718	-208.666022436311209	-1.501962094856504	0.000278081128279	0.000081557723885	0.293287517888700	0.507500693564537	5	9	8	10	10	11	13	13	16	18	16	17	17	20	20	20	22	21	22	22	24	25	32	35	34	44	0	1	1	1	3	3	2	2	6	8	8	4	8	9	13	12	12	15	3	15	19	18	21	0	0	0	1	2	1	3	1	2	1	2	3	3	1	3	2	2	2	2	3	1	5	1	1	2	3	1	1	1
9000	-201.475005879134812	-199.926877866176113	-1.548128012958712	0.000213209787479	0.000056527527215	0.265126324093501	0.539001135455131	6	8	10	9	10	11	12	14	15	17	17	20	18	21	19	18	22	23	22	24	24	26	31	35	34	43	0	1	2	2	1	4	4	6	5	5	2	13	6	9	10	9	14	17	13	9	9	14	15	0	0	0	1	1	1	1	2	1	1	2	2	3	4	1	4	3	2	2	1	1	2	2	5	3	6	1	1	1
9500	-189.591365644605730	-188.152859020665346	-1.438506623940396	0.000325509090805	0.000113319475483	0.348129986793102	0.538091263805073	6	9	10	8	10	11	13	15	14	17	17	20	17	21	20	21	22	22	23	24	25	25	30	35	34	43	0	1	1	1	1	5	3	4	4	8	6	13	9	7	10	5	14	8	17	8	14	17	21	0	0	0	1	2	2	1	2	1	2	3	4	1	3	1	1	4	1	4	1	4	1	4	2	1	3	1	1	1
10000	-210.632676801443068	-209.154607985614973	-1.478068815828106	0.000196329444728	0.000061069547609	0.311056488206746	0.474143271116328	5	10	9	10	11	11	13	14	15	17	18	19	19	21	20	20	23	23	22	25	23	26	32	35	34	44	0	1	1	1	3	2	3	4	5	5	10	8	5	9	10	2	10	14	10	21	15	15	17	0	0	0	1	3	3	4	2	1	2	2	2	3	1	2	4	3	3	5	4	1	3	2	2	2	3	1	1	1
10500	-179.297331265468983	-177.679442151414833	-1.617889114054164	0.000339201794636	0.000078871768590	0.232521672460621	0.439497922686979	5	8	9	9	10	11	13	14	14	17	17	18	19	21	19	20	21	23	22	24	25	25	31	36	35	44	0	1	1	1	1	5	2	4	7	5	7	10	11	10	8	8	15	17	7	19	20	18	20	0	0	0	1	1	2	1	2	1	3	3	1	4	2	1	1	2	2	3	1	1	3	1	1	1	3	1	1	1
11000	-219.510447271787143	-218.064778796911753	-1.445668474875401	0.000317171531758	0.000107991312868	0.340482363814646	0.316899589504631	6	10	8	10	8	12	12	14	15	18	16	20	18	21	20	21	23	21	22	23	23	25	32	34	35	43	0	3	1	1	1	4	3	6	4	7	7	6	8	9	9	12	13	2	15	11	1	14	20	0	0	0	1	1	1	2	1	1	2	1	3	3	2	4	3	3	2	1	3	6	1	3	8	2	6	1	1	1
11500	-211.964452761427481	-210.548598621631214	-1.415854139796265	0.000339339249124	0.000127719841576	0.376378040280401	0.377165494167632	4	9	9	10	10	11	14	15	14	16	17	17	18	21	21	20	19	21	24	25	24	25	31	34	35	43	0	1	1	3	1	3	3	4	3	3	4	4	2	10	17	8	11	16	7	11	14	13	15	0	0	0	1	3	2	1	3	2	2	2	2	3	4	3	3	2	1	3	1	1	3	3	2	4	5	1	1	1
12000	-207.284054229712069	-205.806160138870268	-1.477894090841809	0.000299228743747	0.000093119049101	0.311196872115839	0.469971955474892	5	8	10	9	10	11	14	14	15	18	17	19	18	21	20	19	21	22	23	23	24	25	32	33	33	44	0	1	2	1	4	4	2	3	5	3	6	8	8	16	11	2	7	15	7	12	14	20	21	0	0	0	1	1	1	2	1	1	3	2	2	4	2	3	2	1	2	5	3	1	4	2	2	1	3	1	1	1
12500	-179.049380851785628	-177.584209931481354	-1.465170920304286	0.000233628375831	0.000075204876418	0.321899581549666	0.521794814181808	6	9	9	10	9	11	14	14	15	17	16	19	19	22	21	20	22	22	23	23	24	25	32	35	35	43	0	1	1	1	1	4	4	6	2	4	8	6	11	10	16	5	16	4	10	15	20	19	20	0	0	0	1	1	1	2	1	1	2	2	3	3	1	3	2	3	1	6	1	6	3	1	1	2	4	1	1	1
13000	-206.997531495241418	-205.538317467658203	-1.459214027583220	0.000368312022631	0.000120536730373	0.327267976516736	0.451380173595619	6	7	9	10	10	12	13	14	15	18	17	18	18	21	19	20	22	22	23	24	25	24	32	36	33	44	0	1	2	3	1	5	5	5	8	4	7	4	6	10	11	3	12	11	17	17	8	13	20	0	0	0	1	1	1	1	1	1	1	2	1	4	2	3	2	2	1	6	1	2	1	1	6	3	4	1	1	1
13500	-178.752897223183822	-177.306070567697049	-1.446826655486761	0.000290793542372	0.000098663874731	0.339291835459762	0.583331859967556	5	7	9	9	10	11	14	15	15	16	17	20	18	21	20	21	22	22	23	22	24	25	31	36	35	43	0	1	2	2	1	4	4	7	7	1	6	13	8	9	9	10	11	15	18	15	17	18	20	0	0	0	1	1	1	1	2	1	2	1	1	5	4	1	2	3	2	2	2	1	1	1	2	2	3	1	1	1
14000	-179.775089622721566	-178.377367925172337	-1.397721697549224	0.000301559122632	0.000122356259146	0.405745507145275	0.585959665734061	6	8	9	10	10	11	14	14	16	18	17	19	17	19	20	21	23	23	22	25	25	25	31	35	35	44	0	1	2	2	1	4	4	4	5	8	6	6	8	10	11	12	19	15	15	19	18	17	21	0	0	0	1	1	1	1	2	1	1	2	3	3	3	4	2	1	2	1	1	2	2	2	1	1	3	1	1	1
14500	-194.696815773404808	-193.211845483790370	-1.484970289614441	0.000302174978127	0.000092357273244	0.305641697459748	0.666142924969457	6	8	10	10	10	12	12	14	14	18	16	20	18	22	19	20	21	23	23	24	25	24	31	35	34	43	0	1	2	2	1	4	4	7	2	2	6	9	4	9	8	13	13	14	17	13	14	14	20	0	0	0	1	1	1	1	2	1	1	1	2	6	1	2	5	4	2	1	1	1	1	2	2	1	3	1	1	1
15000	-219.141638602669133	-217.435245664985217	-1.706392937683929	0.000396536777818	0.000079925677209	0.201559304659655	0.513751199633317	5	9	9	9	10	11	13	15	16	18	15	17	18	21	21	20	20	21	24	24	23	25	31	35	34	43	0	1	1	1	1	4	4	2	4	8	6	9	9	4	10	8	12	12	17	15	18	8	20	0	0	0	1	2	2	1	2	1	2	3	3	2	2	1	1	8	1	3	2	2	2	1	1	5	3	1	1	1
15500	-209.830965281480502	-208.412106551891071	-1.418858729589418	0.000265780412709	0.000098922628376	0.372196834853841	0.470434142489707	6	10	8	9	10	11	13	13	13	17	16	20	17	20	20	20	22	23	24	25	24	26	31	35	34	43	0	1	1	3	3	4	4	6	3	9	4	8	2	10	5	4	16	16	17	11	14	18	21	0	0	0	1	2	1	1	1	1	2	1	2	3	5	5	2	2	5	6	1	2	1	4	2	2	2	1	1	1
16000	-208.602825711247363	-207.103386845458743	-1.499438865788628	0.000251873750671	0.000074313270574	0.295041743635611	0.343351039822648	5	10	10	7	9	11	12	13	15	17	16	18	18	21	20	20	22	22	23	23	24	25	30	35	35	41	0	5	5	1	1	4	5	4	3	3	9	11	5	9	10	5	9	13	9	10	9	14	15	0	0	0	1	1	1	1	2	1	1	3	3	3	1	1	6	3	1	7	5	2	4	3	5	2	6	1	1	1
16500	-198.665200605960706	-197.092948132857458	-1.572252473103234	0.000318534346805	0.000080511715190	0.252756778030240	0.392307373114789	6	7	8	8	10	11	13	14	14	16	18	19	18	21	18	20	23	20	23	25	25	25	30	36	34	43	0	1	2	1	3	4	1	4	2	4	7	6	7	8	8	13	14	11	13	12	14	8	15	0	0	0	1	1	1	1	1	1	3	3	4	3	3	5	3	4	2	1	1	1	3	3	2	5	6	1	1	1
17000	-191.020298764115040	-189.658390252037321	-1.361908512077706	0.000180269786674	0.000108848078074	0.603806550628510	0.592122492468187	6	9	9	9	10	10	14	14	16	18	16	19	18	22	20	21	20	22	23	24	22	25	29	34	34	43	0	1	1	1	2	2	4	2	8	1	8	11	8	10	9	10	9	17	17	9	15	17	17	0	0	0	1	1	1	2	1	1	2	2	1	6	1	1	1	2	2	2	2	1	2	5	1	2	4	1	1	1
17500	-196.363897903011150	-194.891303363684585	-1.472594539326575	0.000243983704180	0.000076985814214	0.315536705507346	0.644000850802253	6	7	9	9	11	11	13	14	13	17	17	19	18	21	20	20	21	22	23	23	24	25	29	35	33	43	0	1	2	2	4	4	4	4	2	8	8	11	8	9	10	7	10	16	14	10	10	18	20	0	0	0	1	1	1	1	1	1	2	2	2	1	2	1	3	4	1	3	4	1	1	3	4	1	3	1	1	1
18000	-221.146075699919891	-219.762296675266924	-1.383779024652980	0.000161480777779	0.000070393462727	0.435924719304498	0.499973318293429	5	9	10	10	11	12	14	15	15	18	17	19	18	21	21	19	22	22	22	25	25	26	30	36	34	43	0	1	1	1	1	2	5	5	5	4	8	7	8	10	10	9	10	10	10	9	10	17	20	0	0	0	1	2	3	3	4	2	2	1	2	5	2	3	2	2	2	1	2	3	1	4	2	2	2	1	1	1
18500	-189.900311760129028	-188.479677740604870	-1.420634019524165	0.000174956681812	0.000064698693311	0.369798356030250	0.318003003282500	5	9	8	10	11	11	12	14	16	17	17	19	19	21	20	20	21	23	23	24	25	26	31	33	35	44	0	1	1	1	2	2	3	7	4	4	8	8	8	9	9	5	9	17	9	9	16	18	21	0	0	0	1	2	2	3	1	1	2	1	3	3	1	2	2	3	2	4	2	1	4	5	3	1	3	1	1	1
19000	-213.449467404777550	-212.068195236035564	-1.381272168741990	0.000251593104089	0.000111338772332	0.442535071601065	0.361385492834958	5	9	10	8	11	11	14	14	16	17	18	19	19	21	20	20	22	23	23	23	25	25	31	35	35	43	0	4	1	1	4	4	4	4	3	1	7	8	8	10	7	9	16	14	17	9	18	14	9	0	0	0	1	1	3	1	2	1	2	3	4	6	1	2	3	2	4	2	1	1	1	3	2	3	6	1	1	1
19500	-202.163212376158640	-200.751829301798608	-1.411383074360036	0.000306105857459	0.000117210828101	0.382909458428949	0.550482926714194	6	9	9	10	10	11	14	14	15	16	17	20	17	21	20	20	23	22	23	25	24	25	31	35	34	44	0	1	1	1	3	2	3	6	4	4	8	6	7	9	11	10	14	16	8	17	10	17	15	0	0	0	1	2	1	2	1	1	2	1	3	2	2	5	2	3	2	2	1	1	5	1	4	1	4	1	1	1
20000	-215.708014160489512	-214.319172972534574	-1.388841187954947	0.000261062215917	0.000110653830330	0.423859998053767	0.418109688856074	6	9	9	9	10	12	13	15	14	17	18	19	18	21	18	21	21	22	23	25	24	25	31	34	35	43	0	1	1	1	1	3	4	6	5	4	4	6	8	12	9	5	11	8	16	16	17	16	22	0	0	0	1	3	1	2	2	1	1	2	3	4	4	3	2	1	3	6	2	6	1	3	2	2	3	1	1	1
20500	-182.885988013114172	-181.342437759896598	-1.543550253217581	0.000319749149416	0.000085575167993	0.267632199021161	0.568041449554634	6	8	10	9	10	11	12	14	16	18	17	20	18	21	20	20	22	21	23	25	25	25	31	35	35	43	0	1	2	2	2	4	4	4	5	2	6	13	9	9	11	8	18	11	18	11	18	14	21	0	0	0	1	1	1	1	1	1	2	3	3	5	3	1	1	2	2	2	1	2	1	4	2	1	2	1	1	1
21000	-200.503296614346993	-199.060018197268022	-1.443278417078969	0.000317308238002	0.000108829935363	0.342978600391050	0.589508407986086	6	10	9	8	10	10	13	14	15	17	17	19	16	21	20	19	22	23	21	25	24	25	31	35	33	43	0	1	1	1	4	4	2	2	7	3	6	10	8	15	8	10	15	17	9	10	15	8	20	0	0	0	1	2	1	1	1	1	1	3	2	4	2	1	1	1	2	1	1	1	2	2	1	4	3	1	1	1
21500	-197.871507771087948	-196.278448261730659	-1.593059509357288	0.000319861743824	0.000077750291237	0.243074680664965	0.519115046419620	6	9	10	7	10	11	12	14	15	18	15	18	18	21	20	20	22	22	24	25	24	25	31	35	34	43	0	4	2	1	2	4	1	1	6	2	6	6	7	10	2	12	12	14	17	9	17	12	14	0	0	0	1	1	1	1	1	2	3	4	2	4	2	4	3	2	6	1	2	1	1	4	2	2	4	1	1	1
22000	-192.800080643884314	-191.342555384475446	-1.457525259408877	0.000258450702836	0.000084987869562	0.328835900343798	0.514800522818806	6	8	9	9	10	11	13	15	15	18	17	18	17	21	20	19	23	23	22	24	25	25	32	36	34	44	0	1	2	2	3	4	4	4	7	3	8	6	8	10	12	2	12	15	9	19	16	12	21	0	0	0	1	1	1	1	1	1	2	3	1	4	1	4	1	1	1	6	2	2	3	1	3	2	3	1	1	1
22500	-204.932817785598957	-203.404248304543160	-1.528569481055807	0.000287108731925	0.000079309560106	0.276235277048206	0.596090086770172	5	7	9	9	11	12	13	15	14	16	18	20	18	21	21	18	20	21	21	25	24	25	31	35	34	41	0	1	2	2	4	4	4	5	4	9	8	6	8	10	3	5	10	12	10	14	14	12	20	0	0	0	1	1	1	1	1	1	2	2	3	1	2	4	2	3	7	3	3	1	2	2	2	2	4	1	1	1
23000	-192.001873703957330	-190.587979999810301	-1.413893704147027	0.000262987929725	0.000099723475575	0.379194116167372	0.492337148603155	6	8	9	10	10	11	13	15	16	17	16	19	17	22	20	20	23	21	23	24	23	25	31	35	35	44	0	1	2	2	2	1	4	2	2	1	7	11	4	16	8	6	8	16	18	21	15	18	20	0	0	0	1	1	1	1	1	3	2	3	3	5	1	1	3	2	3	4	3	1	1	1	1	2	5	1	1	1
23500	-220.867245838973190	-219.372108837998837	-1.495137000974352	0.000294419715526	0.000087764893048	0.298094483554839	0.498908615613097	5	8	9	7	11	12	13	14	15	18	18	20	19	21	20	20	22	23	24	24	25	23	31	36	34	44	0	1	2	1	4	4	3	5	3	7	4	7	6	10	5	11	10	8	17	10	14	13	21	0	0	0	1	1	1	2	1	2	3	3	4	3	4	3	4	2	5	1	3	5	1	3	2	2	3	1	1	1
24000	-185.295174809769094	-183.681414613883817	-1.613760195885277	0.000258500248962	0.000060542889455	0.234208244279221	0.693461224653133	6	7	9	9	11	11	12	13	15	18	18	20	17	21	20	20	21	22	24	24	25	24	31	36	34	42	0	1	2	2	3	4	4	3	8	9	13	6	6	10	9	5	12	17	17	12	15	18	21	0	0	0	1	1	1	1	1	1	1	3	1	2	1	4	2	1	3	2	1	1	2	2	3	1	2	1	1	1
24500	-201.773683188989281	-200.341425952462401	-1.432257236526884	0.000184834343685	0.000065661693384	0.355246173817998	0.486504369245451	5	8	9	9	10	11	14	14	16	16	16	19	19	22	19	19	22	22	23	23	25	24	28	35	32	43	0	1	2	2	3	4	6	6	4	5	8	6	11	10	10	9	15	15	17	15	12	18	21	0	0	0	1	1	1	1	1	2	3	2	5	3	1	4	1	3	2	2	1	1	1	1	3	1	2	1	1	1
25000	-213.604127014367435	-212.207526555739264	-1.396600458628172	0.000274032963486	0.000111767293350	0.407860762182055	0.536001152019618	6	9	8	10	10	12	12	14	14	15	17	19	18	21	21	19	21	22	22	24	23	25	31	34	34	43	0	1	1	1	3	4	4	2	2	7	6	2	8	10	10	4	16	3	10	12	14	14	19	0	0	0	1	2	2	2	1	1	1	3	2	1	1	5	2	5	4	5	1	6	4	3	1	2	4	1	1	1
25500	-209.024697940201037	-207.613593446049123	-1.411104494151908	0.000177929510232	0.000068205651191	0.383329618013289	0.488743552544493	5	10	10	9	10	11	12	14	16	17	17	19	19	19	21	19	21	23	22	24	22	25	32	34	34	43	0	1	4	1	1	2	2	6	2	1	8	11	6	10	4	4	16	17	17	18	9	17	20	0	0	0	1	3	1	1	2	1	2	2	2	5	1	1	4	1	6	4	1	1	1	1	2	2	4	1	1	1
26000	-216.341101623656812	-214.791013019841415	-1.550088603815397	0.000301612437709	0.000079646668436	0.264069575647620	0.379195317494180	5	9	9	10	10	11	13	15	15	17	17	19	19	22	19	20	23	22	24	24	25	26	31	36	33	43	0	1	1	1	1	3	1	6	5	9	2	2	4	16	4	5	16	10	5	12	17	17	12	0	0	0	1	3	1	3	2	1	3	1	2	1	6	4	5	1	5	5	2	3	10	3	1	1	7	1	1	1
26500	-225.097124737789329	-223.654191841124060	-1.442932896665281	0.000301575947761	0.000103544284331	0.343343973882421	0.346355439923144	5	8	9	9	10	12	12	15	16	17	17	19	18	22	21	18	22	22	23	25	24	26	31	35	34	44	0	1	2	2	3	4	4	3	3	1	3	8	4	9	12	3	6	1	15	8	17	19	17	0	0	0	1	1	1	1	1	2	1	4	3	7	4	2	5	3	2	6	5	8	1	4	1	2	4	1	1	1
27000	-196.186879908563867	-194.798860242398717	-1.388019666165151	0.000309176314100	0.000131621539155	0.425716761445614	0.560935654516776	6	8	9	10	11	11	13	14	16	18	18	20	17	22	20	19	22	22	23	24	24	25	30	34	34	43	0	1	2	1	3	4	4	6	2	2	8	8	8	10	8	5	15	16	17	14	15	14	20	0	0	0	1	1	1	1	1	1	2	2	4	6	2	2	1	2	2	4	1	1	1	2	2	1	3	1	1	1
27500	-208.578313086918769	-207.101881434114205	-1.476431652804571	0.000351975801822	0.000109949677815	0.312378513653982	0.614059182164250	5	8	9	10	9	11	13	13	15	17	16	19	17	22	20	21	22	22	24	25	25	25	31	35	34	43	0	1	1	1	2	4	4	3	2	11	8	8	9	15	12	11	15	15	17	16	15	17	21	0	0	0	1	2	1	2	1	1	1	1	2	1	1	3	1	1	1	3	1	2	1	2	3	1	2	1	1	1
28000	-211.931554654404124	-210.419910062252711	-1.511644592151399	0.000386386093934	0.000110811674445	0.286790016992779	0.515251113736378	5	10	9	9	10	11	11	14	16	18	17	19	17	21	20	21	20	23	23	25	24	23	30	36	33	43	0	3	1	1	4	4	3	2	5	13	9	11	6	9	13	11	10	15	14	6	14	14	17	0	0	0	1	1	2	2	1	2	1	2	3	1	1	1	3	3	2	2	2	2	1	7	2	1	3	1	1	1
28500	-193.514915873480732	-192.094525525611516	-1.420390347869212	0.000230449635101	0.000085295061603	0.370124524457563	0.455800185726654	5	8	9	8	10	12	14	13	15	17	18	19	19	20	19	21	21	22	23	24	23	26	31	35	35	44	0	1	2	1	1	4	6	4	8	2	6	6	6	10	9	5	13	8	17	9	15	21	18	0	0	0	1	2	1	1	2	2	1	3	1	3	2	3	3	2	1	5	1	4	1	4	3	3	4	1	1	1
29000	-210.702397219137936	-209.187969986916528	-1.514427232221406	0.000377219406390	0.000107502877892	0.284987665191930	0.398343305058760	4	7	10	9	10	11	14	14	15	17	18	20	18	20	20	20	22	22	23	23	22	25	31	34	34	43	0	1	4	2	4	4	4	2	4	4	7	6	7	11	3	5	3	8	21	11	8	12	22	0	0	0	1	1	1	1	1	1	2	3	3	4	2	4	3	1	6	5	8	4	1	3	3	3	3	1	1	1
