step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
1	-1543.848768920445991	-1542.386686835927094	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.854657048399935	-1	1	2	1	3	2	3	4	4	3	4	7	5	4	5	6	7	7	5	5	5	5	7	7	6	7	6	7	8	8	8	8	9	8	8	9	9	9	9	9	9	11	11	10	10	10	10	12	12	12	12	12	12	12	11	12	12	12	12	14	13	13	12	13	14	14	15	14	14	13	15	14	16	15	15	17	14	15	15	16	16	17	18	15	16	16	17	17	17	17	18	17	19	18	19	20	19	19	20	23	22	22	24	23	24	25	24	25	28	30	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	3	2	3	4	3	3	3	4	4	4	3	3	3	3	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	7	7	7	7	7	7	7	6	7	7	7	7	8	7	7	7	7	8	8	8	8	8	7	8	8	9	8	8	9	8	8	8	9	9	9	10	8	9	9	9	9	9	9	10	9	10	10	10	11	10	10	11	12	12	12	13	12	13	13	13	13	15	16
500	-424.485789558630017	-422.959032002011440	-1.526757556618564	0.000010007789621	0.000002775365463	0.277320524090603	0.621870968491752	-1	2	3	0	3	3	2	4	4	1	4	8	5	4	6	6	7	6	4	6	5	6	5	8	5	8	7	7	8	9	9	7	7	6	9	8	9	10	8	9	9	11	11	10	10	10	11	12	11	12	12	12	12	11	11	13	11	10	12	14	13	13	12	14	15	15	15	14	14	14	14	14	15	15	13	18	15	14	15	16	14	17	19	16	15	16	17	18	17	18	18	18	19	18	18	20	18	20	21	22	22	22	25	23	24	26	24	25	26	29	0	4	1	1	10	10	4	4	6	1	5	28	5	4	11	5	16	5	2	5	2	13	10	18	6	18	11	22	22	22	29	18	9	5	24	33	6	17	17	13	17	36	30	39	33	28	35	57	33	45	18	8	49	44	32	44	27	18	24	55	38	40	45	48	63	63	51	59	48	41	53	46	62	78	33	84	4	75	56	70	30	66	68	78	75	71	65	46	85	82	80	50	94	52	86	46	86	89	82	67	96	94	78	100	64	105	80	101	84	103	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	1	3	1	1	2	1	9	1	1	1	2	1	3	1	1	1	1	5	1	1	1	2	1	3	1	5	1	1	2	3	1	1	4	1	7	1	3	1	3	2
1000	-314.214229654094879	-312.427516847763343	-1.786712806331554	0.000010002457900	0.000001798034848	0.179759301771804	0.924211022197024	-1	1	2	2	3	2	3	5	4	4	5	7	5	4	5	6	7	7	4	6	6	5	7	7	7	8	6	7	8	7	9	9	9	8	9	10	8	8	10	8	9	11	12	11	9	10	10	12	12	12	12	13	12	12	10	12	11	12	12	14	13	14	12	12	14	14	15	14	14	14	16	15	17	15	16	17	14	15	15	16	16	17	18	16	17	15	17	16	16	18	18	15	19	18	19	20	19	20	20	24	22	22	24	21	24	25	24	25	26	28	0	1	2	2	6	2	2	7	3	4	7	16	19	4	4	11	11	22	6	7	9	9	16	13	2	10	4	27	9	22	17	30	25	16	26	17	27	17	18	20	12	41	36	28	29	34	32	55	47	44	39	42	36	42	38	38	45	34	47	59	44	42	46	57	39	59	57	64	41	53	65	66	86	43	62	75	33	48	61	74	86	92	71	64	74	45	81	36	72	60	71	58	81	87	81	97	76	87	73	102	83	97	101	93	73	105	101	107	105	103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1
1500	-334.231045116672306	-332.426809622783992	-1.804235493888309	0.000010068091248	0.000001767808914	0.175585309135712	0.892309030771986	-1	1	1	2	3	2	3	3	4	3	5	8	5	4	5	7	8	7	5	5	5	5	8	7	6	7	7	7	8	9	8	8	10	9	7	9	10	8	7	10	9	11	11	9	11	10	9	11	12	12	12	12	12	9	11	10	12	12	11	14	13	14	12	13	15	13	15	14	14	14	15	15	17	16	16	17	13	15	15	16	16	18	17	15	16	15	17	18	17	17	18	18	19	17	19	19	19	19	18	21	22	23	24	21	23	25	24	23	28	29	0	1	1	3	6	2	1	1	4	3	7	22	8	2	4	21	26	22	8	7	5	7	18	19	11	25	20	25	25	28	26	13	11	27	21	32	17	13	14	30	24	54	44	31	36	18	15	34	24	55	40	47	30	35	38	36	37	38	36	51	63	49	55	55	57	48	58	57	50	52	66	50	86	62	60	84	57	52	42	51	68	81	58	42	67	64	43	74	69	81	89	84	76	60	88	76	76	73	85	88	95	92	82	91	101	105	104	95	106	106	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	2	1	2
2000	-317.424777473996755	-315.696707892273537	-1.728069581723216	0.000010057462786	0.000001963141443	0.195192513785332	0.851447641773067	0	1	2	1	4	3	3	3	4	3	4	8	6	4	5	7	7	7	6	6	5	6	8	7	7	6	5	6	8	8	8	9	8	7	8	8	7	9	10	10	9	12	10	10	10	10	10	12	12	13	13	11	13	13	11	13	10	13	11	14	13	13	12	13	13	13	14	12	15	14	15	15	14	15	15	17	14	15	16	17	17	17	17	16	15	16	17	17	18	17	18	17	18	17	19	20	19	19	21	23	22	22	23	22	24	26	24	25	28	30	0	1	2	1	3	2	1	4	10	2	3	7	10	3	6	27	5	21	21	6	7	21	26	13	26	10	6	4	27	25	24	18	27	15	19	20	15	29	12	12	34	40	20	20	24	36	29	59	35	52	49	45	48	59	39	52	34	48	36	48	43	59	32	59	63	68	54	30	77	55	50	70	42	62	66	77	68	49	74	54	74	32	72	67	48	75	64	85	69	67	79	53	67	69	88	80	92	80	98	99	99	99	96	96	102	105	102	99	105	109	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-285.195805521927468	-283.589168374438202	-1.606637147489239	0.000009903863837	0.000002348997248	0.237179881184795	0.964617462051678	-1	0	2	1	4	2	4	5	4	3	4	7	6	4	5	7	7	7	5	3	5	5	8	6	6	7	6	8	8	8	7	8	10	8	8	9	9	9	10	10	9	10	11	10	11	10	10	12	12	12	12	13	11	13	12	10	11	12	10	15	13	13	13	13	14	14	13	14	14	10	15	15	17	16	15	18	15	15	16	15	15	17	18	14	15	17	16	17	18	16	18	17	18	18	20	19	19	20	20	23	21	21	24	22	23	24	24	26	27	30	0	1	4	1	10	1	2	11	6	6	10	8	10	3	14	9	21	3	11	4	5	5	24	11	22	22	11	22	26	13	24	27	35	18	25	18	23	13	30	29	19	36	35	12	42	29	28	47	40	56	44	51	36	53	57	26	37	42	30	84	59	49	51	44	62	46	36	49	53	35	67	63	80	84	54	73	62	54	65	54	62	87	90	49	67	72	61	87	74	81	79	85	80	82	89	88	86	86	76	101	99	95	102	99	101	95	91	106	106	109	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
3000	-320.056400220083276	-318.553857797785554	-1.502542422297713	0.000009888818750	0.000002896313854	0.292887747987287	0.837263182583125	-1	1	2	1	3	3	3	4	3	3	3	8	5	5	6	7	8	7	6	5	5	5	8	6	5	8	6	7	7	9	9	7	10	8	8	8	9	9	10	10	7	12	11	11	10	10	10	12	10	12	10	12	13	13	10	13	12	13	12	14	13	14	11	14	14	13	16	14	13	14	15	15	16	15	15	17	14	14	15	16	17	16	17	15	16	15	17	15	16	17	18	18	19	19	20	20	19	19	20	23	22	22	24	22	23	25	24	25	29	28	0	1	1	1	2	2	2	5	4	4	2	27	5	5	8	20	16	25	6	3	7	5	8	20	5	18	8	13	20	32	17	19	38	24	14	16	32	28	26	17	10	46	47	33	26	26	38	24	16	28	12	46	30	51	17	35	44	27	55	50	51	57	33	33	66	46	60	26	57	63	54	66	70	61	54	65	63	61	52	78	84	48	73	59	61	66	57	61	77	70	67	73	87	80	92	81	92	91	76	102	83	98	101	83	95	103	102	105	108	108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
3500	-321.343511433771766	-317.345037299920023	-3.998474133851744	0.000009788929462	0.000000315926329	0.032273838553895	0.938465331777047	-2	2	3	1	4	1	3	4	3	4	4	7	6	4	6	6	8	8	5	5	6	6	8	6	6	8	7	7	8	7	9	6	9	9	9	7	8	9	10	9	8	11	12	10	11	11	10	12	11	13	13	12	13	11	10	13	10	12	12	13	13	14	9	13	13	13	16	15	12	13	15	14	17	15	15	18	15	15	14	16	16	16	19	15	14	16	17	17	16	17	17	17	18	19	19	20	19	19	19	21	22	21	23	22	23	26	23	25	28	30	0	4	6	1	4	1	6	9	6	6	2	24	8	9	7	6	27	30	9	10	8	8	12	8	3	21	13	15	21	24	21	8	20	37	11	16	21	17	63	28	13	38	47	22	38	63	33	42	34	49	49	57	49	38	35	44	30	54	49	52	55	59	12	33	45	42	50	49	45	69	59	66	84	56	70	77	65	56	64	72	85	66	80	70	48	85	77	62	43	82	79	68	87	73	90	95	87	92	91	94	98	97	104	88	73	107	96	107	108	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1
4000	-292.781659276860069	-290.421807590874948	-2.359851685985134	0.000010505147892	0.000001022719474	0.097354124296665	0.900262704715061	-1	0	2	1	3	1	2	5	5	3	4	7	5	3	4	6	8	8	5	4	5	5	7	5	6	6	7	7	7	7	5	8	8	8	8	9	9	9	9	9	9	12	11	10	10	10	10	12	12	13	10	12	12	12	10	12	12	12	11	14	13	13	11	14	14	14	15	13	14	13	16	14	17	16	14	16	15	15	14	16	16	17	15	15	17	16	17	15	17	17	18	18	19	18	18	21	19	20	20	23	21	23	24	23	24	26	25	24	29	31	0	1	4	2	4	1	4	5	5	4	7	16	3	7	3	9	12	8	7	3	10	10	16	10	20	5	19	26	9	8	3	13	23	30	12	27	34	26	25	29	28	45	45	37	30	18	41	38	44	57	28	55	44	43	26	51	46	44	37	53	57	56	39	42	42	61	50	39	48	45	78	57	71	77	54	69	64	58	48	72	69	88	62	60	70	72	65	48	88	78	73	87	85	71	83	93	85	85	93	96	93	96	101	97	99	103	108	102	106	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1
4500	-330.052381851782059	-328.155200231867127	-1.897181619914931	0.000010148388614	0.000001584351384	0.156118517384342	0.907701130555774	-1	1	0	1	3	3	3	3	5	3	3	7	5	4	4	5	6	7	5	5	5	3	7	8	6	8	7	8	8	8	7	9	10	6	9	9	9	10	8	10	9	11	11	10	11	10	10	13	12	11	11	11	13	13	11	12	12	13	11	15	14	14	11	13	15	15	15	14	14	14	14	15	13	15	16	17	14	14	15	16	16	17	18	16	13	16	18	18	16	16	17	16	19	17	19	21	18	19	21	22	22	22	24	23	25	26	25	24	27	28	0	1	1	1	4	1	2	2	6	2	4	20	10	5	7	6	11	11	8	10	14	4	11	34	15	25	9	16	20	13	16	39	24	13	28	22	31	26	18	28	39	47	32	36	26	41	24	51	43	46	33	40	40	63	26	45	38	43	37	45	45	50	26	43	58	54	52	55	52	56	42	49	50	53	65	90	57	73	73	71	53	73	86	60	45	70	81	60	61	65	77	65	82	84	84	88	74	80	98	97	96	82	96	102	101	103	104	96	107	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1
