step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53
29000	-309.682936911582431	-308.278545302822351	-1.404391608760080	0.000061286694308	0.000024145875031	0.393982336678535	0.554143095363282	-1	4	2	6	7	9	9	9	8	10	10	11	12	11	11	11	12	14	12	15	14	17	16	16	15	17	18	19	18	16	19	18	20	19	21	22	22	24	23	24	23	25	23	24	24	25	27	24	25	26	26	27	28	0	3	1	1	3	5	5	5	0	2	5	8	7	7	7	5	8	11	11	11	17	24	20	12	16	20	17	24	20	13	24	24	28	25	20	31	34	39	36	37	0	31	34	43	36	36	39	36	43	34	43	49	50	1	1	2	3	3	1	1	1	1	2	2	1	1	1	1	2	2	2	1	3	1	1	1	4	2	1	2	1	2	2	1	1	1	2	2	1	2	1	1	1	1	4	3	1	1	2	2	2	1	3	2	1	2
29500	-330.456074605470690	-328.967001133003293	-1.489073472467421	0.000095761379735	0.000028971363084	0.302537026554419	0.620841172907065	-1	3	4	7	9	8	8	10	7	9	11	11	10	12	12	12	13	15	12	14	13	17	15	17	14	18	15	16	15	16	19	18	21	20	21	20	21	23	23	22	21	24	23	25	23	25	27	25	25	27	26	28	28	0	1	2	3	4	2	3	5	0	4	5	5	4	5	10	3	12	19	10	19	12	23	11	18	16	15	10	15	15	15	25	29	24	25	30	30	36	37	34	37	0	38	36	39	36	37	38	39	38	42	42	49	46	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	2	1	1	3	3	2	3	2	3	1	2	2	3	2	1	1	2	1	1	1	1	2	2	3	3	2	1	2	1	2	1
30000	-293.116434599313550	-291.461846708307405	-1.654587891006153	0.000085878509572	0.000018771078197	0.218577130532623	0.604155902485760	-1	4	3	6	7	9	8	9	8	8	11	10	12	11	10	12	13	14	13	14	14	16	16	16	16	17	15	18	17	15	18	18	21	19	21	23	21	23	20	23	23	23	24	25	24	25	28	24	25	26	27	28	28	0	3	1	2	4	5	5	10	0	3	2	5	7	5	7	8	12	17	14	16	17	20	16	18	17	20	17	24	24	11	25	26	28	25	26	39	39	39	25	34	0	31	42	38	39	31	40	36	42	38	42	49	46	1	1	2	1	1	1	1	1	1	3	3	1	2	2	1	2	2	1	1	1	1	1	2	2	2	2	1	2	1	2	1	1	1	2	2	2	1	3	1	1	1	3	1	1	2	3	2	1	1	2	3	2	1
30500	-286.883846562967676	-285.161263429249857	-1.722583133717823	0.000115706542725	0.000022767193084	0.196766687064531	0.739384440697904	-1	2	4	6	8	10	9	8	8	10	12	11	12	12	12	10	12	13	14	15	14	16	15	17	15	18	17	18	16	16	17	19	21	20	21	21	22	23	23	23	23	24	24	25	24	25	28	24	25	27	27	28	28	0	1	2	3	4	3	4	2	0	5	10	16	16	8	16	5	6	14	14	13	17	20	10	18	18	20	6	18	18	20	25	24	28	24	30	34	34	36	29	34	0	36	36	39	36	36	40	36	34	46	46	49	50	1	2	1	1	2	3	2	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	4	1	1	1	2	1	2	2	3	1	2	1	1	2	1
31000	-288.984159766372784	-287.318190034412964	-1.665969731959835	0.000108633243570	0.000023312180376	0.214595271295210	0.794664884165675	-1	4	1	7	7	10	9	9	9	8	12	10	12	11	11	11	14	15	13	14	12	14	17	18	15	17	16	17	17	16	18	19	20	20	21	23	22	24	22	24	23	24	22	26	24	25	28	24	23	26	26	27	27	0	3	1	2	2	10	5	4	0	2	16	8	7	5	10	6	12	19	14	11	12	16	27	29	14	27	6	25	25	19	18	29	24	31	23	39	34	36	34	36	0	36	34	38	43	36	39	36	43	42	40	49	50	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
31500	-253.168248615596696	-251.543763707699100	-1.624484907897593	0.000086346604095	0.000019849360688	0.229880038669820	0.736946649226018	0	3	4	6	8	10	9	10	9	9	10	11	11	11	11	12	13	14	14	15	14	16	16	17	16	18	16	17	17	17	19	18	20	19	21	22	22	23	21	24	24	23	24	25	25	25	29	25	25	27	25	27	28	0	1	2	3	4	10	5	10	0	5	5	8	7	10	10	11	12	8	14	11	17	20	16	20	18	22	21	18	18	20	25	25	28	25	30	34	39	39	34	36	0	39	36	38	42	42	46	42	43	38	38	49	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1
32000	-316.334669905240105	-314.921912645634620	-1.412757259605511	0.000074811356026	0.000028492672152	0.380860255253719	0.557526934574805	0	2	4	6	8	9	10	9	9	10	11	11	11	12	10	11	12	13	13	13	15	16	15	17	14	17	16	17	14	17	18	18	21	19	22	22	20	23	24	24	23	22	24	26	24	25	28	25	25	26	26	27	27	0	1	2	1	3	5	5	5	0	3	5	8	15	4	2	7	10	4	16	11	16	18	18	29	18	20	12	13	10	20	25	30	28	25	26	31	31	31	42	42	0	34	38	38	31	42	46	38	43	42	46	49	50	1	1	2	4	1	1	1	1	1	2	2	1	1	2	4	1	1	3	1	1	2	2	1	1	1	2	2	3	1	3	3	1	3	2	3	3	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1
32500	-312.960162087378535	-311.325885653551836	-1.634276433826689	0.000101038914014	0.000022842131109	0.226072611049953	0.580700263066367	0	3	2	6	7	10	10	9	8	9	10	8	11	11	11	11	14	14	13	14	15	16	17	16	14	17	15	17	17	16	16	18	20	19	22	21	21	23	23	24	24	22	23	24	25	24	28	24	25	27	25	27	28	0	3	1	1	3	8	10	12	0	5	5	5	7	10	12	1	12	13	10	8	17	20	15	18	11	27	4	18	18	20	25	24	24	31	19	31	34	34	34	36	0	34	37	36	39	39	46	42	36	40	36	49	50	1	1	1	3	2	1	1	1	1	2	2	1	1	1	1	4	2	1	2	2	1	1	2	1	2	1	4	2	2	1	1	1	2	2	5	3	1	2	2	1	1	2	1	2	1	1	2	1	2	1	2	1	1
33000	-289.133942703914386	-287.487285939268872	-1.646656764645501	0.000091317103048	0.000020221459370	0.221442190951227	0.673779328646452	0	3	3	5	9	8	10	9	8	10	12	11	11	12	11	12	13	14	13	14	14	15	16	18	16	16	15	18	15	16	19	16	20	18	21	22	21	23	23	23	23	24	24	26	24	25	28	24	26	26	26	25	28	0	1	1	2	4	2	6	6	0	6	10	5	7	10	6	10	12	16	14	16	17	12	20	18	18	22	5	29	18	20	25	29	28	22	27	34	34	37	25	36	0	36	39	37	36	31	48	37	52	39	36	37	50	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	4	2	1	1	2	1	1	2	3	2	2	1	3	1	1	1	1	3	1	4	2	1	1	1	2	2	2
33500	-335.007825099017168	-333.529423317002227	-1.478401782014969	0.000104879274749	0.000032595369883	0.310789428709069	0.488957573235350	-1	0	3	7	8	8	7	9	7	10	10	11	11	11	11	12	12	14	13	14	14	16	16	18	15	16	18	18	17	16	18	19	19	20	20	22	19	21	23	24	23	25	25	23	23	24	28	24	24	26	26	27	26	0	1	2	2	4	7	3	7	0	4	5	8	4	5	4	11	8	16	17	16	17	17	4	23	18	20	21	23	16	16	23	24	6	25	7	23	25	31	38	39	0	39	39	38	36	34	39	34	34	42	38	49	36	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	5	1	1	2	2	1	2	2	1	1	5	2	5	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1
34000	-313.272889906046657	-311.639109262187617	-1.633780643859054	0.000114635591305	0.000025937704704	0.226262231549349	0.674279089514475	0	4	3	6	7	8	9	9	8	9	10	11	11	12	11	11	12	14	12	15	14	16	16	15	15	17	17	18	16	15	17	16	21	19	20	21	22	23	24	23	23	25	23	24	24	24	28	24	25	28	27	27	28	0	1	1	3	4	5	5	6	0	3	2	8	7	5	10	5	12	13	11	7	17	16	30	11	18	30	20	18	20	18	20	18	32	25	26	34	36	36	38	25	0	46	34	40	43	37	46	38	43	43	46	49	40	1	2	2	1	1	1	1	1	1	3	3	1	1	2	1	1	1	2	1	2	2	2	1	3	1	1	2	2	1	1	1	1	2	2	3	2	1	1	1	5	1	1	2	1	1	1	3	1	1	3	1	1	2
34500	-309.120626048423730	-307.237754317325766	-1.882871731097988	0.000116845526402	0.000018561699594	0.158856741592691	0.590178145307029	0	3	4	5	8	9	8	9	9	10	11	10	12	10	12	11	14	14	14	13	14	17	16	18	15	16	17	17	16	17	19	18	20	20	21	23	22	24	23	22	24	25	24	25	23	26	28	24	25	27	26	26	26	0	1	2	2	3	4	4	7	0	7	10	8	14	4	5	10	8	10	13	16	14	17	21	29	16	8	13	18	17	21	25	29	29	25	30	31	34	37	34	25	0	39	31	40	34	42	42	39	36	43	43	49	40	1	2	1	1	2	2	1	1	1	1	1	1	1	3	2	1	2	2	2	1	2	1	1	1	2	3	1	1	1	1	2	1	3	2	2	3	1	1	1	4	1	1	3	2	2	1	1	1	1	1	1	1	2
35000	-309.131751134201409	-307.568897614893217	-1.562853519308179	0.000076768976181	0.000019761705920	0.257417864658232	0.588409044338267	-1	2	4	6	8	10	9	10	7	10	12	9	11	11	12	11	12	13	13	14	13	15	16	17	14	17	16	18	17	16	17	19	20	18	20	20	21	23	22	24	23	24	24	25	25	25	29	23	25	27	27	27	28	0	1	2	3	1	5	4	12	0	12	10	5	12	2	10	10	8	17	14	10	7	5	16	10	11	30	12	29	18	22	25	29	28	11	26	31	36	37	36	39	0	39	34	37	48	40	40	36	38	42	38	49	50	1	2	1	1	3	1	2	1	1	1	1	1	2	3	1	1	1	1	1	2	1	4	2	2	1	1	4	1	2	1	2	1	1	4	2	1	1	1	1	1	1	1	3	2	1	1	4	2	1	2	2	1	1
35500	-285.217385204153572	-283.469257590381631	-1.748127613771925	0.000122948687850	0.000023315803904	0.189638493193884	0.680152755346578	0	2	3	7	8	9	10	9	9	10	12	10	11	12	10	11	11	14	13	15	15	16	16	16	16	17	17	18	17	17	19	18	20	20	22	22	21	23	21	23	24	25	24	25	22	25	29	24	25	27	26	27	28	0	1	2	3	4	5	5	4	0	5	10	8	7	10	5	10	3	11	14	10	4	20	21	18	21	22	14	24	18	21	25	24	28	25	30	34	31	25	31	37	0	39	31	38	34	39	52	31	36	51	36	43	50	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	2	3	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	1	3	1	1	1	2	3	1	1	2	1	2	2	1	2	2	1
36000	-319.564272554936849	-318.195898780443542	-1.368373774493333	0.000080634813793	0.000039405778713	0.488694359907898	0.607590327917699	-1	4	1	7	9	9	10	9	6	10	12	10	12	11	11	11	11	14	13	14	15	16	16	17	14	17	17	19	16	16	18	18	18	19	21	22	21	24	23	22	22	25	23	26	23	26	28	24	25	27	25	27	28	0	1	1	3	4	2	5	4	0	5	10	8	10	7	7	5	8	11	14	13	17	16	7	13	7	20	16	24	20	20	22	24	6	31	18	34	31	36	7	37	0	37	36	39	31	37	43	36	43	46	38	49	39	1	3	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	2	2	1	2	1	1	1	1	1	4	1	3	1	1	2	6	1	1	3	1	1	2	3	2	1	1	1	1	1	3
36500	-328.015018031109093	-326.511520831581720	-1.503497199527394	0.000110845277785	0.000032392646765	0.292232988292174	0.638527648902969	0	4	2	6	9	8	9	10	8	9	12	11	11	12	12	8	13	14	13	14	15	16	15	18	14	16	17	18	17	16	19	18	21	20	21	22	22	24	24	22	23	22	24	25	23	25	29	23	25	26	24	28	27	0	3	1	3	1	4	16	16	0	16	10	8	7	10	4	4	13	10	13	11	13	20	4	8	14	12	23	26	26	25	18	25	28	24	13	34	34	36	36	34	0	25	42	31	42	36	39	42	42	42	37	49	39	1	1	1	2	4	1	1	1	1	1	1	1	2	3	2	1	1	4	1	1	2	1	4	4	1	2	1	1	1	1	3	1	1	1	4	1	1	1	1	1	1	4	2	2	1	2	2	1	1	2	1	1	2
37000	-338.856967657525900	-337.296417397058008	-1.560550260467867	0.000098981101232	0.000025595504236	0.258589810752991	0.591623351728587	-1	3	2	6	9	9	7	8	8	11	11	11	10	11	11	10	12	14	13	15	15	16	16	17	13	18	15	18	18	16	18	16	21	20	22	20	22	22	23	23	23	24	22	26	23	25	28	23	24	27	27	27	27	0	3	1	3	2	4	4	3	0	16	7	13	7	16	4	7	11	16	13	10	17	16	16	18	5	11	5	32	18	18	32	16	24	32	20	29	36	36	36	24	0	38	36	32	36	38	48	37	43	40	38	49	46	1	1	1	2	3	2	1	4	1	1	2	1	1	1	2	2	1	2	2	2	2	2	3	2	2	3	3	1	2	2	1	3	3	2	5	1	2	1	2	3	1	1	1	5	1	1	2	1	1	2	4	1	1
37500	-284.028155097532022	-282.546729375381744	-1.481425722150254	0.000091874649083	0.000028333359003	0.308391479980532	0.806857966912415	0	2	4	6	8	9	7	9	8	10	12	11	11	11	12	11	14	13	13	15	14	16	15	17	15	17	17	18	16	15	18	18	20	19	19	21	20	23	23	20	23	24	25	25	24	26	29	25	24	28	26	27	26	0	1	2	3	4	7	3	5	0	5	10	8	10	7	13	10	8	5	14	18	11	18	18	10	18	20	17	29	18	16	25	30	28	31	24	40	25	36	36	31	0	36	38	38	38	49	42	39	38	53	38	49	42	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	4	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1
38000	-311.772148647641302	-309.805531423963885	-1.966617223677416	0.000145649678093	0.000020964119034	0.143935223947085	0.663825569417808	0	3	2	6	7	9	10	9	8	7	11	10	12	11	11	9	14	13	14	14	15	16	17	17	15	15	17	19	17	16	19	19	21	19	22	22	20	23	23	23	23	24	25	26	22	25	29	23	24	27	27	28	27	0	3	1	2	4	5	10	5	0	2	10	10	16	16	10	5	16	13	11	15	12	20	30	25	13	20	17	24	14	17	25	29	28	25	18	29	25	37	45	36	0	39	36	37	34	42	46	35	38	45	42	49	38	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	2	1	2	1	3	1	1	1	1	1	1	1	2	1	2	1	1	2	4	2	2	2	1	1	1	1	2	3	2	1	2	1	1	2	2	2	3
38500	-330.200177491682041	-328.743444945575789	-1.456732546106258	0.000122158110186	0.000040260774695	0.329579220189272	0.583165624171779	0	3	4	7	8	9	10	9	8	11	9	11	11	12	11	11	13	13	14	14	15	16	14	17	16	17	16	19	16	16	19	19	20	19	20	21	20	23	23	21	21	24	25	25	24	25	28	24	25	24	26	28	27	0	1	1	2	3	4	11	4	0	11	5	8	7	16	11	5	12	16	14	16	8	20	15	25	16	25	21	4	18	16	29	25	18	30	22	34	25	31	36	33	0	36	38	42	38	42	46	28	42	33	50	43	42	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	3	1	1	6	1	2	2	2	4	1	3	1	2	2	2	1	1	2	1	1	1	1	1	2	1	2	1	2	2
39000	-298.698673108013168	-297.003765949980505	-1.694907158032671	0.000101581194160	0.000020834343875	0.205100403156010	0.567482229862424	-1	3	3	6	8	8	9	8	8	10	12	10	11	11	11	11	12	14	13	14	14	16	16	16	16	16	17	18	18	17	19	19	21	19	20	22	22	23	23	23	24	21	23	26	25	25	28	23	24	27	26	27	27	0	1	1	1	4	4	5	2	0	5	10	4	7	12	5	4	4	17	14	6	8	20	20	18	18	17	11	18	18	26	25	26	29	25	21	34	31	42	36	42	0	34	42	46	39	36	40	42	43	46	38	49	46	1	3	2	3	1	1	1	3	1	1	1	2	2	1	1	2	3	1	1	2	3	1	1	2	1	2	2	2	2	1	2	2	1	2	4	2	3	1	1	1	1	2	1	1	1	2	3	1	1	1	2	2	1
39500	-279.682311178902694	-277.794445639570654	-1.887865539332019	0.000131079290275	0.000020696309515	0.157891528642130	0.850735922207513	-1	4	4	6	8	10	10	10	8	9	10	9	11	10	11	11	14	15	13	13	15	16	16	17	15	15	17	19	18	16	17	19	21	20	20	22	22	24	24	23	23	23	23	26	25	25	28	25	25	26	25	28	27	0	1	1	2	4	12	5	12	0	5	5	3	5	5	10	10	7	19	13	13	17	26	26	18	10	20	25	24	24	20	25	24	28	31	30	34	34	40	42	34	0	36	37	46	38	42	42	39	43	42	42	49	50	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1
40000	-292.798259561921384	-290.901776037594857	-1.896483524326541	0.000152566643607	0.000023838561007	0.156250150385564	0.656545212655417	-1	3	3	6	8	10	8	8	7	11	10	10	12	11	12	12	14	14	13	13	13	16	17	16	16	16	18	18	18	16	18	18	19	19	20	21	22	22	21	22	24	24	24	24	25	26	29	24	26	28	25	28	27	0	1	1	2	1	5	3	4	0	11	8	8	10	8	11	11	16	16	14	10	8	16	11	18	16	17	30	24	18	20	26	24	28	31	26	31	39	31	31	34	0	36	38	38	36	36	51	40	43	46	37	49	45	1	1	2	1	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	2	2	2	1	1	1	1	2	1
40500	-287.440472803126625	-285.521218429879070	-1.919254373247558	0.000106166128966	0.000016143125231	0.152055324881784	0.640668410608765	-2	3	3	6	7	9	9	9	7	10	11	10	12	12	12	12	14	15	14	14	15	16	15	17	15	17	17	18	16	16	17	19	20	19	21	22	19	23	22	22	23	24	23	25	24	25	28	24	24	27	26	28	27	0	1	1	1	2	5	5	5	0	7	10	8	7	11	11	10	12	11	14	11	17	23	14	29	11	20	16	24	20	20	25	24	28	25	26	31	25	40	18	34	0	37	36	39	36	38	46	34	36	42	36	49	48	1	2	2	5	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	3	1	1	1	1	1	1	2	2	4	2	1	3	1	1	2	1	1	1	1	2	3	1	2	2	2	1
41000	-274.972914598462921	-273.226741864911617	-1.746172733551301	0.000103173485067	0.000019620132242	0.190166419490952	0.771617858167204	-1	3	4	5	8	10	9	8	8	9	11	11	12	12	11	11	13	14	13	15	14	16	17	16	16	17	17	19	17	16	18	18	20	20	19	22	20	24	21	24	23	24	25	25	25	25	28	24	22	27	26	27	26	0	1	2	2	2	5	4	4	0	8	10	8	11	7	7	10	12	16	14	11	17	20	30	18	18	20	17	29	24	20	25	24	28	25	30	25	31	39	34	39	0	39	49	36	36	39	51	39	31	36	42	49	43	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	3	1	1	1	2	1	2	2	1	2	2	1	1	2	2	1	2	1
41500	-310.460659686645727	-308.909172177141500	-1.551487509504209	0.000116633231062	0.000030712034407	0.263321474742473	0.550589100654942	0	2	4	6	7	9	10	9	8	9	11	11	12	11	11	12	13	13	13	14	13	17	16	16	13	18	17	19	16	14	18	16	19	19	20	22	21	23	24	23	22	24	25	26	25	24	28	24	25	27	26	28	28	0	1	2	3	3	5	5	4	0	5	10	8	7	4	5	8	16	16	14	11	8	20	7	6	15	16	14	32	18	16	32	18	24	25	10	37	34	31	36	34	0	36	34	46	38	23	39	36	40	43	36	49	50	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	3	4	1	4	2	2	2	1	1	2	1	2	5	1	1	2	1	2	1	2	4	1	1	4	2	1	1	1	2	2	1
42000	-339.720225990604263	-337.991934131987932	-1.728291858616313	0.000110710704936	0.000021602897019	0.195129251789033	0.476871223209801	-1	2	4	5	9	9	10	10	8	7	11	11	12	10	11	10	13	15	13	14	13	16	17	18	16	17	17	19	16	16	18	18	20	19	21	23	21	24	22	22	24	24	24	24	24	26	27	23	24	26	27	27	27	0	1	2	2	4	10	5	10	0	4	10	8	7	10	10	10	15	13	14	11	7	20	30	17	8	7	15	29	18	15	29	30	28	31	30	40	31	39	31	31	0	31	40	34	34	40	46	40	36	37	39	49	36	1	2	1	1	2	1	1	2	1	1	2	1	1	2	2	3	1	1	2	2	2	2	1	3	3	2	3	1	1	3	1	1	1	1	2	1	2	1	2	2	1	3	2	3	2	2	1	1	1	2	3	2	2
42500	-300.812101674617054	-299.193102599405734	-1.618999075211326	0.000112923684270	0.000026206499158	0.232072654444764	0.664194891323546	0	3	4	6	8	9	10	9	9	10	12	11	12	12	10	12	12	14	14	13	14	16	16	17	16	17	16	18	17	16	18	18	20	20	21	21	21	24	23	24	23	24	24	25	24	23	28	23	26	28	25	25	26	0	1	2	1	3	5	8	4	0	2	7	8	7	8	5	12	12	16	14	12	17	20	11	18	15	27	17	18	18	16	25	18	28	31	23	31	25	36	25	36	0	24	36	39	37	32	38	36	52	48	38	43	39	1	1	1	3	2	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	1	3	1	3	1	3	2	1	3	2	1	1	3	3	2	1	3	1	1	1
43000	-314.819386887436337	-312.886109610167978	-1.933277277268383	0.000094255378291	0.000014097725957	0.149569459196172	0.627621840843176	0	2	3	7	9	9	9	8	8	10	11	10	12	12	11	12	13	14	14	14	15	17	16	18	16	16	17	18	18	14	18	17	20	20	21	23	19	22	23	23	21	25	25	24	25	24	28	24	25	28	27	28	26	0	1	2	1	2	8	3	2	0	4	12	4	15	15	3	10	12	14	15	8	17	20	16	32	5	30	20	25	18	11	25	17	28	31	22	37	31	37	37	37	0	46	36	36	39	36	42	36	39	53	38	43	36	1	1	1	3	5	1	3	2	1	1	1	2	1	1	5	1	2	1	1	2	1	2	2	1	5	1	1	1	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	1	2	1	1	1	2	3	2
43500	-311.866060280406259	-310.456777192334528	-1.409283088071738	0.000095736365868	0.000036965484824	0.386117485119995	0.590237373548384	-1	4	2	6	8	10	9	9	8	10	11	11	11	12	11	11	12	14	12	14	15	17	17	16	15	16	17	17	18	16	19	19	21	19	21	21	21	23	24	24	24	23	25	26	25	25	28	24	26	28	26	28	28	0	3	1	1	4	3	5	5	0	5	5	8	7	7	5	6	16	16	11	3	17	26	16	12	18	18	21	13	28	16	18	10	24	25	26	34	34	31	42	36	0	36	39	31	42	42	40	36	38	39	48	49	42	1	1	1	3	1	4	1	1	1	1	1	2	1	1	2	1	1	2	1	6	2	1	4	3	1	1	1	3	1	2	3	4	3	2	3	1	1	2	1	1	1	1	1	3	1	1	2	2	1	2	1	1	3
44000	-311.014414219327762	-309.070908986610277	-1.943505232717474	0.000117337504432	0.000017342573170	0.147800767146694	0.630353593012695	-3	2	3	5	9	10	9	8	8	10	11	10	12	11	12	11	13	14	13	14	13	16	16	18	16	17	15	18	16	15	19	19	20	20	19	21	22	23	24	24	23	24	25	25	25	25	27	24	24	27	26	28	26	0	1	2	3	3	2	3	4	0	3	12	8	7	10	16	5	7	7	10	11	10	20	20	29	18	27	8	13	20	13	25	20	28	25	13	31	25	31	36	38	0	36	38	38	39	36	36	37	37	39	36	49	37	1	2	1	1	3	3	2	1	1	3	1	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	3	2	1	1	2	2	1	2	3	1	3	3	2	1	1	2	1	1	1	2	3	1	1	1	3	2	2
44500	-286.495745153215864	-285.069096581686438	-1.426648571529417	0.000085023560141	0.000030781463094	0.362034511879505	0.752838149714474	-1	3	4	5	9	10	9	9	7	8	11	11	12	11	12	10	12	14	13	13	14	16	16	16	15	17	17	18	17	15	19	18	21	19	22	21	22	23	23	23	23	25	24	26	25	25	27	23	25	25	27	28	28	0	1	2	2	10	10	10	10	0	4	16	8	16	5	16	5	8	11	14	11	17	30	20	18	12	30	21	24	18	5	20	24	28	25	26	34	36	34	25	36	0	36	31	39	40	36	46	31	43	39	42	49	50	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	2	1	2	1	2	1	1	2	3	1	1	2	3	1	1	2	1	2	1	1	1	2	2
45000	-276.288017736947324	-274.384464726960005	-1.903553009987310	0.000134674244087	0.000020864561497	0.154926145221287	0.788639116038924	-2	4	3	6	8	9	9	8	9	10	12	10	11	11	11	12	14	14	14	14	15	16	17	15	16	17	16	18	15	15	17	18	20	19	21	22	21	24	22	23	23	24	25	25	24	26	27	25	26	27	26	28	28	0	3	1	2	4	5	5	4	0	6	12	5	7	5	5	5	11	14	16	11	18	29	20	11	18	20	17	29	16	18	25	18	29	25	30	34	34	39	37	37	0	39	36	40	39	42	46	39	36	38	38	49	50	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	3	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1
45500	-336.503686803538471	-334.864917604022594	-1.638769199515894	0.000161297131525	0.000036190115626	0.224369245030815	0.615115534845294	0	3	3	6	7	9	9	9	8	8	9	10	11	11	12	12	13	14	13	14	15	17	16	16	15	17	16	18	18	15	17	17	19	19	21	23	20	24	24	23	24	24	21	26	25	26	28	24	24	27	27	27	28	0	1	1	3	4	4	5	5	0	5	4	8	6	11	13	10	10	15	12	5	20	30	30	16	7	13	4	24	18	15	17	25	32	32	17	34	34	36	31	35	0	36	31	31	39	48	46	34	43	46	38	43	50	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	5	1	2	1	2	2	2	5	1	2	1	3	1	1	1	5	2	1	1	4	1	1	1	1	4	1	1	1	2	1	1	2	3	1
