step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-4131.127470466458362	-4129.665388381939920	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.289105013660405	-1	2	2	1	2	3	3	2	3	4	5	4	5	6	4	4	5	7	5	5	6	9	8	6	7	10	8	9	8	9	7	8	9	9	9	9	9	10	8	9	8	8	9	10	12	10	11	11	10	11	10	11	12	12	11	12	14	12	13	13	12	13	12	13	13	14	13	14	13	14	15	14	16	15	17	16	16	16	17	15	16	15	16	16	16	17	18	17	17	17	19	19	19	18	19	19	21	21	21	20	21	20	21	21	22	25	26	25	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	3	3	3	3	4	3	3	3	4	3	3	4	5	5	4	4	6	5	5	5	5	4	5	5	5	5	5	5	6	5	5	5	5	5	6	7	6	6	6	6	6	6	6	7	7	6	7	8	7	7	7	7	7	7	7	7	8	7	8	7	8	8	8	9	8	9	9	9	9	9	8	9	8	9	9	9	9	10	9	9	9	10	10	10	10	10	10	11	11	11	11	11	11	11	11	12	13	14	13
500	-1078.992636197152251	-1076.998895037932925	-1.993741159219227	0.000010039261408	0.000023344486867	2.325319156261813	0.269038627659550	-2	2	2	0	1	2	4	3	2	4	3	3	5	5	3	5	5	8	5	6	4	10	6	7	7	10	6	10	7	9	7	5	7	9	9	8	8	9	5	8	8	8	6	10	12	11	10	10	10	11	11	11	13	9	11	13	14	12	14	12	13	13	11	13	13	13	13	14	14	11	16	14	16	16	16	16	16	16	18	16	14	15	17	16	16	17	18	18	16	18	20	20	19	18	20	19	22	22	22	21	21	21	22	22	22	26	27	26	0	4	1	1	1	1	4	5	4	3	1	6	10	5	6	10	12	29	2	17	5	14	15	15	16	17	2	15	27	29	2	21	23	21	33	23	23	37	12	20	27	31	32	15	32	20	31	38	39	39	43	43	36	43	17	48	26	37	64	48	39	43	39	48	39	54	43	37	23	39	54	55	58	60	54	63	43	54	65	54	60	70	43	54	32	81	84	0	39	70	82	54	54	23	81	67	54	70	70	89	81	70	96	70	81	86	90	105	1	1	3	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	2	1	2	3	2	2	2	3	2	4	1	1	2	1	1	4	1	1	1	1	1	2	1	1	1	5	5	2	2	1	3	3	2	2	3	2	3	2	2	3	1	1	6	4	3	2	5	2	4	3	5	2	7	2	3	2	3	4	6	6	4	7	2	2	9	6	9	2	1	1	8	4	3	9	7	8	5	5	10	9	8	3	4	8	2	9	5	7	4	3
1000	-857.621751222673538	-855.694401453219598	-1.927349769453967	0.000010022266391	0.000021603620879	2.155562428259275	0.439170749122526	-2	2	1	0	1	2	2	3	4	5	5	4	4	6	5	3	6	7	5	5	5	9	7	6	8	7	9	9	9	9	7	7	9	9	7	9	9	10	7	8	8	9	8	9	12	10	11	11	11	9	10	12	13	9	12	13	14	12	13	13	13	14	10	14	11	14	11	15	12	11	16	15	15	15	17	16	17	15	17	16	16	15	16	17	17	17	18	17	17	17	19	19	19	19	18	19	21	21	22	20	20	21	20	22	22	24	26	25	0	4	1	1	1	3	4	4	2	3	1	6	3	1	6	3	20	8	7	12	5	14	15	15	16	20	18	15	18	18	19	21	23	21	15	23	35	35	20	20	18	31	32	15	32	17	31	38	39	39	43	43	36	43	46	48	63	37	48	69	39	54	50	48	50	67	54	58	48	63	54	55	23	60	78	63	54	54	65	54	69	70	54	62	67	81	71	0	65	70	82	54	67	35	69	71	83	70	70	89	95	70	71	70	69	101	104	106	1	1	2	1	1	1	1	1	1	2	3	1	2	3	2	2	1	2	3	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	3	3	1	1	2	2	2	1	1	4	3	1	2	1	2	1	2	1	1	4	2	4	1	1	4	4	5	3	6	2	3	4	2	3	1	1	1	4	4	2	5	6	10	3	1	3	6	8	2	1	8	2	9	6	3	2	1
1500	-754.289979953032230	-752.649666498615261	-1.640313454416947	0.000010038735585	0.000014563214623	1.450702082946436	0.572901534830429	-1	3	3	1	1	3	2	2	3	1	5	4	5	4	4	4	6	6	3	5	6	8	8	6	7	10	9	6	5	10	6	8	9	10	10	9	9	11	6	9	8	8	9	10	12	10	10	10	11	9	10	11	12	10	11	12	13	12	14	13	12	14	11	13	14	14	12	14	12	12	15	14	16	15	17	15	14	17	17	16	16	16	17	17	16	17	17	16	18	17	19	19	19	19	19	19	21	21	22	21	21	21	21	22	23	25	26	26	0	7	10	1	1	10	4	4	4	1	1	6	10	1	6	3	20	29	4	12	14	14	24	15	16	17	18	15	4	18	19	21	23	21	33	23	23	23	20	17	29	31	32	28	32	17	31	15	50	39	43	32	36	43	40	48	50	37	48	48	39	54	50	48	50	67	54	58	48	63	66	55	58	60	85	63	54	54	65	54	69	70	66	71	66	81	71	0	65	70	90	62	54	69	86	87	88	90	70	89	81	70	96	70	81	101	104	106	1	1	2	1	1	2	1	1	1	1	3	1	2	3	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	2	2	2	3	2	2	1	1	1	1	1	2	3	2	2	1	2	2	1	2	1	2	1	1	1	1	1	2	2	1	1	2	3	4	2	5	2	2	2	1	1	1	1	1	2	3	1	2	4	3	2	1	3	3	6	2	3	8	1	8	5	2	2	1
2000	-746.360519999118083	-744.687830496373863	-1.672689502744217	0.000010023018299	0.000015326441091	1.529124325026711	0.538611261020434	-1	2	2	1	2	2	4	3	3	1	6	4	5	5	4	4	6	6	5	5	6	9	7	7	7	9	8	10	8	10	7	7	8	9	9	8	9	9	9	9	9	9	8	11	12	10	11	10	10	11	10	12	11	9	12	13	14	13	13	13	12	12	12	12	14	13	13	15	11	13	15	15	16	14	17	15	15	15	16	15	14	15	16	17	14	16	18	18	16	16	19	19	19	19	20	19	21	22	21	20	21	21	21	22	21	26	27	24	0	4	10	1	1	10	4	4	2	1	3	6	10	5	6	10	20	7	9	12	14	14	15	15	16	20	18	24	7	29	19	21	23	21	23	23	23	23	20	20	29	31	32	28	32	20	31	38	39	39	43	43	36	32	46	48	50	37	48	69	39	54	50	48	61	54	54	37	48	63	66	55	37	60	85	63	67	66	65	54	69	70	66	71	62	81	83	0	65	82	82	80	67	69	69	87	88	90	91	89	95	70	96	90	81	108	104	101	1	1	1	1	2	1	2	2	1	1	3	1	2	1	1	2	1	1	1	1	1	3	2	2	2	2	1	2	3	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	2	3	2	1	1	1	1	2	2	1	1	2	2	2	1	1	3	2	1	1	1	2	2	3	1	1	1	2	3	1	2	2	2	1	1	5	2	2	2	2	1	2	2	1	1	1	2	2	2	3	4	1	3	3	1	2	1	7	1	6	4	2	2	2
2500	-735.577180572014186	-733.821625251219757	-1.755555320794405	0.000010141239287	0.000017544582502	1.730023521332405	0.644512459325972	-1	2	3	1	2	3	4	3	4	1	5	4	6	5	4	3	6	6	5	5	6	9	7	7	7	11	7	8	8	9	7	7	9	9	10	9	9	10	9	8	8	9	8	11	11	10	10	10	11	11	11	12	11	11	12	12	14	11	13	12	13	12	12	14	13	14	14	15	13	13	15	14	17	14	18	14	16	17	16	16	16	16	16	17	17	18	17	17	17	17	19	20	19	17	19	19	20	22	22	20	22	20	20	22	23	23	26	25	0	4	10	1	1	10	2	4	4	1	10	6	3	5	6	10	20	4	9	12	14	14	15	15	16	20	18	15	18	18	19	21	23	14	23	23	23	33	20	20	27	31	32	28	32	20	31	23	39	39	43	43	36	43	46	48	50	37	23	48	39	54	50	56	50	54	62	58	33	63	54	46	37	60	85	63	67	67	65	54	69	70	66	71	83	94	66	0	79	70	90	80	62	69	94	87	88	90	102	89	86	70	96	82	94	86	104	101	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	2	2	2	2	3	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	2	3	2	2	1	1	2	2	2	1	1	2	1	1	3	1	2	1	1	1	1	2	1	2	2	1	3	2	5	1	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	3	2	2	1	2	2	2	1	2	5	1	3	3	2	2	2
3000	-682.231281163314634	-680.217191487660898	-2.014089675653731	0.000010427705871	0.000024797738970	2.378062756671917	0.716424794093670	-2	1	3	0	1	3	3	2	3	1	5	4	5	5	4	3	5	7	4	6	6	9	7	6	6	10	9	8	9	10	5	8	9	9	9	10	10	11	8	9	8	8	10	10	13	10	11	11	10	11	11	12	13	11	11	13	14	12	14	12	10	13	12	11	14	14	13	13	13	14	15	14	15	13	17	17	16	16	17	16	15	15	16	16	15	17	17	18	18	17	16	19	19	17	19	19	20	21	21	20	21	20	22	20	22	23	26	26	0	4	10	1	1	5	4	4	2	1	3	6	3	5	6	5	12	7	7	17	14	14	24	15	16	20	41	24	18	18	7	21	23	21	23	33	23	23	20	17	18	31	32	28	32	20	31	33	39	49	43	43	36	43	26	48	50	37	64	38	39	54	50	35	50	54	54	37	60	63	67	55	37	60	85	63	54	62	65	54	69	70	54	71	67	81	71	0	79	70	82	80	66	81	81	87	88	90	91	89	95	70	96	82	101	105	104	106	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	1	1	2	1	2	1	2	3	2	2	2	2	1	1	2	1	2	2	1	1	1	1	1	2	2	2	3	1	1	2	3	1	1	2	1	3	1	1	3	2
3500	-652.201857867603962	-650.572089080960382	-1.629768786643605	0.000010714796591	0.000015269750931	1.425108801702348	0.687596176114142	-1	3	0	1	2	2	4	2	3	4	5	4	5	7	4	4	5	7	4	6	5	8	6	7	7	10	8	9	6	9	6	8	8	8	9	10	8	10	8	10	9	8	9	11	12	11	12	11	9	11	11	12	12	11	11	13	13	12	14	13	12	13	12	13	13	14	14	14	14	13	15	15	16	15	18	17	16	17	15	15	16	15	16	17	17	18	18	17	17	17	17	19	18	18	19	19	21	22	21	19	20	21	22	20	22	24	26	26	0	4	1	1	1	3	4	4	4	3	10	6	10	13	6	5	12	29	2	17	1	14	15	15	16	20	29	24	2	7	19	21	23	21	23	35	23	33	20	17	27	31	32	28	32	20	31	38	39	39	43	43	36	43	26	48	50	37	56	48	49	54	50	48	50	54	54	58	60	63	62	55	58	60	85	63	54	62	65	62	69	70	54	71	67	81	71	0	79	82	70	80	77	81	81	87	88	104	91	89	94	91	96	90	101	105	104	106	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	3	1	2	2	2	2	1	1	1	2	2	1	1	1	1	2	2	3	1	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	2	1	2	2	1	1	1	1	2	3	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	2	1	2	1	3	1	1	2	1	2	2	1	3	2
4000	-658.541793464240300	-656.874857682251331	-1.666935781988923	0.000010987899132	0.000016648841384	1.515197872126741	0.607960978037555	-1	2	1	0	2	2	3	2	2	3	5	4	4	6	4	5	5	6	4	6	6	8	6	6	7	10	8	9	9	9	6	8	9	10	9	9	10	11	8	9	9	8	9	11	13	10	11	10	10	11	10	11	11	11	12	12	13	12	14	12	12	13	12	14	13	14	13	11	14	14	15	15	17	15	17	16	16	15	16	15	16	16	17	17	16	18	18	18	17	18	18	20	19	18	18	19	21	21	22	20	20	21	21	21	22	24	26	25	0	4	1	1	1	3	9	4	4	3	3	6	10	7	6	3	12	9	2	17	5	14	15	15	16	12	18	24	18	18	19	21	23	21	23	23	24	35	20	17	18	31	32	28	32	20	31	23	39	49	43	43	36	43	40	48	50	37	48	48	39	54	50	48	50	54	54	37	60	63	66	55	58	60	85	63	67	66	65	67	69	70	67	71	66	81	71	0	79	70	82	62	83	81	81	87	88	90	91	89	94	91	96	90	101	101	104	106	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	2	1	2	1	1	2	1	1	2	1	3	2	1	1	2	1	1	2	2	1	1	2	1	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	3	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	3	1	2	2	1	2	2	3	2	1	2	1	1	2	2	2	1
4500	-640.625016091212842	-638.919585756873175	-1.705430334339662	0.000012484747544	0.000020080133568	1.608373216733141	0.688923440933573	-2	2	2	1	-1	3	4	2	3	2	6	4	4	5	4	4	5	7	4	6	6	9	8	7	7	10	8	9	8	9	7	8	9	9	9	10	9	10	7	9	9	8	9	10	13	10	10	11	9	11	11	12	12	11	12	12	14	11	12	12	12	13	13	13	13	14	13	14	13	14	15	14	15	15	18	16	16	17	15	16	16	16	16	17	16	17	19	17	17	17	18	19	17	18	19	20	21	21	21	20	20	21	22	20	23	25	27	25	0	4	1	1	1	3	5	4	4	5	13	6	3	3	6	10	12	9	2	17	14	14	24	15	16	20	18	15	18	18	19	21	23	21	23	23	24	33	17	20	18	31	32	28	32	20	31	38	39	39	43	43	36	43	46	48	50	37	38	48	49	54	50	56	50	54	54	58	60	63	67	55	37	60	85	63	54	77	65	67	69	70	62	71	62	81	71	0	79	70	70	93	67	86	86	87	88	104	91	89	86	91	87	90	101	101	98	105	1	1	2	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	2	1	2	2	3	1	1	2	2	1	2	1	2	1	2	1	2	2	2	1	2	1	1	1	2	1	3	1	2	1	2	1	2	2	3	1
