step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
5000	-237.259064868199005	-246.309908248650345	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985887735091627	0	3	5	5	1	3	4	5	9	7	6	6	8	8	5	7	9	9	13	10	6	7	10	6	9	10	16	7	11	10	9	9	10	10	10	10	9	11	11	12	11	10	10	12	13	10	11	12	12	12	14	15	9	11	12	13	14	14	12	12	15	14	15	14	17	19	14	16	15	17	16	17	17	18	15	19	19	14	16	20	0	5	7	7	1	5	1	7	14	15	3	7	12	24	6	15	13	21	60	11	3	15	53	7	22	9	78	21	17	13	28	21	11	10	16	32	12	26	23	43	17	22	21	42	29	28	25	30	53	38	17	45	12	33	23	55	44	59	12	30	59	40	50	49	69	27	31	55	67	35	67	62	68	71	45	74	73	44	51	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-244.217305714499958	-253.268149094951298	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991891748025314	0	2	4	2	4	3	5	6	9	7	7	7	5	6	4	9	9	9	13	10	7	8	10	8	9	11	13	9	10	7	7	10	9	11	10	13	9	8	10	9	11	9	13	12	11	12	13	10	14	9	14	13	14	15	13	16	12	14	15	17	14	16	16	13	12	21	13	15	17	13	17	12	15	18	14	16	19	18	20	22	0	1	2	1	2	2	15	3	24	8	15	15	2	7	4	21	14	38	42	50	14	10	37	11	30	35	3	30	12	3	14	28	24	16	16	26	24	14	30	30	38	12	57	32	28	23	22	9	72	10	36	34	36	75	35	36	23	47	61	48	46	19	59	44	17	77	41	55	18	45	62	35	43	61	72	47	69	63	76	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-225.843904184539781	-234.894747564991121	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994647216579322	1	4	5	4	3	4	5	6	10	8	7	7	7	7	6	7	9	9	13	9	6	10	9	6	10	11	17	7	11	9	8	7	11	10	10	13	12	12	12	12	11	8	11	13	10	11	12	13	13	10	14	14	14	15	12	16	10	12	14	16	15	12	14	10	16	19	15	17	16	17	17	17	16	18	15	19	18	20	19	23	0	5	2	5	1	5	4	7	17	7	7	3	15	3	6	8	16	28	43	28	2	14	12	5	31	10	43	15	23	8	12	3	23	42	13	28	57	50	31	34	3	32	22	39	32	18	35	41	43	11	48	62	57	47	57	36	10	64	48	54	52	46	36	13	36	61	36	67	53	61	53	67	33	68	52	19	70	74	67	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-246.303337295629376	-255.354180676080716	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995940828464071	1	3	5	5	4	6	3	6	10	8	5	6	6	6	6	9	8	8	13	10	8	4	9	8	9	10	15	8	10	8	9	6	7	10	11	8	7	12	10	10	11	10	12	11	12	10	11	11	14	12	14	12	14	14	11	15	12	9	13	15	12	12	12	14	17	19	15	18	16	17	16	17	17	16	16	17	17	15	20	23	0	1	22	2	7	7	1	22	31	32	2	4	22	3	22	22	32	15	52	25	32	1	24	13	17	13	61	4	17	33	28	2	11	10	58	4	6	40	23	11	34	31	40	20	24	30	16	20	35	46	36	40	47	43	46	45	35	12	61	45	9	34	20	52	56	72	46	56	49	78	51	43	69	29	51	62	69	8	72	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-249.948081525158045	-258.998924905609385	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998918761532821	0	3	3	3	1	6	4	5	8	7	5	6	2	7	6	8	9	6	13	10	9	9	9	8	8	10	10	10	11	9	5	9	6	10	9	13	11	11	12	11	10	11	9	13	10	12	14	8	13	12	14	12	10	10	11	16	13	14	8	15	12	15	16	14	14	20	15	17	14	15	16	16	18	13	18	17	16	18	19	17	0	5	5	5	1	8	13	3	33	31	5	4	1	33	8	11	10	8	48	17	18	25	8	18	12	21	24	48	21	14	7	9	8	48	2	52	23	27	25	32	48	35	18	29	16	37	50	6	15	45	42	53	21	33	54	47	50	29	18	65	9	64	40	19	27	73	64	64	57	46	70	69	51	42	67	72	60	70	68	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-230.500291332419806	-239.551134712871146	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999738052982239	1	2	4	5	3	7	3	6	11	5	7	5	7	8	7	8	8	8	11	10	9	9	9	6	4	10	14	9	10	10	6	8	10	11	11	13	11	11	6	12	12	6	12	8	13	11	13	12	13	13	13	11	14	13	13	12	14	12	14	15	14	14	15	13	15	21	15	16	15	17	17	15	16	14	17	19	16	19	19	19	0	1	7	3	2	42	1	1	22	7	12	7	25	6	39	24	24	15	33	31	16	15	11	25	5	24	47	13	22	32	4	10	24	32	21	35	33	21	2	30	46	10	30	13	37	33	34	34	40	34	19	32	9	26	48	52	49	37	40	27	40	56	74	41	64	77	48	63	61	67	53	54	57	37	72	59	54	70	70	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-229.198747635223043	-238.249591015674383	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998895068762560	-1	4	5	5	2	7	2	4	11	6	7	7	8	7	6	8	6	7	13	9	7	8	9	8	9	7	16	7	11	9	10	10	11	10	10	10	11	9	11	11	11	11	13	13	12	11	13	9	9	13	14	14	11	13	13	16	14	13	15	15	14	14	15	14	15	18	16	16	17	13	15	17	16	15	12	18	16	19	18	21	0	5	5	8	1	8	1	7	36	8	8	10	6	10	8	11	3	17	9	6	4	6	21	18	14	3	52	3	12	28	30	30	14	49	48	24	34	17	25	25	23	24	40	45	35	49	46	11	24	25	33	41	30	9	53	60	54	38	44	62	70	34	55	47	57	57	75	71	27	33	14	62	51	52	35	77	55	68	68	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-239.286617339435480	-248.337460719886820	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975172742084595	0	3	3	4	2	5	5	6	11	8	7	8	8	8	4	9	9	9	13	9	6	6	10	7	9	11	16	9	6	8	9	10	10	8	10	13	11	10	11	9	9	11	12	12	13	12	14	13	8	13	13	12	13	14	12	15	12	14	12	15	14	14	15	14	14	21	13	17	17	16	18	16	14	18	17	16	19	12	15	22	0	5	1	2	1	15	3	6	10	29	15	15	29	4	2	13	10	14	14	30	4	2	34	22	30	33	48	34	15	22	12	16	30	29	17	44	30	12	16	12	11	28	37	40	42	33	39	46	4	9	42	24	39	48	37	65	39	33	32	19	39	9	51	52	20	71	39	63	56	62	68	55	53	68	64	79	72	42	52	56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-233.291356115102900	-242.342199495554240	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994274890404098	1	3	4	5	3	7	4	2	11	7	7	6	7	7	7	4	9	9	14	10	8	10	9	9	10	10	17	8	9	8	10	9	9	9	8	10	11	12	11	10	11	10	13	13	12	9	13	13	11	11	14	15	14	12	11	15	12	11	10	14	14	13	15	14	16	20	14	17	16	17	16	12	17	17	18	16	17	20	19	22	0	1	8	8	1	7	2	1	46	12	7	4	4	3	12	8	6	28	36	35	14	11	13	10	35	23	41	11	6	10	28	6	11	6	5	17	29	20	23	46	11	46	72	49	40	10	45	31	6	22	50	60	50	34	6	48	22	29	32	23	43	55	37	43	63	74	43	52	45	56	61	31	30	65	62	61	64	79	70	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-253.630742727971437	-262.681586108422778	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996894756329037	-1	4	5	3	2	4	5	4	11	8	6	7	8	6	6	9	8	8	14	8	8	10	8	8	9	11	15	9	11	10	9	8	10	11	9	10	10	12	12	10	12	7	11	13	13	10	12	9	14	13	13	14	12	6	11	12	13	14	14	13	13	16	15	14	16	15	14	16	17	11	17	16	17	15	18	15	10	19	13	17	0	5	6	5	1	5	5	4	12	15	2	54	12	6	5	18	6	15	40	3	11	16	11	4	42	33	49	4	31	25	8	12	10	28	42	17	42	26	29	20	22	6	25	56	33	23	48	18	51	70	33	53	13	3	15	36	39	51	47	26	24	63	60	41	79	36	40	44	74	24	65	52	72	67	72	19	20	73	41	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
