step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
1	-867.771290220192100	-876.822133600643497	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.079065190506476	0	3	4	4	3	6	4	5	10	7	6	7	7	7	6	8	8	8	13	9	8	9	9	8	9	10	16	9	10	9	9	9	10	10	10	12	11	11	11	11	11	10	12	12	12	11	13	12	13	12	14	14	13	14	12	15	13	13	14	16	14	15	15	14	16	20	15	17	16	17	17	16	17	17	17	18	18	19	19	22	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-374.383209289072170	-383.434052669523510	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.229686652274887	0	3	4	5	4	4	3	5	10	6	5	7	8	8	7	9	7	5	10	7	8	9	8	5	9	11	16	9	6	6	8	8	10	11	10	12	11	12	11	11	11	11	10	10	13	4	13	13	12	12	13	13	13	13	12	13	14	14	14	15	15	13	15	14	17	20	13	16	16	17	18	15	18	17	13	15	15	19	16	21	0	1	1	6	2	7	1	5	8	2	3	4	3	15	18	29	5	3	4	29	17	32	46	46	23	11	63	12	4	18	17	46	21	11	25	39	23	4	25	19	20	28	32	6	37	7	41	28	41	14	41	41	55	55	41	42	36	34	42	54	45	35	47	51	69	79	28	76	52	53	57	13	74	60	19	56	41	71	51	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-247.076449089595712	-256.127292470047053	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998931812072157	0	1	5	2	3	7	4	5	10	5	6	7	6	8	5	6	8	8	11	9	9	10	9	9	8	10	16	9	8	9	8	10	10	11	10	12	9	11	9	10	12	11	13	13	12	12	9	13	13	10	15	14	12	11	12	16	12	14	15	17	15	7	16	14	16	18	13	15	15	17	15	16	14	15	12	18	13	16	20	23	0	1	7	1	4	13	5	2	39	4	8	8	3	16	5	7	8	62	18	25	12	20	15	62	13	29	73	11	16	12	11	20	28	39	21	54	12	21	14	47	54	15	39	9	54	11	31	36	19	31	75	38	40	12	26	49	26	39	64	74	28	10	74	48	58	56	20	45	44	65	58	59	19	43	26	74	39	73	66	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-245.309142122263864	-254.359985502715205	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998568224520315	0	2	4	5	3	4	4	6	9	8	4	7	8	5	7	9	7	6	12	6	5	10	10	9	10	8	14	9	11	9	10	10	7	9	9	11	10	10	11	12	11	8	12	12	13	8	7	13	13	11	15	14	9	14	11	14	12	13	11	16	14	16	15	11	16	19	12	17	16	18	18	17	17	16	16	18	18	19	13	22	0	1	5	7	2	2	2	4	15	18	5	18	12	5	5	8	6	5	22	11	3	42	24	12	9	4	67	46	10	12	42	8	3	33	17	6	35	9	22	33	24	21	29	25	32	18	3	25	37	28	40	43	12	44	22	64	31	19	32	52	36	44	45	24	25	68	53	56	48	56	62	48	60	40	45	69	65	68	67	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-238.490418731913110	-247.541262112364450	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995526942188542	1	3	3	5	3	6	3	4	10	6	5	6	8	6	7	8	8	8	11	6	8	6	10	7	8	10	16	8	9	9	10	8	11	9	7	13	11	11	11	8	11	9	13	13	12	11	13	11	11	13	14	15	9	14	12	15	14	12	15	17	14	10	16	13	16	17	15	14	14	17	17	17	16	16	15	16	16	20	19	18	0	1	1	5	1	3	1	5	25	8	8	8	12	7	22	24	35	22	42	5	20	2	42	11	20	30	59	10	12	22	53	12	34	6	10	33	30	35	32	14	25	21	42	10	30	17	48	62	16	37	45	61	13	36	41	62	39	38	54	6	44	21	64	49	61	56	64	44	55	73	27	56	45	69	43	56	47	70	73	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-239.674742001368173	-248.725585381819513	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997406480470722	0	3	5	4	2	7	5	4	10	7	2	7	7	7	6	8	8	8	14	7	8	10	9	7	9	8	15	9	9	10	10	9	11	9	9	12	12	11	9	11	12	10	12	12	12	10	14	13	12	12	14	13	13	13	13	13	13	11	13	15	15	15	15	13	15	15	15	16	16	17	6	15	17	16	16	15	16	20	20	18	0	11	4	2	1	7	2	2	12	8	1	4	15	5	7	6	6	10	23	7	6	28	71	3	17	24	59	14	12	16	13	17	2	26	71	30	13	15	17	9	9	35	30	42	9	16	59	49	16	58	49	35	44	43	58	18	38	28	58	56	57	64	53	41	45	57	57	31	54	64	4	49	62	19	66	50	19	47	73	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-238.544489047773567	-247.595332428224907	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996790096459596	0	4	2	5	3	7	5	5	11	6	7	6	7	7	6	8	7	9	14	10	9	10	10	8	10	10	15	9	10	7	6	10	9	9	9	13	12	11	12	11	11	10	12	12	12	4	12	12	12	12	15	12	13	14	11	12	13	12	12	16	12	15	14	14	16	21	15	14	15	12	16	17	16	17	17	15	19	12	19	22	0	5	1	5	3	4	46	3	42	2	15	2	12	12	4	2	8	24	58	35	13	34	13	30	17	21	63	17	17	31	46	24	16	16	17	40	22	35	42	33	28	11	25	25	21	3	38	4	23	38	78	9	32	48	18	35	55	41	33	19	18	36	70	35	53	75	45	52	58	16	51	65	62	67	48	35	61	29	67	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-235.862012436431371	-244.912855816882711	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994419251285195	1	3	5	4	2	7	4	6	9	7	5	7	5	8	7	9	9	8	14	9	8	10	10	8	9	9	16	9	10	8	10	10	11	9	11	12	10	11	10	11	10	11	13	12	10	11	12	12	11	12	10	13	12	11	9	15	10	13	14	17	14	16	14	12	15	21	13	16	15	18	15	16	18	17	17	17	16	20	16	19	0	5	2	1	1	8	5	11	15	8	4	8	4	12	8	21	14	15	50	24	3	28	18	13	14	15	56	18	18	8	28	18	26	12	39	38	24	34	25	37	14	28	22	6	12	21	23	28	24	34	8	9	49	57	13	61	6	35	39	59	38	55	54	9	67	75	33	23	63	75	36	71	79	65	19	59	53	68	56	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-259.700843009307903	-268.751686389759243	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987205159765710	0	3	5	4	3	6	5	6	10	6	5	8	4	7	2	9	8	8	14	10	9	9	10	9	5	10	15	9	11	7	8	9	8	10	11	12	10	9	11	12	12	10	12	13	13	11	14	10	14	10	15	11	13	12	12	15	13	14	14	15	14	14	15	14	14	16	12	18	17	16	17	15	17	16	16	14	19	16	17	21	0	1	1	2	15	4	5	5	21	5	4	10	2	11	1	18	2	11	20	17	6	30	30	5	13	17	45	5	24	2	6	4	7	8	20	32	33	3	21	29	26	12	16	42	52	32	41	11	23	12	19	38	23	35	52	65	39	37	54	61	44	57	76	36	44	67	18	34	36	51	78	21	59	9	59	53	63	43	52	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-239.563882661766257	-248.614726042217598	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996232071951479	0	4	5	5	3	7	5	6	9	8	6	5	7	8	7	7	7	7	14	9	9	10	10	9	9	10	16	9	10	9	8	10	6	10	11	12	12	9	9	11	8	11	13	13	12	11	13	12	14	10	14	11	11	13	13	15	13	11	14	14	14	13	13	12	16	20	15	18	16	14	14	17	18	18	16	16	18	16	15	21	0	1	2	5	1	8	2	5	10	4	4	5	7	13	12	3	7	3	35	8	41	6	24	33	31	3	46	41	39	12	11	31	3	17	28	38	16	10	17	23	2	30	23	26	53	28	53	58	47	41	31	23	28	53	52	59	48	30	47	54	37	58	50	20	49	68	43	78	51	46	44	27	75	64	29	53	75	61	34	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
