"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"38add22aeb","zuper",79,0.756410256410256,0.746073717948718,3.31329113924051,NA,1,1,0.0107761175042858
