step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107
23500	-467.270107476185103	-465.533193300720882	-1.736914175464241	0.000197917318403	0.000038139743170	0.192705436178591	0.475503382158630	1	2	3	3	4	4	4	4	9	5	8	6	8	8	8	8	7	9	8	10	6	10	9	10	11	9	12	11	10	11	11	11	13	12	14	13	12	13	13	12	12	13	13	13	14	13	13	14	14	13	14	16	17	13	14	15	16	17	18	17	19	16	16	18	18	15	17	19	17	19	23	18	22	21	22	19	25	23	23	23	23	24	23	26	24	27	25	25	26	25	25	27	26	27	25	26	26	27	28	27	28	27	27	28	29	30	30	0	1	1	2	3	4	2	1	17	6	10	5	21	7	7	17	4	11	3	13	1	7	21	12	19	3	8	18	12	18	5	21	13	25	41	27	15	30	40	18	20	21	10	11	27	9	31	8	50	32	26	39	63	23	47	47	31	39	23	27	35	38	39	35	20	36	18	58	56	69	67	47	74	66	76	24	73	74	70	70	64	55	70	23	0	73	47	79	82	60	46	76	76	83	71	85	76	95	77	87	75	87	81	84	104	104	94	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	5	1	1	3	1	2	2	3	5	1	3	1	3	3	2	1	1	1	2	1	1	2	1	3	4	1	1	2	1	5	1	1	2	1	1	2	1	1	2	2	5	3	3	1	2	2	4	1	5	1	1	1	3	4	1	3	1	4	1	1	1	1	2	6	3	10	1	3	4	1	1	5	5	5	3	2	1	1	2	1	2	1	2	1	2	1	1	1	2
24000	-484.520385890582702	-482.845524469009092	-1.674861421573613	0.000224742144377	0.000047552140715	0.211585329696892	0.579929315452931	0	1	3	2	2	4	3	6	8	5	7	6	9	8	7	7	7	10	5	8	10	10	9	9	11	9	11	10	10	11	11	11	11	12	14	13	11	13	13	10	12	15	14	13	13	13	12	15	15	12	15	16	15	15	14	14	17	18	17	18	19	16	17	17	17	16	18	19	20	18	22	21	21	23	20	21	26	23	23	25	23	24	23	25	25	25	25	25	26	25	25	27	27	26	26	28	27	26	27	27	27	27	29	29	28	32	29	0	1	2	1	1	2	2	5	10	4	19	2	8	12	10	8	12	14	4	4	7	14	16	12	24	15	5	16	10	26	5	22	29	40	46	41	24	33	32	11	14	22	34	17	13	27	28	39	50	21	18	23	36	2	46	31	51	33	66	15	57	48	46	51	62	36	29	70	58	39	65	56	61	75	65	46	81	73	34	67	72	61	70	44	0	72	72	65	87	68	83	79	95	78	88	90	95	81	95	77	63	80	98	100	84	85	82	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	3	4	1	1	1	1	1	4	1	3	2	3	1	1	2	1	1	1	1	1	1	2	2	1	3	1	1	1	1	1	2	2	3	1	7	1	1	1	2	1	5	1	1	2	1	1	2	4	1	1	2	3	3	1	1	1	3	1	1	4	2	1	3	3	5	1	1	3	4	1	2	1	2	1	1	1	1	1	1	1	1	5	1	2	1	2	2	2
24500	-463.004473435978298	-461.280275737954128	-1.724197698024175	0.000189727566110	0.000037243689686	0.196300887897883	0.493697961488187	1	2	3	3	3	4	3	4	9	6	7	6	9	8	7	8	7	10	9	9	10	11	7	9	10	9	11	10	10	10	10	12	12	12	13	14	12	14	12	11	12	13	14	12	13	12	13	14	15	12	13	14	17	12	16	15	15	17	15	18	16	16	16	17	18	14	18	19	19	19	23	20	23	22	19	20	25	24	22	24	23	24	22	24	24	26	25	25	25	25	25	27	27	24	26	26	28	26	27	26	28	27	26	30	28	31	31	0	1	1	2	1	5	1	4	17	8	3	4	15	8	5	12	2	14	11	12	8	16	12	11	16	5	21	26	1	23	16	25	8	40	13	23	18	40	31	11	21	9	34	30	28	18	9	19	22	29	34	33	38	18	48	54	17	21	45	45	49	56	52	49	42	40	26	53	38	51	56	27	69	69	61	70	83	73	76	81	55	43	34	60	0	70	49	73	74	71	75	46	90	70	81	78	86	46	88	84	80	91	80	100	96	91	105	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	1	1	1	4	1	1	4	1	1	2	3	1	1	3	1	1	1	3	2	3	1	1	2	1	2	3	2	1	1	1	2	1	1	2	3	2	1	3	1	1	2	1	3	3	4	1	2	3	3	3	2	1	2	1	2	1	1	1	4	5	6	2	1	3	3	1	1	1	3	9	1	3	1	1	1	7	1	1	2	1	1	2	2	3	1
25000	-456.327657204558363	-454.853562517406601	-1.474094687151755	0.000107261943573	0.000033711553489	0.314291838892721	0.542922020242663	1	2	3	3	4	4	3	6	8	6	7	6	9	8	8	8	7	10	9	7	8	10	9	10	11	10	11	11	11	9	12	11	12	12	13	13	11	13	12	11	13	14	13	11	12	14	14	12	15	13	14	15	15	15	15	14	16	15	16	17	18	17	15	17	16	16	17	19	19	18	22	20	21	20	21	21	26	23	23	24	23	25	24	25	25	25	24	24	26	25	24	26	27	27	27	27	27	25	28	26	29	26	27	27	28	30	30	0	1	1	2	1	1	1	5	6	4	6	6	20	7	17	12	8	21	1	2	12	12	11	14	21	21	15	16	24	15	7	30	24	16	32	30	11	19	18	9	28	16	37	3	24	31	48	24	6	31	33	33	37	34	25	18	56	34	42	13	59	59	41	63	50	1	28	52	64	64	72	6	68	67	72	66	98	14	67	30	69	74	72	73	0	81	47	71	84	71	75	31	79	66	73	59	85	58	84	88	81	82	84	87	84	99	91	1	1	1	1	2	2	1	1	2	2	2	1	1	3	1	1	1	1	4	2	1	2	1	1	1	1	2	1	1	1	5	1	1	2	1	1	2	2	1	2	1	2	1	3	1	1	1	1	5	1	1	1	2	1	2	2	1	1	1	6	1	1	1	1	2	7	2	2	1	1	1	6	1	1	1	3	1	5	3	6	4	2	2	1	1	2	4	1	1	2	3	9	2	6	2	6	1	6	1	1	3	1	1	1	1	1	2
25500	-468.580339161146128	-467.127675693054925	-1.452663468091191	0.000120277801242	0.000040109186569	0.333471232055919	0.562644996601882	1	2	3	4	3	4	3	5	7	5	7	6	9	9	7	7	6	9	7	9	9	10	9	10	11	9	11	11	11	10	12	12	13	13	13	14	10	13	11	11	13	13	12	13	14	13	14	14	15	13	12	15	14	13	16	15	17	17	18	17	19	14	15	17	18	16	17	19	18	17	22	20	22	22	20	21	25	24	23	23	24	23	23	25	26	27	26	25	25	24	24	27	27	25	27	27	28	25	28	27	27	28	28	29	29	31	31	0	1	2	7	1	2	1	4	2	3	7	7	12	11	2	12	2	9	7	10	8	19	16	21	19	19	37	16	9	14	27	30	30	22	18	43	26	27	9	5	25	25	19	22	3	24	54	25	33	25	14	14	43	40	62	26	56	41	54	52	32	4	45	56	63	49	31	41	48	55	31	11	58	76	49	57	91	74	75	56	70	40	75	71	0	71	81	75	81	74	79	40	89	45	85	81	85	70	77	98	76	98	81	87	80	105	98	1	1	1	1	1	1	1	1	2	1	2	1	3	1	2	1	2	1	1	3	1	2	1	1	2	1	1	2	2	1	1	1	1	1	3	1	1	1	2	3	1	1	2	1	4	1	1	1	1	2	2	2	1	2	1	4	1	2	3	2	3	3	1	1	1	1	4	3	1	1	5	6	2	1	1	2	1	1	2	3	4	7	1	3	1	2	1	2	1	1	1	8	1	5	1	2	1	4	1	1	2	2	2	1	3	1	3
26000	-402.147857125181019	-400.045636890732851	-2.102220234448160	0.000139641824924	0.000017365135190	0.124354828500251	0.646745478386401	1	2	3	4	3	4	3	5	8	5	6	6	9	8	8	8	8	9	9	10	10	10	9	9	10	6	11	10	9	11	12	11	12	11	12	13	12	13	12	11	13	14	14	13	14	14	13	14	14	13	16	15	17	14	15	13	16	16	17	18	18	16	15	16	18	16	16	18	19	18	23	21	21	22	21	21	24	23	22	23	23	23	23	25	25	26	24	25	24	25	25	27	28	27	26	27	27	26	27	26	28	27	28	29	28	32	29	0	1	1	7	1	2	1	7	7	6	6	8	12	7	5	26	5	10	10	9	17	14	8	11	24	4	8	16	8	13	25	9	34	25	27	19	20	18	18	9	32	34	10	33	41	33	40	40	22	33	37	41	39	21	33	27	39	12	31	52	66	54	30	56	62	54	46	66	53	51	75	47	65	72	69	69	78	72	60	72	70	58	43	89	0	84	42	74	75	80	79	91	74	74	90	90	90	78	84	88	96	85	80	96	98	94	84	1	1	1	1	1	1	1	2	2	1	1	1	2	3	2	1	2	1	2	1	1	1	2	1	1	1	4	2	2	1	1	2	1	1	1	2	1	2	2	1	1	2	4	1	1	1	1	1	2	1	1	1	2	2	1	1	2	3	1	1	1	1	2	1	1	1	1	1	1	1	1	4	1	1	1	1	1	2	2	1	2	4	3	1	1	1	5	1	1	1	2	1	3	2	1	1	1	1	1	1	1	1	3	1	1	2	2
26500	-418.029562597894596	-416.188535150643702	-1.841027447250878	0.000182693244942	0.000030579027682	0.167379082303896	0.597225739114841	0	1	3	4	3	4	2	5	9	6	7	7	9	9	7	8	6	10	8	8	8	10	9	10	9	8	11	10	9	10	11	9	12	12	13	14	11	13	12	11	12	14	14	14	13	14	10	13	15	14	13	15	14	15	16	15	16	15	17	17	19	14	16	18	17	16	18	20	19	19	22	19	22	23	21	22	26	22	23	22	22	24	23	25	24	25	25	24	25	25	24	26	27	27	26	27	28	26	27	25	28	28	27	28	28	31	28	0	1	2	5	1	7	1	5	26	3	1	8	19	16	17	11	8	11	15	15	3	16	20	9	11	8	24	11	5	29	12	7	30	24	37	38	23	40	16	16	47	27	17	51	39	33	21	24	36	35	24	40	40	13	58	45	41	39	56	57	65	48	42	48	31	15	36	64	60	64	69	65	75	68	61	61	90	70	75	69	68	57	20	74	0	82	58	79	80	79	46	50	89	84	71	86	82	100	91	76	81	77	86	100	90	107	77	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	4	1	2	2	1	1	1	1	1	1	2	2	1	2	6	1	1	1	1	1	1	1	1	2	2	3	1	1	2	2	1	1	1	1	1	2	3	5	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	4	7	1	1	1	5	1	1	1	5	7	1	1	2	1	2	1	2	1	4	1	1	1	1	3	1
27000	-482.396213937534014	-480.346809137942273	-2.049404799591769	0.000117591606526	0.000015453255027	0.131414609284703	0.523772602387298	0	1	3	2	3	4	3	5	9	5	8	6	8	7	8	9	7	10	8	8	9	11	9	9	11	8	12	10	10	11	12	11	11	13	13	13	11	12	12	11	13	14	13	12	12	13	14	13	14	12	14	16	16	14	15	14	16	16	17	16	18	16	16	15	17	17	18	19	19	17	21	19	22	22	21	21	26	24	23	24	22	23	23	24	25	25	25	25	26	25	26	28	26	26	26	26	28	25	27	26	26	28	28	29	29	31	30	0	1	2	1	2	4	4	7	26	7	12	10	4	10	17	19	12	4	1	17	14	11	13	19	12	8	37	20	11	13	29	14	24	22	22	28	21	13	24	14	33	20	30	32	33	30	29	37	38	32	1	56	56	31	49	23	46	31	24	46	45	28	47	44	64	35	56	35	67	53	72	55	22	38	70	47	83	55	66	75	58	67	61	22	0	79	63	83	78	68	76	73	79	42	84	78	31	79	95	53	73	81	94	95	99	105	77	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	5	4	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	3	1	1	1	1	2	1	1	1	7	1	1	1	1	3	1	2	3	1	3	2	1	1	1	2	2	3	1	1	1	2	5	3	2	3	1	5	2	1	3	2	3	8	1	1	4	1	1	3	1	3	2	5	1	1	7	1	1	5	2	4	1	1	1	1	2
27500	-475.208174256360849	-473.759121034666805	-1.449053221694038	0.000141535294370	0.000047702614688	0.337036884693190	0.516232842277077	1	2	3	3	3	5	2	5	6	6	7	5	7	8	7	8	8	9	6	8	9	9	10	9	10	9	11	9	10	9	12	11	12	11	13	13	12	13	12	11	13	14	13	14	14	13	12	15	16	13	15	15	17	15	16	15	16	16	17	18	18	17	16	16	18	16	17	19	19	17	21	20	22	22	22	22	22	23	23	25	23	24	23	25	25	27	25	24	25	25	25	28	27	26	26	28	27	26	26	26	26	26	28	30	30	31	30	0	1	7	1	1	5	1	7	2	12	10	4	6	12	3	9	10	13	3	9	16	2	6	11	11	20	17	12	6	16	23	3	23	26	27	47	11	23	6	26	25	22	26	40	24	37	27	17	50	14	50	28	55	10	38	43	35	44	42	62	43	52	52	43	56	50	49	33	70	44	37	53	54	62	59	72	67	71	63	76	71	1	55	34	0	95	55	69	88	71	60	100	95	89	80	85	83	90	67	77	83	76	54	89	96	100	91	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	2	1	1	2	2	1	2	3	1	1	1	1	2	1	4	1	1	3	1	3	2	1	1	4	2	2	1	2	1	4	1	1	3	2	1	1	1	1	1	2	2	2	1	3	1	1	6	1	3	3	3	1	3	1	3	3	1	9	5	7	1	1	3	2	1	2	3	1	1	1	1	1	2	1	4	2	1	2	6	2	1	2	1
28000	-532.288385913205502	-530.779284452360457	-1.509101460845009	0.000145094413630	0.000041854215076	0.288461933361864	0.435303465375191	1	2	3	2	3	3	4	5	9	5	6	7	8	9	8	9	8	9	9	7	9	7	9	8	10	9	11	11	10	7	9	10	10	12	10	12	11	13	12	11	12	13	13	10	14	14	12	14	12	12	14	14	17	14	15	15	16	16	17	16	18	17	16	16	17	15	17	20	19	15	22	19	22	22	22	21	26	24	22	24	24	24	23	24	25	26	25	25	25	25	25	26	28	26	26	26	27	27	27	25	27	27	28	29	29	30	29	0	1	2	1	4	1	2	6	12	3	10	4	7	12	11	22	8	30	5	5	11	3	17	20	22	5	13	9	11	7	24	22	15	40	11	32	33	8	23	14	33	14	27	24	37	20	2	7	35	32	15	29	51	35	14	24	46	46	64	49	48	43	54	38	38	10	6	37	57	42	56	58	62	76	59	16	78	83	72	58	33	74	70	28	0	80	83	76	82	74	71	39	83	37	73	80	90	81	69	71	76	74	57	65	102	99	90	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	3	1	1	1	2	1	1	2	3	6	6	1	1	4	1	1	2	4	3	1	1	1	2	3	2	1	2	3	4	5	3	2	1	4	2	3	1	3	5	1	1	2	3	8	1	6	8	1	1	1	3	1	2	1	8	2	8	2	1	1	2	5	1	2	3	8	7	1	1	2
28500	-419.355054051752631	-417.779878019959938	-1.575176031792717	0.000206623151260	0.000051933722457	0.251345128271756	0.723361717113553	1	2	4	3	3	5	3	5	8	5	8	6	8	8	7	8	6	6	9	10	8	10	10	9	10	10	11	10	10	11	12	11	12	12	13	14	11	13	11	11	11	14	14	13	12	12	14	15	15	13	14	16	17	13	14	13	16	18	17	17	16	16	16	17	17	17	18	20	19	18	23	19	22	23	22	21	24	23	24	24	23	24	23	26	25	26	24	25	25	26	24	27	28	25	27	28	27	26	28	26	26	27	28	30	30	31	29	0	1	4	1	1	4	1	4	18	4	17	3	18	3	8	17	3	5	15	11	18	17	11	16	15	11	18	12	5	28	28	7	20	22	32	31	29	27	11	24	28	26	37	27	37	30	41	15	37	28	41	36	57	41	38	46	26	35	52	33	51	43	46	48	61	20	52	67	52	65	76	42	68	76	76	61	69	70	81	68	58	46	69	80	0	81	74	87	78	71	83	53	101	81	87	73	98	88	78	81	87	79	75	90	84	107	96	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	2	2	3	1	1	2	5	2	1	1	1	1	1	1	1	1	5	2	1	2	2	1	1	2	2	1	1	2	2	1	1	1
29000	-448.259377457146797	-445.945407597074677	-2.313969860072136	0.000163498039563	0.000016584222216	0.101433768017495	0.644876829651624	1	2	3	4	3	5	3	5	9	4	7	6	7	9	7	8	8	10	5	8	10	10	9	9	11	9	9	9	10	10	11	12	11	13	14	12	11	13	12	12	12	14	13	11	13	13	13	12	16	13	16	16	15	14	15	13	17	18	17	15	18	17	15	17	16	17	18	19	19	19	23	19	23	21	22	21	25	22	23	22	24	23	22	25	25	26	26	26	26	25	24	25	27	24	25	25	25	27	28	26	27	27	25	30	27	30	29	0	1	1	1	1	1	2	5	6	2	6	10	6	13	5	12	19	9	7	13	20	28	16	12	16	11	8	15	26	20	29	18	23	31	40	24	23	31	18	30	30	25	37	23	22	21	29	30	43	48	24	38	25	43	41	44	63	60	53	30	46	60	23	43	41	40	39	61	64	58	66	9	52	55	62	57	82	44	74	12	61	60	56	94	0	14	36	71	49	79	74	62	86	75	58	67	91	81	86	81	95	71	79	99	95	102	96	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	2	1	2	2	1	2	1	2	3	2	1	1	1	2	4	4	3	2	2	1	5	1	7	3	2	5	1	1	7	5	2	4	1	2	3	1	1	3	3	1	2	1	1	1	2	1	1	1	1	3
29500	-421.177319951941683	-419.787245769858373	-1.390074182083327	0.000118143224265	0.000049754645259	0.421138373095845	0.633941764494817	0	2	4	4	3	4	2	6	8	6	7	6	8	9	7	9	8	9	5	8	10	8	9	9	11	9	12	10	10	8	10	12	13	12	14	13	11	13	11	10	12	15	12	13	12	13	13	14	15	13	13	16	15	14	15	15	15	17	17	16	19	15	16	17	18	15	18	20	19	18	22	20	22	22	21	21	25	22	23	24	23	24	22	25	25	27	25	25	25	26	25	28	28	27	26	27	28	26	26	24	28	27	28	30	28	32	30	0	1	2	5	1	1	1	5	12	19	4	6	5	13	8	30	11	17	6	5	20	19	19	13	14	11	39	22	9	6	9	24	37	39	50	21	29	27	20	22	28	37	13	39	5	22	34	39	36	29	16	51	47	43	47	41	27	56	51	51	58	32	38	55	64	39	53	48	50	55	76	61	68	61	67	65	75	42	33	74	38	69	55	44	0	71	71	100	80	71	78	79	88	91	84	85	91	84	80	74	70	100	78	85	85	107	78	1	1	1	1	2	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	5	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	3	3	3	2	1	1	1	1	1	1	1	4	4	2	4	2	3	4	1	2	1	1	1	2	2	3	2	1	1	1	1	1	1	2	7	1	3	3	1	2	5
30000	-441.378359567962491	-439.933296737165790	-1.445062830796685	0.000167580267506	0.000057163277227	0.341109833976446	0.604484410117591	1	2	3	3	3	4	3	6	8	6	8	6	9	9	7	8	8	9	9	9	8	10	7	9	10	10	12	11	9	10	12	11	13	12	14	14	10	14	13	11	12	14	13	11	13	12	14	13	15	14	15	15	16	14	15	15	15	17	17	17	18	16	16	17	17	17	17	19	19	19	21	20	23	23	21	21	24	23	24	23	22	23	23	25	23	26	24	25	25	25	25	27	27	26	26	27	28	26	27	26	28	26	26	30	29	30	29	0	1	2	1	1	7	2	2	15	4	10	7	8	15	5	7	10	10	10	9	10	11	8	8	18	12	9	14	10	16	20	13	25	37	41	46	24	45	44	20	19	28	29	18	24	25	46	17	47	8	26	39	41	41	26	38	48	39	50	52	42	54	41	37	56	49	38	35	63	59	69	38	81	61	64	60	78	71	75	64	61	15	65	60	0	77	73	87	55	82	82	79	95	87	84	40	102	79	85	77	90	79	73	69	102	92	92	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	4	3	2	1	1	3	1	1	1	2	1	2	1	1	3	1	1	1	2	2	1	1	3	1	3	1	2	1	1	2	3	2	6	3	5	1	1	1	1	4	2	1	1	1	1	1	6	1	1	2	1	1	1	1	4	2	1	1
30500	-434.478316578080012	-432.705548799545966	-1.772767778534060	0.000155365577495	0.000028465387853	0.183215537903960	0.551051875743885	0	1	4	3	3	5	4	6	8	6	7	6	8	9	7	8	7	8	8	10	6	10	9	9	9	10	12	8	10	10	12	11	11	11	13	11	12	13	12	12	13	13	14	12	14	13	14	14	15	13	14	15	16	14	15	15	16	17	17	17	19	16	16	18	17	16	17	20	19	18	21	19	22	23	21	22	25	23	23	25	21	25	24	25	24	26	25	25	25	25	26	28	27	26	26	27	26	26	27	27	28	28	27	29	30	31	30	0	1	4	1	2	4	4	3	6	3	2	1	11	12	8	3	10	7	11	8	7	23	13	9	3	24	30	4	19	12	26	30	9	11	36	15	24	18	26	29	32	39	44	14	44	18	41	20	44	33	39	34	54	24	40	27	54	38	52	49	66	27	49	59	63	36	50	39	35	53	69	62	53	70	56	68	72	72	60	71	72	58	76	54	0	84	54	75	78	78	84	79	85	82	85	77	88	85	97	84	88	83	78	100	102	99	101	1	1	1	2	1	1	1	1	2	1	3	3	1	1	1	2	1	2	1	1	1	1	1	1	3	1	1	3	2	2	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	3	1	1	1	2	1	1	2	2	1	1	1	2	3	3	4	1	1	2	2	2	3	1	3	1	4	1	1	4	1	6	1	1	4	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1
31000	-444.580330688696336	-443.065042935612382	-1.515287753083954	0.000153685002390	0.000043713529696	0.284435885195802	0.684631566602722	1	2	3	3	4	5	4	5	8	5	7	6	9	7	8	6	7	9	6	9	9	8	9	10	11	10	9	11	10	10	11	12	12	12	13	13	11	13	12	10	10	13	12	13	14	12	13	15	14	13	12	14	16	14	14	15	16	17	18	17	17	17	17	17	18	16	17	19	17	17	22	20	22	21	20	22	25	24	24	23	23	23	23	25	24	26	24	25	26	25	26	27	26	26	27	27	28	26	28	26	29	27	26	28	29	30	29	0	1	1	1	4	4	2	5	8	5	16	7	6	4	17	7	6	12	1	11	8	12	10	11	27	15	3	15	6	11	14	30	15	14	24	18	29	28	21	19	20	14	27	31	43	24	25	25	34	51	17	34	54	32	51	40	48	28	63	49	48	55	48	66	66	39	52	56	45	36	56	44	34	69	61	66	80	71	83	67	42	73	38	71	0	71	82	76	83	80	78	90	79	71	86	100	98	79	94	73	82	100	52	89	92	100	96	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	3	1	2	1	1	1	1	2	2	3	1	1	2	1	1	3	1	1	1	1	1	2	1	1	3	1	1	1	1	2	1	3	1	1	1	2	1	1	1	2	2	3	2	3	3	2	4	2	2	2	1	1	1	2	3	1	5	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	5	1	1	2	1
