step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-4272.721123487368459	-4271.259041402850016	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.625994299259885	-1	1	1	2	2	1	4	4	5	3	4	4	4	5	5	5	5	6	7	6	6	5	5	6	7	7	7	7	8	8	8	8	8	9	7	8	8	9	9	8	10	9	9	9	8	11	10	11	10	10	13	13	11	10	10	11	12	12	11	13	13	12	12	13	13	13	14	14	13	13	15	14	18	15	14	15	17	15	15	14	15	14	16	17	17	16	17	18	18	17	19	18	18	19	18	20	19	20	20	21	20	22	22	21	23	21	21	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	3	3	2	3	3	3	3	3	3	3	4	4	4	4	3	3	4	4	4	4	4	5	5	5	5	5	5	4	5	5	5	5	5	6	5	5	5	5	6	6	6	6	6	7	7	6	6	6	6	7	7	6	7	7	7	7	7	7	7	8	8	7	7	8	8	10	8	8	8	9	8	8	8	8	8	9	9	9	9	9	10	10	9	10	10	10	10	10	11	10	11	11	11	11	12	12	11	12	11	11	13
500	-1585.375729311335363	-1583.095831952582103	-2.279897358753287	0.000009980561954	0.000030965086022	3.102539332396137	0.340870377945230	-2	0	0	2	2	2	4	4	5	0	4	4	4	3	6	5	5	6	7	6	5	6	5	4	6	6	8	6	8	8	8	9	7	9	7	5	7	10	10	9	10	9	6	9	9	8	8	10	8	9	14	13	10	11	9	9	12	12	11	13	12	11	12	10	14	13	14	15	12	13	16	15	19	15	12	15	17	13	15	14	15	13	15	17	17	15	17	16	18	18	19	18	18	19	17	21	18	21	20	22	20	22	22	21	23	21	22	24	0	1	1	1	1	2	14	5	0	0	4	4	6	2	7	0	0	6	14	10	11	21	13	14	36	14	23	24	9	7	14	21	24	24	36	11	36	13	23	21	31	33	36	25	37	28	7	11	14	37	43	29	25	44	33	10	13	34	49	34	50	43	49	28	48	54	55	24	47	46	44	55	15	50	50	64	76	64	44	55	69	0	46	70	55	64	55	56	75	64	64	70	28	56	0	78	20	50	46	97	20	84	10	83	64	20	10	20	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	2	2	3	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	4	2	2	1	1	1	2	2	1	2	4	3	1	5	2	2	2	1	3	4	1	2	2	2	2	2	3	2	2	3	6	1	2	7	6	6	2	2	3	1	2	6	3	2	1	4	3	5	2	4	3	5	6	7	2	6	6	1	5	9	9	9	3	9	3	14	5	9	9	14	12
1000	-1410.389117228228315	-1408.068114449749601	-2.321002778478677	0.000009987280146	0.000032169444819	3.221041599705065	0.398980852849141	-2	1	1	2	1	0	3	4	6	4	4	4	3	5	5	5	6	6	7	7	7	6	5	6	7	8	6	7	8	9	7	8	9	10	8	6	9	10	8	7	11	10	9	8	8	10	10	11	9	10	14	13	11	10	10	8	11	12	11	13	13	13	13	12	13	14	15	14	13	13	16	15	19	14	12	14	17	14	15	14	15	15	17	16	18	17	16	18	19	18	20	17	18	19	18	20	19	21	21	22	20	22	23	22	24	20	22	24	0	6	1	1	1	1	2	5	0	0	1	4	2	7	7	0	0	3	7	10	11	11	13	7	11	15	23	24	17	15	7	36	24	24	25	11	36	23	23	36	31	33	36	36	36	28	15	32	24	37	43	29	25	44	49	10	39	15	49	34	50	43	28	46	48	54	55	34	19	64	44	80	19	61	50	28	76	70	44	55	69	0	78	70	87	78	55	56	75	78	83	70	70	56	0	70	56	75	84	95	56	93	56	99	91	56	10	56	1	1	2	3	2	1	1	2	1	1	4	1	1	1	2	1	1	3	3	2	2	2	1	2	2	2	1	1	1	2	2	1	2	2	1	1	2	3	2	1	2	1	2	1	1	2	3	2	1	1	3	2	2	1	1	3	1	4	1	1	1	3	4	1	1	2	2	3	4	1	5	1	6	1	1	4	1	1	4	2	1	1	1	2	2	1	4	4	5	2	2	3	2	6	1	2	4	7	4	2	6	2	13	1	2	9	13	12
1500	-1385.468682216574507	-1382.961925798685797	-2.506756417888790	0.000010041063029	0.000037960251483	3.780501264993644	0.452374960207156	-1	2	1	2	2	1	4	4	6	4	4	5	3	5	5	4	5	6	7	6	6	6	5	6	6	6	7	8	8	8	8	7	8	9	8	9	7	9	8	8	10	10	10	9	8	11	9	11	10	9	13	13	8	11	10	11	13	11	11	10	13	12	13	13	13	12	14	14	13	14	14	15	17	16	13	15	18	16	15	14	16	15	16	17	17	15	16	17	18	17	20	19	18	20	17	19	20	21	20	22	20	23	22	21	23	20	21	25	0	6	1	1	1	1	6	1	0	0	4	4	6	7	7	0	0	3	7	10	11	11	13	15	11	7	23	24	17	7	14	11	24	24	32	25	25	13	23	25	31	33	53	53	37	28	14	32	34	37	43	29	25	44	30	10	23	30	49	34	50	43	28	28	48	44	55	34	60	64	44	55	58	61	50	63	63	64	44	55	69	0	70	70	67	64	80	56	75	83	90	70	70	56	0	70	8	75	83	95	8	96	8	99	99	10	10	10	1	1	2	1	2	1	1	3	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	1	2	3	2	1	1	2	2	2	3	2	1	2	3	2	1	2	3	3	2	1	1	3	1	5	2	2	1	1	2	2	2	1	2	4	1	2	2	2	6	1	2	6	5	2	3	6	1	8	1	2	7	7	11
2000	-1410.198661665157488	-1407.966798429675237	-2.231863235482141	0.000010219551458	0.000030315004637	2.966373305312396	0.497668290891244	-1	0	1	1	2	2	3	5	4	4	4	5	3	6	5	6	5	7	7	7	7	5	5	6	6	7	7	8	7	8	9	8	9	9	7	9	8	8	10	7	11	9	10	8	9	11	10	11	10	10	13	13	10	11	11	10	12	12	11	12	13	11	12	12	13	13	15	14	13	14	15	14	19	16	13	14	18	15	16	15	16	12	15	18	16	16	17	18	19	18	19	17	18	19	19	18	19	20	20	21	19	22	22	22	23	21	22	24	0	1	1	1	1	2	2	5	0	0	4	4	2	15	7	0	0	3	7	10	11	11	13	7	11	24	23	24	17	7	19	11	24	24	25	25	25	13	23	25	31	24	40	25	37	28	7	21	33	37	43	29	21	44	30	10	39	19	34	49	50	43	28	28	48	54	55	34	60	64	54	49	47	61	50	28	76	64	44	55	69	0	70	70	55	78	80	52	75	83	83	70	70	18	0	70	10	75	83	95	56	84	10	99	99	88	10	10	1	1	1	1	3	1	2	2	1	1	1	2	1	1	2	1	1	3	2	2	2	1	1	2	1	1	1	1	1	2	2	2	2	2	1	2	1	3	2	1	1	2	2	1	1	2	2	2	1	1	1	2	1	2	2	2	1	2	2	1	2	1	2	2	1	1	2	2	1	1	2	3	4	2	1	3	2	2	4	2	2	1	1	2	3	1	1	4	5	2	2	2	2	7	1	2	6	4	2	1	5	2	7	1	1	3	5	12
2500	-1170.617265617417615	-1168.183069249510027	-2.434196367907626	0.000010324986018	0.000036727713426	3.557168344972391	0.530033940735436	-2	1	1	1	2	2	3	4	5	3	3	2	3	6	5	5	5	6	7	6	5	5	5	6	6	8	7	7	7	7	8	8	8	9	8	7	8	10	8	7	11	10	10	8	9	11	10	11	9	11	13	13	11	11	11	10	13	12	11	12	13	11	11	14	13	14	14	14	13	14	13	14	19	16	14	14	16	15	13	14	16	13	15	17	16	17	17	18	19	17	19	19	18	19	18	18	19	20	20	20	20	22	23	22	24	21	20	25	0	1	1	1	1	2	2	1	0	0	4	4	2	7	7	0	0	3	7	10	11	11	13	7	21	24	23	24	17	7	15	21	19	30	36	11	36	13	23	25	31	33	32	36	37	28	19	32	19	37	43	29	36	44	24	10	39	19	34	30	50	36	28	28	32	79	55	46	60	46	44	55	58	61	61	63	76	64	44	55	69	0	70	70	55	64	80	56	75	83	83	96	70	56	0	84	56	75	83	95	97	93	56	99	99	107	56	56	1	2	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	3	2	2	1	1	1	2	1	3	2	1	2	2	2	1	1	2	2	2	1	2	2	3	2	2	2	4	3	3	1	3	1	2	1	3	2	1	1	2	1	2	2	2	3	2	1	1	1	1	2	1	2	1	1	2	2	1	2	4	4	2	3	1	3	6	1	1	4	3	2	1	1	2	7	1	1	1	5	9
3000	-1325.653435010950943	-1323.289775149195066	-2.363659861755798	0.000010559793246	0.000035333033274	3.345996692533519	0.574196257821167	0	1	2	2	2	2	4	5	5	2	4	4	4	6	5	5	5	6	6	6	6	6	6	6	5	7	7	7	8	8	9	8	9	9	8	8	8	8	10	7	11	10	9	9	9	10	10	11	10	10	11	14	12	11	11	8	12	13	11	11	13	13	12	14	13	14	15	14	13	13	15	14	18	14	14	14	16	16	12	15	16	12	15	17	18	16	17	17	19	17	19	18	19	19	18	20	18	19	19	21	20	21	22	21	23	22	20	25	0	1	1	1	1	2	2	5	0	0	4	4	2	15	7	0	0	3	7	10	11	11	13	6	11	15	23	15	9	14	7	21	24	24	25	25	25	13	23	25	31	24	25	36	37	28	7	32	34	37	43	29	36	44	34	20	38	34	49	30	50	51	46	70	48	79	55	49	60	46	54	55	58	61	61	46	76	64	44	55	69	0	70	78	67	64	67	47	75	83	83	64	84	29	0	84	52	75	83	95	97	84	5	91	99	107	52	53	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	1	3	2	1	1	2	3	2	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	1	1	2	3	3	2	3	2	2	6	1	1	1	3	2	1	1	1	12	2	2	1	4	9
3500	-1202.119506189515278	-1199.860811615224520	-2.258694574290730	0.000011180990402	0.000034014038703	3.042131106473363	0.603186887032562	-2	0	1	3	2	1	4	5	5	4	4	5	4	6	5	5	4	5	6	6	7	6	6	6	7	7	7	7	8	7	8	8	8	9	8	8	6	9	8	9	11	10	9	9	8	11	10	11	8	10	11	14	12	10	11	10	11	12	12	12	13	12	12	12	13	13	14	14	13	13	15	15	19	16	14	16	18	14	15	15	16	15	16	17	17	14	17	18	19	18	19	18	18	19	18	21	20	20	20	21	19	22	23	21	24	22	20	24	0	1	1	2	1	2	2	3	0	0	5	4	2	15	7	0	0	3	15	10	11	4	13	15	11	15	13	24	9	15	30	11	24	24	25	25	4	13	23	25	31	33	21	25	37	28	14	21	14	37	43	29	36	44	49	10	39	15	34	34	50	51	34	28	32	44	55	58	60	46	54	55	58	50	61	63	76	64	54	55	69	0	64	70	80	64	80	48	75	83	83	64	70	58	0	93	47	89	83	95	95	96	5	99	99	107	4	101	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	2	2	1	2	1	2	2	1	2	2	2	3	1	2	1	1	1	3	2	2	2	1	1	1	2	2	3	3	1	2	1	1	1	2	2	1	2	3	1	1	1	3	1	2	2	4	2	4	1	2	6	1	2	1	1	1	13	1	2	1	5	5
4000	-1055.035049562429776	-1052.839727128837012	-2.195322433592872	0.000012678273424	0.000036315793251	2.864411583254742	0.610766861588027	-1	0	1	3	2	2	5	5	5	4	4	4	4	3	5	5	5	5	7	6	7	6	5	7	5	6	7	7	7	8	9	9	8	10	7	8	7	9	9	7	11	10	9	9	9	11	8	11	10	10	12	12	12	11	10	11	12	12	12	13	12	13	13	13	14	11	14	13	14	14	16	15	19	15	13	14	18	16	15	15	16	14	16	18	17	16	18	16	18	18	19	19	19	19	18	19	18	20	20	21	20	21	22	22	22	22	21	25	0	1	1	5	1	2	14	1	0	0	4	4	6	6	14	0	0	5	7	10	11	11	13	14	11	7	23	7	9	14	19	8	24	47	25	25	25	13	23	25	31	33	25	21	37	28	15	21	30	36	43	29	36	44	24	10	39	47	49	49	50	51	46	28	48	44	55	46	60	64	44	55	58	61	61	46	76	64	44	67	69	0	70	70	67	64	80	10	75	83	83	70	70	56	0	70	56	89	83	97	97	84	10	99	99	107	56	101	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	3	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	3	2	2	1	2	2	2	2	1	2	4	2	2	1	1	1	1	1	3	1	1	2	1	1	1	3	2	4	2	1	2	1	1	2	1	1	1	1	2	1	2	2	5	2	2	2	2	2	4	1	2	6	1	2	2	2	1	10	1	1	1	5	3
4500	-1102.357957745602562	-1100.406366013708521	-1.951591731894050	0.000016106787822	0.000035711122945	2.217147412543104	0.640748901957364	-1	1	1	1	2	0	4	2	5	2	4	3	3	6	5	5	6	6	7	7	3	5	5	7	6	7	7	8	8	8	8	8	8	9	8	8	8	7	8	7	11	9	9	9	9	11	10	9	9	10	10	13	11	11	10	11	12	12	12	11	13	12	13	13	13	13	15	13	14	14	15	14	19	15	15	15	18	15	16	12	16	14	16	18	17	16	16	17	18	18	19	19	19	19	18	20	19	20	20	22	20	23	22	22	23	21	20	24	0	6	1	1	1	1	6	1	0	0	21	4	6	15	7	0	0	3	14	10	4	21	13	7	11	14	23	24	17	15	14	11	24	7	25	25	25	13	23	25	31	33	25	25	37	28	19	21	19	37	43	29	25	44	49	20	38	14	49	34	50	51	46	46	32	54	55	49	34	64	44	55	58	50	61	63	63	64	66	55	69	0	70	70	67	78	80	56	75	83	83	70	70	56	0	84	56	89	83	97	97	96	10	99	91	107	34	103	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	2	2	1	2	1	3	1	1	1	2	2	1	1	1	2	3	1	1	1	1	1	1	2	1	2	2	2	1	3	2	3	1	1	2	2	1	2	1	2	1	2	2	1	1	2	3	1	2	2	2	2	4	1	1	5	1	2	2	1	1	8	1	1	1	4	1
