step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-2422.838615535105419	-2421.376533450586521	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.668447174519462	0	3	4	6	4	6	7	7	6	6	7	6	8	8	7	8	7	10	10	8	8	12	9	8	10	10	10	10	11	10	11	11	10	11	12	10	11	13	15	12	12	14	12	13	12	12	11	15	13	14	13	13	12	13	12	15	14	13	15	13	14	15	15	15	17	14	16	15	16	16	17	15	16	18	17	17	18	16	17	17	19	18	18	19	19	19	19	18	19	21	22	20	23	22	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	2	3	4	4	3	3	4	3	4	4	4	4	4	5	5	4	4	6	5	4	5	5	5	5	6	5	6	6	5	6	6	5	6	7	8	6	6	7	6	7	6	6	6	8	7	7	7	7	6	7	6	8	7	7	8	7	7	8	8	8	9	7	8	8	8	8	9	8	8	9	9	9	9	8	9	9	10	9	9	10	10	10	10	9	10	11	11	10	12	11
500	-804.958313543448412	-802.452719248201674	-2.505594295246698	0.000009991389629	0.000037736224647	3.776874493908136	0.473948562541722	1	3	5	5	3	6	7	7	7	6	6	7	6	6	8	8	8	10	8	8	9	13	9	7	7	11	9	10	11	8	11	11	9	11	12	10	11	13	15	11	13	12	12	13	12	12	10	16	13	15	14	12	12	13	12	13	15	14	15	13	14	15	14	16	18	11	16	16	17	17	16	15	17	17	17	17	19	16	16	17	20	17	17	20	20	18	18	18	19	21	22	19	24	23	0	1	1	1	1	2	4	3	5	1	5	4	2	2	7	10	10	11	14	3	12	21	12	13	4	14	6	6	16	10	19	12	19	12	23	12	47	21	14	25	30	30	32	32	33	23	25	28	34	36	43	40	30	32	33	40	42	44	46	32	40	55	28	32	38	25	30	23	79	56	61	28	42	60	60	39	25	41	32	61	45	60	60	60	60	40	71	34	60	25	86	82	91	82	1	1	2	2	1	1	2	1	2	2	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	2	2	2	2	2	2	1	2	2	2	1	2	5	2	3	2	1	1	2	2	1	4	1	2	1	1	2	2	2	1	2	1	2	1	2	2	2	3	4	2	6	4	1	2	2	2	3	2	2	2	7	2	2	3	5	2	2	4	4	5	1	4	5	12	3	1	2	5
1000	-610.150339111257040	-608.105579242712565	-2.044759868544527	0.000010024702942	0.000024643035167	2.458230962923208	0.636255365779154	1	2	4	5	4	6	7	6	7	6	8	6	9	8	8	7	7	10	9	9	9	13	9	8	10	10	10	10	12	10	10	10	11	12	11	10	12	12	15	12	12	14	12	13	13	12	11	14	13	12	14	13	13	14	12	14	15	13	15	14	14	15	15	16	17	14	16	15	15	17	17	16	17	18	16	15	19	15	18	18	19	17	18	20	19	20	19	19	20	22	22	21	24	23	0	1	1	2	1	3	6	3	5	1	5	3	4	3	7	10	10	11	8	4	12	21	12	2	13	14	14	13	16	17	19	12	31	21	8	12	47	23	56	25	30	41	23	12	55	32	25	28	34	36	43	40	41	43	33	25	53	32	46	49	40	55	48	51	64	40	53	58	32	56	61	63	42	82	60	61	52	30	69	61	62	60	75	85	75	87	76	83	82	76	87	82	91	92	1	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	3	2	2	2	3	1	1	1	1	2	2	1	2	1	2	3	2	1	2	1	1	1	2	2	3	1	1	1	3	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	3	2	2	3	2	2	1	2	1	2	1	3	6	2	3	1	1
1500	-586.974467791962866	-584.659031553066370	-2.315436238896523	0.000009931344870	0.000031828821225	3.204885304251726	0.648418747583663	0	2	4	5	4	6	7	7	7	6	7	6	9	7	8	7	8	10	8	9	8	12	9	8	10	11	10	11	11	9	11	11	10	11	12	9	12	13	15	11	13	15	12	11	13	12	11	13	13	14	13	13	13	14	12	14	13	12	15	14	14	15	15	15	17	15	15	15	16	17	18	16	17	17	16	17	18	17	18	18	20	18	17	19	19	19	20	19	18	21	21	21	24	23	0	1	2	2	2	3	3	12	5	2	5	3	1	1	7	10	10	11	12	6	12	12	21	6	14	4	6	13	16	17	19	12	19	23	12	12	47	23	40	25	30	30	23	13	55	32	13	28	13	12	32	40	30	38	33	25	30	44	46	49	40	45	48	51	51	40	41	38	51	56	61	63	57	60	60	61	61	67	69	61	62	75	75	75	75	76	76	83	75	86	87	89	91	82	1	1	1	1	1	1	2	1	2	2	1	1	4	3	1	1	1	2	1	1	1	2	1	1	1	3	1	1	2	1	2	2	1	1	2	3	1	3	2	1	2	3	1	2	1	1	1	1	2	4	1	1	2	1	1	2	2	1	2	1	1	1	1	2	3	3	1	1	1	2	2	1	2	1	1	1	3	2	2	2	3	1	1	2	1	1	2	1	1	1	1	1	2	2
2000	-554.954528976581059	-552.854727428380215	-2.099801548200802	0.000009871254665	0.000025706872240	2.604215280998492	0.755509539975541	0	2	4	4	4	6	7	8	6	6	7	6	8	7	8	8	8	10	8	8	9	11	8	8	10	11	10	10	11	9	11	10	10	11	11	9	12	12	15	13	13	13	12	13	13	12	11	14	12	15	14	14	13	13	12	15	14	14	15	14	15	16	16	16	16	14	14	14	16	17	18	15	17	17	16	17	19	16	17	18	19	18	17	20	19	20	19	19	20	21	21	21	24	23	0	1	1	2	2	3	3	6	5	4	5	3	6	3	7	10	10	11	12	14	23	21	12	2	3	6	3	14	16	17	19	12	19	23	23	12	47	22	25	25	30	30	23	22	55	32	25	28	22	36	32	40	30	21	33	40	42	44	46	49	40	55	72	51	51	40	53	12	51	56	61	48	57	60	60	61	61	67	69	61	62	75	75	75	75	76	76	83	82	86	87	82	91	92	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	2	3	3	2	2	2	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	2	2	1	2	2	1	2	1	1	3	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	1	1	2	2	1
2500	-545.041375945286404	-543.307412883675624	-1.733963061610733	0.000009774075414	0.000016396439332	1.677543771390703	0.708144662022155	0	2	4	6	4	5	6	8	6	5	7	7	8	8	7	7	8	10	8	7	8	12	9	9	10	10	10	10	11	10	11	10	10	10	11	11	12	13	16	12	13	14	9	12	12	11	11	13	12	14	14	13	12	13	13	15	14	14	15	14	14	14	16	16	17	14	16	15	16	16	17	15	16	17	16	17	18	15	17	17	18	17	18	20	19	19	20	19	20	21	22	19	24	22	0	1	2	2	2	3	3	12	5	1	5	3	4	6	7	10	10	11	12	3	12	43	12	4	14	4	14	14	10	17	19	21	19	43	23	32	47	35	56	25	53	30	12	21	33	34	25	28	34	36	22	40	30	35	45	25	53	44	46	49	52	45	72	51	51	52	53	44	51	56	61	48	57	60	60	61	61	41	69	61	45	75	75	85	75	76	76	83	82	86	87	82	91	92	1	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	2	1	1	1	2	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	1	2	2	2	1	2	1	2	1	2	3
3000	-570.112210964599853	-568.133408914272195	-1.978802050327663	0.000009914573926	0.000022672805939	2.286815964814614	0.705120489552410	-1	3	5	5	5	4	6	7	7	6	7	7	7	8	8	8	8	10	10	9	8	12	9	7	9	10	10	10	11	10	12	10	10	11	10	11	12	13	15	12	12	15	11	11	12	12	10	13	12	13	13	14	13	13	13	14	14	12	15	14	14	14	15	14	18	15	16	15	16	16	17	14	16	17	16	16	18	15	18	18	19	17	18	19	19	19	19	19	19	22	22	20	24	22	0	1	6	2	2	2	6	3	5	2	5	3	3	3	7	10	10	11	23	3	12	35	12	2	4	13	3	6	16	17	19	8	23	12	23	21	47	22	56	25	30	30	12	32	33	32	25	28	34	12	22	40	30	32	45	25	53	44	46	49	25	55	72	51	51	52	78	58	51	25	61	48	57	60	60	61	61	41	69	61	62	60	75	60	75	76	76	83	82	86	76	89	91	92	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	3	2	2	1	1	2	1	2	1	2	1	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	1	1	1	2	2	4	2	1	1	1	1	1	2	2	1	2	2	1	1	3	1	2	2	1	2	2	2	1	1	1
3500	-597.620139247227030	-595.442931763036768	-2.177207484190210	0.000009776133549	0.000027513678544	2.814372206230702	0.620209972642756	0	3	5	6	1	4	7	8	4	6	6	6	8	8	6	8	7	10	9	7	8	13	9	7	10	9	10	10	11	10	12	11	11	12	10	11	11	13	14	12	12	13	11	13	12	13	12	14	12	13	12	14	11	13	13	16	14	13	15	14	15	16	16	14	18	13	16	16	16	17	16	15	15	19	16	17	19	15	18	17	19	18	17	20	19	20	20	19	20	21	22	20	24	21	0	1	6	1	1	2	15	4	5	1	5	3	2	3	2	10	10	11	21	3	12	35	12	3	14	14	4	14	16	10	19	12	19	23	12	21	25	43	25	25	53	30	21	23	33	32	37	27	35	43	12	40	30	32	45	39	41	12	46	49	52	45	72	51	35	25	78	58	64	39	61	48	30	75	60	61	61	41	69	61	55	75	75	75	75	76	76	83	82	86	76	82	91	92	1	1	1	3	1	1	1	2	1	2	3	1	2	2	2	1	1	1	1	1	1	2	2	1	1	1	3	1	2	2	2	3	2	1	2	2	1	1	3	1	1	2	1	2	1	1	1	2	1	1	3	2	1	1	1	1	1	3	1	1	1	2	1	1	3	1	1	1	1	1	1	1	3	1	1	1	2	2	1	2	3	1	1	2	1	2	2	1	1	1	2	2	2	1
4000	-522.563678295366799	-520.690917619336346	-1.872760676030506	0.000009792972415	0.000019766486064	2.018435795149942	0.771319211458526	1	3	5	6	4	6	7	8	7	5	8	7	8	8	8	8	8	10	9	8	9	11	10	8	10	9	10	9	10	10	11	9	10	12	12	11	11	13	14	12	13	14	13	13	12	12	12	14	13	15	13	14	12	13	13	14	14	11	14	14	14	14	16	14	16	14	17	15	16	16	16	15	17	19	16	17	17	16	17	18	19	18	18	19	19	19	20	19	19	21	22	20	24	21	0	1	2	2	1	3	6	12	5	2	5	3	6	6	7	10	10	11	12	6	12	12	12	4	2	13	3	6	16	17	19	12	19	21	21	12	25	21	25	25	30	41	21	58	33	22	37	28	34	36	22	40	30	35	45	25	30	32	46	49	40	55	72	51	64	40	78	44	51	56	61	48	57	60	60	61	61	53	69	71	62	75	75	75	75	76	76	83	82	86	76	82	91	92	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	3	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	1	1	1	3	2	1	2	1	1	1	1	1	1	2	1	1	1
4500	-556.383115548651517	-554.573298816012539	-1.809816732638976	0.000010942813836	0.000020382944427	1.862678533302472	0.722353439301292	1	3	4	7	4	6	7	8	5	5	8	6	5	8	8	8	8	10	9	8	8	12	9	8	9	11	11	11	11	10	11	10	8	11	12	10	11	13	15	13	13	14	13	12	11	12	12	13	13	14	12	12	12	14	13	15	15	14	15	14	15	16	15	15	17	14	17	15	15	17	17	14	16	18	16	16	19	16	17	18	19	18	18	17	19	19	19	19	20	22	21	20	23	23	0	1	1	2	1	3	13	3	5	2	5	3	1	6	7	10	10	11	33	3	12	32	21	13	4	4	4	14	16	17	19	23	12	23	21	21	25	23	52	25	30	53	35	21	33	34	37	28	34	36	21	25	30	32	45	52	41	44	46	49	52	45	48	51	51	52	78	44	38	56	61	48	57	60	60	61	71	30	69	61	62	75	75	75	75	76	76	83	82	86	77	82	91	92	1	1	1	2	1	1	1	2	1	1	3	1	3	1	1	1	1	2	1	2	1	2	1	2	2	2	2	1	2	2	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	2	2	1	1	3	1	1	2	1	1	1	1	1	2	1	1	2	3	1	2	2	1	1	1	2	2	1	1	2	2	1	1	2	2
