step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-2909.619853104533377	-2908.157771020014479	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.863892826553015	2	3	3	5	5	7	8	9	9	8	10	9	11	8	9	9	10	10	10	10	10	10	11	10	12	11	11	12	13	12	14	14	13	13	13	15	13	13	14	15	15	14	15	18	16	18	18	16	17	18	17	20	19	19	19	19	19	19	21	22	23	23	22	23	22	22	23	23	24	25	27	26	28	31	32	32	31	31	33	33	33	33	33	36	34	36	37	39	38	39	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	4	3	4	4	5	3	4	4	4	4	4	4	4	4	5	4	5	5	5	5	6	5	6	6	6	6	6	7	6	6	6	7	7	6	7	8	7	8	8	7	8	8	8	9	9	9	9	9	9	9	10	10	11	11	10	11	10	10	11	11	11	12	13	12	13	15	15	15	15	15	16	16	16	16	16	17	16	17	18	19	18	19
500	-792.854287803097350	-790.857133229584065	-1.997154573513255	0.000009985277404	0.000023307060568	2.334142520462192	0.397685381303491	2	4	3	5	6	8	8	9	8	7	11	9	11	8	10	10	10	11	11	11	10	10	11	10	12	11	12	13	13	12	13	14	13	14	13	15	13	10	13	15	15	14	14	18	16	19	17	17	17	19	15	21	19	18	19	19	19	19	21	21	23	23	21	23	22	22	23	20	25	23	27	26	29	31	31	33	32	29	33	33	34	33	33	37	35	36	38	40	38	40	0	3	1	1	2	2	2	5	10	3	8	7	8	3	5	9	9	15	12	24	9	10	15	5	19	38	9	26	8	15	15	22	4	16	19	31	22	9	38	14	43	16	38	34	28	29	36	31	6	39	39	39	18	12	47	13	11	32	33	50	40	48	54	52	28	42	46	15	61	68	7	67	67	42	69	78	70	0	71	68	70	55	78	71	78	67	68	62	0	70	1	1	1	1	1	2	3	1	1	2	1	1	1	3	2	2	1	1	1	1	1	1	1	3	1	1	2	1	3	2	2	2	5	2	1	1	2	1	1	2	1	2	2	2	2	3	1	2	5	3	1	6	4	4	1	4	5	4	4	1	4	3	2	1	5	3	2	5	2	3	10	1	3	11	3	3	6	1	3	8	9	6	2	6	4	6	15	7	1	10
1000	-726.852297009524136	-724.121074179767334	-2.731222829756818	0.000010020428038	0.000045219980429	4.512779319980297	0.433905179225702	3	4	4	6	6	8	7	10	9	8	10	9	12	8	10	10	10	10	11	11	11	10	10	8	11	12	9	12	13	11	14	14	13	13	13	15	14	11	15	16	15	14	15	18	17	18	19	17	18	16	17	21	19	19	19	20	16	19	21	21	22	23	23	24	22	23	22	20	24	24	28	26	29	30	33	33	32	31	33	32	30	33	33	37	34	36	38	39	38	39	0	1	1	2	2	4	2	6	10	7	10	24	23	4	14	9	4	24	12	8	15	14	7	2	22	38	4	16	26	7	20	18	28	23	19	31	18	24	25	30	27	9	17	43	39	40	41	32	33	39	37	50	32	26	57	54	38	29	47	39	42	61	42	52	37	61	37	48	28	68	23	63	64	70	78	59	81	0	65	68	68	68	74	80	78	81	68	87	0	81	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	3	1	2	4	4	2	3	2	1	1	1	2	2	1	1	4	2	5	1	1	2	3	1	2	4	1	4	2	3	1	4	1	5	1	13	1	2	3	1	7	1	1	4	6	4	6	1	4	2	2	15	1	1	6
1500	-656.644389845171986	-654.347423878577615	-2.296965966594353	0.000010083674909	0.000031778921329	3.151521802939924	0.486517409767197	1	3	2	4	5	8	8	9	9	7	11	9	11	8	7	10	9	10	9	10	10	11	11	10	12	12	11	11	13	13	14	13	13	14	13	15	13	11	14	16	15	14	13	18	15	18	18	16	16	18	16	19	19	19	19	20	20	20	21	23	24	21	23	22	21	21	22	23	25	24	27	25	28	30	32	32	32	32	34	31	31	33	33	34	35	35	38	39	38	39	0	1	1	3	3	1	2	5	14	3	10	7	19	4	1	4	5	14	2	12	17	6	6	17	38	38	19	17	28	28	24	15	13	10	15	20	22	4	6	9	22	26	38	43	35	42	21	19	29	34	31	39	31	51	46	50	11	50	42	39	47	53	56	38	53	47	65	11	57	68	34	66	69	59	60	52	81	0	78	68	68	68	77	81	82	73	72	83	0	80	1	1	1	1	2	3	2	1	1	3	3	1	1	2	3	3	2	1	3	1	1	2	1	1	1	1	1	1	1	1	2	3	2	3	3	2	1	5	3	3	1	1	1	1	1	2	3	3	1	2	1	2	4	1	1	1	5	1	4	4	3	1	2	4	1	2	1	5	3	1	4	2	2	4	5	7	1	1	1	3	3	4	1	2	2	3	9	2	1	5
2000	-632.507219154099744	-630.048797326816953	-2.458421827282760	0.000010034087706	0.000036434106616	3.631033302098806	0.525569692570608	3	4	4	5	6	6	7	9	9	8	10	10	11	8	10	10	11	10	11	10	10	11	12	10	11	11	12	11	12	11	14	12	13	13	13	16	13	13	15	15	15	13	15	18	16	17	18	15	17	18	17	17	19	20	17	19	19	19	21	23	24	22	21	24	22	22	24	23	22	24	28	26	29	31	32	32	32	32	33	30	33	33	33	36	35	37	38	39	39	38	0	1	1	2	3	1	6	1	1	5	8	7	10	5	14	8	2	7	12	7	6	6	25	7	15	20	12	15	20	11	19	8	17	24	19	31	32	8	32	34	38	30	38	38	16	8	37	21	35	39	16	39	22	49	13	36	47	36	47	54	63	28	56	50	36	53	69	62	58	68	17	64	37	64	80	55	80	0	74	71	80	78	61	81	82	75	80	90	0	81	1	1	1	1	1	1	1	3	3	1	1	3	2	1	1	1	3	1	1	1	3	3	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	3	4	2	1	2	1	4	1	4	2	3	1	1	2	1	2	2	6	1	2	3	2	1	1	1	1	9	2	8	2	1	7	1	1	1	1	3	1	4	2	1	3	7	1	1	4
2500	-581.058463948858616	-578.679144629009556	-2.379319319849051	0.000010012083653	0.000033964824338	3.392383195734376	0.615545498793817	3	4	4	6	6	6	9	10	9	8	10	8	11	8	10	9	11	10	11	11	9	10	10	10	12	11	10	12	12	11	14	15	14	13	13	16	13	13	14	15	14	14	15	18	15	18	17	16	16	18	17	21	19	19	19	18	18	18	21	21	24	24	22	23	21	22	23	23	24	26	28	26	29	32	32	33	31	30	33	30	34	31	32	35	35	36	36	39	38	39	0	1	1	3	3	3	5	5	4	3	14	2	14	6	3	4	16	14	12	23	14	5	12	10	9	5	12	23	8	11	20	16	19	12	19	31	29	5	8	13	25	26	38	11	33	41	9	7	33	39	32	39	47	51	49	48	51	25	58	39	40	60	11	50	42	44	60	8	55	68	48	61	69	71	78	68	80	0	82	71	77	78	71	80	82	75	84	89	0	81	1	1	1	1	1	1	1	2	2	2	1	1	2	1	4	2	1	1	2	1	1	3	1	1	1	3	1	1	1	1	2	4	1	4	1	1	1	2	2	2	1	1	1	2	1	2	3	3	1	3	1	2	1	1	1	1	1	3	2	5	5	1	5	3	4	2	1	6	2	2	10	1	1	1	2	3	1	1	2	1	2	1	2	2	2	2	1	1	1	2
3000	-596.857680001996869	-594.694714356873760	-2.162965645123062	0.000010329412309	0.000028666844921	2.775263883687118	0.562234027863472	2	3	3	5	4	7	9	10	9	6	10	7	11	8	9	9	11	10	9	10	10	10	11	9	11	12	10	12	13	10	13	13	14	13	12	15	13	14	15	15	15	13	15	17	17	19	19	16	18	18	16	20	20	19	18	19	19	18	21	22	24	23	22	23	22	23	22	23	23	26	26	26	28	32	33	32	32	31	34	31	34	32	34	36	35	37	38	38	38	40	0	1	1	2	1	3	12	6	12	5	7	2	7	6	10	3	6	4	12	10	19	4	15	5	14	22	19	8	7	14	17	30	31	13	19	31	22	18	38	15	37	17	38	43	13	36	23	23	51	39	40	39	47	50	40	39	38	51	44	39	28	65	57	39	58	38	52	32	60	68	23	68	55	70	72	70	80	0	73	71	77	70	82	80	82	74	84	77	0	80	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	3	1	2	1	2	1	3	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	4	1	1	1	1	3	1	4	3	2	1	1	2	1	1	1	2	2	1	2	4	6	1	2	4	1	5	2	3	1	2	7	1	4	2	2	3	1	1	2	2	1	4	2	1	2	2	1	3	1	6
3500	-610.940622187544363	-608.812725620798574	-2.127896566745765	0.000010421537407	0.000027927840732	2.679819650437016	0.466521775738179	2	3	4	6	5	5	8	7	9	9	10	8	11	8	10	8	11	10	10	10	10	9	10	11	11	11	11	13	12	12	14	14	13	13	13	15	13	13	14	16	15	14	16	18	17	19	17	16	17	18	17	20	19	18	19	20	18	19	21	21	23	23	23	24	21	22	23	22	24	24	25	26	29	31	32	32	32	31	34	31	33	33	33	35	35	36	37	39	39	39	0	1	1	3	2	2	5	5	5	8	16	6	9	3	8	4	23	6	12	7	7	8	7	16	20	20	9	27	19	14	12	10	12	7	13	27	17	26	38	5	23	38	38	43	43	45	31	35	39	39	42	49	43	40	31	31	41	47	36	40	32	57	52	50	51	43	44	7	68	68	5	68	62	73	73	61	80	0	83	71	80	68	53	81	82	76	84	87	0	80	1	1	1	1	2	1	2	1	2	1	1	2	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	2	3	3	2	2	1	2	1	1	1	6	2	1	1	1	1	1	1	1	2	2	1	3	1	1	2	3	1	1	3	4	2	3	1	4	2	2	2	6	1	1	7	2	3	1	1	4	1	1	1	2	1	9	7	1	1	2	1	1	1	4
4000	-557.356239369068589	-555.472983743058990	-1.883255626009618	0.000011363813849	0.000023234915034	2.044640588384696	0.511091430579606	2	3	4	6	6	6	8	8	10	8	11	8	10	8	8	10	10	10	10	10	10	10	11	11	12	11	12	12	14	11	14	14	14	14	13	15	13	14	15	15	16	13	16	17	16	18	18	15	18	18	18	20	19	20	19	19	19	19	21	22	24	23	23	24	22	22	22	20	25	24	28	26	28	31	31	33	32	32	34	31	34	33	33	36	34	36	37	38	39	39	0	1	1	2	3	3	3	4	12	3	18	2	5	5	5	3	15	10	5	12	8	10	8	20	8	21	19	11	18	17	27	25	35	9	12	31	21	18	26	42	34	24	38	38	38	48	39	21	41	39	40	17	20	58	44	40	45	34	55	55	30	42	66	52	5	49	59	25	64	68	68	67	69	70	73	73	80	0	78	68	77	68	64	81	82	74	84	86	0	80	1	1	2	2	1	1	2	1	1	2	1	3	2	1	1	2	1	1	2	1	1	1	2	1	3	1	1	1	2	1	2	1	1	2	2	1	2	2	2	1	1	1	1	2	1	2	3	2	1	1	2	3	4	1	1	3	1	2	1	2	6	4	1	2	7	2	1	5	1	2	5	2	2	2	2	2	1	1	1	8	1	6	3	1	1	2	1	1	1	5
4500	-577.320248235285476	-575.794675210279024	-1.525573025006439	0.000013565283322	0.000015839712495	1.167665438194361	0.522225130590568	2	3	3	6	5	7	7	10	10	9	10	10	12	8	8	9	11	9	11	9	9	11	11	10	12	11	11	12	14	12	14	13	13	13	14	16	13	13	15	16	15	14	15	17	16	18	18	16	18	18	17	20	20	19	19	19	20	20	21	21	22	24	21	22	21	22	22	21	25	25	28	26	28	31	33	32	32	30	34	31	34	34	33	36	34	36	38	39	38	40	0	1	1	1	3	2	3	2	3	1	7	15	22	3	7	5	8	2	12	6	6	5	21	15	9	7	24	27	7	16	27	12	25	12	19	31	22	21	33	30	10	14	38	43	23	12	45	29	31	39	42	39	44	44	40	43	34	46	49	39	13	53	43	53	54	56	63	29	60	21	70	67	66	69	73	78	80	0	80	68	77	78	76	77	83	82	84	86	0	79	1	1	1	2	1	2	2	5	2	3	1	1	1	2	1	2	1	3	1	1	2	2	1	1	1	2	1	1	4	1	3	1	1	3	2	1	1	2	1	2	3	3	1	1	2	4	1	1	2	2	1	1	2	1	2	2	3	1	2	4	6	2	3	1	1	3	1	3	2	9	2	2	3	3	3	1	1	1	2	8	1	3	1	2	1	1	1	1	1	4
