step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
1	-12664.566438384012145	-12663.104356299492792	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.272788156924802	0	1	1	1	3	2	3	2	5	4	5	5	5	5	4	5	4	5	5	4	6	7	7	6	5	8	5	6	6	6	9	8	8	9	9	7	8	8	8	9	8	8	10	9	10	9	10	9	11	11	10	11	11	11	12	12	13	13	13	13	13	12	14	14	14	15	15	16	16	16	17	17	18	17	17	17	19	19	21	19	18	20	20	20	20	19	21	23	23	25	22	23	24	24	24	24	24	25	26	27	25	27	27	26	28	28	29	29	28	30	30	31	32	32	33	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	3	2	3	3	3	3	2	3	2	3	3	2	3	4	4	3	3	4	3	3	3	3	5	4	4	5	5	4	4	4	4	5	4	4	5	5	5	5	5	5	6	6	5	6	6	6	6	6	7	7	7	7	7	6	7	7	7	8	8	8	8	8	9	9	9	9	9	9	10	10	11	10	9	10	10	10	10	10	11	12	12	13	11	12	12	12	12	12	12	13	13	14	13	14	14	13	14	14	15	15	14	15	15	16	16	16	17	17
500	-1764.257412517592684	-1761.927956856104402	-2.329455661488216	0.000010046960935	0.000032608827135	3.245640880332405	0.200322814744551	-1	0	1	1	4	2	2	-1	5	3	4	6	5	5	5	5	3	4	6	4	7	7	4	6	6	9	2	6	6	6	9	8	8	9	9	5	5	9	9	8	8	8	11	10	10	9	11	7	11	11	11	9	8	11	13	12	14	14	12	11	14	11	14	14	14	12	15	16	13	16	17	17	18	17	17	14	20	18	22	18	15	20	20	21	20	16	22	24	24	25	23	24	25	24	23	25	25	26	27	27	25	28	28	27	29	29	30	30	29	29	30	32	32	32	34	34	0	1	1	1	2	3	4	0	4	6	1	2	5	2	18	18	8	8	17	8	9	36	10	5	17	17	8	20	16	17	17	23	27	5	9	10	23	13	25	30	18	23	30	27	27	48	32	37	22	30	33	37	37	27	48	53	23	36	33	52	66	0	51	36	54	52	60	33	37	63	44	62	53	52	48	66	69	27	33	69	48	17	68	67	48	48	60	53	81	53	76	52	69	81	81	37	69	69	86	75	81	69	76	86	76	76	76	48	76	69	76	53	86	76	81	76	1	1	1	1	2	1	1	1	2	1	4	3	1	3	1	1	2	3	2	3	1	2	1	2	2	3	2	1	1	2	2	2	3	3	2	1	1	2	2	2	1	2	3	5	5	1	2	2	3	4	1	2	1	6	4	2	7	5	3	1	1	1	2	6	2	1	2	4	4	1	4	5	6	4	7	2	5	9	8	2	8	9	3	4	10	6	8	14	6	14	8	9	8	5	4	12	8	9	8	7	7	14	10	8	9	15	15	19	12	8	8	16	11	14	17	18
1000	-1491.233896394649719	-1488.602135975348801	-2.631760419300889	0.000010016440320	0.000041872443380	4.180371673190792	0.255656917327423	-1	1	1	1	2	3	3	2	4	4	2	5	5	6	5	5	3	5	5	4	7	8	5	7	5	7	5	6	7	6	10	8	7	9	7	7	6	9	8	8	8	7	11	10	10	9	9	7	12	11	10	8	11	11	12	13	14	13	12	12	13	12	15	15	14	14	15	16	13	16	17	18	18	14	17	14	18	20	20	19	15	21	20	21	20	16	22	24	23	26	22	23	25	24	22	25	25	26	27	27	25	28	28	27	29	28	30	30	27	30	29	32	33	33	34	34	0	1	1	1	2	3	4	0	4	6	1	5	2	5	8	17	8	8	17	8	9	10	10	13	17	17	8	20	16	8	17	23	27	5	9	10	23	24	18	30	17	23	17	33	33	37	23	37	36	30	33	37	37	27	52	53	47	36	19	52	53	0	33	36	62	53	52	33	53	63	68	65	66	46	48	69	69	51	54	66	48	54	71	74	52	66	74	69	81	37	86	74	69	75	81	46	86	76	86	81	81	86	86	86	86	53	76	48	66	86	76	48	86	86	81	76	1	1	1	2	1	2	1	1	2	1	2	2	3	3	2	1	1	2	1	2	1	1	1	2	1	2	1	2	2	2	2	2	1	4	2	2	1	1	1	2	4	2	3	2	2	2	3	1	2	2	2	1	2	3	2	1	3	3	5	2	2	1	4	6	1	2	4	5	1	1	1	3	3	3	6	1	3	7	4	2	5	5	1	4	7	1	6	7	5	14	3	6	9	3	4	7	6	10	8	5	6	11	10	7	9	13	11	17	9	7	6	12	10	12	15	16
1500	-1236.331439040112627	-1233.670144769872650	-2.661294270239922	0.000010007478251	0.000042809298691	4.277730874542225	0.322034571257109	-1	1	1	1	3	2	3	1	4	4	5	6	5	6	4	5	2	5	5	4	7	7	5	6	5	7	5	6	6	6	6	8	8	9	9	6	7	8	9	10	9	8	10	9	9	10	10	9	12	9	10	11	11	11	11	12	14	13	13	13	13	12	14	14	14	15	14	15	13	17	17	18	16	14	17	15	19	20	21	19	15	19	21	19	20	16	21	22	22	24	20	24	24	23	23	24	25	26	26	26	25	28	27	27	29	29	28	29	29	30	30	32	33	33	34	34	0	1	1	1	2	3	4	0	4	6	1	5	2	2	8	8	8	17	8	8	9	10	10	13	17	18	17	20	16	8	8	23	27	14	9	10	23	24	25	31	18	23	50	19	27	37	32	37	36	18	27	48	37	44	48	53	47	36	51	52	46	0	54	36	62	61	52	51	53	59	68	65	61	48	48	69	69	59	71	73	60	59	71	74	74	76	74	86	81	48	86	74	86	89	81	81	86	69	86	81	81	86	86	91	86	76	86	48	76	86	86	81	88	91	81	86	1	1	1	1	2	1	1	1	2	1	3	2	2	2	2	3	1	2	2	2	1	2	1	1	2	1	2	1	1	3	2	2	2	2	3	1	1	2	2	2	2	2	1	2	1	2	1	2	4	2	4	2	2	1	1	1	2	3	1	2	2	1	1	4	1	1	2	3	1	2	1	2	3	3	5	1	3	2	2	2	1	2	2	3	3	1	5	6	3	7	3	6	4	1	4	3	5	9	4	6	5	8	7	6	8	10	9	10	10	6	9	11	9	9	15	14
2000	-1090.466906158848587	-1087.953133617527328	-2.513772541321151	0.000010102336726	0.000038413450419	3.802432195754905	0.411422469885473	-1	0	1	1	3	3	3	2	4	4	5	6	5	5	5	5	4	3	4	3	6	8	6	6	5	8	6	7	6	6	8	8	5	9	8	7	7	9	8	10	7	9	11	10	11	10	9	9	11	9	9	11	10	12	12	13	14	12	13	13	12	13	13	14	14	15	14	15	14	16	17	17	16	15	17	15	19	17	21	19	16	20	20	20	20	16	20	23	23	25	20	23	21	25	24	22	24	26	27	27	25	25	27	25	28	29	30	30	29	31	31	31	33	32	34	34	0	1	1	1	2	3	4	0	4	6	1	2	2	2	8	17	8	8	8	8	9	36	10	13	18	18	19	20	16	17	17	23	19	5	9	10	23	24	25	30	18	23	50	33	27	37	23	37	36	30	33	37	48	51	48	52	47	36	51	46	53	0	44	49	62	61	48	51	61	51	63	65	61	67	60	69	69	59	71	73	46	78	71	74	74	76	74	86	81	85	86	84	86	96	81	81	91	86	91	89	81	86	91	93	86	102	93	81	86	91	76	96	102	104	81	86	1	1	1	1	3	2	1	1	1	1	3	3	2	3	2	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	1	3	2	1	1	2	2	2	2	2	1	2	2	3	1	2	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	2	1	2	2	4	1	3	2	2	2	1	3	1	2	2	3	2	3	2	2	3	3	1	3	4	3	4	3	3	3	2	4	3	2	5	3	3	6	8	4	3	7	3	5	11	7	5	9	5	6	3	15	14
2500	-964.642868029391252	-962.659624820070917	-1.983243209320387	0.000010152792789	0.000023333587616	2.298243261859776	0.389326147398652	-1	1	1	1	3	2	4	2	4	4	5	5	6	4	4	6	5	5	4	4	7	6	6	6	5	8	5	6	7	7	7	8	8	10	9	7	8	8	7	9	8	9	11	9	10	10	11	10	11	10	10	11	12	12	13	12	14	14	13	13	13	11	13	14	13	15	15	17	15	16	16	17	17	17	17	16	19	17	21	19	15	20	21	21	21	18	21	20	22	25	22	23	23	25	23	24	25	26	27	26	26	27	28	26	28	28	30	30	28	30	30	30	33	33	34	34	0	1	1	1	2	3	4	0	4	6	1	2	2	2	8	8	8	8	8	8	9	10	10	14	8	18	19	20	16	25	8	23	27	5	9	22	23	24	25	30	18	32	50	27	44	37	32	37	36	18	19	37	52	51	48	46	47	49	33	48	53	0	44	49	62	53	60	63	53	44	51	65	66	60	67	69	69	59	71	73	60	70	71	74	74	76	74	69	81	84	86	85	86	89	81	89	91	93	91	89	89	88	99	91	88	102	98	81	88	104	88	101	109	99	81	88	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	2	2	2	1	1	2	1	1	1	2	2	1	1	1	1	2	2	1	4	2	1	1	2	1	2	2	1	1	3	1	2	2	2	2	2	4	2	1	1	2	1	1	2	3	2	1	1	2	2	1	1	1	2	2	3	3	3	1	2	1	1	2	2	3	2	1	2	2	3	2	1	2	3	3	1	2	1	4	2	4	1	2	2	3	2	3	6	1	2	4	1	3	11	5	3	6	3	4	3	15	12
3000	-946.737743050812696	-944.520240768903818	-2.217502281908892	0.000010423958536	0.000030501922878	2.926136243977203	0.549049235338957	0	1	1	2	4	2	3	1	5	5	3	6	5	5	4	4	2	4	6	4	7	7	6	7	4	8	5	6	6	6	9	8	9	10	9	8	7	9	9	10	7	7	11	9	10	10	10	10	11	8	10	11	9	11	12	12	13	13	13	14	13	12	13	14	13	15	15	15	15	16	17	18	17	17	15	17	19	18	21	20	16	21	21	21	20	19	22	21	20	25	20	24	25	22	24	25	23	25	25	28	26	27	27	26	29	29	30	29	29	27	29	31	33	31	34	32	0	1	1	1	2	3	4	0	4	6	1	5	5	2	17	17	8	8	17	8	9	10	10	13	8	19	18	20	16	18	17	23	27	5	9	22	23	24	25	30	18	23	50	27	44	37	32	37	36	30	33	37	37	44	37	53	47	36	44	53	53	0	33	58	62	61	52	63	61	63	63	65	61	60	46	69	69	68	71	73	60	78	71	85	74	76	84	86	81	84	86	84	88	89	89	94	86	88	91	89	94	86	99	99	93	102	98	89	88	99	98	101	109	110	75	86	1	1	1	1	2	1	1	1	2	2	2	2	1	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1	2	4	1	2	3	2	1	1	2	2	2	2	1	2	2	1	2	1	2	2	1	1	2	2	1	2	2	2	3	2	2	2	1	2	1	1	1	2	1	1	2	2	4	2	2	2	1	2	1	3	1	1	2	3	1	2	1	1	1	3	2	1	2	2	1	3	2	2	2	3	2	2	5	1	1	2	1	2	7	6	1	3	3	2	1	14	8
3500	-858.292210251715233	-856.269929118888399	-2.022281132826837	0.000010730078053	0.000025745688380	2.399394324174167	0.573879418746315	-1	1	1	2	4	3	4	2	4	4	4	4	4	4	4	5	4	3	5	4	6	5	6	5	4	9	4	7	7	5	7	8	7	9	7	8	8	9	8	10	7	8	8	9	11	9	10	10	10	11	11	11	11	11	12	12	13	12	13	14	14	12	12	13	14	15	15	16	16	16	18	17	18	17	17	17	18	20	20	19	19	20	21	19	19	19	21	22	21	25	21	23	24	22	24	24	23	26	25	28	25	27	28	26	29	28	30	29	27	29	31	30	32	32	34	32	0	1	1	1	2	3	4	0	4	6	1	2	2	2	8	8	8	8	8	18	9	10	10	13	18	17	8	20	16	18	18	23	27	5	9	22	23	24	25	43	18	23	30	33	44	37	42	37	36	30	33	48	37	44	48	37	47	36	51	48	53	0	51	58	62	61	52	63	66	59	63	65	61	67	60	69	69	70	71	73	67	59	71	74	74	76	84	86	81	84	69	84	88	89	81	94	91	88	91	89	94	88	99	99	98	102	98	96	91	99	98	101	109	110	101	102	1	2	2	2	2	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	3	2	1	1	1	1	2	2	2	1	2	2	1	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	2	1	1	2	4	3	1	2	2	1	2	1	2	3	3	1	1	4	2	1	2	1	3	2	2	2	1	2	1	3	3	3	2	2	2	2	2	6	2
4000	-806.739459110979283	-805.050157627785325	-1.689301483193933	0.000010954659050	0.000017191444774	1.569327232904817	0.607499309959785	-1	1	1	1	3	2	3	2	5	4	5	5	6	5	4	5	4	5	5	4	7	6	5	7	6	8	6	6	6	7	8	8	7	10	9	7	7	9	8	10	9	7	10	9	11	9	10	10	10	12	10	10	11	11	12	12	13	13	13	13	13	13	14	15	14	15	15	17	16	15	18	17	18	17	17	17	18	19	21	19	17	20	21	18	20	20	22	23	21	25	23	23	24	22	23	25	25	24	25	26	26	28	28	27	28	29	30	30	28	29	31	30	33	33	33	34	0	1	1	1	2	3	4	0	4	6	1	2	2	2	8	17	8	8	17	8	9	10	10	13	17	18	19	20	16	18	8	23	27	14	21	22	23	24	25	30	31	23	30	33	44	37	32	37	36	43	33	37	48	33	48	53	47	36	44	52	52	0	33	49	62	61	60	63	66	63	63	65	66	60	60	69	69	70	71	73	67	78	71	74	74	76	85	86	81	84	86	74	86	89	81	89	91	86	91	95	94	98	104	99	98	109	98	101	98	104	105	101	102	110	108	109	1	2	1	1	2	1	1	1	2	1	2	2	3	2	2	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	3	3	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	3	1	1	2	2	1	2	2	2	2	1	1	3	2	1	1	1	2	1	1	2	2	1	2	2	1	2	2	1	1	1	1	2	1	2	2	1	1	3	3	2	2	2	1	3	3	1	2	1	2	2	3	1	1	2	1	3	3	4	2	2	2	2	2	2	4
4500	-754.422281423725622	-752.697355592266035	-1.724925831459596	0.000012089787729	0.000020016058769	1.655617056140878	0.635121430845868	-1	1	1	1	3	3	3	2	4	4	5	5	5	5	3	4	4	6	6	4	5	6	7	7	6	9	5	6	6	5	9	8	6	10	9	7	8	9	8	10	8	9	11	10	11	10	11	9	11	9	9	11	11	10	11	11	13	14	14	14	12	12	14	14	15	15	15	16	17	16	17	18	18	16	17	18	19	19	21	20	18	20	19	20	20	19	22	23	21	24	22	24	25	25	25	24	25	24	24	28	26	27	27	26	28	29	30	29	29	31	31	31	31	32	33	33	0	1	1	1	2	3	4	0	4	6	1	5	5	2	8	8	8	17	17	8	9	10	10	14	17	18	8	20	16	8	17	23	27	14	9	22	23	24	25	50	17	32	50	33	33	37	23	37	36	30	33	48	48	33	48	37	47	36	51	37	53	0	51	49	62	61	53	44	66	59	63	65	66	60	67	69	76	59	71	73	75	70	71	74	74	76	84	86	81	84	86	84	88	89	89	89	91	88	88	96	89	98	99	99	98	102	105	96	102	104	105	108	102	110	112	113	1	1	1	1	1	2	1	1	2	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	2	1	1	2	3	1	2	1	3	2	2	1	1	2	1	1	1	3	2	4	1	1	2	1	2	2	2	2	1	1	3	2	2	1	1	1	1	2	2	1	1	2	1	2	2	1	2	3	2	2	2	2	1	2	1	3	2	1	1	2	2	2	1	2	2	1	1	4	1	2	2	1	2	1	1	2
