step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
1	-773.165181414395420	-782.216024794846817	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.842808161734207	0	8	3	5	10	19	9	7	13	10	15	18	11	12	11	17	15	11	13	11	18	9	19	13	26	21	14	18	19	21	23	18	17	17	24	17	16	19	16	13	14	18	19	19	23	21	23	15	20	20	18	17	20	25	28	28	18	25	22	26	18	20	21	27	24	23	19	21	22	25	22	25	36	21	27	27	24	24	33	28	25	31	36	32	28	37	35	51	47	39	44	56	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-458.812926729162371	-467.863770109613711	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991614051810673	-1	5	2	5	11	15	12	5	12	11	16	15	6	9	10	13	15	11	12	10	17	10	17	7	24	17	8	14	13	20	19	12	15	17	25	16	11	19	16	5	11	20	16	15	27	10	19	9	12	23	10	16	21	28	31	22	16	20	22	27	19	16	20	27	26	18	19	19	25	25	23	21	28	23	26	23	24	21	27	29	26	29	38	33	30	37	31	42	43	35	39	51	0	1	1	1	48	14	15	1	1	2	48	40	1	4	3	13	14	2	24	8	19	8	15	3	47	18	3	3	46	28	12	2	22	9	42	20	3	29	37	3	4	17	18	41	51	13	16	40	8	16	40	10	12	68	63	51	24	13	16	56	17	5	19	59	31	49	5	57	72	66	16	15	17	23	58	21	21	17	36	76	11	34	87	82	61	87	56	83	80	56	85	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-484.024108597929740	-493.074951978381080	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968271464932846	-5	8	0	5	10	14	14	9	7	12	14	11	11	3	13	15	13	11	2	11	20	9	16	13	25	23	12	17	21	12	22	16	17	15	20	10	6	21	8	15	13	5	19	17	16	23	25	10	12	21	20	16	19	24	14	31	23	22	23	25	16	17	22	29	24	20	17	21	21	26	18	26	38	22	26	20	26	20	32	24	23	18	37	11	27	35	37	47	45	31	42	55	0	19	1	3	19	5	42	19	19	5	2	9	39	1	13	9	3	19	1	39	11	19	8	13	82	62	2	2	16	14	43	4	13	14	5	42	19	24	14	20	8	1	10	39	19	28	45	19	36	40	44	20	22	35	12	63	21	62	62	34	2	19	30	35	53	39	13	20	34	39	36	45	56	17	26	40	53	15	63	67	78	55	65	19	51	57	85	87	83	50	86	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-474.706296202929138	-483.757139583380479	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998320834077505	-5	6	3	4	12	18	12	7	9	11	15	13	12	13	0	12	5	5	14	14	17	1	15	4	27	18	11	21	21	22	22	21	15	15	26	16	19	10	17	10	18	18	19	14	26	18	21	11	6	9	18	17	22	17	26	26	9	21	21	28	18	21	15	29	25	22	17	14	18	24	20	25	38	15	24	27	25	21	33	30	17	23	36	31	32	37	28	46	33	38	32	44	0	18	15	15	24	19	18	4	4	49	8	17	8	9	1	24	22	15	27	15	40	1	15	1	53	49	18	34	7	54	68	74	22	9	82	5	20	2	13	18	40	12	33	18	43	10	5	2	24	22	27	19	9	12	62	29	4	63	7	58	17	74	3	28	21	5	13	40	11	41	5	62	85	17	26	71	71	24	58	78	10	69	60	56	77	64	66	90	76	89	87	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-480.129660012153977	-489.180503392605317	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995924190263710	-4	6	0	8	4	19	2	10	16	9	14	4	12	14	5	17	12	12	11	9	12	10	15	12	22	17	13	17	16	14	19	14	19	14	20	21	16	22	16	3	9	19	17	16	20	22	26	12	22	20	20	20	20	15	26	20	16	24	18	28	15	17	22	27	24	22	23	21	24	25	21	22	39	17	28	26	19	27	25	21	18	29	33	25	26	29	39	32	48	36	42	59	0	7	1	5	7	9	1	12	27	5	10	3	20	19	3	21	15	4	20	5	2	12	30	12	14	24	41	30	22	22	19	3	11	22	16	61	24	19	10	3	2	13	32	5	59	41	23	3	28	34	29	23	21	15	9	19	19	16	13	52	41	5	29	58	53	42	81	27	6	66	57	23	70	19	52	72	21	48	45	39	17	80	79	50	68	56	64	79	90	83	35	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-506.529158453437788	-515.580001833889128	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994364956903358	-8	6	0	7	8	21	3	-2	11	2	17	9	-3	13	6	19	16	12	11	2	19	8	21	12	22	22	17	19	16	21	22	4	20	11	16	16	15	18	13	8	7	6	15	15	20	15	22	15	13	14	15	19	16	12	24	22	15	26	15	23	16	17	13	26	21	20	11	19	22	24	19	24	26	21	31	27	23	21	35	31	27	33	33	28	29	37	38	41	34	36	40	50	0	13	1	10	8	11	1	1	15	1	20	2	1	13	7	24	7	3	15	13	15	10	35	40	11	11	34	53	67	46	17	20	37	2	15	39	67	40	15	7	7	8	5	34	46	39	29	32	3	34	40	41	20	32	46	39	2	65	42	36	3	37	32	78	49	11	10	29	18	36	20	68	74	22	21	36	14	38	58	50	29	77	26	4	38	71	82	76	76	26	71	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-461.790059972942402	-470.840903353393742	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996920603308520	-5	6	0	6	11	19	6	3	12	8	13	13	14	16	10	18	3	11	11	11	15	1	18	9	15	20	11	17	19	13	23	18	15	18	20	17	16	23	15	15	9	17	22	23	22	23	21	18	21	18	19	18	13	12	28	27	16	27	23	28	20	23	19	27	23	14	18	15	25	23	25	26	36	25	28	27	21	26	28	25	28	27	39	29	27	36	34	50	47	36	40	57	0	3	1	3	2	24	1	22	4	22	18	2	41	20	3	30	22	22	2	8	41	1	9	17	20	11	41	54	24	19	40	41	12	19	5	19	5	67	24	17	8	15	25	36	51	6	5	30	20	11	12	18	24	7	72	46	41	45	11	59	33	48	14	67	23	4	5	18	33	51	63	12	75	16	35	35	42	38	51	6	57	45	52	58	67	69	79	91	73	58	86	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-478.827268273739264	-487.878111654190604	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994980548768772	-4	12	3	6	9	15	7	10	16	6	18	21	8	9	13	15	11	10	8	9	19	1	15	15	20	21	17	14	21	10	26	13	18	18	23	17	13	11	17	16	9	20	22	14	24	9	24	16	21	6	14	17	22	26	29	29	20	24	15	27	20	15	19	27	16	12	22	18	24	24	21	17	32	24	22	26	25	25	34	26	22	32	36	32	26	35	33	48	34	27	43	55	0	8	1	1	3	8	22	3	10	22	32	48	4	4	14	37	10	13	3	22	32	1	50	38	30	16	10	1	19	50	44	38	41	38	63	20	4	50	51	15	4	65	9	8	36	22	48	8	24	22	19	32	6	23	26	80	11	20	3	12	8	41	44	11	37	20	44	15	44	12	17	38	90	24	7	24	62	48	64	29	9	78	31	12	36	70	77	91	59	35	82	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-469.993130295062542	-479.043973675513882	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991538666049478	-5	8	2	6	8	21	4	8	10	11	17	22	7	16	12	17	11	13	16	10	16	3	10	15	27	16	16	19	21	22	24	19	19	14	21	17	19	22	18	12	11	17	16	20	16	21	23	11	20	23	18	16	22	26	21	23	13	23	26	21	16	17	19	28	24	19	19	19	19	27	18	24	40	22	24	29	16	22	35	26	27	32	34	23	26	36	27	51	41	35	40	54	0	3	1	3	7	45	1	4	4	7	34	62	22	17	22	48	5	9	5	22	13	1	13	8	60	48	48	24	36	11	52	24	5	2	8	40	52	34	15	1	13	20	15	15	41	36	29	5	26	27	17	34	77	43	9	41	7	48	74	16	5	48	26	31	63	7	23	23	16	26	34	9	83	61	6	46	41	52	60	77	8	49	33	16	67	70	52	89	70	6	80	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-480.031430620823471	-489.082274001274811	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994858374503227	-8	8	0	5	8	19	4	2	14	8	9	13	11	11	7	18	16	11	14	12	22	4	19	7	27	21	16	18	13	19	26	12	15	17	19	15	15	13	15	14	14	10	17	8	13	12	12	16	19	17	7	15	21	24	22	21	19	18	22	24	13	15	17	25	18	19	17	19	22	22	19	25	33	25	20	28	25	24	36	26	25	31	22	31	28	33	23	50	44	41	37	54	0	24	1	8	4	18	8	3	11	7	8	14	8	51	8	20	38	22	15	8	47	1	32	3	60	43	5	9	10	24	43	8	4	62	14	20	42	7	2	51	2	2	20	7	24	8	7	20	39	14	1	7	36	61	65	9	44	32	43	62	2	38	45	67	41	40	46	38	65	30	36	27	43	62	13	69	48	9	84	66	58	46	27	81	49	80	32	89	86	73	73	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
