"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"508a1b93a8","zuper",92,0.593406593406593,0.566071428571429,3.24714673913043,NA,1,1,0.0108365936818816
