"","type","n","prop.ances.ok","msup.ances","msup.kappa","merr.date","prop.imp.ok","mu.ok","mu1.ok","mu2.ok","merr.pi","time"
"40fbfe5a24","mu1-0.0002-fixedMu",109,0.780952380952381,0.494702380952381,0.588188073394495,0.81920871559633,1,1,1,1,0.341006905183847,1823
