step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10
1	-203.123114333346649	-209.978602284306021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662959599268025	2	5	9	9	14	18	19	23	25	27	0	1	1	1	1	1	1	1	1	1	1	2	4	4	6	8	9	11	12	13
500	-57.834583155395180	-64.690071106354551	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539330359174924	3	5	8	9	14	16	20	23	25	26	0	1	1	2	4	5	6	7	8	8	1	1	3	3	2	1	2	2	1	1
1000	-61.894352727217026	-68.749840678176398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539104435344872	2	5	10	9	14	18	20	24	25	26	0	1	4	2	4	5	6	7	6	6	1	1	1	2	3	3	1	3	4	4
1500	-55.944393652891726	-62.799881603851098	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401579524283104	3	5	9	9	14	18	19	24	26	28	0	1	2	2	4	5	6	7	8	8	1	1	2	2	3	1	1	2	1	3
2000	-54.766856558480825	-61.622344509440197	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.627463625210464	2	5	7	9	14	18	20	23	26	26	0	1	2	3	4	5	6	7	7	8	1	1	1	1	2	2	1	1	2	1
2500	-65.135131047688830	-71.990618998648202	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511074764306024	2	5	9	7	13	18	19	22	26	27	0	1	4	2	3	5	5	6	8	7	1	2	2	1	1	3	3	2	2	4
3000	-56.740878933150562	-63.596366884109933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797235864209291	1	6	10	8	14	17	20	24	25	27	0	1	4	2	4	5	6	7	7	9	1	3	1	1	2	1	1	2	2	1
3500	-57.094393687372275	-63.949881638331647	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.730722444078136	1	5	7	9	14	18	20	23	23	26	0	1	2	2	4	5	6	7	7	8	1	3	1	2	2	2	1	1	1	2
4000	-61.585521085213514	-68.441009036172886	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629575322797238	3	4	9	9	14	17	20	22	25	26	0	1	2	2	4	5	6	7	7	8	1	1	3	2	2	1	2	2	3	2
4500	-58.968933900325197	-65.824421851284569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477803981099950	3	5	8	8	15	17	20	23	25	28	0	1	2	2	4	5	6	7	7	8	1	1	2	2	4	1	1	2	3	3
5000	-52.756315637038618	-59.611803587997990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.974054194703196	3	5	9	10	15	17	19	23	25	27	0	1	2	3	4	5	6	7	8	9	1	1	1	1	2	1	1	2	1	1
5500	-58.652640755263079	-65.508128706222450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.736340337191142	2	5	9	8	13	18	19	22	24	26	0	1	4	2	4	5	6	7	8	9	1	1	1	1	2	3	1	2	1	1
6000	-66.083171469390749	-72.938659420350120	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498205954844087	2	4	9	10	15	19	18	23	26	27	0	1	1	2	4	7	5	7	8	6	1	1	3	2	3	1	2	3	1	5
6500	-54.903201857879040	-61.758689808838412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546568003324782	3	5	10	8	14	18	19	24	25	28	0	1	4	2	4	5	6	7	7	8	1	1	1	2	2	2	1	2	4	2
7000	-60.127501370885540	-66.982989321844912	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.435326309869353	3	6	10	10	14	17	19	23	25	27	0	1	2	2	4	5	6	7	7	7	1	2	1	2	2	2	2	2	2	4
7500	-55.544647142273305	-62.400135093232677	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714491807133090	3	4	9	8	14	19	17	23	24	28	0	1	4	2	4	7	5	6	8	8	1	1	1	2	3	1	1	2	1	2
8000	-58.764103762463861	-65.619591713423233	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418803675679338	2	6	10	9	14	17	19	24	26	27	0	1	2	2	4	5	6	7	8	6	1	2	1	2	2	2	1	2	2	4
8500	-63.570024433238970	-70.425512384198342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657120129384355	3	5	9	9	15	18	20	23	26	28	0	1	2	2	4	5	6	6	8	7	1	1	2	2	2	2	2	3	1	5
9000	-57.514359622049028	-64.369847573008400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663378162078124	3	6	9	10	13	17	19	24	26	27	0	1	2	3	4	5	6	6	8	8	1	1	1	1	2	2	1	2	1	1
9500	-63.770896326270488	-70.626384277229860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580282302421706	1	4	9	10	14	18	19	23	26	26	0	1	2	3	3	5	6	7	8	7	1	1	2	1	3	2	1	1	1	5
10000	-62.347163988422793	-69.202651939382164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.442661161668297	2	5	10	9	15	18	20	24	26	27	0	1	2	2	3	5	6	7	7	8	1	1	2	1	3	2	1	3	3	2
10500	-57.754106890685051	-64.609594841644423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.345515357392601	3	5	9	9	14	17	19	23	25	28	0	1	2	2	4	5	6	6	7	8	1	1	2	2	2	2	1	2	2	3
11000	-67.756870798294017	-74.612358749253389	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631822858289150	2	6	7	9	13	19	18	23	25	28	0	1	2	2	4	7	5	7	8	9	1	2	1	1	1	1	3	4	1	1
11500	-65.126344418372639	-71.981832369332011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.393349639147419	0	5	9	8	12	17	19	23	26	27	0	1	4	2	2	5	6	7	8	8	1	3	1	2	5	2	1	3	1	2
12000	-58.412680733638936	-65.268168684598308	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733556885005513	3	5	10	9	14	19	18	24	25	28	0	1	4	2	4	7	5	6	8	8	1	1	1	1	2	1	2	1	1	1
12500	-52.989666805104697	-59.845154756064069	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740932834574186	2	6	9	8	13	18	20	23	25	28	0	1	4	2	4	5	6	7	8	8	1	2	1	2	2	2	1	1	1	2
13000	-56.262102772330508	-63.117590723289879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522605326170647	3	5	8	10	14	18	19	24	26	27	0	1	2	3	4	5	6	7	8	8	1	1	2	1	2	2	1	3	2	2
13500	-58.766565693945182	-65.622053644904554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523203898051017	2	6	7	7	14	17	20	23	24	27	0	1	2	2	4	5	6	7	8	8	1	2	1	1	3	1	1	2	1	2
14000	-57.748689152465417	-64.604177103424789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.837275877095541	3	5	9	8	15	18	20	23	24	26	0	1	4	2	4	5	6	6	7	8	1	1	1	2	3	2	1	2	2	1
14500	-55.310140097573694	-62.165628048533065	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677585994073469	3	5	8	10	14	17	19	22	25	24	0	1	2	3	4	5	6	7	7	8	1	1	1	1	2	1	1	2	3	1
15000	-57.177115574920506	-64.032603525879878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495328101238481	0	6	9	8	13	18	19	23	24	27	0	1	4	2	2	5	6	7	8	8	1	3	1	1	4	2	1	2	1	2
15500	-64.725577341101712	-71.581065292061083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.360647047585136	3	5	9	8	14	18	19	23	25	26	0	1	4	2	4	5	5	7	8	6	1	1	1	2	4	1	2	2	2	3
16000	-61.981289943424372	-68.836777894383744	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429745645297139	2	5	8	9	14	19	19	24	25	27	0	1	2	2	4	5	5	7	8	8	1	1	2	2	3	3	3	3	1	2
16500	-56.951224390572207	-63.806712341531579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701825943614263	2	5	8	9	15	18	20	24	25	28	0	1	2	2	4	5	6	7	7	9	1	1	1	2	3	2	1	2	2	1
17000	-53.674679081655711	-60.530167032615083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638914124409996	3	5	7	9	13	17	19	23	25	27	0	1	2	3	4	5	6	7	8	8	1	1	1	1	3	2	1	2	1	2
17500	-58.834742551211647	-65.690230502171019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.657434840750291	3	4	8	7	14	17	19	24	26	27	0	1	4	2	4	5	6	7	8	8	1	1	1	1	4	1	1	2	1	2
18000	-53.150000018689468	-60.005487969648840	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754500083739915	3	6	8	9	14	17	19	23	24	27	0	1	2	3	4	5	6	7	8	8	1	1	1	1	3	1	1	2	1	2
