step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12
5000	-23.344710749168886	-30.200198700128258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.939149637891715	0	3	7	5	5	8	9	7	10	7	9	11	0	1	5	2	2	4	8	4	7	5	3	11	1	1	1	1	1	1	1	1	1	1	1	1
5500	-40.078813400827670	-46.934301351787042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489568990800293	-1	1	6	5	5	4	8	7	9	9	9	9	0	1	6	6	2	2	8	5	2	4	8	6	1	1	1	1	2	1	1	1	4	2	1	3
6000	-30.094776239201259	-36.950264190160631	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696096681475766	0	3	7	5	5	6	9	7	10	10	8	12	0	1	4	2	2	2	5	5	4	7	6	10	1	1	1	1	1	2	1	1	3	1	1	1
6500	-25.347426768160595	-32.202914719119967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.882608252424659	-1	3	6	5	6	6	8	8	9	8	8	10	0	1	2	2	2	2	6	5	6	3	6	10	1	2	1	1	1	1	1	1	1	1	1	1
7000	-22.672631792915414	-29.528119743874786	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.958486942684378	0	3	7	6	5	8	8	7	10	9	8	11	0	1	5	2	2	4	3	4	6	7	3	10	1	1	1	1	1	1	1	1	1	1	1	1
7500	-32.303448990420094	-39.158936941379466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.651055552274346	0	3	7	5	5	7	9	8	9	9	7	12	0	1	5	2	2	4	4	3	11	4	4	10	1	1	1	1	1	2	2	1	2	1	1	1
8000	-28.181933878390495	-35.037421829349867	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831324187538248	-1	3	7	5	5	7	8	7	10	9	9	13	0	1	5	2	2	4	6	4	6	4	4	11	1	1	1	1	1	1	1	1	2	2	1	2
8500	-21.392898789006679	-28.248386739966051	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.972106327532005	0	3	7	5	6	7	9	7	10	8	8	12	0	1	5	2	4	5	3	4	10	8	4	9	1	1	1	1	1	1	1	1	1	1	1	1
9000	-29.530704229065705	-36.386192180025077	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831945137200512	-1	3	6	5	5	6	8	5	9	10	8	12	0	1	2	2	2	5	8	1	11	7	4	10	1	2	2	1	1	1	1	3	1	1	1	1
9500	-42.217056190522456	-49.072544141481828	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491258660500702	-1	1	6	5	4	6	5	7	9	9	8	12	0	1	5	5	1	1	5	4	3	8	3	10	1	1	1	1	2	2	1	1	1	1	1	2
10000	-26.395044049797370	-33.250532000756742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822323756279628	0	2	7	6	5	7	8	7	10	9	7	12	0	1	5	5	2	5	8	5	10	6	5	10	1	1	1	1	2	1	1	1	1	1	1	1
10500	-23.276065148145101	-30.131553099104472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.953730619440647	0	3	6	6	5	6	8	7	8	9	8	11	0	1	5	2	2	5	3	5	4	8	5	7	1	1	1	1	1	1	1	1	1	1	1	1
11000	-30.033581613530629	-36.889069564490001	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900682983352747	-1	3	5	5	6	7	9	7	10	8	7	13	0	1	2	2	4	4	4	5	10	6	2	9	1	1	1	1	1	1	2	1	1	1	2	1
11500	-42.418187335111945	-49.273675286071317	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598779279956704	-1	3	7	6	4	6	8	8	9	8	9	12	0	1	2	5	1	2	6	2	2	2	7	4	1	2	1	1	3	1	1	3	3	1	1	3
12000	-24.091300636134513	-30.946788587093884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.829310657395062	0	3	7	5	5	8	7	7	9	10	8	11	0	1	5	2	2	3	4	5	3	11	4	10	1	1	1	1	1	1	1	1	1	1	2	1
12500	-31.634099428190886	-38.489587379150258	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556088224959085	-2	3	7	5	5	7	8	6	8	9	7	11	0	1	4	1	2	5	8	2	8	3	5	9	1	3	1	4	1	1	1	1	1	1	1	2
13000	-34.768670618115465	-41.624158569074837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601320148507688	-1	3	6	6	5	7	9	7	9	9	8	11	0	1	5	2	2	2	11	2	11	8	4	9	1	1	1	2	1	1	1	2	1	2	1	2
13500	-40.946764161872409	-47.802252112831781	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.768303665552681	0	3	7	5	5	7	8	8	9	8	9	12	0	1	4	2	1	5	5	4	1	2	4	10	1	2	1	1	3	1	1	2	2	2	2	2
14000	-41.369603343818341	-48.225091294777712	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678188042208831	0	4	4	5	5	8	6	7	9	9	9	10	0	1	1	3	1	7	4	3	3	8	5	9	1	1	2	1	2	1	1	2	3	1	1	1
14500	-29.119940197849289	-35.975428148808660	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.859069209775971	-1	2	7	4	5	7	7	6	9	9	8	12	0	1	5	2	4	5	5	4	6	4	7	7	1	1	1	1	1	1	1	1	1	2	1	3
15000	-25.520624792093926	-32.376112743053298	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.895976674911550	-1	2	7	6	4	7	9	8	9	10	9	12	0	1	4	5	2	4	6	4	6	9	6	9	1	1	1	1	1	1	1	1	1	1	1	1
15500	-33.542221679511542	-40.397709630470914	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713581184413194	-1	3	6	4	5	7	8	6	9	6	9	11	0	1	4	1	4	10	4	5	3	4	8	11	1	2	1	3	1	1	2	1	1	1	1	1
16000	-30.108743678800657	-36.964231629760029	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598481371725382	-1	4	7	5	5	7	7	8	8	9	9	12	0	1	5	2	2	5	4	3	4	4	8	6	1	2	1	1	1	1	1	1	1	2	1	2
16500	-29.077456203963919	-35.932944154923291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649826868208312	-1	3	7	5	5	8	9	7	7	8	7	10	0	1	4	2	2	9	3	5	4	3	4	10	1	1	1	1	1	1	1	1	1	1	1	1
17000	-31.025484978747357	-37.880972929706729	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878391242400831	-1	2	7	4	6	6	9	8	10	8	9	13	0	1	6	2	4	4	5	4	10	6	8	9	1	2	1	1	1	1	1	2	1	1	1	1
17500	-24.664768886732233	-31.520256837691605	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765592665805910	-1	3	5	5	5	8	7	6	9	10	8	12	0	1	2	2	2	5	5	2	8	11	8	9	1	2	1	1	1	1	1	1	1	1	1	1
18000	-29.783726165814862	-36.639214116774234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.937375214081166	0	3	4	5	6	7	9	6	9	10	8	11	0	1	2	3	2	4	6	3	11	11	5	9	1	1	1	1	2	1	1	1	1	1	1	1
18500	-21.931441335774046	-28.786929286733418	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693572515811724	0	3	6	5	5	7	7	7	9	8	8	11	0	1	4	2	2	5	5	4	8	8	7	9	1	1	1	1	1	1	1	1	1	1	1	1
19000	-23.424312860438768	-30.279800811398140	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.973067900386075	-1	3	6	5	5	7	7	7	10	8	8	10	0	1	5	2	2	4	3	3	10	4	3	11	1	1	1	1	1	1	1	1	1	1	1	1
19500	-26.731639845111857	-33.587127796071229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.792018355992587	-1	3	6	4	6	8	9	8	9	9	7	12	0	1	4	2	4	11	11	5	8	11	4	8	1	2	1	1	1	1	1	1	1	1	1	2
20000	-21.759385129122279	-28.614873080081651	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.952515240760851	-1	3	4	5	6	7	8	7	9	10	9	11	0	1	2	2	3	4	6	5	6	7	6	9	1	1	1	1	1	1	1	1	1	1	1	1
20500	-39.220219349658521	-46.075707300617893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706139081444557	-1	3	7	4	5	7	6	7	7	10	8	13	0	1	7	2	2	7	4	1	2	9	3	6	1	2	1	1	1	1	1	3	2	1	1	3
21000	-20.488912169486987	-27.344400120446359	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.977400104595825	0	3	6	4	5	8	8	6	10	9	8	12	0	1	5	2	2	3	3	4	11	6	8	9	1	1	1	1	1	1	1	1	1	1	1	1
21500	-34.292288367298930	-41.147776318258302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689767112461626	0	3	6	5	5	8	8	6	10	9	8	11	0	1	5	1	2	3	4	1	8	7	5	10	1	2	1	3	1	1	1	3	3	1	1	1
22000	-26.836219081552308	-33.691707032511680	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.871953143356957	0	2	6	5	4	7	7	6	9	10	8	11	0	1	5	5	2	4	8	5	4	11	3	9	1	1	1	1	1	1	1	1	1	1	1	1
22500	-35.253502906944519	-42.108990857903891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767557237895475	0	3	6	6	5	7	8	7	10	10	8	12	0	1	5	2	1	5	3	3	8	2	8	10	1	1	1	1	2	2	1	1	2	3	1	1
23000	-24.110542004984403	-30.966029955943775	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.869091973408219	0	3	6	5	5	7	8	6	9	9	8	11	0	1	5	2	2	5	4	4	7	7	8	10	1	1	1	1	1	1	1	1	1	1	2	1
23500	-25.640068092784119	-32.495556043743491	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.953060518221624	0	4	6	6	5	7	8	8	9	9	9	12	0	1	2	2	2	4	3	4	6	4	8	8	1	1	1	1	1	1	1	1	1	2	1	1
24000	-31.803314275852983	-38.658802226812355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816853363703167	0	4	6	4	6	8	7	8	9	10	9	12	0	1	4	1	2	7	3	5	6	6	7	4	1	2	1	2	1	1	1	1	1	1	1	4
24500	-35.969189226120811	-42.824677177080183	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.738022798057685	0	3	6	4	5	5	7	8	10	10	9	13	0	1	6	1	2	2	6	3	3	8	7	6	1	2	1	3	1	1	1	1	2	1	1	3
25000	-22.860623267434249	-29.716111218393621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.815408823547160	0	3	6	4	5	8	8	6	9	10	8	12	0	1	4	2	2	8	3	4	7	6	5	11	1	1	1	1	1	1	1	1	1	1	1	2
25500	-30.043361461188155	-36.898849412147527	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892064631579365	-1	3	7	5	5	7	7	6	7	9	8	12	0	1	4	2	2	5	2	4	2	11	3	11	1	1	1	1	1	1	2	1	2	1	1	2
26000	-31.766908211522825	-38.622396162482197	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.865097533618631	0	4	6	6	5	7	9	8	7	9	8	11	0	1	5	2	2	5	6	2	4	9	4	7	1	1	1	1	1	1	1	1	1	2	1	1
26500	-23.732116685184458	-30.587604636143830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.965429510941419	0	3	5	5	6	7	8	7	10	9	9	12	0	1	2	2	2	4	4	3	4	6	8	10	1	1	1	1	1	1	1	1	2	1	1	1
27000	-28.265616110671203	-35.121104061630575	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597528101105067	-1	3	7	5	5	7	8	6	9	9	7	11	0	1	2	2	2	5	6	5	8	11	4	3	1	2	2	1	1	1	1	1	1	1	1	2
27500	-28.275932373207347	-35.131420324166719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.880574926273089	-1	3	5	5	5	7	9	6	9	10	8	11	0	1	2	2	2	5	11	3	6	7	4	5	1	1	1	1	1	1	1	1	1	1	1	2
28000	-31.037641462819366	-37.893129413778738	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509151693113021	-1	3	7	5	5	7	8	6	9	9	8	11	0	1	8	2	1	5	2	4	8	2	8	10	1	2	1	1	3	1	2	1	1	2	1	1
28500	-27.828949531698520	-34.684437482657891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.444998593523457	0	3	6	5	5	7	8	7	9	9	7	12	0	1	5	2	2	4	4	5	8	11	2	7	1	1	1	1	1	1	1	1	1	1	2	2
29000	-23.427222554537089	-30.282710505496460	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.996186537357734	0	3	6	5	5	6	9	7	8	8	8	11	0	1	5	2	2	5	11	3	3	3	3	7	1	1	1	1	1	1	1	1	1	1	1	1
29500	-36.035578948193439	-42.891066899152811	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.725562338303588	0	3	7	6	4	6	8	5	10	8	8	12	0	1	8	5	2	8	3	2	10	4	8	3	1	2	1	1	1	1	1	1	2	1	1	2
30000	-27.769280814647104	-34.624768765606476	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.772055575613482	0	3	6	5	6	8	8	7	7	10	9	11	0	1	4	2	4	3	4	5	4	6	9	8	1	1	1	1	1	1	2	1	1	1	1	2
30500	-37.502264446608443	-44.357752397567815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687330589787877	0	3	6	5	5	5	7	6	7	9	7	12	0	1	4	2	1	1	5	2	8	7	4	4	1	1	1	1	2	2	1	1	1	1	1	3
31000	-24.489285592764208	-31.344773543723580	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.967824063558282	-1	3	6	5	5	7	8	7	9	9	7	11	0	1	2	2	2	4	8	3	4	11	3	11	1	1	1	1	1	1	1	1	1	1	1	1
31500	-30.138333664402936	-36.993821615362307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735860231694456	-1	3	6	5	4	7	9	7	9	9	7	10	0	1	5	5	2	4	6	4	6	3	5	7	1	2	1	1	1	1	1	1	1	1	2	1
32000	-36.214109954588139	-43.069597905547511	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569821926658326	0	2	5	5	5	7	8	7	10	10	7	12	0	1	2	1	1	5	11	4	8	7	1	10	1	1	2	3	3	1	1	1	2	2	3	1
32500	-21.584758964257016	-28.440246915216388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875202858724417	0	3	6	5	5	8	7	7	10	9	8	10	0	1	2	2	2	3	5	5	6	6	3	10	1	1	1	1	1	1	1	1	1	1	1	1
33000	-30.797580330673789	-37.653068281633161	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.808233929200935	-2	3	5	5	6	7	8	8	9	9	8	13	0	1	2	2	2	5	4	6	5	7	4	10	1	2	1	1	1	1	1	1	1	1	2	2
33500	-24.723303339384920	-31.578791290344292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.942121294936659	0	3	5	6	6	7	9	7	8	9	7	12	0	1	2	2	2	5	6	5	4	6	3	7	1	1	1	1	1	1	1	1	1	1	1	1
34000	-30.410934563669713	-37.266422514629085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.864715754892418	-1	3	7	6	5	8	7	8	10	10	8	12	0	1	5	5	2	5	5	4	8	8	3	11	1	2	1	1	1	2	1	1	1	1	1	2
34500	-29.814537368119751	-36.670025319079123	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.892481783988553	0	3	7	5	5	7	9	5	7	9	6	12	0	1	5	2	2	11	6	2	4	2	4	7	1	1	1	1	1	1	1	1	1	2	1	1
35000	-32.935524605460287	-39.791012556419659	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760488042629842	0	2	6	4	5	7	9	8	10	9	8	12	0	1	5	2	4	2	8	3	7	6	3	11	1	1	1	1	1	3	1	1	1	1	2	2
35500	-33.870735678081225	-40.726223629040597	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718484127612592	0	4	7	6	5	6	8	8	9	8	7	11	0	1	2	2	2	2	3	3	6	2	5	11	1	2	2	1	1	1	1	1	2	1	1	2
36000	-27.948489709331973	-34.803977660291345	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.965702102903260	-1	2	4	5	5	7	8	7	9	7	9	10	0	1	2	3	3	5	10	4	4	5	6	7	1	1	1	1	1	1	1	1	1	1	1	1
36500	-31.809700174129262	-38.665188125088633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.994816492306113	0	4	7	5	3	7	8	7	10	6	8	11	0	5	10	2	1	10	10	4	3	2	6	11	1	1	1	1	1	1	1	1	1	1	1	1
37000	-24.137372688553622	-30.992860639512994	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.848538546727904	0	3	7	5	5	7	8	6	9	10	6	11	0	1	5	2	2	5	8	2	8	7	5	10	1	1	1	1	1	1	1	1	1	1	1	1
37500	-28.602591197096451	-35.458079148055823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842117683634106	0	4	7	6	6	8	9	7	8	8	6	12	0	1	11	2	2	11	6	4	11	4	2	10	1	2	1	1	1	1	1	1	1	1	1	2
38000	-19.853612169576547	-26.709100120535918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.820260684044900	0	3	7	5	5	7	7	7	9	9	8	11	0	1	5	2	2	5	4	4	3	8	8	10	1	1	1	1	1	1	1	1	1	1	1	1
38500	-30.069413359291033	-36.924901310250405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683355023602367	0	3	7	5	6	6	8	8	9	10	7	13	0	1	4	2	4	4	5	6	3	4	6	7	1	2	1	1	1	1	1	1	1	3	1	2
39000	-32.556460436992637	-39.411948387952009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591577598930458	0	4	7	6	4	6	8	7	9	10	8	12	0	1	6	2	1	1	3	5	3	4	6	3	1	2	1	1	2	3	1	1	1	2	1	2
39500	-30.249608658554713	-37.105096609514085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833142626105701	0	3	5	5	6	6	9	8	8	10	7	12	0	1	2	1	3	3	11	6	6	9	5	10	1	2	1	3	1	1	1	1	1	1	1	1
40000	-36.977719163706027	-43.833207114665399	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.816721886704041	0	3	6	4	5	8	7	7	6	8	8	11	0	1	5	2	2	3	2	3	1	3	5	6	1	1	1	1	1	1	2	1	2	1	2	1
40500	-38.371446143246551	-45.226934094205923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.822866686634713	-1	2	4	6	5	7	6	6	8	10	9	11	0	1	1	3	3	7	5	3	7	8	7	10	1	2	2	1	1	1	1	1	1	2	2	1
41000	-29.142679762033033	-35.998167712992405	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.998115872413508	0	4	6	5	6	7	8	7	7	8	9	9	0	1	2	2	2	5	6	5	4	4	5	8	1	1	1	1	1	1	1	1	1	1	1	1
41500	-19.474630173840762	-26.330118124800133	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.980304834010986	-1	3	7	5	5	7	8	7	8	9	7	11	0	1	4	2	2	4	5	5	3	6	4	10	1	1	1	1	1	1	1	1	1	1	1	1
42000	-29.850379602492218	-36.705867553451590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.864419109265767	0	3	5	6	5	7	9	7	10	9	8	12	0	1	2	3	2	3	8	4	11	2	6	10	1	2	1	1	2	1	1	1	1	2	1	1
42500	-30.516909751545647	-37.372397702505019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650682911830241	0	3	6	5	6	7	7	8	9	7	7	12	0	1	4	2	1	4	4	11	6	3	5	9	1	1	1	1	3	1	1	1	1	1	1	2
43000	-22.568181973477557	-29.423669924436929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.993853540199963	0	3	7	6	6	8	8	8	10	9	9	12	0	1	5	2	2	4	3	4	6	8	3	11	1	1	1	1	1	1	1	1	1	1	1	1
43500	-34.273943545807896	-41.129431496767268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.471368873877774	-2	2	6	6	5	8	9	7	10	9	9	12	0	1	2	5	2	4	3	2	11	8	3	11	1	2	2	1	2	1	1	2	1	1	2	1
44000	-20.671561689221598	-27.527049640180969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.964464632219444	-1	4	6	5	5	7	9	7	9	9	9	11	0	1	5	2	2	4	8	4	6	8	6	10	1	1	1	1	1	1	1	1	1	1	1	1
44500	-42.977993685493153	-49.833481636452525	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599333456113880	-1	4	6	5	6	8	9	5	10	8	7	12	0	1	2	2	1	3	3	1	4	8	5	9	1	1	1	1	4	1	2	4	2	2	1	1
45000	-31.910613614826168	-38.766101565785540	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.893013640206449	-1	3	6	6	4	7	8	7	7	10	8	12	0	1	5	2	1	4	9	5	4	9	9	10	1	2	1	1	3	1	1	1	1	1	1	1
45500	-25.237727923788356	-32.093215874747727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.795980944174206	-1	3	6	5	6	7	9	6	10	9	8	11	0	1	4	2	4	8	6	2	8	6	5	10	1	2	1	1	1	1	1	1	1	1	1	1
46000	-29.223057906842001	-36.078545857801373	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712733276445568	0	3	5	4	5	6	7	6	9	9	9	11	0	1	2	1	2	3	4	2	6	7	7	9	1	1	1	2	1	1	1	1	1	1	1	1
46500	-24.172221936023117	-31.027709886982489	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794890784095727	-1	3	5	5	5	7	8	7	9	9	8	12	0	1	2	2	2	5	8	4	7	7	5	10	1	2	2	1	1	1	1	1	1	1	1	1
47000	-26.140834647744072	-32.996322598703443	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.968238579997881	-1	3	6	5	5	6	9	7	10	8	8	12	0	1	5	2	2	4	4	4	10	6	4	10	1	1	1	1	1	1	1	1	1	1	1	1
47500	-21.969962680261471	-28.825450631220843	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.915954000822823	-1	3	6	5	5	7	8	7	10	10	8	12	0	1	2	2	2	4	6	3	11	8	6	9	1	1	2	1	1	1	1	1	1	1	1	1
48000	-21.154638367137292	-28.010126318096663	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.947595755245019	-1	3	6	5	5	7	8	7	9	9	7	12	0	1	2	2	2	4	6	3	3	7	5	10	1	2	1	1	1	1	1	1	1	1	1	1
48500	-22.325034505011295	-29.180522455970667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.831324250275838	-1	3	7	5	5	7	8	7	9	9	7	11	0	1	4	2	2	2	4	5	7	6	5	9	1	1	1	1	1	2	1	1	1	1	1	1
49000	-27.993451606897494	-34.848939557856866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833612522976916	-1	3	6	5	4	6	8	7	10	8	8	11	0	1	5	2	2	2	2	6	7	4	3	7	1	1	1	1	1	1	2	1	1	1	1	1
49500	-30.532636499255212	-37.388124450214583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.967854052300276	0	2	7	4	6	8	7	8	9	7	8	12	0	1	5	1	4	10	5	5	10	4	10	11	1	1	1	1	1	1	1	1	1	1	1	1
50000	-22.621739119074302	-29.477227070033674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.598196939066628	-1	3	7	5	5	7	9	7	9	8	8	11	0	1	4	2	2	4	8	4	3	3	6	9	1	2	1	1	1	1	1	1	1	1	1	1
