step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
26000	-158.509209543237915	-157.051017726262245	-1.458191816975670	0.000060385342453	0.000019819346249	0.328214520999430	0.616933351954913	0	1	4	5	6	8	9	12	14	17	17	18	20	20	21	23	25	25	26	28	25	26	28	29	30	30	31	34	33	35	0	1	2	3	4	5	4	7	7	9	9	9	11	11	11	13	16	16	21	17	16	21	19	21	20	21	23	25	27	28	1	1	1	1	1	1	3	1	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1
26500	-140.351123955098728	-138.789881323228201	-1.561242631870530	0.000069773017623	0.000018017922438	0.258236250224408	0.699385551394296	1	2	4	5	7	9	8	11	15	16	18	18	20	19	21	22	24	23	25	28	26	27	27	29	31	31	31	34	32	36	0	1	2	3	4	5	4	6	8	9	10	10	11	11	11	13	18	16	16	17	19	16	21	19	20	24	24	25	27	28	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	2	1	1
27000	-153.045149385717252	-151.507605037803330	-1.537544347913933	0.000083490688665	0.000022626372020	0.271004735755013	0.685652777425442	-1	0	3	5	6	8	8	12	14	16	18	16	20	19	22	22	24	25	26	28	25	26	27	28	31	31	29	35	34	36	0	1	2	3	4	5	5	7	8	9	10	9	11	10	11	14	16	13	21	17	17	17	19	21	20	19	20	25	24	28	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	3	1	2	1	1	1	1	1	2	1	2	2	1
27500	-157.028763196275634	-154.466273033465228	-2.562490162810410	0.000092846505938	0.000007618797801	0.082057991566388	0.716442708119611	0	2	4	5	6	8	7	11	14	17	18	17	19	20	21	21	24	24	25	26	26	26	27	28	31	31	32	34	33	36	0	1	1	3	4	5	5	7	8	9	10	9	11	11	14	13	16	13	17	18	18	17	18	17	21	17	26	25	27	28	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	3	1	1	2	2	2	3	2	4	1	2	1	1
28000	-147.081507655266250	-145.559591412096438	-1.521916243169819	0.000077142399819	0.000021620774844	0.280270965060915	0.634237085192829	0	1	3	6	6	8	7	11	14	16	17	17	21	19	22	23	24	25	26	27	25	27	27	28	31	32	31	34	33	36	0	1	2	3	3	5	5	7	8	9	10	9	14	11	14	13	16	16	18	16	16	21	21	19	23	19	19	22	27	28	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	3	1	1
28500	-143.719847488588215	-142.295832930527098	-1.424014558061127	0.000064426580662	0.000023539460799	0.365368774145289	0.664808921488516	0	2	3	4	7	9	9	12	15	16	18	17	21	20	22	24	23	24	25	27	24	26	27	28	30	32	31	34	33	37	0	1	1	3	4	5	5	7	8	9	12	9	14	11	14	17	13	17	21	18	17	16	21	19	18	24	23	25	27	28	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	4	2	2	2	1	2
29000	-136.076297861900855	-134.178907257358418	-1.897390604542424	0.000072860119679	0.000011371945507	0.156079149438135	0.757838776806315	0	1	4	5	6	8	8	12	14	17	18	17	20	20	19	22	25	24	24	28	26	27	27	27	31	32	30	34	34	36	0	1	2	3	4	5	5	7	8	9	10	9	11	11	11	13	19	16	16	21	19	17	19	19	22	27	24	25	27	28	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	1
29500	-139.628632455640627	-138.209585547209770	-1.419046908430857	0.000085473808137	0.000031791139856	0.371940136389702	0.641404994292884	0	1	4	6	5	8	8	12	14	16	19	17	20	17	21	22	24	25	25	26	26	27	28	28	31	31	30	33	33	36	0	1	2	3	3	5	5	7	8	9	14	9	11	10	11	13	16	17	16	17	19	18	19	21	22	27	24	25	27	28	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2
30000	-141.041543069188293	-139.502451408738210	-1.539091660450075	0.000074976436872	0.000020253114414	0.270126392484427	0.657421624515071	-1	1	2	5	6	8	8	10	14	16	18	17	20	18	20	22	25	24	25	27	26	27	27	28	31	30	32	35	34	37	0	1	2	3	4	5	5	7	8	9	9	9	11	10	10	13	16	16	16	17	18	17	21	17	22	23	26	25	27	28	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	2	1	1	1	2	2	1	2	1	1
30500	-151.990847452438402	-150.350402328735072	-1.640445123703318	0.000078724222659	0.000017613808042	0.223740641021034	0.653661949563589	0	2	4	4	5	8	8	11	14	16	18	18	20	20	22	24	24	25	26	26	23	26	28	28	30	30	31	34	34	37	0	1	2	2	4	5	5	7	8	9	10	9	11	11	11	21	13	16	21	18	13	16	21	19	17	18	17	25	27	28	1	1	1	1	1	1	2	2	2	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	2	3	2	2	2
31000	-168.344671505384781	-166.465261543003038	-1.879409962381747	0.000072371186817	0.000011545522448	0.159532031398137	0.645351819783898	0	2	4	6	6	8	8	11	15	16	19	17	20	20	22	21	23	24	25	27	24	27	28	29	31	32	30	34	33	36	0	1	2	3	3	5	5	7	8	8	9	9	11	12	14	14	14	16	21	18	11	21	21	21	22	27	23	25	27	25	1	1	1	1	1	1	1	1	2	2	4	1	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	3	2	3
31500	-153.864101861171434	-152.479833747216901	-1.384268113954523	0.000076674144718	0.000033329407222	0.434688999075551	0.904908964292601	1	2	3	5	5	7	8	12	14	16	19	17	21	20	21	21	25	24	25	27	25	27	27	29	31	30	32	35	33	37	0	1	2	3	3	5	6	7	8	9	12	9	11	11	11	14	16	16	18	16	16	17	19	23	20	24	21	27	27	28	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	1	3	2	1	1
32000	-153.148876801307978	-151.578553828649632	-1.570322972658349	0.000066941837951	0.000016983021870	0.253698171280312	0.528425867984103	0	1	4	5	6	9	8	11	15	16	17	17	19	19	22	23	25	24	26	27	25	26	28	29	31	32	31	34	34	36	0	1	1	3	4	3	5	6	8	9	10	9	9	11	11	15	18	16	21	18	16	18	19	19	22	27	24	25	24	28	1	1	2	1	1	3	1	1	2	1	1	1	2	1	3	1	1	1	1	1	1	2	2	2	3	1	1	2	2	2
32500	-135.031699992734502	-133.582112642791316	-1.449587349943189	0.000072707132591	0.000024466124976	0.336502404985220	0.792573121556545	0	1	3	5	6	8	9	11	14	16	18	16	21	19	21	23	24	24	25	27	26	25	27	29	31	32	30	33	32	36	0	1	1	3	4	5	5	7	8	9	9	9	11	12	11	13	16	16	16	16	19	16	19	19	24	27	24	25	24	28	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1
33000	-148.001249539221902	-146.566720256719179	-1.434529282502733	0.000080591608338	0.000028417205996	0.352607505690113	0.766779681314073	1	2	3	5	7	9	9	11	14	16	18	18	20	19	21	23	25	22	25	26	26	26	27	27	29	30	31	32	33	37	0	1	1	3	4	5	5	7	8	9	10	10	11	11	11	13	18	13	16	17	19	18	19	19	17	23	26	25	27	28	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	1	1	2	1	3
33500	-161.477298629834053	-159.926979657302581	-1.550318972531467	0.000076065382119	0.000020077156706	0.263946044134683	0.738303220188228	-1	1	3	4	7	9	7	11	14	15	17	16	21	19	22	24	25	23	26	27	25	27	27	29	32	31	32	35	34	34	0	1	2	2	3	5	4	7	8	9	10	10	14	11	11	18	16	13	16	21	13	17	19	19	22	24	26	25	21	22	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	1	2	5	4
34000	-136.791187812971458	-135.216273979107569	-1.574913833863888	0.000075015202933	0.000018864149239	0.251471015230685	0.860829272050881	0	1	3	4	6	9	8	10	14	17	18	16	21	20	21	24	23	25	24	27	25	27	27	28	31	29	31	33	33	36	0	1	1	3	4	5	5	7	8	12	9	9	11	11	11	17	13	17	17	18	19	18	19	23	22	24	26	25	27	28	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
34500	-136.016049864936008	-134.446345690672985	-1.569704174263037	0.000045310700689	0.000011508996901	0.254001741894624	0.723731328559222	0	2	4	5	6	8	8	11	14	16	17	17	20	19	21	23	25	24	26	27	24	26	28	28	31	31	32	35	33	36	0	1	2	3	4	5	5	7	8	9	9	9	11	11	14	13	18	16	21	17	16	16	19	21	24	24	24	25	27	28	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1
35000	-131.537019454938559	-129.678026142045695	-1.858993312892872	0.000084474487545	0.000013821842737	0.163621504410905	0.729736187683153	0	2	3	5	6	8	8	11	13	16	17	18	21	19	20	24	25	23	26	27	25	26	28	29	31	31	30	34	33	36	0	1	1	3	4	5	5	7	8	9	10	10	14	11	11	18	18	13	21	17	16	16	19	23	24	27	23	25	26	28	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1
35500	-158.889952229243505	-157.482092470843583	-1.407859758399925	0.000066227828273	0.000025719390129	0.388347176702570	0.816379707930145	0	1	5	3	6	7	8	12	15	16	18	17	21	19	21	22	24	23	25	28	25	26	26	29	31	32	31	34	32	36	0	1	4	1	4	5	5	7	7	8	10	10	11	11	14	13	18	16	16	16	16	18	21	21	20	27	19	25	27	28	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	2	3	2	1	1	2	1	1	2	1	1	1
36000	-142.082907199241760	-140.274915530889501	-1.807991668352263	0.000075192948541	0.000013137251701	0.174713878845730	0.691190337825844	0	2	4	5	6	8	9	11	13	17	18	16	20	20	21	23	23	24	25	27	24	25	27	28	30	31	31	34	33	36	0	1	2	3	4	5	5	7	8	9	10	9	11	11	11	13	13	13	21	17	16	16	19	18	24	24	24	25	27	28	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2
36500	-158.367386125365840	-156.687583882701546	-1.679802242664292	0.000122288572641	0.000025674390740	0.209949222448146	0.667362570989513	0	2	3	6	5	7	8	11	14	17	17	17	20	19	21	22	24	25	24	27	25	26	28	28	31	31	31	33	33	36	0	1	2	3	3	5	4	7	8	9	9	9	11	11	11	13	15	16	16	17	19	16	19	21	23	23	21	25	27	28	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	2	1	2	2	2	1	2
37000	-139.976460931443000	-138.428537861628172	-1.547923069814823	0.000095916372671	0.000025440604571	0.265237350647976	0.867140737958759	1	2	3	5	7	8	9	11	13	15	17	17	21	19	21	23	23	24	25	27	26	26	26	27	32	30	31	34	32	37	0	1	2	3	3	4	5	7	8	9	9	9	14	11	14	13	13	16	17	18	19	16	19	19	26	17	26	25	27	28	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2
37500	-147.910083954231311	-146.504249451860744	-1.405834502370555	0.000070970849131	0.000027792303862	0.391601681564998	0.783126745616082	0	1	3	5	6	8	8	11	15	14	16	18	18	19	21	21	24	24	25	28	26	26	27	28	31	30	31	34	34	37	0	1	2	3	4	5	5	7	10	8	9	9	10	11	14	13	16	16	18	17	19	18	21	21	22	19	26	25	27	28	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2	2
38000	-153.163968179046464	-151.329880909232941	-1.834087269813521	0.000114686187276	0.000019367376664	0.168872792132660	0.711052175356038	0	1	4	6	7	8	8	12	15	16	17	17	21	18	21	22	24	24	26	27	25	27	27	29	30	31	32	33	34	36	0	1	1	3	4	5	5	7	8	9	10	9	14	12	14	13	16	16	21	18	17	19	18	16	20	23	23	25	27	28	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	4	1	2	2	1	1	2
38500	-151.725280228523332	-150.230820930390394	-1.494459298132942	0.000058498089814	0.000017466519853	0.298582738482405	0.767408147198736	0	1	3	6	6	8	8	11	13	15	18	17	20	18	22	24	22	24	24	28	25	26	28	28	32	31	30	35	33	34	0	1	2	3	3	5	4	7	8	9	9	10	11	10	14	17	14	17	17	22	19	17	19	19	22	23	24	30	26	25	1	1	1	2	1	2	1	1	1	1	3	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1
39000	-143.985928588650467	-142.332795263353546	-1.653133325296924	0.000074692242512	0.000016364837317	0.219096880301904	0.813930633022267	0	1	4	6	5	8	9	11	14	16	18	17	20	19	21	22	24	24	26	28	25	24	27	29	29	30	32	34	34	36	0	1	2	5	3	5	6	7	8	9	10	9	11	11	11	13	16	16	16	21	16	16	21	23	22	19	26	25	27	28	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	2	1	3	1	1
39500	-148.717248712858890	-146.833961246382074	-1.883287466476819	0.000080990550809	0.000012859354615	0.158775986660432	0.739609840193712	-1	1	3	5	7	6	8	11	14	15	18	17	21	19	21	23	25	24	24	26	25	26	27	28	30	29	32	34	34	36	0	1	2	3	6	4	5	7	8	9	10	10	14	10	11	13	16	15	16	19	19	13	21	21	22	24	26	25	27	28	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1
40000	-160.572474829906923	-158.542379175138933	-2.030095654767994	0.000100077154681	0.000013426861152	0.134165096871105	0.686172987849262	-1	2	5	5	7	6	7	10	14	16	18	17	20	20	22	22	24	24	24	27	25	27	27	29	31	29	32	34	33	36	0	1	2	2	6	4	6	7	8	9	10	10	11	11	14	13	16	13	16	18	19	18	21	23	20	21	21	25	26	28	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	3	1	2	1	1	1	2	1	2	2	1	2	1
40500	-142.646607379349348	-140.799399132867023	-1.847208246482317	0.000084741042903	0.000014072850760	0.166068887964322	0.833774803355033	1	2	4	5	7	6	8	11	15	16	17	17	20	19	20	23	25	25	24	27	26	26	27	28	30	31	30	34	33	37	0	1	2	3	6	4	6	7	8	9	9	9	11	11	11	13	13	16	16	18	18	18	21	23	22	17	23	25	26	28	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	2	2	2	1	1
41000	-161.704537477743827	-159.624691163607309	-2.079846314136524	0.000135580535089	0.000017254845706	0.127266393325819	0.776220523976187	0	2	4	5	6	8	8	11	13	15	19	18	21	19	21	22	24	25	25	26	26	26	27	26	30	28	31	35	33	36	0	1	2	3	4	5	5	7	8	9	10	10	11	10	11	14	16	17	16	17	16	16	21	16	20	21	21	29	23	28	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	3	1	2	1	2	1
41500	-153.232041016620826	-151.819750082601360	-1.412290934019458	0.000085678588872	0.000032690780627	0.381551342732729	0.759843251149388	0	2	4	4	7	6	8	11	14	16	17	17	20	19	22	22	25	24	26	27	25	26	27	28	32	30	32	34	33	36	0	1	2	2	6	4	6	7	8	9	10	9	11	9	11	13	16	16	16	21	16	16	21	23	24	20	26	25	27	25	1	1	1	1	1	1	1	2	1	2	1	1	2	3	2	1	1	1	3	1	2	3	1	1	2	1	1	1	1	2
42000	-160.129134177177662	-158.118555225646361	-2.010578951531290	0.000078497533518	0.000010757739674	0.137045575724523	0.585490538237700	0	1	4	5	6	9	7	10	14	16	19	18	21	20	21	22	25	23	24	26	26	26	27	26	29	28	30	32	32	35	0	1	2	3	4	5	4	7	8	9	12	10	14	12	11	13	18	16	18	19	18	17	24	19	17	18	26	25	27	28	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2
42500	-134.759814332459314	-133.015966129753821	-1.743848202705479	0.000081874755439	0.000015621526431	0.190797839300340	0.884225217417902	0	1	2	4	6	8	9	11	15	16	18	18	20	19	21	22	24	23	25	26	26	27	28	28	31	31	31	35	33	37	0	1	2	3	4	5	6	7	8	9	9	10	11	11	14	13	16	16	18	17	19	18	21	19	22	24	21	25	27	28	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1
43000	-164.402362074319740	-162.995619681960562	-1.406742392359170	0.000065265578570	0.000025462093347	0.390130508374428	0.618498601752290	0	2	4	5	6	8	9	12	13	17	18	18	20	19	19	24	24	25	25	26	26	26	28	28	31	31	30	35	33	36	0	1	1	3	3	5	6	7	8	9	10	9	10	11	10	13	13	14	16	17	19	16	21	21	16	27	24	18	27	28	1	1	3	1	1	1	1	1	1	3	1	2	2	1	1	2	2	3	1	1	1	1	1	1	4	1	1	7	1	1
43500	-186.998373846846022	-185.560010540669623	-1.438363306176396	0.000072607887932	0.000025288479951	0.348288328873082	0.403362690399704	0	2	4	5	7	9	7	10	14	16	17	17	20	18	22	23	23	25	24	26	26	27	27	29	32	30	29	34	33	36	0	1	2	3	4	5	3	7	7	9	9	10	11	11	14	11	13	15	17	13	19	17	19	18	22	21	16	25	20	25	1	1	1	1	1	1	2	2	4	2	2	1	2	1	2	3	1	2	1	3	2	1	2	2	2	2	5	1	3	2
44000	-160.581973001405572	-158.897598005953654	-1.684374995451922	0.000071215857019	0.000014845472618	0.208457403152756	0.661364329318181	-1	1	4	5	6	7	8	11	14	16	17	18	19	19	21	23	23	25	26	25	26	27	28	28	31	32	31	35	34	37	0	1	2	3	3	3	5	6	8	9	9	10	11	10	11	14	13	16	18	16	13	19	19	19	24	27	19	25	27	28	1	1	2	1	1	3	1	2	2	1	2	1	1	1	2	1	2	1	1	1	3	1	1	1	2	1	3	2	2	1
44500	-136.334678361266612	-134.538007412807701	-1.796670948458905	0.000099798803907	0.000017700805774	0.177364909005342	0.810627539012653	1	2	4	6	6	8	6	12	15	16	19	17	21	18	21	23	25	25	26	27	25	27	27	28	31	30	31	33	33	35	0	1	1	3	1	4	3	7	8	9	14	9	14	10	11	13	16	16	21	17	16	16	19	21	22	24	26	25	27	28	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1
45000	-151.890793322201034	-150.516155871668388	-1.374637450532656	0.000074490537666	0.000034482989310	0.462917712645836	0.599052062971316	0	2	4	5	6	9	8	12	14	17	18	18	19	20	19	23	23	24	26	27	25	26	28	29	31	31	31	34	34	36	0	1	2	3	4	5	5	7	8	8	10	9	9	11	11	13	13	16	21	18	17	18	17	21	22	24	24	25	27	28	1	1	1	1	1	1	1	3	1	2	1	2	2	2	1	2	2	1	1	1	1	1	3	2	3	1	1	2	2	1
45500	-156.824808772499722	-155.399669181815455	-1.425139590684277	0.000063099856181	0.000022964092491	0.363932564680801	0.717573917294406	0	2	1	5	6	8	8	12	14	16	17	17	19	19	22	23	25	21	24	27	26	26	28	29	32	30	30	34	32	36	0	1	1	3	4	5	4	7	8	9	10	10	11	11	14	18	18	13	18	21	19	16	19	19	17	24	23	22	27	28	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	2	3	1	1	4	1	1
46000	-149.796888165248731	-148.342574077540291	-1.454314087708448	0.000062092496049	0.000020607054354	0.331876726900725	0.848272566906483	0	1	3	4	7	6	8	12	14	15	19	16	21	20	21	24	23	24	26	27	26	27	25	28	31	32	31	35	32	36	0	1	1	3	6	4	5	7	8	9	12	9	11	11	11	13	13	17	23	17	23	19	18	19	22	27	24	25	27	28	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1
46500	-137.957467611359817	-136.531025932298490	-1.426441679061331	0.000068085622073	0.000024666935298	0.362292868108080	0.812468640103318	0	1	3	5	6	9	8	11	14	16	18	18	20	20	21	22	24	24	26	27	25	25	27	27	31	30	32	34	34	36	0	1	2	3	3	5	5	7	8	9	9	10	11	11	14	13	16	16	21	18	16	17	19	19	20	23	26	25	27	28	1	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
47000	-151.894259595714800	-150.451324503417396	-1.442935092297413	0.000065588000138	0.000022519092085	0.343341648438228	0.647411292754302	0	2	3	5	6	9	8	12	13	16	18	17	20	19	22	23	23	25	26	27	25	27	27	27	31	32	30	35	32	37	0	1	2	3	4	5	5	7	8	9	10	10	11	11	11	14	13	17	21	16	17	16	16	21	20	20	22	25	27	28	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	1	3	1	2	2	1	2	2	2	2	1	2
47500	-149.177742194339174	-147.373598312905870	-1.804143881433313	0.000076186356776	0.000013378831919	0.175606663519371	0.758918887799176	1	2	3	4	6	8	9	11	15	16	17	18	20	19	22	22	25	24	24	28	26	26	26	27	30	29	31	33	33	36	0	1	1	3	4	5	5	7	8	8	9	10	11	11	14	13	16	16	16	17	16	16	19	23	17	22	26	25	27	28	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	2	2	2	1	1	2	2	1	1	1	2
48000	-136.969745546556283	-135.299236916692053	-1.670508629864218	0.000075881740350	0.000016166459825	0.213048089711761	0.803084236116083	0	1	4	5	7	9	9	10	14	17	17	18	20	19	20	23	25	24	24	26	26	26	28	28	31	32	31	34	33	36	0	1	2	2	4	5	5	7	8	9	9	9	11	11	14	13	16	16	16	18	19	18	21	21	23	27	24	25	27	28	1	1	1	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
48500	-150.860093067509808	-149.482374252396596	-1.377718815113215	0.000050847152613	0.000023025554377	0.452838619142525	0.626068923259898	-2	2	4	5	6	8	8	10	14	17	18	18	21	19	21	23	25	23	25	26	25	27	27	28	31	31	31	34	33	36	0	1	2	3	3	5	5	7	8	9	9	9	14	12	14	13	18	13	18	19	16	18	21	21	16	16	24	25	26	28	1	2	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	2	4	4	1	2	1	1
49000	-141.712085722692706	-140.260236167389991	-1.451849555302713	0.000066732069296	0.000022306234726	0.334265593152307	0.815711059115394	0	1	3	5	7	9	8	11	13	15	18	17	20	19	21	22	24	23	24	28	25	26	28	28	32	31	30	34	34	36	0	1	2	3	4	5	5	7	8	9	9	10	14	12	14	13	18	16	18	17	19	21	17	18	24	27	21	25	27	28	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	3	2	1	2	1	2	1
49500	-152.956201295575767	-151.368300134917632	-1.587901160658145	0.000075946001356	0.000018637029130	0.245398425164066	0.627598062512260	0	1	4	5	6	8	8	11	13	16	18	17	20	20	20	23	24	25	23	27	25	25	27	28	30	31	32	32	33	36	0	1	2	3	3	5	5	7	8	9	10	10	11	11	11	13	13	13	13	17	16	17	19	17	22	17	24	25	27	28	1	1	2	1	1	2	1	2	1	2	1	1	1	1	1	2	3	2	1	2	2	1	2	2	2	3	2	1	1	2
50000	-168.235307084426921	-166.681021188311121	-1.554285896115800	0.000105831534579	0.000027710871154	0.261839453283751	0.728625489597984	0	2	4	6	7	8	9	11	15	15	17	17	21	20	21	23	24	25	25	27	26	26	28	29	30	32	31	34	33	37	0	1	2	3	4	5	5	7	8	8	10	10	14	11	11	13	11	13	13	19	19	17	21	21	22	20	19	18	27	25	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	4	2	2	1	1	1	1	1	2	3	3	5	1	2
50500	-176.973685439129042	-175.403438301198008	-1.570247137931029	0.000110779385814	0.000028108644095	0.253735330708700	0.667013525652593	0	2	4	5	6	8	8	11	13	15	18	18	20	20	19	23	24	25	25	27	26	25	28	27	31	30	31	34	33	37	0	1	1	2	3	5	5	6	8	8	9	10	12	9	9	11	13	16	17	22	19	15	22	19	22	24	24	25	26	28	1	1	2	1	1	2	1	1	1	2	2	2	1	2	3	3	2	1	1	1	1	3	1	1	2	2	1	2	1	1
51000	-142.361345432898929	-140.507930383589866	-1.853415049309077	0.000108981513738	0.000017957075280	0.164771754989349	0.837409329938054	0	2	3	5	7	9	9	11	13	17	18	16	21	20	20	24	23	25	25	28	26	25	27	28	32	30	31	34	33	36	0	1	1	3	4	5	5	7	8	9	12	7	14	11	11	17	13	16	17	21	16	17	19	19	20	24	21	25	27	28	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1
51500	-132.009228938496022	-130.504330609535458	-1.504898328960571	0.000085975224405	0.000025042753191	0.291278718536943	0.842216171131153	0	1	3	4	7	9	9	11	15	16	18	18	20	19	21	22	24	24	26	26	24	26	28	29	32	32	31	34	34	37	0	1	1	3	4	5	5	7	8	9	10	9	11	11	14	13	16	16	21	17	16	17	19	21	22	27	23	25	26	28	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1
52000	-156.691260424883666	-153.091035012296373	-3.600225412587283	0.000060566040178	0.000002449395693	0.040441734102766	0.512275485322924	-1	1	4	6	6	9	8	12	14	16	17	17	20	20	21	22	25	24	26	27	24	26	26	28	30	31	30	34	33	36	0	1	2	3	3	5	4	7	8	9	9	10	11	11	14	13	16	13	21	17	16	18	21	19	22	27	16	25	27	28	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	4	3	2	1
52500	-145.784019912428704	-144.421766454356742	-1.362253458071948	0.000067513590436	0.000035987877455	0.533046416621010	0.744873042968573	-1	1	3	5	6	9	7	11	13	16	18	17	21	19	21	23	25	24	26	27	25	27	27	28	31	30	31	34	32	36	0	1	1	3	3	5	5	7	8	9	9	10	11	11	14	13	16	16	21	17	18	18	21	23	19	19	23	25	26	28	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1
53000	-149.124751009114789	-147.666685768031016	-1.458065241083770	0.000067290126121	0.000022093519420	0.328332263492601	0.621254434297166	0	2	4	5	7	9	8	11	14	17	18	16	20	19	21	23	24	25	25	27	25	26	27	27	32	31	30	35	33	36	0	1	2	3	4	5	5	7	8	9	10	8	11	11	10	13	16	17	13	19	16	19	21	16	17	24	23	25	26	28	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	1	1	1	2	1	1	1	1	2	3	2	2	3	1	1
