step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110
1	-3879.130925773741637	-3885.986413724700924	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697024375180024	-1	1	2	2	2	2	5	3	4	4	5	5	4	5	5	4	6	6	8	6	8	6	7	6	7	7	8	8	8	8	8	9	8	8	9	9	8	9	8	9	9	9	10	11	9	9	10	11	11	12	11	11	12	10	11	11	11	13	12	13	11	11	12	12	13	13	16	13	13	14	12	13	14	13	13	14	13	14	13	16	14	14	16	14	15	16	15	16	15	15	17	19	18	17	18	18	20	19	18	19	21	22	23	24	26	28	29	30	30	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	3	3	3	3	3	3	3	3	4	4	5	4	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	6	6	6	7	6	6	7	6	6	6	6	7	7	7	6	6	7	7	7	7	9	7	7	8	7	7	8	7	7	8	7	8	7	9	8	8	9	8	8	9	8	9	8	8	9	10	10	9	10	10	11	10	10	10	11	12	12	13	14	15	15	16	16	17
500	-1236.478871741188641	-1243.334359692147927	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.365632105241607	-1	1	0	3	3	2	6	3	4	2	4	3	4	5	5	4	6	4	8	6	9	7	5	6	7	6	5	7	8	8	8	7	8	8	9	8	7	9	8	9	7	9	11	11	9	9	9	12	11	12	11	12	11	11	12	11	12	13	13	13	12	11	12	13	13	14	16	14	13	13	12	13	15	12	13	12	14	14	14	15	15	13	16	14	15	15	16	15	16	16	18	19	16	17	19	19	21	20	18	19	20	22	24	25	26	29	30	30	31	31	0	3	1	3	2	1	13	3	8	0	3	3	12	11	11	0	15	12	26	15	34	13	8	9	15	8	18	9	7	23	15	15	9	12	23	23	8	25	15	8	27	27	45	45	28	31	41	21	27	35	35	38	17	41	27	27	17	35	37	74	28	28	27	41	42	57	47	27	50	35	38	39	27	40	27	28	53	63	74	35	71	39	56	28	79	69	41	74	37	72	81	56	59	75	55	71	96	27	78	81	63	82	53	0	0	89	55	0	73	82	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	2	1	2	1	2	2	1	2	1	1	2	1	2	2	3	2	1	2	2	2	6	3	2	2	5	1	4	2	7	5	2	1	5	4	1	2	1	2	9	1	4	2	2	1	1	3	2	3	4	5	1	2	8	1	6	2	2	5	1	2	6	4	2	9	2	3	3	6	10	1	1	12	18	1	11	9
1000	-1177.479375178500732	-1184.334863129460018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423055920465427	-3	1	2	2	3	3	5	3	4	3	5	6	4	4	6	4	5	7	8	6	6	5	6	7	8	7	6	8	8	8	8	8	9	9	8	10	9	9	9	8	7	8	11	11	9	9	8	11	10	11	11	10	13	10	12	8	11	13	11	11	12	12	13	13	13	13	17	13	13	15	12	11	14	14	11	14	14	13	12	15	14	14	16	14	15	16	16	16	16	15	17	19	19	18	19	18	20	19	18	19	22	22	23	24	26	27	29	30	30	30	0	1	1	2	2	2	13	3	4	0	4	13	4	8	14	0	3	13	14	17	13	13	8	17	3	23	13	14	21	23	14	8	9	21	23	23	23	8	26	14	27	7	45	45	28	17	41	21	27	23	39	38	40	41	56	27	17	35	37	40	28	45	41	54	49	57	47	49	50	50	38	31	56	79	27	45	60	47	60	59	71	39	73	28	74	69	47	79	59	79	81	83	89	73	78	91	91	42	78	81	99	91	71	0	0	36	19	0	31	63	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	3	1	1	2	1	1	2	2	2	1	1	2	2	2	1	2	1	2	1	1	1	3	1	2	2	2	1	1	3	2	2	1	2	2	1	2	2	2	6	2	2	1	5	2	1	2	2	2	3	1	3	2	2	3	1	2	1	2	1	3	1	2	5	3	2	1	2	3	1	3	3	1	2	5	3	3	2	2	7	1	1	9	14	1	8	7
1500	-1081.686785791715920	-1088.542273742675206	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599336170069110	0	2	2	1	3	2	3	4	4	4	5	5	5	5	3	5	6	7	8	7	8	6	7	5	7	7	7	7	8	9	6	7	7	8	8	10	8	8	8	7	10	9	10	11	9	9	9	11	11	12	9	10	12	11	11	11	10	13	10	11	11	11	12	12	13	13	17	13	14	14	12	14	14	14	13	14	13	14	13	15	14	15	16	15	15	16	15	16	16	15	18	16	16	18	19	18	20	20	16	19	21	22	22	24	27	28	28	30	30	33	0	1	1	1	2	1	4	15	15	0	4	7	7	15	4	0	15	7	17	15	12	7	17	15	17	11	7	15	22	23	15	11	15	22	23	23	23	25	26	8	47	27	45	45	28	33	27	29	27	36	35	38	39	41	42	42	14	35	37	40	43	28	47	47	49	17	63	49	23	50	52	26	55	79	49	28	60	64	60	59	71	14	73	45	72	70	47	60	37	79	81	73	70	73	99	81	91	73	64	91	95	97	91	0	0	89	20	0	53	66	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	3	2	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	3	2	1	2	1	2	2	2	2	3	2	1	3	2	1	3	2	1	2	2	1	1	1	3	1	3	2	2	1	1	4	3	5	1	2	1	1	2	1	3	2	3	2	1	1	1	3	1	1	5	13	1	10	7
2000	-1110.447203810149404	-1117.302691761108690	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556311691685934	-2	2	0	2	3	3	5	3	4	5	5	6	4	4	5	3	6	6	9	5	8	7	5	7	7	7	7	8	9	8	8	10	8	8	9	10	8	10	9	9	8	9	11	10	10	9	9	12	11	13	11	11	12	9	12	11	11	13	12	11	12	11	12	11	14	14	16	13	12	14	12	13	14	13	14	14	13	15	12	16	14	15	16	15	15	16	15	16	15	13	18	19	18	18	17	17	21	20	18	19	22	22	23	23	27	27	29	31	31	32	0	3	1	3	2	4	4	4	8	0	4	13	4	8	8	0	14	13	31	8	13	7	8	15	17	8	13	15	13	15	9	17	24	13	23	23	23	17	26	31	27	27	45	28	28	15	27	34	27	36	35	31	39	41	42	42	46	36	37	17	43	28	47	47	49	57	78	49	36	36	52	39	42	79	49	44	60	64	60	58	52	32	55	28	79	50	64	79	36	79	96	83	80	83	87	71	96	73	95	91	95	91	102	0	0	75	36	0	89	31	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	1	3	1	1	1	1	2	1	2	2	2	3	2	1	2	2	3	2	2	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	2	2	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	2	3	2	3	1	2	2	2	3	1	1	1	1	1	1	2	3	3	1	1	2	3	1	1	1	4	8	1	9	8
2500	-959.208304126446365	-966.063792077405765	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621497903089903	-1	1	2	1	3	2	6	3	4	5	6	5	4	6	4	4	6	6	9	6	7	5	6	6	7	8	7	8	8	8	7	9	7	8	9	7	9	10	9	10	8	9	9	11	10	9	10	11	11	11	10	11	13	11	11	12	11	13	13	11	11	12	13	12	14	14	17	14	14	14	12	14	13	14	13	13	14	15	13	17	14	15	15	13	15	15	16	16	15	16	18	19	18	15	17	16	21	20	19	19	22	22	23	24	26	28	30	31	31	32	0	1	4	1	2	1	13	4	8	0	3	13	2	15	8	0	15	13	28	15	12	13	8	15	17	8	18	15	12	23	14	17	14	21	23	17	23	25	26	14	27	27	26	19	28	31	41	21	27	23	35	38	39	41	42	27	46	35	37	40	43	45	47	47	75	57	64	56	50	50	38	31	55	79	49	44	79	64	60	89	71	39	55	44	74	69	78	74	37	85	96	94	89	55	87	81	100	94	95	81	99	97	102	0	0	105	11	0	58	14	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	3	2	1	1	2	2	2	3	2	3	2	1	1	2	1	1	1	2	2	2	2	2	1	4	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	3	1	1	1	1	1	1	8	1	10	9
3000	-952.893677242637523	-959.749165193596923	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642432342165909	-1	1	3	2	3	3	5	3	4	5	4	5	3	5	5	5	5	7	9	7	7	6	6	7	7	6	8	6	8	9	8	10	9	8	10	10	8	9	8	9	9	9	9	11	10	9	11	11	11	11	12	11	11	11	12	11	12	12	12	13	11	11	13	13	14	14	15	12	13	14	13	13	14	13	13	15	13	15	12	16	14	14	16	14	14	16	15	16	15	15	16	19	19	18	17	17	20	19	19	19	21	22	24	24	25	28	29	29	31	29	0	1	2	1	2	1	13	4	8	0	3	13	4	8	8	0	3	13	17	15	12	13	17	17	17	8	22	17	21	23	26	17	17	21	23	23	23	25	26	14	27	27	28	28	28	15	41	12	27	35	23	38	9	41	56	42	46	36	37	79	43	43	47	47	75	57	63	27	50	50	52	39	55	79	49	43	79	64	40	59	52	39	73	62	74	69	64	74	35	85	81	73	80	73	87	91	100	83	95	96	95	97	102	0	0	105	51	0	53	33	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	2	2	2	1	1	2	1	1	2	3	3	2	1	2	2	1	2	1	3	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	3	1	1	1	2	1	3	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	6	1	9	5
3500	-910.780620209177982	-917.636108160137383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564322424076007	0	1	3	1	2	2	3	2	4	5	5	5	5	6	5	4	6	6	8	7	8	6	7	6	7	8	7	7	7	8	7	10	8	8	9	9	7	9	9	9	9	9	9	12	10	9	10	12	10	12	12	11	12	11	12	11	12	13	12	13	10	12	13	12	14	14	16	13	14	15	12	13	14	13	13	14	14	14	12	17	14	13	17	14	16	16	15	14	16	14	17	19	18	16	17	18	19	20	18	19	21	21	23	24	27	28	28	30	31	31	0	1	1	1	2	1	4	4	8	0	3	7	7	8	8	0	8	7	15	24	18	13	15	8	8	14	18	8	7	31	8	8	15	29	15	23	17	14	26	8	27	27	28	45	40	15	41	21	27	23	36	38	26	41	42	27	46	19	37	79	28	28	47	47	49	57	63	49	50	23	38	39	55	79	56	45	79	64	40	82	38	9	73	62	90	69	64	79	70	79	81	94	89	73	87	81	91	73	95	91	99	97	102	0	0	105	70	0	50	70	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	2	1	1	3	2	1	3	3	2	1	2	1	1	2	1	4	1	1	1	2	1	2	1	3	1	3	1	1	2	1	2	3	2	2	3	1	2	2	2	1	2	1	2	2	2	4	2	2	1	1	1	2	2	2	2	2	2	5	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	2	1	1	1	1	1	6	1	12	6
4000	-958.888827836409632	-965.744315787369032	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577381559859896	-2	1	3	2	3	2	4	3	5	5	5	6	3	4	5	4	6	6	8	6	7	6	6	6	8	6	7	7	9	8	9	8	9	8	9	10	8	10	8	10	9	8	11	11	8	9	10	10	10	13	12	10	11	10	11	11	11	13	12	14	12	12	11	12	14	13	16	14	12	13	13	13	15	13	13	14	14	14	12	16	15	13	16	14	16	16	14	15	15	14	17	18	18	17	16	18	20	20	18	19	22	23	23	24	26	29	29	30	30	32	0	1	1	1	2	1	3	4	8	0	1	7	1	8	8	0	8	13	8	15	12	7	11	14	15	14	13	15	21	23	8	15	26	13	14	23	23	25	26	4	27	27	45	45	28	15	41	34	27	14	35	31	26	41	42	42	31	35	37	72	43	45	47	47	49	46	64	49	23	36	25	39	68	40	49	45	74	64	40	59	71	39	73	19	40	50	64	74	59	74	81	83	89	73	87	81	91	92	95	96	99	97	97	0	0	105	53	0	4	76	1	1	3	2	1	2	1	1	1	1	3	1	2	1	2	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	4	1	2	2	2	2	1	1	1	4	1	1	2	1	1	3	1	1	1	4	2	1	3	1	2	2	2	3	1	1	1	2	1	1	2	2	2	2	3	2	3	3	1	2	2	3	1	1	1	3	1	2	1	4	2	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	2	2	2	1	1	2	7	1	20	8
4500	-960.855237099818623	-967.710725050778024	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590760220093140	-1	1	1	2	3	3	6	3	5	4	5	5	4	5	5	5	6	6	8	6	9	6	7	7	7	7	7	8	8	8	7	8	8	8	9	9	9	9	9	10	9	9	9	12	9	9	10	11	11	11	11	12	12	11	11	12	11	13	12	13	11	11	12	12	14	13	15	13	13	14	12	13	14	14	12	14	14	14	12	17	15	15	16	13	15	16	15	16	15	16	18	17	19	18	17	18	20	19	19	19	21	23	23	24	24	27	29	30	31	31	0	1	1	3	2	1	13	4	8	0	4	13	4	8	8	0	8	13	17	15	29	13	14	15	15	17	18	31	22	23	8	14	15	13	23	23	23	25	9	17	27	27	28	45	28	15	41	21	27	23	36	25	26	41	42	42	46	51	37	79	43	45	47	47	75	46	78	49	50	50	38	39	55	79	49	45	79	64	17	37	71	46	55	45	74	69	64	74	37	85	81	83	89	92	87	81	100	92	95	81	95	97	97	0	0	105	76	0	72	72	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	2	2	1	2	2	1	1	1	2	2	1	2	1	2	1	1	2	2	2	2	1	1	1	2	1	1	2	3	2	2	1	1	1	2	1	2	2	1	2	1	2	1	1	2	1	2	2	2	2	1	1	1	1	2	8	1	13	10
