step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12
5000	-42.106316757231077	-40.644234672712194	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.604025314656413	0	-1	2	3	1	6	4	4	4	7	5	11	2	0	1	1	2	5	3	4	3	7	4	6	1	1	1	1	1	2	1	1	1	2	1	2
5500	-39.431806340900678	-37.969724256381795	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.928366954251752	1	0	1	3	2	6	4	5	6	5	7	12	2	0	2	5	2	5	3	4	5	5	9	6	1	1	1	1	1	2	1	1	1	1	1	2
6000	-31.469348583992854	-30.007266499473971	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.919932384166144	1	-1	1	2	3	5	5	4	6	6	8	11	2	0	2	1	3	5	1	5	6	8	9	11	1	1	1	1	1	1	2	1	1	1	1	1
6500	-39.409580023022230	-37.947497938503346	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.777541745033271	1	0	1	1	3	5	4	4	6	7	5	13	2	0	2	2	1	7	2	1	7	9	7	10	1	1	1	1	1	1	2	1	1	1	1	3
7000	-40.980762851293342	-39.518680766774459	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.745228836130447	0	-1	1	2	2	4	4	2	5	6	7	10	2	0	2	2	1	2	5	1	6	7	5	11	1	1	1	1	1	2	1	1	1	1	1	2
7500	-30.383580777908502	-28.921498693389619	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.847415389066962	1	0	2	3	3	5	3	5	5	6	7	11	2	0	2	1	1	7	1	5	4	8	9	11	1	1	1	1	1	1	1	1	1	1	1	1
8000	-31.964928955410350	-30.502846870891467	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.930526650763266	1	0	2	2	2	5	4	4	5	6	7	9	2	0	2	1	1	4	3	5	8	3	6	11	1	1	1	1	1	1	1	1	1	1	1	1
8500	-37.917330060782199	-36.455247976263315	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.900430908778701	1	0	2	3	2	4	4	4	5	5	7	9	2	0	1	2	2	1	5	5	3	1	9	11	1	1	1	1	1	2	1	1	1	1	1	1
9000	-41.664573010793170	-40.202490926274287	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.720113950120208	1	0	2	2	2	5	1	4	5	6	8	12	2	0	2	7	2	2	2	2	4	8	6	11	1	1	1	1	1	1	1	2	1	1	2	2
9500	-47.732248822375958	-46.270166737857075	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.354165765766514	0	-1	1	2	3	6	5	5	6	5	7	12	2	0	1	1	1	8	4	5	4	1	7	7	1	1	1	1	1	1	1	1	3	2	1	2
10000	-35.093841098569222	-33.631759014050338	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.896035626958636	1	0	2	3	2	3	4	4	5	5	7	10	2	0	2	5	2	2	1	4	6	6	7	11	1	1	1	1	1	1	1	1	1	1	1	1
10500	-29.889638741833135	-28.427556657314252	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.998692560510881	1	0	1	3	1	5	4	4	6	6	8	11	2	0	2	3	2	4	1	5	6	7	9	11	1	1	1	1	1	1	1	1	1	1	1	1
11000	-40.548692292474691	-39.086610207955808	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.602792164532190	0	-1	1	3	2	5	4	5	6	5	7	12	2	0	1	1	3	4	5	7	4	4	7	9	1	1	1	1	1	2	1	1	2	1	1	3
11500	-47.093056357724848	-45.630974273205965	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.726960507313151	0	-1	2	3	1	4	4	3	6	5	7	10	2	0	1	3	1	5	3	5	2	4	5	11	1	1	1	1	1	1	2	1	3	1	2	1
12000	-32.459100734028013	-30.997018649509133	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.910763184089121	1	-1	1	3	2	5	4	3	4	6	7	11	2	0	2	1	1	4	4	5	8	6	10	11	1	1	1	1	1	1	1	1	1	1	1	1
12500	-32.076008039914939	-30.613925955396056	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.891366995900219	0	-1	2	3	2	5	4	4	4	6	7	12	2	0	2	1	1	4	5	5	3	9	8	10	1	1	1	1	1	1	1	1	1	1	1	2
13000	-36.016833973666891	-34.554751889148008	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.912120801474281	1	0	2	2	3	6	4	5	3	6	8	11	2	0	2	1	1	7	5	7	1	7	10	6	1	1	1	1	1	1	1	1	1	1	1	3
13500	-38.987712290048343	-37.525630205529460	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.542270913823972	0	-1	2	2	1	5	5	4	6	7	8	11	2	0	2	1	2	5	3	3	8	7	8	11	1	1	2	1	1	2	1	1	1	1	2	1
14000	-35.299247530337240	-33.837165445818357	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.913086853608852	1	-1	2	2	2	5	4	5	3	7	8	10	2	0	1	1	1	9	1	7	5	6	8	11	1	1	1	1	1	1	1	1	1	1	1	1
14500	-33.974588630382058	-32.512506545863175	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.801408038603570	1	0	2	2	3	4	5	4	4	6	8	12	2	0	2	2	1	4	6	3	3	7	10	9	1	1	1	1	1	1	1	1	1	1	1	3
15000	-41.348855066283448	-39.886772981764565	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.793717415102293	0	-1	1	2	2	6	4	4	5	4	7	9	2	0	2	2	3	1	4	4	4	2	10	11	1	1	1	1	1	3	1	1	1	2	1	1
15500	-41.551753198331554	-40.089671113812670	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.838465217743035	1	-1	0	2	3	6	4	5	5	6	7	12	2	0	2	3	3	9	5	5	7	7	9	11	1	1	1	2	1	1	1	1	1	1	2	3
16000	-35.648706292729678	-34.186624208210795	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.835642834789547	0	-2	0	2	2	5	4	4	4	6	6	10	2	0	2	1	1	5	1	5	5	7	7	10	1	1	1	1	1	1	2	1	1	1	1	1
16500	-38.618897829030978	-37.156815744512095	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.767824781408188	0	-1	2	2	2	5	5	4	6	6	7	13	2	0	2	2	1	4	3	1	6	7	7	6	1	1	1	1	1	1	1	2	1	1	1	3
17000	-41.014335117568507	-39.552253033049624	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.849562261642323	0	-2	1	2	2	4	3	4	5	6	8	13	2	0	1	1	1	4	3	7	8	9	6	10	1	1	1	1	2	1	1	1	1	1	2	2
17500	-36.192158571751733	-34.730076487232850	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.951796140070164	1	0	1	3	2	6	3	3	3	6	8	10	2	0	2	2	2	8	1	2	5	7	10	11	1	1	1	1	1	1	1	1	1	1	1	1
18000	-44.892348700245449	-43.430266615726566	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.373072271889753	0	-1	1	2	2	6	5	3	5	6	8	13	2	0	1	1	1	8	8	3	5	5	10	5	1	1	1	1	1	1	2	1	1	2	1	6
18500	-34.986226878748852	-33.524144794229969	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.798438500084483	0	-1	2	3	2	5	4	5	6	7	7	12	2	0	2	3	2	4	4	4	7	8	9	8	1	1	1	1	1	1	1	1	1	1	1	3
19000	-48.059511089977065	-46.597429005458181	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.721287721343736	0	-1	1	3	3	6	5	4	4	6	7	10	2	0	2	2	3	3	8	1	3	4	3	6	1	1	1	2	2	2	1	2	2	1	3	2
19500	-33.498885564814231	-32.036803480295347	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.960392048989342	0	-1	1	2	1	5	4	4	5	7	7	11	2	0	2	3	2	7	4	1	7	7	6	11	1	1	1	1	1	1	1	2	1	1	1	1
20000	-39.767847049074497	-38.305764964555614	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.782453893659468	0	-1	0	3	2	4	2	3	5	6	6	12	2	0	2	1	3	7	3	7	5	9	9	10	1	1	1	1	1	1	1	1	1	1	1	3
20500	-46.303810177204141	-44.841728092685258	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.834563898378874	0	-1	1	2	1	6	5	4	5	7	6	10	2	0	2	2	1	5	8	4	2	6	4	7	1	1	1	1	1	2	1	1	2	1	1	3
21000	-39.103432885634362	-37.641350801115479	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.486003312359770	1	0	2	3	2	5	4	3	4	6	7	12	2	0	1	5	2	1	5	2	3	9	7	6	1	1	1	1	1	2	1	2	1	1	2	3
21500	-37.743524263431951	-36.281442178913068	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.836298643596810	1	-1	1	3	2	4	4	4	5	7	7	12	2	0	2	5	1	3	3	1	4	6	4	11	1	1	1	1	1	1	1	2	1	1	1	2
22000	-32.302464553626926	-30.840382469108047	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.944502523730202	1	-1	1	2	3	4	3	5	5	5	8	12	2	0	2	2	1	7	1	5	7	7	9	11	1	1	1	1	1	1	1	1	1	1	1	1
22500	-34.378764992330822	-32.916682907811939	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.891685667156826	1	0	2	2	3	5	3	4	4	7	8	11	2	0	2	2	1	9	3	3	5	8	8	11	1	1	1	1	1	1	1	1	1	1	2	1
23000	-36.188796605468418	-34.726714520949535	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.712039756673865	1	0	2	1	3	5	3	5	5	7	8	12	2	0	4	2	1	7	3	5	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1	3
23500	-30.433003394200245	-28.970921309681362	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.971803577571433	0	-1	1	1	3	5	5	4	5	6	7	11	2	0	2	1	4	5	8	3	5	6	9	11	1	1	1	1	1	1	1	1	1	1	1	1
24000	-43.114342469454691	-41.652260384935808	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.559546755977901	0	-2	2	2	2	5	5	5	4	7	7	13	2	0	1	2	1	9	5	4	1	8	7	10	1	1	1	2	2	1	2	1	2	1	1	3
24500	-44.182076104847866	-42.719994020328983	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.543318011498651	1	-1	1	3	2	5	3	4	6	6	6	12	2	0	2	5	3	3	2	5	5	1	5	10	1	1	1	1	1	2	2	2	2	3	2	3
25000	-36.799418907642078	-35.337336823123195	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.719759802003738	1	0	1	3	2	5	3	3	6	6	8	12	2	0	2	5	2	4	5	3	6	7	9	11	1	1	1	1	1	1	1	1	1	2	1	3
25500	-42.014967243598534	-40.552885159079651	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.845313321034539	0	-2	1	2	3	4	4	3	5	6	7	11	2	0	2	2	3	3	4	3	8	5	10	7	1	1	1	1	1	1	1	1	1	2	1	4
26000	-36.869573119675003	-35.407491035156120	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.866005763214291	0	-2	1	3	3	6	4	4	5	5	8	12	2	0	2	3	3	10	5	1	5	4	6	9	1	1	1	1	1	1	1	2	1	1	1	3
26500	-41.313194991417127	-39.851112906898244	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.861493551719526	0	-3	1	2	2	5	4	4	4	6	6	12	2	0	1	3	3	3	5	5	4	6	9	10	1	1	1	1	1	2	1	1	2	1	1	2
27000	-34.925453673325229	-33.463371588806346	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.872296860088969	1	0	2	2	2	6	4	5	3	6	7	12	2	0	2	1	2	8	3	7	5	7	6	8	1	1	1	1	1	1	1	1	1	1	1	3
27500	-39.831130765798804	-38.369048681279921	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.858087413970753	1	0	2	2	2	4	4	5	6	6	7	11	2	0	2	2	2	1	5	7	6	7	8	8	1	1	2	1	1	1	1	1	1	2	1	2
28000	-51.737085098979989	-50.275003014461106	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.656961770794570	0	-2	1	2	2	4	3	3	6	6	7	13	2	0	2	1	3	8	4	2	4	7	3	1	2	1	1	1	1	1	1	3	2	1	3	6
28500	-40.919808930375552	-39.457726845856669	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.946555102070111	0	-1	2	2	3	6	3	4	5	6	5	12	2	0	2	2	4	9	3	4	7	11	7	6	1	1	2	1	1	1	1	1	1	1	1	3
29000	-35.513937675005188	-34.051855590486305	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.953698306200051	0	-1	1	1	2	3	3	4	5	6	7	11	2	0	2	2	3	1	5	6	8	6	10	11	1	1	1	1	1	1	1	1	1	1	1	1
29500	-36.834585907285017	-35.372503822766134	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.791400598467245	1	0	1	3	3	3	4	3	5	6	7	11	2	0	2	1	1	1	4	1	7	5	8	11	1	1	1	1	1	1	1	1	1	1	2	1
30000	-32.045552276967221	-30.583470192448338	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.805658926040408	0	-2	2	2	3	6	4	4	5	6	8	11	2	0	1	1	4	7	5	3	3	9	6	11	1	1	1	1	1	1	1	1	1	1	1	1
30500	-42.195684258397236	-40.733602173878353	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.628363893249688	0	-1	1	2	2	5	3	4	4	6	7	11	2	0	2	2	3	9	3	1	1	7	7	11	1	1	1	1	1	1	1	2	2	2	3	1
31000	-37.771760619768180	-36.309678535249297	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.981486205369021	0	-1	2	1	3	6	3	4	6	7	5	9	2	0	1	1	3	8	1	3	8	11	8	6	1	1	1	1	1	1	1	1	1	1	1	1
31500	-38.606750660448910	-37.144668575930027	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.929405919636916	1	-1	2	2	3	6	3	4	5	7	7	11	2	0	2	1	4	8	1	4	1	6	9	6	1	1	1	1	1	1	1	1	2	1	1	3
32000	-40.853756566877770	-39.391674482358887	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.653816617136715	0	-2	2	1	2	5	4	4	5	6	7	12	2	0	2	2	2	7	3	3	7	5	3	10	1	1	2	1	2	1	1	1	1	1	2	3
32500	-41.728204211237475	-40.266122126718592	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.631793153444056	0	-2	0	2	2	6	5	3	5	5	6	12	2	0	2	1	3	8	3	5	8	5	5	7	1	1	1	1	1	1	2	1	1	1	2	3
33000	-33.751834335604940	-32.289752251086057	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.905667173219461	1	0	2	2	2	5	5	4	5	6	8	12	2	0	2	1	1	8	1	4	3	6	7	11	1	1	1	1	1	1	2	1	1	1	1	2
33500	-44.932750375442488	-43.470668290923605	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.645067509481935	0	-1	2	3	2	5	3	3	5	5	6	13	2	0	2	3	1	3	5	1	7	7	7	9	1	1	1	1	1	2	1	1	1	1	2	2
34000	-45.516305824943615	-44.054223740424732	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.508941044552968	0	-1	0	2	2	5	3	5	6	5	6	13	2	0	2	3	3	5	4	7	7	4	10	1	1	1	1	1	1	1	1	1	2	1	1	7
34500	-40.304949411474738	-38.842867326955854	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.867710785814405	0	-1	2	3	2	5	4	3	5	5	7	12	2	0	2	5	2	5	4	1	3	1	9	11	1	1	1	1	2	1	1	1	1	2	1	2
35000	-44.519244965821173	-43.057162881302290	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.773659121978879	0	-1	1	3	2	5	3	5	5	6	6	12	2	0	1	1	2	5	1	7	1	6	7	5	1	1	1	1	2	1	1	1	2	1	1	3
35500	-36.854296622872006	-35.392214538353123	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.726817255983395	1	-1	0	2	2	5	4	4	5	7	6	12	2	0	2	3	3	7	5	4	4	7	6	7	1	1	1	1	1	1	1	1	2	1	1	4
36000	-42.814005935548508	-41.351923851029625	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.782194132401567	0	-2	1	2	3	5	3	2	4	6	7	12	2	0	1	3	8	4	1	3	1	6	6	10	1	1	1	1	1	1	2	1	1	1	1	3
36500	-36.532332669921075	-35.070250585402192	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.940961633061944	1	0	1	3	3	4	5	4	6	6	8	12	2	0	2	3	3	3	5	1	6	6	8	11	1	1	1	1	1	1	1	2	1	1	1	2
37000	-39.738452284748277	-38.276370200229394	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.837622953401648	1	0	1	2	2	4	4	4	5	6	5	12	2	0	2	3	2	5	5	5	5	7	1	5	1	1	1	1	1	1	1	1	2	1	2	3
37500	-43.394158158347302	-41.932076073828419	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.810477869900234	0	-1	2	3	0	5	3	4	5	6	7	12	2	0	1	5	2	7	1	7	5	7	4	11	1	1	1	2	1	1	1	1	3	1	1	2
38000	-41.834037694228286	-40.371955609709403	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.974056913418001	1	0	1	2	3	5	5	4	5	6	7	10	2	0	2	1	4	1	4	3	3	6	7	8	1	1	1	1	1	2	1	1	1	1	1	2
38500	-39.899739430361144	-38.437657345842261	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.970621499632075	1	-1	2	2	1	2	5	4	5	4	8	12	2	0	1	1	2	1	3	4	8	5	7	11	1	1	1	1	1	1	1	1	1	1	1	1
39000	-36.802046607386629	-35.339964522867746	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.740578313540353	1	0	2	3	2	5	5	4	5	6	7	13	2	0	2	1	2	4	4	5	4	9	9	5	1	1	1	1	1	1	2	1	1	1	1	5
39500	-38.775291044700197	-37.313208960181314	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.834198568195882	1	-1	0	2	1	5	4	3	6	7	8	12	3	0	2	3	3	8	3	5	8	7	9	9	1	1	1	1	1	1	1	1	1	1	1	2
40000	-34.635843393255335	-33.173761308736452	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.986944419767454	1	-1	1	3	2	5	3	5	4	3	7	11	2	0	2	5	1	7	3	7	4	3	8	11	1	1	1	1	1	1	1	1	1	1	1	1
40500	-30.712254177349088	-29.250172092830205	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.965387273279544	0	-1	2	3	3	5	5	5	5	7	7	11	2	0	1	1	3	5	4	4	4	7	6	10	1	1	1	1	1	1	1	1	1	1	1	1
41000	-48.492906499763592	-47.030824415244709	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.837028824466858	0	-1	1	3	3	5	4	4	5	6	8	11	2	0	2	1	3	1	5	1	1	2	5	10	1	1	1	2	1	2	1	2	1	3	2	2
41500	-43.885316567982080	-42.423234483463197	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.748011312375172	1	0	2	2	2	5	5	4	5	4	7	12	2	0	2	1	2	2	4	5	2	5	10	8	1	1	1	1	1	2	2	2	2	1	1	3
42000	-41.318966525554472	-39.856884441035589	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.936084898487858	1	0	1	1	2	4	4	5	6	6	6	12	2	0	2	2	2	1	2	1	8	7	8	8	1	1	1	1	1	1	1	2	1	1	1	2
42500	-41.703462300571395	-40.241380216052512	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.821098070052288	1	-1	1	3	2	4	3	4	6	5	6	10	2	0	2	1	3	7	3	5	8	1	7	11	1	1	1	2	1	1	1	1	1	2	1	2
43000	-35.423427573098564	-33.961345488579681	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.679283614110683	1	-1	1	2	2	5	3	4	5	5	8	12	2	0	2	1	1	4	5	3	7	8	9	11	1	1	1	1	1	1	1	1	1	1	1	2
43500	-39.947996594758280	-38.485914510239397	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.700955389540324	1	0	2	3	3	4	4	5	2	5	7	12	2	0	1	1	1	5	9	4	2	3	7	11	1	1	1	1	1	1	1	1	1	2	1	2
44000	-28.935725324481584	-27.473643239962701	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.948661600464282	1	-1	1	2	2	5	3	4	5	6	7	10	2	0	2	1	3	7	1	4	8	6	6	11	1	1	1	1	1	1	1	1	1	1	1	1
44500	-35.202639300856418	-33.740557216337535	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.922082746561339	1	-1	1	3	2	4	4	5	5	6	6	12	2	0	2	5	3	5	5	5	4	6	9	6	1	1	1	1	1	1	1	1	1	1	1	3
45000	-30.860615106142600	-29.398533021623717	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.973741130956563	1	0	2	3	2	5	4	4	5	6	7	10	2	0	2	1	2	5	3	2	7	8	10	11	1	1	1	1	1	1	1	1	1	1	1	1
45500	-37.673615961918991	-36.211533877400107	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.744701902218371	1	0	2	3	2	5	5	4	4	6	8	12	2	0	2	2	2	8	4	2	1	8	4	10	1	1	1	1	1	1	1	2	1	1	2	2
46000	-36.499590478593660	-35.037508394074777	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.835906091949218	1	0	2	3	2	5	4	4	4	7	7	9	2	0	2	2	2	9	1	3	3	6	1	11	1	1	1	1	1	1	1	1	1	1	2	1
46500	-37.426899610419930	-35.964817525901047	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.707199566175710	0	-1	1	2	2	5	4	4	6	4	7	13	2	0	2	1	1	4	3	4	10	5	10	8	1	1	1	1	1	1	2	1	1	1	1	4
47000	-34.996777012470417	-33.534694927951534	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.900322698384722	1	-1	1	1	2	5	3	4	6	7	7	11	2	0	2	2	3	7	3	4	8	9	5	10	1	1	1	1	1	1	1	1	1	1	2	1
47500	-38.509191643436694	-37.047109558917811	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.697781173183054	1	-1	1	3	3	4	5	3	5	6	8	11	2	0	2	3	2	1	8	1	5	6	9	10	1	1	1	1	1	1	1	1	1	1	2	2
48000	-35.572298799747003	-34.110216715228120	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.910636638496905	1	0	1	3	2	5	4	4	4	7	8	10	2	0	2	1	3	5	2	5	3	9	6	11	1	1	1	1	1	1	1	1	1	1	1	1
48500	-36.640328393262635	-35.178246308743752	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.962447539680807	1	-1	0	2	3	5	4	4	4	5	7	10	2	0	2	3	2	1	4	5	4	5	10	11	1	1	1	1	2	1	1	1	1	1	1	1
49000	-48.268671630912714	-46.806589546393830	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.568947067537378	1	0	2	2	3	5	4	4	6	7	6	11	2	0	1	2	2	5	2	2	3	3	3	9	1	1	1	1	1	1	2	1	3	1	2	3
49500	-34.798089333497082	-33.336007248978198	-1.462082084518882	0.000000000000000	0.000000000000000	1.000000000000000	0.955084519183755	1	0	2	2	2	6	4	4	5	6	8	11	2	0	1	2	2	4	4	5	5	3	6	11	1	1	1	1	1	1	1	1	1	1	1	2
