step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
1	-566.683984349366369	-575.734827729817766	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.568467072221537	0	5	2	4	3	5	6	3	5	6	5	9	5	7	6	6	5	9	7	6	7	7	6	6	8	5	6	7	9	7	6	7	6	8	6	6	7	9	7	8	8	9	7	8	9	8	11	11	8	10	14	9	9	9	10	9	10	9	11	10	10	10	13	12	11	11	16	12	10	11	13	11	13	13	14	14	15	18	21	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-235.997827104359487	-245.048670484810827	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997253395881135	0	5	3	1	3	6	7	4	6	7	6	8	6	8	7	2	6	8	8	7	8	7	7	4	9	5	5	8	9	5	3	7	5	6	6	5	7	8	8	7	8	10	7	5	9	7	8	12	8	11	15	9	9	10	10	9	9	7	8	10	10	10	13	12	10	12	16	12	9	10	13	11	13	11	9	15	9	18	21	22	0	3	16	1	4	2	33	4	27	9	16	11	8	40	36	4	2	40	27	9	34	35	36	3	18	8	4	31	46	1	16	2	5	33	2	5	11	20	6	2	46	69	17	31	43	11	17	61	7	29	49	19	46	58	69	27	43	24	10	49	26	41	48	62	41	55	64	39	36	40	48	37	55	53	38	48	15	51	78	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-249.615648203026126	-258.666491583477466	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.969010209495798	1	6	3	3	4	5	5	3	2	5	4	9	5	6	5	5	4	10	7	7	7	6	4	6	9	6	5	6	9	3	6	8	4	7	6	7	7	8	7	5	9	10	5	8	9	8	8	10	8	10	13	8	7	8	5	8	11	9	9	9	7	11	13	11	12	9	16	11	10	12	10	9	13	11	15	12	14	9	21	24	0	7	9	9	3	23	8	1	1	4	9	46	33	10	33	17	30	20	5	10	26	17	3	11	19	16	5	17	31	9	43	16	9	30	9	16	17	23	40	8	13	39	4	24	61	14	40	46	22	56	50	22	7	10	9	26	29	32	36	7	7	25	61	42	47	40	71	41	38	71	44	61	25	42	64	49	70	22	75	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-249.739099354346422	-258.789942734797762	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975265882068796	0	4	2	4	3	5	6	2	4	6	4	8	6	8	7	6	5	7	8	5	5	8	6	7	8	4	6	7	9	8	6	8	6	6	5	6	3	9	7	7	8	9	7	7	9	8	10	11	5	10	15	9	8	6	10	7	9	9	7	8	7	8	12	13	10	2	16	12	11	11	12	11	12	9	15	9	13	14	21	24	0	3	1	3	1	3	11	1	5	3	8	61	26	59	5	2	2	54	59	3	11	66	4	33	40	3	11	6	54	23	37	21	6	26	9	4	66	44	6	34	36	28	17	20	39	27	42	22	26	41	77	31	28	9	56	4	43	12	36	2	21	59	62	38	76	1	78	50	16	22	53	20	28	19	70	40	70	32	77	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-244.617100630324785	-253.667944010776125	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983687839942594	-1	5	3	4	3	5	7	3	6	7	5	9	3	8	6	7	5	10	7	7	6	8	5	5	8	4	7	7	8	6	6	8	6	8	1	6	4	9	6	8	8	5	5	9	10	7	11	10	6	8	13	10	10	9	9	7	7	8	12	11	10	10	13	12	11	11	14	12	11	12	14	11	9	13	14	12	13	15	21	20	0	37	35	13	1	37	11	35	43	33	37	36	1	9	26	49	4	39	24	42	42	6	4	4	15	13	8	11	56	8	3	4	11	24	1	35	1	50	37	49	39	26	8	16	30	17	41	37	42	43	69	58	54	57	19	4	2	6	72	48	9	58	60	17	48	27	63	65	73	66	72	38	20	9	77	55	65	70	80	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-245.238828459727699	-254.289671840179039	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999488646288260	-1	5	0	4	3	5	7	2	6	6	5	9	6	6	6	7	4	8	8	7	8	5	4	7	7	5	7	4	9	4	7	8	6	6	7	7	7	9	8	8	7	9	8	7	8	5	10	12	8	11	14	6	9	9	10	8	9	9	10	11	10	7	13	12	11	11	13	13	8	12	12	10	13	14	14	8	15	18	13	23	0	30	1	5	1	3	6	3	22	28	17	45	22	4	4	15	5	37	37	52	4	5	5	15	34	5	17	8	19	1	14	9	23	26	26	14	46	36	34	9	14	18	10	46	10	4	62	15	6	39	18	4	35	18	62	15	11	14	21	29	18	30	55	37	12	41	36	60	25	66	61	18	60	63	50	36	60	51	42	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-250.303750054131740	-259.354593434583080	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999422539752159	0	4	1	4	4	5	5	2	3	5	2	10	5	8	6	5	5	8	8	6	5	4	6	6	5	6	7	7	8	8	6	8	7	8	5	7	6	8	8	7	3	8	6	8	8	8	12	9	8	6	14	9	10	9	11	7	10	10	9	11	10	7	14	9	11	11	16	10	9	11	13	12	11	13	12	11	10	17	18	18	0	3	1	11	11	41	8	1	3	9	3	6	22	36	35	41	5	26	62	7	3	9	16	4	2	6	37	35	27	37	6	50	6	17	3	23	10	20	31	43	1	40	4	15	37	37	12	43	26	6	74	8	54	32	19	24	28	56	32	13	48	16	73	36	34	61	71	28	21	50	60	70	64	29	73	48	56	63	72	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-225.510669661613179	-234.561513042064519	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992611160823527	0	5	2	5	3	5	6	2	5	3	6	10	6	7	7	4	5	8	8	5	8	6	7	7	9	4	7	7	10	7	7	8	5	7	6	5	5	9	4	7	8	10	8	9	9	8	11	11	8	9	14	8	9	7	11	9	9	9	12	10	10	10	13	12	11	11	17	13	10	11	12	8	11	13	15	13	15	15	20	21	0	10	1	10	1	39	33	1	10	8	6	18	4	17	39	3	5	24	22	3	13	2	4	4	54	10	22	13	32	22	35	11	26	37	5	10	10	27	10	7	28	28	28	49	28	22	72	25	20	20	55	35	36	26	44	15	32	52	48	40	52	52	64	27	40	27	51	69	54	62	52	15	45	59	29	52	76	48	67	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-224.133152400114682	-233.183995780566022	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978453359242113	1	4	3	5	4	5	5	4	6	5	6	10	6	5	6	7	6	9	7	7	7	8	5	7	8	3	7	7	9	7	7	8	6	9	5	5	8	7	6	8	3	10	8	3	10	7	11	11	8	11	13	8	8	9	10	9	11	9	10	7	9	8	11	12	9	9	14	11	10	11	12	12	12	14	12	15	14	18	22	24	0	41	1	41	3	3	3	41	44	26	23	40	5	44	4	36	23	13	36	4	39	15	5	23	19	1	17	8	16	35	23	8	10	32	3	41	6	7	7	44	1	31	39	1	19	5	61	66	17	43	71	16	2	43	61	11	22	38	46	7	11	13	20	12	60	37	75	65	37	25	48	57	42	57	63	74	64	74	78	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-234.190945803916719	-243.241789184368059	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994379769131176	1	5	2	4	4	5	4	3	6	4	4	9	5	5	5	7	2	8	7	7	5	7	6	7	9	4	7	7	9	7	6	8	7	8	6	7	7	8	7	7	7	10	7	9	10	9	11	10	8	11	15	8	6	9	11	10	10	9	9	11	9	7	13	9	12	8	16	12	11	10	12	11	13	12	12	13	15	17	22	21	0	7	1	17	3	3	8	17	5	3	3	13	8	26	10	23	1	31	35	10	10	13	1	2	28	1	3	13	24	9	26	43	53	31	5	13	26	15	15	35	9	59	35	21	13	28	58	52	30	57	73	16	14	9	44	6	58	27	24	61	24	10	70	27	42	39	51	38	18	28	60	45	16	12	36	59	74	77	80	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
