step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80
5000	-228.439530528380942	-237.490373908832282	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990818523335834	0	3	2	4	2	6	7	4	5	6	5	9	4	5	7	6	5	9	4	5	5	6	6	7	7	6	7	5	9	8	6	7	7	7	6	5	8	9	8	8	7	10	8	7	9	8	4	11	6	9	14	9	8	9	7	10	10	10	12	11	10	9	7	13	12	11	13	13	9	11	13	11	13	13	13	14	15	16	19	17	0	5	1	3	1	47	21	5	8	19	8	15	5	5	2	4	13	30	5	2	8	2	14	14	9	9	21	13	39	15	17	20	13	5	19	8	15	14	15	35	26	24	26	14	44	63	5	15	4	21	54	39	15	30	49	54	24	43	61	62	30	27	10	48	69	50	53	70	27	27	29	39	60	59	70	73	75	51	80	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-242.760514541754020	-251.811357922205360	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999057208115330	-1	5	2	4	2	6	3	4	5	6	5	9	5	6	6	7	2	9	8	6	6	8	7	7	6	5	6	7	9	8	6	7	7	8	6	7	6	4	8	9	8	10	5	7	10	7	12	11	7	10	14	9	10	9	11	10	11	8	11	8	10	10	12	10	10	11	16	9	11	8	13	11	12	10	12	12	12	15	21	24	0	17	1	17	1	2	5	17	1	43	38	70	38	2	2	38	1	58	25	13	26	46	13	9	4	38	11	11	16	32	13	38	35	6	5	27	8	17	44	60	9	58	17	20	70	37	29	29	11	26	73	49	14	36	39	44	56	15	68	32	26	40	44	44	12	61	69	8	36	44	24	49	12	60	59	69	57	74	47	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-237.653250618461328	-246.704093998912668	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999658942972022	1	6	2	3	3	5	7	4	4	5	2	5	6	7	7	6	5	9	7	7	8	8	4	6	7	5	6	7	10	6	6	8	4	9	7	7	7	10	7	9	8	5	8	8	10	9	11	11	7	11	14	8	8	9	9	9	9	10	11	11	8	9	12	8	12	10	13	12	6	11	14	12	13	13	14	13	15	15	18	23	0	9	1	1	1	33	27	4	5	11	1	33	23	69	12	3	1	27	13	69	69	23	5	10	6	23	12	16	64	6	33	28	11	25	13	42	6	21	12	20	23	3	4	31	22	37	46	25	30	23	68	28	14	52	20	28	13	55	54	56	24	22	57	9	45	46	48	66	12	33	72	43	20	48	67	34	48	55	78	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-243.265536198781263	-252.316379579232603	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.929699368841466	1	6	3	5	2	4	6	4	5	7	6	9	5	8	3	7	5	6	8	7	6	8	6	5	7	6	6	7	10	8	7	7	6	7	4	5	8	9	7	9	6	8	7	8	9	9	11	12	7	9	15	7	9	9	10	10	9	9	10	10	10	10	10	13	12	11	16	8	10	9	13	9	12	13	14	10	16	13	21	15	0	4	5	15	1	15	36	5	3	26	6	68	8	33	5	4	5	17	39	23	13	27	3	35	4	24	24	36	22	26	11	9	36	24	1	8	7	42	2	68	6	7	2	25	2	19	61	58	4	10	74	35	32	52	45	41	10	26	37	41	43	39	18	30	50	44	56	23	68	39	20	30	76	38	61	30	65	27	77	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-256.223553963324889	-265.274397343776229	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986672089112924	1	5	2	5	3	4	6	3	5	7	3	9	6	6	7	4	5	9	6	5	7	7	5	4	6	6	5	6	8	8	5	4	7	8	7	7	6	9	6	9	8	10	8	5	9	5	10	8	9	10	14	8	8	7	9	7	10	8	11	10	11	11	10	12	8	12	15	12	11	12	13	7	12	13	14	15	15	13	13	21	0	3	1	1	1	3	31	1	1	31	1	33	9	6	28	8	16	33	23	6	23	23	8	3	31	20	16	46	37	25	6	5	9	44	32	16	24	10	5	53	6	43	15	3	35	24	55	39	72	34	41	46	26	13	3	9	34	1	12	18	54	50	30	59	20	65	66	21	36	42	55	7	60	62	70	21	68	15	38	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-241.564074608207306	-250.614917988658647	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979587376065227	1	4	2	5	4	5	6	4	3	5	5	9	5	7	5	7	5	10	7	6	7	8	7	7	9	3	3	6	7	7	6	7	4	7	5	7	5	8	8	9	9	10	8	9	10	6	8	8	9	9	14	7	9	10	10	10	8	10	10	9	9	10	14	12	9	11	15	12	10	11	14	10	12	10	14	11	15	19	20	21	0	9	1	27	9	3	35	26	3	5	1	34	26	37	26	9	8	25	10	37	15	4	46	17	38	1	1	35	13	20	27	10	9	10	2	33	33	31	52	39	32	61	14	37	17	8	31	21	11	47	56	13	46	47	43	20	6	40	23	57	29	50	45	58	22	18	18	72	65	72	68	60	34	21	68	55	51	68	75	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-241.273935703786321	-250.324779084237662	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996468930126155	-1	6	3	4	3	6	5	1	5	6	6	9	3	8	6	6	6	8	5	6	7	8	7	5	8	6	2	8	10	8	7	7	7	9	7	3	5	9	8	8	9	9	5	8	9	5	10	10	8	10	15	10	10	10	10	8	11	7	11	6	9	7	12	10	12	9	15	11	9	8	13	10	11	12	13	9	13	19	21	24	0	7	8	5	8	37	3	1	13	36	37	40	27	6	46	24	46	19	13	43	5	60	7	5	58	13	8	31	38	62	43	24	37	21	4	27	3	14	6	62	28	44	3	13	22	27	41	70	58	9	68	44	56	34	6	6	76	46	54	19	7	24	55	15	53	32	77	37	30	58	48	61	48	29	65	15	63	51	45	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-233.694721174967867	-242.745564555419207	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999134315966410	1	4	2	5	3	5	6	4	5	5	5	10	5	8	6	7	5	9	6	4	6	7	7	5	9	6	6	6	10	8	4	7	7	8	6	7	6	7	7	5	8	9	6	9	9	8	11	11	8	11	13	8	10	10	7	9	4	8	10	9	10	10	13	10	11	10	13	12	9	9	14	8	13	9	15	14	15	16	19	23	0	5	1	2	3	57	24	5	31	2	2	39	5	20	31	27	8	57	57	5	11	21	24	57	46	8	13	2	70	24	1	40	11	43	31	27	57	11	11	3	19	72	40	30	55	39	62	42	32	53	60	8	38	70	35	46	3	28	31	32	30	72	14	44	42	19	18	54	36	40	51	32	48	23	29	53	73	71	75	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-248.336768315506163	-257.387611695957503	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978273539560856	1	5	2	5	4	4	4	3	5	6	6	7	6	7	3	6	2	9	8	3	6	6	7	7	8	5	7	5	9	8	7	6	7	9	7	6	8	10	7	9	8	10	6	9	8	9	5	11	9	8	15	8	10	9	8	5	11	6	10	11	9	11	14	9	12	11	15	13	7	11	12	10	10	13	12	13	14	18	14	20	0	20	1	15	15	3	20	1	7	9	28	56	9	4	1	5	1	24	27	1	15	9	43	47	5	17	16	6	16	21	13	5	43	32	43	26	58	64	21	12	4	10	47	33	12	37	6	54	69	7	18	21	41	12	36	15	18	56	37	24	30	46	75	32	27	54	71	57	56	40	60	12	46	53	70	71	62	74	42	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-220.911252661796652	-229.962096042247993	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997592748361857	0	4	2	4	3	6	5	3	3	5	5	10	6	8	7	6	5	9	8	5	5	8	7	6	7	4	7	8	8	8	6	8	6	7	7	5	6	9	5	9	9	9	8	9	7	8	12	11	8	9	10	10	9	9	11	9	10	9	12	11	11	9	14	11	11	9	16	13	9	11	13	8	14	12	14	13	15	18	19	23	0	9	1	9	3	9	8	3	3	2	9	29	10	23	33	21	26	25	17	8	2	16	36	39	2	9	16	20	6	31	5	11	21	11	17	4	11	19	26	19	35	30	33	45	31	13	32	12	35	45	42	25	7	37	42	49	14	29	43	38	51	6	66	14	14	37	73	60	32	38	29	16	41	51	59	51	76	73	67	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
