step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-3621.250388345851206	-3628.105876296810493	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.907941774036383	0	2	2	2	2	4	3	3	4	3	3	4	4	4	5	4	4	4	4	5	7	8	5	6	6	6	6	7	6	6	6	6	7	6	6	9	7	7	7	7	7	10	7	9	7	7	7	8	7	7	9	8	8	9	8	8	8	8	9	8	8	8	8	9	10	9	9	9	9	9	10	9	10	10	11	10	10	10	10	11	11	10	11	11	10	10	11	10	11	11	12	13	11	11	11	11	11	11	15	12	12	12	13	13	13	14	15	15	16	15	15	17	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	6	6	4	5	5	5	5	6	5	5	5	5	6	5	5	7	6	6	6	6	6	8	6	7	6	6	6	6	6	6	7	6	6	7	6	6	6	6	7	6	6	6	6	7	8	7	7	7	7	7	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	10	8	8	8	8	8	8	11	9	9	9	10	10	10	11	11	11	12	11	11	13
500	-617.017366091818531	-623.872854042777931	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430352936465720	-1	2	1	1	2	3	3	3	4	3	2	4	4	4	3	4	4	2	4	4	7	8	5	6	6	6	5	6	6	6	6	6	7	5	6	9	7	6	7	7	6	10	7	9	7	7	7	7	6	6	9	5	8	9	8	7	8	8	9	8	8	7	8	9	8	7	9	9	9	9	10	9	9	10	11	10	10	10	10	11	10	10	10	11	9	10	10	10	11	8	12	13	11	10	11	11	10	10	15	12	12	12	13	13	13	14	15	15	16	15	15	17	0	4	1	1	1	4	3	3	8	18	0	7	8	8	4	18	10	4	11	6	13	7	14	5	11	12	12	14	16	20	20	12	28	8	14	35	8	20	32	3	11	72	7	26	23	38	31	20	23	23	37	20	39	55	39	11	41	45	45	20	30	20	37	11	34	38	49	49	52	39	19	11	37	20	60	3	56	58	58	35	66	90	35	65	52	85	57	69	70	6	82	31	56	67	66	97	59	59	85	13	37	0	70	48	20	93	70	39	93	72	89	111	1	1	1	2	3	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	3	1	1	4	2	1	2	2	2	2	2	1	1	2	1	4	2	1	4	2	1	2	1	1	1	1	3	1	1	1	1	1	1	1	3	2	1	2	2	2	2	1	5	3	1	3	3	4	2	6	7	2	2	2	7	2	2	2	4	2	2	3	2	2	1	2	1	2	5	2	6	3	1	4	1	1	1	6	7	4	1	3	4	7	3	5	8	4	5	3	2
1000	-540.624999399172793	-547.480487350132194	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516186044706256	0	2	1	2	1	4	3	3	4	3	2	4	2	4	4	4	4	2	4	5	7	8	5	6	6	6	5	7	6	6	6	6	7	6	6	9	7	7	6	7	6	10	7	9	6	7	7	8	7	7	7	7	8	9	8	7	8	8	9	8	8	8	7	8	9	9	8	8	8	9	10	9	10	10	10	9	10	10	10	11	11	10	10	9	9	10	11	10	11	11	11	13	11	11	10	11	11	11	14	11	12	12	13	12	12	14	15	15	16	15	15	17	0	5	1	5	1	4	13	3	2	18	0	8	3	8	2	18	10	5	11	9	12	32	14	23	19	8	8	26	16	20	20	13	34	14	14	49	45	31	13	26	19	72	26	27	3	31	6	31	23	35	24	31	39	53	39	25	19	28	23	20	47	31	45	41	67	47	23	28	52	53	41	41	50	62	31	45	64	24	67	65	66	66	84	68	52	48	64	38	70	75	62	48	25	58	60	83	67	67	85	70	98	0	89	75	86	56	53	70	64	64	100	111	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	3	2	1	1	2	1	2	1	2	1	1	4	1	1	2	2	1	1	3	1	2	1	1	2	4	1	2	2	2	1	1	1	2	1	2	1	3	1	3	3	1	2	1	2	1	2	2	1	1	1	4	3	2	1	1	3	2	3	2	2	2	1	1	1	1	2	3	1	2	1	2	2	2	3	2	1	2	2	4	2	1	1	2	2	1	3	6	5	4	4	2	1
1500	-538.264485193513792	-545.119973144473192	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.520860840418582	-1	1	1	2	0	3	3	3	4	3	3	2	4	4	3	4	4	2	4	4	6	7	5	6	6	5	6	7	6	6	6	5	7	6	6	9	6	7	7	7	7	10	4	7	7	7	7	8	6	7	9	8	8	9	8	8	8	8	8	8	8	7	8	8	10	9	9	8	9	9	10	9	10	9	11	10	10	10	10	11	10	10	11	10	10	10	11	9	11	10	12	13	11	10	11	10	10	11	15	12	12	12	13	13	13	14	15	15	16	15	15	17	0	5	5	2	1	5	12	3	2	18	0	3	7	3	4	18	18	5	11	6	13	43	8	23	11	12	23	35	16	20	20	13	14	14	14	23	26	20	21	27	11	25	8	13	23	31	31	20	14	14	45	30	39	55	39	25	25	34	35	20	38	20	33	11	59	62	49	49	31	55	56	19	58	48	38	63	64	59	51	73	31	48	68	68	52	52	42	48	39	60	48	75	57	58	69	36	68	67	86	70	49	0	100	90	86	42	103	70	106	71	103	111	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	2	2	2	1	1	2	3	2	1	2	3	1	1	2	2	2	1	2	2	1	2	1	2	1	1	4	3	1	3	2	1	1	2	1	3	2	1	1	1	1	2	2	1	1	3	1	2	1	2	2	2	2	2	2	1	2	4	2	1	3	1	2	2	1	1	2	2	2	2	2	2	1	1	3	2	2	2	3	2	2	1	2	2	4	3	5	1	1	2	2	3	2	5	2	4	1	2
2000	-541.771947838275423	-548.627435789234823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665888764834147	-1	0	2	2	1	2	3	3	4	3	3	4	4	4	4	4	4	4	4	4	5	7	5	6	5	5	6	7	5	6	6	6	6	4	6	8	7	5	7	7	7	10	6	9	6	7	7	8	7	5	9	8	6	9	8	8	7	8	8	8	7	8	8	9	10	8	9	9	9	9	10	8	10	10	11	10	10	10	10	11	10	9	11	9	10	10	11	10	11	11	12	12	11	11	11	8	11	10	15	12	12	12	12	13	13	14	13	13	15	15	14	15	0	1	5	5	2	2	3	3	2	2	0	7	7	8	4	10	10	10	11	6	13	8	14	8	11	7	21	35	16	38	5	26	23	8	23	35	14	20	53	21	19	56	12	27	23	31	31	20	14	12	35	30	26	55	53	25	11	45	28	30	30	31	24	11	59	20	49	49	52	55	56	41	45	60	62	63	19	59	67	73	82	62	49	33	69	69	77	20	70	88	75	38	64	59	81	49	45	67	105	70	97	0	89	90	86	25	55	70	93	93	108	107	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	3	1	3	2	2	1	1	1	1	3	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	3	2	1	2	2	1	1	2	2	3	2	1	2	1	2	2	2	1	3	2	2	1	1	2	1	2	2	2	2	5	2	1	1	1	1	2	1	1	1	1	5	1	1	1	2	2	2	1	1	4	1	1	2	1	1	1	2	3	4	4	4	3	2	1	1
2500	-533.305108862835823	-540.160596813795223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582378081535438	0	2	1	2	1	3	3	3	4	2	3	4	4	4	4	4	4	4	4	4	7	7	5	6	6	6	6	6	5	6	6	6	7	6	6	8	7	7	7	5	7	10	7	7	7	7	7	6	7	6	9	8	5	9	8	7	8	8	9	8	8	8	8	9	10	8	8	9	9	9	10	9	10	7	11	9	9	9	10	10	9	10	10	11	10	10	11	9	11	9	10	12	11	11	11	11	11	10	15	12	12	12	13	13	13	14	14	15	15	15	15	16	0	5	1	5	1	4	3	3	4	5	0	3	7	8	4	10	10	10	11	6	13	27	14	14	11	12	13	14	16	20	20	13	50	23	8	14	35	20	53	8	11	64	12	27	28	30	31	20	23	14	58	38	7	55	53	11	25	45	45	31	38	46	23	41	58	30	14	63	52	39	41	57	59	30	90	63	25	45	78	67	66	66	49	49	31	52	25	60	70	62	60	60	57	80	82	49	37	67	105	70	65	0	89	90	85	77	100	70	41	77	103	108	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	2	2	2	2	1	2	2	2	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	2	2	2	1	1	2	1	2	3	2	1	2	1	1	1	2	2	2	1	4	1	1	2	2	1	1	1	2	1	2	2	1	2	1	2	2	4	3	2	4	1	2	1	2	1	3	1	1	2	4	1	1	3	2	1	1	2	2	2	2	5	6	5	2	1
3000	-510.728680213994039	-517.584168164953439	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586330315743161	0	2	1	2	1	3	2	3	4	2	3	4	4	4	5	4	4	3	4	4	6	8	5	5	6	6	6	7	6	6	5	6	7	6	6	9	7	7	7	7	7	10	7	9	7	7	6	8	7	7	9	8	5	9	7	8	8	8	9	8	7	8	8	9	10	9	9	9	9	9	10	9	10	10	9	10	10	10	10	11	11	10	11	9	10	10	10	10	11	11	12	13	11	11	11	11	10	11	15	12	12	12	13	13	13	14	15	15	16	14	15	17	0	5	1	5	1	5	3	3	2	5	0	7	7	8	9	10	18	10	11	6	12	21	14	9	11	7	7	8	16	31	20	53	26	14	23	37	35	20	53	26	19	41	26	27	34	30	31	20	35	35	24	30	7	39	53	25	41	45	58	20	5	20	50	11	58	52	49	23	52	55	56	57	49	48	62	63	25	35	67	65	66	66	49	49	52	69	57	62	70	75	60	90	77	59	82	49	33	65	105	70	96	0	89	60	86	93	103	100	77	41	103	108	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	3	2	2	3	2	1	1	1	1	2	1	2	1	2	2	1	3	2	1	2	1	1	1	4	1	1	4	1	2	2	2	2	1	1	1	3	4	2	1	3	2	1	2	3	1	2	2	1	3	2	1	2	2	3	1	1	2	1	2	2	2	1	1	1	2	2	3	2	1	2	1	2	3	1	1	1	1	1	2	4	3	2	1	2	5	6	1	2
3500	-542.157055132941991	-549.012543083901392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.630660914714961	-1	2	0	0	2	2	3	3	4	2	2	2	4	4	5	4	4	4	4	4	6	8	5	6	6	5	5	7	6	6	5	6	7	6	5	7	7	7	7	7	7	10	7	8	7	7	7	8	7	6	9	8	5	9	8	8	8	8	9	7	8	6	8	8	10	9	8	9	9	8	10	9	10	10	11	10	10	9	10	8	11	10	11	10	10	10	11	10	11	11	12	13	11	10	10	11	11	11	15	12	12	9	13	13	13	14	15	15	16	14	15	17	0	4	1	1	4	4	12	3	2	4	0	1	12	8	2	5	10	10	11	5	12	21	14	23	11	7	7	35	16	20	20	7	14	23	14	35	23	31	53	32	11	25	13	27	35	20	62	31	23	8	24	30	13	55	53	25	11	45	58	20	62	31	33	41	58	48	28	67	46	53	56	57	59	48	48	50	64	33	36	28	30	66	68	45	52	60	72	38	55	60	75	75	77	58	48	68	67	84	105	55	97	0	89	74	85	41	103	100	110	77	103	111	1	2	1	1	1	2	1	1	2	1	1	2	2	1	2	1	2	2	1	2	1	2	1	1	2	2	2	2	2	2	1	2	3	1	1	2	2	2	2	1	3	2	1	3	1	3	1	3	2	3	2	2	1	1	2	2	3	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	1	2	2	3	2	1	3	1	2	1	2	2	2	3	2	2	2	3	1	2	1	2	1	2	3	1	2	3	1	1	1	1	3	4	2	2	2	3	2	2
4000	-508.735743919897118	-515.591231870856518	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639005932738359	0	2	2	2	1	3	1	3	4	2	2	4	4	4	5	3	4	4	4	5	5	6	5	5	6	3	6	7	6	5	6	6	6	6	6	9	7	6	7	7	7	9	6	9	7	6	7	8	7	7	9	8	8	9	8	8	8	8	9	8	8	8	7	9	10	9	8	6	9	9	10	9	10	9	9	10	10	10	10	11	11	10	10	8	10	10	11	10	11	11	12	12	11	11	11	11	11	11	15	12	11	9	13	11	12	13	14	13	14	14	15	17	0	5	7	5	1	4	1	3	5	5	0	7	26	8	4	10	10	10	11	6	13	12	14	12	11	7	21	23	16	6	30	13	14	12	14	12	35	30	21	22	19	41	7	27	33	20	31	31	68	68	67	30	39	53	39	41	25	45	58	31	47	31	33	57	58	48	68	23	38	53	56	57	58	60	31	63	64	24	58	28	69	66	84	49	60	69	42	62	70	75	104	62	64	50	82	59	49	65	105	70	65	0	100	31	52	64	108	39	106	93	103	111	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	1	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	1	3	2	2	2	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1	2	1	1	2	1	4	1	4	1	1	2	1	2	1	2	2	2	2	1	2	2	3	1	2	2	1	2	3	1	1	1	4	2	3	1	3	1	2	2	2
4500	-526.098928921489232	-532.954416872448633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560866639597544	-1	2	1	2	1	4	2	3	2	3	3	3	3	4	4	4	4	3	4	5	7	8	5	5	6	5	5	7	5	6	6	6	6	6	6	9	7	7	7	7	7	10	7	9	7	7	7	7	7	7	8	8	8	9	8	8	8	8	9	7	7	8	8	9	9	8	9	9	9	9	10	9	9	10	11	9	9	10	9	11	11	10	11	11	10	10	11	8	11	10	12	13	11	10	11	11	11	10	15	12	11	12	13	13	13	13	14	14	16	15	15	17	0	5	1	5	1	5	3	3	3	2	0	7	7	3	9	10	18	5	11	6	27	40	14	9	19	12	8	8	16	20	20	13	23	8	14	45	34	20	32	13	11	25	7	26	35	31	31	20	23	3	28	20	39	55	39	41	25	45	14	31	6	31	28	41	58	38	49	49	62	39	56	57	45	62	60	50	19	73	45	59	85	66	49	49	38	69	72	48	70	31	90	85	64	58	66	36	49	49	105	70	68	0	100	60	44	93	89	70	106	106	107	111	1	1	2	1	2	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	1	2	2	2	1	2	1	3	2	3	2	4	1	1	1	2	1	5	1	2	1	1	1	1	2	1	3	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	4	2	4	1	2	2	1	2	2	2	2	1	1	1	2	2	2	1	1	2	1	2	2	2	2	2	1	1	1	3	2	2	3	3	2	2	1	1
