step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21
7000	-149.102414756543510	-155.957902707502882	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507098045235358	0	6	4	7	7	6	10	10	12	11	14	12	11	13	13	11	13	13	15	15	20	0	1	0	2	2	3	5	2	2	6	7	2	2	10	7	6	8	7	13	15	14	1	3	1	1	1	1	2	2	2	2	2	3	3	2	2	2	2	1	2	1	4
7500	-159.169116547387574	-166.024604498346946	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.745564234823295	0	5	6	8	7	7	9	11	11	11	14	12	12	12	13	13	12	12	13	15	21	0	1	0	2	2	3	5	4	2	6	13	7	4	10	7	10	8	7	13	15	10	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	4
8000	-154.470779681914024	-161.326267632873396	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681993286381581	1	5	6	7	8	7	10	10	11	11	12	12	11	13	12	12	12	13	15	16	21	0	1	0	2	2	3	5	4	2	3	13	7	4	10	7	6	8	7	13	7	14	1	1	1	1	2	1	2	2	3	2	1	1	4	2	1	2	1	1	1	3	3
8500	-159.820803358184264	-166.676291309143636	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507337503494346	1	5	5	7	7	7	9	10	11	10	14	13	13	12	11	11	13	13	15	13	20	0	1	0	2	2	3	5	4	1	3	13	15	9	10	7	6	4	15	13	15	14	1	2	1	2	2	2	1	1	5	4	1	1	1	1	1	2	5	1	1	1	4
9000	-143.932493694341503	-150.787981645300874	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.664097943250422	-1	5	6	8	7	7	9	9	11	10	12	14	13	13	13	11	12	12	15	17	19	0	1	0	2	2	3	5	4	2	3	2	15	9	10	7	6	8	7	13	15	14	1	2	1	1	1	1	2	1	3	2	3	1	1	2	2	2	2	2	1	2	4
9500	-149.729124519579159	-156.584612470538531	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.786946667297029	0	6	5	8	8	8	10	11	10	10	12	13	12	12	12	12	12	11	15	16	20	0	1	0	2	2	3	5	4	5	3	2	7	4	10	7	10	8	7	13	15	14	1	2	1	1	2	2	1	2	1	2	2	1	1	2	1	1	1	1	2	1	4
10000	-163.583577962562771	-170.439065913522143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579274574613776	1	5	5	8	7	8	9	9	11	11	14	13	13	10	14	14	12	12	16	16	19	0	1	0	2	2	3	5	4	2	3	7	7	4	3	7	6	8	7	13	7	14	1	1	1	1	1	2	2	1	3	4	2	1	3	2	1	2	2	2	1	4	4
10500	-136.977084435106775	-143.832572386066147	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.701757211628406	0	6	5	8	7	7	9	10	10	11	12	12	11	12	13	13	13	12	15	17	21	0	1	0	2	2	3	5	4	2	3	2	7	4	10	7	6	8	7	13	15	14	1	4	1	2	1	1	2	1	2	2	3	1	1	1	3	3	2	2	2	1	4
11000	-140.673018229276323	-147.528506180235695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717133149279844	0	5	6	7	7	7	9	10	11	11	13	14	12	13	14	13	11	12	16	17	18	0	1	0	2	2	3	5	4	2	3	13	7	4	10	18	6	8	7	13	15	14	1	2	1	1	1	1	1	2	3	2	1	3	3	1	1	3	1	1	2	2	2
11500	-144.692051613178364	-151.547539564137736	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669119499531227	0	6	5	7	8	7	10	9	10	10	13	13	10	12	13	12	10	12	14	15	19	0	1	0	2	2	3	5	4	2	3	2	7	2	10	7	10	8	7	13	7	14	1	3	1	1	1	1	1	1	3	2	4	1	3	1	2	1	1	1	2	3	3
12000	-150.173527754022274	-157.029015704981646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455637084495741	-1	6	6	7	8	8	10	11	10	11	12	12	13	12	13	10	13	13	16	16	19	0	1	0	2	2	3	5	4	2	3	9	5	2	3	7	6	8	7	13	15	14	1	3	1	1	1	1	2	3	3	2	1	2	4	2	2	1	1	2	1	1	3
12500	-145.873724983742335	-152.729212934701707	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522594718471533	0	5	6	7	7	7	9	11	9	11	14	13	12	13	12	12	12	13	15	15	19	0	1	0	2	2	3	5	4	2	3	2	15	4	10	7	6	8	7	13	15	14	1	2	1	1	1	1	1	2	3	3	4	1	2	1	1	2	1	2	2	2	4
13000	-145.301903075231195	-152.157391026190567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463941957090097	0	5	5	8	7	8	10	10	11	11	13	14	10	12	13	13	12	12	15	16	19	0	1	0	2	1	3	5	5	5	3	5	13	2	10	7	6	8	7	13	15	14	1	3	1	2	4	2	2	2	2	3	3	2	4	1	3	3	1	1	2	2	3
13500	-151.819433335138399	-158.674921286097771	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662585184732693	1	6	4	8	7	8	9	9	10	10	13	13	12	12	11	14	13	13	15	17	17	0	1	0	2	2	3	5	4	2	6	2	15	4	3	7	6	8	7	13	18	14	1	2	1	1	1	2	1	1	2	1	2	2	2	4	1	3	2	2	2	2	3
14000	-156.949035910111036	-163.804523861070408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559052568504238	1	6	6	7	8	8	9	10	10	11	12	13	11	12	13	14	13	12	14	17	19	0	1	0	2	4	3	5	4	1	3	2	7	4	3	18	6	8	7	13	18	14	1	1	1	1	1	1	1	1	4	2	3	2	2	3	1	3	2	2	1	2	3
14500	-151.720904255393464	-158.576392206352836	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570481825573613	0	6	5	8	7	7	9	9	9	12	13	12	12	10	14	14	12	12	14	15	19	0	1	0	2	2	3	5	2	2	14	2	7	2	3	18	6	8	7	13	7	14	1	2	1	1	1	1	2	1	2	1	3	1	2	2	1	3	2	2	1	2	3
15000	-142.750428297776580	-149.605916248735952	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468817061790313	1	5	5	8	7	8	10	10	11	12	14	12	13	12	12	12	12	13	15	15	20	0	1	0	2	2	3	5	4	1	3	5	7	4	3	7	6	8	15	13	7	10	1	2	1	2	1	2	2	1	5	4	3	1	3	2	1	2	1	1	1	2	3
15500	-136.981936165787545	-143.837424116746917	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456822039192519	-1	5	4	6	6	7	9	11	11	12	13	13	11	13	13	13	12	12	15	17	20	0	1	0	2	2	3	5	4	2	3	2	7	2	10	7	6	8	7	13	15	14	1	3	1	1	1	2	2	2	4	4	4	2	2	1	2	3	1	2	2	2	4
16000	-136.055274799613869	-142.910762750573241	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649809748638272	-1	6	6	8	7	8	10	10	11	10	12	13	13	12	13	13	13	12	15	15	19	0	1	0	2	2	3	2	4	2	3	2	7	2	10	7	6	8	7	13	15	14	1	3	1	1	1	2	2	1	2	2	3	2	2	1	1	2	2	1	1	1	2
16500	-146.436383625601792	-153.291871576561164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569294589614529	0	6	5	8	7	8	9	11	12	11	12	12	13	10	13	13	13	12	15	16	18	0	1	0	2	2	3	5	4	2	14	2	2	4	3	7	6	8	7	13	15	14	1	2	1	1	1	2	1	2	3	1	2	3	2	2	2	2	1	2	1	2	3
17000	-154.681798691697168	-161.537286642656539	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455218111484272	-1	6	5	8	7	7	8	11	11	11	14	13	13	12	14	14	13	12	15	16	21	0	1	0	2	2	3	5	4	2	3	7	7	9	10	18	6	8	7	13	15	14	1	3	1	1	1	1	1	1	4	3	2	3	1	1	2	5	2	2	1	2	6
17500	-139.115132534224159	-145.970620485183531	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456658454016545	1	5	5	7	6	8	10	10	11	11	14	13	12	13	14	12	12	13	14	15	19	0	1	0	2	2	3	5	4	1	3	2	7	9	10	7	6	8	7	13	7	14	1	2	1	1	1	1	2	1	4	2	5	2	1	1	2	2	1	1	1	2	2
18000	-139.942672636651736	-146.798160587611108	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.394904385385490	0	5	6	8	7	7	8	10	11	11	13	14	12	13	12	13	12	12	15	15	20	0	1	0	2	2	3	5	4	1	3	9	15	2	10	7	6	8	7	13	7	10	1	3	1	1	1	1	1	1	5	4	1	1	3	1	2	3	1	1	2	3	4
18500	-147.347844505936138	-154.203332456895509	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496772197714973	-1	5	5	6	6	7	8	10	11	11	14	14	12	13	13	13	12	12	16	16	20	0	1	0	2	2	3	5	4	2	3	9	15	9	10	18	6	4	7	13	7	14	1	3	1	1	1	1	1	2	3	3	1	1	1	1	1	2	3	2	2	4	4
19000	-136.946289464881801	-143.801777415841173	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462726709543953	0	6	6	8	8	7	10	10	10	11	10	13	12	12	13	14	12	12	16	17	20	0	1	0	2	2	3	5	4	2	3	2	7	4	10	18	6	8	7	13	15	14	1	3	1	1	1	1	1	1	2	3	1	2	2	1	1	2	1	1	2	2	4
19500	-139.442330351261432	-146.297818302220804	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.313099394224575	0	6	5	8	7	7	9	11	12	12	14	13	12	13	14	13	13	13	15	17	20	0	1	0	2	2	3	5	4	1	3	2	2	4	10	7	6	8	7	13	18	14	1	3	1	1	1	1	2	1	6	3	4	3	2	1	2	3	1	2	2	2	3
20000	-142.021986948740420	-148.877474899699791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487538083042865	0	5	5	7	7	7	10	10	11	11	13	13	10	13	13	12	12	12	16	16	19	0	1	0	2	2	3	5	4	2	3	5	7	4	3	7	6	8	7	13	7	14	1	3	1	1	1	1	2	2	3	2	3	2	1	6	2	3	1	1	2	2	3
20500	-138.667483339905402	-145.522971290864774	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.410927308364446	0	6	6	7	7	8	9	10	11	10	13	13	11	12	14	13	12	12	14	17	19	0	1	0	2	2	3	2	4	2	3	2	7	4	10	18	6	8	7	13	15	14	1	3	1	1	1	1	2	2	3	2	3	2	2	2	2	3	1	3	1	2	3
21000	-142.474679554703243	-149.330167505662615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703177425630405	0	6	5	7	7	7	9	10	11	11	14	13	13	13	14	12	12	10	15	17	18	0	1	0	2	2	3	5	4	2	3	2	5	2	10	7	10	8	7	13	15	14	1	3	1	1	1	1	1	1	2	2	4	4	3	1	2	1	1	1	1	2	2
21500	-139.001993042427557	-145.857480993386929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569625634705748	1	5	5	7	7	8	10	10	10	11	13	13	13	12	13	14	12	11	15	16	17	0	1	0	2	2	3	5	4	2	3	2	7	9	10	7	6	8	7	13	15	14	1	2	1	1	1	2	2	2	3	3	4	1	2	1	1	2	1	1	1	1	2
22000	-136.929498331886663	-143.784986282846035	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510840222841583	-1	6	5	7	7	7	9	10	11	11	12	14	12	13	13	13	13	12	15	16	18	0	1	0	2	2	3	5	4	2	3	2	15	8	10	7	6	8	7	13	15	14	1	2	1	1	1	1	1	2	3	2	3	1	1	1	2	2	2	1	2	2	2
22500	-139.374441239369077	-146.229929190328448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503092310572919	1	6	6	7	7	8	10	10	11	10	12	13	13	12	13	13	12	12	16	15	20	0	1	0	2	1	3	5	2	1	3	2	7	8	10	18	6	8	7	13	7	14	1	3	1	1	2	1	2	2	4	2	3	1	2	1	1	3	1	1	2	3	4
23000	-141.265802345691583	-148.121290296650955	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.425988169618667	0	5	5	8	6	7	9	10	11	12	14	13	11	13	12	13	12	12	15	17	20	0	1	0	2	2	3	2	4	1	3	2	7	4	3	7	6	8	7	13	15	10	1	3	1	2	1	1	2	1	4	3	4	3	2	4	2	3	1	2	2	2	5
23500	-156.318384003505400	-163.173871954464772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.486393334307197	1	5	6	8	7	8	10	11	11	10	13	11	13	12	13	12	12	12	15	16	19	0	1	0	1	2	3	5	4	1	3	5	5	9	3	7	6	8	7	13	18	14	1	1	1	4	1	1	1	1	5	2	3	2	1	3	2	2	1	1	1	1	2
24000	-145.954533172980206	-152.810021123939578	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533547476449290	0	6	5	7	8	8	10	10	10	10	12	13	12	13	11	12	12	12	16	17	20	0	1	0	2	2	3	5	4	2	3	2	7	2	3	7	6	8	7	13	18	14	1	3	1	1	1	2	1	1	2	4	2	1	3	5	1	3	1	2	2	3	3
24500	-153.502884129593497	-160.358372080552869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636406167686716	1	5	5	6	7	8	10	10	10	11	14	13	11	12	14	13	13	12	15	16	18	0	1	0	2	2	3	5	4	1	3	2	7	4	3	7	6	13	7	8	15	14	1	2	1	1	1	1	2	2	4	2	4	1	4	3	2	2	1	2	2	1	3
25000	-142.333235080525327	-149.188723031484699	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620153113485923	1	6	5	8	7	7	10	9	11	11	12	12	13	13	13	11	12	12	15	17	19	0	1	0	2	2	3	5	4	2	3	7	7	4	16	7	6	8	7	13	15	14	1	2	1	1	1	1	2	1	2	3	2	1	2	1	1	2	1	1	1	3	3
25500	-144.462282045686152	-151.317769996645524	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642558245612299	0	6	5	7	7	8	9	9	12	11	13	14	12	13	12	13	13	12	15	16	20	0	1	0	2	2	3	5	4	2	6	2	7	2	10	7	10	8	7	13	15	14	1	2	1	1	1	2	1	1	3	2	3	2	2	1	1	1	2	2	1	2	2
26000	-140.536780866315354	-147.392268817274726	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710984688368687	1	6	5	8	7	7	9	10	11	11	14	14	13	12	13	13	13	13	15	16	20	0	1	0	2	2	3	5	4	2	3	2	15	2	3	7	6	8	7	13	15	14	1	2	1	1	1	1	1	1	2	2	3	1	2	2	2	3	2	2	1	2	4
26500	-139.847414047818546	-146.702901998777918	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514256878842526	0	6	6	7	7	8	9	9	12	11	13	14	12	13	13	13	12	11	16	17	19	0	1	0	2	2	3	2	4	2	3	2	7	4	10	7	6	8	7	13	15	14	1	4	1	1	1	2	1	2	3	2	4	3	3	1	2	2	2	1	2	2	3
27000	-140.801379109891258	-147.656867060850630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.466353983389803	0	6	4	8	8	7	9	10	11	11	13	13	11	11	14	13	12	13	15	16	20	0	1	0	2	2	3	2	4	2	3	2	7	4	6	18	6	4	7	13	15	14	1	3	1	1	1	2	2	1	2	3	4	2	2	3	1	3	3	2	2	1	3
27500	-142.994995357604950	-149.850483308564321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487613505839853	1	5	6	7	8	8	10	10	11	11	13	13	11	13	13	13	13	12	15	17	20	0	1	0	2	2	3	5	4	1	3	13	7	4	10	7	6	8	7	13	7	14	1	3	1	1	2	1	1	1	4	2	2	1	2	1	2	2	1	1	3	3	4
28000	-148.997023816800578	-155.852511767759950	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577864884608899	0	6	6	8	8	8	10	10	11	9	13	13	13	13	14	12	12	13	15	17	20	0	1	0	2	2	3	5	4	2	3	2	5	2	10	18	6	8	7	13	15	14	1	2	1	1	1	2	1	1	2	1	3	3	3	2	1	2	1	2	1	2	5
28500	-153.656635566089307	-160.512123517048678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595306456854553	1	6	5	8	7	7	10	10	11	10	12	14	12	11	14	12	13	11	15	16	21	0	1	0	2	2	3	5	4	1	3	2	7	4	3	18	6	8	7	13	18	10	1	2	1	1	1	1	2	1	3	2	3	2	2	2	2	1	1	1	1	2	4
29000	-143.440126947231647	-150.295614898191019	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611601328675057	0	5	5	8	7	6	10	11	12	11	13	12	12	12	12	14	13	11	14	16	20	0	1	0	2	2	3	5	4	1	3	2	7	4	10	7	6	8	7	13	15	14	1	2	1	2	1	1	1	1	5	3	5	1	2	1	1	3	1	1	1	1	4
29500	-141.078695458878457	-147.934183409837829	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758203099705888	1	6	6	8	8	8	10	10	11	12	14	12	12	11	14	12	13	12	14	16	20	0	1	0	2	2	3	5	4	2	14	2	7	8	3	7	6	8	7	13	15	14	1	2	1	1	1	1	1	2	2	1	3	1	2	2	2	1	2	1	1	1	3
30000	-151.886608613830020	-158.742096564789392	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734941431919403	1	6	5	8	7	7	9	9	12	11	14	11	12	12	14	14	12	13	15	16	18	0	1	0	2	2	3	5	4	2	3	17	7	2	10	18	6	8	7	13	15	14	1	2	1	1	1	1	1	1	3	2	1	1	3	1	1	2	2	2	2	1	2
30500	-143.365883136040026	-150.221371086999397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570525338442255	0	6	5	7	8	7	10	11	11	10	13	13	13	13	12	11	13	12	15	16	20	0	1	0	2	2	3	5	4	2	3	2	7	8	10	7	6	8	7	13	18	14	1	2	1	1	1	1	2	2	2	2	6	1	1	1	1	2	1	1	2	2	3
31000	-143.203288655106178	-150.058776606065550	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683170654003460	1	6	5	7	8	7	9	9	10	11	14	13	11	13	13	13	12	11	15	16	19	0	1	0	2	2	3	5	4	1	3	2	7	4	10	18	6	8	7	13	15	14	1	2	1	1	1	1	1	1	3	2	2	1	2	1	1	3	1	1	2	1	2
31500	-154.454508624645371	-161.309996575604742	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653357937647868	0	5	4	7	8	8	10	9	11	10	11	13	11	11	13	12	12	11	15	15	17	0	1	0	2	2	3	2	4	2	6	2	7	8	6	7	6	8	7	13	7	14	1	3	1	1	2	2	3	2	3	1	3	3	1	2	2	2	1	1	3	1	3
32000	-139.415675052758985	-146.271163003718357	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.489059987196309	0	6	6	7	8	8	10	10	11	11	12	13	12	12	13	14	12	12	15	16	20	0	1	0	2	2	3	5	4	1	3	9	2	9	3	7	6	8	7	13	7	14	1	3	1	1	1	1	1	1	5	2	1	2	1	4	2	3	2	1	1	3	3
32500	-141.112391075663623	-147.967879026622995	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620866182873828	0	5	5	8	7	7	10	10	8	10	13	13	11	13	14	13	13	12	16	16	20	0	1	0	2	2	3	5	4	2	3	13	7	4	10	18	6	8	7	13	15	14	1	2	1	2	1	1	2	1	2	2	1	1	1	2	2	2	1	1	2	1	3
33000	-133.575076632136643	-140.430564583096015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.582373762185322	1	6	5	8	8	7	10	10	10	11	14	14	12	13	14	13	12	13	16	16	20	0	1	0	2	2	3	5	4	2	3	13	7	2	10	18	6	8	7	13	15	14	1	2	1	1	1	1	2	1	2	2	1	2	3	1	1	3	1	2	2	1	3
33500	-143.568804144659993	-150.424292095619364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.437104451429960	1	7	5	8	7	8	10	11	11	11	14	13	13	12	13	14	12	12	15	15	20	0	1	0	5	1	3	5	4	2	3	5	7	4	10	7	6	8	7	13	7	14	1	2	1	1	2	2	2	2	2	2	3	1	3	1	2	3	1	1	1	4	4
34000	-148.001516855281409	-154.857004806240781	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562570396714403	1	6	6	8	7	7	10	9	11	9	13	13	10	10	13	13	12	12	15	14	20	0	1	0	2	2	3	5	4	2	3	2	7	2	3	7	6	8	7	13	15	14	1	2	1	1	1	1	2	1	2	2	2	2	3	2	2	3	1	1	3	1	6
34500	-142.558897948322084	-149.414385899281456	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450376118691377	1	6	5	8	7	7	9	10	11	11	13	13	11	13	14	13	13	13	16	15	20	0	1	0	2	2	3	5	4	2	3	5	7	4	10	7	6	8	7	13	15	14	1	2	1	1	1	1	1	2	2	2	2	2	1	1	2	2	1	2	2	1	3
