step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18
79000	-112.704929249458843	-119.560417200418215	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551690176808934	1	5	9	15	15	18	20	18	18	19	22	20	21	23	24	26	39	42	0	1	1	2	0	4	8	5	4	8	9	6	6	13	6	11	0	17	1	1	5	6	1	2	1	1	2	1	2	1	2	1	4	1	1	2
79500	-105.209847716809350	-112.065335667768721	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.585413201418573	1	5	10	15	15	17	19	17	18	19	21	21	22	24	23	26	38	42	0	1	2	2	0	4	8	5	4	8	4	6	6	12	12	11	0	17	1	2	3	4	1	1	1	1	2	2	3	2	3	2	1	2	1	2
80000	-113.337670943779401	-120.193158894738772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607813164247905	1	5	9	14	15	17	19	18	19	19	22	21	20	24	23	26	36	41	0	1	1	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	5	3	1	2	1	1	3	1	2	1	2	2	1	2	1	3
80500	-109.760318483443996	-116.615806434403368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577887757320832	0	6	9	15	15	18	19	18	19	19	22	22	22	23	24	25	36	40	0	1	2	2	0	4	8	5	4	8	4	6	6	13	12	11	0	17	1	3	2	6	1	1	1	2	2	1	4	2	2	1	1	1	1	3
81000	-103.771424176355950	-110.626912127315322	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533528795500569	1	5	9	16	14	18	19	16	19	20	21	22	22	23	24	26	38	42	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	2	5	1	1	2	1	2	2	1	2	2	1	1	2	1	2
81500	-119.674471553518984	-126.529959504478356	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.423752744354658	0	4	10	16	14	18	20	18	19	20	21	21	22	23	24	25	37	41	0	1	1	2	0	4	8	5	4	8	9	6	6	12	12	4	0	17	1	1	3	7	1	1	1	2	1	2	1	2	2	1	2	4	1	1
82000	-109.021150120290400	-115.876638071249772	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554548453731957	0	5	8	15	16	18	19	17	16	20	19	22	22	22	24	26	38	42	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	4	0	17	1	3	1	5	1	2	1	1	1	2	2	2	2	2	1	5	1	2
82500	-111.380114897718329	-118.235602848677701	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604018680844127	0	6	9	15	15	18	20	18	18	20	21	19	21	22	22	25	39	42	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	2	1	4	1	2	1	1	1	1	2	1	1	1	1	3	1	2
83000	-111.823551576216744	-118.679039527176116	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638709578336616	0	6	9	16	15	18	20	18	19	20	22	20	22	23	24	26	39	40	0	1	2	2	0	4	8	5	4	8	4	4	6	6	12	11	0	17	1	2	2	6	1	1	1	1	1	1	4	2	2	2	3	2	1	1
83500	-109.512263693749617	-116.367751644708989	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609890970436966	1	6	8	16	15	17	20	18	18	19	22	21	21	24	24	27	38	42	0	1	2	2	0	4	8	5	4	8	4	4	6	13	12	11	0	17	1	2	2	5	1	1	1	2	1	1	4	2	2	1	2	2	1	2
84000	-110.078658506531454	-116.934146457490826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.680813806972283	1	5	9	15	14	17	19	18	17	20	22	21	21	23	25	25	39	42	0	1	2	2	0	4	8	5	4	8	4	6	6	12	12	11	0	17	1	2	3	4	1	1	1	2	1	1	5	2	2	1	2	2	1	2
84500	-118.506933348389111	-125.362421299348483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530368279470802	1	5	8	16	13	18	20	18	18	20	22	20	20	24	24	27	37	41	0	1	1	2	0	4	8	5	4	8	9	6	4	12	12	11	0	17	1	2	3	6	1	1	1	2	1	1	3	1	2	2	1	2	1	2
85000	-103.028219628106726	-109.883707579066098	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503231560894418	1	6	9	16	14	17	19	18	18	19	22	22	22	24	24	27	38	42	0	1	2	2	0	4	8	5	4	8	4	6	6	13	12	11	0	17	1	2	1	4	1	1	1	2	1	1	2	3	2	1	1	2	1	2
85500	-110.443271464785141	-117.298759415744513	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439916656708345	0	6	8	15	14	18	19	17	18	20	21	21	22	24	23	26	38	41	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	1	3	1	2	1	2	2	2	2	1	3	1	1	3	1	3
86000	-109.433035883096295	-116.288523834055667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526307599927423	-1	6	9	16	15	17	19	18	18	20	21	21	22	22	24	27	37	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	5	2	4	1	1	1	2	1	2	3	3	2	2	1	2	1	2
86500	-102.709321336679366	-109.564809287638738	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604179079410365	0	6	9	15	16	18	20	18	18	20	21	22	23	22	24	24	38	42	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	3	1	4	1	2	1	2	1	1	3	2	2	2	1	1	1	2
87000	-107.435388146497331	-114.290876097456703	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543386641680827	0	5	7	15	15	17	19	18	18	19	21	21	22	22	25	26	38	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	13	4	0	17	1	3	1	4	1	1	1	1	1	1	2	2	4	2	1	5	1	2
87500	-107.283879616703899	-114.139367567663271	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625504542087195	1	6	10	16	16	18	19	18	19	20	22	21	23	24	25	26	39	41	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	1	4	1	1	1	1	2	1	2	1	2	1	3	3	1	1
88000	-120.287637670760887	-127.143125621720259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.379010587514055	1	6	7	15	14	18	19	18	18	20	22	21	22	22	24	26	38	41	0	1	1	2	0	4	8	5	4	8	4	4	6	12	12	11	0	17	1	1	4	6	1	2	1	2	2	2	4	3	2	1	2	2	1	2
88500	-107.884378708248164	-114.739866659207536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.484394531488198	0	5	9	15	15	18	19	18	18	19	20	21	22	24	25	25	38	41	0	1	2	2	0	4	8	5	4	8	9	6	6	6	13	11	0	17	1	3	1	4	1	2	1	2	2	1	1	1	2	3	2	1	1	2
89000	-110.429930599995856	-117.285418550955228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.487406628342095	0	4	9	15	14	18	20	19	17	20	21	22	22	21	24	27	38	41	0	1	2	2	0	4	8	5	4	8	4	6	6	6	13	11	0	17	1	2	2	4	1	2	1	3	1	1	3	3	2	2	1	2	1	2
89500	-108.142621648598194	-114.998109599557566	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576368610165169	1	5	9	15	15	17	20	18	17	19	21	22	23	23	24	26	38	41	0	1	2	2	0	4	8	5	4	8	4	6	12	6	14	11	0	17	1	2	3	6	1	1	1	1	1	1	2	3	1	3	1	2	1	2
90000	-109.481817549859670	-116.337305500819042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.599234372159809	1	5	10	15	14	17	20	18	18	19	22	21	20	23	25	26	37	39	0	1	2	2	0	4	8	5	4	8	4	6	6	6	12	11	0	17	1	2	2	5	1	1	2	2	1	1	3	2	2	3	2	2	1	1
90500	-109.805878483003781	-116.661366433963153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523449722115499	0	5	9	16	15	18	19	18	17	20	21	20	22	24	25	26	38	41	0	1	2	2	0	4	8	5	4	8	9	6	6	12	12	11	0	17	1	2	3	6	1	1	1	2	1	1	2	1	2	1	3	2	1	2
91000	-117.598854302257777	-124.454342253217149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.542135382247094	0	5	9	16	15	18	19	18	18	19	19	21	23	23	24	27	37	41	0	1	1	2	0	4	8	5	4	8	9	6	6	6	12	14	0	17	1	2	3	4	1	1	1	1	1	1	1	2	2	4	2	3	1	2
91500	-108.724965802430560	-115.580453753389932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456207260363171	1	5	9	15	15	16	20	18	19	20	21	22	21	24	24	26	37	40	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	2	5	1	1	2	2	2	1	1	3	3	2	1	2	1	2
92000	-110.281250580445558	-117.136738531404930	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552307905476324	0	5	10	15	15	17	19	16	18	19	22	22	20	23	25	26	36	40	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	2	5	1	1	1	1	2	1	2	2	2	1	1	2	1	2
92500	-110.997469433010025	-117.852957383969397	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.717407007596866	-1	6	9	16	15	17	19	18	19	19	21	22	20	24	24	26	38	42	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	2	4	1	1	1	3	2	1	1	2	1	2	1	2	1	2
93000	-136.560912244353091	-143.416400195312463	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499547907964486	1	5	8	16	13	18	18	17	16	18	21	19	21	24	24	25	38	42	0	1	2	2	0	9	8	5	2	8	9	4	6	13	6	9	0	17	1	2	3	4	1	1	1	2	5	1	2	1	3	2	3	5	1	2
93500	-108.813524166609710	-115.669012117569082	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531890906803391	1	6	9	16	14	17	20	17	18	20	21	21	22	24	25	27	38	41	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	2	1	5	1	1	1	1	1	1	2	1	2	1	2	2	1	2
94000	-112.228912145218089	-119.084400096177461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695116516859211	0	6	9	16	15	17	20	17	18	19	20	22	21	24	23	26	37	41	0	1	2	2	0	4	8	5	4	8	4	4	6	13	13	11	0	17	1	2	1	5	1	1	2	1	1	1	2	3	2	2	1	2	1	2
94500	-116.184639939576670	-123.040127890536041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607389146334344	1	5	10	15	15	17	18	17	19	19	19	21	21	23	22	26	38	42	0	1	2	2	0	4	8	5	4	8	4	4	6	13	12	11	0	17	1	2	3	6	1	1	1	1	2	2	2	3	2	1	1	2	1	2
95000	-115.146168832488911	-122.001656783448283	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478804219014239	1	5	8	16	16	18	18	17	18	19	21	20	22	24	25	26	38	41	0	1	1	2	0	4	8	5	4	8	4	4	12	13	12	4	0	17	1	2	4	6	1	1	1	1	1	1	2	3	1	2	3	4	1	2
95500	-106.839483165046417	-113.694971116005789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500953591063202	0	6	9	16	16	17	20	18	18	20	21	22	22	24	24	25	39	41	0	1	2	2	0	4	8	5	4	8	4	6	6	13	13	11	0	17	1	2	2	5	1	1	1	1	1	1	2	2	2	1	1	3	1	2
96000	-113.581890138252689	-120.437378089212061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.454619930957249	0	6	9	15	14	17	20	17	17	19	20	21	22	22	24	24	37	41	0	1	2	2	0	4	8	5	4	8	4	6	9	6	12	11	0	17	1	3	1	5	1	1	2	2	1	1	3	2	2	3	2	2	1	2
96500	-107.427009008653968	-114.282496959613340	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610370405389670	0	5	8	14	16	17	20	19	18	20	21	22	22	22	25	26	38	40	0	1	2	2	0	4	8	5	4	8	9	6	6	6	12	11	0	17	1	2	1	4	1	2	1	1	2	1	1	1	3	2	2	2	1	1
97000	-121.850302418322684	-128.705790369282056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.470596213567247	1	4	9	16	15	18	20	18	19	20	19	21	22	24	24	26	39	41	0	1	1	2	0	4	8	5	4	8	3	4	6	12	12	11	0	17	1	1	5	5	1	1	1	1	2	2	4	3	2	2	2	4	1	2
97500	-111.280133023941630	-118.135620974901002	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447828933484974	1	6	10	14	14	16	19	18	16	20	21	20	22	24	23	27	38	42	0	1	2	2	0	4	8	5	4	8	4	6	12	13	12	11	0	17	1	3	2	4	1	1	1	2	1	1	3	2	2	1	2	2	1	3
98000	-109.557925813008367	-116.413413763967739	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.645462424549490	1	6	9	16	15	17	19	18	18	20	21	21	19	21	24	25	38	40	0	1	2	2	0	4	8	5	4	8	4	4	6	13	12	11	0	17	1	2	1	5	1	1	1	1	1	1	2	2	1	2	1	3	1	1
98500	-101.714132624325643	-108.569620575285015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.555511615450718	0	6	10	15	16	17	19	18	17	20	21	22	22	22	24	25	38	41	0	1	2	2	0	4	8	5	4	8	9	6	6	6	12	11	0	17	1	3	2	3	1	1	1	1	1	1	2	2	2	3	1	2	1	2
99000	-107.344059382303286	-114.199547333262657	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588914520775596	0	5	9	15	15	18	20	18	18	19	22	20	22	24	22	26	36	42	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	3	2	5	1	1	1	1	1	1	2	1	2	2	1	2	1	2
99500	-118.316584094521474	-125.172072045480846	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577885247248896	1	4	6	14	15	17	19	18	16	19	22	19	22	24	23	25	39	41	0	1	1	2	0	4	8	5	4	8	9	6	6	6	12	11	0	17	1	1	2	5	1	2	1	1	1	1	2	1	1	4	2	2	1	1
100000	-102.131204704615996	-108.986692655575368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.742928347046287	0	6	10	15	16	17	20	18	18	20	21	22	22	24	24	27	39	41	0	1	2	2	0	4	8	5	4	8	9	6	6	13	12	11	0	17	1	3	1	5	1	1	1	1	1	1	2	2	2	1	1	2	1	1
