step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-918.223329562247613	-916.761247477728716	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.464930949301985	1	3	5	7	8	7	9	11	11	11	11	11	14	12	13	13	14	13	13	14	15	15	15	16	16	18	16	16	15	16	18	17	17	18	17	18	18	18	18	17	18	18	18	19	20	18	19	19	22	20	20	21	20	21	20	21	21	21	22	20	21	21	22	21	21	23	23	22	23	22	23	24	23	23	24	26	23	23	24	25	23	25	25	25	25	25	26	26	27	26	26	26	28	28	28	28	28	29	30	31	32	34	37	36	38	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	4	3	4	5	5	5	5	5	7	6	6	6	7	6	6	7	7	7	7	8	8	9	8	8	7	8	9	8	8	9	8	9	9	9	9	8	9	9	9	9	10	9	9	9	11	10	10	10	10	10	10	10	10	10	11	10	10	10	11	10	10	11	11	11	11	11	11	12	11	11	12	13	11	11	12	12	11	12	12	12	12	12	13	13	13	13	13	13	14	14	14	14	14	14	15	15	16	17	18	18	19
500	-903.485411362071659	-901.389909793895299	-2.095501568176403	0.000009998552196	0.000025923346288	2.592710002505258	0.167366146326362	2	3	5	5	9	8	9	11	10	10	12	11	14	12	14	14	14	13	13	14	13	15	15	17	17	17	16	16	14	17	19	18	17	19	14	17	18	19	19	16	18	18	18	19	20	17	18	18	22	20	20	21	19	21	21	20	22	21	22	19	21	22	22	21	22	24	24	22	22	21	23	24	24	23	25	26	23	23	25	25	24	25	25	26	26	26	26	26	26	26	26	25	28	29	29	29	28	29	30	30	32	34	38	37	38	0	1	1	2	2	1	6	7	1	1	7	1	1	1	1	1	9	1	1	1	12	14	16	15	18	1	19	1	6	35	12	2	9	1	19	20	1	1	1	23	1	17	1	1	29	1	2	1	1	7	24	33	1	32	28	1	28	24	1	1	9	56	38	1	28	33	48	1	1	1	50	71	17	1	1	1	1	1	1	37	1	1	1	1	37	1	1	1	1	73	1	1	1	87	1	1	71	1	1	1	1	1	91	0	0	1	1	1	1	3	3	1	2	4	4	3	4	6	5	5	6	2	5	5	5	2	2	1	1	2	8	2	9	3	2	4	8	5	10	1	2	9	10	8	1	7	2	8	7	3	9	6	9	9	6	3	2	9	2	3	10	4	2	8	10	6	1	1	9	4	5	4	10	10	11	1	1	7	12	12	14	10	11	11	3	13	12	11	12	7	9	12	13	13	1	11	12	14	2	12	14	2	11	13	16	17	14	7	1	1
1000	-869.383219449339776	-867.890231618597909	-1.492987830741876	0.000010032737667	0.000010869861186	1.083439191442621	0.181523738873252	2	4	5	8	7	6	9	12	11	12	12	11	14	12	14	12	14	13	14	14	13	16	15	16	16	16	16	17	15	16	18	18	17	18	15	18	18	19	18	18	18	18	18	19	20	17	18	19	22	20	21	20	21	21	20	21	22	21	22	21	19	21	23	20	20	23	21	22	23	21	22	24	24	22	24	25	24	23	24	25	24	25	24	25	25	24	25	27	27	27	27	25	26	28	29	29	28	29	30	31	32	34	38	35	38	0	1	1	1	1	1	6	9	5	1	1	4	5	1	1	2	6	5	21	1	7	17	1	19	4	1	1	5	15	13	26	24	1	1	14	28	1	1	1	22	1	30	1	1	46	1	26	5	11	28	65	9	1	23	34	1	23	12	1	1	1	20	38	1	1	56	39	26	1	1	50	59	68	1	1	1	1	1	1	42	1	1	1	16	5	1	1	1	1	44	1	1	1	40	79	1	77	65	8	1	1	5	104	0	0	1	1	2	4	2	2	1	1	2	5	5	2	3	3	5	4	3	4	1	5	1	1	6	2	3	9	7	6	1	1	2	1	6	9	2	1	7	8	8	1	8	1	8	8	1	6	1	6	4	1	1	5	9	3	1	11	3	5	8	9	7	3	1	8	7	1	1	4	10	11	1	2	2	10	11	13	12	10	12	2	12	11	14	9	5	8	9	13	15	3	14	11	13	5	2	14	2	5	12	14	15	12	2	1	1
1500	-758.603425724213253	-756.757583222437347	-1.845842501775908	0.000010052421551	0.000001672288603	0.166356792202785	0.176844306991666	2	3	5	7	8	7	10	12	10	12	12	10	14	13	14	13	15	12	13	12	15	13	14	16	17	18	16	14	15	17	16	18	16	19	18	18	18	18	19	15	17	18	18	18	21	17	17	19	21	17	19	21	21	22	20	22	21	21	22	20	20	22	23	18	21	20	22	21	23	23	24	24	24	23	24	26	23	23	24	24	23	26	26	25	25	26	27	26	28	27	27	27	28	28	29	28	28	29	31	31	32	35	37	36	39	0	1	1	1	1	1	5	6	1	5	5	5	19	1	1	4	8	1	12	5	19	1	1	12	5	1	1	1	14	27	23	8	22	1	7	12	1	23	1	9	11	27	1	1	23	1	9	28	7	23	15	7	1	33	28	1	39	19	26	1	1	20	37	1	18	47	41	26	1	1	46	81	68	1	1	1	1	1	1	62	1	60	5	60	28	34	5	1	1	77	1	18	1	47	96	1	86	64	64	1	5	64	71	0	0	1	1	1	2	4	2	1	3	4	3	3	1	1	7	7	3	2	7	1	2	1	6	7	4	3	7	7	5	1	1	1	3	2	9	4	4	8	3	8	3	3	2	9	7	3	8	3	2	3	1	4	5	11	3	5	11	1	3	3	9	7	5	3	9	7	1	3	1	10	12	4	1	2	10	10	11	10	12	12	1	10	6	12	2	7	4	7	13	13	2	15	9	10	4	1	13	1	6	6	13	12	15	5	1	1
2000	-723.783133914233986	-722.416936089982642	-1.366197824251290	0.000009973730574	0.000006468509828	0.648554698818397	0.204199765499780	2	3	5	7	8	7	9	11	12	10	11	11	14	13	12	13	15	14	13	14	15	16	16	16	16	18	15	17	15	15	19	17	17	19	17	18	18	18	16	17	18	19	19	16	20	17	20	19	22	18	20	22	21	21	19	20	21	21	23	21	21	19	22	21	19	23	23	23	23	22	23	23	22	23	24	25	21	21	24	26	23	26	26	24	26	25	27	27	25	26	25	26	29	29	28	29	28	29	31	32	32	33	37	37	37	0	1	2	3	1	1	4	4	5	1	1	3	12	5	1	10	12	16	5	5	9	1	8	18	13	1	1	1	16	11	35	8	21	1	1	9	1	12	1	19	11	12	15	8	26	1	26	5	30	1	15	28	1	47	1	1	18	35	60	45	1	19	26	1	28	56	34	73	1	15	28	73	60	1	1	1	1	1	1	61	1	60	1	69	71	59	55	1	1	75	1	50	70	54	64	1	82	88	79	1	79	1	34	0	0	1	1	1	2	3	2	1	2	2	4	5	4	1	3	4	2	3	1	2	4	2	7	4	1	1	8	6	9	1	2	1	4	1	8	7	3	7	4	5	1	5	4	4	2	1	7	1	4	6	7	4	3	9	1	9	9	4	2	1	1	8	3	2	9	1	2	3	1	9	5	3	1	1	11	15	11	7	8	12	2	10	3	14	1	1	1	6	11	12	1	14	7	7	5	3	10	1	1	4	13	6	18	10	1	1
2500	-737.012264066431271	-735.080299267081045	-1.931964799350273	0.000010090762273	0.000001511587087	0.149799098020576	0.211123351405090	2	4	5	6	9	7	9	12	12	9	10	11	14	11	14	13	13	13	13	13	15	15	15	16	14	16	16	16	15	16	19	17	18	18	16	18	18	18	18	17	17	19	18	17	21	18	19	19	22	20	21	20	17	21	19	20	22	22	22	20	20	22	22	22	21	23	23	22	24	22	24	24	24	23	25	27	23	23	23	26	23	25	24	24	25	24	26	27	27	25	27	26	27	28	27	29	28	29	29	30	32	32	38	37	39	0	1	1	1	1	1	4	11	1	1	1	1	12	1	1	7	6	4	12	1	1	1	5	9	18	1	5	1	25	5	41	5	19	1	1	23	4	32	28	30	1	46	15	1	29	1	26	1	1	1	41	55	1	33	1	1	10	38	32	1	1	31	56	55	55	56	70	56	1	1	50	63	60	1	1	24	53	1	1	83	1	81	1	28	71	59	64	55	1	45	1	1	15	60	55	53	77	79	8	1	79	1	99	0	0	1	1	1	2	3	3	2	1	5	4	4	4	1	4	7	2	4	3	2	6	7	7	3	3	1	10	5	7	1	3	1	4	2	7	7	2	5	1	1	1	8	1	2	5	5	7	1	6	6	7	3	1	9	2	10	8	6	1	2	7	9	1	2	1	1	2	1	1	11	8	2	1	3	13	15	7	4	9	11	1	10	1	13	5	1	2	2	6	12	2	13	8	5	4	5	5	3	3	8	14	4	17	4	1	1
3000	-697.275697996289637	-695.857025792402169	-1.418672203887492	0.000010191992941	0.000003796026775	0.372451864588827	0.224076145075858	2	4	5	7	8	7	9	11	11	11	11	11	15	12	13	14	15	13	13	13	14	15	16	15	17	18	16	17	15	14	19	17	17	18	16	17	18	19	16	18	19	19	17	18	20	18	18	19	22	20	20	22	19	22	18	20	21	21	22	21	22	21	22	22	20	22	23	19	24	21	23	24	23	23	25	23	23	23	24	25	23	26	26	24	25	25	27	27	27	26	26	25	29	28	29	28	29	28	28	31	32	34	37	37	39	0	1	1	3	1	1	6	3	1	1	1	1	19	1	1	7	11	1	1	1	18	1	1	19	9	1	1	18	12	10	5	17	21	23	14	10	1	12	30	29	1	33	15	1	21	22	12	18	1	19	10	22	1	70	1	1	43	33	47	38	1	16	38	65	22	56	42	47	1	1	50	37	68	1	1	56	65	1	1	2	1	47	1	58	1	69	78	1	1	58	1	1	70	78	96	88	62	79	1	1	78	1	101	0	0	1	1	1	1	2	2	1	3	6	5	4	5	1	3	5	3	2	6	6	5	1	7	6	1	3	9	5	2	1	2	4	1	2	1	2	3	8	4	1	1	9	1	2	7	3	2	4	2	8	5	5	2	7	1	7	9	2	2	2	2	10	3	2	1	3	1	2	1	11	8	3	3	2	13	13	1	2	10	9	11	11	5	11	1	12	1	2	10	12	3	11	8	4	4	1	1	4	2	11	14	3	17	3	1	1
3500	-778.876023211692655	-777.347363907659201	-1.528659304033488	0.000010755863551	0.000002970573121	0.276181740984366	0.236926267156016	2	4	6	7	9	8	8	11	10	12	11	12	15	12	13	13	14	14	13	13	16	14	16	15	17	18	16	17	15	16	19	18	17	18	17	18	19	19	19	16	19	16	18	19	20	16	20	19	23	19	21	21	21	20	21	21	21	21	21	21	21	20	22	20	21	23	23	22	23	22	23	25	24	23	25	27	23	23	23	26	23	26	25	25	25	26	27	26	27	25	26	27	29	29	29	28	28	29	31	31	32	33	36	36	38	0	1	1	1	2	1	2	2	1	1	1	1	1	1	1	6	7	19	7	1	12	1	7	14	13	1	1	29	19	22	28	3	13	33	14	25	1	1	30	13	1	5	13	1	26	4	13	29	1	42	33	36	28	34	1	1	27	25	38	30	1	25	47	22	64	56	38	14	7	1	50	5	60	44	1	13	55	1	1	34	47	75	1	38	1	56	55	22	1	26	1	50	32	77	96	88	89	87	79	1	98	1	83	0	0	1	1	2	2	2	3	2	4	4	6	3	5	6	7	5	2	5	1	3	6	2	5	3	1	1	8	5	1	1	1	1	4	1	1	2	1	7	6	1	1	9	3	1	7	1	2	4	3	10	1	2	1	2	1	9	8	3	2	1	2	6	2	2	4	1	1	2	4	7	9	2	7	1	2	14	9	2	12	9	4	3	1	10	3	12	2	2	5	14	4	12	5	3	2	1	1	1	1	5	12	1	16	7	1	1
4000	-1046.697782649328019	-1045.295893762857304	-1.401888886470714	0.000010981153400	0.000004373165353	0.398242806934901	0.263508544971146	2	4	5	7	7	6	10	11	11	11	11	10	15	13	12	13	15	12	12	13	16	15	15	16	17	18	16	16	16	16	18	18	17	17	17	19	18	19	17	17	18	19	16	19	19	18	19	19	21	20	21	20	20	21	20	20	21	21	22	19	21	20	22	22	19	23	22	21	23	21	22	24	23	23	24	26	23	23	24	25	22	25	25	24	24	25	25	27	27	27	26	27	29	29	29	28	25	30	29	31	33	33	38	37	36	0	1	1	1	1	1	6	7	1	1	1	3	1	5	5	18	7	12	1	1	11	1	1	15	5	1	18	5	8	17	28	28	19	5	14	40	1	30	29	11	1	35	5	1	13	25	26	26	1	25	33	35	32	10	1	1	42	16	56	19	5	46	38	8	7	56	51	32	56	5	50	53	56	5	1	44	19	1	1	74	68	56	1	38	1	66	55	79	1	57	5	80	43	68	65	88	55	99	55	5	98	1	65	0	0	1	2	2	3	4	3	2	1	5	4	5	2	6	3	3	1	3	1	4	5	5	5	6	2	6	9	2	3	3	1	2	1	2	4	3	1	7	2	1	5	7	1	5	7	2	1	1	1	8	3	2	1	1	5	11	7	1	4	1	4	5	1	2	5	3	2	1	1	2	8	2	2	2	6	10	5	5	10	11	1	1	3	10	3	13	1	2	1	13	3	9	1	8	5	5	1	3	1	7	14	2	11	9	1	1
4500	-742.099703361821867	-740.546443996412222	-1.553259365409689	0.000012505024569	0.000003281079345	0.262380879528866	0.288198176639437	2	4	5	6	9	6	9	11	12	12	10	12	15	11	11	13	14	11	13	15	15	16	15	17	17	18	15	16	13	16	19	18	15	19	17	18	17	18	18	17	19	19	19	17	20	19	20	19	22	20	21	21	20	21	21	19	21	19	22	21	20	21	22	21	20	23	23	23	23	22	24	25	24	24	22	27	23	23	24	25	23	26	25	25	25	24	27	26	24	27	26	26	25	28	28	27	26	29	28	31	31	33	36	36	39	0	1	1	1	6	1	4	1	8	1	1	1	19	1	1	18	16	1	3	29	1	4	12	9	33	1	16	12	11	10	39	7	8	26	14	12	1	21	21	21	7	20	16	1	26	37	56	18	1	37	31	1	58	47	1	8	31	32	56	56	22	34	26	65	16	47	57	60	63	1	51	11	60	44	1	8	65	8	1	49	60	56	16	89	1	54	78	55	1	63	28	71	1	91	79	88	69	99	58	1	87	1	83	0	0	1	1	1	2	1	2	2	5	1	5	4	5	1	6	2	1	1	4	5	1	7	5	1	3	1	9	1	3	1	2	1	6	3	1	3	2	9	2	1	1	3	1	3	10	1	1	1	5	9	1	2	7	1	1	8	5	1	1	2	1	1	1	3	1	5	2	1	1	1	6	2	8	2	4	7	8	1	4	8	1	1	5	7	1	11	2	2	2	11	4	4	1	9	1	3	1	2	1	4	14	2	17	5	1	1
