step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-848.057662465502517	-854.913150416461917	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.413104810115347	-1	1	2	4	2	4	3	5	4	5	4	5	5	4	4	5	6	6	5	6	7	7	7	7	7	8	6	7	8	7	9	9	8	8	8	10	7	9	9	8	9	8	10	9	11	8	9	9	9	9	8	9	10	8	9	9	10	10	10	9	10	10	10	10	11	12	13	10	10	11	12	11	10	12	12	12	13	12	12	12	14	11	13	12	13	13	13	13	13	12	12	13	14	13	14	14	14	14	14	16	16	14	14	16	15	15	16	16	16	18	19	18	18	21	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	2	3	3	3	3	3	3	3	3	3	4	4	3	4	4	4	4	4	4	5	4	4	5	4	5	5	5	5	5	6	4	5	5	5	5	5	6	5	6	5	5	5	5	5	5	5	6	5	5	5	6	6	6	5	6	6	6	6	6	7	7	6	6	6	7	6	6	7	7	7	7	7	7	7	8	6	7	7	7	7	7	7	7	7	7	7	8	7	8	8	8	8	8	9	9	8	8	9	8	8	9	9	9	10	10	10	10	11	11
500	-512.027095123853655	-518.882583074813056	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600173408709988	-2	0	2	4	2	5	3	4	4	5	4	6	4	4	4	3	6	6	5	6	7	7	7	7	5	8	6	8	8	8	8	9	6	9	8	10	8	9	8	9	8	8	11	9	11	9	10	7	10	10	8	7	9	7	9	9	10	11	10	9	10	10	10	10	11	11	13	11	10	12	12	10	10	13	11	12	13	12	12	11	14	10	12	12	12	13	14	14	11	12	12	13	15	12	13	15	12	14	14	15	15	15	12	17	13	14	17	14	16	18	19	19	15	20	21	0	1	2	2	2	11	5	3	7	5	7	14	3	5	2	2	6	5	8	9	6	5	15	15	1	19	16	19	19	14	22	3	11	6	13	18	12	9	54	25	6	52	54	23	29	23	35	19	28	42	8	4	30	10	22	17	41	60	56	48	29	39	30	29	35	19	50	48	55	17	58	44	28	65	40	59	44	41	69	34	38	41	9	25	38	85	34	61	42	61	82	59	103	44	26	90	50	49	95	67	79	106	36	35	56	84	64	94	70	43	71	104	90	109	69	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	5	1	1	2	1	2	1	3	1	1	2	3	1	2	1	1	1	1	2	1	2	1	1	1	1	2	3	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	1	2	1	1	2	1	4	3	2	1	3	2	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	3	2	1	3	1	2	3	2	1	2	2	6
1000	-479.332301025301149	-486.187788976260549	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719450413313195	-1	0	1	3	1	5	4	5	3	5	3	5	6	3	4	5	7	6	5	6	7	8	7	8	7	8	7	7	7	7	9	10	7	7	8	11	8	10	9	8	9	6	8	9	9	8	9	8	10	9	8	9	11	9	9	6	10	10	10	8	10	11	10	10	12	12	11	11	9	11	12	11	10	13	9	12	13	12	12	13	13	12	13	12	13	14	13	13	13	12	12	14	15	14	15	13	14	14	14	16	15	14	14	17	15	15	17	17	15	18	16	18	18	20	19	0	1	1	5	2	7	2	4	2	14	5	7	19	2	14	9	56	6	11	8	8	13	20	33	6	27	8	9	19	10	12	22	6	1	21	20	17	9	46	20	6	8	15	43	26	8	23	42	29	28	17	56	54	23	26	14	52	48	46	13	35	23	33	43	29	64	34	39	14	69	58	55	39	65	24	37	51	44	63	62	42	27	90	37	21	84	67	50	62	12	32	82	89	82	83	79	17	82	20	86	77	55	80	36	66	65	95	106	81	106	105	94	80	93	95	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	4	1	2	1	3	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	3	1	2	1	3	1	1	1	1	1	1	2	3	1	1	1	3	2	1	1	2	1	2	1	1	3	1	1	1	1	1	1	2	1	3	1	1	2	1	2	2	1	1	1	1	1	1	2	2	2	1
1500	-439.648913330536857	-446.504401281496257	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.891901104229706	0	2	2	3	2	4	4	6	5	6	4	5	5	4	5	5	6	6	6	6	7	7	7	8	7	8	7	6	7	8	9	8	8	8	7	11	6	9	9	9	7	7	10	8	10	9	8	10	10	10	7	9	9	8	9	8	10	10	10	9	10	10	11	10	11	12	14	9	9	9	11	12	9	11	13	13	13	12	11	12	14	12	13	10	13	14	14	14	13	11	12	14	11	11	12	15	12	14	15	16	17	15	14	14	15	14	16	17	15	16	19	17	19	21	19	0	1	1	5	1	5	3	7	6	6	4	7	4	5	4	4	12	6	11	9	6	10	9	29	16	22	20	15	15	37	30	9	20	19	9	26	9	20	27	19	7	20	54	37	19	42	9	54	30	51	16	18	23	19	29	19	22	31	40	37	24	31	61	54	46	42	59	51	28	54	38	59	56	48	97	68	79	70	45	74	82	49	43	30	93	61	78	50	63	40	56	62	62	30	65	91	44	89	77	87	77	24	66	35	103	50	99	96	92	105	81	104	112	89	96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	4	1	4	1	1	1	1	1	1	1	2	1	3	3
2000	-438.472142673628241	-445.327630624587641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763248636613268	-1	1	2	5	3	4	3	4	4	6	3	6	5	5	5	4	6	6	6	7	7	8	7	8	8	7	7	7	7	8	9	10	8	7	8	10	6	8	10	9	10	7	10	10	11	8	10	9	8	9	8	9	10	9	8	10	10	10	9	8	10	9	10	10	11	11	13	10	9	10	12	11	10	12	12	12	13	12	12	12	15	12	13	12	13	14	13	13	14	12	10	13	14	14	14	14	14	15	13	17	15	14	14	15	14	14	16	14	16	19	19	18	18	21	19	0	1	2	9	3	5	2	7	2	9	2	8	5	11	9	2	9	9	8	15	8	11	37	21	10	13	6	10	4	26	23	46	28	12	21	22	9	15	23	23	48	10	37	26	24	28	35	20	37	30	26	16	25	27	10	55	25	69	49	10	51	33	20	69	63	31	27	8	37	24	63	31	21	19	54	43	91	64	60	69	67	91	43	68	21	74	53	19	90	53	51	36	71	78	84	83	26	74	65	101	76	35	74	44	85	71	102	80	87	77	77	94	107	110	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1	3	1	1	1	1	2	3	3	2	1	1	3
2500	-423.764645073237148	-430.620133024196548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764690597362822	-1	1	2	5	2	3	3	6	4	5	5	5	5	4	4	4	6	6	6	6	7	8	8	7	7	9	6	8	7	7	10	10	8	7	8	10	7	7	10	6	9	8	11	9	11	8	8	7	8	9	7	7	11	9	9	10	11	10	10	10	10	8	11	10	11	12	13	9	10	11	12	10	9	11	12	12	14	13	12	12	14	11	13	12	13	13	11	13	13	12	11	13	14	14	14	15	14	14	14	16	16	14	14	17	13	15	16	17	17	18	19	17	19	21	20	0	1	1	7	1	5	2	16	5	9	5	2	6	6	2	3	14	4	9	13	17	13	12	6	13	38	7	19	16	14	33	42	20	8	15	46	18	12	49	9	25	25	30	34	15	30	7	20	8	25	2	6	36	34	35	51	32	49	52	33	46	34	44	47	44	70	53	20	28	68	58	62	52	28	57	57	33	68	65	31	71	46	80	59	24	76	46	22	59	39	54	59	78	82	71	78	70	67	71	85	85	27	75	71	76	76	99	96	96	99	78	94	109	113	113	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1	2	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	4	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	2	3	2	2	1	1	1	1	1	1	2	1	1	2	1
3000	-412.985422900948379	-419.840910851907779	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.800333227857829	-1	1	3	4	2	5	2	6	3	6	4	5	5	5	4	6	7	5	6	7	7	7	8	8	6	8	6	8	8	7	9	10	9	8	8	11	7	9	9	9	10	7	10	9	11	9	9	9	9	9	9	9	9	8	9	10	10	11	11	9	11	10	11	10	11	11	13	9	11	10	12	12	9	12	12	13	12	13	10	12	13	11	13	13	14	13	13	13	13	11	13	14	14	14	14	14	14	13	14	16	16	14	15	16	15	13	16	15	16	19	20	17	17	18	20	0	1	2	5	2	15	2	11	7	15	7	2	3	11	2	3	10	7	15	18	6	25	8	19	12	10	14	42	19	13	20	60	17	25	18	70	15	17	37	37	19	15	29	16	48	37	27	37	17	30	20	13	42	12	37	51	54	68	55	20	24	44	33	54	60	28	77	21	19	22	59	47	42	60	34	48	36	70	49	56	24	43	36	13	90	80	69	55	80	52	74	35	40	76	76	69	71	58	74	97	105	77	89	94	81	50	87	93	106	107	103	94	88	103	113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	4	1	1	1	2	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2
3500	-441.019662223678324	-447.875150174637724	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803677250904901	0	1	2	4	2	4	4	5	4	3	5	5	5	4	4	6	6	6	6	6	8	7	7	7	7	9	6	6	7	8	9	10	8	8	8	10	8	9	10	8	10	8	10	9	11	7	8	9	10	8	8	10	10	8	9	10	10	10	10	9	11	11	10	10	11	11	12	9	9	9	9	11	10	12	12	10	11	13	12	13	14	12	13	13	13	12	13	13	14	11	12	13	14	13	15	14	14	13	14	15	15	13	14	16	15	14	16	16	16	18	16	18	16	20	20	0	1	2	3	2	2	3	10	3	1	6	4	10	3	2	14	6	15	4	4	28	10	8	12	3	23	3	10	8	18	22	30	27	22	25	22	12	51	51	7	23	20	24	22	31	6	19	46	48	13	24	33	13	16	25	24	46	54	34	33	60	31	35	70	18	32	49	29	24	47	11	31	69	57	56	25	70	38	62	41	78	90	75	48	29	30	90	26	45	53	56	11	67	35	55	79	90	39	90	98	102	61	67	94	88	77	84	105	95	108	85	87	98	98	110	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	1	4	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	3	1
4000	-434.298427964945347	-441.153915915904747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827947620616971	-1	1	2	5	1	4	3	6	4	5	4	6	5	4	4	6	7	7	5	5	8	8	6	6	7	9	7	8	9	7	9	10	8	7	8	11	7	9	9	8	8	8	10	8	11	8	10	10	9	9	9	9	10	9	9	7	9	11	11	9	9	11	11	10	10	12	14	10	11	11	10	12	9	11	12	11	14	12	12	12	15	11	12	12	13	13	12	14	13	12	13	12	13	14	13	13	13	14	14	16	16	14	14	17	14	15	17	15	16	18	19	18	18	21	20	0	1	1	11	1	3	5	9	3	2	3	4	3	3	7	6	13	19	6	7	14	34	6	13	4	37	8	4	17	6	17	28	27	13	24	46	11	9	17	17	20	19	60	27	23	9	73	39	9	25	37	18	44	37	16	14	41	60	41	30	14	26	60	22	30	76	84	4	39	47	21	36	56	48	61	60	66	47	64	43	89	26	82	32	53	69	51	37	84	47	83	61	31	65	92	75	31	83	82	85	88	26	42	82	36	95	105	89	95	101	110	94	81	104	112	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	3	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	2	2	2	1	1	1	1	1	2	1	2	2	3	1	1	1	1	1	1	1	1	1	2	1
4500	-436.268311755357558	-443.123799706316959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.834442674359534	-1	1	2	3	3	4	4	5	4	5	5	6	5	5	4	5	6	6	5	7	7	8	7	7	8	8	6	7	9	7	9	9	8	6	8	10	7	8	10	8	9	9	10	9	10	9	9	10	8	10	8	8	9	8	9	6	10	11	10	9	10	11	11	10	9	11	12	7	10	11	11	11	10	13	12	12	14	13	13	12	14	10	13	12	14	13	14	13	12	12	13	12	13	13	15	14	14	13	14	16	16	13	14	16	16	15	16	16	15	18	19	18	19	20	18	0	1	2	2	2	3	4	7	4	5	9	6	5	4	2	5	6	7	5	16	13	17	11	17	12	13	7	19	24	17	9	8	21	19	28	29	10	34	12	17	37	40	68	49	29	13	8	21	7	22	14	9	17	24	27	6	68	73	55	16	27	55	50	51	20	39	69	11	30	47	44	45	65	20	32	43	93	45	29	28	66	49	84	60	69	84	92	51	43	70	66	73	71	62	102	94	61	48	76	97	109	72	57	75	96	94	93	95	83	101	112	75	104	86	107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	4	1
