step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87
6000	-256.092093298202656	-265.142936678653996	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984045365531098	3	0	1	3	2	10	4	5	16	7	15	7	9	8	8	10	9	6	7	9	8	12	10	10	9	10	6	10	6	8	10	12	13	10	10	13	9	11	16	8	11	10	17	11	12	17	16	17	15	12	13	13	11	13	9	11	12	13	13	13	13	12	14	12	12	14	15	14	4	14	16	13	17	15	17	13	16	15	19	14	18	16	18	16	21	20	23	3	0	2	5	2	40	4	4	66	69	51	69	27	18	27	25	12	4	4	15	27	24	30	17	15	10	7	15	7	12	13	6	14	40	12	16	18	23	68	18	37	14	67	17	31	54	64	68	61	34	65	64	34	65	10	13	55	6	24	44	62	42	6	56	40	62	80	38	5	38	11	50	71	54	70	22	65	36	83	33	78	72	74	52	83	79	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-248.223409693694691	-257.274253074146031	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988816442692706	2	-2	1	2	2	9	6	7	16	7	17	8	11	10	8	11	8	11	8	11	10	12	9	10	9	9	10	10	7	10	11	12	11	11	5	14	11	12	17	10	10	9	14	10	12	18	15	18	12	11	10	10	11	13	10	11	10	10	12	13	12	14	13	12	13	12	13	16	12	15	16	13	14	12	15	14	17	13	18	17	19	18	19	20	21	21	19	3	0	2	2	3	15	35	35	43	7	47	8	26	6	8	24	8	15	35	26	19	52	17	10	8	8	23	12	5	10	55	55	21	44	4	69	8	52	43	15	42	19	59	29	51	71	32	54	57	24	25	29	24	61	10	44	15	17	18	66	27	24	49	37	33	24	16	72	33	76	36	74	63	27	37	33	70	28	68	43	47	67	39	77	87	11	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-259.440866227597667	-268.491709608049007	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989176803148024	3	-1	1	1	2	10	4	7	15	6	18	8	11	8	6	12	8	10	9	11	8	3	9	9	10	9	8	11	11	10	10	12	14	10	8	13	12	8	17	9	12	11	15	11	13	17	16	15	15	10	13	12	12	11	12	11	12	13	13	14	11	14	14	11	12	13	14	15	10	14	16	14	15	12	17	14	18	9	18	15	12	19	21	20	19	20	20	3	0	2	2	4	40	1	7	67	22	49	10	14	7	7	64	15	35	12	26	10	3	17	35	78	17	10	30	24	21	19	23	44	8	10	30	54	8	80	10	24	26	57	34	61	49	67	66	60	23	61	18	69	23	50	25	17	6	54	74	35	59	53	1	24	53	8	51	17	64	73	53	51	13	60	61	73	17	39	70	14	11	87	85	77	47	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-260.436762891276885	-269.487606271728225	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986766184569112	3	-1	2	2	1	9	5	7	16	7	16	9	11	9	8	10	9	13	8	10	4	11	10	11	9	10	9	10	11	8	10	11	12	10	8	13	11	12	17	11	10	10	17	10	12	16	14	18	15	11	10	11	11	13	11	13	12	9	14	15	10	12	11	12	11	13	15	15	12	14	15	13	15	14	17	14	17	5	18	15	21	19	20	20	21	22	18	4	0	2	5	2	35	3	1	59	7	8	30	20	10	8	27	4	29	10	12	5	16	30	6	30	15	10	6	27	8	12	25	44	58	78	42	25	34	70	19	58	6	64	12	6	49	18	60	74	20	10	6	20	40	28	61	23	19	16	56	15	40	12	31	31	38	57	56	16	56	38	27	28	33	57	57	60	3	60	47	83	39	54	39	83	39	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-274.134365488117794	-283.185208868569134	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998524896167737	1	-3	1	2	2	3	6	7	14	5	14	8	9	8	8	10	7	12	5	9	10	5	10	10	5	10	10	10	11	9	11	13	10	11	9	13	11	11	18	10	12	11	15	10	13	16	15	17	14	12	12	11	13	10	12	13	8	12	12	14	12	14	14	13	13	13	13	15	13	14	15	12	14	14	13	15	16	13	18	17	21	17	17	18	16	18	20	2	0	2	3	1	4	1	22	29	1	45	7	15	22	8	15	19	23	5	12	12	5	13	35	4	13	57	14	20	17	16	21	15	40	7	55	40	14	47	8	27	33	24	57	42	26	73	63	18	13	28	27	38	30	33	38	8	35	42	42	24	28	59	42	24	29	23	73	28	21	32	30	55	32	54	66	47	26	71	68	9	71	70	32	64	67	46	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-253.284900023458022	-262.335743403909362	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993727693990620	2	0	2	3	2	9	4	6	17	7	15	8	10	9	7	11	9	12	7	10	10	10	8	9	9	9	10	8	11	10	10	13	12	11	10	14	12	12	15	4	11	11	17	11	13	17	13	17	13	10	12	12	11	13	13	12	12	10	11	14	11	9	14	12	12	13	15	14	14	15	9	14	16	13	16	11	17	15	18	15	21	14	19	19	20	17	21	2	0	2	5	2	19	3	5	36	5	49	40	6	10	7	23	10	27	4	15	14	71	15	23	28	19	25	8	14	15	28	42	41	25	15	54	30	34	64	2	6	15	67	19	64	67	56	72	41	17	13	21	30	13	41	27	16	26	20	47	21	8	47	22	53	17	51	21	37	49	28	44	70	33	11	24	54	56	86	72	11	74	79	79	79	75	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-265.066215352878658	-274.117058733329998	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991715182873550	3	-2	2	3	0	8	6	8	16	8	16	5	9	8	7	12	9	11	6	10	8	10	10	10	10	10	10	6	12	9	10	11	13	9	10	14	12	12	13	11	11	9	16	11	11	17	16	16	13	10	11	13	13	13	12	12	7	12	14	13	12	13	13	12	13	13	14	14	12	11	15	13	16	14	17	15	14	14	17	17	15	18	20	20	21	22	22	3	0	5	5	2	12	12	7	60	57	66	1	15	19	28	25	8	15	3	42	57	13	8	6	13	34	21	4	32	57	21	23	25	14	21	37	50	7	35	20	30	15	62	8	35	77	78	77	29	10	34	55	64	32	15	20	19	20	54	13	10	23	58	35	31	44	35	16	42	22	41	64	71	54	77	55	22	16	47	48	36	36	36	59	75	79	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-263.618730933405288	-272.669574313856629	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991252952467043	3	0	1	3	3	6	5	5	16	8	13	8	11	9	9	12	6	12	7	5	9	11	9	11	8	10	10	10	10	10	10	11	13	10	9	13	12	10	16	10	11	11	16	10	9	17	14	17	13	11	12	10	13	11	8	11	11	12	14	13	12	12	14	13	7	13	14	15	12	15	16	11	15	13	16	12	18	15	18	13	20	15	20	21	17	21	23	3	0	2	2	3	7	3	4	66	20	41	19	55	55	17	22	7	72	8	1	65	29	65	35	17	65	15	19	23	14	10	21	57	15	25	54	28	14	80	25	29	44	78	23	8	11	11	58	40	34	22	10	13	44	65	15	30	13	72	38	15	56	54	69	8	69	37	60	54	34	29	30	80	72	24	31	43	11	68	17	77	12	79	81	61	79	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-280.781893783992757	-289.832737164444097	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979691906198643	2	0	2	3	3	5	6	6	17	7	13	8	11	6	9	11	7	12	6	11	8	11	10	4	8	10	8	11	9	9	10	12	13	10	7	14	11	11	17	8	12	11	17	9	11	15	15	14	14	12	13	12	13	13	13	12	11	11	13	13	13	14	14	11	13	13	14	15	13	10	12	14	14	12	10	14	15	15	18	13	21	18	18	18	15	20	16	2	0	2	1	3	4	24	24	36	8	32	14	44	24	21	15	5	22	5	44	14	27	7	2	14	35	7	34	25	25	40	31	32	21	6	51	70	30	75	8	37	75	54	40	27	69	51	54	55	70	16	57	58	70	57	37	23	12	13	52	57	52	74	70	74	57	42	29	74	21	57	59	13	75	44	64	58	53	70	52	57	63	50	63	52	79	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10500	-269.169029543890645	-278.219872924341985	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982483203823398	3	0	1	2	3	8	5	8	16	8	17	8	8	10	9	11	10	13	9	11	8	11	10	9	10	10	10	7	10	9	6	12	13	10	10	10	11	11	17	10	11	11	15	11	12	16	15	16	14	12	12	11	11	11	13	12	12	12	13	14	11	12	15	13	12	14	15	15	13	13	13	12	16	10	16	12	17	10	15	17	20	15	17	18	22	20	21	3	0	2	3	4	28	1	2	33	31	9	1	28	8	28	30	12	6	28	15	28	29	31	28	13	30	6	1	15	31	3	17	45	10	24	12	31	14	68	13	10	12	60	14	19	72	64	68	35	40	14	28	34	8	38	30	40	23	41	65	26	37	55	7	34	51	22	36	45	38	51	22	59	19	64	35	79	15	65	79	83	49	33	69	83	33	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11000	-273.235587986064616	-282.286431366515956	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992515943530998	3	-1	1	1	3	10	4	6	15	8	10	6	11	8	8	11	10	11	9	11	10	11	9	11	9	8	6	8	12	9	10	9	13	9	10	13	10	11	14	11	11	10	15	12	13	15	14	18	14	9	12	11	11	13	7	12	12	12	14	15	13	14	14	10	12	11	13	15	13	12	14	13	15	15	16	13	12	15	19	16	16	17	20	18	20	21	18	2	0	2	2	4	26	1	7	24	27	23	7	19	7	5	42	30	11	15	11	34	19	10	19	10	8	7	27	22	14	10	28	66	8	34	35	23	23	23	15	12	12	53	16	21	71	20	75	57	55	11	25	25	18	27	40	13	22	56	16	66	35	70	19	37	17	53	52	24	18	25	35	35	76	51	22	28	39	49	73	49	45	84	74	41	48	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-246.729915707092118	-255.780759087543458	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986542285007688	2	0	2	1	3	9	6	7	17	5	17	9	9	9	8	10	8	10	8	8	9	12	10	11	9	9	9	10	12	10	11	12	13	11	10	13	10	12	16	9	11	10	17	12	13	14	14	15	14	12	13	12	12	9	12	12	11	11	13	12	10	12	15	10	12	13	14	13	13	15	16	12	16	14	10	14	16	16	19	15	22	17	20	19	16	20	22	2	0	2	2	3	17	5	10	22	5	63	8	8	15	10	20	7	19	7	7	8	24	6	61	15	19	17	12	25	27	28	37	18	27	54	72	12	42	47	7	6	40	78	24	14	51	52	67	53	23	22	27	58	17	23	64	18	64	16	13	26	54	58	25	21	64	44	24	64	56	53	30	74	31	26	33	46	30	9	32	83	70	73	70	33	84	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12000	-271.155495800757024	-280.206339181208364	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996606697829517	3	0	1	3	2	8	6	5	16	8	17	9	10	9	6	9	9	12	5	10	9	11	8	11	7	9	10	9	11	6	11	11	7	10	8	14	12	12	17	8	12	10	16	11	10	18	14	15	14	9	10	12	11	12	11	10	12	4	14	11	13	13	12	4	12	14	15	16	11	14	15	11	15	12	15	15	17	14	17	16	22	16	18	18	20	21	18	2	0	2	2	2	19	58	5	37	7	55	7	23	35	19	40	35	32	64	7	30	56	64	12	8	40	25	10	51	64	26	45	58	10	64	62	29	32	59	7	17	14	54	26	35	68	63	24	24	33	25	26	40	45	50	28	53	5	18	12	41	60	42	1	31	61	78	66	20	61	70	12	51	17	62	62	68	32	82	71	68	61	79	67	83	85	48	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-252.058797581786052	-261.109640962237393	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989737518294785	3	-2	1	1	2	9	5	7	16	8	15	9	10	9	8	11	10	13	9	11	10	11	10	6	10	8	11	11	12	10	9	11	12	8	11	11	12	11	15	9	12	9	16	12	13	17	15	17	11	7	12	12	12	12	12	13	11	10	14	8	12	13	15	13	13	13	10	15	12	14	14	12	16	9	15	13	17	15	19	16	21	15	18	20	19	20	23	3	0	2	2	3	60	1	24	63	8	33	8	15	50	50	19	31	30	34	42	14	8	74	1	42	24	26	31	40	10	10	12	28	8	17	60	40	14	66	8	25	34	47	49	55	62	62	73	17	24	67	42	74	34	17	28	74	8	29	50	23	57	36	51	44	52	19	55	38	41	13	30	75	10	33	34	47	44	77	70	80	64	48	43	77	48	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13000	-265.984811995791006	-275.035655376242346	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992941146748954	3	0	1	2	3	8	5	7	17	5	16	8	11	10	8	12	9	13	7	9	7	10	7	10	9	9	7	8	11	9	11	12	13	11	7	13	10	10	17	8	11	8	14	10	13	14	14	16	15	11	12	13	12	11	11	12	11	13	14	11	6	14	12	12	13	8	15	17	11	14	16	12	15	14	13	14	18	16	16	16	22	18	20	21	18	17	23	3	0	2	2	2	8	5	4	78	5	74	2	66	61	27	38	61	60	7	12	61	12	7	42	28	23	10	19	20	19	15	31	13	14	5	54	26	40	67	8	20	19	69	17	69	50	63	67	46	27	55	40	7	24	30	41	37	56	17	38	1	16	15	40	63	61	45	78	25	38	52	24	52	69	31	53	49	43	43	18	83	70	9	86	67	67	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
13500	-267.865204849815484	-276.916048230266824	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972815697796869	3	-1	2	0	3	7	5	8	16	8	17	9	10	9	5	9	9	11	8	11	8	12	8	11	9	9	7	9	10	9	10	10	12	11	9	13	11	11	18	10	10	10	16	4	13	16	12	17	12	7	12	13	11	13	13	11	10	11	10	14	13	12	14	12	11	14	12	16	14	15	15	13	16	13	17	15	18	11	14	14	17	18	20	20	20	16	24	3	0	2	2	3	15	4	6	76	15	9	50	16	27	3	21	8	30	50	8	6	42	15	31	50	6	44	50	50	27	23	25	14	50	50	29	57	35	80	28	8	10	63	4	17	60	13	74	14	5	29	49	57	17	20	35	28	8	8	33	65	41	17	13	13	20	29	71	62	55	55	47	80	58	22	60	70	16	37	35	69	86	11	77	77	41	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14000	-276.267354386763543	-285.318197767214883	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988711897821549	2	-1	1	3	1	10	5	7	14	6	16	7	10	9	9	12	10	13	8	10	8	7	9	9	8	8	11	10	10	10	9	11	13	11	10	9	10	11	17	10	12	10	13	5	13	18	16	14	14	11	11	12	13	9	13	8	12	13	14	13	11	13	4	6	12	14	15	16	13	15	14	13	16	13	15	10	12	15	19	16	20	16	18	19	19	20	20	5	0	2	5	2	12	63	7	60	7	66	7	25	12	8	29	31	57	8	23	12	64	12	22	8	44	56	36	31	26	12	26	30	14	14	21	19	76	76	14	23	19	16	1	32	80	45	72	32	37	6	50	38	8	77	22	27	40	77	57	22	13	5	4	35	40	49	61	20	62	55	52	34	24	72	23	37	9	80	78	82	61	80	66	68	46	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-262.993469802392610	-272.044313182843950	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998313842905456	2	-1	2	3	1	9	6	7	16	8	14	8	10	9	9	12	9	13	8	9	10	11	10	9	10	7	11	11	10	10	7	12	11	5	9	14	12	11	16	11	11	11	16	10	10	13	12	16	12	11	9	12	13	12	12	11	12	12	13	15	13	13	15	13	11	12	14	14	14	13	14	13	14	13	14	15	17	12	14	17	17	18	16	13	22	21	23	5	0	5	1	2	12	34	34	38	31	64	34	17	19	3	29	19	78	7	12	14	25	35	10	17	34	23	51	17	17	34	41	15	3	31	84	56	25	75	23	51	21	71	14	14	44	23	64	22	35	19	22	40	50	51	51	24	51	56	58	6	65	11	42	29	27	70	16	59	16	50	22	27	65	58	75	9	17	27	52	17	39	67	38	82	80	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15000	-281.490360684361065	-290.541204064812405	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973004240566683	1	0	2	2	1	9	5	8	17	8	14	6	9	9	7	11	8	11	7	9	10	12	10	9	9	7	11	10	10	9	10	12	9	8	8	12	11	12	16	10	11	11	13	10	12	17	15	13	14	8	12	13	11	6	13	10	10	13	11	9	12	11	13	13	12	14	15	17	11	14	15	14	16	12	13	14	18	16	13	16	20	15	17	20	14	18	18	2	0	2	2	2	35	4	54	72	12	30	4	50	50	7	10	12	14	7	15	25	59	30	8	35	12	13	60	34	26	6	40	19	12	19	50	21	23	70	10	24	60	28	60	56	75	37	38	51	19	16	38	29	4	29	20	24	53	60	34	21	60	74	44	54	31	79	78	33	79	43	75	85	37	32	65	79	70	41	85	46	55	70	16	43	28	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-276.166907372205856	-285.217750752657196	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996186632777359	1	0	2	2	3	10	6	7	15	7	17	9	11	10	9	12	8	12	8	10	8	10	10	9	9	5	8	9	9	10	11	11	9	10	8	14	12	11	17	5	10	11	16	10	13	16	11	17	14	11	12	12	13	11	12	11	11	12	13	15	12	9	10	10	10	13	11	17	13	13	15	11	14	15	12	15	18	16	14	13	19	19	19	20	18	21	24	2	0	1	1	2	27	5	5	45	26	46	35	6	40	27	63	5	15	7	28	7	21	12	17	17	5	40	21	27	27	41	24	35	62	26	20	41	64	74	4	17	19	75	19	72	36	27	47	66	8	44	10	16	41	56	15	20	6	32	49	31	40	27	25	17	27	25	38	15	13	80	63	54	45	33	36	74	55	66	57	48	85	54	77	68	84	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
16000	-251.514394136243027	-260.565237516694367	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973521086950298	3	0	1	3	2	7	4	7	17	8	17	8	10	8	7	12	9	12	7	11	7	11	10	9	9	10	11	9	11	10	9	12	13	8	10	13	9	12	18	11	10	11	16	12	11	14	14	18	14	11	12	13	13	12	8	12	11	12	13	14	12	13	13	10	8	11	13	15	14	14	14	10	17	13	13	15	15	16	19	16	20	18	18	20	20	17	17	5	0	2	3	3	7	5	4	45	6	47	19	55	7	1	42	19	40	7	72	7	30	17	14	6	10	25	7	41	28	12	41	58	15	12	38	34	40	73	17	37	37	46	30	31	20	22	73	32	17	20	27	72	30	8	22	37	64	61	66	12	29	32	37	15	24	38	71	62	51	61	17	46	27	41	59	58	47	39	60	79	73	78	79	11	62	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
