step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
1	-9927.074997201170845	-9933.930485152130132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771107454451486	-1	2	2	4	4	6	6	7	7	8	7	7	8	8	7	7	8	9	9	11	11	10	11	12	10	10	12	12	12	12	13	13	13	16	13	14	15	15	17	16	15	16	16	15	17	17	17	17	19	17	18	18	18	18	19	20	18	19	18	20	19	19	22	22	21	22	20	23	21	21	23	24	22	22	23	22	22	22	22	23	23	24	26	25	23	25	26	25	25	26	26	26	25	27	28	27	28	28	28	28	30	30	29	30	29	33	33	35	32	34	35	37	37	42	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	4	4	4	5	4	4	5	5	4	4	5	5	5	6	6	6	6	7	6	6	7	7	7	7	7	7	7	9	7	8	8	8	9	9	8	9	9	8	9	9	9	9	10	9	10	10	10	10	10	11	10	10	10	11	10	10	12	12	11	12	11	12	11	11	12	13	12	12	12	12	12	12	12	12	12	13	14	13	12	13	14	13	13	14	14	14	13	14	15	14	15	15	15	15	16	16	15	16	15	17	17	18	17	18	18	19	19	22
500	-1589.774073026428823	-1596.629560977388110	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.181967254584755	-1	2	0	4	3	5	6	7	7	8	8	6	9	9	8	6	8	9	9	12	11	10	8	12	10	10	12	12	12	9	12	14	13	16	11	14	12	13	17	17	14	15	17	14	14	17	17	14	20	16	18	18	18	17	17	21	18	18	18	19	20	18	19	22	22	22	21	21	20	22	22	25	22	22	23	22	22	22	23	23	23	25	27	25	24	26	27	25	26	25	27	26	25	28	29	28	29	29	28	28	31	31	29	30	30	34	34	36	33	33	34	38	37	41	0	3	1	2	3	4	3	5	4	4	6	5	7	9	6	0	6	10	12	18	6	18	1	17	18	0	12	19	12	16	25	26	25	7	18	20	30	12	50	41	29	25	38	18	0	23	23	31	48	48	48	20	16	0	42	23	23	30	30	39	30	0	48	48	53	30	30	23	14	23	69	33	54	23	30	47	37	23	25	38	1	7	37	30	31	33	49	23	23	23	53	80	0	48	23	23	16	23	38	48	23	49	63	30	23	23	84	23	23	0	0	37	0	0	1	1	1	1	3	1	3	2	2	2	2	2	2	2	1	1	2	1	2	2	3	1	6	2	1	1	3	2	2	2	1	2	2	5	1	1	1	3	1	2	1	2	2	3	1	4	7	2	4	1	2	3	7	1	1	10	4	4	5	1	6	1	3	4	3	8	7	6	4	9	2	9	4	8	7	3	8	7	10	6	10	14	8	11	6	9	2	9	8	9	4	2	1	9	15	11	16	15	12	12	14	9	7	16	13	19	4	16	17	1	1	17	1	1
1000	-1171.057035367036178	-1177.912523317995465	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.251502190203577	-2	2	0	5	3	5	6	8	7	9	6	7	9	9	8	5	8	9	9	11	12	9	10	12	10	11	13	13	11	11	13	13	14	16	14	14	14	16	18	17	15	16	16	15	16	15	17	17	20	16	17	18	15	17	18	19	17	18	18	21	20	16	22	22	20	23	20	22	21	21	23	24	22	23	23	21	22	22	22	23	23	24	26	24	23	26	25	25	25	27	26	26	25	26	29	27	27	28	27	28	31	29	29	30	29	34	33	35	33	34	35	38	37	42	0	3	1	3	3	5	2	5	5	9	6	4	3	4	6	0	6	12	9	19	17	12	16	6	7	0	20	19	7	23	25	26	25	12	12	25	30	31	38	4	29	36	36	35	0	23	30	31	31	36	36	33	16	0	42	28	53	46	47	31	46	0	36	39	54	23	46	53	62	54	69	25	54	53	57	57	57	53	39	48	5	1	53	53	36	48	63	53	57	66	66	63	0	48	53	53	16	46	38	48	53	85	48	30	46	23	66	53	53	0	0	53	0	0	1	1	1	2	3	1	4	3	2	2	1	1	4	2	2	1	1	1	1	1	3	1	3	5	2	1	1	3	2	1	1	1	2	5	5	2	2	2	2	5	3	1	1	1	1	2	3	3	3	1	3	3	6	1	1	2	1	2	1	3	2	1	5	2	2	8	2	4	2	2	1	9	3	4	4	2	2	5	3	4	11	16	7	8	4	4	2	5	4	3	2	2	1	5	11	8	15	8	7	6	9	3	6	11	7	18	4	14	15	1	1	13	1	1
1500	-1077.317982036856165	-1084.173469987815452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381156544052800	-2	2	1	4	3	5	5	7	6	8	7	7	8	9	7	6	9	8	10	11	12	10	9	12	10	11	11	13	11	11	14	14	13	16	13	15	15	15	18	15	14	15	16	16	17	14	18	18	18	16	19	18	17	17	20	18	19	19	18	20	18	19	20	22	22	23	21	22	21	21	22	25	22	22	23	21	22	21	23	23	23	24	27	26	23	24	26	25	24	26	25	26	25	27	28	28	28	28	28	29	31	30	28	31	29	34	33	36	33	34	35	38	37	43	0	3	1	2	3	2	3	9	3	4	9	7	4	12	6	0	15	12	18	18	15	18	16	15	7	0	19	18	18	23	25	26	20	41	9	25	30	25	50	22	19	33	33	35	0	30	37	38	50	31	52	25	30	0	49	45	47	53	30	31	46	0	31	49	54	46	58	46	62	54	69	48	70	53	46	46	61	46	63	31	14	7	74	46	38	48	79	76	76	46	68	31	0	36	47	78	23	46	38	85	53	94	85	95	66	23	101	37	46	0	0	88	0	0	1	1	1	1	1	2	2	1	4	2	1	1	2	1	1	1	1	1	2	1	2	1	2	3	2	1	1	3	1	1	2	2	1	1	3	3	2	3	1	3	2	1	1	2	1	2	2	1	2	1	1	4	4	1	1	1	1	2	3	3	2	1	3	2	2	6	1	4	1	2	1	3	1	2	5	2	2	3	2	4	11	14	2	9	4	2	2	3	2	5	2	7	1	6	6	4	11	11	6	5	9	1	3	1	4	18	1	10	12	1	1	9	1	1
2000	-934.950365034019455	-941.805852984978856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414407153172085	-1	3	1	4	4	6	6	8	5	7	8	8	8	8	7	7	9	10	9	12	12	11	11	12	10	10	12	11	12	9	14	13	13	16	14	14	14	16	17	14	16	15	17	16	16	16	18	18	20	17	17	19	16	18	19	21	18	19	17	20	19	18	22	23	20	22	20	20	21	22	23	24	23	23	21	23	22	21	22	24	22	25	26	25	22	26	26	24	26	26	27	26	25	24	29	28	28	28	28	29	31	29	30	30	28	33	33	35	33	34	35	37	36	42	0	3	1	3	2	3	4	5	4	9	15	7	9	4	6	0	11	12	7	12	6	7	30	17	12	0	19	19	12	16	20	26	25	19	7	33	23	31	31	29	40	33	33	29	0	30	37	31	50	31	36	33	37	0	43	45	53	46	37	38	53	0	48	49	54	57	37	61	62	54	62	49	70	75	57	75	57	46	31	48	14	35	88	37	38	80	52	77	76	46	78	25	0	79	78	91	30	76	85	79	68	87	94	105	75	37	101	88	30	0	0	105	0	0	1	1	2	1	1	3	1	2	1	1	1	1	1	2	1	1	1	1	1	3	3	2	1	2	1	1	2	1	2	1	2	2	1	3	5	1	2	2	2	1	2	1	2	2	1	3	3	1	2	2	1	3	1	1	1	3	1	2	2	2	1	1	2	1	2	3	3	1	1	2	2	2	1	1	2	1	2	4	5	2	8	7	1	6	3	1	3	1	1	6	3	9	1	2	6	1	10	3	4	5	8	1	2	1	4	11	1	5	12	1	1	6	1	1
2500	-819.922785878210220	-826.778273829169621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447350161363525	-1	2	1	4	4	7	5	6	7	8	6	8	8	9	7	6	7	9	9	10	11	10	11	12	9	10	12	12	13	13	13	13	13	16	13	15	15	15	16	17	15	16	17	15	17	15	17	17	19	18	17	18	17	18	20	20	18	20	18	19	19	19	20	23	21	22	21	23	21	21	24	24	23	22	22	22	23	22	21	22	22	23	27	26	23	25	27	24	26	25	26	26	25	28	28	27	28	28	28	29	30	30	30	29	29	32	33	35	32	33	35	37	38	42	0	3	1	2	3	2	3	5	5	3	4	7	6	4	11	0	11	12	12	12	17	12	16	9	7	0	19	19	18	23	20	26	20	27	28	33	30	31	38	35	35	33	22	35	0	30	37	31	52	39	36	33	46	0	48	45	46	46	47	43	53	0	38	49	54	58	37	58	62	54	62	55	65	57	57	46	37	58	31	38	5	62	74	53	48	80	43	66	66	76	78	85	0	87	78	91	37	66	92	85	78	87	94	90	83	90	105	104	75	0	0	75	0	0	1	1	1	1	2	3	2	1	1	4	2	1	1	2	1	1	1	1	1	1	2	2	3	3	2	1	2	2	2	1	2	2	1	2	1	1	2	1	1	2	1	2	4	1	1	1	1	2	1	2	1	3	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	2	2	2	2	2	2	3	4	2	1	4	3	10	2	2	5	3	1	4	2	2	2	2	1	1	1	4	1	7	3	2	3	5	3	2	2	1	5	2	4	6	1	1	6	1	1
3000	-765.909331803672785	-772.764819754632185	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.619125831035719	-1	1	2	4	4	6	6	7	6	9	8	7	8	8	7	7	9	10	9	12	11	10	11	11	11	10	13	12	11	13	13	14	13	14	13	12	16	14	17	15	15	17	15	16	18	17	16	18	20	17	18	18	19	18	19	20	18	18	19	20	20	19	22	21	20	21	20	23	22	22	21	24	23	22	24	23	23	22	21	23	23	24	25	26	23	24	26	26	26	27	25	27	25	26	29	28	27	29	29	28	30	31	30	30	29	33	32	35	33	34	34	37	38	43	0	1	2	2	2	4	4	5	4	14	6	7	9	9	4	0	6	12	12	22	15	9	16	6	22	0	28	19	18	23	25	26	18	20	18	25	23	31	33	29	29	43	33	35	0	23	30	38	50	31	43	33	37	0	48	45	23	37	37	50	57	0	79	48	54	47	58	78	62	54	62	50	54	57	37	66	66	61	50	48	4	62	57	46	31	80	79	66	77	83	78	72	0	85	78	91	75	89	92	94	78	92	94	76	88	75	104	104	105	0	0	109	0	0	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	1	2	2	1	1	2	2	2	2	1	1	1	2	1	1	1	2	1	2	2	1	3	1	1	1	2	1	1	1	1	3	2	2	1	2	2	2	1	1	1	1	3	1	1	2	1	1	1	1	2	2	1	1	2	2	1	3	3	2	3	2	1	1	2	2	11	3	2	4	3	1	2	2	2	1	1	2	1	2	2	2	2	1	1	1	5	2	2	3	1	3	1	3	2	1	1	1	1	1
3500	-689.822279406441226	-696.677767357400626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615930485695083	-1	1	2	4	5	7	6	6	7	8	6	7	8	8	7	7	9	8	10	11	10	11	11	12	11	9	13	12	13	13	11	13	13	17	14	15	15	15	16	16	16	16	16	15	17	17	16	18	19	18	18	16	19	15	19	18	19	17	18	20	19	20	22	21	20	22	20	22	22	21	23	25	22	22	22	22	21	21	23	23	23	24	27	25	23	25	27	24	25	26	26	26	25	27	26	28	28	29	28	29	31	29	30	30	30	33	34	36	32	34	35	38	37	43	0	1	2	2	2	11	4	5	4	4	4	7	4	9	11	0	11	12	12	12	17	12	16	17	7	0	20	7	18	23	7	26	25	20	29	25	23	25	38	35	35	33	33	35	0	37	30	39	39	43	42	28	37	0	42	45	47	37	47	39	46	0	48	49	54	53	37	53	62	54	69	48	54	46	53	77	57	53	49	63	54	62	66	78	49	79	85	66	77	66	84	72	0	79	84	91	89	89	92	72	78	72	94	89	88	104	106	104	105	0	0	109	0	0	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	3	2	1	3	1	2	3	2	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	3	2	2	1	1	2	1	3	4	3	1	1	1	2	1	1	5	2	2	3	1	1	1	1	2	2	1	1	1	2	1	1	2	2	1	1	6	2	2	2	2	2	1	3	2	1	1	2	1	1
4000	-646.659810366843544	-653.515298317802944	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553744570455798	0	2	3	5	5	7	4	7	6	9	6	8	7	9	8	7	8	8	9	12	10	10	10	12	10	10	13	12	12	13	14	13	12	16	13	14	15	15	18	14	15	16	16	15	16	17	15	18	19	16	17	18	19	18	20	19	18	19	18	21	20	19	22	22	21	21	21	23	21	22	23	24	22	22	23	22	22	20	21	23	23	24	26	24	23	25	26	26	24	27	26	27	26	26	27	27	29	27	27	28	29	30	30	30	29	33	33	36	31	33	35	36	38	43	0	1	2	3	3	11	2	5	2	13	4	7	9	13	11	0	6	7	12	19	15	18	16	17	18	0	19	19	18	23	12	26	25	12	29	25	30	25	50	35	29	36	12	29	0	30	30	43	50	38	36	43	46	0	43	45	46	46	30	49	58	0	48	49	54	61	46	61	62	54	62	64	54	66	66	66	46	37	31	63	54	71	75	78	79	80	85	75	77	76	84	85	0	85	78	91	75	89	85	94	91	99	94	88	88	97	97	97	105	0	0	109	0	0	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	3	1	1	1	3	1	1	2	2	3	2	3	2	1	4	1	2	1	3	1	1	2	1	4	2	1	3	1	1	2	1	2	1	1	1	2	1	1	1	3	1	1	1	2	2	1	1	2	2	1	2	2	1	2	1	1	1	2	3	3	1	2	1	2	2	1	1	2	2	2	2	1	2	1	1	4	1	2	1	2	1	2	1	2	2	2	2	2	3	2	1	1	4	1	1
4500	-644.677239219758007	-651.532727170717408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.620622462647861	-1	1	2	4	4	7	6	7	6	8	6	8	5	9	8	7	8	10	10	12	10	8	11	12	10	11	12	12	13	13	13	13	13	17	13	14	15	15	18	17	15	15	16	15	17	18	17	17	19	17	18	19	19	18	18	21	18	18	17	21	19	20	23	22	21	21	20	22	22	22	24	24	22	20	22	21	22	22	22	22	23	25	27	24	23	26	27	24	25	25	27	25	24	27	29	25	27	28	28	29	30	30	30	31	29	32	33	36	31	35	35	36	36	42	0	1	2	2	3	11	5	2	4	13	4	7	4	13	6	0	6	12	4	12	15	4	16	6	22	0	19	19	20	23	25	26	25	20	12	25	23	31	50	41	35	33	36	35	0	30	37	31	50	38	48	38	57	0	38	45	37	30	37	49	58	0	80	39	54	37	58	46	62	54	62	63	54	57	57	57	76	46	48	38	54	71	90	68	79	80	85	46	77	88	78	85	0	79	84	84	76	97	92	94	96	99	94	83	88	83	105	104	105	0	0	106	0	0	1	1	1	1	1	1	1	3	1	2	1	1	1	2	1	1	1	2	2	3	1	1	2	3	1	1	1	1	1	2	1	1	2	3	2	2	2	2	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	2	2	2	1	1	1	1	1	3	2	2	1	2	1	2	2	1	2	1	2	2	1	2	2	3	2	1	2	2	1	2	2	3	2	1	3	2	1	3	3	1	3	1	1	1	2	1	2	2	2	3	2	2	1	1	1	2	1	1
