step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
25500	-619.911908240996468	-626.767396191955868	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616764226070334	0	1	2	4	4	6	6	7	7	8	7	5	8	8	7	8	8	8	7	11	11	9	11	11	10	10	11	12	12	12	14	13	12	16	13	14	15	15	16	15	15	17	16	15	17	16	17	18	18	18	16	18	18	18	19	20	19	20	18	20	20	19	22	20	19	21	20	22	21	22	23	24	21	22	23	22	22	23	21	23	22	24	27	25	23	25	26	26	25	26	26	26	25	26	27	27	27	28	28	28	31	30	30	30	30	33	32	35	32	33	35	37	37	43	0	1	2	2	3	4	12	5	2	4	6	2	4	9	6	0	6	12	12	12	6	12	16	11	9	0	19	22	18	16	25	26	25	28	20	25	30	33	31	35	35	33	33	28	0	37	37	38	39	39	36	43	46	0	42	45	53	53	47	39	46	0	48	39	54	58	53	61	62	65	62	80	65	57	66	66	66	53	48	48	65	71	88	78	79	63	48	75	77	77	84	72	0	63	91	91	75	89	87	94	95	99	94	88	97	88	104	106	105	0	0	109	0	0	1	1	1	1	1	1	1	2	3	2	1	1	2	1	1	1	1	1	1	2	3	2	2	2	2	1	2	3	2	2	2	1	1	2	1	2	2	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	2	1	1	2	2	1	1	2	1	1	1	3	1	2	2	1	1	1	1	1	3	2	2	2	1	1	1	2	1	1	2	2	1	1	3	1	2	2	1	4	1	1	1	1	1	2	1	1
26000	-649.478949365694461	-656.334437316653862	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.629874562313655	-1	1	2	4	4	6	6	7	5	6	7	5	7	9	7	8	9	9	8	12	11	10	11	12	10	10	13	12	11	12	14	14	13	16	14	14	16	13	17	17	15	17	16	12	18	17	17	18	20	18	18	18	18	18	19	20	18	19	18	20	20	19	22	21	22	22	20	23	21	21	23	22	23	21	24	23	22	22	23	23	23	24	26	24	23	25	27	25	26	23	27	26	26	26	29	27	28	29	28	28	31	30	29	30	28	33	34	35	32	35	36	37	37	40	0	1	2	2	3	4	12	5	5	9	6	4	10	10	6	0	11	12	7	22	17	12	16	11	19	0	18	19	19	16	25	26	25	22	22	25	16	25	31	44	28	43	36	22	0	37	37	31	50	39	36	43	46	0	43	45	37	46	37	50	53	0	43	39	54	57	37	78	62	54	62	49	54	37	90	74	57	61	63	48	54	71	76	78	63	80	85	75	66	74	78	80	0	79	96	84	74	88	92	87	91	99	94	97	75	97	109	88	97	0	0	109	0	0	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	3	2	2	1	1	2	2	2	3	2	2	2	2	2	2	3	2	1	3	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	3	2	2	2	2	1	1	2	2	1	2	3	1	1	2	1	1	3	2	1	1	2	1	1	2	1	2	1	3	2	1	2	1	2	4	1	2	1	2	1	1	1	2	2	2	5	2	1	1	2	1	1
26500	-654.152272590664666	-661.007760541624066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512798775630899	-2	0	2	4	4	6	6	8	7	9	7	7	9	9	7	7	9	9	9	11	11	11	10	11	11	9	10	12	12	13	13	12	13	16	13	14	15	14	18	17	15	16	16	14	18	16	16	18	19	16	18	18	19	18	19	20	18	20	19	20	20	20	22	20	21	23	20	23	21	22	23	24	23	23	24	22	22	22	22	24	24	25	26	26	23	26	26	26	24	26	26	25	24	27	29	28	27	28	28	28	30	30	30	29	30	33	32	35	33	35	34	36	37	42	0	1	2	3	2	5	4	5	4	4	6	7	4	4	6	0	6	7	12	7	15	19	16	11	10	0	18	19	18	23	25	26	25	10	18	25	23	31	50	22	25	33	33	22	0	30	37	38	50	38	43	43	46	0	43	45	46	46	37	39	53	0	31	39	54	53	46	61	62	54	62	31	65	77	66	53	46	61	49	63	54	71	66	78	79	80	85	75	46	75	78	79	0	87	96	91	77	89	72	94	91	99	79	97	97	104	88	104	105	0	0	105	0	0	1	1	1	1	2	1	1	3	2	3	1	1	2	2	1	1	2	2	1	4	2	1	2	2	1	1	1	2	2	2	1	1	1	3	2	1	2	1	2	3	3	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	3	2	1	1	1	4	1	2	3	2	3	1	2	1	7	1	1	1	3	2	1	2	2	3	1	2	3	1	1	2	2	3	1	2	2	1	1	1	1	2	2	2	1	2	1	3	1	2	2	2	3	2	1	1	3	1	1
27000	-622.918174444573651	-629.773662395533051	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718465470700618	-1	2	3	5	5	4	6	7	8	8	7	8	7	9	7	6	8	10	9	10	11	11	11	12	10	9	12	13	11	12	14	13	13	16	13	15	14	16	17	16	15	17	16	15	17	17	16	17	19	17	18	18	18	17	18	20	18	18	19	20	20	20	23	23	21	22	21	23	22	21	22	24	22	22	23	20	23	23	21	24	23	25	27	25	23	24	26	26	25	26	25	27	25	27	27	27	28	28	28	29	31	30	29	29	30	33	34	35	33	35	36	35	37	42	0	1	2	3	3	2	2	5	4	2	6	7	2	11	6	0	6	12	12	12	15	12	16	17	7	0	19	19	7	23	25	26	25	28	29	25	30	25	31	35	35	36	36	35	0	37	37	25	39	31	38	43	37	0	43	45	37	37	47	50	58	0	52	49	54	76	58	58	62	54	62	64	70	76	66	57	66	61	50	63	54	71	90	78	79	63	85	75	77	75	78	85	0	79	91	91	66	89	87	94	95	87	94	88	88	88	109	106	105	0	0	109	0	0	1	2	1	1	1	1	2	1	2	3	2	1	2	1	2	1	2	1	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	1	3	2	2	1	2	1	1	1	2	1	3	1	2	1	1	1	1	1	2	1	2	2	1	1	1	3	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	3	2	1	2	1	1	2	2	1	1	1	3	1	2	1	1	4	1	1	1	2	3	2	2	2	2	1	1	2	1	1	1	1	1
27500	-624.383356839331327	-631.238844790290727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656446229779451	-1	0	3	5	4	6	6	7	7	8	8	8	9	7	8	7	8	9	10	11	11	10	11	12	11	11	12	12	12	13	12	12	14	15	13	15	15	14	17	17	15	16	16	15	17	17	18	16	20	18	18	18	19	18	20	21	19	19	19	20	19	18	22	22	22	23	21	24	22	21	21	25	23	22	24	22	23	21	21	23	22	23	25	25	23	24	26	25	26	27	26	27	25	27	28	28	29	29	28	28	30	31	29	31	30	32	33	35	32	34	34	37	37	41	0	1	2	3	3	4	4	5	4	9	6	14	10	3	6	0	6	12	12	22	17	12	16	11	19	0	19	12	22	23	25	26	25	18	28	19	30	31	48	35	35	33	33	35	0	30	37	31	39	31	36	43	46	0	36	45	46	30	47	50	46	0	50	49	54	74	46	76	62	54	62	79	65	58	74	57	58	46	48	63	54	71	75	78	79	80	85	75	66	88	78	87	0	87	91	91	75	89	87	87	91	99	94	75	88	97	105	106	105	0	0	107	0	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	2	2	1	1	1	1	2	2	2	2	3	2	1	2	1	2	2	2	3	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	2	2	2	2	1	2	1	1	2	1	1	2	1	1	2	2	1	1	1	1	2	2	2	1	1	2	1	1	2	2	1	2	2	1	1	1	2	1	1
28000	-630.800425603378812	-637.655913554338213	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.694066297658037	-1	1	3	4	4	5	5	7	5	8	7	7	7	9	7	8	8	9	10	11	12	10	12	13	11	10	12	13	12	12	13	13	13	17	13	15	15	15	18	17	16	16	16	16	17	17	17	17	20	17	19	18	18	19	20	20	18	20	18	20	20	18	22	22	21	22	20	24	20	22	22	24	21	22	23	20	22	22	23	21	23	23	26	26	23	26	25	25	24	27	25	26	25	27	28	28	27	26	28	28	30	30	30	30	30	33	34	35	32	34	35	37	35	42	0	1	2	2	3	5	4	4	4	13	6	7	4	10	6	0	15	12	12	18	17	12	16	15	18	0	22	19	22	16	25	26	25	28	22	25	30	31	50	35	35	33	33	35	0	23	30	25	39	38	48	43	46	0	52	45	37	46	47	50	57	0	48	39	54	76	46	46	62	54	62	63	54	76	74	53	57	46	80	31	54	71	88	78	63	80	85	75	74	83	68	87	0	87	84	91	88	66	92	87	84	99	94	97	89	104	109	106	105	0	0	109	0	0	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	3	3	1	1	1	2	1	2	1	1	1	2	2	3	1	2	1	2	2	1	2	1	1	2	2	2	2	1	1	1	1	1	1	2	3	2	1	1	1	1	2	2	2	2	2	3	1	2	2	1	2	2	1	1	2	2	1	3	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1
28500	-614.051985846984849	-620.907473797944249	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712442969244443	-1	1	3	4	4	6	7	7	6	9	7	8	8	7	7	6	9	10	10	11	10	10	11	12	11	9	12	12	12	12	14	13	13	16	12	13	15	16	18	16	15	16	16	16	17	17	17	18	19	17	19	17	18	18	20	19	18	18	18	21	19	19	22	23	21	22	20	23	21	21	23	22	23	22	21	23	22	21	23	24	22	24	25	25	24	25	26	24	25	27	26	25	25	25	28	27	28	26	28	28	31	30	29	30	29	33	33	35	31	33	33	37	37	43	0	1	2	2	3	4	4	4	4	14	6	7	14	4	6	0	11	12	12	18	15	12	16	17	22	0	19	19	12	23	28	26	25	29	18	20	30	31	50	35	35	33	33	35	0	30	37	31	50	33	36	43	46	0	48	45	46	46	47	49	53	0	51	39	54	46	58	78	62	54	62	51	65	46	46	57	57	61	38	63	54	71	76	78	48	80	85	77	76	83	84	85	0	85	96	84	88	77	92	85	95	99	94	90	97	104	109	104	105	0	0	109	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	2	1	2	2	2	2	2	1	1	1	2	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	3	2	2	3	1	3	1	2	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	1	2	1	1	1	4	1	1
29000	-634.489780695005834	-641.345268645965234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590693998056617	0	2	3	4	5	5	6	7	4	8	7	7	8	6	8	7	8	9	9	10	12	11	10	9	11	10	13	10	13	12	13	13	12	16	13	14	16	15	16	16	15	16	16	16	17	18	16	17	19	17	19	18	18	16	18	19	18	20	18	19	19	19	23	20	21	20	20	23	20	22	22	24	23	22	23	21	19	23	22	23	22	25	27	24	24	25	25	25	25	26	26	26	25	26	27	28	28	29	29	26	29	30	29	30	29	33	34	35	32	34	36	37	38	42	0	1	2	3	3	9	9	5	2	9	6	7	14	9	6	0	11	12	12	12	24	7	16	6	12	0	19	19	18	23	25	26	20	41	18	22	30	31	38	35	18	25	33	35	0	30	30	38	39	39	36	25	47	0	43	45	37	46	47	50	53	0	49	52	54	46	46	61	62	54	62	79	70	66	76	66	57	53	48	48	54	71	88	78	52	63	63	57	77	75	78	87	0	85	91	78	75	88	92	85	95	92	94	97	88	104	109	106	104	0	0	105	0	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	3	2	2	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	3	2	2	1	1	2	1	1	2	1	2	4	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	3	2	2	2	1	1	4	1	1	3	2	2	1	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	1	1	1	1	1	4	1	1
29500	-646.867327055999226	-653.722815006958626	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552651521007615	-1	1	2	4	4	6	6	8	6	8	7	7	8	9	8	7	8	9	8	12	11	10	11	12	11	11	11	13	12	13	13	13	14	16	12	15	15	15	16	15	15	16	16	14	17	17	17	18	19	17	17	18	19	18	19	19	19	18	17	18	20	20	21	22	21	22	19	23	22	21	22	23	23	23	23	21	22	22	22	23	23	24	25	25	23	25	27	25	26	27	26	27	25	27	27	28	29	28	29	28	31	31	30	30	30	34	32	35	29	34	35	38	37	41	0	1	2	2	3	4	4	9	3	4	6	9	5	3	11	0	6	12	7	25	15	12	16	17	18	0	18	19	18	23	25	26	31	27	18	25	23	31	31	35	18	33	33	35	0	37	30	38	50	39	36	43	37	0	33	45	46	46	37	39	46	0	38	39	54	53	46	53	62	54	62	38	70	46	66	57	76	37	49	63	54	71	75	78	48	63	79	75	77	83	84	79	0	85	91	91	88	89	92	85	91	92	94	97	76	104	109	105	74	0	0	105	0	0	1	1	1	1	1	1	1	1	2	2	1	1	2	3	1	1	1	2	1	1	2	1	2	3	2	1	2	2	2	1	1	1	1	3	2	2	3	1	2	2	3	1	2	2	1	1	2	2	1	1	1	1	3	1	3	2	1	1	1	1	2	1	2	3	2	1	1	2	1	2	1	4	1	4	1	1	1	3	2	1	2	2	1	1	3	1	3	1	2	1	1	1	1	2	1	1	2	1	1	3	2	2	2	1	3	2	2	1	2	1	1	4	1	1
30000	-628.665923387175553	-635.521411338134953	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546144222609865	-1	1	3	4	4	6	6	7	6	9	8	8	8	9	7	6	9	9	10	12	11	10	10	10	10	9	12	12	13	11	13	13	13	16	12	12	15	15	17	16	16	15	16	15	16	17	17	16	19	18	19	19	18	18	20	21	17	18	19	20	18	19	22	23	21	20	20	23	21	20	22	24	23	22	23	23	22	23	22	23	23	25	26	26	23	25	26	25	26	27	26	27	25	26	27	28	29	26	28	28	30	31	30	27	29	33	33	35	30	35	34	36	38	42	0	1	2	2	2	4	4	5	3	7	6	7	9	13	6	0	15	12	12	22	15	12	16	15	18	0	19	22	22	23	25	26	25	29	19	25	30	31	38	35	35	33	33	35	0	37	37	31	50	39	25	36	46	0	33	45	37	37	47	39	37	0	55	49	54	57	58	61	62	54	62	38	65	66	66	66	66	61	48	52	54	71	75	78	25	80	80	66	77	83	78	79	0	85	84	78	88	75	92	94	95	99	94	88	75	97	109	106	105	0	0	107	0	0	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	2	1	1	4	3	1	1	4	2	1	2	1	2	2	1	1	2	2	1	1	3	1	2	1	4	1	1	2	2	1	3	3	2	2	2	2	2	5	1	1	2	2	1	2	2	1	2	1	2	2	2	1	1	2	1	2	1	2	2	2	1	1	1	1	2	1	1
30500	-679.273008166920704	-686.128496117880104	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.605768489873056	-1	2	3	4	3	5	6	7	5	9	7	7	8	8	7	8	8	9	10	11	12	11	11	12	10	11	12	12	13	12	13	14	12	17	14	14	16	14	18	15	15	17	16	14	17	17	17	16	19	17	19	17	18	18	20	19	18	18	19	19	19	20	20	22	21	22	21	23	22	22	23	25	22	22	24	23	23	21	22	23	24	24	26	25	23	25	24	26	26	26	26	26	26	27	26	27	28	29	28	27	30	31	29	30	29	32	33	34	31	35	35	37	37	42	0	1	2	2	2	3	3	5	3	4	6	7	3	9	6	0	6	12	13	12	17	13	16	17	12	0	19	19	22	23	25	26	25	28	7	33	30	25	43	28	28	48	33	20	0	30	30	25	50	31	34	33	37	0	31	45	46	37	46	50	47	0	49	55	54	46	46	61	62	54	62	80	54	47	66	57	66	46	63	48	54	71	66	78	55	80	50	75	77	75	78	87	0	63	78	78	88	77	92	87	95	99	85	88	97	97	97	106	105	0	0	107	0	0	1	2	1	1	1	1	2	2	1	2	1	1	3	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	2	3	3	1	2	1	2	1	2	1	2	2	1	2	3	3	1	2	1	3	1	1	4	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	1	1	3	3	1	2	1	2	1	3	3	1	2	3	2	1	3	1	2	1	2	1	1	2	4	2	2	4	1	3	2	1	2	2	1	2	2	1	1	1	1	2	1	1
31000	-636.269188602908116	-643.124676553867516	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667477357655706	-1	2	3	4	4	6	6	7	8	8	7	7	8	9	7	8	9	8	10	11	12	9	12	12	11	10	12	12	11	12	12	14	14	16	13	12	15	16	18	17	15	16	16	16	17	17	16	17	19	18	17	19	18	17	19	20	19	19	19	20	19	19	22	21	21	21	20	23	21	21	23	24	23	22	23	21	22	21	21	22	23	25	26	26	24	25	27	24	25	27	26	26	26	27	29	27	28	29	27	29	30	29	30	29	30	33	32	35	32	34	35	37	37	42	0	1	2	2	3	4	4	5	4	4	6	7	4	13	6	0	11	12	18	18	15	12	16	11	18	0	19	19	12	16	25	26	22	20	29	25	30	33	38	35	35	25	25	41	0	47	37	31	50	38	36	51	46	0	43	45	46	46	47	50	46	0	79	48	54	46	46	78	62	54	62	63	70	46	66	57	66	61	49	48	65	71	66	68	79	80	39	66	77	83	78	85	0	85	78	91	90	77	92	85	96	99	94	90	97	104	88	106	105	0	0	109	0	0	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	3	1	2	3	1	1	1	1	2	2	1	2	2	3	1	1	2	2	1	3	2	3	2	1	1	1	1	2	1	2	2	1	1	1	1	2	1	1	3	1	1	1	1	2	2	2	1	1	1	2	2	2	1	2	1	2	1	1	1	3	1	1	2	3	1	1	3	2	2	1	2	1	1	1	4	1	1	3	1	3	2	1	2	1	1	2	4	1	1	1	1	3	1	1
31500	-649.022296363348460	-655.877784314307860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649380237333129	-1	2	3	4	4	6	6	6	6	7	7	7	8	8	8	8	9	8	10	11	10	10	12	12	10	10	13	12	12	12	13	13	13	16	12	14	15	15	17	16	15	15	16	14	16	17	16	16	19	16	18	18	18	18	20	19	19	18	18	19	19	20	22	21	22	23	20	23	22	21	22	24	23	23	24	21	21	22	22	23	22	25	26	25	24	25	26	26	26	27	27	25	26	25	29	26	26	29	28	28	31	30	30	31	28	32	33	36	31	33	35	37	37	43	0	1	2	2	2	4	4	5	2	9	6	4	7	10	6	0	6	12	12	12	15	18	16	11	12	0	20	19	13	16	25	26	25	20	20	25	23	31	50	35	35	31	31	22	0	47	37	31	39	31	43	43	37	0	20	45	46	37	47	39	53	0	38	49	54	76	58	78	62	54	62	48	70	76	76	57	53	61	48	63	54	69	66	78	79	80	85	75	77	83	84	79	0	85	78	78	75	97	92	94	91	99	94	75	88	89	104	104	105	0	0	109	0	0	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	3	2	2	2	2	2	1	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	5	3	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	4	1	1	1	1	1	2	3	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	5	2	2	2	1	2	2	1	2	3	1	3	1	2	1	1	1	4	1	1
32000	-576.693248757391984	-583.548736708351385	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708192532262090	-1	2	3	4	5	6	6	7	8	7	8	7	5	8	8	7	8	9	9	10	11	9	10	12	11	10	12	12	12	12	13	12	13	17	13	14	15	16	16	16	15	15	17	15	17	17	18	17	19	18	18	18	18	18	19	19	19	18	19	20	20	17	21	21	21	22	21	23	21	21	23	25	22	21	22	20	23	22	22	23	22	24	26	25	24	26	26	25	25	27	27	26	25	26	28	28	28	28	28	28	30	30	28	31	29	32	34	34	32	34	35	37	37	41	0	1	2	2	3	4	4	5	4	13	6	7	4	13	6	0	6	12	12	18	11	12	16	17	20	0	20	18	18	23	25	26	25	41	29	25	30	31	31	29	35	33	33	35	0	37	37	31	39	39	25	33	37	0	52	45	46	46	47	50	46	0	43	49	54	76	58	61	62	54	69	79	54	76	76	57	76	61	48	63	54	69	75	78	79	80	79	75	77	88	84	85	0	85	78	78	75	89	92	94	91	99	94	90	88	83	109	104	105	0	0	109	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	2	2	1	3	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	3	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	1	2	2	1	1	1	1	1	1	1	4	3	3	2	1	1	2	2	1	2	2	2	1	2	1	1	1	3	1	1
32500	-628.223453027942810	-635.078940978902210	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675409917897749	-2	2	3	4	4	5	6	6	7	8	8	7	6	8	8	7	8	8	10	12	10	10	11	12	11	10	11	13	12	12	13	13	13	16	13	13	15	15	17	16	16	16	16	15	17	17	17	17	19	17	18	18	19	17	20	19	19	19	19	20	19	20	20	23	21	23	21	22	22	22	22	24	23	22	24	20	23	21	22	24	23	24	27	24	22	25	26	26	25	25	25	27	25	27	28	27	29	29	25	28	30	31	30	30	29	32	33	35	31	34	35	36	36	42	0	1	2	2	2	3	4	5	4	13	6	7	4	13	6	0	6	12	12	22	17	12	16	11	22	0	19	18	19	23	25	26	25	28	18	22	30	25	38	35	44	33	33	35	0	23	37	31	39	31	36	43	37	0	43	45	46	46	47	49	46	0	50	39	54	76	46	61	62	54	62	79	54	76	46	57	76	61	48	49	54	71	90	78	31	85	85	75	76	75	68	99	0	63	91	91	88	89	85	85	95	99	100	88	88	97	105	104	105	0	0	109	0	0	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	2	1	2	2	2	2	1	1	2	1	1	3	1	2	1	2	2	1	2	1	2	1	1	1	1	1	2	1	3	2	2	2	3	2	1	3	1	1	3	1	3	1	2	1	2	2	2	1	1	2	4	1	2	1	3	1	1	1	1	3	2	2	2	3	1	2	2	3	1	2	2	2	2	2	1	1	1	3	1	1
