step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
26000	-181.427000979963708	-180.012376331201807	-1.414624648761893	0.000078229952036	0.000029581537756	0.378135701045933	0.499102051991151	3	9	20	19	21	21	23	22	22	22	24	23	24	26	30	28	28	33	32	33	34	36	37	41	44	43	43	47	48	51	0	0	2	2	4	3	6	6	3	3	9	4	6	6	7	8	11	17	8	19	17	19	0	22	27	24	24	25	28	29	1	1	6	5	1	1	1	1	1	1	1	2	2	3	4	3	2	3	4	1	3	2	1	2	1	1	1	2	1	2
26500	-199.898506519121639	-198.463399276812680	-1.435107242308952	0.000087478445822	0.000030787679979	0.351945895818317	0.533007435779800	3	9	21	19	21	20	22	22	22	22	24	23	25	25	30	28	29	32	32	33	34	36	37	41	44	45	42	47	47	51	0	0	2	2	4	4	6	6	4	4	9	3	4	6	14	7	11	17	16	14	17	16	0	16	27	25	22	25	26	29	1	1	5	4	1	1	1	2	1	2	1	1	2	3	3	4	3	2	2	4	2	4	1	9	1	1	2	2	1	2
27000	-196.044700264535379	-194.552116487476809	-1.492583777058564	0.000093406631094	0.000028016820993	0.299944668430081	0.566339265301168	2	10	20	18	21	20	22	22	20	24	24	24	25	27	28	29	28	32	32	32	35	35	37	40	45	44	44	46	48	51	0	0	4	2	3	4	6	6	4	8	3	4	10	7	12	13	9	17	16	16	17	16	0	22	26	24	24	26	28	29	1	1	1	5	1	1	1	1	1	2	2	3	1	3	2	2	3	2	2	2	4	3	1	3	1	2	2	1	1	2
27500	-206.443333569560338	-204.868215350344258	-1.575118219216092	0.000103515682414	0.000026021034522	0.251372873318249	0.440941225319672	3	10	19	17	21	21	23	20	20	22	23	25	25	26	30	29	29	31	32	33	33	37	38	41	45	44	43	47	47	50	0	0	4	2	4	8	8	4	4	8	9	6	8	8	4	10	11	17	15	15	17	14	0	16	26	24	24	22	26	29	1	1	1	3	2	1	2	1	1	1	2	2	2	2	6	3	3	1	1	1	2	4	1	4	1	2	1	5	1	2
28000	-219.323568087293950	-217.591631137080782	-1.731936950213163	0.000098538571564	0.000019126085266	0.194097447956299	0.448436382858859	3	10	20	18	22	21	22	20	22	23	23	22	25	24	29	28	29	32	33	33	31	38	38	41	43	44	42	48	48	50	0	0	4	2	3	8	8	4	4	8	3	4	6	8	13	6	11	17	13	16	9	20	0	22	24	24	19	24	25	29	1	1	1	4	1	1	1	1	1	2	1	2	2	2	2	4	2	1	5	3	3	2	1	2	1	2	5	3	3	2
28500	-206.774425362153551	-205.170282412195775	-1.604142949957778	0.000084510124806	0.000020133656672	0.238239580387591	0.360509718132726	4	10	20	18	21	19	22	22	22	24	24	25	24	26	28	29	29	32	31	33	34	37	37	41	45	43	43	47	48	51	0	0	4	2	4	4	4	6	4	8	9	4	8	6	7	8	15	9	16	13	17	8	0	22	26	24	22	26	28	29	1	1	1	4	2	1	2	2	2	1	2	4	1	3	3	3	1	5	1	3	2	6	1	2	1	1	3	3	1	1
29000	-202.420144611476786	-200.988501274253309	-1.431643337223479	0.000077377820951	0.000027544162269	0.355969733064258	0.405509308785795	2	10	20	18	22	20	21	21	22	23	24	25	24	26	29	28	28	32	32	34	34	37	39	41	43	45	43	47	48	51	0	0	4	2	4	4	6	6	4	8	9	4	4	6	7	14	4	11	17	19	17	19	0	22	24	22	22	27	26	29	1	1	1	4	3	1	1	1	3	1	1	4	3	2	3	1	4	4	2	1	3	3	1	2	2	4	3	2	1	2
29500	-189.781263227097952	-188.243642417274259	-1.537620809823686	0.000098290269862	0.000026632846950	0.270961174356545	0.490962197067748	2	9	20	18	22	19	22	21	22	24	23	25	21	26	29	28	29	32	33	32	34	37	38	41	44	44	43	45	48	51	0	0	4	2	4	4	6	6	3	6	9	7	6	7	7	14	9	11	10	16	18	19	0	22	24	24	24	22	28	29	1	1	1	4	2	1	2	1	1	2	1	1	1	2	3	2	3	4	4	2	1	2	1	2	2	1	1	3	2	1
30000	-195.666277070788794	-194.228032727801292	-1.438244342987501	0.000087318305707	0.000030423437892	0.348419929193456	0.570227580112829	3	10	19	18	20	21	23	20	21	24	22	24	25	26	27	27	29	33	30	32	34	36	38	40	44	44	42	46	48	51	0	0	4	2	4	8	6	4	4	8	9	7	10	6	14	14	11	17	14	13	17	16	0	22	24	24	22	26	25	28	1	1	1	3	1	1	1	1	1	2	1	1	1	2	1	1	3	2	1	3	3	5	1	2	2	2	2	1	2	2
30500	-202.318525261740206	-200.808689606867972	-1.509835654872239	0.000122596409236	0.000035304920883	0.287976793958552	0.557915172775129	4	10	19	18	22	20	22	22	21	23	23	24	23	26	28	28	27	31	33	33	33	37	37	42	44	44	43	47	47	50	0	0	4	2	4	3	4	6	4	6	9	10	6	8	7	14	11	4	14	16	17	19	0	22	27	22	22	26	26	28	1	1	1	2	2	1	2	1	2	2	1	1	2	2	3	1	2	5	4	2	3	2	1	4	1	2	2	1	2	1
31000	-199.125645006659397	-197.731152004202301	-1.394493002457087	0.000061239970758	0.000025228377351	0.411959330468925	0.563301685062958	4	10	20	19	21	20	22	21	20	24	22	24	25	25	26	29	28	31	32	33	33	38	38	41	45	43	43	47	48	49	0	0	4	2	4	4	6	6	4	6	9	4	8	6	7	13	9	17	16	16	17	16	0	16	27	24	24	25	26	28	1	1	1	5	1	1	1	1	1	2	1	3	2	2	1	2	3	1	1	2	2	4	1	4	2	1	1	1	3	1
31500	-194.598280533193503	-193.057423368200489	-1.540857164993016	0.000086836709649	0.000023370562213	0.269132286423823	0.510756034308607	2	10	20	18	21	20	23	21	22	23	23	24	24	27	29	28	28	32	32	33	34	37	39	42	44	43	42	47	48	51	0	0	4	2	3	4	6	6	3	6	9	4	8	6	14	8	9	17	16	19	17	19	0	22	27	27	22	27	26	29	1	1	1	6	1	1	1	1	1	2	1	3	1	3	1	2	3	2	2	1	2	2	1	3	1	1	2	4	2	2
32000	-203.832528706435141	-202.405438154231092	-1.427090552204053	0.000088796499185	0.000032098563563	0.361484561417362	0.531884053445547	3	9	20	18	22	20	22	21	22	22	23	24	25	26	30	27	29	32	31	34	35	38	38	41	44	45	42	46	48	49	0	0	4	2	4	4	4	6	3	6	9	4	12	7	7	8	11	9	15	13	18	20	0	22	24	25	24	25	28	24	1	1	1	3	3	1	2	1	2	1	1	2	1	1	3	2	3	5	1	4	2	2	1	2	1	1	1	2	1	3
32500	-196.561204163167105	-194.939229603327306	-1.621974559839810	0.000065070726325	0.000015023395970	0.230877951089255	0.492174036000728	3	9	20	18	21	19	22	21	20	24	24	25	24	25	28	28	28	33	32	34	34	38	38	41	44	44	43	47	49	50	0	0	4	2	3	4	4	6	4	6	3	7	6	8	7	8	11	17	16	13	17	16	0	22	27	22	22	24	26	28	1	1	1	4	1	1	2	1	1	2	2	2	3	2	2	3	2	2	2	3	2	6	1	1	1	3	2	3	2	2
33000	-192.808512735989098	-191.386843601351671	-1.421669134637415	0.000091851137972	0.000033840100896	0.368423316717339	0.530633895128669	3	9	20	18	21	20	22	22	23	23	24	23	24	27	29	29	28	32	33	33	33	38	38	41	45	44	43	48	46	49	0	0	4	2	4	4	6	6	3	8	9	7	6	6	7	8	11	9	16	16	17	16	0	22	27	24	24	26	22	26	1	1	1	4	1	1	1	1	2	1	1	1	3	3	3	3	2	3	2	2	2	3	1	2	2	2	1	2	4	3
33500	-203.427700295129824	-201.662875411548157	-1.764824883581670	0.000085899617566	0.000015912089049	0.185240510961882	0.467118916576625	4	8	19	18	21	20	21	22	21	23	24	24	25	26	29	28	28	32	33	33	35	38	37	40	44	44	42	46	47	49	0	0	4	2	3	4	6	6	3	6	9	7	6	8	14	13	11	17	16	13	17	19	0	22	19	24	22	26	28	24	1	1	1	6	1	1	1	2	1	1	2	1	3	2	2	1	2	2	3	4	3	3	1	1	5	2	2	1	1	6
34000	-191.796563014940176	-190.345570959549036	-1.450992055391130	0.000068019841391	0.000022794020720	0.335108407395036	0.410494388310161	3	10	19	18	21	20	22	21	21	23	23	24	24	27	30	27	29	32	33	32	34	37	38	41	45	43	43	48	47	50	0	0	4	2	3	4	6	6	4	8	9	7	10	8	7	8	11	17	14	13	17	16	0	22	24	24	22	22	26	29	1	1	1	4	1	2	2	1	1	2	1	1	1	3	4	3	3	1	4	3	2	3	1	2	2	1	4	5	2	1
34500	-202.920391140102623	-201.198565259924010	-1.721825880178617	0.000137705578559	0.000027126056360	0.196985892972545	0.553428059166343	3	10	21	18	22	20	22	22	22	24	23	25	24	25	29	28	28	33	30	33	34	37	38	40	42	44	43	46	47	51	0	0	4	2	3	4	6	6	3	8	9	7	8	6	14	8	8	17	14	13	17	20	0	22	24	24	24	26	28	28	1	1	1	6	1	1	1	1	1	1	1	1	1	3	4	3	3	2	2	5	2	2	1	1	1	2	2	1	1	2
35000	-204.253505529154154	-202.695093689205521	-1.558411839948644	0.000099103864873	0.000025736160161	0.259688763846836	0.481319058801907	3	10	20	19	21	21	23	22	22	24	23	25	23	26	29	29	26	32	32	33	34	38	38	41	44	44	43	48	48	50	0	0	4	2	4	4	4	6	3	6	9	7	4	8	14	6	9	11	15	16	9	7	0	22	27	24	24	26	26	29	1	1	1	4	1	1	2	1	1	2	1	1	2	2	3	5	2	4	1	2	6	5	1	2	1	2	1	2	2	2
35500	-205.748935524068088	-204.327165193106083	-1.421770330962011	0.000076877419810	0.000028313168906	0.368289791409238	0.465648547379952	2	9	21	18	20	20	22	21	21	22	24	25	24	26	29	29	27	29	32	33	33	37	37	40	44	43	41	47	46	50	0	0	5	2	4	4	4	6	4	6	9	7	7	8	7	14	11	17	14	13	11	16	0	22	26	22	22	24	25	29	1	1	1	4	1	1	2	1	1	1	2	2	2	3	3	1	1	1	2	5	4	5	1	1	1	4	2	3	1	2
36000	-200.716645396300521	-199.327915596917933	-1.388729799382584	0.000086468084021	0.000036671950532	0.424109669448341	0.571581885297514	2	10	20	18	22	21	23	22	22	24	24	25	24	26	29	29	25	31	33	34	34	38	38	42	44	44	44	47	48	50	0	0	4	2	4	3	8	6	3	8	9	7	8	13	14	14	11	17	14	16	18	19	0	22	24	24	24	25	26	26	1	1	1	4	3	1	1	1	1	2	1	1	1	1	1	2	1	2	3	2	2	4	1	3	1	1	1	1	3	3
36500	-214.262166061203573	-212.605351953740978	-1.656814107462603	0.000098475015250	0.000021446530130	0.217786512401464	0.572898674206605	3	10	20	18	20	20	23	21	21	22	22	24	23	26	30	29	27	32	31	34	35	38	37	39	44	44	43	47	46	50	0	0	4	2	4	4	8	6	4	6	4	4	4	6	14	3	13	11	16	16	18	16	0	22	22	24	24	27	26	26	1	1	1	4	1	1	1	1	1	1	2	2	3	2	3	5	2	4	1	3	2	3	1	1	3	2	2	2	1	4
37000	-195.395526937045219	-193.239075332083047	-2.156451604962164	0.000099073597175	0.000011664603720	0.117736753809131	0.552446336838318	3	8	20	18	22	20	22	21	22	23	24	24	24	24	30	28	27	31	33	34	34	37	38	40	44	43	44	44	48	47	0	0	4	2	3	4	6	6	3	8	9	7	8	6	16	14	11	17	16	13	18	16	0	22	26	24	26	24	28	26	1	1	1	5	1	1	1	1	1	1	1	1	1	2	2	2	1	2	3	5	1	5	1	1	1	2	1	2	2	2
37500	-190.642249247896416	-189.196312243091484	-1.445937004804929	0.000098549539264	0.000033527069825	0.340205241697790	0.601139442512847	3	10	19	18	20	19	21	21	23	23	21	23	24	26	29	27	28	32	31	32	34	37	38	42	44	44	42	47	49	48	0	0	4	2	3	4	6	6	11	6	4	7	8	13	16	7	16	11	16	10	18	20	0	22	27	27	22	26	30	28	1	1	1	4	1	1	1	1	1	2	1	1	1	1	1	3	1	5	2	4	2	3	1	2	1	1	2	2	1	1
38000	-219.080794982060524	-217.605193787866682	-1.475601194193837	0.000120053382160	0.000037583294508	0.313054858027533	0.595862011026012	3	10	19	18	21	21	22	22	22	24	24	21	24	26	30	28	29	32	32	33	34	37	37	42	44	43	44	46	48	51	0	0	4	2	3	4	6	6	4	8	9	4	9	6	16	13	16	17	16	16	17	16	0	20	26	24	22	25	28	29	1	1	1	6	2	1	1	1	2	1	1	2	1	2	1	3	1	2	2	2	3	5	1	5	1	1	3	1	1	1
38500	-183.150921495482720	-181.644105282818941	-1.506816212663772	0.000072380021808	0.000020989120485	0.289984998086659	0.545658062387702	3	10	20	19	21	20	23	22	22	24	24	24	25	26	29	28	28	32	32	33	34	38	38	42	44	45	43	48	47	51	0	0	4	2	3	4	6	6	4	8	9	7	8	8	7	14	11	9	14	14	18	19	0	22	22	24	22	24	26	26	1	1	1	3	1	1	2	1	1	1	2	1	2	2	3	1	2	5	3	2	1	2	1	1	2	2	2	3	1	2
39000	-203.124698454634540	-201.622660005197787	-1.502038449436754	0.000095375875182	0.000027967529639	0.293234841466523	0.503896422351706	2	10	21	19	19	20	23	22	22	23	23	25	25	25	29	27	28	31	32	33	33	38	39	41	44	43	43	47	48	51	0	0	4	2	2	4	8	6	5	8	4	7	5	6	13	13	9	17	14	16	17	19	0	22	24	24	22	26	28	28	1	1	1	4	4	1	1	1	2	1	2	1	5	3	2	1	3	2	3	4	3	3	1	1	2	1	2	3	1	1
39500	-211.585383041250708	-210.060107100680852	-1.525275940569844	0.000113988997245	0.000031713509964	0.278215535973520	0.628781580782643	4	10	21	20	21	19	22	21	22	23	24	24	25	25	30	27	29	32	31	31	32	36	38	40	44	44	43	48	49	50	0	0	4	2	2	2	4	6	4	8	9	4	8	7	14	13	11	17	16	13	17	13	0	22	27	24	24	27	28	28	1	1	1	4	4	4	1	1	1	1	2	1	2	2	2	1	2	2	2	2	2	4	1	1	1	2	1	2	1	1
40000	-212.043401230223793	-210.490613065185045	-1.552788165038758	0.000095637826049	0.000025117387642	0.262630265444470	0.460012146812825	2	9	20	19	21	19	21	21	21	23	24	24	24	26	28	29	28	31	33	33	35	37	39	42	44	44	43	47	48	50	0	0	2	2	3	2	4	4	3	8	9	6	3	13	7	10	11	11	13	16	18	19	0	22	24	24	22	22	26	24	1	1	5	5	1	4	1	1	1	1	2	2	1	1	3	2	2	4	4	3	3	1	1	3	1	1	3	6	1	4
40500	-187.472275559979181	-185.983404657939843	-1.488870902039338	0.000089492663018	0.000027088389921	0.302688388155509	0.445068569425230	4	9	20	19	21	20	23	21	22	23	23	24	24	27	30	28	27	31	32	34	33	38	38	42	44	44	43	48	49	50	0	0	2	2	6	2	8	4	3	8	9	7	6	8	14	14	11	17	14	13	17	20	0	22	24	24	22	25	26	28	1	1	4	5	1	5	1	1	1	1	1	1	2	3	1	1	3	2	3	4	3	2	1	2	1	1	3	2	4	1
41000	-206.183913142804244	-204.730719513865182	-1.453193628939072	0.000087880150542	0.000029260285720	0.332956709101800	0.493463381127719	4	10	21	19	21	20	22	21	22	24	23	24	25	25	29	28	28	33	32	33	35	37	38	41	44	42	44	47	47	50	0	0	4	2	4	2	8	4	6	8	9	6	8	8	7	8	9	4	16	15	18	16	0	22	22	24	22	24	26	29	1	1	1	4	2	6	1	1	1	2	1	2	2	2	3	3	3	5	3	2	2	2	1	2	3	1	5	2	2	2
41500	-207.025581196207298	-205.649035631890598	-1.376545564316687	0.000038932717014	0.000017774046276	0.456532388176188	0.450235749783542	2	9	20	19	21	20	22	21	22	22	23	24	24	25	27	29	28	30	31	32	34	38	38	41	44	43	42	47	49	50	0	0	4	2	4	2	6	4	6	4	4	6	4	13	6	14	11	17	16	6	17	6	0	22	24	24	22	24	26	29	1	1	1	4	1	6	1	1	1	2	1	2	3	1	3	2	4	1	1	5	2	7	1	1	1	1	2	3	4	1
42000	-211.913884326556655	-210.366842522693076	-1.547041803863570	0.000077573468767	0.000020612511543	0.265715996336379	0.370996123119759	4	9	20	18	21	19	23	22	23	23	23	24	24	26	29	28	27	32	32	33	34	37	37	40	44	45	42	47	49	51	0	0	4	2	6	2	4	4	8	8	6	8	8	13	6	14	11	9	16	8	18	16	0	22	22	24	22	24	28	25	1	1	1	5	1	5	2	3	1	1	3	1	1	1	5	1	2	4	1	8	1	4	1	2	3	3	2	3	1	2
42500	-221.329223777074759	-219.903974990836275	-1.425248786238496	0.000095903093105	0.000034888982984	0.363794136916664	0.332089170244208	3	10	19	19	22	20	22	21	22	24	23	23	24	26	29	29	28	32	32	33	34	37	39	41	45	44	43	46	49	50	0	0	2	2	4	2	8	3	4	8	9	7	8	8	14	14	9	17	14	14	4	13	0	17	27	21	22	26	28	29	1	1	5	5	1	6	1	1	2	2	1	1	2	2	2	3	5	2	3	4	7	6	1	5	1	4	2	1	1	1
43000	-234.277579143266109	-232.558882066860804	-1.718697076405296	0.000065936393677	0.000013048591728	0.197896654651996	0.281073752971670	2	10	19	20	21	21	23	21	22	24	24	24	25	26	28	29	29	32	31	33	34	37	39	40	44	43	44	46	48	50	0	0	2	2	3	2	8	3	6	8	9	6	4	8	14	13	11	17	10	13	17	4	0	6	26	6	24	25	26	28	1	1	3	4	1	6	1	1	1	2	1	2	3	2	1	2	2	2	4	5	3	11	1	8	1	7	2	2	2	3
43500	-212.522398573724018	-210.752403416265395	-1.769995157458634	0.000084490913933	0.000015539368984	0.183917633992426	0.350504549827038	3	10	19	19	21	21	23	22	22	22	23	24	25	25	29	28	28	31	31	33	33	38	37	40	44	45	43	47	48	51	0	0	2	2	3	2	4	3	6	6	9	4	7	8	12	14	9	11	4	19	17	16	0	3	27	25	22	25	28	29	1	1	4	4	1	6	2	1	1	1	1	3	1	2	2	1	4	3	6	1	2	5	1	10	1	1	2	2	1	2
44000	-210.741823852495230	-209.333886400773622	-1.407937451721617	0.000110138797321	0.000042758554234	0.388224270411255	0.488419361695360	3	9	20	19	21	20	23	21	22	24	24	25	24	27	27	28	28	33	32	34	34	37	39	41	45	44	43	46	48	50	0	0	2	2	6	2	8	4	3	4	4	3	8	13	12	10	11	17	16	16	17	16	0	14	27	27	22	27	28	28	1	1	5	4	1	6	1	1	1	3	3	5	2	2	1	2	2	2	2	2	2	4	1	6	1	1	2	1	1	2
44500	-225.788063432395376	-224.376499399949637	-1.411564032445734	0.000091832703657	0.000035138626984	0.382637400241980	0.337671257870160	3	10	20	18	21	20	23	22	23	24	24	23	24	27	29	28	29	32	33	32	34	38	37	41	43	44	42	46	48	49	0	0	2	2	4	2	4	4	5	8	9	6	3	8	14	8	9	14	16	6	6	13	0	6	22	27	22	26	28	28	1	1	4	3	2	5	2	1	1	1	1	2	2	2	1	3	3	2	2	6	5	7	1	8	2	1	2	1	2	2
45000	-207.109840852450645	-205.495280605237554	-1.614560247213105	0.000094344501004	0.000022065236851	0.233879416566157	0.482713316742797	3	9	20	19	22	20	23	21	22	22	24	24	24	26	28	29	28	32	30	33	35	37	38	40	44	44	41	47	49	51	0	0	2	2	3	2	4	4	8	8	9	7	4	8	7	3	9	17	13	13	17	16	0	20	22	27	22	26	28	29	1	1	5	5	1	6	2	1	1	1	1	1	2	2	2	4	3	1	2	4	3	4	1	3	3	1	2	1	1	2
45500	-198.470847646747757	-197.011839116917798	-1.459008529829960	0.000104968354674	0.000034372690474	0.327457647409959	0.514413666875602	1	10	20	18	22	20	22	21	22	23	23	24	24	26	29	28	28	33	32	33	33	37	38	41	45	44	43	48	48	50	0	0	2	2	3	4	3	6	4	3	3	3	8	10	3	6	11	17	15	19	9	19	0	22	27	24	24	25	25	28	1	1	4	2	2	1	1	1	3	2	1	2	1	2	4	4	3	2	2	1	5	2	1	3	1	2	1	1	2	1
46000	-193.707097239268421	-192.268854288585743	-1.438242950682665	0.000064023548805	0.000022307179008	0.348421470291891	0.567116071570796	4	10	20	17	22	20	23	21	22	23	23	25	24	26	29	29	28	29	32	34	33	36	39	41	42	45	44	47	47	49	0	0	2	2	3	4	3	6	3	8	9	7	3	6	14	14	9	17	16	16	17	16	0	22	22	25	25	26	25	29	1	1	4	3	1	1	2	1	1	1	1	2	2	2	2	2	4	1	1	2	2	3	1	2	2	2	2	1	2	1
46500	-186.516465368513394	-185.076462191386582	-1.440003177126800	0.000066408704728	0.000023009915314	0.346489446040720	0.475835482628069	4	9	21	19	21	20	22	22	22	23	24	24	24	27	28	28	28	31	32	32	34	37	36	41	44	44	43	48	47	51	0	0	4	2	4	4	6	6	4	8	9	7	6	8	7	14	9	17	16	8	17	14	0	22	24	24	24	26	26	29	1	1	1	5	1	1	1	1	2	1	2	2	2	2	3	1	3	1	2	5	3	4	1	2	1	2	1	2	1	2
47000	-206.590942105003393	-205.104986225630881	-1.485955879372518	0.000099548027475	0.000030351040654	0.304888418423257	0.387749312356283	3	9	20	18	21	20	22	21	22	23	22	25	24	26	29	26	28	31	31	30	35	37	37	41	44	44	42	47	48	49	0	0	4	2	4	4	8	6	4	6	3	7	4	8	7	8	11	11	13	15	18	19	0	22	27	24	22	26	26	28	1	1	1	4	2	1	1	1	2	2	1	2	3	1	4	2	4	4	5	1	3	2	1	3	1	1	3	1	2	2
47500	-186.299721886601986	-184.829640206340059	-1.470081680261925	0.000076035779505	0.000024152920365	0.317652038584074	0.470659439473176	2	9	20	18	21	20	23	22	20	24	23	25	24	27	29	28	28	32	32	34	33	38	38	42	45	44	43	46	48	51	0	0	4	2	4	4	4	6	4	8	9	7	8	10	7	6	11	9	16	19	18	16	0	22	22	24	22	24	28	29	1	1	1	4	2	1	2	1	1	1	2	1	1	1	2	5	2	6	2	1	1	5	1	2	3	1	3	2	1	2
48000	-204.117701590271253	-202.476010075828015	-1.641691514443242	0.000093775689081	0.000020937814292	0.223275504532381	0.527784638754902	4	9	20	18	20	20	23	21	22	24	23	25	25	26	28	29	28	30	32	33	33	37	38	40	44	43	42	48	49	49	0	0	4	2	4	4	4	6	4	6	9	4	8	10	7	13	11	11	16	16	17	16	0	22	24	22	22	27	26	26	1	1	1	4	1	1	2	1	2	2	1	3	2	1	3	2	3	4	1	2	2	3	1	2	2	4	3	4	4	3
48500	-202.527360198287056	-201.156838176987350	-1.370522021299697	0.000065098484927	0.000031167838880	0.478779789032790	0.433023454285839	3	10	21	18	21	19	23	21	23	23	24	24	24	27	29	28	28	32	31	33	34	37	38	42	45	44	43	46	49	50	0	0	4	2	4	4	8	6	3	8	4	7	6	10	4	6	11	17	14	14	18	16	0	22	26	27	22	26	25	28	1	1	2	5	2	1	1	2	1	1	4	1	2	3	6	3	2	2	2	3	1	5	1	2	1	1	4	1	2	2
49000	-210.761753873963727	-209.277429033600043	-1.484324840363681	0.000074749466286	0.000022883625488	0.306137643843728	0.452750064059895	4	10	20	18	21	19	22	22	23	23	24	24	25	25	27	28	28	33	32	32	34	38	39	41	44	44	44	48	47	51	0	0	4	2	2	4	6	6	4	8	9	7	8	6	4	8	11	9	16	13	17	13	0	22	24	24	24	26	24	28	1	1	1	4	5	1	2	2	3	1	1	1	2	2	4	3	3	5	3	3	2	6	1	2	1	3	2	2	2	2
49500	-209.789734298643054	-208.403996816069679	-1.385737482573381	0.000084081689592	0.000036245298141	0.431072428689901	0.348787803932713	2	9	20	18	20	21	23	20	22	24	22	24	25	26	30	28	27	32	33	34	34	37	38	40	45	45	42	47	48	50	0	0	4	2	2	8	6	4	5	5	4	7	6	7	14	10	9	17	14	13	17	16	0	20	27	27	24	26	26	28	1	1	1	5	5	1	1	1	1	2	1	1	3	2	2	3	2	4	4	4	3	5	1	3	1	2	2	1	2	1
50000	-200.631835176274876	-198.854466332710103	-1.777368843564768	0.000079197907858	0.000014418889507	0.182061495017104	0.429463453958319	3	10	21	20	22	21	22	22	22	22	24	25	24	27	30	29	28	32	32	34	33	35	38	41	43	44	43	46	49	50	0	0	4	2	3	4	4	6	4	6	9	4	6	10	7	8	9	17	4	13	17	16	0	22	24	24	24	25	28	29	1	1	1	5	1	1	1	1	1	1	1	2	1	4	4	3	2	2	4	4	2	3	1	3	1	2	2	2	1	1
50500	-200.597388465701556	-199.184513110045032	-1.412875355656534	0.000129312098549	0.000049227296464	0.380685929751336	0.692945353963963	4	9	20	18	21	21	22	22	21	24	24	25	22	27	30	28	28	31	32	32	35	36	38	41	44	45	44	46	47	51	0	0	4	2	3	3	6	6	3	8	9	7	3	8	16	7	11	17	16	14	17	20	0	22	24	22	24	25	28	29	1	1	1	4	1	1	1	1	1	1	2	2	1	3	2	2	2	1	2	2	3	2	1	2	1	5	1	1	1	1
51000	-197.386602863685283	-195.997825805968773	-1.388777057716498	0.000067624447994	0.000028673013709	0.424003663754340	0.418768714110815	3	8	18	19	22	20	23	22	23	24	23	25	24	27	29	26	28	32	32	33	34	37	38	40	44	44	44	48	48	51	0	0	2	2	4	3	6	6	3	3	3	7	6	8	7	8	11	17	14	14	18	16	0	22	24	24	22	26	24	28	1	1	5	5	1	1	2	1	2	3	2	1	2	2	3	3	2	3	3	2	1	5	1	1	2	2	2	2	5	1
51500	-195.847155696679948	-194.283362847414168	-1.563792849265786	0.000129019153824	0.000033150613742	0.256943351121540	0.626083810084759	4	10	20	19	21	20	23	21	21	23	23	24	24	26	28	28	29	32	32	32	32	38	38	41	44	45	42	47	49	50	0	0	2	2	4	4	8	4	3	6	9	7	8	13	13	8	11	17	16	14	17	20	0	22	24	24	24	24	24	29	1	1	5	3	1	1	1	2	1	1	1	1	2	1	2	2	3	1	2	2	1	3	1	1	1	2	1	3	3	1
52000	-192.852441228262592	-191.296934160386655	-1.555507067875949	0.000100177657587	0.000026166272205	0.261198682777360	0.477848896860094	3	10	19	20	21	21	22	22	22	24	24	23	24	26	30	28	28	33	33	34	32	37	38	41	45	45	43	47	48	50	0	0	2	2	4	3	3	6	3	6	9	4	6	13	14	8	11	17	16	4	17	20	0	22	27	27	22	26	25	29	1	1	4	4	1	1	2	1	2	1	1	2	2	1	2	2	2	2	3	6	2	2	1	2	1	1	4	1	1	2
52500	-198.843813248129351	-197.192140781977940	-1.651672466151410	0.000083031772554	0.000018235556683	0.219621430717668	0.390394206362152	4	9	21	18	21	19	22	22	22	23	23	25	24	26	29	28	28	33	32	32	34	37	39	41	43	45	43	47	49	50	0	0	2	2	4	4	4	6	2	9	3	7	8	10	7	7	11	17	16	13	9	16	0	22	24	25	3	24	28	29	1	1	5	4	1	1	2	2	7	1	1	1	1	2	4	3	2	3	2	3	6	5	1	2	1	1	10	3	1	1
53000	-224.983334069919664	-223.600327215813138	-1.383006854106532	0.000106258474340	0.000046531659698	0.437910105404070	0.280271981616634	3	9	20	18	19	20	21	22	21	23	24	24	24	25	29	28	28	32	32	33	35	37	37	42	44	43	43	46	46	50	0	0	2	2	2	4	4	6	2	8	3	9	6	7	14	8	14	17	13	13	17	19	0	22	26	24	4	26	20	25	1	1	6	5	4	1	1	1	4	1	2	2	2	3	2	3	2	1	4	4	4	2	1	2	1	1	15	2	7	3
