step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8
62000	-30.505613360196627	-29.098521331813139	-1.407092028383488	0.000051007295891	0.000042507571124	0.833362568656870	0.934475938048513	5	6	8	9	6	8	8	9	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
62500	-28.381924816821485	-26.908663726904621	-1.473261089916866	0.000049425291312	0.000050942737491	1.030701815571809	0.912702099730101	5	6	7	9	7	9	8	9	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
63000	-36.684489125013762	-35.323412140803839	-1.361076984209922	0.000028086229658	0.000015566406206	0.554236235876695	0.720957645207813	4	5	8	8	7	10	6	8	0	1	2	0	7	3	1	7	1	1	1	1	1	1	1	1
63500	-27.829517068331278	-26.416593735425256	-1.412923332906021	0.000019297166073	0.000016459859650	0.852967714925573	0.971959221337716	5	6	8	8	7	9	9	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
64000	-25.540847150339253	-23.765291263087853	-1.775555887251399	0.000060398434927	0.000011023595444	0.182514587625187	0.936545643150143	5	6	7	9	7	9	9	11	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
64500	-28.692478922198081	-27.297387241605009	-1.395091680593072	0.000038652404558	0.000015877560941	0.410778090581233	0.953608222029473	5	6	8	8	6	9	9	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
65000	-32.322584768453765	-29.938183877208356	-2.384400891245408	0.000033893615052	0.000003229246859	0.095275964350231	0.920618347245387	5	6	7	8	7	10	8	11	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	2
65500	-29.065286346140120	-27.539430443110906	-1.525855903029215	0.000047850620800	0.000013295982665	0.277864371309527	0.986005245664973	4	6	7	8	7	7	9	11	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
66000	-36.320399690687083	-34.731841244706409	-1.588558445980676	0.000021373480225	0.000028310744045	1.324573431490283	0.793293875791250	4	5	6	9	6	8	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	2	1
66500	-40.637563596463089	-39.224288088476634	-1.413275507986454	0.000081806382636	0.000031094385794	0.380097307715264	0.821490852019245	3	6	8	7	5	9	7	10	0	1	1	0	1	2	5	7	1	1	2	1	1	2	1	2
67000	-27.666045220170023	-25.085930019611862	-2.580115200558161	0.000081393270506	0.000006585063218	0.080904271038100	0.874038597775895	5	6	7	8	7	10	9	11	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
67500	-31.090137915200948	-28.113092256045910	-2.977045659155038	0.000080935233057	0.000004873343458	0.060212879782052	0.859560326165802	5	6	6	9	6	9	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	2	1	1
68000	-28.379777191836364	-27.016654660295572	-1.363122531540793	0.000028932169025	0.000015147737991	0.523560400100027	0.813960495964864	5	6	7	9	7	9	8	9	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
68500	-25.594704726186656	-24.028701394184836	-1.566003332001820	0.000030076393627	0.000007694577306	0.255834439495346	0.984568925846278	5	6	8	8	7	9	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
69000	-35.401783252427236	-33.990037904256702	-1.411745348170531	0.000030543016428	0.000025932951745	0.849063215688094	0.942975741570357	3	6	5	8	7	8	9	8	0	3	1	0	3	2	8	5	1	1	1	1	1	1	1	1
69500	-32.895042502951910	-30.451936427701067	-2.443106075250844	0.000058314367848	0.000005281964808	0.090577416909981	0.943794795997319	3	5	7	8	6	10	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	2	1	1
70000	-30.119392735599561	-28.005364324206898	-2.114028411392665	0.000082103712445	0.000010087463101	0.122862447996490	0.688794066928743	4	5	6	8	7	9	9	11	0	1	1	0	2	1	5	7	1	1	1	1	1	2	1	1
70500	-26.415313782313877	-25.022668225690882	-1.392645556622994	0.000040742875757	0.000016936587500	0.415694454188241	0.999868130224503	5	6	7	9	6	9	8	10	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
71000	-25.458288133798213	-23.654699978272774	-1.803588155525441	0.000064348056201	0.000011308289524	0.175736303343576	0.860482845589985	3	5	7	8	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
71500	-26.527111837693948	-25.073994562772757	-1.453117274921192	0.000048440759773	0.000016132258723	0.333030670839072	0.979486012413904	5	6	7	8	8	9	9	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
72000	-26.884077422267755	-25.379049682853289	-1.505027739414467	0.000053959422650	0.000015712496740	0.291190972179898	0.789558247987754	4	5	7	8	7	9	9	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
72500	-29.008084496729815	-27.519265203711086	-1.488819293018730	0.000061041869399	0.000018479020893	0.302726981909243	0.906082877873719	4	6	6	8	7	9	8	9	0	1	1	0	3	2	5	7	1	1	1	1	1	1	1	1
73000	-30.428454490671744	-28.569809068316815	-1.858645422354929	0.000032698849803	0.000005352566823	0.163692816558764	0.872686094035783	4	5	7	8	7	10	9	10	0	1	2	0	1	2	5	7	1	1	1	1	1	2	1	1
73500	-34.206287670243796	-32.566145617251109	-1.640142052992689	0.000111644804529	0.000024992141232	0.223854046208435	0.949383132572526	5	6	7	9	7	8	9	11	0	1	2	0	1	2	5	7	1	1	1	1	1	1	2	1
74000	-28.419228177384493	-26.908276691545932	-1.510951485838562	0.000060833089279	0.000017473898178	0.287243314217216	0.766451841236947	5	6	6	8	7	8	8	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
74500	-38.271552900364433	-36.804665456411264	-1.466887443953168	0.000012957429181	0.000013129515651	1.013280911463657	0.754476875615259	4	6	7	9	6	10	9	11	0	1	1	0	1	3	5	7	1	1	2	1	2	1	1	1
75000	-34.401039050490638	-33.040180016184834	-1.360859034305806	0.000020362124742	0.000011708950930	0.575035811728546	0.875094103449973	4	5	6	9	7	9	9	8	0	1	1	0	2	2	8	5	1	1	1	1	1	1	1	1
75500	-30.092230953010116	-28.681328107551877	-1.410902845458239	0.000026910652007	0.000010323861618	0.383634763472852	0.941931383825065	5	6	7	9	7	8	9	8	0	1	1	0	1	2	8	5	1	1	1	1	1	1	1	1
76000	-31.195332280680589	-29.819282830700214	-1.376049449980376	0.000091549245767	0.000041942835168	0.458145065174541	0.902051505371746	5	6	7	7	6	9	7	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
76500	-24.368019839300437	-22.930341301085839	-1.437678538214600	0.000074880123745	0.000026136750716	0.349047910293536	0.973474140948347	4	5	7	8	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
77000	-30.200542721649029	-28.781485304379427	-1.419057417269602	0.000047754735209	0.000017761218982	0.371925818532139	0.949957330566965	4	5	7	9	7	10	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	2	1	1
77500	-27.135301305794215	-25.771837748495940	-1.363463557298276	0.000071900611583	0.000044856453669	0.623867484321087	0.939088578926312	5	6	8	8	7	9	9	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
78000	-33.580700364942160	-32.094540575344155	-1.486159789598006	0.000045012901851	0.000047955230748	1.065366345554120	0.651311326461261	4	6	8	7	6	10	8	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	2
78500	-27.418052711289786	-25.280644924515521	-2.137407786774264	0.000048180193650	0.000005781304371	0.119993381779104	0.889438036791990	5	6	7	8	7	7	9	11	0	1	1	0	1	1	5	7	1	1	1	1	1	1	1	1
79000	-28.681133720018629	-27.319823291840908	-1.361310428177719	0.000044379674673	0.000024327773352	0.548173764940153	0.964603376478605	5	6	7	9	7	9	9	10	0	1	1	0	2	1	5	7	1	1	1	1	1	1	1	1
79500	-27.570555295876655	-26.109259424659992	-1.461295871216663	0.000114217231291	0.000037162134562	0.325363643840069	0.993595671192010	5	6	7	8	7	9	8	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
80000	-26.778848187216379	-24.761560633701201	-2.017287553515178	0.000054756880946	0.000007449329051	0.136043706686142	0.897243636121437	5	6	7	7	7	8	9	11	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
80500	-26.515687237512537	-25.145261711204245	-1.370425526308292	0.000053862349312	0.000025810613851	0.479195842379042	0.973057707959016	5	6	7	9	7	9	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
81000	-28.610842637993493	-25.938752082634856	-2.672090555358635	0.000065098736975	0.000004899493178	0.075262492105367	0.986185020037850	5	6	8	9	7	9	8	9	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
81500	-29.960220015881294	-28.375357454281776	-1.584862561599518	0.000072758687098	0.000017956126525	0.246790139313418	0.939816909802286	4	5	7	7	7	8	8	9	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
82000	-31.389119164274803	-29.994661159999261	-1.394458004275541	0.000057833720443	0.000023829159239	0.412028813925440	0.708643966780022	4	6	8	9	7	9	8	9	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
82500	-34.550671925552891	-33.058478615081818	-1.492193310471073	0.000008836348375	0.000002652938736	0.300230210898098	0.995559695909095	3	5	6	8	6	8	8	11	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
83000	-28.452666672791253	-26.504638576790306	-1.948028096000948	0.000043649307346	0.000006417767373	0.147030222541260	0.999464461934974	5	6	6	8	7	7	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
83500	-29.963154157704817	-27.063614320003019	-2.899539837701797	0.000070530344107	0.000004484928413	0.063588636484167	0.985996934259142	4	6	6	8	6	9	7	9	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
84000	-29.986027908470071	-28.377863743406539	-1.608164165063530	0.000043328984903	0.000010248867810	0.236536070089351	0.986702900832259	3	5	8	7	7	9	8	9	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
84500	-34.206789143277518	-32.642442040486770	-1.564347102790746	0.000058366035033	0.000014980476817	0.256664287853619	0.588898543946436	4	5	7	9	7	10	9	11	0	1	2	0	1	2	5	5	1	1	1	1	1	3	1	2
85000	-30.156951159798929	-28.772725783031518	-1.384225376767410	0.000048589767850	0.000036280868193	0.746677125630547	0.973342858771798	4	5	6	8	7	7	9	11	0	1	1	0	3	2	5	7	1	1	1	1	1	1	1	1
85500	-31.569748574980252	-29.766474561940562	-1.803274013039689	0.000048445826603	0.000008517244541	0.175809664911279	0.881586016776357	5	6	7	7	7	10	8	11	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	2
86000	-27.834195676899451	-25.890473651363280	-1.943722025536172	0.000049859184929	0.000007367376282	0.147763672674353	0.727336568529448	5	6	7	8	7	9	8	10	0	1	1	0	1	1	5	7	1	1	1	1	1	1	1	1
86500	-32.226333764148848	-30.775284801516264	-1.451048962632584	0.000082414632564	0.000027613210959	0.335052285011309	0.800247954556968	4	5	7	8	6	9	8	10	0	1	1	0	1	2	3	7	1	1	2	1	1	2	1	1
87000	-32.444171814266895	-30.971711468545440	-1.472460345721458	0.000055692135021	0.000057280731593	1.028524612518860	0.910274488894669	4	6	8	7	7	8	8	9	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
87500	-29.768364894538902	-28.361220551029877	-1.407144343509023	0.000091301475260	0.000035560607379	0.389485572684790	0.776703811606087	4	5	7	8	6	10	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
88000	-26.121491585214670	-24.439402673564985	-1.682088911649687	0.000081301413134	0.000017008301190	0.209200560418759	0.968326329277859	5	6	8	8	6	10	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
88500	-29.494793690462945	-28.007190482790257	-1.487603207672687	0.000040041129734	0.000042812041344	1.069201634120905	0.984639672533497	5	6	7	8	7	8	8	11	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
89000	-31.801923516565999	-28.893471242437897	-2.908452274128102	0.000143256816305	0.000009051921276	0.063186670691874	0.783895881105142	5	6	7	8	6	9	9	10	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
89500	-32.565881271163725	-31.064600109283425	-1.501281161880303	0.000080030534800	0.000023509637016	0.293758339552135	0.673892847022263	5	6	6	8	7	10	9	9	0	1	1	0	3	1	5	5	1	1	1	1	1	2	1	1
90000	-28.964988399690441	-27.574972540336063	-1.390015859354377	0.000047228607393	0.000036397205883	0.770660154773283	0.856282375843578	5	6	7	8	7	9	8	9	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
90500	-33.187307720167830	-31.602017670840954	-1.585290049326878	0.000040497479299	0.000053316966014	1.316550238111893	0.501209801538001	4	6	6	8	6	8	8	10	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
91000	-30.970858104608162	-29.542952776499725	-1.427905328108439	0.000057578119626	0.000020755628398	0.360477704605000	0.822913405281230	4	5	7	9	6	9	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	2	1	1
91500	-43.779409873900931	-42.416951836434997	-1.362458037465937	0.000018024342903	0.000009563381443	0.530581419522933	0.421662966565933	4	6	5	8	8	9	6	9	0	3	1	0	7	1	1	7	1	1	1	1	1	2	1	1
92000	-27.320310069030530	-25.934948727642546	-1.385361341387983	0.000051866881764	0.000038979853178	0.751536468992209	0.984288704499480	4	5	7	9	6	9	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
92500	-33.536983322243643	-31.372163160835377	-2.164820161408267	0.000059444422413	0.000006941145398	0.116766975198176	0.887306240867852	3	5	7	7	4	9	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
93000	-29.173985976231307	-27.608826818614286	-1.565159157617020	0.000060219467579	0.000015431639287	0.256256654321810	0.886931787937835	5	6	7	8	7	8	8	11	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	2
93500	-34.446471763939158	-33.083921734596814	-1.362550029342347	0.000042977489035	0.000022757753260	0.529527289081790	0.555532847516118	4	6	7	9	7	8	8	11	0	1	1	0	1	3	5	7	1	1	1	1	2	1	1	1
94000	-27.828614507377146	-26.069547617565966	-1.759066889811179	0.000045145068354	0.000008430168158	0.186735084589047	0.869114507433920	5	6	8	8	7	9	8	11	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
94500	-32.168621356459418	-30.480644143016008	-1.687977213443412	0.000072284017808	0.000014984261563	0.207297021076771	0.907625029635481	5	6	8	9	6	9	9	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	2	1
95000	-35.237816330235212	-33.563309898387331	-1.674506431847883	0.000047065105180	0.000009963864775	0.211703867166645	0.686215301469465	4	6	6	8	7	10	9	11	0	1	1	0	1	3	5	7	1	2	1	1	1	1	1	1
95500	-39.080814210984997	-37.597057608397378	-1.483756602587616	0.000173351674078	0.000053145463743	0.306576005253046	0.588312440812358	3	5	5	6	7	9	8	10	0	1	1	0	3	2	5	7	1	1	1	1	1	2	1	1
96000	-35.253244845513571	-33.862859013330606	-1.390385832182968	0.000117258956411	0.000049302972729	0.420462318944136	0.957111950470650	4	6	8	8	7	9	9	11	0	1	2	0	1	2	5	5	1	1	1	1	1	2	1	1
96500	-27.398958199347348	-25.829203798504821	-1.569754400842527	0.000037114893136	0.000009426331864	0.253977071397005	0.891395134600273	5	6	7	9	8	9	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
97000	-28.495115941324066	-26.747786231415979	-1.747329709908087	0.000060997943142	0.000011580681116	0.189853633075110	0.995361307919919	5	6	8	9	7	9	9	11	0	1	2	0	2	1	5	7	1	1	1	1	1	1	1	1
97500	-34.264775012142380	-32.779357757634884	-1.485417254507493	0.000146855144996	0.000044834800271	0.305299485911915	0.911010481991989	3	5	7	7	7	10	9	11	0	1	2	0	2	2	5	7	1	1	1	1	1	2	1	1
98000	-31.140382196020262	-29.757746757807539	-1.382635438212722	0.000063108420214	0.000027697065376	0.438880664131915	0.814397951625345	5	6	7	5	7	8	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
98500	-25.519754053740208	-24.152798585182186	-1.366955468558021	0.000036019444418	0.000017871861976	0.496172616327920	0.932186371476401	5	6	7	8	7	9	9	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
99000	-28.029193961067985	-25.970102578952051	-2.059091382115933	0.000165664461716	0.000021548033925	0.130070346421981	0.912504652809099	4	5	7	9	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
99500	-24.857807091018618	-22.775782641513050	-2.082024449505566	0.000047473058972	0.000006028033496	0.126977987659781	0.871039877315858	5	6	7	8	7	9	9	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
100000	-29.240126225355976	-27.503537717676881	-1.736588507679094	0.000059459381616	0.000011463526770	0.192795929901782	0.948658743412738	5	6	6	8	7	10	8	10	0	1	1	0	1	2	5	7	1	1	1	1	1	2	1	1
