step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29
55500	-197.665852742501812	-204.521340693461184	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494753450174946	3	1	5	5	10	12	12	10	9	12	12	15	14	14	13	14	16	14	18	14	19	20	21	19	21	24	29	33	37	2	0	1	1	4	9	8	9	3	9	2	4	10	7	7	11	16	7	7	11	11	17	24	11	24	22	14	0	0	1	1	1	1	1	2	1	1	2	2	6	4	1	2	1	1	2	1	3	1	3	2	1	3	2	2	8	1	1
56000	-199.571493200635217	-206.426981151594589	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601384972988470	3	1	5	5	9	10	12	9	11	13	12	15	15	14	16	13	15	14	18	18	20	21	21	18	21	23	29	35	38	2	0	1	1	4	3	8	3	6	9	6	4	10	7	8	11	16	9	15	17	24	17	24	17	24	22	18	0	0	1	1	1	1	1	3	1	3	1	1	1	4	1	1	3	1	1	2	1	1	1	3	1	2	1	1	6	1	1
56500	-210.914749022082560	-217.770236973041932	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567238864037556	2	0	4	6	10	11	12	10	11	11	13	12	14	14	16	14	15	14	18	16	19	19	21	19	21	25	29	34	38	2	0	1	3	4	3	9	3	8	8	2	4	8	7	18	11	16	9	14	11	11	17	24	16	24	22	14	0	0	1	1	1	1	2	2	1	4	1	1	6	2	2	2	1	1	1	1	2	1	3	1	1	2	2	4	6	1	1
57000	-204.305390731187771	-211.160878682147143	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449152319349421	2	1	4	5	10	10	11	10	10	13	12	16	15	13	16	13	16	15	19	17	21	19	21	19	21	24	26	35	37	2	0	1	1	4	3	6	3	3	8	9	4	8	7	14	11	16	7	18	17	22	11	24	17	24	22	18	0	0	1	1	1	1	2	3	1	3	3	2	1	6	2	1	2	1	1	2	2	1	1	4	1	2	1	2	4	1	1
57500	-200.356696041050981	-207.212183992010353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.424081777111596	2	1	4	5	10	11	12	11	10	12	12	15	14	14	16	14	15	13	18	17	19	20	22	20	22	24	29	34	37	2	0	1	1	4	3	9	9	3	8	2	4	9	8	14	11	11	7	15	16	11	17	24	11	22	22	9	0	0	1	1	1	2	3	3	1	1	3	1	3	6	2	1	2	1	2	1	1	2	5	2	1	4	1	2	9	1	1
58000	-212.351539368682950	-219.207027319642322	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514153869092487	2	1	5	5	9	11	9	11	9	12	12	15	14	13	15	13	15	12	17	17	19	20	21	19	22	24	29	34	36	2	0	1	1	4	7	3	9	3	7	7	4	9	8	18	11	16	7	18	17	11	17	24	17	24	22	15	0	0	1	1	2	2	3	2	3	1	2	2	1	4	2	1	1	1	1	2	2	1	4	2	1	1	2	2	7	1	1
58500	-213.577938271851679	-220.433426222811050	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543076004510725	2	1	4	5	10	11	9	10	11	12	12	13	14	14	15	14	15	14	18	18	20	21	22	19	20	25	29	35	38	2	0	1	3	4	7	3	7	7	7	3	4	8	9	10	11	16	9	18	17	17	17	24	17	24	22	7	0	0	1	1	1	1	3	1	2	1	1	2	2	3	1	2	2	1	1	2	2	2	3	3	2	2	1	2	7	1	1
59000	-225.450608514899670	-232.306096465859042	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.372344266394864	3	1	4	5	10	10	12	9	11	12	11	14	15	14	15	14	16	13	19	18	20	19	22	18	21	23	30	34	37	2	0	1	1	4	3	9	3	6	8	2	4	8	9	9	3	11	3	15	11	16	11	24	16	24	22	15	0	0	1	1	1	1	2	4	1	2	1	2	4	6	2	2	2	6	2	5	2	4	3	4	2	3	1	1	9	1	1
59500	-215.708095986025512	-222.563583936984884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551983580021303	3	1	5	6	10	11	12	9	11	12	13	15	14	14	14	14	15	15	19	17	20	21	21	19	21	24	28	34	38	2	0	1	1	4	3	9	3	8	8	2	4	8	9	7	3	16	15	15	16	11	16	24	11	24	22	18	0	0	1	1	1	1	1	4	1	3	1	1	7	5	2	1	1	6	1	1	2	2	3	4	1	3	1	2	6	1	1
60000	-207.753555029984369	-214.609042980943741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.372057876508662	3	1	5	5	10	11	11	10	9	13	13	16	14	13	15	13	16	14	18	18	21	20	21	19	21	25	29	35	37	2	0	1	1	4	3	9	9	3	7	6	4	8	7	7	2	11	9	9	17	16	17	24	16	24	22	7	0	0	1	1	2	2	1	3	1	1	2	1	2	6	3	1	2	6	2	2	4	1	3	1	1	2	2	2	9	1	1
60500	-216.450724753636905	-223.306212704596277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.497413499750099	2	1	5	5	9	11	13	11	9	13	12	14	13	15	16	14	16	13	18	16	20	21	20	18	20	24	29	35	37	2	0	1	1	4	3	9	9	3	9	6	4	9	13	14	2	16	9	14	16	16	17	24	16	24	22	13	0	0	1	1	2	1	2	2	2	1	3	2	1	3	3	1	1	5	1	2	2	1	2	3	1	2	1	2	6	1	1
61000	-203.042618444517728	-209.898106395477100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.371454955265040	3	2	5	5	10	11	12	10	9	12	12	12	14	15	15	13	15	14	17	17	20	20	21	19	22	24	29	33	37	2	0	1	1	4	3	9	9	3	9	1	4	8	9	7	11	16	9	18	11	11	16	24	11	24	22	15	0	0	1	1	1	1	2	4	1	1	2	2	4	5	2	3	2	1	1	3	1	3	3	3	1	3	2	2	8	1	1
61500	-189.523991145478362	-196.379479096437734	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540669504996661	2	1	4	6	10	11	12	11	10	13	13	14	15	14	16	14	16	15	18	17	19	21	21	19	22	24	29	32	38	2	0	1	1	4	3	9	9	3	8	2	4	8	7	7	11	16	7	14	17	11	17	24	11	24	22	9	0	0	1	1	1	2	2	3	1	1	3	1	5	4	2	1	2	1	1	1	2	1	3	3	1	3	2	2	8	1	1
62000	-200.185248260212887	-207.040736211172259	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495536406739714	3	0	5	5	10	10	11	11	10	12	12	16	14	14	16	13	15	14	18	17	20	21	21	19	22	24	30	35	38	2	0	1	1	4	3	6	9	3	9	2	4	8	7	8	11	16	7	15	11	17	24	24	11	24	22	15	0	0	1	1	1	1	2	2	1	1	2	1	5	6	1	2	2	1	1	3	1	3	2	1	1	5	2	1	6	1	1
62500	-195.675152501774789	-202.530640452734161	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596385287026962	2	1	4	5	11	12	12	11	10	12	12	15	14	13	16	13	15	15	19	17	19	20	22	19	21	25	29	34	38	2	0	1	1	4	9	9	9	3	9	9	4	9	7	14	11	16	14	7	11	17	11	24	17	24	22	18	0	0	1	1	1	2	3	1	1	1	3	1	1	5	2	1	2	1	1	1	3	3	1	4	1	2	1	2	6	1	1
63000	-205.689402250576961	-212.544890201536333	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465028069845203	2	1	4	6	9	8	12	11	9	13	12	15	15	14	15	14	15	15	18	15	20	21	21	18	19	24	29	35	37	2	0	1	1	4	3	9	9	6	8	2	4	9	9	9	11	11	9	14	11	17	11	24	11	11	22	14	0	0	1	1	1	2	2	2	2	1	1	1	4	5	3	2	2	1	2	4	2	1	2	3	2	3	4	2	7	1	1
63500	-216.755899045443954	-223.611386996403326	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500419819974344	2	1	3	4	8	9	12	11	10	12	11	16	14	14	15	13	16	13	18	16	20	20	21	18	18	23	30	35	37	2	0	1	1	4	3	9	9	3	8	1	4	8	18	7	11	11	7	14	11	17	17	24	17	17	22	7	0	0	1	1	1	2	2	3	1	1	3	1	5	4	1	1	2	2	2	1	1	2	2	3	2	1	1	1	7	1	1
64000	-195.405266037670373	-202.260753988629745	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463391837067170	3	1	5	6	10	12	12	10	9	11	11	15	13	14	15	13	15	15	16	17	20	20	21	19	22	24	29	34	36	2	0	1	1	4	3	8	9	1	9	9	4	8	7	7	11	16	7	7	16	17	17	24	16	24	22	14	0	0	1	1	1	2	2	4	1	1	4	1	1	5	2	1	2	2	1	2	2	2	2	2	2	3	2	2	8	1	1
64500	-223.643207916185901	-230.498695867145273	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.483329485735383	2	1	5	6	9	12	12	11	9	13	11	15	12	15	16	12	16	15	19	17	20	18	21	18	21	24	29	34	38	2	0	1	3	4	9	8	9	3	8	9	5	8	7	7	11	16	7	9	17	11	17	24	11	24	22	19	0	0	1	1	1	1	2	1	1	1	2	1	2	3	1	2	2	1	1	2	3	1	4	1	2	4	3	3	6	1	1
65000	-218.353097841399716	-225.208585792359088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558829834078310	2	1	4	6	10	11	12	11	10	12	12	15	14	14	13	14	15	12	18	18	20	21	21	20	21	24	28	33	37	2	0	1	1	4	3	3	9	1	9	2	4	8	18	18	11	11	9	14	11	17	11	24	11	24	22	15	0	0	1	1	1	1	2	4	3	1	5	1	4	6	1	1	1	1	3	1	2	3	2	4	1	2	1	2	7	1	1
65500	-211.794893009813194	-218.650380960772566	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505719074836953	2	0	4	6	11	10	11	10	9	12	11	15	14	15	15	13	15	12	18	17	20	20	21	18	18	25	30	34	37	2	0	1	1	4	3	8	9	3	6	2	4	8	7	7	2	11	7	14	17	16	17	24	16	11	22	15	0	0	1	1	1	2	3	2	1	1	3	1	5	4	3	2	2	7	2	1	2	1	3	2	2	2	3	3	6	1	1
66000	-221.138287685223617	-227.993775636182988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.334920735138686	3	2	5	5	9	11	13	10	11	12	13	13	14	15	15	13	15	15	18	17	20	21	21	19	21	24	26	32	37	2	0	1	1	4	3	9	3	3	8	2	4	9	7	8	2	11	7	18	11	16	17	24	11	16	16	9	0	0	1	1	1	1	2	4	1	3	2	1	4	4	1	1	3	6	1	1	1	2	4	3	2	3	3	4	9	1	1
66500	-208.983654092137613	-215.839142043096984	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.359765254090119	3	1	5	4	10	11	13	10	11	12	12	15	14	14	15	13	16	14	16	18	20	20	22	19	21	24	30	35	35	2	0	1	1	4	3	9	3	8	8	2	4	8	6	7	2	11	7	14	16	16	11	24	11	24	22	14	0	0	1	1	1	1	3	4	1	2	1	1	4	5	2	1	1	7	2	1	1	2	3	3	2	4	1	3	9	1	1
67000	-213.832726848294158	-220.688214799253529	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498988535910722	3	2	5	4	10	12	12	10	11	13	13	13	12	15	16	12	14	14	18	16	20	20	21	19	20	25	29	34	36	2	0	1	1	4	3	9	3	8	8	2	4	8	9	9	2	11	7	15	11	16	11	24	16	24	11	15	0	0	1	1	1	1	3	2	1	2	1	1	4	3	1	2	3	7	1	1	1	1	4	3	1	3	1	5	5	1	1
67500	-211.970822074720417	-218.826310025679788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498998058751886	3	1	4	5	10	10	13	11	10	13	13	14	13	14	16	13	15	14	18	15	21	19	20	18	22	24	29	34	36	2	0	1	1	4	3	9	9	1	9	1	4	8	6	18	6	16	7	7	11	11	16	24	11	24	22	9	0	0	2	1	1	1	2	2	1	1	3	2	4	5	1	2	1	2	1	1	2	1	3	2	1	2	3	3	8	1	1
68000	-205.955356297410532	-212.810844248369904	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.513050424145109	2	0	4	4	11	10	12	11	10	12	12	15	14	14	15	14	15	15	18	17	20	20	22	20	22	25	29	33	37	2	0	1	1	4	3	9	9	3	9	6	4	8	9	7	11	11	10	18	17	17	16	24	17	24	22	18	0	0	1	1	1	1	2	2	2	1	2	1	1	6	1	2	2	1	1	1	2	1	3	3	1	3	1	2	6	1	1
68500	-198.057282210358238	-204.912770161317610	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.436791205571625	2	1	4	5	10	12	12	10	9	13	12	14	14	13	16	13	14	15	19	17	20	20	21	19	21	25	28	33	37	2	0	1	1	4	3	8	9	3	8	2	4	8	7	14	11	16	7	9	11	11	20	24	11	24	22	9	0	0	1	1	2	2	4	4	1	1	3	2	4	4	1	1	2	1	1	2	5	3	4	1	1	3	1	2	7	1	1
69000	-194.719569861808083	-201.575057812767454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472037946205408	2	0	4	5	10	11	12	10	12	12	12	14	14	14	15	13	15	14	18	18	21	20	21	19	21	23	28	33	37	2	0	1	1	4	3	8	1	8	8	2	4	8	7	7	11	16	6	7	11	11	17	24	11	24	22	14	0	0	1	1	1	2	3	4	1	3	1	1	5	3	2	1	1	1	1	2	3	4	4	3	1	3	1	2	7	1	1
69500	-215.679382809372669	-222.534870760332041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634247137861594	2	0	4	3	10	11	11	10	12	12	12	12	14	15	15	14	15	15	19	16	19	21	22	18	22	24	29	34	37	2	0	2	1	4	3	8	3	7	8	6	4	8	9	9	11	16	7	15	16	17	17	24	16	24	22	14	0	0	1	1	3	1	3	3	1	2	1	1	1	3	3	2	1	1	1	3	2	1	2	4	3	2	2	1	7	1	1
70000	-232.031855622822746	-238.887343573782118	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432474237389393	3	1	5	5	9	8	13	10	11	12	11	15	14	15	16	14	16	13	19	16	19	20	20	19	21	25	28	33	38	2	0	1	1	4	3	9	6	8	8	1	4	8	7	9	6	16	9	13	16	11	17	24	11	24	22	12	0	0	1	1	1	1	1	2	1	1	1	2	4	5	3	1	2	3	1	2	2	1	3	2	1	3	2	3	4	1	1
70500	-203.739609311852490	-210.595097262811862	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.383756108610472	2	1	4	5	10	11	12	9	12	11	13	15	14	13	15	14	15	14	17	17	20	21	22	19	22	25	30	35	38	2	0	1	1	4	1	10	3	8	8	6	4	8	7	14	2	11	14	9	16	16	17	24	16	16	22	15	0	0	1	1	1	2	2	3	1	2	2	1	1	4	3	1	1	5	1	1	3	1	4	3	2	2	4	2	6	1	1
71000	-212.314172127430083	-219.169660078389455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.569197629151042	2	1	5	6	10	9	11	9	12	12	12	13	14	15	15	13	14	15	18	17	21	20	20	19	21	25	29	33	37	2	0	1	1	4	3	8	3	7	8	4	4	9	7	7	3	11	9	14	11	11	16	24	16	16	22	15	0	0	1	1	2	3	2	1	1	2	1	1	3	3	1	2	2	4	1	2	2	2	3	3	1	3	2	3	7	1	1
71500	-223.448498484900085	-230.303986435859457	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.322454698206363	2	1	5	4	9	12	13	10	11	12	13	16	14	14	15	13	15	15	18	17	19	19	21	19	21	22	29	33	38	2	0	1	1	4	1	9	3	8	9	3	4	10	9	7	2	16	7	8	16	16	11	24	16	24	22	18	0	0	1	1	1	1	2	4	1	3	1	1	3	7	1	2	1	4	1	2	4	2	3	4	2	2	1	2	5	1	1
72000	-214.575727392885398	-221.431215343844769	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.438333487514015	3	1	4	6	10	10	12	10	11	12	12	15	13	13	15	13	16	15	17	18	21	21	22	18	21	23	29	34	37	2	0	1	1	4	3	8	3	3	8	2	4	9	7	9	2	16	7	15	11	16	24	24	11	24	22	14	0	0	1	1	1	1	2	3	1	2	3	1	5	4	1	1	3	6	2	2	1	3	4	2	2	4	2	2	8	1	1
72500	-198.835991409610187	-205.691479360569559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.427943169754054	3	1	4	6	11	11	12	10	8	12	12	14	14	14	14	14	15	15	19	16	20	20	21	19	19	24	29	32	37	2	0	1	1	4	9	8	9	3	8	2	4	8	7	7	11	16	7	14	11	17	11	24	11	11	22	14	0	0	1	1	1	2	3	1	1	1	2	1	4	4	2	1	2	1	1	2	2	2	3	3	1	3	3	2	6	1	1
73000	-209.662281974420523	-216.517769925379895	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.427927992001384	2	1	5	6	8	12	13	11	10	13	11	14	13	12	15	14	15	15	15	17	20	19	22	20	20	23	28	34	36	2	0	1	1	4	3	14	9	1	8	2	4	8	9	14	11	11	7	9	17	11	17	25	11	11	22	14	0	0	1	1	2	3	1	3	1	1	3	1	5	4	1	1	2	2	2	1	3	1	3	2	1	4	4	1	8	1	1
73500	-220.853329521826851	-227.708817472786222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554279872950927	2	0	4	5	11	11	12	10	9	11	12	16	15	13	15	14	15	14	18	18	20	20	22	18	21	24	28	34	37	2	0	1	1	4	3	8	9	3	3	6	6	8	9	7	11	16	7	7	11	16	17	24	17	17	22	18	0	0	1	1	1	1	2	3	1	1	2	4	1	3	2	2	2	1	1	1	2	3	3	2	1	1	4	2	7	1	1
74000	-206.347685296252365	-213.203173247211737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.464551408126915	2	1	5	5	10	10	11	10	9	12	11	16	15	14	16	14	15	14	18	17	20	20	21	18	22	24	29	32	37	2	0	1	1	4	1	9	9	3	9	6	4	14	7	9	11	11	7	14	16	11	17	24	17	24	22	9	0	0	1	1	1	2	2	4	1	1	2	2	1	5	1	2	4	2	1	2	3	1	5	3	1	2	2	3	9	1	1
74500	-210.103291799020610	-216.958779749979982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.498694276447245	3	1	4	6	10	9	13	11	10	13	13	15	15	14	15	14	15	15	16	18	20	18	21	19	21	22	29	34	37	2	0	1	1	4	1	9	9	6	8	6	4	8	9	9	11	11	6	14	17	17	17	24	17	24	22	14	0	0	1	1	1	1	2	2	2	1	1	1	2	4	3	2	2	1	1	2	1	2	2	1	2	2	1	2	6	1	1
75000	-215.584185820470339	-222.439673771429710	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440868499452070	2	1	4	6	10	12	12	11	9	12	13	15	15	14	15	14	16	15	17	17	17	19	21	18	22	25	30	35	37	2	0	1	1	4	3	9	9	1	9	6	6	9	7	8	11	11	7	18	16	16	17	24	17	24	22	15	0	0	1	1	2	2	1	3	2	1	3	2	1	2	3	1	3	1	2	1	1	1	1	1	2	1	2	3	9	1	1
75500	-206.949437435220119	-213.804925386179491	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515044123274749	2	0	5	5	10	10	12	11	10	12	11	14	14	13	15	14	16	15	19	17	20	21	21	20	19	24	29	34	37	2	0	1	1	4	3	8	9	3	8	6	4	10	8	7	11	11	7	14	16	16	17	24	25	17	22	9	0	0	1	1	1	1	3	2	1	1	2	1	1	4	1	2	2	2	2	1	3	1	5	3	1	1	1	2	8	1	1
76000	-205.075374790796189	-211.930862741755561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.527823315100372	2	1	4	5	9	11	11	11	10	12	12	16	13	14	16	14	16	14	18	17	18	20	22	19	21	24	28	34	37	2	0	1	1	4	3	9	9	3	9	2	4	9	7	18	11	16	7	15	11	17	17	11	11	24	22	15	0	0	1	1	1	1	3	4	1	1	3	1	4	4	2	1	1	1	1	2	2	2	1	2	4	3	1	3	4	1	1
76500	-216.873732584986641	-223.729220535946013	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411569629682185	3	1	5	6	9	12	12	10	9	13	10	16	12	15	16	13	15	15	18	18	19	20	20	19	19	25	29	34	38	2	0	1	1	4	3	3	9	1	8	2	4	8	8	18	11	16	7	14	11	11	17	24	17	17	22	14	0	0	1	1	1	1	2	3	3	1	2	1	4	5	1	3	1	2	2	2	2	4	3	2	1	1	2	3	5	1	1
77000	-218.210209924639230	-225.065697875598602	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502832519191319	2	0	4	5	10	10	11	11	10	12	10	15	13	15	15	14	16	12	16	17	20	20	21	18	21	22	29	34	38	2	0	1	1	4	3	6	9	3	8	2	4	8	8	7	11	16	6	14	16	11	16	24	17	17	22	15	0	0	1	1	1	1	2	4	1	1	3	1	6	5	2	3	2	2	1	2	1	2	5	3	1	1	2	1	7	1	1
77500	-218.285220501429251	-225.140708452388623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496865404837004	2	1	4	5	10	11	11	11	9	13	10	15	14	15	15	13	15	13	18	17	19	20	22	19	18	22	29	34	34	2	0	1	1	4	3	9	9	3	8	2	5	9	7	7	2	11	7	9	16	16	20	24	25	16	22	14	0	0	1	1	1	2	2	3	1	1	3	1	5	2	3	2	2	6	2	1	6	2	2	1	1	1	2	1	7	1	1
78000	-219.549264630102272	-226.404752581061643	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623397145539506	2	1	4	5	11	11	12	10	8	11	12	15	13	13	16	14	15	15	18	16	19	20	22	19	20	22	28	34	37	2	0	1	1	4	9	8	9	3	9	3	4	8	8	7	11	16	7	18	16	11	16	24	16	11	22	14	0	0	1	1	1	1	2	1	1	1	2	2	3	5	2	2	2	1	1	2	1	1	3	2	2	3	3	1	5	1	1
78500	-203.558634975657498	-210.414122926616869	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511168000857572	3	1	5	6	10	11	12	11	10	13	12	16	14	13	16	14	16	13	17	15	20	21	21	18	22	23	30	34	38	2	0	1	1	4	3	9	9	3	8	1	4	9	7	9	11	16	7	15	11	17	17	24	17	24	22	15	0	0	1	1	1	1	2	3	1	1	3	1	4	5	2	1	3	1	1	1	1	2	2	3	2	1	2	1	6	1	1
79000	-209.043948601455639	-215.899436552415011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545710995963278	3	1	5	5	11	10	12	11	10	12	11	16	14	15	15	14	16	15	18	17	20	20	22	17	21	24	29	34	36	2	0	1	1	4	1	9	9	3	9	3	4	8	7	7	11	16	8	18	16	16	16	25	16	24	22	15	0	0	1	1	1	1	3	3	1	1	2	1	3	4	1	2	2	2	1	2	2	1	3	3	1	1	2	2	9	1	1
79500	-201.299719492314466	-208.155207443273838	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551619112455078	3	0	2	6	9	8	13	10	9	12	13	15	15	13	15	14	16	14	19	17	20	19	21	19	21	24	29	34	37	3	0	2	1	4	3	9	9	6	8	2	4	7	9	7	11	16	9	14	11	11	17	24	11	24	22	15	0	0	1	1	2	2	2	4	2	1	1	1	7	3	1	2	1	1	1	3	3	2	3	2	1	3	1	2	6	1	1
80000	-210.990692351615394	-217.846180302574766	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.538188793808405	1	0	3	6	10	8	11	10	12	12	13	13	14	15	14	12	15	15	19	16	21	20	21	20	21	23	29	34	34	2	0	1	1	4	3	8	6	7	8	16	4	9	7	7	3	11	7	18	16	17	17	24	17	24	22	15	0	0	1	1	2	2	2	4	1	1	1	1	1	2	1	2	2	3	1	2	2	2	3	2	1	3	1	2	6	1	1
80500	-223.412649756598114	-230.268137707557486	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558969575733122	1	0	5	6	10	10	13	10	9	11	12	15	14	11	16	14	16	14	15	17	18	21	21	19	20	24	27	35	37	2	0	1	1	4	3	14	9	3	9	2	4	14	8	7	2	11	14	18	16	16	16	24	11	11	22	9	0	0	1	1	2	2	2	3	1	1	2	1	6	3	2	1	2	7	2	2	1	1	2	2	2	3	3	2	8	1	1
81000	-233.364711923256493	-240.220199874215865	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.400859857151532	3	0	4	5	8	10	12	10	9	11	12	15	14	14	14	12	15	15	18	17	21	20	19	18	21	24	29	34	37	2	0	1	1	4	3	8	9	3	8	2	15	8	9	1	1	16	7	18	16	11	16	24	17	16	22	9	0	0	1	1	1	2	1	2	1	1	4	1	7	1	2	3	7	5	2	2	2	3	5	3	1	3	5	2	12	1	1
81500	-202.993358126615220	-209.848846077574592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510209966609195	2	1	4	4	11	10	10	11	11	12	11	15	14	15	14	13	15	14	18	17	21	20	21	19	21	25	27	34	37	2	0	1	1	4	3	3	7	7	7	2	6	8	9	9	11	16	8	7	17	11	17	24	17	24	22	15	0	0	1	1	1	2	2	3	3	1	1	2	4	2	1	2	2	1	1	2	4	1	4	2	1	2	1	2	5	1	1
82000	-204.768367910362258	-211.623855861321630	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.384220556669176	3	2	4	5	10	10	11	9	12	11	12	15	15	15	15	13	15	13	18	17	20	19	22	19	21	23	29	33	38	2	0	1	1	4	1	6	3	8	6	2	4	9	7	18	11	16	7	18	11	11	17	24	11	24	22	18	0	0	1	1	1	1	3	5	1	3	2	1	4	5	2	2	1	1	1	1	3	2	5	2	1	3	1	2	8	1	1
82500	-199.875053718652453	-206.730541669611824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590534915536125	2	1	4	6	10	10	12	9	11	12	12	15	14	15	14	13	16	14	19	18	21	18	21	18	20	25	28	33	37	2	0	1	1	4	3	9	3	8	8	2	4	8	7	7	11	16	7	14	11	11	11	24	11	24	22	15	0	0	1	1	1	2	2	2	1	2	1	2	6	4	2	2	1	1	1	1	2	3	4	2	2	2	1	2	7	1	1
83000	-210.760825208561840	-217.616313159521212	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.387818924110100	3	0	4	5	9	11	13	8	11	13	11	16	14	14	16	13	16	14	17	18	21	21	21	19	19	25	29	35	37	2	0	1	1	4	3	9	3	8	9	2	6	7	9	9	11	16	6	15	17	11	17	24	11	11	22	14	0	0	2	1	1	1	2	3	2	2	2	1	4	3	1	2	2	1	2	1	1	1	5	3	1	3	4	2	5	1	1
83500	-198.668895281855981	-205.524383232815353	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.478376294944654	2	1	5	5	9	11	12	11	10	13	12	15	14	15	15	13	15	13	18	16	20	20	21	19	22	25	28	33	38	2	0	1	1	4	9	3	9	3	8	2	4	10	18	18	11	16	8	14	11	11	24	24	11	24	22	7	0	0	1	1	2	1	2	1	3	1	4	1	5	6	1	1	2	1	1	1	2	2	3	1	1	3	1	3	7	1	1
