step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83
1	-856.902812961596396	-865.953656342047793	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.056285472724520	0	1	1	8	1	7	3	4	3	5	4	4	4	6	6	6	8	6	7	7	11	8	8	8	7	7	8	7	9	9	8	8	8	10	8	8	10	10	11	9	12	10	10	11	10	10	18	10	11	11	11	10	10	10	12	14	11	12	14	11	12	13	18	13	13	13	13	12	13	15	15	18	16	15	15	16	17	18	16	16	17	18	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-394.397079909489889	-403.447923289941230	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.177441417080745	-1	1	1	6	1	7	3	0	4	5	5	4	4	7	7	5	9	6	5	7	9	8	8	6	2	8	8	6	8	8	6	8	8	10	8	8	10	11	7	7	10	9	9	11	11	11	16	10	8	10	11	11	6	9	12	13	12	12	15	8	13	13	17	10	13	12	14	13	12	13	14	18	15	16	15	16	14	17	16	14	14	18	19	0	8	1	16	1	24	5	1	3	5	9	1	7	16	53	9	14	19	2	24	35	16	18	13	8	39	6	12	40	31	12	14	24	33	18	9	27	33	25	13	35	53	49	60	30	37	75	4	24	49	27	37	19	35	51	38	44	48	56	24	38	66	79	17	50	30	37	64	31	55	62	63	51	59	81	77	70	69	81	23	57	76	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-238.775210709774484	-247.826054090225824	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991344797328775	0	2	2	8	2	7	3	5	3	6	4	5	5	6	7	6	9	4	8	6	11	3	8	8	7	6	7	6	8	9	9	6	9	8	5	8	10	10	10	10	13	11	10	12	8	11	18	7	12	10	8	10	10	8	11	13	12	11	14	12	12	11	17	11	13	14	13	13	14	15	15	19	15	16	15	16	17	17	15	13	14	19	21	0	1	1	12	1	3	3	22	5	7	22	11	2	22	16	11	12	2	32	11	33	1	20	35	13	22	8	2	22	48	27	11	29	48	22	16	54	54	54	51	46	17	17	39	25	50	44	12	64	23	10	27	30	32	19	21	19	34	33	37	4	4	70	19	60	42	61	40	80	41	59	71	69	68	67	68	56	79	69	57	56	63	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-245.397932389368066	-254.448775769819406	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981995972699964	0	2	2	8	1	7	1	4	4	4	5	3	4	7	6	6	7	6	8	7	12	8	9	8	7	6	9	7	7	9	8	8	9	9	5	9	11	10	11	10	8	10	10	11	7	10	16	7	10	5	11	8	9	11	10	15	10	12	14	11	12	12	18	12	12	13	13	12	10	14	14	16	14	11	14	16	17	16	15	15	16	15	19	0	5	5	45	1	9	1	2	12	1	2	5	1	9	35	35	16	9	18	8	54	29	29	18	18	35	52	50	35	45	14	26	19	45	10	29	33	31	23	41	45	18	48	43	35	17	67	50	33	9	38	26	48	32	45	58	30	40	57	34	36	69	68	34	38	49	68	43	16	74	58	68	61	33	53	75	72	66	59	71	71	71	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-243.982333073530612	-253.033176453981952	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993716148826386	0	2	2	9	2	8	3	3	3	5	4	5	2	5	6	6	9	7	8	6	12	6	7	7	8	7	8	8	10	7	8	9	9	9	9	9	11	10	6	9	12	11	11	10	10	11	16	9	11	10	12	7	10	11	11	14	8	12	9	11	12	13	17	14	12	9	13	12	14	13	11	16	17	14	12	13	15	18	14	15	15	16	19	0	1	1	52	1	30	3	3	5	3	2	9	1	5	12	12	6	14	10	12	38	12	15	10	22	22	18	16	4	10	15	19	31	27	52	18	45	26	12	6	37	19	29	27	15	28	81	26	33	3	55	39	25	6	6	51	20	44	6	32	42	55	64	42	50	28	42	19	29	37	66	74	80	41	49	48	21	80	62	41	79	61	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-244.328831945554242	-253.379675326005582	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993857692300491	0	1	2	7	1	7	2	5	3	5	4	5	3	7	4	6	9	6	8	8	8	8	9	7	8	6	9	7	9	10	9	8	8	10	7	8	10	9	5	10	11	9	10	12	11	11	16	6	12	11	11	9	11	9	11	14	8	11	14	12	12	13	15	14	12	13	6	13	13	16	15	15	17	15	10	17	17	16	13	16	18	14	21	0	1	1	3	1	15	5	13	5	9	5	13	5	67	7	39	25	11	48	12	4	35	36	48	28	8	32	39	26	52	6	14	26	19	26	16	42	4	7	14	35	14	28	31	17	17	68	11	38	40	37	6	31	14	38	44	26	32	79	32	53	41	60	42	43	55	11	61	31	59	69	46	66	64	6	74	46	74	30	63	59	44	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-239.924097898991334	-248.974941279442675	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979392627406734	1	2	2	8	2	8	3	4	3	4	5	4	5	7	5	6	8	7	5	6	11	5	9	5	8	8	9	7	10	6	8	9	6	9	8	8	9	7	12	10	12	10	8	11	9	10	17	11	11	11	11	9	10	11	11	14	11	12	15	9	10	14	19	9	12	13	12	12	10	14	15	17	16	16	14	7	14	19	17	16	14	18	19	0	1	1	28	1	16	1	7	1	2	7	7	3	10	5	24	28	24	7	22	53	8	26	1	15	12	38	15	52	24	16	38	12	14	33	33	14	15	37	17	60	28	24	40	35	32	70	25	52	61	34	35	17	52	34	46	43	52	41	25	35	58	74	20	53	50	46	37	31	51	70	21	81	71	66	20	44	47	75	75	41	59	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-268.314159699577829	-277.365003080029169	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989882136802985	-2	2	1	8	2	8	3	4	3	6	4	5	5	5	7	0	9	6	8	6	11	7	6	9	6	5	7	7	10	10	8	9	8	11	7	7	10	10	9	9	13	10	10	8	9	10	16	8	11	8	10	10	4	10	7	14	10	12	15	12	10	14	14	10	13	13	12	11	10	10	11	18	14	15	9	16	17	19	17	17	16	18	12	0	16	1	18	3	20	5	5	5	8	2	9	5	5	13	1	10	11	18	5	12	23	53	33	53	7	26	25	28	6	28	25	23	28	14	25	26	4	55	18	17	48	36	25	4	17	65	23	37	22	27	13	9	50	12	43	22	24	31	50	33	66	68	28	34	30	36	39	32	15	54	47	60	63	11	66	63	79	47	73	63	56	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-253.955483356937691	-263.006326737389031	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993196963398508	-4	2	-1	9	1	7	4	4	4	4	3	4	5	7	6	7	8	5	6	7	7	8	8	6	7	8	8	6	10	10	8	7	5	9	7	7	5	11	10	8	12	6	10	10	9	10	19	7	11	11	10	10	9	9	13	12	12	13	13	12	12	13	16	11	12	14	14	12	14	15	12	17	15	15	15	16	18	18	16	14	11	18	20	0	3	1	9	3	28	5	2	5	2	5	2	7	28	7	2	24	8	18	37	24	8	21	13	13	18	11	18	17	36	15	19	9	42	10	24	9	30	27	24	52	7	27	54	19	4	82	37	44	48	17	53	31	37	36	52	46	29	38	45	18	64	41	51	36	41	68	50	39	59	46	81	55	66	62	61	75	72	67	55	29	63	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-255.233278981679575	-264.284122362130915	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999069504602633	0	1	2	6	2	5	3	4	2	6	4	4	5	6	7	6	9	6	3	8	11	6	9	8	5	6	8	6	10	9	1	9	8	11	8	7	11	11	9	9	10	11	10	9	10	11	19	8	11	10	9	11	10	8	9	9	11	13	14	12	10	7	16	12	13	12	14	11	14	16	13	19	17	14	15	15	15	13	16	15	17	19	20	0	1	2	13	2	7	31	31	31	19	5	19	3	12	10	19	48	11	5	16	48	3	36	4	8	12	11	8	54	62	1	10	25	40	14	14	29	56	62	14	30	29	30	18	11	56	63	26	17	23	16	41	62	14	8	48	53	29	60	32	32	10	67	44	55	32	57	50	64	38	68	70	77	58	71	46	74	52	69	71	53	81	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
