step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96
5000	-487.457579859396049	-485.290717975364942	-2.166861884031124	0.000012492412645	0.000034803147725	2.785942853030698	0.509320224092424	0	1	2	2	2	4	4	4	5	5	4	4	3	4	6	6	8	6	7	7	8	8	9	8	9	9	8	13	12	10	11	12	11	10	6	9	11	11	11	12	10	11	12	10	10	12	13	12	13	13	13	12	14	14	15	14	16	15	15	11	15	15	15	13	14	14	16	14	16	15	17	17	16	16	16	19	17	19	18	21	20	21	21	21	23	23	25	24	25	26	25	27	26	28	28	31	0	1	1	1	1	5	5	5	5	7	2	4	1	13	13	12	16	7	4	18	11	18	12	8	2	20	1	60	23	18	20	34	24	24	8	19	18	36	35	27	26	25	25	1	17	38	8	17	24	31	15	36	51	34	66	8	10	52	33	27	64	50	31	42	43	48	56	28	56	40	58	15	49	60	13	79	28	77	63	71	59	78	74	51	51	68	85	49	76	83	84	41	86	64	93	93	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	3	1	3	1	2	2	4	1	5	1	3	3	3	1	2	2	2	1	2	1	2	3	1	1	1	4	1	1	3	2	3	1	4	2	1	2	1	5	6	2	2	2	1	1	2	1	1	1	1	1	2	2	1	3	2	3	4	1	3	1	2	2	2	1	2	3	4	4	1	5	3	3	2	8	1	7	1	2
5500	-512.375713592090733	-510.049061424150977	-2.326652167939745	0.000022899160048	0.000074135422829	3.237473456355423	0.433533024340673	0	2	3	1	2	5	4	4	4	4	3	3	5	4	6	6	8	8	8	6	8	7	9	10	7	10	7	13	12	11	10	11	12	9	8	10	12	11	12	10	10	12	13	11	12	12	12	12	14	13	11	13	14	15	14	14	13	14	14	12	14	16	16	15	14	14	15	15	16	15	17	19	16	16	18	19	17	19	20	21	21	21	22	21	23	22	24	22	25	27	25	29	24	28	28	33	0	1	1	1	1	4	5	2	3	2	1	4	11	5	9	1	10	27	4	11	2	7	14	1	13	23	11	39	24	11	20	9	17	10	15	19	27	1	40	5	14	11	45	17	51	24	13	32	16	25	3	9	45	28	45	25	12	48	46	23	19	48	12	25	50	32	57	43	66	36	40	19	13	60	31	49	63	74	63	43	72	12	60	26	82	79	86	71	73	82	82	21	78	93	72	68	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	4	2	1	4	1	2	1	2	5	1	1	2	1	2	4	3	3	3	2	1	1	2	3	1	2	2	4	1	1	1	1	3	1	3	2	3	3	2	1	1	4	3	1	1	1	2	2	4	4	1	1	1	1	1	3	4	4	4	2	4	2	1	1	2	4	1	9	3	6	1	1	1	2	5	3	2	11	3	2	4	10
6000	-501.308347146849144	-499.821103523653960	-1.487243623195203	0.000038731182620	0.000041374467701	1.068246949932598	0.480842051337001	0	1	2	2	3	4	4	4	5	4	3	4	4	3	6	6	6	7	8	7	8	5	10	10	9	10	9	12	11	10	10	12	10	9	9	8	13	11	11	13	9	11	12	12	12	11	11	12	12	13	13	13	14	14	12	14	15	16	14	13	15	14	14	16	15	14	15	15	16	15	15	18	18	14	16	20	17	20	18	21	19	20	20	20	24	23	24	24	24	26	25	28	25	27	29	32	0	1	1	2	3	1	4	3	14	4	1	3	3	1	2	14	4	11	7	22	20	1	19	27	18	25	16	7	34	19	36	21	1	3	22	6	28	21	24	22	13	41	33	27	4	26	21	23	4	24	23	36	49	32	24	22	47	50	28	38	51	18	43	54	38	43	40	52	46	38	41	22	75	44	68	54	71	37	59	53	51	48	51	71	84	28	84	84	66	87	81	84	86	89	66	92	1	1	2	1	1	2	1	1	2	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	3	5	1	1	1	2	3	3	3	2	1	3	1	4	2	1	1	2	3	1	1	1	5	1	2	3	1	1	1	5	2	3	1	1	1	3	1	1	2	1	1	1	2	2	3	5	1	1	1	3	1	4	2	3	2	4	3	3	3	4	2	2	6	1	3	6	2	1	6	2
6500	-442.260736797276195	-440.899703385380235	-1.361033411895938	0.000103198626332	0.000060294347885	0.584255333895742	0.486268746218975	0	2	2	1	2	5	2	4	4	4	3	5	3	3	6	7	8	7	7	7	7	7	9	8	7	10	8	13	12	10	11	11	12	9	9	9	11	11	11	11	9	12	12	12	12	12	12	13	13	14	14	12	14	14	14	14	15	16	13	12	15	15	15	15	14	14	15	12	16	15	16	18	17	16	16	19	17	19	20	19	20	21	20	21	23	23	24	24	24	26	24	28	27	28	27	31	0	1	4	1	1	8	4	7	2	3	3	13	5	7	8	14	15	5	12	9	6	11	17	4	6	13	1	45	15	18	24	23	39	19	13	13	25	1	10	18	17	30	23	39	8	26	5	29	10	60	40	31	35	46	43	36	29	36	52	18	49	68	38	26	38	37	45	30	50	18	24	17	59	47	50	31	67	60	31	28	65	80	1	40	36	82	85	79	62	84	61	46	89	80	75	90	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	3	1	3	3	1	3	2	1	1	1	1	2	5	2	4	4	1	1	1	3	1	4	1	5	1	4	1	1	1	3	1	1	2	1	4	1	3	1	2	2	3	1	2	2	1	2	3	3	5	2	3	1	2	1	3	4	3	3	1	13	5	6	1	1	2	3	4	4	5	1	6	4	2
7000	-433.255318074678826	-431.784595653040128	-1.470722421638715	0.000175657490438	0.000055702575095	0.317109022540752	0.482150562568063	0	2	2	2	2	5	3	4	4	4	3	4	5	5	6	7	7	6	6	7	7	8	9	9	9	10	8	12	8	11	11	11	12	10	8	10	11	9	11	12	9	12	11	11	12	12	12	12	13	12	13	13	13	15	15	15	15	15	13	13	16	16	15	14	15	14	15	15	15	15	16	18	17	16	18	19	18	18	20	21	20	20	20	22	24	21	26	24	25	27	25	27	27	29	27	32	0	1	1	1	1	7	5	3	7	11	2	3	11	7	14	14	11	9	4	6	6	18	11	17	14	27	16	25	10	20	23	38	13	5	5	27	20	17	16	7	10	29	23	5	1	23	30	23	12	7	22	26	30	66	32	66	52	10	43	30	50	39	43	4	23	48	33	28	35	43	64	38	29	29	66	78	56	74	47	81	61	59	23	37	79	75	89	82	82	91	57	74	85	92	80	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	2	1	2	1	1	1	1	3	1	1	4	4	2	1	2	1	2	5	2	2	1	4	7	2	1	1	5	5	2	2	1	1	2	1	1	8	1	1	2	2	1	6	3	1	2	1	4	2	1	4	4	3	1	1	1	1	3	1	2	3	7	5	2	1	1	2	3	1	4	6	2	1	2	2
7500	-402.802337125976692	-401.365026939585448	-1.437310186391225	0.000148834876664	0.000052011626769	0.349458594216627	0.594345006548262	-1	1	2	2	1	3	2	5	4	5	2	4	5	5	7	6	7	7	7	7	8	6	8	9	7	10	8	12	12	10	11	10	12	10	8	9	11	11	10	12	10	13	12	10	11	12	13	13	14	13	14	12	15	16	15	14	14	14	14	12	15	15	15	15	14	14	14	15	17	14	16	18	18	15	18	19	19	19	20	21	21	21	22	20	23	23	25	24	23	26	25	29	26	27	26	31	0	1	5	2	1	1	2	5	7	5	5	11	6	5	22	13	10	10	16	8	13	10	17	15	10	18	16	44	34	19	21	19	15	19	10	17	1	26	21	8	22	52	37	15	20	6	34	24	29	32	41	27	39	67	47	37	46	45	50	44	28	47	65	45	60	33	38	42	25	34	58	38	62	45	1	64	64	69	59	50	76	77	79	56	79	64	84	86	7	86	86	81	49	85	56	87	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	4	1	1	3	2	1	1	2	1	5	2	2	1	1	2	3	3	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	4	2	1	5	1	2	8	1	2	1	3	4	1	1	1	3	1	4	3	1	8	1	1	2	5	2	5	3
8000	-420.111257806122296	-418.741008799364010	-1.370249006758269	0.000133449734125	0.000064050979133	0.479963332662475	0.491892576726400	0	2	2	1	2	3	3	5	4	5	3	4	5	5	6	6	7	7	6	8	9	7	9	9	9	10	7	12	11	10	11	12	10	9	9	9	12	8	12	12	11	12	11	12	11	12	12	12	12	14	12	12	12	15	13	13	15	15	14	13	16	14	15	14	14	15	16	15	16	15	15	18	16	16	17	17	18	19	19	21	20	21	20	22	24	23	26	25	23	25	26	28	27	28	27	32	0	4	1	1	4	1	4	1	3	6	1	7	4	11	9	3	9	11	11	27	22	7	12	13	9	23	8	13	17	22	38	36	8	38	15	15	13	4	33	12	21	21	26	29	36	19	16	29	8	20	17	17	12	44	41	30	55	23	39	17	58	55	53	43	20	24	59	43	63	30	65	59	56	48	70	57	54	64	74	46	52	78	13	78	81	60	82	77	68	69	56	46	70	91	89	95	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	2	2	1	1	2	3	1	2	1	1	4	2	1	2	1	2	1	1	1	4	4	1	4	1	2	1	1	1	4	3	1	3	2	4	2	3	1	1	2	1	2	2	4	1	1	1	1	2	3	1	2	1	2	1	3	2	2	1	1	2	2	1	4	3	1	7	3	2	6	3	3	4	6	7	7	5	1	2	2
8500	-441.710527394517896	-440.292433703985637	-1.418093690532258	0.000119775871917	0.000044705935722	0.373246589706965	0.537551420962109	0	1	2	2	3	2	3	5	4	4	3	4	5	3	6	7	8	6	6	7	7	7	10	9	8	9	8	12	12	11	11	10	9	10	9	8	13	11	11	10	8	13	13	10	12	12	12	11	13	12	14	12	13	14	13	14	15	15	14	13	16	14	13	16	15	15	15	14	16	16	16	19	17	16	18	20	19	19	20	20	20	20	22	22	25	23	25	24	25	26	25	29	27	27	28	32	0	1	1	1	4	1	2	4	3	2	3	6	5	1	10	5	11	8	1	11	9	8	25	4	14	19	15	34	21	34	22	22	21	18	4	15	48	16	35	17	19	48	52	17	16	2	25	35	25	33	29	21	22	18	52	34	35	26	63	18	37	50	16	12	46	59	34	28	37	49	56	31	61	32	29	69	61	44	74	66	70	72	53	75	67	33	88	74	88	82	81	28	84	91	88	92	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	3	2	2	1	1	3	3	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	5	2	1	2	1	1	2	3	5	1	1	3	2	1	3	1	1	2	5	2	1	2	1	1	1	1	4	1	3	4	1	1	6	2	2	2	1	6	2	6	7	1	4	1	2	2	8	3	1	1	2
9000	-440.177208676644796	-438.804858522475911	-1.372350154168880	0.000169511566295	0.000079893971543	0.471318702841697	0.550104474942853	0	1	2	1	2	4	1	5	5	4	3	5	4	4	7	7	8	7	7	7	8	7	9	9	8	8	7	12	9	11	12	10	11	10	9	10	12	11	11	12	9	12	13	12	12	12	13	10	13	13	14	13	15	15	13	13	15	12	13	13	14	15	15	15	14	14	16	15	16	16	14	19	17	16	16	19	17	19	21	20	20	21	22	21	23	24	26	23	24	25	25	28	27	28	27	31	0	1	7	1	2	7	1	11	6	2	2	11	1	4	6	14	15	8	13	8	22	9	15	1	19	15	1	36	27	35	32	35	1	35	20	41	36	10	34	13	13	24	20	24	33	24	29	27	16	28	52	26	49	56	48	21	16	26	35	45	46	9	20	39	36	30	34	40	71	68	60	27	59	32	58	75	43	30	76	51	54	68	59	77	57	74	89	79	78	78	79	80	90	89	87	87	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	1	1	1	1	4	1	1	3	1	1	1	1	1	5	1	1	1	1	2	1	4	1	1	2	2	1	2	3	2	3	1	1	2	1	1	1	3	4	2	2	1	1	4	5	2	2	2	2	2	1	1	1	6	2	2	2	2	2	4	1	2	2	3	5	1	4	5	1	1	2	3	2	5	1	2	1	3
9500	-440.798877780067585	-439.437285540773757	-1.361592239293851	0.000160980185158	0.000087360422651	0.542678110134233	0.420088059614114	-1	1	2	2	1	5	2	4	4	5	4	4	5	4	6	7	7	7	6	8	7	8	9	10	8	11	9	11	11	11	11	9	10	11	9	10	12	10	11	11	10	13	12	11	10	11	11	12	12	13	13	12	14	14	13	14	15	15	14	13	13	15	16	15	14	14	16	15	15	14	17	17	16	17	15	19	18	20	18	18	20	20	22	22	23	24	25	24	25	26	23	27	27	25	28	32	0	1	1	1	1	11	1	4	3	4	2	4	7	7	2	5	14	5	9	15	13	18	6	16	19	32	11	36	17	23	32	14	16	21	5	18	25	13	16	4	19	46	32	16	23	41	10	34	39	31	43	41	42	43	48	36	37	34	34	26	33	37	61	32	60	49	70	53	39	48	67	55	59	65	42	50	54	80	51	23	63	72	71	24	51	78	85	47	81	6	78	65	85	85	88	93	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	4	2	3	1	1	1	1	2	1	1	1	2	1	3	1	1	2	1	1	3	2	2	3	2	4	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	3	1	3	1	1	1	2	1	4	1	1	1	1	2	1	1	3	1	2	1	4	3	1	3	6	2	1	3	5	5	2	1	7	3	11	2	11	2	1	2	2
10000	-490.091214063865493	-488.654133943693012	-1.437080120172510	0.000150362887441	0.000052584284695	0.349715848038748	0.396516597859380	-1	2	1	1	3	4	3	2	4	4	3	4	4	4	6	6	8	7	8	7	8	5	9	8	8	10	8	12	11	11	10	9	11	9	10	10	12	10	11	12	10	12	12	11	12	13	12	12	12	13	13	11	14	15	14	14	14	14	14	13	15	15	16	16	14	15	15	14	16	15	16	17	18	17	16	18	18	18	20	20	20	22	20	21	24	22	24	25	24	23	24	28	28	29	28	31	0	4	1	1	3	8	8	3	8	8	2	7	1	8	13	5	7	4	22	14	22	9	11	13	20	4	7	20	34	25	20	20	13	7	17	25	20	10	21	12	19	34	7	4	17	35	21	44	18	38	43	16	45	48	52	15	45	25	46	29	25	31	29	32	47	46	45	46	40	26	68	28	62	9	32	6	66	23	40	37	75	81	66	38	63	65	82	36	83	65	84	12	88	65	88	94	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	3	1	2	2	1	3	2	1	4	2	3	1	2	1	1	4	3	2	1	3	4	2	3	1	1	4	5	2	1	3	1	3	1	1	2	1	2	2	4	1	4	1	2	2	2	3	4	1	1	1	1	2	2	1	2	1	6	3	6	2	4	4	6	2	1	3	5	4	6	1	8	1	4	1	13	2	7	1	1
10500	-476.675707801810574	-474.964299998029674	-1.711407803780886	0.000119635353995	0.000023933127209	0.200050623910988	0.526177917326985	0	1	1	2	3	4	4	5	3	2	4	4	4	5	6	6	6	7	8	7	8	7	10	9	8	10	8	11	11	10	12	12	11	10	9	9	13	11	11	11	10	11	13	11	8	13	12	13	14	11	13	11	14	16	14	14	16	13	15	12	13	14	14	15	15	14	16	15	17	16	16	18	17	16	18	20	18	19	20	21	20	21	21	21	24	21	25	24	25	25	25	28	27	29	27	32	0	1	1	3	10	1	10	5	3	2	4	9	10	13	10	10	8	5	13	2	17	7	15	17	15	45	13	26	21	21	33	17	15	21	1	27	23	27	36	13	20	30	38	7	1	42	28	21	43	24	40	23	8	46	29	8	46	42	32	30	40	41	1	11	66	40	61	45	33	51	53	13	35	63	63	69	74	69	39	66	59	44	41	31	54	54	60	81	86	78	78	79	89	89	91	90	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	2	3	2	1	2	2	1	2	1	2	1	1	1	1	3	2	1	5	1	2	1	1	3	2	1	1	3	3	1	1	3	1	1	1	1	3	2	2	4	1	1	1	1	1	2	6	6	1	2	1	4	3	2	1	8	4	1	3	2	1	1	4	5	3	5	7	5	3	2	6	2	1	3	4	5	1	2	1	3
11000	-454.229613270760296	-452.669900293304352	-1.559712977455932	0.000161842924110	0.000041920366293	0.259018838936241	0.568413571006220	-1	0	2	2	2	5	4	5	4	4	2	5	5	5	7	7	7	8	7	7	9	8	6	10	7	10	8	10	11	11	11	11	10	10	10	9	10	11	10	12	10	12	11	12	12	12	10	12	13	14	12	12	14	14	14	13	15	15	14	13	16	16	15	15	14	14	15	15	16	15	16	19	18	16	18	18	18	18	20	20	20	20	22	20	24	23	25	24	24	26	26	28	27	28	27	32	0	1	1	2	1	11	3	2	5	3	1	7	7	1	14	6	12	25	8	4	25	12	9	17	9	15	5	20	20	21	24	27	13	27	7	10	14	21	15	29	18	15	12	27	21	33	22	37	28	12	32	17	42	27	44	41	49	21	48	48	56	50	14	28	34	36	19	11	28	65	52	55	59	59	56	54	46	50	50	60	72	50	28	73	57	81	86	71	80	88	73	87	89	87	79	95	1	1	2	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	2	1	2	2	3	1	1	1	3	1	4	2	3	1	1	1	1	2	3	1	1	1	1	1	1	4	1	2	1	3	1	2	1	5	1	1	2	1	3	3	1	2	3	5	3	1	1	3	2	1	4	2	3	3	3	4	1	2	5	1	3	2	1	3	2	1	4	1	2	1	3	2
11500	-424.268694649278473	-422.852618343849372	-1.416076305429100	0.000144211105878	0.000054232519408	0.376063404256725	0.488878892377458	-1	1	2	0	1	3	3	4	5	5	4	3	3	4	6	6	8	7	7	7	8	7	9	10	8	11	8	10	10	11	11	12	10	10	8	10	12	12	11	12	9	12	12	12	11	12	12	11	14	13	13	13	15	13	13	15	15	15	14	14	14	16	14	16	14	13	15	15	16	14	15	18	17	16	17	20	17	19	20	19	20	21	20	21	25	23	26	24	23	26	26	27	27	29	28	30	0	1	4	1	1	5	1	7	12	5	3	4	2	4	3	11	14	9	4	14	12	13	20	4	2	25	1	17	23	16	29	26	19	27	1	18	31	5	33	9	35	36	25	16	41	34	21	4	37	36	43	23	42	40	45	51	38	28	32	41	17	41	30	30	47	30	52	50	49	4	28	61	63	54	36	77	33	77	78	56	56	62	46	28	86	74	88	49	77	88	80	89	89	92	93	87	1	1	1	1	1	1	2	1	1	2	1	1	1	2	2	1	2	2	3	2	2	2	1	5	2	2	4	1	1	3	1	1	1	1	5	2	1	4	1	3	1	1	2	2	1	1	3	5	1	1	1	2	2	1	1	1	2	3	1	2	2	2	2	3	1	1	1	1	1	7	2	3	2	1	4	1	3	1	1	2	2	2	5	7	1	4	1	5	2	1	3	1	2	1	1	2
12000	-444.479069731550169	-443.086033532430463	-1.393036199119696	0.000159201490798	0.000066051578719	0.414892966065438	0.517964985147578	0	1	1	2	1	5	3	4	5	4	3	4	5	4	7	7	8	6	7	7	8	7	8	9	8	10	9	13	11	9	11	12	10	10	9	10	13	10	11	11	9	12	11	12	10	12	12	12	13	13	14	12	13	16	15	14	15	15	14	12	15	15	16	14	13	12	14	15	16	15	17	19	16	17	16	20	17	19	21	19	20	20	21	21	23	23	25	25	25	26	26	28	26	28	27	32	0	1	1	3	1	5	2	11	10	3	2	4	10	7	2	13	18	13	1	13	22	18	10	17	14	25	15	21	17	15	17	22	1	17	9	23	33	8	24	30	23	38	30	1	25	38	7	22	22	45	36	41	35	24	37	7	44	67	65	36	47	8	15	42	21	35	65	39	67	29	64	68	59	64	34	70	43	60	76	71	34	74	9	78	79	82	86	85	75	85	79	89	88	91	90	92	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	1	1	1	4	1	1	1	2	1	3	1	1	3	1	1	1	3	5	1	2	1	2	3	1	1	1	1	1	5	1	1	6	3	3	1	2	2	2	2	1	4	1	1	1	1	1	3	4	1	3	1	1	2	1	2	2	2	1	1	2	3	3	4	1	1	5	2	7	1	1	2	1	1	4	1	3	1	1	1	1	2
12500	-434.782175377808016	-433.354096016357744	-1.428079361450300	0.000163459425287	0.000058888513638	0.360263799620762	0.551189306897125	0	1	1	1	3	4	3	4	4	5	2	5	4	1	6	6	7	7	5	8	8	8	9	10	8	10	8	13	12	11	11	11	11	11	7	10	12	10	11	12	10	12	12	10	11	12	12	12	14	13	13	10	14	15	14	15	14	15	13	13	15	15	15	14	14	14	15	14	16	14	16	19	18	16	17	19	17	18	20	20	21	22	21	21	24	23	25	24	25	26	25	28	27	28	28	31	0	1	1	1	2	4	14	3	7	3	1	14	7	1	13	2	11	5	13	5	15	18	16	10	19	20	4	31	22	22	38	7	23	27	5	25	24	16	20	18	23	36	26	12	12	41	20	20	40	24	35	6	38	60	34	7	16	26	46	40	51	59	37	11	37	47	40	41	51	21	61	17	70	40	67	54	48	39	77	71	73	79	12	68	83	72	81	76	86	81	81	83	84	90	82	95	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	2	3	2	1	2	1	1	1	2	1	1	2	1	2	2	1	3	1	2	2	1	1	2	1	2	1	1	1	2	4	1	2	2	1	2	3	3	1	1	1	6	3	2	1	1	1	1	2	6	1	1	1	2	1	2	1	7	2	2	1	2	3	4	1	2	1	1	7	4	1	2	3	3	1	2	2	5	5	1	2	1
13000	-455.258924119592052	-453.867024495562873	-1.391899624029195	0.000334293611114	0.000260110370791	0.778089566010179	0.372570746988042	0	1	3	1	2	2	4	5	4	5	3	4	5	5	6	5	7	8	7	6	9	8	10	10	9	10	8	11	12	10	11	11	11	10	9	9	13	9	11	12	9	12	12	11	11	13	12	13	13	13	13	12	14	16	14	12	15	15	14	14	15	14	16	16	15	14	15	14	15	14	15	18	17	17	18	19	16	20	20	20	21	20	22	21	24	24	25	22	24	26	25	25	28	27	28	33	0	1	5	1	1	4	1	1	3	5	5	2	12	5	11	11	11	15	7	6	20	7	3	15	10	10	7	26	30	22	26	41	15	35	10	8	10	5	24	30	19	34	30	5	25	28	4	9	26	31	31	14	29	20	29	22	36	1	28	27	44	35	5	16	34	52	44	34	31	44	50	54	58	43	57	69	44	55	27	74	74	64	49	12	65	79	86	69	65	51	3	54	55	86	81	95	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	2	2	2	1	1	1	1	1	3	1	3	2	5	2	1	1	1	1	1	6	1	1	6	5	2	1	1	4	1	4	1	2	3	6	2	2	2	2	8	7	2	1	3	2	2	1	1	1	1	3	1	3	2	3	4	2	2	2	5	7	5	2	1	2	5	5	10	3	5	1	3	3
13500	-406.684361008313886	-404.963827024321915	-1.720533983991950	0.000162392207774	0.000032049882192	0.197360961042516	0.618884817568472	-1	1	2	2	0	4	4	4	3	4	3	5	5	3	6	6	8	7	7	6	7	7	9	9	8	10	6	13	12	11	11	11	12	11	9	8	12	10	12	9	11	12	12	11	11	11	12	12	13	14	13	12	14	15	15	15	15	14	14	13	15	13	15	15	13	15	15	15	17	16	16	19	18	16	17	19	17	18	20	21	20	20	21	19	24	23	25	23	25	27	26	27	27	28	28	32	0	1	5	2	1	5	14	9	4	4	2	7	14	5	8	8	7	9	9	10	16	12	19	13	7	24	10	32	44	23	23	35	41	27	9	15	11	17	31	12	15	41	44	17	36	19	4	30	17	34	21	18	39	31	53	32	62	45	37	41	60	23	40	34	34	34	47	29	50	59	53	67	47	53	66	66	59	77	72	78	73	41	84	71	88	80	88	82	88	89	85	86	85	84	93	94	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	3	1	3	1	1	2	1	1	1	2	2	2	4	1	2	1	3	2	1	2	1	2	1	1	1	1	1	1	4	2	1	2	1	2	1	1	1	2	4	1	1	2	1	1	1	2	1	4	1	2	1	1	1	2	1	1	1	2	1	4	1	3
14000	-368.100512049913561	-366.737407915999256	-1.363104133914329	0.000216583782984	0.000134254852052	0.619874905693645	0.712850040444702	0	2	2	2	2	4	3	5	4	4	2	4	3	4	6	6	7	7	7	7	9	6	10	9	9	10	8	10	12	9	10	12	11	9	9	7	11	11	10	13	11	10	13	10	11	12	12	12	13	12	14	12	15	16	14	14	14	13	14	14	14	15	16	15	14	14	15	16	16	15	16	18	17	16	17	20	19	19	21	20	20	22	19	21	23	23	24	23	25	26	25	28	26	28	29	32	0	1	1	1	1	5	2	10	11	5	1	4	3	4	8	14	8	10	10	9	9	6	5	22	19	17	9	17	45	19	19	9	27	12	17	9	17	18	20	24	25	19	46	20	22	30	17	33	52	44	52	23	51	56	37	17	49	21	49	48	30	33	60	21	50	25	31	55	70	56	62	30	53	61	57	77	46	52	74	64	74	80	53	76	64	76	77	84	87	87	86	85	83	93	93	95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	4	1	1	1	2	2	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	4	1	2	1	1	3	2	1	3	1	2	2	1	1	1	1	5	1	1	1	1	4	3	2	3	2	1	2	1	3	2	2	1	1	1	1	3	3	1	1	1
