step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87
1	-1425.803099545286841	-1424.341017460767944	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.292273651533996	0	0	0	2	2	2	2	1	2	3	3	2	3	2	3	4	4	4	6	5	6	5	4	4	4	4	6	8	6	6	7	7	8	9	8	8	8	9	8	9	9	10	10	9	11	10	10	11	9	11	10	10	12	12	14	13	14	14	15	14	16	17	18	18	22	20	20	23	22	23	22	23	23	23	25	26	25	25	25	27	26	30	28	29	32	33	32	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	2	3	3	3	3	2	2	2	2	3	4	3	3	4	4	4	5	4	4	4	5	4	5	5	5	5	5	6	5	5	6	5	6	5	5	6	6	7	7	7	7	8	7	8	9	9	9	11	10	10	12	11	12	11	12	12	12	13	13	13	13	13	14	13	15	14	15	16	17	16
500	-732.800871365274361	-730.783187224063226	-2.017684141211114	0.000010053653788	0.000024002254927	2.387416100935700	0.281916414646585	0	1	-1	2	2	2	2	1	2	4	3	3	3	2	2	3	4	5	4	6	5	6	4	5	5	5	7	9	6	6	6	5	8	9	7	7	8	9	9	9	10	10	9	8	11	11	10	11	10	11	10	10	12	12	13	14	14	15	13	15	17	15	16	18	21	19	21	23	23	24	21	22	22	23	25	27	24	26	24	27	26	31	28	29	32	34	33	3	3	0	1	1	3	8	3	8	1	4	8	9	2	1	2	7	13	7	7	14	14	14	15	1	16	17	11	26	14	14	16	29	8	14	32	32	29	30	37	33	38	23	21	31	32	31	29	44	36	29	30	39	37	19	36	41	23	44	40	35	4	49	49	66	44	59	44	59	22	34	44	62	65	63	34	66	66	59	68	45	63	2	59	74	63	62	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	2	2	2	2	1	2	3	1	2	3	1	2	1	1	1	3	2	2	2	2	2	1	1	1	2	2	2	4	2	3	1	2	2	3	3	2	4	6	3	6	2	3	5	7	4	4	1	6	4	7	7	8	7	7	5	2	6	10	3	3	6	2	8	10	14	9	6	13	11
1000	-598.175372066672139	-596.353800357390355	-1.821571709281838	0.000010000255569	0.000018916452260	1.891596882735252	0.427308640296336	0	0	-2	2	3	1	2	1	0	3	2	1	3	2	2	3	4	5	6	5	6	5	4	4	4	5	7	7	5	6	7	6	8	8	9	9	8	9	8	10	9	11	9	8	11	10	10	11	10	12	10	11	13	13	14	12	15	14	15	14	17	18	18	17	23	17	21	23	21	23	23	23	22	23	25	26	25	25	25	27	26	30	29	29	32	34	31	3	3	0	3	8	3	1	2	3	1	8	3	4	8	3	15	11	13	11	5	7	23	1	14	5	16	17	2	16	23	5	16	29	23	5	32	32	29	30	32	33	33	31	23	43	32	31	41	14	36	38	39	39	40	35	32	41	45	34	37	45	45	49	44	73	59	20	63	66	63	67	63	59	63	73	71	74	68	59	68	62	65	35	73	73	74	68	1	1	1	3	1	1	1	1	1	2	1	2	1	1	3	1	1	1	3	1	2	1	2	1	1	1	2	3	1	1	2	2	2	3	4	2	1	2	1	2	1	2	1	2	1	2	2	1	3	3	1	2	3	2	2	4	3	2	4	3	2	4	4	4	1	1	6	2	2	3	1	4	4	2	1	2	2	1	4	2	4	5	11	4	5	5	4
1500	-499.517171816374287	-497.958936073974883	-1.558235742399420	0.000010059225969	0.000012571236675	1.249722067463931	0.561168053516755	0	0	-1	1	2	3	2	1	2	3	3	3	2	2	3	2	4	5	6	4	6	6	4	5	4	4	7	9	6	5	7	5	9	8	9	8	7	8	7	9	10	11	8	10	11	10	10	12	9	11	10	11	9	12	14	13	14	14	16	13	16	17	17	18	22	20	21	23	22	22	22	24	24	22	25	27	26	26	26	27	27	30	29	29	33	32	32	3	3	0	3	1	5	2	3	1	7	1	4	2	4	1	2	5	13	7	15	23	14	14	14	7	16	17	7	16	14	21	16	29	22	22	32	32	29	30	37	33	33	21	49	34	37	22	41	23	36	38	39	39	40	47	50	33	34	49	54	34	44	61	61	66	63	58	74	66	62	64	68	68	66	73	71	72	72	74	73	68	72	77	77	84	81	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	1	3	2	2	1	2	2	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	3	1	1	3	3	1	4	3	1	1	1	2	3	1	1	2	2	1	1	2	1	2	1	1	1	2	2	3	1	1	2	2	2
2000	-480.861956952557307	-479.214850073099342	-1.647106879457956	0.000010032939783	0.000014720060767	1.467173239816897	0.668369456140807	0	0	-2	2	1	2	3	1	2	3	3	3	3	2	2	4	3	5	6	4	5	6	5	4	4	5	6	8	6	7	7	7	9	9	8	8	8	8	8	10	10	10	8	10	10	10	11	11	9	12	10	11	12	12	14	13	15	15	15	14	13	14	17	17	22	20	21	24	23	23	22	24	24	23	24	24	26	25	26	27	26	29	27	29	30	33	33	3	3	0	1	3	1	8	1	1	8	5	8	9	1	5	9	5	13	20	9	14	14	14	14	8	16	17	11	16	21	21	26	29	22	22	32	32	29	30	37	33	33	21	49	21	37	31	41	23	36	38	30	39	40	45	50	41	45	43	40	35	44	59	62	66	63	64	74	65	66	64	74	74	65	74	64	68	72	74	77	72	72	77	68	77	84	85	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	3	1	1	1	1	2	2	2	1	1	1	1	2	1	1	2	1	2	1	2	1	2	2	1	2	2	1	1	1	2	2	4	2	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	3	1	2	2	3	1
2500	-497.364836836263805	-495.609976002208214	-1.754860834055586	0.000010070165905	0.000017404603072	1.728333300113046	0.618907575976740	1	0	-1	2	3	2	3	0	2	4	2	2	4	1	4	3	4	5	6	2	6	4	5	5	4	5	6	8	6	6	7	8	8	7	8	9	7	9	8	9	9	11	11	8	11	10	10	11	9	12	11	10	12	12	14	14	15	15	16	14	17	17	18	18	21	19	20	23	22	23	22	23	23	22	25	24	25	25	25	25	26	30	28	29	32	31	32	8	3	0	8	20	2	11	3	8	3	1	2	11	3	20	20	20	13	5	2	14	14	14	14	11	16	17	19	26	22	21	37	29	22	21	37	16	29	34	32	33	33	14	23	31	37	23	41	44	36	38	39	52	40	43	36	48	35	35	40	58	59	58	59	63	63	64	74	65	66	64	74	74	65	72	71	68	73	72	73	68	73	81	72	82	72	80	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	7	1	2	2	2	1	1	1	1	1	1	2	2	3	2	3	3	3	1	1	2	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	3	1	2	2	4	3
3000	-501.783337865748820	-500.369843138528211	-1.413494727220614	0.000010173319449	0.000008696683702	0.854852120336092	0.680732707137010	1	0	-1	2	3	2	1	1	1	4	3	3	2	3	2	4	3	4	4	6	6	5	4	4	5	5	7	8	6	5	7	8	8	10	7	9	7	8	8	10	9	11	9	10	12	8	10	12	9	11	10	9	12	12	14	13	15	14	16	15	15	17	18	18	21	20	21	23	23	21	22	23	24	21	25	26	25	26	25	27	26	30	28	28	31	31	29	3	3	0	7	7	1	3	2	3	11	1	3	1	2	8	4	9	13	11	11	14	14	14	14	15	16	17	20	16	14	23	37	29	14	20	37	16	29	30	37	33	33	14	21	39	37	31	41	31	36	38	30	52	40	45	50	41	31	49	54	34	44	59	44	63	63	64	74	65	63	67	74	74	66	74	71	74	68	68	77	72	84	81	72	82	73	73	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	1	2	1	1	2	2	2	2	1	1	3	3	4	1	2	3	1	3	2	1	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	3	3
3500	-510.303363472967362	-508.730264406378524	-1.573099066588827	0.000010190776408	0.000013110801390	1.286536066086104	0.745370372787864	0	0	-1	2	2	2	3	1	1	4	3	3	2	2	3	2	4	4	5	4	6	4	4	3	4	5	6	9	6	7	7	8	8	8	8	8	7	9	8	10	9	11	10	10	12	11	10	12	9	11	10	10	12	13	14	14	15	14	15	14	15	16	17	18	22	20	21	24	22	22	23	24	23	20	24	27	25	26	26	27	26	30	28	30	30	33	32	3	3	0	2	2	9	9	1	2	4	2	3	2	3	1	1	1	13	20	4	14	14	14	14	8	16	20	20	26	22	22	37	29	2	23	26	26	29	30	32	33	33	28	35	21	37	34	41	23	36	29	39	52	40	45	50	41	45	49	40	45	45	59	59	63	63	64	73	74	66	64	74	74	63	74	67	73	68	72	73	74	77	72	77	73	77	85	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	3	1	1	1	2	1	1	1	1	2	1	4	1	1	1	1	1	4	2	1	1	2	1	2	1	1	1	1	3	2	1	2	2	1	2	2	1	2	1	1	2	1	3	2	1	2	1	2	2	2	2	1	1	1	2	2	1	2	2	2	1	1	1	2	2	2	2	2	4	3	1
4000	-468.437797563806669	-466.625964847211321	-1.811832716595342	0.000010708935411	0.000020000360873	1.867632972495403	0.737843419954565	0	0	-1	2	2	2	1	1	2	3	3	2	3	2	2	4	4	4	6	5	7	5	4	5	5	5	6	8	7	6	7	7	8	10	8	9	8	9	8	10	10	9	8	10	10	10	10	11	8	11	10	10	10	12	14	14	14	14	15	12	16	17	18	17	21	20	20	24	23	22	22	24	23	24	25	25	25	26	26	27	26	30	27	28	32	34	32	3	3	0	8	1	2	2	3	2	8	8	2	4	7	3	15	15	5	7	7	23	14	14	14	11	16	1	19	16	14	14	26	29	23	22	32	32	29	30	37	33	33	22	49	11	37	43	41	23	36	38	30	39	40	35	50	41	34	49	40	34	44	61	59	66	63	64	73	65	66	64	73	65	73	72	71	73	74	68	81	74	84	77	74	82	82	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	3	1	2	2	2	1	1	2	2	2	1	2	2	1	2	1	2	1	3	1	1	1	2	1	1	2	2	1	2	1	2	2	3	1	2	3	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1
4500	-485.137648398089084	-483.610917782175136	-1.526730615913942	0.000010927393230	0.000012791688591	1.170607511006063	0.685698167798992	0	1	-1	2	3	3	0	1	2	3	3	3	3	2	3	3	4	4	6	4	7	5	4	5	3	5	7	8	7	6	6	6	8	9	6	7	8	9	8	9	10	10	10	10	9	10	8	12	10	10	9	10	13	12	14	14	14	12	14	15	16	16	18	17	22	20	20	24	22	23	22	23	21	24	25	27	25	26	24	27	26	30	28	30	32	32	33	3	3	0	2	8	8	3	3	7	1	8	3	2	2	7	2	3	13	4	11	22	14	14	23	8	16	20	19	26	23	23	16	29	35	22	32	32	29	30	32	33	33	35	21	5	37	31	41	31	36	29	39	52	40	58	50	48	34	49	40	45	59	44	62	63	63	64	72	73	66	64	73	63	72	68	71	72	73	73	81	74	80	81	81	84	84	85	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	3	2	2	1	1	1	2	2	1	2	1	2	1	2	2	1	1	2	3	2	3	1	1	1	2	1	1	1	3	1	2	1	1	2	1	3	1	1	1	1	2	2	1	1	1
