"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"914dbc27b0","zuper",79,0.692307692307692,0.676121794871795,3.54011075949367,NA,1,1,0.0132779478719891
