step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
5000	-405.869900750234251	-414.920744130685591	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997090157698848	-3	10	29	28	20	16	27	38	23	27	32	28	36	26	32	40	32	34	37	39	35	40	32	36	46	35	42	33	45	42	41	49	49	40	38	46	48	49	42	51	43	51	50	54	60	54	56	52	63	58	57	65	67	53	56	58	64	68	63	71	59	61	71	73	65	63	60	74	62	75	79	70	75	80	71	76	81	85	101	0	1	9	5	2	1	6	28	5	6	12	5	12	6	4	11	3	10	23	26	11	28	14	12	16	11	28	12	30	13	18	30	41	26	28	41	41	30	21	19	28	36	36	43	44	33	37	25	46	38	41	67	52	25	34	34	42	61	47	52	25	47	62	62	50	55	25	52	48	63	75	69	54	58	69	52	73	64	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-431.034062435168664	-440.084905815620004	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989464580108413	4	7	31	31	21	18	16	41	27	20	37	34	25	26	35	33	37	30	35	33	28	37	34	40	41	40	43	42	45	44	44	38	35	45	41	43	50	46	44	48	40	47	53	55	63	52	56	46	64	54	41	65	59	48	56	53	66	69	68	67	54	60	72	81	64	62	66	73	62	73	81	70	80	66	77	79	81	88	100	0	1	14	9	6	2	2	13	10	7	13	14	7	5	3	5	4	5	13	9	7	20	18	23	32	3	51	15	15	22	8	9	21	15	9	15	39	35	25	48	15	20	11	34	53	40	54	33	37	42	4	66	46	22	35	33	62	69	65	47	42	44	74	60	66	38	44	47	43	67	68	57	58	55	72	68	72	73	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-416.715526224828807	-425.766369605280147	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995980455666549	0	8	21	25	18	20	16	42	27	27	37	28	36	27	29	34	37	31	41	40	31	35	30	37	45	44	43	43	47	42	46	51	46	42	44	40	48	47	42	43	45	53	54	55	63	54	55	57	55	56	62	62	64	54	53	51	65	67	59	75	57	63	71	79	72	56	69	76	59	70	79	70	80	76	78	76	85	82	94	0	1	1	6	2	5	1	12	4	6	22	3	23	3	3	21	15	9	14	17	3	15	14	12	13	16	19	20	21	24	35	29	13	22	19	16	26	34	11	13	36	25	33	39	46	29	41	42	56	56	46	54	49	31	25	33	31	49	66	57	35	50	58	63	52	32	62	45	54	57	57	61	72	63	70	70	72	60	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-412.908117691412770	-421.958961071864110	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998365448475689	5	7	30	33	20	17	9	44	23	26	38	29	28	24	32	35	35	27	39	37	33	31	37	36	44	42	36	42	48	43	42	47	44	41	44	45	48	38	44	48	45	48	52	56	65	58	54	63	62	59	55	66	63	57	52	56	70	69	66	68	54	63	59	78	71	69	63	74	74	73	84	77	70	80	79	75	80	84	101	0	1	9	18	7	1	1	4	7	6	24	9	5	5	10	15	18	5	24	18	14	14	12	22	19	38	13	24	19	16	11	30	16	15	27	27	8	24	18	26	11	16	33	36	61	32	8	51	54	28	37	63	61	40	8	28	45	59	44	46	20	43	28	68	43	46	46	67	73	66	64	60	62	52	72	48	72	77	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-421.568929697847636	-430.619773078298977	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.948001646425717	5	8	27	32	21	12	16	40	23	26	40	32	33	29	28	39	31	30	37	27	35	39	31	35	45	31	43	33	47	36	36	45	42	38	41	44	47	49	42	49	47	56	50	55	55	58	56	50	64	57	65	59	61	58	60	60	65	70	64	70	65	64	74	79	67	68	65	71	66	76	85	69	73	74	77	75	82	84	89	0	1	7	5	7	1	1	19	7	9	3	20	7	5	5	23	15	15	10	9	26	24	5	5	8	10	28	7	3	3	17	11	24	20	31	24	30	34	8	22	13	34	25	32	41	40	37	34	42	37	56	48	11	37	42	44	52	53	55	69	52	44	50	73	42	53	50	59	57	73	75	62	72	51	66	61	60	70	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-432.731761976370024	-441.782605356821364	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987676644250363	7	9	30	34	18	15	27	43	25	23	38	28	35	29	34	34	38	30	41	34	37	35	33	40	43	39	42	22	46	35	39	46	40	45	37	39	43	48	42	40	35	50	52	50	55	55	56	59	61	55	64	66	59	50	50	59	66	59	67	68	63	56	73	82	58	68	57	70	61	67	75	63	70	63	73	78	77	86	94	0	1	5	3	6	2	28	16	6	6	15	9	14	28	9	7	18	5	23	14	20	9	7	41	33	3	23	2	36	7	3	16	4	24	20	7	21	37	26	16	7	39	29	19	44	32	29	25	62	17	62	72	44	23	8	44	72	42	48	61	43	42	56	77	44	58	54	49	45	46	68	47	46	42	52	70	69	68	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-434.052760883638200	-443.103604264089540	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987874724721461	5	10	17	22	16	20	22	40	23	28	36	30	30	29	34	42	35	31	39	35	35	33	32	38	41	41	41	42	51	46	38	48	48	41	45	41	49	50	39	53	38	54	51	62	59	45	58	59	57	43	63	64	65	56	61	62	68	65	71	69	54	63	57	72	58	65	67	73	72	58	81	69	73	76	72	78	79	85	99	0	1	2	2	1	2	3	17	3	7	7	4	4	3	12	3	10	9	20	15	23	12	9	17	20	13	24	19	36	22	23	25	27	11	24	23	8	20	12	25	22	31	27	48	54	27	40	33	40	21	63	47	48	37	49	50	56	63	65	53	37	55	43	56	25	47	56	66	72	43	75	62	66	69	52	75	66	73	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-409.701489405872564	-418.752332786323905	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998623541864242	1	10	30	26	20	16	24	40	28	27	42	31	34	27	31	41	33	34	40	35	37	31	36	35	42	38	40	43	47	33	43	50	42	29	42	40	48	45	40	53	39	53	54	59	60	56	56	63	58	48	57	58	50	58	55	45	64	71	61	73	65	61	69	72	65	62	67	73	73	74	79	75	72	67	78	68	80	84	91	0	1	5	6	2	2	5	21	7	5	12	10	15	7	7	15	9	34	17	15	7	10	12	12	26	17	18	21	8	34	20	12	23	14	10	18	16	36	30	29	30	53	53	46	46	32	32	44	37	35	53	43	13	11	32	36	29	54	42	61	46	51	49	61	62	52	54	74	65	63	73	67	62	51	68	65	63	64	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-418.868025725848611	-427.918869106299951	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995432434002892	3	10	32	34	21	17	26	43	24	15	41	26	36	22	30	35	35	24	41	31	34	36	37	33	41	42	43	46	51	38	43	45	39	41	39	46	37	44	44	56	35	45	44	54	63	47	50	49	58	57	63	63	54	50	60	60	67	53	66	74	61	52	71	82	68	61	65	72	70	79	83	76	82	66	78	76	82	88	91	0	1	7	14	10	2	18	16	6	2	7	14	3	10	5	9	15	5	16	18	7	3	20	7	4	22	13	33	28	41	24	31	4	13	17	34	20	30	34	29	15	11	35	28	34	25	43	42	39	54	29	47	48	34	40	62	55	34	44	65	47	36	52	75	61	53	38	74	61	65	75	57	65	49	74	65	72	73	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-438.571062398578988	-447.621905779030328	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984833103567788	3	7	27	32	20	20	17	45	19	22	40	32	27	31	24	36	35	31	40	38	34	33	40	26	43	42	38	26	53	32	45	49	46	39	43	41	41	46	37	42	47	57	53	47	61	59	52	54	61	49	51	62	54	57	48	63	66	67	72	72	59	57	72	69	70	69	64	73	72	76	73	69	80	72	81	77	89	89	80	0	1	10	28	7	7	2	22	1	5	24	7	9	9	7	22	13	5	27	3	15	13	21	9	27	24	14	7	31	15	30	23	22	14	12	16	14	11	28	12	37	55	41	35	48	44	44	8	42	35	11	42	55	50	35	49	53	49	57	64	42	43	64	46	45	56	42	46	54	74	58	53	71	72	72	68	74	73	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
