step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
1	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.816271193251194	3	7	29	31	20	18	24	42	26	26	39	32	34	27	31	39	35	32	40	38	36	37	37	38	43	40	41	42	50	41	42	49	45	41	43	44	46	48	42	51	44	53	50	58	62	56	56	61	62	57	62	66	64	57	59	61	66	69	68	72	62	63	72	79	69	66	67	75	71	76	83	74	79	79	79	77	85	86	100	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-412.190923399761914	-421.241766780213254	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999590807264450	7	8	27	28	19	16	24	37	23	19	33	26	35	27	31	38	38	31	39	32	37	36	34	32	40	41	34	35	46	44	40	47	43	39	44	44	43	44	32	51	41	55	49	54	58	50	57	51	61	59	60	67	63	59	59	52	60	65	67	74	65	62	71	80	69	67	70	67	64	74	84	72	70	80	81	79	78	87	88	0	1	10	5	6	1	6	14	10	6	15	10	12	10	6	18	27	7	23	9	20	15	5	9	20	15	18	18	27	22	17	41	27	15	31	26	8	19	9	41	23	35	24	38	42	35	43	29	48	44	47	42	45	42	48	38	46	57	47	63	40	32	52	59	61	57	69	62	62	63	76	58	51	58	58	70	60	64	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-412.462490545381854	-421.513333925833194	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998893025844258	2	4	29	32	18	15	22	42	25	25	32	30	29	19	31	36	31	30	41	41	39	37	36	32	39	37	37	37	46	38	37	50	44	43	44	47	47	45	44	45	43	49	49	57	46	52	52	61	57	60	55	66	60	56	60	56	63	69	59	74	63	65	73	74	68	65	65	70	73	76	75	75	78	81	73	72	84	81	96	0	1	10	10	6	1	6	31	14	14	13	10	5	6	7	13	10	7	23	24	31	11	5	3	31	3	15	18	31	17	17	20	19	16	19	24	17	27	30	3	19	8	40	24	4	40	45	56	37	54	39	59	54	43	46	32	56	52	45	58	49	51	53	57	50	50	56	52	67	55	65	62	58	60	53	61	60	58	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-428.706969608604368	-437.757812989055708	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988787569761721	4	11	32	35	16	20	23	39	25	28	38	23	35	28	31	42	32	25	42	35	36	41	33	32	44	44	39	42	49	39	40	49	34	41	40	48	47	47	44	52	45	48	52	55	61	53	57	62	60	57	62	62	59	53	61	61	64	67	57	73	49	47	73	79	59	62	69	72	70	76	75	64	76	81	72	78	85	81	90	0	1	9	15	1	2	5	23	5	7	14	6	10	7	7	23	15	5	30	15	15	33	10	10	8	9	10	17	30	23	4	25	15	3	21	34	34	21	35	28	30	8	13	54	26	19	30	53	50	40	65	46	44	28	44	65	40	53	38	58	41	34	67	75	31	47	72	56	57	57	47	50	66	69	67	48	64	64	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-418.094068041545654	-427.144911421996994	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994777514907265	-1	10	25	27	23	21	17	31	26	26	43	32	33	28	29	41	37	33	41	38	38	33	40	36	42	37	43	41	50	35	31	52	48	41	40	39	46	47	39	49	38	53	49	58	61	57	44	56	62	59	62	61	58	56	46	59	65	58	67	60	61	55	69	75	67	63	61	74	64	76	82	72	68	72	65	74	77	88	89	0	1	5	6	2	7	2	3	6	7	39	3	9	5	6	26	14	5	9	13	8	14	12	31	41	10	20	26	11	4	4	33	30	13	30	10	41	20	31	39	31	38	16	28	62	26	41	37	42	28	46	56	55	33	34	42	62	40	48	48	62	37	45	65	60	53	56	75	62	52	70	73	69	63	53	73	59	71	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-432.704811300248593	-441.755654680699934	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989587359349231	0	11	26	33	19	17	24	38	28	29	40	34	28	23	26	33	30	35	35	37	33	36	37	38	38	45	36	44	47	32	40	47	44	40	42	43	49	48	31	49	41	55	48	57	62	56	59	59	55	56	64	49	60	59	58	50	58	67	66	68	66	66	66	83	62	64	66	63	70	77	76	73	74	78	82	78	80	86	93	0	1	2	5	2	1	6	9	7	7	22	39	14	5	6	13	15	39	15	15	15	10	7	18	9	27	15	8	19	13	16	16	23	12	24	8	35	31	3	12	19	35	18	40	50	33	11	42	52	38	55	26	56	43	33	26	18	54	55	47	54	45	37	76	48	50	65	46	68	63	44	65	47	58	71	69	48	72	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-414.140119968984550	-423.190963349435890	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.966392435873820	3	9	32	32	19	19	23	39	26	23	37	30	33	30	32	39	34	33	43	36	35	38	39	35	43	32	38	40	52	39	42	51	33	41	40	41	48	51	33	52	40	47	27	47	54	54	58	63	59	47	51	69	63	57	60	59	66	65	70	65	60	56	72	68	68	68	66	76	69	78	86	74	77	77	72	79	80	85	82	0	1	7	10	1	2	5	26	5	5	3	7	43	7	9	15	15	12	26	13	9	14	26	39	21	12	26	26	37	13	13	41	2	17	18	20	3	22	43	37	17	19	6	30	50	38	38	62	40	35	19	56	32	40	46	46	47	47	55	46	40	51	65	56	49	49	49	69	61	69	70	69	59	66	48	68	48	76	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-418.472764398836773	-427.523607779288113	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996193659695459	3	11	30	33	19	15	26	32	25	27	30	33	38	27	24	40	33	33	38	32	33	34	38	39	42	42	38	39	48	41	40	45	36	41	39	38	44	45	35	33	44	47	52	58	60	57	52	58	59	54	61	67	60	55	59	59	63	71	70	69	62	64	74	80	69	69	56	68	66	57	81	73	74	77	81	74	85	81	91	0	1	9	15	6	2	5	7	5	5	5	10	20	15	2	7	9	3	4	6	15	10	22	21	13	36	12	21	16	17	9	34	20	20	33	11	33	31	14	11	3	33	32	25	67	47	29	47	32	28	47	45	67	41	42	41	46	55	68	69	48	43	69	76	61	53	42	46	25	47	58	62	45	58	66	65	76	73	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-413.094141029389959	-422.144984409841300	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986642207990503	3	8	32	30	19	15	22	36	22	25	35	32	29	13	30	38	36	26	39	32	30	33	35	38	42	40	42	40	52	45	41	49	47	44	43	38	45	52	44	55	46	43	49	55	60	46	57	60	61	59	58	62	60	50	60	56	62	66	69	69	65	64	74	76	68	65	54	67	74	78	79	75	78	77	77	75	84	84	95	0	1	10	6	2	2	6	20	6	7	15	15	18	1	10	4	18	7	22	10	18	13	20	9	24	12	24	12	46	26	3	30	31	28	11	20	24	39	3	35	8	24	3	43	33	35	32	43	29	44	67	47	44	46	47	41	51	67	48	49	51	54	59	60	44	45	33	53	44	69	57	62	69	51	60	68	58	63	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-417.818714941163364	-426.869558321614704	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982501944233699	1	9	28	34	16	22	23	40	25	26	35	27	20	28	33	30	38	34	35	39	36	33	36	38	45	43	43	31	47	42	44	51	45	38	39	43	48	47	39	52	37	50	43	57	62	56	56	53	58	60	58	66	59	49	60	51	62	59	68	68	63	64	73	76	67	64	67	77	69	78	82	74	72	75	80	73	85	87	93	0	1	9	10	2	5	13	41	2	7	12	13	5	7	12	3	28	3	12	41	16	12	9	22	34	21	24	12	31	17	22	18	22	10	15	23	18	26	15	25	16	35	19	37	25	39	48	25	37	32	56	42	46	43	56	19	53	27	61	58	58	57	52	67	57	55	51	60	57	52	68	59	67	55	68	45	74	71	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
