step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-3277.975474909094828	-3276.513392824575931	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.686203866576407	-1	1	2	6	3	3	6	4	6	5	7	6	5	9	8	7	8	8	10	8	9	9	9	10	11	10	12	12	12	11	11	15	12	13	13	13	13	14	14	14	16	14	15	16	15	15	15	17	18	17	17	18	15	17	16	16	16	16	18	18	18	17	18	19	19	20	20	20	22	20	20	21	21	21	22	21	22	23	23	24	24	24	26	26	26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	2	2	4	3	4	3	4	4	3	5	5	4	5	5	6	5	5	5	5	6	6	6	7	7	7	6	6	8	7	7	7	7	7	8	8	8	9	8	8	9	8	8	8	9	10	9	9	10	8	9	9	9	9	9	10	10	10	9	10	10	10	11	11	11	12	11	11	11	11	11	12	11	12	12	12	13	13	13	14	14	14
500	-986.283543311342896	-984.339910286555778	-1.943633024787086	0.000009974818009	0.000021913475434	2.196879723848793	0.261296401710758	-1	2	1	5	2	4	6	4	7	5	6	7	6	9	9	7	8	7	10	8	9	9	10	10	8	11	10	12	12	11	8	14	12	13	11	13	13	15	13	14	16	12	14	15	15	15	14	17	16	18	17	18	15	15	16	16	16	17	19	18	19	18	19	18	19	21	21	21	22	21	20	22	22	21	23	22	23	24	23	25	25	25	26	27	26	0	1	1	2	3	2	10	3	4	8	2	6	10	11	10	7	2	2	7	7	18	18	20	17	18	18	6	20	18	25	18	11	25	18	24	30	26	28	31	31	47	22	29	31	24	20	25	25	29	39	31	42	43	0	31	32	43	35	29	42	42	43	24	39	31	58	31	32	24	35	39	39	0	56	32	64	24	39	39	56	32	31	35	39	18	1	2	1	2	1	1	1	2	1	1	2	2	1	2	2	1	3	4	2	2	1	1	1	1	1	2	3	3	2	2	1	5	2	3	1	1	1	1	5	3	1	2	1	5	3	3	4	5	2	4	7	5	1	1	6	1	1	4	4	3	5	3	7	2	8	2	8	7	8	5	3	7	1	3	6	3	7	8	8	6	7	14	10	8	13
1000	-771.487769813915065	-769.935954339906289	-1.551815474008758	0.000010015723695	0.000012356713146	1.233731432886128	0.362027661510479	-1	1	1	6	3	3	6	4	7	4	7	6	5	10	8	8	9	7	11	9	9	8	10	10	11	10	10	12	11	10	10	13	13	14	14	13	14	14	13	14	16	11	14	17	15	15	16	17	15	15	18	17	15	16	16	15	17	16	19	18	19	18	19	20	19	21	21	20	23	20	20	22	21	21	22	22	20	24	24	25	24	25	26	27	26	0	1	1	2	3	2	10	3	4	3	6	2	10	11	7	10	11	2	15	10	18	18	20	22	18	11	11	20	24	18	18	25	25	42	29	30	26	28	31	31	32	18	29	31	35	38	25	25	29	39	55	42	43	0	31	32	53	53	49	42	42	53	53	65	50	57	40	56	49	49	65	39	0	56	56	50	49	71	39	68	68	27	77	71	24	1	1	2	2	1	1	1	2	1	2	2	3	1	1	1	2	1	4	2	4	1	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	4	1	1	3	3	2	1	2	3	1	1	3	1	1	1	3	3	6	2	2	1	4	1	5	5	4	3	1	5	1	4	3	3	3	2	6	4	3	13	5	4	9
1500	-682.211478641743838	-680.184155430531860	-2.027323211212024	0.000010026401482	0.000024189227635	2.412553265299311	0.484596191236169	0	2	1	6	4	3	6	4	7	5	8	6	6	9	8	8	7	7	10	8	9	9	9	9	11	11	12	11	12	11	11	15	13	13	14	13	13	13	14	14	17	14	13	15	15	15	15	18	17	16	17	18	14	17	16	17	15	16	18	19	19	17	18	18	19	20	20	21	22	20	19	22	22	19	23	19	21	23	24	24	25	25	26	27	27	0	1	1	2	3	2	10	3	4	8	2	1	10	4	10	10	6	2	15	10	18	18	20	18	22	11	22	20	24	18	11	33	25	27	29	30	26	28	31	31	32	34	29	31	29	38	33	33	29	39	55	42	43	0	31	32	53	53	29	42	42	53	53	39	50	57	55	56	59	49	64	50	0	56	56	50	49	71	76	74	74	18	77	78	70	1	1	1	2	1	1	1	2	1	1	2	3	1	2	2	2	3	2	1	2	1	1	1	1	1	1	1	2	2	3	1	1	2	1	1	1	1	1	2	2	2	1	1	2	2	1	1	3	2	1	1	3	1	1	3	1	1	1	2	3	3	2	2	1	3	3	2	2	2	2	1	4	1	1	2	1	2	2	3	3	3	13	2	1	5
2000	-594.784622170720013	-592.783962375812166	-2.000659794907826	0.000010060806647	0.000023574615994	2.343213304969893	0.639050569719234	-1	1	3	6	3	3	5	1	7	3	7	6	5	9	8	7	7	7	11	7	9	9	9	10	11	9	11	11	11	11	11	14	13	13	13	13	13	13	13	14	17	15	13	17	15	15	16	18	16	15	16	17	15	16	17	16	17	17	18	18	19	17	19	19	18	20	21	20	21	20	20	21	21	20	22	22	20	23	24	24	25	25	26	27	26	0	1	8	6	8	2	10	1	4	8	2	6	10	17	7	7	6	6	15	10	18	18	20	21	18	18	22	20	24	18	18	25	25	27	29	30	26	28	31	31	32	34	29	31	35	38	26	47	29	39	40	42	43	0	40	32	53	53	49	52	52	53	58	50	50	57	55	56	59	49	64	50	0	56	68	72	49	71	76	74	74	50	77	71	77	1	1	1	2	2	1	2	1	1	1	3	1	1	1	1	1	2	2	2	2	1	1	1	1	2	1	1	3	1	2	2	1	1	1	1	1	2	1	1	2	2	1	1	3	1	1	6	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	1	2	2	2	1	2	1	1	1	1	2	2	2	2	3	7	3	4	4
2500	-558.719419322878025	-557.039105985683477	-1.680313337194523	0.000010003217852	0.000015480728921	1.547574905413247	0.607111162543552	-1	1	3	5	3	3	6	2	7	5	8	6	6	10	6	6	9	8	9	8	9	9	10	10	10	10	11	12	12	11	12	13	13	12	14	13	13	14	15	14	16	14	14	15	15	15	16	18	17	16	17	17	15	17	16	17	16	16	19	19	18	18	18	19	19	20	20	20	22	20	20	20	21	21	22	21	23	23	24	25	25	25	26	25	26	0	1	8	6	8	2	10	1	4	3	6	6	10	11	10	10	11	6	8	15	18	18	20	21	11	18	22	20	24	18	18	25	25	27	29	30	26	28	31	31	32	34	29	31	29	38	33	33	35	39	40	42	43	0	40	32	53	53	49	52	52	58	53	50	50	57	55	56	59	49	64	50	0	56	68	72	49	71	76	74	74	71	77	64	77	1	1	1	1	1	2	1	2	1	1	3	2	1	1	1	1	1	2	4	1	1	1	1	1	1	1	1	3	1	2	2	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	2	3	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	2	1	3	1	1	3	2	2	2	3	4	1	2	2
3000	-562.855652044446288	-561.242063240677339	-1.613588803768986	0.000010222424189	0.000014165750438	1.385752555005750	0.705884111662617	-1	1	3	6	4	3	6	1	6	5	8	7	4	10	7	7	9	7	10	8	9	9	10	10	10	11	11	12	12	12	11	15	12	13	14	13	12	14	13	14	17	15	14	16	16	15	16	17	17	17	18	17	15	18	17	16	17	16	19	18	19	17	17	19	19	20	20	21	22	20	21	19	19	21	22	21	22	24	24	25	22	25	26	26	26	0	1	8	6	8	2	10	1	2	8	2	6	8	11	10	10	18	6	15	15	18	18	20	21	18	18	22	20	24	25	18	33	25	27	29	30	26	28	31	31	32	34	29	31	29	38	33	33	29	39	55	42	43	0	40	32	58	53	49	52	52	58	58	50	50	57	55	56	59	49	64	50	0	56	68	72	70	71	76	74	74	71	77	78	77	1	1	1	1	2	2	1	1	3	1	4	2	1	1	2	2	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	1	2	1	2	2	1	2	2	1	2	3	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	3	2	2	1	1	1	2	1	1	1	2	2	2	1	4	2	1	2
3500	-555.788410897505400	-553.973659147230364	-1.814751750275034	0.000010605566667	0.000019883426758	1.874810406852391	0.671280501176824	-1	2	2	4	4	3	5	4	7	3	5	6	5	7	7	8	8	7	11	8	9	9	9	10	10	9	11	12	12	11	12	14	12	13	13	14	14	14	15	14	17	15	14	17	15	15	15	17	18	17	17	19	15	17	16	17	17	17	19	18	17	17	18	18	19	21	20	20	23	20	20	19	22	21	22	21	20	23	23	25	25	25	26	25	24	0	1	1	6	3	2	10	3	4	3	6	11	10	11	7	7	11	6	15	15	18	18	20	21	18	18	22	20	24	25	27	25	25	27	29	30	18	20	31	31	32	34	29	31	29	38	33	33	29	39	55	61	43	0	40	32	53	53	49	61	42	53	53	50	50	63	55	56	59	49	64	50	0	68	68	72	49	71	76	74	74	71	77	78	77	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	1	2	5	1	1	2	1	1	2	1	1	1	2	3	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	3	1	2
4000	-538.838305857557998	-537.304575507411755	-1.533730350146297	0.000011144272027	0.000013243163818	1.188338169234858	0.722117810525500	-1	1	2	7	3	4	6	3	6	4	6	5	5	10	6	7	8	6	10	8	8	8	9	9	11	9	11	13	11	12	12	14	13	13	14	14	13	15	14	14	17	14	14	15	15	16	15	16	18	17	17	18	15	17	16	16	15	16	18	19	17	17	19	18	19	21	20	20	21	19	20	21	21	21	21	21	22	23	23	24	24	24	24	26	26	0	1	1	6	3	2	10	3	6	3	2	6	10	6	10	10	6	6	15	15	18	18	20	21	18	18	22	20	24	25	27	25	25	27	29	30	26	28	31	31	32	34	29	31	35	38	25	33	29	39	55	61	43	0	40	32	43	53	35	61	42	53	53	50	50	63	55	56	59	49	64	65	0	68	68	65	49	71	76	74	74	71	49	71	83	1	1	2	2	1	2	1	1	1	1	2	1	1	3	2	2	2	1	2	1	1	2	1	1	2	2	2	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	2	2	2	2	1	1	1	1	2	1	1	1	2	2	3	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	3	2	1
4500	-537.390062353881490	-535.844632752540520	-1.545429601340985	0.000011568887715	0.000014088194391	1.217765677903611	0.685931812267391	-1	1	2	5	3	4	6	3	6	4	6	6	5	8	6	8	9	8	9	8	9	9	10	11	10	10	11	11	12	12	12	15	12	13	13	14	13	14	13	13	17	14	14	17	15	15	16	17	17	18	17	19	15	15	16	17	17	17	18	19	17	17	18	20	19	19	18	20	22	20	21	21	21	21	23	22	19	23	23	24	25	23	25	26	26	0	1	1	2	3	2	10	3	6	8	6	2	10	12	10	7	6	12	15	15	18	18	20	21	21	18	22	20	24	25	27	25	25	27	29	33	26	20	31	31	32	34	29	31	35	38	33	33	35	39	55	61	43	0	40	32	53	53	49	61	42	53	53	50	50	57	55	56	59	49	64	65	0	56	68	72	49	71	76	74	74	71	77	78	83	1	1	2	2	1	2	1	1	1	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	3	2	1	2	3	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	2	1	1	2	1	2	2	1	4	1	1
