step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63
13000	-331.208046569779697	-329.298184523189775	-1.909862046589942	0.000082280641210	0.000012651571369	0.153761215070886	0.489634706955176	0	1	2	3	3	3	4	4	4	2	4	5	5	6	6	6	6	7	5	9	10	8	11	10	12	12	13	14	13	15	16	14	16	15	15	13	15	15	15	16	16	16	17	17	14	19	17	18	19	19	19	21	20	19	21	22	24	25	26	27	27	27	26	0	1	1	2	3	2	2	1	5	1	3	8	4	9	2	6	13	19	8	16	18	19	21	22	21	0	24	25	0	32	34	23	35	28	29	25	32	29	45	28	37	28	33	32	26	35	37	0	33	47	31	23	38	41	0	54	56	57	57	59	59	57	56	1	1	2	2	1	1	3	4	1	2	2	1	2	2	2	3	1	2	1	2	3	2	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	2	3	2	1	3	2	2	7	3	2	1	3	1	1	2	1	1	2	2
13500	-320.264252587775786	-318.701148720159267	-1.563103867616502	0.000082821422974	0.000021309223718	0.257291205008267	0.571654839586926	0	1	2	3	3	3	4	5	4	4	5	5	5	5	6	6	6	7	7	9	10	9	11	13	12	12	14	14	13	15	15	14	16	15	15	16	16	15	16	15	15	18	16	17	16	19	19	17	19	18	19	21	19	20	20	22	23	24	26	25	26	27	28	0	1	2	2	3	3	2	1	5	4	6	2	4	5	4	11	13	16	11	18	2	11	21	22	23	0	24	21	0	32	28	23	29	28	29	32	41	26	26	28	28	37	38	34	38	26	41	0	29	41	28	50	45	50	0	54	56	56	57	56	57	59	61	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	2	1	5	3	1	2	1	1	1	1	1	1	1	3	3	1	2	2	1	3	2	1	1	2	1	2	1	3	2	1	5	2	5	2	1	2	1	2	1	1	2	2	1	1	2
14000	-334.123987122681797	-332.324988315497535	-1.798998807184273	0.000073480587881	0.000012992375963	0.176813718258881	0.588111905380290	0	1	3	2	3	2	4	4	4	5	5	5	5	6	6	6	6	7	8	8	11	9	11	10	12	12	12	14	12	14	16	13	16	13	15	16	16	15	15	17	15	18	17	16	17	19	18	18	19	19	19	21	20	19	20	22	23	25	26	26	27	27	28	0	1	1	1	6	2	2	4	5	4	6	8	8	9	10	11	3	16	3	1	16	18	19	22	23	0	19	34	0	25	28	18	38	25	29	41	28	26	26	41	25	37	33	41	33	39	41	0	33	41	37	51	49	32	0	54	56	50	57	57	60	60	59	1	1	1	2	1	1	2	2	1	1	1	1	1	2	1	1	3	1	4	5	4	2	3	1	1	1	3	1	1	1	2	4	1	1	2	1	2	3	2	2	3	2	1	1	1	3	2	1	1	3	2	2	1	4	1	3	1	2	2	3	1	1	2
14500	-297.138666740207839	-295.532984199338671	-1.605682540869148	0.000092135221998	0.000021889879030	0.237584265339186	0.664624932693774	0	1	2	3	3	3	4	5	4	5	5	5	5	6	6	6	6	7	7	9	11	9	10	10	12	12	14	14	13	15	16	14	15	14	15	16	15	15	16	17	16	18	17	17	17	18	19	18	19	19	19	21	20	20	21	22	24	25	26	27	27	27	27	0	1	2	1	3	3	4	4	5	4	6	4	2	9	10	11	13	16	16	18	16	18	6	19	21	0	22	25	0	25	28	25	29	25	29	34	34	29	33	23	37	37	38	30	35	33	37	0	43	42	41	37	45	50	0	54	56	56	57	59	57	59	59	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	3	2	6	3	1	1	3	1	1	3	2	2	1	2	2	1	1	2	1	2	1	2	1	2	1	2	2	1	2	1	2	2	2	1	1	1	2	1	1	1	2	1	1
15000	-317.894089287883219	-316.230225913082791	-1.663863374800427	0.000101693346322	0.000021896714680	0.215321016292298	0.576040580286698	0	1	3	3	3	2	4	4	4	5	5	5	5	6	6	6	6	7	8	9	11	9	11	12	12	11	14	14	13	14	16	12	16	15	15	14	16	15	16	17	16	15	17	17	17	19	18	16	18	19	19	21	18	20	20	21	24	25	26	25	26	27	28	0	1	6	2	6	1	4	4	5	8	7	2	4	9	11	12	13	16	16	18	19	19	16	22	23	0	24	32	0	25	34	23	35	32	29	25	32	29	35	34	42	28	35	34	35	33	42	0	33	37	42	54	43	51	0	54	54	56	51	57	57	57	59	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	2	3	1	3	3	1	1	1	2	1	2	1	1	1	3	2	2	2	2	1	1	1	1	1	1	2	3	2	1	2	1	4	1	1	1	1	1	3	2	3	1	2	1	2
15500	-339.538700156621587	-337.792377713979704	-1.746322442641892	0.000112421460105	0.000021374230210	0.190125890466952	0.559675579203554	0	1	3	1	3	2	4	4	4	2	5	5	5	6	5	6	6	7	6	7	11	9	10	12	12	12	13	14	13	15	16	13	16	15	14	16	15	15	16	15	16	17	16	17	17	19	19	18	19	18	19	21	20	20	20	22	24	22	26	26	27	27	28	0	1	6	1	6	2	4	2	5	2	3	8	2	9	8	11	13	13	11	3	19	16	16	22	22	0	24	32	0	32	32	25	26	32	26	34	28	26	26	23	37	37	29	32	33	29	50	0	45	41	30	47	26	51	0	51	52	54	56	57	60	60	61	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	4	2	2	2	3	3	1	1	1	1	1	2	1	2	1	2	1	1	2	3	2	1	2	1	3	1	3	1	1	2	2	4	2	5	1	1	2	2	2	4	2	1	1	1
16000	-331.196557075442456	-329.727416496015564	-1.469140579426909	0.000086867935788	0.000027663458552	0.318454194874982	0.509404657620762	0	1	3	1	3	2	3	3	4	5	5	5	5	6	6	6	6	7	8	9	11	9	11	13	12	12	14	12	13	13	16	14	16	13	15	16	16	15	16	15	16	18	17	15	17	19	19	17	18	19	19	21	20	20	21	22	23	25	26	26	27	27	28	0	1	6	1	6	4	1	2	7	4	6	1	8	5	10	12	13	16	16	16	16	11	18	19	23	0	22	23	0	20	30	28	38	28	26	30	32	26	29	23	32	41	39	28	39	35	32	0	33	42	31	44	49	50	0	54	52	56	56	57	56	59	61	1	1	1	1	1	1	2	1	1	2	3	3	2	3	1	1	1	1	2	2	2	2	4	4	1	1	2	1	1	3	3	1	1	1	3	3	2	3	2	3	1	2	1	3	1	2	2	1	2	1	2	4	2	1	1	2	1	2	3	2	2	1	1
16500	-329.072127947962429	-327.439893079099591	-1.632234868862832	0.000117770318389	0.000026716851977	0.226855563798363	0.515620208756123	-1	0	1	3	2	3	4	4	4	4	5	5	5	6	6	6	6	7	8	9	11	9	10	13	12	12	14	14	13	15	14	14	16	15	15	16	16	15	16	17	16	17	17	17	16	19	18	16	18	19	17	20	18	19	21	22	24	25	25	26	26	26	28	0	1	2	2	3	1	3	2	5	3	7	8	6	5	10	11	6	16	6	11	23	16	20	21	23	0	24	20	0	31	21	23	38	28	26	31	28	29	35	32	34	41	33	37	38	33	51	0	26	41	41	54	33	47	0	51	56	57	57	59	59	57	61	1	1	1	2	1	4	3	1	2	3	1	1	2	2	1	1	3	1	4	3	1	3	1	1	2	1	1	3	1	1	1	3	1	1	3	2	2	2	1	1	1	1	1	1	1	2	1	1	4	3	1	1	2	1	1	4	1	1	1	1	1	2	2
17000	-302.696031306658767	-301.334284943651312	-1.361746363007456	0.000070575865393	0.000038119890220	0.540126430019451	0.622749648720619	0	1	3	3	3	2	4	2	4	4	5	4	5	3	6	5	6	6	7	9	11	9	10	13	12	12	14	14	13	15	16	14	16	14	15	15	15	14	16	17	16	18	17	17	17	19	18	18	19	19	19	20	20	19	21	22	24	25	26	27	26	27	28	0	1	6	6	6	2	4	2	14	4	6	8	8	6	10	3	13	11	18	18	20	19	18	22	21	0	24	25	0	28	28	21	38	23	38	23	32	29	38	32	37	41	33	34	33	45	41	0	43	41	41	41	45	28	0	50	56	56	57	61	57	59	59	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	2	2	2	2	2	1	1	1	2	1	1	2	3	2	3	1	2	1	1	2	2	1	2	1	1	1	2	2	1	2	3	2	2	1	3	1	2	2	3	2	1	2	1	2
17500	-344.844520513364387	-343.451732864213682	-1.392787649150685	0.000092842458151	0.000038566959035	0.415402174859411	0.531951418803427	0	1	1	3	3	2	3	4	4	5	5	5	5	6	6	3	6	7	7	9	10	8	11	13	12	12	14	14	12	14	16	14	15	15	15	16	16	15	16	16	15	16	17	17	16	19	17	17	19	19	18	21	20	17	20	22	24	23	26	27	27	27	28	0	1	1	6	3	3	2	16	5	7	2	16	4	9	16	3	10	8	11	19	16	11	21	22	21	0	22	25	0	23	41	25	29	30	29	32	41	29	29	30	28	41	39	30	35	29	41	0	33	54	37	37	45	42	0	54	58	52	57	59	57	59	61	1	1	1	1	1	1	2	1	1	1	3	2	2	1	3	2	1	3	1	1	5	2	1	2	1	1	4	2	1	2	1	1	1	1	3	2	1	2	3	2	1	1	1	3	1	5	2	1	1	2	2	3	3	1	1	4	1	2	2	1	2	1	1
18000	-290.379670905825151	-288.926923190760647	-1.452747715064528	0.000088500359164	0.000029505074371	0.333389317852017	0.692624194429645	0	1	3	3	3	2	4	5	4	3	4	5	5	6	6	6	6	7	8	9	11	9	11	12	12	12	14	14	13	15	16	14	16	15	15	16	15	15	16	17	15	18	17	17	16	19	16	18	18	19	17	20	19	19	21	21	24	25	26	27	27	27	28	0	1	6	1	6	2	4	1	5	6	4	4	4	9	8	11	13	11	16	18	20	19	16	22	21	0	22	25	0	32	32	25	35	32	29	37	25	29	26	37	32	41	38	31	38	33	41	0	33	47	41	37	35	42	0	54	52	56	57	58	59	59	61	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	2	2	1	2	1	5	2	1	1	3	1	1	1	2	1	1	1	2	1	3	2	2	1	1	2	2	1	1	1	1	1	2	2	1	4	2	1	1	1	2	2	2	1	1	1	1
18500	-301.531413530009729	-299.887909978279538	-1.643503551730201	0.000096663453190	0.000021517558253	0.222602830158103	0.659381238989317	0	1	3	3	3	2	4	4	4	4	5	5	5	6	5	4	6	7	8	9	11	9	11	13	10	12	14	14	13	14	15	13	14	15	15	16	16	15	16	16	15	18	14	17	17	19	19	18	16	19	19	21	20	20	21	22	24	23	26	27	27	27	28	0	1	6	6	6	2	4	4	5	4	3	8	8	5	4	3	13	16	16	19	20	19	18	19	20	0	24	25	0	23	21	25	29	32	29	41	41	33	26	31	28	37	26	31	39	33	36	0	38	42	37	42	38	47	0	54	56	52	56	59	57	59	61	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	3	3	1	1	1	3	1	2	3	2	1	1	2	1	1	1	1	1	1	2	2	2	1	3	3	1	1	1	2	2	2	1	1	1	2	1	3	1	2	1	1
19000	-295.332257529972196	-293.603501931208996	-1.728755598763174	0.000084435359814	0.000016464675185	0.194997394709007	0.574174824143509	0	1	3	3	3	2	4	4	4	5	5	5	5	6	6	6	6	7	8	9	11	9	11	13	12	11	14	13	13	15	16	14	16	15	15	16	16	14	16	17	14	17	17	17	17	19	18	18	17	18	19	21	19	19	21	22	24	25	26	27	27	27	28	0	1	6	2	6	1	4	1	5	1	8	3	8	9	10	11	13	11	16	18	20	19	20	22	21	0	24	25	0	28	32	28	38	28	29	30	41	29	35	41	28	41	35	28	33	49	23	0	38	31	37	42	35	42	0	52	56	56	56	59	57	59	59	1	1	1	2	1	2	1	3	1	3	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	2	3	1	2	4	1	2	1	2	2	3	1	1	1	2	3	3	1	3	1	2
19500	-297.126086622655407	-295.615051264790281	-1.511035357865142	0.000067516460865	0.000019389942178	0.287188367534216	0.657907674190247	0	1	3	3	3	2	4	4	4	5	5	5	5	6	6	6	6	7	8	9	11	9	11	12	12	11	14	13	11	15	15	14	15	15	15	16	16	15	16	17	16	17	17	17	17	19	19	18	19	19	19	19	20	20	21	22	24	25	26	26	26	27	28	0	1	6	6	6	2	4	4	5	4	3	8	8	9	10	11	13	11	16	11	11	19	20	22	20	0	22	25	0	25	28	25	29	32	29	28	28	29	38	34	31	41	33	37	33	39	42	0	45	37	41	31	35	52	0	54	56	56	57	57	57	59	61	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	2	2	1	5	1	1	2	2	2	3	1	2	2	2	2	1	2	1	1	1	1	1	3	2	1	1	1	2	4	3	1	1	1	2	2	1	2	1	1	2
20000	-296.503561326651379	-295.040774828696613	-1.462786497954751	0.000077257801008	0.000025032990680	0.324018938578452	0.538467493460140	0	1	2	3	3	3	4	4	4	5	5	5	5	6	6	6	6	7	8	9	9	9	11	13	12	12	14	13	13	13	16	14	16	15	15	16	16	15	16	17	15	18	17	17	17	19	19	17	18	19	18	21	20	20	21	22	23	25	25	27	24	27	28	0	1	1	2	3	3	2	2	5	4	6	4	4	9	4	6	13	11	11	16	11	19	20	22	23	0	24	23	0	18	25	30	38	28	26	34	25	29	29	31	32	41	35	31	33	33	51	0	33	51	41	36	43	51	0	52	56	56	57	59	57	57	59	1	1	1	2	1	1	2	3	1	2	1	2	1	2	2	2	1	2	3	3	2	1	1	3	1	1	1	2	1	3	4	1	1	2	3	1	2	2	3	1	1	3	2	1	1	2	1	1	2	1	1	4	3	2	1	1	1	2	2	2	1	4	3
20500	-314.008347742246258	-312.581631283479737	-1.426716458766528	0.000069790791250	0.000025260767579	0.361949866539909	0.559495460680834	0	1	1	2	3	3	4	5	4	5	5	4	5	6	6	6	6	7	8	9	11	9	11	12	12	12	14	14	13	13	16	14	16	15	14	16	15	15	16	17	16	18	16	17	17	19	19	18	18	18	19	20	20	20	21	22	24	25	23	26	27	27	28	0	1	1	2	3	3	1	7	5	3	6	2	12	9	1	11	10	16	11	16	20	18	18	23	21	0	24	30	0	20	28	20	35	28	29	28	23	29	38	32	37	41	38	30	33	33	50	0	26	41	41	41	33	47	0	51	56	56	56	57	57	57	60	1	1	1	1	2	1	3	1	1	4	2	2	1	2	4	1	1	1	2	2	2	2	3	1	1	1	2	1	1	3	2	3	2	1	1	2	2	2	1	2	1	2	1	2	1	2	1	1	4	2	3	2	3	1	1	3	2	2	1	2	3	3	1
21000	-343.433129306655132	-341.855885063410028	-1.577244243245105	0.000106670831277	0.000026705791112	0.250357016933368	0.555239592045380	0	1	2	3	3	3	4	4	4	4	5	5	5	6	6	5	6	7	8	9	9	9	10	13	11	12	13	14	13	15	16	14	16	12	15	16	16	15	16	17	15	17	16	17	17	19	18	16	19	19	17	19	19	19	21	21	23	24	25	27	26	27	28	0	1	2	2	3	3	4	4	5	2	6	10	1	9	10	6	4	14	13	1	13	13	21	11	20	0	22	34	0	28	28	34	29	25	29	32	24	26	26	32	28	32	38	36	33	26	51	0	45	37	41	47	29	42	0	50	56	56	57	57	59	58	61	1	1	1	2	1	1	1	1	1	2	2	1	5	2	2	2	2	1	2	3	2	2	1	5	2	1	3	1	1	1	2	2	2	1	1	2	2	3	2	2	1	2	1	1	1	6	1	1	2	3	2	1	2	2	1	1	2	3	2	4	1	1	2
21500	-338.708837746681127	-336.818211323771038	-1.890626422910085	0.000109185185676	0.000017181639516	0.157362369351473	0.507096130456439	0	1	2	3	3	3	4	3	4	5	5	5	4	6	6	5	6	7	8	8	10	9	11	13	12	12	14	14	13	14	16	13	16	15	15	15	15	15	16	16	16	15	17	16	17	19	19	18	18	19	17	21	19	20	21	22	23	25	25	27	25	27	28	0	1	2	3	3	3	6	1	5	7	4	8	4	3	10	6	13	4	16	12	14	18	20	22	23	0	24	23	0	20	32	23	26	25	26	30	11	29	35	37	30	30	38	30	38	38	42	0	38	31	42	32	38	47	0	51	56	57	57	59	57	59	61	1	1	1	1	1	1	1	3	1	1	2	2	1	4	1	1	2	2	1	3	2	2	2	2	1	1	1	3	1	4	2	1	3	3	2	1	6	1	1	1	1	1	2	1	2	3	1	1	2	1	2	4	2	1	1	4	1	2	2	2	2	2	1
22000	-305.529459784185235	-303.980252828833841	-1.549206955351393	0.000091170485248	0.000024118566284	0.264543576991755	0.648231835897012	0	1	2	3	3	3	4	3	4	4	5	5	4	6	6	5	6	7	8	8	11	9	11	12	12	12	14	14	13	15	16	14	16	14	15	13	16	14	16	17	15	18	17	17	17	19	19	17	19	18	18	21	17	20	20	22	24	25	26	25	27	27	28	0	1	2	3	3	3	4	3	5	2	3	8	8	9	3	3	13	6	16	18	14	19	19	22	23	0	24	25	0	32	25	25	38	25	26	25	28	29	29	31	28	41	33	34	33	38	41	0	38	28	32	47	38	50	0	54	56	56	57	57	59	59	61	1	1	1	1	1	1	1	1	1	2	3	2	1	2	1	2	1	2	2	1	4	1	3	2	1	1	1	2	1	1	2	1	2	2	2	1	2	1	2	1	1	1	1	3	1	2	2	1	2	4	3	2	2	2	1	1	1	3	2	1	1	1	1
22500	-293.211704165743356	-291.651590035514232	-1.560114130229133	0.000074706349775	0.000019334980851	0.258813084952456	0.677346101937226	0	1	2	3	3	3	4	4	4	5	5	5	5	6	6	6	6	5	8	9	11	9	9	13	11	12	14	13	13	15	16	14	16	15	15	16	15	15	16	16	16	18	17	16	17	19	19	17	16	19	18	21	19	20	21	22	24	25	25	27	26	26	28	0	1	2	2	3	3	4	4	5	2	6	8	8	9	4	18	18	3	16	16	16	16	19	22	23	0	24	25	0	25	28	28	26	28	29	30	28	29	35	37	32	41	33	34	38	39	41	0	38	51	41	41	49	50	0	50	56	57	57	57	57	59	61	1	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	1	3	2	1	2	2	1	2	2	1	1	1	1	3	2	1	3	1	2	1	2	2	1	1	1	2	1	1	1	3	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	1	2
23000	-301.797707187320952	-300.318223656480257	-1.479483530840693	0.000089887249072	0.000027858393061	0.309925972244976	0.633978101026107	0	1	2	3	3	3	4	2	4	5	5	5	5	6	6	6	6	6	8	9	10	9	10	13	11	12	14	14	13	15	16	14	16	15	15	16	16	15	16	17	15	18	17	17	16	19	19	17	19	19	19	21	20	20	21	22	24	25	26	27	26	27	28	0	1	1	2	3	2	1	2	5	3	7	7	8	10	4	3	13	11	18	19	18	19	20	22	23	0	22	23	0	32	32	21	35	32	26	34	25	29	35	37	32	41	33	32	38	39	28	0	33	28	42	50	43	47	0	50	56	54	57	59	56	59	61	1	1	2	1	1	2	3	1	1	2	1	1	2	1	3	2	1	1	2	1	3	1	1	3	1	1	4	3	1	1	2	3	1	1	3	1	3	2	1	1	1	2	1	2	1	3	4	1	2	4	1	2	3	1	1	3	1	3	2	1	2	1	2
23500	-330.555587072634466	-329.048783646049856	-1.506803426584600	0.000095527011413	0.000027702219624	0.289993575790512	0.598884494484822	0	1	2	3	2	3	4	3	4	5	5	4	5	6	6	6	6	6	8	9	11	9	11	13	12	11	13	14	13	15	16	14	16	15	15	14	16	15	13	17	16	18	17	17	16	19	18	18	19	17	19	20	20	20	21	22	24	25	26	26	26	27	28	0	1	1	5	1	3	2	2	5	2	6	3	8	9	10	3	13	11	16	16	6	19	20	19	21	0	21	25	0	36	20	25	29	28	39	21	32	26	26	41	32	32	35	41	38	45	37	0	45	37	41	30	49	41	0	52	56	56	58	57	57	59	61	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	3	6	1	2	5	1	1	2	2	1	1	6	1	3	1	2	2	2	2	2	1	2	3	2	1	1	3	2	1	2	1	3	4	1	2	1	1	2	2	1	1	1	1	2
24000	-314.977046678629051	-313.462008207505164	-1.515038471123906	0.000074092913624	0.000021086506867	0.284595460419140	0.646647689079569	0	1	3	3	3	1	4	4	4	4	4	4	5	6	5	6	6	7	8	9	10	8	11	13	12	10	14	12	13	15	15	14	16	15	15	16	15	15	16	17	16	16	17	17	17	19	19	18	18	19	19	21	19	20	21	22	23	23	25	27	26	26	27	0	1	1	2	6	1	4	3	5	2	6	3	8	9	10	11	13	6	16	16	19	11	21	22	23	0	24	21	0	23	25	25	35	32	29	30	32	26	38	42	37	32	38	42	39	49	41	0	43	37	36	47	35	47	0	54	56	56	57	59	56	59	61	1	1	3	1	2	1	1	1	1	1	1	1	1	2	1	2	1	4	1	2	2	3	1	4	1	1	1	1	1	1	2	2	1	1	2	1	1	4	1	1	1	2	2	1	1	1	2	1	1	4	3	1	4	1	1	1	1	1	2	2	3	1	1
24500	-314.826728091167809	-312.975127430238501	-1.851600660929289	0.000082189069099	0.000013573445575	0.165149036526426	0.494973689261145	0	1	3	3	3	2	4	5	4	5	4	5	5	6	5	6	6	7	8	9	10	9	11	12	11	12	14	14	13	14	16	14	16	14	15	16	15	14	16	16	16	18	17	17	17	17	19	17	18	19	18	20	20	20	21	21	24	25	26	27	27	27	25	0	1	6	1	6	2	4	11	5	1	6	11	4	5	1	3	13	3	10	18	20	16	20	22	19	0	22	25	0	23	25	23	38	25	29	34	34	29	35	37	37	41	38	31	38	29	41	0	38	42	41	47	49	34	0	50	56	57	57	57	63	59	57	1	1	1	3	1	1	1	1	1	3	2	1	2	3	4	3	1	2	1	2	1	2	1	2	3	1	4	3	1	2	4	2	2	2	2	1	1	1	1	1	1	2	3	1	2	2	1	1	2	1	2	1	2	4	1	2	2	1	2	3	2	1	1
25000	-317.858003781828813	-316.362974839762842	-1.495028942065945	0.000080551254506	0.000024018144692	0.298172199040096	0.527200902758285	0	1	3	2	2	1	4	3	4	4	5	5	5	6	4	6	6	7	7	9	11	9	11	13	12	12	14	14	13	13	15	13	16	14	15	16	15	14	16	17	16	18	17	17	17	19	19	18	19	19	18	20	20	20	21	21	22	24	25	27	26	26	28	0	1	6	2	6	1	1	4	5	4	3	7	3	9	4	11	7	11	16	10	4	19	20	22	20	0	22	32	0	16	32	25	35	30	26	37	28	26	35	31	37	36	33	30	38	33	32	0	33	51	41	37	46	51	0	54	56	56	58	59	59	59	61	1	1	2	1	1	1	4	1	1	1	1	1	1	2	2	1	2	2	1	2	7	2	1	1	2	1	2	1	1	4	2	1	1	1	2	1	1	2	1	2	1	2	1	4	2	2	6	1	2	1	2	3	1	2	1	1	1	2	1	2	1	1	2
25500	-323.500347170115390	-322.044906785738760	-1.455440384376637	0.000087980895733	0.000029104178836	0.330801119872640	0.502100690813234	0	1	3	1	3	2	4	4	4	4	5	5	3	6	6	6	6	7	8	9	10	9	11	13	12	12	14	13	12	15	16	14	15	15	15	16	14	15	16	17	16	17	17	17	16	17	19	18	18	19	19	21	20	19	19	22	23	25	26	27	27	27	28	0	1	6	1	6	2	3	6	5	13	6	13	1	9	8	3	13	11	18	18	3	18	20	22	20	0	20	25	0	23	37	28	29	32	26	30	28	29	33	41	37	37	29	31	33	35	31	0	43	41	37	42	35	37	0	52	56	56	57	57	57	57	60	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	3	2	2	1	2	4	2	2	2	2	1	5	1	1	2	2	1	2	1	2	1	1	3	1	1	2	2	3	1	1	2	2	1	1	2	2	3	4	3	1	1	1	2	2	3	3	3	1
26000	-316.971819815752269	-314.838436202147989	-2.133383613604297	0.000103236688549	0.000012437885761	0.120479317346303	0.609429349241460	0	1	2	3	3	2	4	4	4	3	4	5	5	6	6	5	6	7	8	9	11	9	11	11	12	12	14	14	13	15	16	14	16	15	15	16	15	14	16	17	16	15	17	17	17	19	19	17	19	19	18	19	20	20	20	22	24	25	26	26	27	26	28	0	1	2	2	3	2	4	4	5	3	6	11	2	5	11	1	13	3	8	19	19	19	20	19	23	0	22	23	0	32	28	23	29	28	29	42	28	26	38	31	42	28	35	31	33	26	41	0	33	51	32	32	43	47	0	52	54	52	57	57	57	57	61	1	1	1	2	1	1	1	1	1	1	2	1	4	3	2	3	1	3	3	1	2	1	2	2	1	1	3	1	1	1	2	2	2	1	2	1	1	2	1	1	1	1	2	1	1	5	2	1	3	1	2	4	3	1	1	2	2	2	2	2	2	1	1
26500	-323.325366549058742	-321.624364207415567	-1.701002341643158	0.000079645266344	0.000016184405350	0.203206117491432	0.577069342229076	-1	1	3	3	3	2	2	4	4	4	5	5	4	6	6	6	6	7	6	9	10	9	10	13	11	12	14	14	13	15	16	13	16	15	15	15	16	15	16	16	15	18	17	17	17	18	19	18	19	19	19	19	20	20	21	22	24	25	26	27	27	27	28	0	1	6	6	6	2	2	4	5	4	8	8	2	9	2	11	13	16	10	18	18	1	11	18	23	0	22	25	0	28	32	25	26	32	26	25	41	26	35	28	32	36	33	34	35	39	37	0	33	37	31	37	46	51	0	42	56	56	57	59	59	59	61	1	2	1	1	1	1	1	1	1	1	1	1	2	1	4	1	2	1	1	2	2	4	3	2	1	1	2	2	1	1	3	2	2	1	2	3	1	2	1	2	2	3	1	1	1	1	2	1	2	2	3	2	2	1	1	2	1	1	2	1	1	1	1
27000	-300.290640577706029	-298.710474624186361	-1.580165953519696	0.000090219130086	0.000022462371506	0.248975704864429	0.594713560475154	-1	1	2	3	3	3	3	5	4	4	4	5	5	6	5	4	6	7	8	9	8	9	11	13	12	12	14	14	13	13	15	13	16	14	15	16	14	15	16	17	16	17	17	17	17	18	17	18	19	19	19	20	20	20	21	22	24	25	26	27	27	27	28	0	1	2	3	2	3	2	4	3	1	4	10	10	9	10	3	13	16	18	18	16	8	20	22	23	0	24	32	0	25	30	25	38	23	26	28	32	29	26	31	37	41	39	31	35	45	36	0	38	47	42	41	43	31	0	54	56	56	57	59	59	59	61	1	2	1	1	2	1	1	2	1	3	1	1	1	2	1	1	1	2	1	1	2	1	2	3	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	1	1	1	2	2	1	1	1	3	2	2	2	3	4	1	2	2	1	2	1	1	1	1
