step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115
1	-952.938851719779336	-951.476769635260439	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.520430517083008	0	2	3	3	3	3	6	4	4	4	5	6	6	6	5	6	7	6	6	6	6	7	7	8	7	9	8	10	11	10	10	10	11	11	11	12	13	12	12	11	12	13	14	13	13	12	13	13	16	14	13	13	13	13	15	14	15	16	15	15	16	17	16	16	16	16	15	16	18	16	17	17	15	19	17	17	17	17	18	18	19	17	19	19	18	19	19	19	20	20	19	19	20	21	21	21	22	22	24	22	25	26	26	28	30	31	30	32	35	35	37	39	43	48	51	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	2	2	3	3	3	3	3	3	4	3	3	3	3	4	4	4	4	5	4	5	6	5	5	5	6	6	6	6	7	6	6	6	6	7	7	7	7	6	7	7	8	7	7	7	7	7	8	7	8	8	8	8	8	9	8	8	8	8	8	8	9	8	9	9	8	10	9	9	9	9	9	9	10	9	10	10	9	10	10	10	10	10	10	10	10	11	11	11	11	11	12	11	13	13	13	14	15	16	15	16	18	18	19	20	22	24	26
500	-841.986395533475047	-838.801255751452004	-3.185139782023095	0.000010002671064	0.000062054982585	6.203841172986079	0.276440885543282	0	2	3	4	2	4	6	4	4	5	6	6	6	7	3	7	6	6	7	6	6	8	7	8	7	9	7	9	11	9	10	10	12	11	11	13	13	12	11	10	12	13	15	12	14	12	13	13	17	14	14	11	14	12	16	15	14	16	13	15	17	17	17	17	16	16	15	16	18	17	17	18	14	17	18	17	18	17	17	19	18	17	20	19	19	20	18	17	19	20	19	18	20	21	20	19	21	23	23	22	25	27	25	26	30	30	29	32	35	35	38	36	41	48	51	0	1	2	1	1	15	2	5	2	6	4	4	8	5	5	21	8	1	4	8	3	12	2	7	3	10	15	10	16	1	7	4	35	18	30	41	18	20	28	6	2	6	3	27	6	39	33	20	73	13	33	22	27	5	13	59	31	42	14	27	56	3	18	50	50	57	40	47	15	48	11	50	46	30	4	9	11	0	12	30	67	12	0	34	32	58	12	4	63	33	73	34	35	88	47	23	96	66	35	27	94	98	82	65	99	82	96	105	77	49	0	96	39	2	79	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	3	2	1	1	2	2	2	1	3	2	2	2	4	2	2	1	2	1	1	4	3	1	3	4	4	6	2	4	1	1	4	3	4	2	1	4	4	5	1	2	1	3	4	1	5	3	1	1	1	1	2	8	2	5	1	1	5	8	7	6	1	7	7	1	7	1	4	3	2	5	7	1	3	2	4	5	2	4	4	1	2	5	8	2	2	4	4	4	5	6	1	8	9	1	11	13	25	17
1000	-657.286146195857668	-654.228000114418023	-3.058146081439672	0.000009921406084	0.000056557577270	5.700560665635087	0.362005434041195	1	3	4	4	4	2	6	4	4	4	5	7	6	7	6	6	7	7	6	5	6	8	8	9	7	10	9	8	12	10	9	11	11	11	11	13	11	13	11	11	13	13	13	13	13	13	12	13	16	11	13	13	14	14	13	14	13	16	15	16	15	16	15	17	16	15	15	16	18	17	17	18	16	19	17	18	18	18	17	18	18	16	20	20	19	19	20	18	21	17	20	19	20	22	21	22	23	22	25	22	25	26	25	27	30	31	29	32	34	35	37	37	42	48	52	0	6	1	6	6	1	2	2	6	6	3	20	1	9	8	11	8	10	9	10	10	21	6	23	8	23	18	7	24	2	10	28	30	19	5	33	12	26	14	3	3	8	26	18	11	27	32	25	16	23	37	26	33	2	15	36	16	57	26	43	43	66	43	38	47	39	56	14	41	55	55	57	24	40	26	47	58	0	34	60	54	32	0	80	26	25	61	66	67	50	24	30	88	38	79	74	50	90	80	80	100	47	90	95	58	81	86	105	101	68	0	99	75	1	48	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	4	1	2	1	1	1	2	4	2	2	1	4	3	1	2	1	2	3	4	6	2	2	3	2	1	3	5	2	1	1	1	5	3	1	2	2	2	2	1	1	1	3	2	1	1	5	3	2	2	3	4	4	4	3	1	1	3	1	2	3	1	1	5	7	4	1	4	3	6	4	1	3	2	2	5	4	5	2	1	6	5	3	7	6	4	1	5	8	1	5	12	23	19
1500	-786.215462933832896	-782.536426182642231	-3.679036751190625	0.000009920364865	0.000083398479278	8.406795557393934	0.289327921539109	0	2	4	3	3	4	6	2	4	3	5	5	6	6	5	7	8	7	6	6	7	6	7	9	7	8	8	10	11	9	9	11	10	12	10	13	13	11	12	11	12	12	15	13	13	13	13	11	16	15	13	13	13	13	15	13	16	16	16	16	15	17	14	17	16	16	15	17	17	17	18	17	15	19	16	18	18	17	18	18	19	17	18	19	19	20	20	20	20	21	19	19	20	22	20	21	23	22	24	22	26	26	26	28	30	31	30	32	35	35	37	39	43	49	52	0	1	10	8	2	1	8	1	1	1	3	6	8	8	10	2	2	3	9	3	15	9	5	26	5	14	12	11	16	6	15	16	21	31	1	19	28	33	33	12	31	35	34	21	40	38	32	23	32	41	41	23	40	27	47	32	5	44	51	27	31	30	24	13	29	63	47	56	23	23	55	14	47	63	17	34	75	0	37	36	5	23	0	77	76	78	7	83	78	3	21	31	78	87	70	57	41	28	84	89	62	26	28	10	74	41	99	107	80	106	0	109	83	61	104	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1	1	3	2	2	1	1	1	2	1	2	2	2	3	3	3	1	2	1	1	5	3	1	1	1	3	2	1	2	3	1	1	1	3	3	2	1	4	1	3	1	1	7	2	1	4	4	6	1	6	4	1	2	2	4	4	2	7	1	2	3	2	1	1	4	2	7	5	1	1	1	2	6	1	2	8	5	5	2	1	2	1	4	6	2	1	5	9	9	14	4	9	3	1	8	2	1	2	12	20	12
2000	-652.017687423758048	-648.409506394172581	-3.608181029585459	0.000010006589081	0.000080707507773	8.065436395659164	0.373985779265400	1	2	4	2	4	3	7	5	4	4	6	6	5	6	4	6	8	6	6	7	7	8	8	7	7	10	8	11	12	10	8	10	11	11	11	12	13	13	12	11	12	14	13	13	13	11	10	12	16	14	14	13	14	14	16	15	14	16	15	16	16	15	16	16	14	15	14	16	19	17	15	18	14	18	18	16	16	17	19	17	18	18	19	19	19	19	18	20	20	20	20	19	19	21	21	21	22	23	22	22	26	26	26	28	29	31	29	32	35	36	37	39	43	46	52	0	1	1	1	2	1	15	3	2	1	10	5	2	10	4	15	12	1	5	10	18	18	9	3	6	24	24	27	30	20	10	23	19	27	6	47	35	48	32	12	14	36	32	21	22	18	23	23	53	20	12	27	11	41	56	45	12	29	37	50	71	8	19	43	6	27	33	46	68	56	73	64	37	60	32	43	23	0	57	37	51	2	0	32	54	61	39	75	87	70	68	60	53	69	86	51	33	69	83	60	29	85	97	53	85	98	101	107	104	107	0	110	108	26	109	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	3	1	2	1	2	2	1	2	1	1	2	1	1	1	1	3	1	3	1	1	1	1	2	4	1	2	4	3	5	1	2	1	4	5	3	3	1	1	1	2	2	1	1	1	3	3	1	4	4	2	2	1	1	1	1	1	1	4	2	4	1	3	2	2	9	1	4	2	2	3	1	1	1	3	2	4	1	1	3	6	1	1	3	9	3	2	6	5	4	1	1	4	3	1	2	6	15	10
2500	-602.564613243414442	-599.809611825690581	-2.755001417723864	0.000010014702436	0.000046009328358	4.594178274661340	0.369130230832981	0	2	2	4	4	3	6	4	5	4	6	5	7	7	6	6	7	7	7	7	6	8	7	9	6	9	8	11	12	10	9	10	12	11	11	12	13	11	13	10	13	13	14	14	13	13	12	12	15	15	13	13	12	13	16	14	14	16	15	15	16	17	13	16	17	16	15	16	17	16	16	17	15	19	15	17	15	17	17	17	19	17	20	18	17	19	19	20	20	21	19	18	18	19	19	20	21	23	24	22	26	26	26	28	29	32	29	31	34	34	35	39	44	46	50	0	1	1	3	3	1	5	1	5	6	5	1	1	25	4	6	5	8	9	3	5	9	8	7	12	15	21	16	28	21	16	13	30	2	26	30	12	26	33	13	8	3	33	27	2	32	35	18	12	10	27	11	26	5	8	51	37	75	37	27	22	37	18	33	18	32	47	37	77	57	25	75	51	37	47	39	46	0	77	59	65	43	0	24	75	78	76	65	93	5	71	44	33	77	50	76	37	96	82	74	64	81	60	49	29	107	101	105	106	105	0	96	110	28	99	1	1	1	1	1	2	1	2	1	1	1	3	4	1	1	1	2	1	1	2	1	1	1	1	1	1	1	3	1	1	3	2	1	3	1	1	3	1	1	3	5	7	1	3	5	1	1	4	4	5	2	2	1	2	7	1	1	1	1	3	3	2	2	2	5	2	1	3	1	2	3	1	1	2	2	2	1	1	1	1	1	1	1	4	1	1	1	1	1	8	1	2	4	2	2	3	3	2	3	2	5	3	6	6	7	2	1	1	1	2	1	8	4	15	14
3000	-619.612287144993957	-617.089214218261645	-2.523072926732275	0.000010097614156	0.000038689975836	3.831595784911196	0.346259115949810	1	3	3	2	3	4	5	4	5	4	4	7	5	5	5	7	8	7	7	6	6	8	7	9	8	10	8	10	11	11	10	9	10	11	12	13	14	12	11	12	13	13	14	13	13	12	13	11	17	15	13	12	13	13	15	14	15	17	15	15	16	17	14	14	17	16	15	17	18	17	16	17	15	19	16	18	17	16	18	19	20	17	19	20	18	19	19	19	20	20	19	18	21	21	21	21	22	21	24	23	25	27	26	28	30	31	31	32	35	35	37	38	44	47	52	0	1	1	1	1	1	1	1	1	3	1	15	11	4	2	5	21	15	9	15	11	1	14	19	18	13	15	19	6	25	18	27	27	15	19	9	32	21	25	3	8	15	35	15	11	12	15	31	11	48	26	11	26	29	21	51	27	45	54	16	64	12	33	53	44	63	54	78	46	47	60	28	54	76	56	26	12	0	38	77	25	28	0	8	66	85	17	52	66	3	29	8	84	41	87	37	1	40	60	93	89	23	86	75	93	76	89	105	104	106	0	94	112	84	101	1	1	1	1	1	2	3	2	2	1	1	1	1	2	1	2	1	1	1	1	1	4	1	1	1	3	1	2	2	1	2	1	1	3	2	3	3	4	2	4	4	5	1	5	2	4	3	1	9	3	1	6	2	1	5	1	5	2	1	3	1	3	1	1	2	1	1	1	3	2	1	3	1	1	1	5	5	1	4	1	6	4	1	7	1	1	5	3	2	12	4	7	1	5	1	4	8	5	4	1	2	10	2	7	4	6	6	1	3	2	1	10	3	9	13
3500	-864.237867145810242	-861.179343178314184	-3.058523967496035	0.000010493975635	0.000059836882561	5.702022249891627	0.332354734807520	1	3	4	3	4	3	6	4	5	4	5	6	6	7	5	7	8	6	5	6	6	6	7	8	6	9	8	11	10	10	9	10	11	12	12	10	13	12	12	10	10	13	15	14	13	13	13	12	15	15	14	13	12	14	15	15	14	16	16	15	17	17	17	16	16	17	15	16	19	16	16	17	16	19	17	16	17	17	18	18	18	17	18	19	17	19	18	19	20	20	20	19	20	21	21	21	22	22	25	22	24	23	26	27	31	31	30	31	36	36	35	39	43	48	52	0	1	1	1	6	1	3	1	8	2	5	5	8	6	2	10	5	10	4	5	4	4	2	5	11	9	7	7	10	3	6	8	31	23	4	16	26	22	26	20	14	11	10	45	11	34	31	5	11	42	21	16	15	16	45	47	28	37	54	14	47	31	40	36	11	57	42	28	50	40	23	54	36	83	37	29	55	0	65	64	21	6	0	68	40	59	59	35	53	39	72	83	86	75	43	49	64	87	43	91	72	70	66	99	74	50	100	107	94	106	0	94	112	75	69	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	1	3	2	2	2	1	2	1	2	3	3	2	2	1	2	4	2	2	2	2	2	1	6	4	1	3	1	2	4	6	1	4	3	3	4	1	1	1	1	1	4	2	3	6	3	6	1	1	3	1	3	4	1	3	1	3	4	2	1	1	1	4	6	1	1	4	2	1	4	3	3	2	1	1	2	4	6	2	2	5	1	3	4	5	1	7	8	4	1	7	3	1	9	2	16	16
4000	-643.277088792472341	-640.204642411762734	-3.072446380709580	0.000010488257857	0.000060370614103	5.756019247814045	0.351551008404893	1	3	4	3	2	3	6	4	4	5	5	7	7	5	6	6	7	6	7	5	7	7	8	9	8	9	7	10	10	8	10	11	11	11	10	12	13	13	12	9	13	14	15	14	13	12	13	14	16	12	13	12	13	13	16	14	15	17	14	14	16	18	17	15	17	17	15	16	19	16	17	17	15	19	15	18	18	18	18	19	20	17	20	18	19	19	20	17	19	20	17	19	21	20	21	21	20	22	22	22	26	26	26	29	31	29	30	33	34	36	38	39	44	48	52	0	1	1	1	1	1	2	4	2	3	4	1	5	2	4	3	20	2	16	4	3	18	7	25	3	17	11	40	25	1	13	21	12	25	30	9	50	33	15	18	21	19	45	36	16	17	29	25	6	28	40	12	14	30	64	26	12	48	36	20	64	16	3	41	3	12	22	29	49	54	6	75	32	66	19	58	47	0	68	61	19	41	0	39	61	36	77	75	78	27	34	60	97	62	68	19	21	83	87	97	29	78	76	100	77	101	59	107	83	102	0	105	112	5	108	1	1	1	1	1	1	2	1	1	1	1	3	4	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	4	1	2	2	2	1	4	1	1	4	1	3	3	1	1	3	2	2	5	7	1	2	2	3	5	1	2	6	1	1	4	1	6	6	1	8	6	4	2	2	2	6	1	2	1	3	1	3	1	1	2	3	2	1	2	2	3	1	1	1	3	3	2	1	1	3	6	5	1	2	1	7	4	4	3	6	2	7	2	9	6	1	4	4	21	9
4500	-905.904236464871133	-902.953293478537489	-2.950942986333669	0.000010726203226	0.000056788662215	5.294386188448557	0.354066088024607	0	2	4	3	4	3	5	4	3	5	5	4	6	6	5	6	8	6	7	6	7	7	7	7	7	9	9	10	11	9	10	9	11	12	11	12	13	13	12	11	11	14	14	13	13	13	14	14	16	14	14	13	12	11	16	13	15	17	16	15	16	17	16	17	17	17	15	16	18	17	17	16	15	17	17	16	16	17	18	19	20	18	18	18	19	19	19	20	21	21	18	18	20	21	21	22	20	21	25	21	25	25	26	27	31	31	29	30	36	35	38	39	41	49	50	0	1	9	2	4	1	2	6	1	2	9	2	3	9	6	11	20	8	13	8	7	5	6	11	12	4	9	11	24	23	23	6	13	10	17	27	23	26	30	6	2	31	17	16	14	53	36	46	11	27	17	3	6	15	35	54	16	59	37	31	25	3	45	55	5	61	52	47	67	38	1	36	45	60	61	7	27	0	28	35	52	38	0	52	75	46	49	63	50	82	73	42	12	78	66	75	23	68	95	85	45	97	100	19	93	87	94	103	107	61	0	107	108	38	112	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	4	3	3	2	1	2	3	3	3	1	1	2	2	3	3	3	3	3	3	3	1	1	1	6	2	3	4	6	4	2	1	4	1	2	2	4	6	1	1	7	1	1	1	2	2	8	2	1	1	1	6	4	1	4	3	7	3	1	3	1	4	2	2	4	1	1	2	5	2	2	2	3	3	2	1	6	2	2	10	6	6	3	3	3	9	1	5	5	20	5
