step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114
1	-1238.903107892633898	-1237.441025808115000	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.657663475567132	0	1	3	3	4	3	3	7	6	5	6	8	6	8	7	9	8	10	10	9	10	10	11	11	10	11	10	11	13	13	11	11	12	11	12	13	12	14	13	12	13	12	13	13	14	14	15	13	14	15	14	15	14	16	16	15	17	15	16	17	16	15	15	16	16	16	17	19	17	18	17	17	20	20	19	18	23	20	20	20	21	21	21	21	20	21	22	22	23	23	23	26	23	23	25	25	25	27	27	25	26	26	28	28	27	28	27	30	30	30	32	33	32	34	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	4	3	3	3	4	3	4	4	5	4	5	5	5	5	5	6	6	5	6	5	6	7	7	6	6	6	6	6	7	6	7	7	6	7	6	7	7	7	7	8	7	7	8	7	8	7	8	8	8	9	8	8	9	8	8	8	8	8	8	9	10	9	9	9	9	10	10	10	9	12	10	10	10	11	11	11	11	10	11	11	11	12	12	12	13	12	12	13	13	13	14	14	13	13	13	14	14	14	14	14	15	15	15	16	17	16	17
500	-1204.644386955261552	-1201.080846973397229	-3.563539981864251	0.000009991936286	0.000078485484329	7.854882385839605	0.334880702189849	0	1	4	2	3	3	3	7	7	5	7	6	6	8	7	10	7	9	9	7	9	11	9	8	10	9	10	11	13	14	11	12	12	11	11	14	11	14	10	12	13	13	12	12	14	14	16	13	14	13	15	15	13	17	15	14	17	14	16	17	16	15	15	16	16	17	16	19	18	18	18	17	19	20	20	18	24	21	20	21	22	21	21	21	20	21	23	23	23	23	23	26	23	23	23	25	24	27	28	25	24	24	27	28	26	29	28	30	30	29	31	34	32	34	0	1	4	1	4	1	1	1	6	1	6	10	6	5	7	9	12	20	13	1	1	11	5	1	21	1	26	23	1	14	21	8	31	11	11	12	17	40	11	22	13	22	11	6	1	34	5	6	1	1	43	44	27	1	41	1	32	26	32	37	24	50	39	58	5	48	43	9	41	61	6	67	71	30	62	3	40	61	36	34	41	0	43	31	1	68	40	34	72	83	58	1	86	84	0	84	0	49	9	1	1	43	0	91	87	103	81	89	64	0	0	0	0	90	1	1	1	1	1	2	2	2	1	2	2	1	1	3	1	2	1	1	2	3	3	4	4	3	1	3	1	1	7	4	1	2	1	3	2	4	4	1	2	1	3	1	2	3	7	2	11	3	7	5	2	2	2	6	1	4	4	2	2	3	4	2	4	1	8	2	2	5	1	1	11	1	1	3	3	8	7	2	4	6	3	1	4	5	10	1	7	7	3	1	4	14	1	1	1	2	1	6	13	15	11	5	1	3	1	1	3	3	9	1	1	1	1	6
1000	-945.761348250144920	-943.053878197423046	-2.707470052721896	0.000010044861078	0.000044521026368	4.432219223768652	0.397187734868411	1	2	4	3	4	4	3	6	6	5	6	8	7	8	8	9	7	8	9	9	10	11	10	8	10	11	11	10	11	12	10	11	12	11	10	11	11	15	14	12	13	12	13	13	15	14	14	13	14	15	13	14	14	15	16	15	18	16	17	18	16	16	15	15	16	16	17	18	17	18	17	17	19	20	19	18	23	20	20	20	21	21	21	20	18	21	22	22	23	23	22	27	22	23	25	25	26	26	26	25	23	25	28	29	27	28	28	28	30	31	32	34	32	34	0	1	1	2	4	1	1	1	3	3	6	10	1	8	1	6	9	11	13	1	16	9	20	6	19	6	21	9	3	21	13	9	35	16	6	18	19	21	1	7	12	21	4	17	3	34	1	6	37	9	28	26	25	27	49	16	19	51	35	36	36	32	13	31	1	8	56	35	33	66	49	42	27	76	69	72	43	25	68	61	42	0	45	66	1	68	32	80	68	64	71	91	58	46	0	79	0	83	1	21	81	80	0	84	69	60	87	102	96	0	0	0	0	109	1	1	1	1	1	2	1	3	1	1	1	1	2	1	3	3	1	1	1	3	1	4	1	2	1	4	1	2	5	2	1	2	1	1	2	2	1	2	6	4	2	1	6	4	5	2	6	5	3	5	2	2	2	3	1	2	3	1	3	3	3	2	5	2	7	5	1	5	2	1	2	2	3	1	1	1	4	5	1	2	4	1	2	2	8	2	7	1	2	3	3	3	4	4	1	2	1	2	16	12	1	2	1	3	6	4	3	2	1	1	1	1	1	2
1500	-1170.558110682887445	-1167.849030072552296	-2.709080610335061	0.000010110269730	0.000044865919658	4.437658030399563	0.381758583044450	1	2	4	3	5	4	2	8	7	5	7	8	7	9	7	9	8	10	10	9	11	10	11	10	11	10	10	10	12	14	10	12	12	11	12	13	12	14	10	13	12	12	12	13	11	15	15	12	14	16	15	16	15	16	15	14	16	16	16	18	17	15	14	16	17	16	17	20	16	19	17	17	20	20	18	18	24	21	20	21	20	22	21	21	18	18	23	21	23	23	23	26	24	21	26	24	25	27	26	26	25	26	28	28	28	28	28	30	30	30	33	34	29	35	0	1	1	1	7	2	1	6	10	7	5	15	3	10	1	7	10	8	10	1	12	7	14	11	22	3	17	9	8	1	14	8	2	11	1	3	24	26	1	3	25	22	12	24	6	36	29	11	1	63	1	27	25	31	29	1	14	22	39	66	49	33	48	31	1	31	44	76	16	66	49	56	71	40	63	1	83	61	86	37	56	0	26	74	1	66	41	38	59	51	67	1	94	56	0	68	0	101	1	1	91	83	0	97	95	80	52	113	74	0	0	0	0	109	1	1	1	1	1	1	1	3	1	1	1	1	1	3	4	3	1	1	2	4	1	5	1	2	1	2	1	1	2	6	1	2	4	2	5	3	1	2	3	3	1	1	2	3	2	1	1	2	4	2	7	3	2	6	2	3	3	2	5	1	1	2	1	3	8	2	2	2	3	1	2	2	1	2	3	9	2	2	2	4	4	1	6	1	6	1	3	4	4	4	3	9	1	4	1	2	1	1	8	14	1	3	1	2	1	5	5	1	6	1	1	1	1	2
2000	-1257.748062149246834	-1254.191955041972051	-3.556107107274684	0.000010152879997	0.000079397139019	7.820159308886642	0.354067892440234	1	2	3	3	5	3	4	7	7	5	6	8	5	7	7	8	8	9	11	10	10	10	9	12	10	10	10	12	12	14	12	11	12	11	12	12	12	14	12	12	14	13	13	10	15	12	15	14	15	14	13	15	13	16	16	15	17	16	16	17	16	14	14	16	15	16	17	18	17	19	18	17	20	21	19	18	23	18	19	19	22	21	20	21	20	21	20	22	24	23	23	25	24	22	25	24	25	28	27	24	25	26	28	29	27	28	28	29	30	31	32	34	32	32	0	1	2	1	3	1	6	6	6	6	2	4	3	7	1	7	10	17	25	1	6	6	15	27	16	6	16	25	6	28	22	8	34	17	13	7	1	37	14	22	22	37	40	12	48	1	48	12	20	24	1	30	19	1	49	1	28	17	44	11	50	36	11	36	6	43	61	24	61	61	6	53	44	70	78	6	60	61	26	61	34	0	75	85	46	32	34	74	76	78	72	9	73	73	0	88	0	90	1	6	6	82	0	107	84	91	90	100	1	0	0	0	0	14	1	1	1	2	1	1	1	2	2	1	3	1	1	1	3	2	2	1	1	3	4	3	1	1	1	3	1	1	5	1	1	2	1	2	3	6	6	1	2	2	2	1	1	1	1	5	1	5	2	2	6	1	1	4	1	5	5	4	3	6	2	2	2	2	7	1	1	3	1	1	3	2	4	1	1	9	3	1	4	3	4	1	1	1	6	5	5	1	2	3	4	7	2	1	1	1	1	2	10	14	6	2	1	1	4	2	4	3	10	1	1	1	1	12
2500	-1243.796157005907844	-1240.827754672976198	-2.968402332931718	0.000010180966242	0.000054563847479	5.359397741020616	0.371363702569050	1	2	4	3	4	4	3	6	7	5	6	9	6	9	7	10	8	10	10	10	9	7	11	12	10	11	10	11	13	13	10	12	12	12	11	12	13	13	13	13	11	12	12	13	13	15	14	14	13	15	14	14	12	14	15	13	17	15	15	17	16	16	13	15	16	17	17	19	16	17	17	17	17	19	18	18	23	19	20	20	22	21	20	19	21	20	20	23	23	23	23	26	22	23	24	24	25	27	28	26	27	27	28	29	28	29	26	30	29	31	33	33	33	32	0	1	1	2	1	7	1	5	4	7	2	22	4	22	1	1	4	17	15	1	1	1	22	1	5	13	3	25	1	43	8	31	31	22	1	31	1	35	11	12	21	19	20	1	20	9	53	3	9	1	6	24	3	41	12	1	51	10	27	20	52	36	5	40	52	63	51	60	21	45	3	38	55	70	43	56	19	36	55	84	68	0	48	37	46	69	3	62	78	79	80	20	70	86	0	81	0	96	59	21	48	66	0	100	82	97	94	103	107	0	0	0	0	81	1	1	3	1	1	1	1	2	3	1	3	1	2	1	4	6	4	1	1	5	5	3	3	5	3	2	3	1	5	1	2	1	1	3	3	1	9	1	2	2	1	1	1	4	1	4	1	3	3	8	2	1	2	2	3	3	1	5	2	2	1	3	3	1	1	2	2	1	3	1	5	2	1	1	3	2	7	4	2	1	1	1	3	2	3	1	7	3	2	2	1	8	2	1	1	1	1	1	8	11	7	4	1	1	3	3	2	1	1	1	1	1	1	4
3000	-1012.486844967677257	-1009.956976934332033	-2.529868033345188	0.000010714957611	0.000041284414391	3.852970388460916	0.436221782717939	0	1	4	3	4	2	3	5	6	4	7	9	5	8	7	9	8	11	11	9	11	10	12	10	11	12	11	10	14	13	11	11	13	11	10	11	12	14	13	12	13	13	13	13	13	15	16	13	14	16	15	15	14	17	16	13	17	15	16	17	17	15	14	15	14	16	18	19	17	18	18	17	19	20	18	19	23	21	20	21	22	20	20	21	20	21	22	23	23	24	23	26	20	22	25	26	25	27	27	25	26	26	29	29	27	26	27	30	30	29	31	33	33	35	0	1	6	1	7	1	1	1	3	1	8	8	3	4	3	9	13	14	14	6	3	1	1	3	20	19	16	10	37	9	22	20	18	1	6	14	6	23	13	20	11	21	27	3	18	19	23	6	23	23	5	11	48	51	64	16	55	20	53	35	49	23	18	48	18	23	61	23	19	63	24	58	69	55	29	40	60	67	31	50	71	0	45	21	1	62	30	68	59	93	69	69	72	82	0	95	0	89	1	34	73	68	0	105	101	67	101	100	101	0	0	0	0	103	1	1	1	1	1	1	2	3	1	1	1	2	1	3	2	1	2	3	2	4	4	5	5	3	1	1	1	3	1	4	1	1	1	6	3	3	4	2	5	1	2	1	1	4	1	3	3	4	1	2	3	4	1	1	1	3	1	2	1	3	2	1	1	1	2	2	1	3	3	2	2	1	1	3	2	4	3	2	3	4	2	1	3	6	6	4	3	2	3	2	3	6	2	1	1	1	1	3	14	6	6	3	1	1	1	4	1	3	3	1	1	1	1	4
3500	-1908.467422043380338	-1905.421074049199888	-3.046347994180340	0.000011590216685	0.000065543076788	5.655034635609747	0.411961063727888	1	2	3	4	4	4	4	8	7	4	6	7	5	9	7	10	8	10	8	10	11	9	12	11	10	12	8	8	13	13	12	12	12	10	13	13	12	14	13	12	13	13	11	12	14	14	12	12	15	15	15	15	13	16	17	14	18	15	16	17	15	15	15	17	17	16	17	20	17	18	17	18	19	20	19	18	23	21	21	21	21	21	21	20	20	21	21	22	23	23	24	23	23	23	25	26	25	28	26	25	25	25	27	28	27	28	27	29	31	30	32	33	31	35	0	1	1	1	1	2	1	1	4	3	2	5	2	9	7	1	11	14	15	5	28	3	9	11	15	1	2	11	1	21	10	12	13	3	43	12	19	15	27	19	27	25	11	43	3	16	3	18	25	5	18	53	9	30	63	10	48	26	53	21	1	39	45	36	6	53	53	60	22	64	1	14	52	64	54	18	53	25	58	52	85	0	64	62	51	55	51	29	67	51	94	41	40	74	0	80	0	92	3	18	26	74	0	105	100	94	90	42	33	0	0	0	0	98	1	1	1	2	2	1	1	4	2	1	2	1	2	1	1	3	1	1	1	3	1	3	2	2	2	4	3	1	5	1	4	3	5	3	1	3	2	4	2	2	3	2	2	1	7	2	4	1	1	5	2	1	3	1	1	5	4	2	1	2	4	1	1	3	5	2	2	1	5	1	7	5	2	2	1	4	5	9	3	2	1	1	2	2	4	2	4	6	2	4	1	6	5	2	1	2	1	3	6	10	3	3	1	1	1	3	1	8	11	1	1	1	1	3
4000	-1406.521404673454526	-1404.044063105186524	-2.477341568268013	0.000013419610586	0.000049507703468	3.689205670328077	0.395306555137965	1	2	3	4	5	3	3	6	6	5	6	9	6	8	8	8	8	10	11	10	11	9	11	11	9	11	9	12	14	12	10	9	12	12	13	13	12	14	14	11	13	12	13	13	13	14	14	13	15	16	14	15	15	16	17	15	17	15	17	17	16	15	14	17	14	16	18	18	18	19	17	17	20	19	20	16	24	21	19	20	18	22	22	22	21	20	20	23	23	23	22	27	23	22	25	25	25	27	28	25	26	26	28	28	27	29	27	30	30	29	31	34	33	33	0	1	2	2	1	2	1	1	1	1	4	4	6	11	11	7	5	13	22	4	16	9	27	5	11	1	14	27	3	9	25	6	24	10	23	11	3	24	42	17	12	12	26	24	27	12	4	25	9	44	28	15	9	15	48	27	29	17	24	63	40	9	42	24	5	38	58	56	50	48	9	17	45	66	76	42	56	1	41	27	37	0	73	20	40	64	72	46	80	78	81	8	66	46	0	60	0	96	6	9	9	90	0	72	67	107	84	99	1	0	0	0	0	67	1	1	1	1	2	1	1	3	3	2	1	3	1	1	2	2	2	2	2	3	2	1	1	2	2	5	1	2	6	3	1	3	1	4	1	3	5	2	1	3	2	3	1	1	3	4	5	1	4	2	1	4	6	2	2	4	1	4	4	1	3	3	1	2	6	1	2	2	1	2	4	4	4	1	3	2	4	10	3	4	4	1	1	7	5	1	1	5	2	1	2	11	4	3	1	3	1	1	14	9	5	1	1	5	6	1	3	1	14	1	1	1	1	9
4500	-1038.073386613929642	-1036.132761007068666	-1.940625606861029	0.000017849175298	0.000039076014885	2.189233633045463	0.437318582884689	1	2	4	3	4	4	3	6	6	5	7	9	6	9	7	9	8	10	10	9	10	11	12	8	11	12	10	11	13	11	12	12	12	10	12	13	12	13	12	12	13	13	14	13	15	15	15	12	14	15	13	15	14	16	15	13	17	14	16	18	15	15	14	16	16	16	18	20	17	18	17	17	20	21	19	18	23	19	21	20	21	22	22	21	20	21	22	23	23	24	24	26	23	23	25	24	25	28	26	25	27	26	29	28	26	28	28	30	28	31	32	32	33	35	0	1	4	1	2	2	1	1	5	7	7	7	3	9	3	10	15	14	14	1	1	16	12	1	17	13	16	20	48	1	22	27	34	1	28	24	8	34	19	14	28	25	38	24	1	22	29	1	34	6	21	37	5	51	24	1	61	14	44	49	49	29	39	58	1	41	44	76	52	27	45	56	67	56	76	1	28	1	29	54	65	0	29	70	1	67	34	52	84	87	86	66	64	86	0	87	0	69	83	46	58	57	0	105	90	81	99	104	36	0	0	0	0	110	1	1	1	1	1	1	1	2	1	1	2	3	1	1	3	2	1	1	1	4	3	1	2	2	1	2	1	1	1	5	1	1	1	5	1	2	3	2	1	1	1	1	1	3	7	2	1	4	3	6	1	1	4	1	3	3	1	2	2	2	1	1	2	1	5	2	3	1	1	4	1	2	1	4	1	6	5	7	4	2	2	1	4	1	6	1	4	4	1	1	2	4	3	1	1	1	1	6	2	5	7	3	1	1	1	5	1	1	9	1	1	1	1	3
