step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-1094.239390142505954	-1103.290233522957351	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.644956503567562	2	2	2	4	7	10	7	15	14	18	22	20	21	22	19	21	22	25	25	30	28	34	29	35	29	35	40	42	32	33	44	35	35	40	35	36	51	42	48	43	44	45	42	50	40	42	39	40	46	40	42	42	40	53	47	45	51	51	45	45	43	50	50	58	49	48	46	47	47	52	55	49	60	52	53	48	59	52	58	58	55	54	60	62	64	59	64	66	70	99	0	0	0	1	1	1	3	5	6	3	8	10	4	9	10	4	8	12	11	14	14	17	11	12	13	15	32	18	18	21	26	11	11	32	23	32	27	27	22	53	27	27	47	27	32	18	18	32	34	35	27	53	18	27	40	28	27	40	40	40	45	52	34	40	41	60	60	35	60	60	62	31	49	18	51	56	60	60	60	34	61	78	60	69	60	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-928.614573453530170	-936.935890358776874	8.321316905246686	0.000010008904821	0.000028542006310	2.851661277748944	0.990924907954488	-4	0	1	4	6	4	7	13	12	10	20	18	15	22	18	21	23	28	29	30	30	32	30	30	25	27	36	31	33	32	45	36	27	41	34	36	48	38	47	37	41	46	45	45	39	40	41	33	49	39	44	40	42	44	43	42	53	53	44	40	47	46	48	48	47	49	44	41	48	50	53	50	54	47	51	50	58	48	56	53	50	56	62	63	67	60	66	59	70	78	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	18	18	21	26	48	11	27	23	48	27	48	22	28	48	27	47	27	27	18	40	33	34	35	38	40	40	27	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	60	62	31	49	46	51	56	66	60	60	63	61	78	77	69	66	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-919.125786089571761	-927.448593018948031	8.322806929376252	0.000009999744072	0.000028500004793	2.850073420704644	0.996390172040682	1	1	4	7	8	8	7	16	18	13	19	20	16	22	22	21	23	27	22	30	31	33	29	26	22	30	43	32	34	34	38	39	31	42	34	38	47	40	39	37	42	40	43	48	42	45	39	35	45	42	42	43	40	48	48	41	53	50	45	42	45	49	51	49	47	46	49	44	47	47	54	45	60	54	50	47	52	53	59	62	49	56	57	64	64	59	66	61	69	86	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	18	18	21	26	48	11	48	23	48	48	48	22	28	48	48	47	27	48	29	40	33	34	35	38	40	40	27	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	60	62	31	49	46	51	56	66	66	77	63	61	78	77	69	77	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-926.754073460652535	-935.094564940292116	8.340491479639534	0.000009968266607	0.000028010510164	2.809967998224113	0.976074261991793	1	3	2	5	10	8	11	13	14	14	20	20	18	23	21	24	23	28	26	27	29	35	26	32	27	27	37	36	31	34	40	38	27	39	37	38	48	39	44	39	43	47	44	50	38	39	41	33	41	41	44	43	43	50	49	43	54	47	48	45	42	48	44	58	51	49	48	44	50	53	52	49	48	46	53	50	56	49	56	51	52	54	62	60	56	57	65	68	69	95	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	29	18	21	26	48	11	27	23	48	48	48	22	28	48	48	47	27	48	29	40	33	34	35	38	40	40	27	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	66	62	31	49	46	51	56	66	60	60	34	61	78	66	69	66	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-919.459246488588292	-927.939314256723378	8.480067768135076	0.000009952936870	0.000024278677271	2.439348062468755	0.990425785790929	-2	0	2	6	7	5	10	12	12	13	20	22	17	22	21	22	23	26	25	27	27	33	31	33	25	33	39	30	32	33	38	37	28	39	37	40	43	42	39	36	44	38	44	42	37	34	40	32	48	40	45	41	41	51	43	40	49	41	45	44	43	48	43	56	52	51	47	46	49	53	51	48	56	40	54	49	52	49	58	49	50	55	59	58	57	59	65	67	70	91	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	18	18	21	26	48	11	48	23	48	27	27	22	28	27	48	47	27	48	18	40	33	63	35	38	40	40	27	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	60	62	31	49	46	51	56	60	60	77	34	61	78	77	69	66	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-932.763833933767046	-941.230980660002842	8.467146726235740	0.000010191161690	0.000024569136457	2.410827853031616	0.990050793905851	-2	-1	2	7	11	9	6	14	15	11	20	19	14	22	17	20	23	27	24	29	27	32	27	30	26	27	40	34	31	30	47	35	24	37	33	35	33	40	36	36	39	48	44	47	37	43	40	30	48	40	45	41	42	48	48	43	44	42	40	41	43	52	43	55	51	48	47	43	49	52	58	51	54	54	50	49	54	52	59	52	57	56	61	65	61	58	66	63	70	90	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	18	18	21	26	48	11	48	23	48	48	48	22	28	48	27	47	27	48	18	40	33	63	35	38	40	40	27	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	66	62	31	49	46	51	56	60	66	66	34	61	78	77	69	66	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-928.599695893029093	-936.903289160666304	8.303593267637162	0.000010247047644	0.000029048620598	2.834828294590430	0.993994591597955	-2	4	4	6	7	5	8	17	15	13	21	22	19	20	19	22	24	25	28	27	30	31	26	34	26	36	37	30	30	33	44	37	24	43	36	40	46	41	41	36	44	45	45	45	39	37	43	33	49	40	46	44	39	41	45	43	53	51	46	41	43	49	52	49	47	46	43	43	50	54	54	49	61	54	51	47	54	47	51	49	55	50	63	58	58	56	64	54	73	80	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	18	18	21	26	48	11	27	23	48	27	27	22	28	27	27	47	27	48	29	40	33	34	35	38	40	40	27	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	66	62	31	49	18	51	56	66	60	66	34	61	78	77	69	77	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-910.447146510006633	-918.664540864082596	8.217394354075907	0.000010795160751	0.000031543259858	2.921981486378681	0.986328059821544	-2	4	4	8	6	5	8	15	11	13	21	22	20	23	18	22	24	28	27	29	29	37	28	31	24	36	38	37	33	34	43	35	29	37	34	36	45	36	50	39	41	40	45	46	40	37	41	32	48	39	43	43	44	52	49	46	47	47	45	45	46	49	41	56	52	49	47	41	50	55	56	47	55	44	55	51	55	50	60	54	56	54	61	59	61	60	64	61	71	86	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	29	18	21	26	48	11	48	23	48	27	48	22	28	48	48	47	27	27	29	40	33	63	35	38	40	40	27	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	60	62	31	49	29	51	56	66	60	77	34	61	78	77	69	77	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-909.822217183728299	-918.479893156048433	8.657675972320135	0.000011284768656	0.000018733802642	1.660096295479941	0.993897718613474	2	-3	6	6	6	9	8	14	15	13	20	22	14	24	21	21	25	29	27	29	29	37	28	33	21	33	40	34	34	32	41	36	26	39	34	37	48	38	47	36	45	45	43	50	38	43	40	32	44	41	43	43	38	54	47	38	51	46	42	39	43	50	50	50	49	46	47	41	43	51	53	49	56	40	51	51	53	46	56	54	55	51	61	56	64	56	64	65	70	98	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	18	18	21	26	48	11	48	23	48	27	48	22	28	27	48	47	27	48	18	40	33	34	35	38	40	40	48	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	66	62	31	49	18	51	56	66	60	77	63	61	78	77	69	77	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-903.662426337973898	-912.015936026631721	8.353509688657802	0.000013162725783	0.000025599653713	1.944859608556622	0.999909041812873	-4	3	1	7	9	9	5	14	12	15	19	21	16	22	22	19	23	27	27	28	28	27	32	33	23	38	36	32	30	32	45	39	29	37	37	35	46	39	34	37	39	47	46	43	41	43	40	32	46	41	43	42	44	46	45	37	49	49	43	43	45	49	43	53	44	46	48	39	50	53	52	52	50	53	57	47	52	47	53	58	56	54	57	53	59	57	61	61	72	89	0	0	1	1	1	1	3	5	6	3	8	10	4	9	10	13	11	12	11	14	14	17	11	12	13	15	48	18	18	21	26	27	11	48	23	48	27	27	22	28	48	48	47	48	48	18	40	33	34	35	38	40	40	48	40	28	37	40	40	40	45	52	34	40	41	60	60	35	60	66	62	31	49	46	51	56	60	60	66	63	61	78	77	69	77	82	86	64	83	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
