step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-709.150302935993295	-718.201146316444692	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.556540021729894	2	2	7	4	6	5	5	6	7	6	6	8	7	7	8	7	8	7	7	8	9	12	10	11	12	11	11	10	11	11	14	11	15	14	12	12	12	14	12	14	14	13	12	13	19	16	12	13	16	14	13	14	15	15	15	14	14	18	17	16	20	17	17	21	18	18	19	17	20	19	25	21	24	19	21	22	23	24	21	23	23	27	25	31	34	0	0	1	2	2	4	2	2	4	2	2	7	8	8	8	7	8	4	11	7	6	12	15	15	9	10	13	9	9	20	26	12	26	26	13	29	26	12	9	13	29	26	26	26	34	13	26	26	13	36	39	13	36	39	40	13	36	36	39	43	13	30	38	40	36	54	54	13	13	62	66	67	67	13	63	79	61	66	61	61	61	71	78	83	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-565.148918628687738	-573.389428115424266	8.240509486736553	0.000010002858379	0.000030812343898	3.080353907953427	0.999237562075098	3	1	5	3	5	5	6	6	8	6	4	7	7	8	8	7	8	6	6	9	8	13	10	12	11	9	12	10	11	12	10	12	11	14	11	13	11	14	12	14	13	13	12	13	17	17	12	13	17	15	14	15	16	16	15	14	14	17	15	17	19	18	17	17	18	19	20	17	18	20	22	21	24	19	19	23	22	24	21	22	23	24	25	27	31	2	0	1	2	2	4	5	5	18	5	2	7	8	8	8	7	8	4	11	12	6	32	15	15	28	10	35	9	28	20	26	12	26	26	13	29	31	32	28	35	29	31	31	33	34	56	37	33	56	57	39	40	36	39	40	27	36	36	51	43	69	30	38	40	53	54	54	56	46	62	66	67	67	69	63	79	61	71	61	61	69	71	78	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-583.216182456001434	-591.594248030391327	8.378065574389836	0.000009955697948	0.000026986872868	2.710696227369999	0.973844769212428	3	2	6	4	3	5	5	4	8	6	5	7	8	6	8	8	8	5	6	8	10	13	10	9	8	10	12	9	11	11	11	12	11	12	10	12	12	14	10	12	13	13	13	12	14	16	13	13	15	15	14	14	15	15	14	14	13	16	18	15	20	17	18	16	18	19	19	17	18	19	22	22	21	20	20	22	22	24	21	20	22	26	26	32	34	2	0	1	2	2	4	2	2	18	5	5	7	8	8	8	7	8	4	11	12	6	12	15	15	18	10	35	9	28	20	26	12	26	26	13	29	31	32	25	35	29	31	31	33	34	56	37	33	27	57	39	40	36	51	40	27	36	53	51	43	69	30	38	40	53	54	54	46	27	62	66	67	67	69	63	79	61	71	69	69	61	71	78	83	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-570.526868265718917	-578.826949015739160	8.300080750020200	0.000009957385806	0.000029125645687	2.925029345454585	0.984525647911834	3	2	6	4	5	5	5	6	8	7	6	7	8	7	8	7	8	7	7	8	10	13	10	10	9	9	10	9	11	12	11	10	11	14	12	13	12	14	12	13	14	13	13	14	18	16	13	13	15	15	13	14	15	15	14	12	14	17	14	15	20	17	16	15	18	18	20	17	18	20	23	21	23	20	20	22	22	25	21	19	24	25	26	30	35	2	0	1	2	2	4	2	2	18	5	5	7	8	8	8	7	8	4	11	12	6	32	15	15	9	10	13	18	28	20	26	12	26	26	27	29	31	32	28	35	29	31	31	33	34	35	37	33	56	57	39	40	36	51	40	27	36	36	39	43	69	30	38	40	53	54	54	35	27	62	66	67	67	69	63	79	69	71	69	69	61	71	78	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-565.881864252509558	-574.054172890928953	8.172308638419427	0.000010183202174	0.000032838807883	3.224801719560903	0.993590084044073	3	2	6	5	4	6	4	6	7	6	5	8	8	8	8	8	8	6	7	9	8	12	10	10	11	10	11	8	11	11	11	10	11	13	13	13	12	11	13	14	14	12	12	12	17	15	13	13	17	15	14	15	14	16	15	15	14	17	16	13	21	17	17	18	16	19	18	18	19	19	20	19	23	20	20	22	23	23	21	22	23	26	25	31	34	2	0	1	5	2	4	2	5	18	5	2	7	8	8	8	7	8	4	11	12	6	32	15	15	28	10	13	9	9	20	26	12	26	26	13	29	31	12	25	35	29	31	31	33	34	27	37	33	56	57	39	40	36	51	40	35	36	53	51	43	69	30	38	40	36	54	54	56	46	62	66	67	67	69	63	79	61	71	69	61	61	71	78	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-567.326621912544738	-575.678633580648238	8.352011668103502	0.000010096330807	0.000027697545095	2.743327811479776	0.998500476366968	3	2	7	5	4	6	6	6	8	6	6	8	8	7	8	7	8	6	7	9	8	11	10	9	8	9	12	9	12	12	11	11	10	13	13	13	12	13	12	14	13	13	13	12	20	16	13	12	17	15	14	15	14	16	15	14	14	18	15	14	20	14	17	19	17	19	18	17	18	17	22	19	20	20	21	22	23	24	21	21	19	24	25	31	30	2	0	1	2	2	4	5	5	18	5	2	7	8	8	8	7	8	4	11	12	6	12	15	15	18	10	13	9	28	20	26	12	26	26	27	29	31	32	25	35	29	31	31	33	34	56	37	33	46	57	39	40	36	51	40	27	36	53	39	43	69	30	38	40	53	54	54	46	56	62	66	67	67	69	63	79	61	71	61	61	69	71	78	85	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-575.255558677484260	-583.101478231456781	7.845919553972480	0.000010294388848	0.000043230511003	4.199424719918952	0.996836067391867	3	2	8	5	4	6	5	6	7	6	5	8	7	8	8	6	8	6	7	9	7	12	11	11	8	10	10	10	11	11	11	10	12	13	12	12	12	12	12	13	14	13	12	14	17	13	13	13	16	15	13	14	16	15	15	15	14	16	15	16	21	15	15	15	17	18	20	17	19	18	19	22	21	20	20	23	22	21	22	23	24	21	26	30	32	2	0	1	2	2	4	5	5	18	5	2	7	8	8	8	7	8	4	11	12	6	32	15	15	9	10	13	25	28	20	26	12	26	26	27	29	31	12	28	27	29	31	31	33	34	27	37	33	46	57	39	40	36	39	40	35	36	36	39	43	69	30	38	40	53	54	54	56	56	62	66	67	67	69	63	79	61	71	61	61	69	71	78	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-564.938977304041600	-573.187978737919025	8.249001433877376	0.000010291251649	0.000030612614463	2.974625002606509	0.978975023512310	3	2	8	4	4	6	6	6	8	7	5	8	8	7	8	8	8	7	7	9	9	12	10	9	8	9	11	10	10	11	10	11	11	14	12	13	11	14	12	14	13	13	12	12	16	15	13	14	16	15	14	15	14	16	15	14	14	18	17	15	19	16	16	17	15	19	19	18	17	20	23	21	22	20	21	23	21	24	21	22	24	27	26	31	34	2	0	1	2	2	4	5	5	18	5	2	7	8	8	8	7	8	4	11	12	6	32	15	15	18	10	13	9	9	20	26	12	26	26	27	29	31	32	9	13	29	31	31	33	34	56	37	33	46	57	39	40	36	51	40	27	36	53	51	43	69	30	38	40	53	54	54	46	46	62	66	67	67	61	63	79	69	71	61	69	61	71	78	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-554.433208472564729	-562.481335721058144	8.048127248493360	0.000010176283232	0.000036600418595	3.596639142206577	0.986668447685310	3	2	7	4	5	6	5	7	8	7	6	8	8	8	8	7	8	6	8	9	7	12	10	10	12	10	11	9	10	11	11	11	12	14	13	12	12	14	13	14	13	12	13	14	17	16	13	14	16	15	14	15	15	15	15	14	14	17	15	15	21	17	16	19	16	19	18	16	19	19	22	21	22	20	21	22	23	24	21	23	22	28	26	32	29	2	0	1	2	2	4	2	5	18	2	5	7	8	8	8	7	8	4	11	12	6	32	15	15	28	10	13	18	18	20	26	12	26	26	27	29	31	32	25	35	29	31	31	33	34	56	37	33	56	57	39	40	36	39	40	35	36	53	51	43	69	30	38	40	53	54	54	56	46	62	66	67	67	69	63	79	61	71	69	61	69	71	78	85	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-571.612089173517916	-580.115718779003373	8.503629605485443	0.000011111719867	0.000023133387814	2.081890840575503	0.990678641967180	3	2	6	5	4	6	4	4	7	5	4	7	5	8	7	6	8	6	7	9	9	13	8	11	10	10	12	10	11	12	11	10	12	14	10	13	12	12	11	13	14	13	13	13	17	16	13	14	14	15	14	15	14	14	15	14	14	18	16	14	20	15	18	22	18	19	19	16	18	20	23	21	24	19	19	22	22	24	21	24	23	26	26	29	33	2	0	1	5	2	4	2	2	18	2	2	7	8	8	8	7	8	4	11	12	6	32	15	15	18	10	35	9	25	20	26	12	26	26	13	29	31	32	25	27	29	31	31	33	34	56	37	33	27	57	39	40	36	39	40	35	36	53	51	43	69	30	38	40	36	54	54	56	46	62	66	67	67	69	63	79	61	71	69	61	61	71	78	83	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
