step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86
1	-1870.582105454174325	-1877.437593405133612	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.348894680474862	0	1	3	2	3	6	4	4	4	7	7	7	8	9	9	10	11	9	11	11	12	13	12	13	13	16	13	14	14	14	16	15	15	14	15	15	17	16	16	16	18	19	18	17	17	19	19	18	18	17	18	17	20	21	18	19	21	20	20	21	21	22	21	22	22	22	22	23	23	24	23	24	24	25	24	24	25	24	26	27	26	25	28	28	29	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	2	2	4	4	4	4	5	5	5	6	5	6	6	6	7	6	7	7	8	7	7	7	7	8	8	8	7	8	8	9	8	8	8	9	10	9	9	9	10	10	9	9	9	9	9	10	11	9	10	11	10	10	11	11	11	11	11	11	11	11	12	12	12	12	12	12	13	12	12	13	12	13	14	13	13	14	14	15	16
500	-739.322105543809243	-746.177593494768644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.264583443530544	0	1	3	2	3	5	4	3	4	7	7	7	8	9	9	10	11	9	11	9	11	13	12	12	12	17	14	13	15	15	17	14	15	14	15	13	16	17	17	16	15	19	19	18	17	20	19	17	18	17	18	17	20	22	18	19	21	20	20	22	20	23	21	23	22	22	22	24	23	22	23	24	25	25	24	24	26	24	26	28	26	26	29	29	28	32	0	1	2	1	2	4	8	1	1	7	7	8	9	12	11	12	12	11	14	11	14	12	11	20	11	20	21	21	12	13	25	18	25	20	12	11	25	27	0	20	23	41	24	22	24	12	28	34	40	24	26	29	41	26	52	24	12	34	18	41	50	22	48	58	27	45	11	36	41	43	20	41	21	6	48	42	41	35	41	21	75	34	21	56	22	58	1	1	1	1	1	2	1	2	2	2	1	3	3	1	1	1	2	1	1	1	1	5	2	2	2	4	2	1	4	5	2	1	2	2	5	4	2	1	1	4	2	2	5	2	2	7	3	3	1	3	1	1	3	4	1	5	6	4	6	5	2	6	2	2	5	2	6	8	4	2	8	7	7	9	3	3	7	5	6	10	1	7	10	6	11	6
1000	-596.473823325586295	-603.329311276545695	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.387089245214497	0	2	4	2	4	7	4	5	4	8	7	8	8	9	9	10	11	9	12	12	11	12	13	13	13	17	14	14	14	14	16	15	16	14	16	15	18	15	17	14	16	19	19	16	17	20	19	19	18	17	19	17	18	22	18	18	20	21	19	22	20	22	21	20	22	20	23	24	23	24	23	25	21	25	25	25	25	25	27	27	26	22	29	28	29	30	0	1	4	1	4	4	2	3	1	7	7	7	7	7	10	12	7	11	14	16	18	11	10	11	13	20	21	21	17	25	30	21	30	20	21	24	30	21	0	24	23	19	26	29	36	20	28	36	40	40	24	44	41	61	44	45	50	66	21	53	24	53	48	56	47	45	40	24	41	71	20	53	27	27	82	62	53	27	72	47	75	66	27	82	48	81	1	2	1	1	1	2	1	1	3	2	2	2	2	3	1	1	4	1	2	2	1	2	3	3	2	2	2	2	2	1	1	3	1	1	3	1	2	3	1	1	3	3	1	1	2	5	2	2	1	2	5	1	1	1	2	1	2	1	5	4	3	2	1	1	2	1	5	8	3	1	5	4	3	5	2	1	6	4	1	4	1	1	8	4	5	2
1500	-553.049510401431803	-559.904998352391203	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537732983724269	0	1	2	2	4	6	4	4	3	7	8	8	8	9	9	10	12	10	11	11	11	11	11	13	12	16	12	14	15	15	16	13	14	14	15	15	16	17	16	15	16	18	19	18	17	19	20	18	18	16	18	17	20	21	17	20	20	20	20	21	22	21	22	23	22	22	22	23	24	24	22	24	24	25	24	24	25	23	26	28	25	24	26	28	30	31	0	1	1	1	9	4	3	9	1	7	7	7	7	7	10	11	22	14	14	12	14	12	18	12	13	24	21	21	16	25	33	23	25	24	21	20	33	28	0	20	18	41	26	17	36	26	28	20	50	40	20	29	42	43	29	45	49	36	27	41	24	42	56	48	35	58	40	50	62	61	46	62	35	65	66	62	53	59	69	65	75	20	47	75	84	82	1	1	1	2	1	2	1	1	2	2	2	2	2	3	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	4	2	2	4	1	1	3	3	2	1	4	1	2	1	1	2	1	2	4	3	4	2	1	3	2	1	3	4	2	2	2	2	4	2	1	2	3	1	1	4	1	7	3	3	2	4
2000	-489.477703161563966	-496.333191112523366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660883018212732	0	2	2	3	4	7	5	4	2	8	6	7	9	9	8	10	11	10	10	12	12	11	13	13	13	17	14	14	13	12	17	15	15	14	16	16	17	15	15	15	18	19	18	16	14	18	19	19	19	17	19	17	20	19	18	19	21	20	20	22	21	22	21	22	21	21	22	24	23	24	23	25	24	24	24	25	24	23	26	28	26	26	28	28	28	32	0	1	1	1	2	5	3	9	1	11	7	7	10	11	11	12	12	14	14	22	18	10	17	12	30	24	21	21	17	13	30	21	25	20	28	45	25	23	0	24	23	41	26	29	24	26	35	45	50	20	43	44	41	43	44	36	49	45	35	53	26	53	48	56	27	48	50	50	62	71	46	62	27	65	58	62	62	65	53	59	75	75	78	75	75	84	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	2	1	1	2	2	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	2	2	2	3	2	1	2	1	1	2	3	1	2	5	1	1	2	1	4	1	2	1	1	1	3	5	1	1	2	1	2	2
2500	-512.352606505552558	-519.208094456511958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634760188888587	0	2	3	1	4	5	5	5	5	6	6	6	7	10	9	9	11	8	12	11	12	13	12	13	14	16	13	15	15	12	15	16	16	15	16	15	16	16	17	16	18	20	18	17	18	20	20	18	19	17	19	18	20	20	18	19	20	21	21	22	19	20	22	22	22	22	20	23	23	23	23	24	25	26	24	24	25	24	26	28	27	26	27	28	28	31	0	4	4	1	2	1	3	3	4	7	3	7	11	18	11	7	11	7	14	9	18	17	14	16	30	20	20	21	17	13	25	21	25	20	28	24	25	27	0	20	21	41	24	17	36	26	27	36	50	40	43	17	41	43	29	36	40	48	28	53	26	41	45	48	47	48	50	67	62	61	61	62	59	65	64	62	62	65	76	74	82	75	78	75	75	85	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	2	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	2	1	3	1	1	1	1	1	3	4	1	1	2	2	2	4	2	1	1	1	5	1	1	2	2	2	2	2	2	1	1	2	3	2	2	1	2	2	2	2	2	2	2	1	2	3	1	1	1	1	1	2	2	2	1
3000	-488.530367664268454	-495.385855615227854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.593840994131781	0	1	3	2	1	6	4	5	5	7	7	8	8	8	9	11	11	10	11	11	12	13	12	14	14	17	14	14	13	13	16	16	15	14	15	15	17	16	16	16	18	19	17	17	17	19	20	17	18	17	19	17	21	22	18	19	21	20	20	20	22	21	21	22	22	22	21	23	22	24	23	25	24	25	24	25	24	23	26	28	27	25	27	28	29	32	0	1	1	1	1	9	3	3	2	7	7	7	7	7	12	10	11	14	11	12	14	16	14	20	30	17	21	21	17	13	30	35	25	20	28	24	25	21	0	36	23	41	24	29	36	26	35	36	50	24	43	29	42	51	52	48	49	45	27	41	46	41	45	56	59	58	40	67	53	61	46	62	27	65	66	69	69	59	60	74	75	75	47	82	84	85	1	1	1	2	1	1	1	1	2	2	2	3	2	1	1	2	2	1	2	1	3	1	2	2	1	3	1	1	1	3	2	1	1	1	1	1	1	2	1	1	3	1	2	3	2	1	2	1	1	1	1	3	2	1	1	1	1	2	3	2	1	2	2	2	1	1	2	2	1	1	2	2	5	1	1	1	1	2	3	2	1	1	3	1	1	3
3500	-527.568465903263018	-534.423953854222418	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673021176385022	0	1	4	2	4	6	4	4	2	8	7	8	7	10	8	11	11	8	12	10	12	14	12	13	14	16	14	13	15	12	16	15	15	14	15	15	17	16	17	17	17	18	17	17	16	20	17	18	18	16	19	18	20	22	18	20	20	20	19	20	22	21	18	23	23	22	22	23	24	25	24	24	24	25	23	24	25	23	27	27	26	25	25	28	30	32	0	1	4	2	9	4	4	9	1	11	3	11	7	18	11	12	12	6	14	12	15	17	14	20	30	24	28	14	17	13	25	19	30	24	14	34	25	14	0	12	23	41	24	22	20	24	28	36	40	24	43	44	42	24	29	63	49	48	27	41	46	60	36	56	59	48	50	40	62	46	46	62	59	65	58	62	62	59	77	74	82	75	59	82	84	85	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	2	2	2	1	2	1	1	3	1	2	3	1	3	2	1	2	1	2	3	3	1	1	2	1	1	2	4	2	1	2	1	2	1	1	1	2	2	2	2	2	3	1	3	2	1	3	2	2	2	2	2	1	2	1	1	2	2	1	1
4000	-519.605296391580850	-526.460784342540251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606792839622540	0	2	4	1	2	6	5	5	4	6	7	7	9	9	9	9	9	10	10	11	13	12	12	13	12	16	13	14	14	14	16	15	15	15	13	15	18	16	17	15	17	18	18	17	18	18	19	19	18	18	18	18	21	21	18	19	21	19	20	20	20	21	21	22	23	21	22	23	23	24	24	25	24	22	23	25	24	25	25	27	25	25	28	28	30	31	0	4	4	1	1	5	3	3	1	7	10	10	11	11	10	12	6	14	14	10	19	20	18	20	13	20	14	35	22	25	25	27	30	20	14	20	30	27	0	24	23	41	26	29	36	34	21	20	40	40	26	44	42	43	29	36	49	36	27	42	26	41	45	56	35	45	49	40	62	61	61	69	14	59	48	62	62	73	62	74	75	75	78	75	84	85	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	2	2	2	1	1	2	1	1	2	2	2	4	3	1	2	1	1	2	2	2	2	2	2	3	1	3	1	2	2	7	2	2	4	2	3	2	1	7	1	2	3	2	1	2	2	1	2	2	2	1	1
4500	-505.081948894964569	-511.937436845923969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.567747784468082	0	1	2	2	3	6	4	4	4	7	6	7	8	10	9	11	11	9	12	11	12	13	12	13	12	16	14	14	14	14	16	16	14	13	15	15	17	16	17	17	18	19	19	17	18	19	19	18	19	16	17	17	19	21	16	19	22	20	20	22	22	23	22	22	22	22	23	24	22	24	23	24	24	25	23	24	26	22	26	26	26	26	28	29	29	30	0	1	1	1	2	5	3	3	3	11	7	11	11	4	7	12	12	10	18	12	18	12	14	16	13	24	21	21	22	25	25	21	25	20	28	34	30	28	0	50	23	41	51	55	36	26	35	36	50	24	24	29	41	43	29	48	49	45	27	41	43	53	56	56	27	48	40	50	53	26	46	62	59	78	66	69	69	28	76	47	75	75	78	82	82	85	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	2	3	1	2	3	2	2	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	1	1	1	2	2	2	2	2	3	2	1	1	1	1	1	2	1	3	2	1	3	2	2	3	2	2	5	1	4	2	1	2	2	1	2	2	2	2	3	1	2	3	1	2	1
