step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108
1	-3963.351487144791463	-3961.889405060272566	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.278262491316963	0	2	3	4	4	5	5	5	6	8	7	8	8	8	11	10	11	9	9	10	10	11	10	10	11	10	13	12	11	12	11	11	11	14	11	12	12	12	13	13	12	12	12	12	13	13	13	13	13	13	13	13	14	14	14	15	15	14	14	14	15	15	15	15	15	16	17	16	16	17	16	18	17	17	17	17	21	19	18	18	18	18	19	19	19	19	19	20	21	20	20	21	21	23	25	25	26	27	28	29	30	29	29	30	31	31	32	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	4	4	4	5	6	6	6	6	6	8	8	8	7	7	8	8	8	8	8	8	8	10	9	8	9	8	8	8	11	8	9	9	9	10	10	9	9	9	9	10	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	12	13	12	12	13	12	13	13	13	13	13	16	14	13	13	13	13	14	14	14	14	14	15	16	15	15	16	16	17	18	18	19	20	21	21	22	21	21	22	23	23	24	24
500	-1530.530970430461593	-1527.922722037761105	-2.608248392700480	0.000010019570268	0.000041116935828	4.103662605280757	0.135509729792867	-1	0	2	3	1	4	3	2	3	5	7	5	7	5	10	9	11	9	9	8	7	11	10	10	11	10	12	12	10	9	9	11	8	14	11	12	12	12	10	12	12	9	12	12	13	12	11	13	10	13	13	13	14	14	14	15	14	14	14	14	15	15	15	12	15	16	17	15	16	17	16	18	17	17	16	17	21	19	18	18	18	18	19	17	18	19	19	19	21	18	20	20	21	23	25	25	26	27	28	29	30	29	28	30	31	31	32	32	0	1	2	5	2	4	2	2	8	9	9	3	10	9	21	11	12	11	14	10	9	21	9	12	12	19	12	19	21	21	13	19	12	14	18	14	19	9	30	31	22	2	47	35	14	20	14	12	8	22	33	26	8	3	23	49	3	8	49	12	14	17	47	8	49	49	40	45	12	9	7	7	7	11	64	64	42	3	30	7	39	40	55	42	7	67	8	3	30	53	3	49	30	49	64	64	64	49	64	64	64	49	64	7	49	49	58	49	1	1	2	2	1	1	3	2	1	2	2	3	2	2	2	1	4	2	3	3	4	3	6	2	5	1	4	2	3	1	2	2	3	8	2	6	2	6	1	2	1	6	1	1	7	3	6	7	5	2	4	2	11	11	4	3	11	12	4	8	9	2	4	8	5	6	3	2	10	10	10	10	10	9	3	5	11	14	7	12	7	6	5	7	11	2	11	16	7	4	13	10	11	11	13	13	12	16	15	15	16	17	13	24	17	20	13	21
1000	-1181.541803076954693	-1179.249927410647388	-2.291875666307370	0.000010077446226	0.000031611747664	3.136880808356584	0.213243866748313	-1	1	2	4	4	5	3	2	6	7	7	5	8	5	10	10	9	9	9	10	7	8	10	9	11	10	12	10	10	12	10	10	10	14	11	12	11	9	12	13	12	12	12	12	13	13	12	13	10	12	13	11	14	11	14	15	15	14	12	14	14	15	15	12	15	16	17	16	16	14	16	18	17	17	17	15	21	19	18	18	17	17	19	19	19	19	19	20	21	17	19	21	21	22	25	25	26	27	28	28	30	29	28	30	31	31	32	32	0	1	2	2	3	4	3	2	8	8	14	7	10	8	22	11	5	14	14	13	8	21	11	12	33	19	25	18	22	38	21	11	12	14	14	18	14	5	38	31	31	12	52	35	5	20	26	44	38	31	25	18	38	5	35	64	8	21	38	9	47	54	55	38	49	58	50	47	12	38	49	39	50	18	76	64	54	21	38	38	38	50	48	62	31	82	38	8	72	38	31	64	38	64	64	76	70	64	76	64	64	64	70	21	70	38	88	88	1	2	1	1	2	1	1	1	2	4	1	2	1	2	2	3	5	3	4	1	3	1	3	2	1	1	1	1	2	2	3	2	3	9	5	2	4	5	3	2	2	5	1	1	5	3	2	1	1	2	2	2	5	7	2	2	11	7	3	7	2	2	1	3	4	2	4	4	11	4	5	6	5	7	2	3	9	9	6	9	6	4	5	4	9	2	7	17	3	7	7	8	10	10	12	10	10	14	12	9	17	15	12	23	11	21	11	12
1500	-1050.272552223774028	-1048.325978403503541	-1.946573820270542	0.000010055250748	0.000022165423751	2.204363103985528	0.232235829816432	0	1	3	4	4	5	4	4	6	7	7	6	8	5	10	10	11	9	7	10	9	11	10	10	11	10	13	12	10	12	11	11	8	12	11	12	12	9	13	13	12	12	12	12	13	12	12	13	11	12	13	13	14	12	14	15	14	14	14	14	15	15	15	12	15	16	17	16	16	17	15	18	16	17	17	16	18	19	18	18	18	16	18	19	18	19	19	17	21	20	20	21	21	23	25	25	26	27	26	29	29	29	29	30	30	31	32	32	0	1	2	3	3	4	2	2	8	5	14	7	10	8	9	11	2	19	14	10	9	8	11	12	33	18	17	16	21	21	21	23	12	14	18	18	19	9	38	22	22	33	18	35	16	20	26	35	38	31	42	43	39	3	48	64	8	49	49	54	47	42	55	49	58	65	50	47	33	64	49	53	50	61	76	64	54	22	38	38	53	50	55	69	15	82	57	3	72	72	22	64	38	64	76	76	88	64	88	94	57	57	70	30	76	38	96	88	1	1	2	1	1	1	2	2	2	2	2	2	1	1	3	2	7	2	2	2	2	6	2	4	2	1	1	2	1	3	1	1	2	4	2	2	2	2	2	2	1	4	3	1	3	2	2	2	2	1	1	1	1	8	1	3	9	3	2	2	3	2	1	1	1	1	4	4	7	3	4	4	4	1	1	4	6	8	6	8	4	4	3	3	6	3	4	11	3	2	6	7	9	11	8	9	8	13	8	6	15	13	9	18	9	21	7	11
2000	-924.128326167690034	-921.872902950820048	-2.255423216870022	0.000010244282109	0.000031069408350	3.032853646576163	0.281457416464247	0	1	3	4	3	5	2	4	6	8	7	8	8	8	10	10	11	9	9	10	8	11	10	9	11	10	13	12	11	12	11	11	11	13	11	12	12	10	13	11	12	12	12	12	13	13	10	13	11	13	13	13	13	11	14	14	13	14	13	14	15	15	15	12	14	16	17	16	16	17	16	18	14	17	17	17	20	19	18	18	18	15	19	19	19	19	19	17	21	20	20	21	21	23	25	25	23	27	27	29	30	29	29	29	31	31	31	32	0	1	2	5	2	4	2	5	8	9	9	7	9	11	9	19	5	14	14	9	8	21	11	12	12	14	17	32	15	38	15	8	12	26	18	32	18	21	38	21	21	54	32	35	23	20	19	35	38	31	42	26	30	5	48	64	49	49	49	51	47	51	55	49	49	65	50	47	42	64	57	39	50	68	64	64	25	53	39	39	39	73	55	69	82	82	39	49	81	81	22	64	53	64	92	70	76	64	76	92	88	88	88	56	88	64	100	92	1	1	2	1	2	1	1	1	2	2	1	4	2	1	4	1	6	1	1	3	4	2	3	1	2	2	2	1	1	2	1	5	3	3	1	1	3	2	2	2	2	1	1	1	2	3	1	1	1	2	1	3	1	5	1	2	2	2	2	1	4	2	1	1	2	2	3	6	4	4	3	3	1	1	5	5	4	5	5	5	5	1	4	3	4	2	4	5	2	2	9	7	4	11	4	4	4	14	9	4	13	11	10	15	11	16	2	9
2500	-823.303895704375122	-821.187483262415071	-2.116412441960013	0.000010623147341	0.000028138853114	2.648824516101385	0.360134311930909	0	1	2	4	3	5	5	5	6	7	7	8	6	8	10	10	10	9	9	10	10	8	8	10	11	10	13	12	11	12	11	11	10	14	11	12	11	9	13	13	12	12	12	12	11	12	10	13	11	13	13	13	14	13	14	14	15	14	14	14	15	15	15	12	15	16	17	16	16	16	15	18	14	17	17	16	21	19	18	18	17	16	19	19	19	18	19	20	20	20	20	21	21	23	23	25	26	27	28	29	30	29	29	30	31	31	32	32	0	1	2	5	3	4	5	3	8	13	8	7	8	11	22	11	2	14	14	7	22	9	11	12	12	18	33	14	22	38	15	11	12	52	26	19	14	8	30	31	31	25	26	35	11	20	14	35	38	31	42	43	39	42	48	64	49	49	49	51	47	54	48	49	49	58	50	26	54	64	59	53	50	68	64	64	69	57	53	53	53	73	55	62	82	73	79	56	53	72	82	70	39	64	88	92	94	64	92	92	70	88	94	76	95	76	105	94	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	7	1	1	3	2	2	1	1	2	1	3	3	2	2	1	2	2	1	1	3	2	4	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	2	2	2	2	1	4	2	1	1	2	1	3	5	3	3	1	4	1	1	5	3	5	4	3	3	3	2	4	1	3	2	1	5	2	2	4	4	6	8	3	4	3	13	7	7	11	9	5	13	7	14	1	8
3000	-796.874352201827151	-794.690556364741951	-2.183795837085247	0.000010670036826	0.000030223230309	2.832532895766052	0.399815472731256	0	2	3	3	4	5	5	4	6	8	7	8	8	8	11	10	9	9	9	10	10	8	9	10	11	10	13	12	11	12	10	10	10	14	10	11	10	10	13	11	12	12	12	12	13	13	13	13	11	13	13	13	14	14	14	14	14	14	13	14	15	15	15	13	15	16	17	16	16	16	16	18	16	17	17	16	21	19	18	17	18	17	19	18	19	19	19	17	19	20	20	20	21	22	25	23	26	27	27	29	27	29	29	30	30	31	32	32	0	1	2	2	3	4	2	3	7	3	8	5	9	11	21	11	2	14	14	9	22	3	11	17	2	18	12	11	22	38	22	11	17	26	19	14	19	22	38	31	31	33	26	35	16	20	26	35	38	40	42	43	39	25	48	64	49	49	49	42	47	54	55	49	59	59	50	61	54	64	58	53	50	68	64	64	84	53	39	53	53	73	63	69	73	82	79	64	53	78	50	70	78	88	96	92	96	88	97	94	76	70	96	70	98	64	104	94	1	1	1	1	1	1	3	1	1	4	2	2	2	1	1	3	5	1	1	3	2	3	2	1	7	1	3	3	3	1	2	2	1	4	1	2	1	2	2	1	2	2	1	2	3	2	2	2	1	2	1	1	1	3	1	1	2	3	2	2	2	1	1	2	1	3	3	1	1	3	2	2	3	1	4	2	3	3	3	2	3	1	2	2	2	2	1	1	2	1	5	2	2	4	2	3	3	6	1	7	7	7	5	12	3	15	2	7
3500	-710.147007468238485	-708.131182073121295	-2.015825395117151	0.000010818140053	0.000025775062295	2.382577981741965	0.475784947986689	0	2	3	4	4	5	5	5	6	8	7	7	7	8	11	10	11	9	9	10	10	9	10	10	10	10	13	11	11	12	10	11	10	14	11	12	12	10	13	12	12	11	11	12	10	12	13	13	11	13	13	13	14	13	14	15	14	13	14	14	15	15	15	14	14	15	17	16	16	17	16	17	17	17	17	16	21	18	17	18	18	18	18	19	19	19	19	20	20	20	19	20	18	22	25	22	26	27	28	28	30	29	29	30	31	31	32	32	0	1	2	2	3	4	3	3	8	13	9	2	9	11	22	11	12	14	14	13	22	9	11	12	12	14	33	18	21	38	22	11	12	52	26	32	28	22	30	31	31	25	26	35	11	13	26	35	38	40	42	43	39	33	48	64	49	49	49	42	47	54	48	58	49	49	50	61	54	64	58	53	40	68	64	64	84	53	53	72	53	73	63	69	82	73	81	70	79	81	73	64	72	70	96	92	96	92	97	96	97	92	95	76	98	76	106	96	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	1	1	3	1	2	3	1	1	2	2	1	1	2	1	2	3	1	1	1	1	1	1	2	2	1	1	1	1	3	2	2	1	1	2	2	1	2	1	1	3	2	3	2	2	2	2	1	2	2	3	1	2	3	3	3	3	1	1	2	2	3	2	1	3	1	2	2	1	1	1	3	2	2	2	3	1	4	2	2	3	5	2	6	2	7	4	10	4	12	1	7
4000	-695.593445287235227	-693.678879478648355	-1.914565808586883	0.000011043463574	0.000023448164348	2.123261800204627	0.457130461672709	0	1	3	4	4	5	5	5	6	8	7	7	8	8	11	10	11	9	9	10	8	11	9	10	11	10	13	12	9	11	11	11	9	14	11	12	12	9	13	10	12	12	11	12	13	13	12	13	12	12	13	13	14	14	14	15	14	14	13	14	15	15	15	14	14	16	16	16	16	17	15	16	17	17	15	17	21	17	18	17	18	18	19	19	19	18	19	20	20	20	19	20	20	23	24	23	25	27	28	29	29	29	29	30	30	31	32	32	0	1	2	3	2	4	3	3	8	8	8	7	8	11	21	11	7	14	14	10	9	29	11	12	33	14	17	19	21	38	21	16	12	26	26	19	14	21	30	21	31	33	26	35	16	20	26	35	30	40	42	43	39	42	48	64	49	49	49	42	47	54	55	59	49	57	50	61	54	64	58	53	50	68	64	64	69	53	72	72	72	73	55	69	82	73	81	75	81	79	73	76	79	76	92	92	95	95	95	96	99	92	92	70	98	92	106	98	1	1	2	1	1	1	2	2	1	2	1	1	2	1	2	2	3	1	1	2	2	2	2	2	2	2	2	1	1	2	2	1	2	4	1	2	3	1	2	2	1	3	1	1	3	3	2	2	1	1	1	2	1	1	1	1	2	2	1	2	3	1	1	1	2	2	3	1	1	3	1	2	5	1	1	2	3	3	2	1	2	1	2	3	1	1	1	2	2	2	1	3	2	3	3	2	1	3	3	5	1	8	6	11	2	11	1	5
4500	-707.412841546751224	-705.382929517235084	-2.029912029516119	0.000012897441708	0.000031203015411	2.419318196417326	0.560697751093683	0	2	3	4	4	5	5	5	6	8	7	8	7	8	11	10	11	9	9	10	8	10	9	8	11	10	13	11	8	12	8	9	9	14	11	12	12	11	13	11	12	12	10	12	13	13	12	13	12	13	13	13	14	13	14	15	15	14	14	14	15	15	15	14	15	16	17	16	16	17	16	16	17	17	17	17	20	16	17	18	18	18	18	19	19	19	19	20	20	20	20	21	19	21	25	24	26	27	27	29	30	28	28	29	31	31	32	32	0	1	2	3	3	4	5	5	8	13	8	5	8	11	22	11	33	14	14	10	8	21	11	2	33	14	17	18	8	38	8	11	12	43	26	28	28	21	30	31	31	25	14	35	23	20	19	35	38	40	42	43	38	25	48	64	49	49	49	42	47	54	55	49	49	58	40	47	54	64	65	39	40	68	64	64	84	53	72	72	72	67	63	69	82	82	81	70	80	78	86	88	78	70	96	92	96	95	95	96	103	88	75	70	100	96	100	104	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	2	3	2	2	2	2	1	2	2	2	1	3	2	1	1	1	1	1	2	1	2	4	1	2	1	3	2	2	2	1	2	1	3	2	1	1	1	3	2	2	2	1	2	1	2	2	2	3	3	2	3	1	2	5	1	3	2	1	2	1	1	2	1	2	2	1	1	1	1	2	3	1	1	2	4	1	3	2	1	2	4	2	6	8	6	1	7	2	3
