step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
1	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.599356528668882	4	9	10	12	13	16	15	31	18	27	26	28	34	34	30	34	36	59	40	43	38	42	48	44	50	44	47	51	48	45	45	68	50	55	47	49	49	50	46	51	51	59	47	52	55	51	56	60	55	53	53	53	56	57	53	55	56	60	64	64	64	70	60	61	61	68	65	74	66	70	64	69	69	76	71	70	67	65	66	74	71	78	73	71	71	76	81	83	94	86	88	86	97	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-495.109184473491837	-504.160027853943177	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992218842414029	2	13	7	7	13	10	10	33	19	26	22	25	38	31	19	35	39	61	34	38	30	36	40	44	46	42	47	49	51	45	41	69	46	47	49	50	53	39	45	43	46	61	49	54	54	51	50	50	55	55	44	52	55	59	49	59	59	57	61	67	61	62	60	60	65	71	63	74	65	65	62	59	66	73	73	72	64	58	66	74	64	79	74	72	70	70	75	87	96	81	87	84	92	0	3	1	1	6	1	4	10	5	15	15	15	8	10	2	14	14	46	21	19	12	19	11	17	8	16	51	31	41	23	17	57	38	20	30	34	43	22	17	13	40	13	17	27	30	24	30	20	43	43	17	40	34	44	40	39	34	27	44	77	37	37	46	53	63	71	44	79	18	48	50	27	54	85	69	70	63	46	78	42	62	32	85	65	71	69	70	67	66	84	90	80	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-485.309610503825581	-494.360453884276922	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996433785681274	3	7	10	11	10	20	13	34	16	26	28	21	33	33	29	37	34	57	41	44	40	41	51	44	43	45	43	52	50	39	42	61	46	50	42	49	40	52	48	43	44	50	47	51	57	46	59	57	56	53	55	55	52	52	54	49	46	61	61	61	67	65	62	60	58	65	66	56	64	68	67	73	66	65	72	63	63	63	67	70	66	71	61	66	64	72	73	79	87	85	78	78	94	0	1	1	1	2	4	5	11	3	6	6	7	10	10	6	8	11	20	6	37	16	17	31	17	16	16	17	19	41	17	13	48	31	27	16	26	17	39	35	17	16	26	21	57	34	35	39	55	42	20	36	23	19	36	23	26	27	49	65	51	44	58	18	39	53	68	44	33	28	48	69	32	63	58	85	38	49	18	60	76	18	69	51	47	23	71	82	80	92	88	71	87	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-492.913695124209596	-501.964538504660936	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994767949250658	6	9	11	15	14	12	17	28	16	24	27	25	35	36	30	36	34	52	40	40	32	33	50	44	53	42	44	45	47	46	45	70	45	52	50	42	41	48	48	54	51	62	43	52	52	47	53	61	47	53	53	40	55	54	53	45	55	57	55	60	62	68	55	63	58	68	56	72	62	65	65	70	72	71	69	72	69	68	60	70	73	76	71	72	69	71	80	86	89	80	90	83	91	0	1	2	3	1	2	3	12	3	4	4	5	21	17	1	21	11	56	16	8	11	12	24	16	30	16	52	52	52	16	8	78	26	56	56	16	8	12	24	35	30	59	17	20	38	14	38	41	36	38	20	14	38	39	46	13	56	40	37	59	38	25	34	40	34	67	45	79	35	69	57	64	40	70	48	50	42	64	57	48	64	84	79	65	70	77	82	87	88	74	92	68	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-484.478835321170038	-493.529678701621378	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980036922942341	3	12	9	15	16	17	18	27	17	22	22	27	36	34	31	33	38	53	42	42	38	40	39	47	48	44	47	45	41	49	46	68	50	57	50	49	48	51	47	52	44	52	45	54	57	51	53	52	53	42	48	52	51	60	47	44	55	61	66	66	61	69	57	57	61	68	60	74	67	62	61	63	66	69	66	71	67	61	61	72	63	76	76	70	71	70	77	79	89	75	85	82	99	0	1	1	3	3	3	3	11	3	4	4	2	16	8	8	11	15	51	13	14	12	8	16	41	43	20	41	22	8	13	41	42	28	38	19	23	22	14	20	20	21	21	15	37	30	22	39	43	25	21	22	29	55	42	56	23	19	47	67	54	64	71	47	36	42	57	38	75	58	45	33	45	54	71	72	32	61	42	38	54	57	62	66	38	71	71	81	86	91	86	85	80	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-498.442966563164305	-507.493809943615645	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.973580177041509	3	12	10	7	14	18	16	28	21	27	24	26	37	37	29	31	41	59	40	25	39	34	47	45	44	39	41	43	47	42	41	65	53	48	41	50	41	46	45	53	50	57	45	51	54	43	58	59	53	48	46	52	58	56	53	47	52	56	60	57	58	67	64	58	47	61	60	63	66	69	67	64	67	77	69	67	67	66	67	74	69	80	72	74	71	77	77	84	94	88	89	85	90	0	1	1	1	1	5	3	9	2	5	5	5	8	12	12	10	13	57	14	7	12	8	16	37	27	22	11	11	21	37	16	18	24	28	22	25	15	17	26	25	46	50	37	56	30	15	23	36	65	35	17	46	23	17	36	28	38	44	47	40	44	58	48	50	19	56	23	59	64	45	68	42	47	80	18	47	54	47	58	73	47	70	68	70	32	71	85	80	93	92	86	81	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-488.648800069621700	-497.699643450073040	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989772606670579	2	10	5	15	15	10	12	31	18	24	22	27	30	36	33	30	39	59	42	39	39	36	50	48	50	44	46	44	36	42	41	66	46	53	46	48	50	49	40	46	53	62	45	55	57	48	55	57	54	53	46	51	53	59	52	55	59	57	64	61	61	70	53	62	61	63	63	60	64	74	65	57	67	70	68	71	65	62	66	72	71	79	60	70	60	78	79	85	92	71	81	82	99	0	3	1	2	6	1	6	11	5	9	7	5	5	13	13	10	15	26	21	13	16	8	39	20	17	39	19	21	13	16	22	48	29	26	28	30	28	20	12	22	23	36	17	55	23	19	51	50	43	46	30	20	36	47	21	40	63	27	65	49	58	77	35	56	37	53	49	52	54	67	83	46	61	32	59	32	47	85	57	62	56	79	33	85	53	72	32	82	88	32	70	62	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-486.760519285962800	-495.811362666414141	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995544141062634	1	7	12	15	10	15	9	25	17	27	21	29	37	32	30	28	34	60	39	43	40	40	49	39	35	42	49	52	44	40	48	68	54	56	42	50	47	51	44	54	52	58	47	51	58	51	55	47	57	52	53	53	51	46	53	49	58	58	58	64	66	62	57	59	57	70	61	59	68	66	68	57	68	77	73	61	66	62	66	78	62	73	70	75	73	73	80	77	92	84	80	87	98	0	1	2	5	1	7	1	4	5	11	4	10	25	8	9	11	12	40	10	22	17	14	24	12	14	17	35	39	13	14	26	78	36	28	17	25	19	26	25	37	26	44	19	22	40	20	28	22	52	56	31	20	43	22	39	17	36	53	50	57	45	44	24	46	23	67	72	38	62	58	63	52	64	61	32	37	65	40	49	75	47	42	68	32	57	45	85	77	88	86	75	75	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-494.883604995148005	-503.934448375599345	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987681679731404	3	11	8	14	11	15	12	35	20	25	28	27	34	33	29	35	39	58	37	43	37	45	40	41	49	44	48	52	51	38	42	68	45	55	46	47	48	52	46	52	46	58	44	54	57	47	56	63	50	50	50	52	57	59	35	53	55	50	64	67	54	61	55	63	55	63	58	66	66	62	68	62	62	74	67	68	67	65	60	69	71	80	74	65	74	77	84	77	93	82	82	83	88	0	1	1	3	3	7	1	12	5	9	9	9	12	15	10	2	21	40	16	23	14	13	8	55	43	17	17	33	43	15	30	62	21	56	16	21	30	27	16	33	43	29	55	33	31	31	35	39	13	23	17	35	38	40	9	50	35	24	47	66	35	63	39	67	41	20	38	66	28	47	70	67	47	72	62	66	54	67	34	84	59	74	61	72	32	80	64	71	86	88	88	60	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-499.516347255778726	-508.567190636230066	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996728095392371	6	10	14	13	12	18	16	31	20	28	23	24	33	32	28	32	34	57	31	40	37	38	47	41	53	37	50	35	53	41	48	61	47	52	44	48	51	44	46	53	48	60	44	51	42	47	56	63	55	57	55	51	53	54	53	52	60	55	51	68	63	66	62	58	59	66	62	76	62	61	67	65	68	76	71	69	67	59	62	73	73	75	73	65	72	76	83	85	88	82	84	88	95	0	1	1	1	1	1	5	11	6	12	7	9	15	12	12	10	11	39	10	26	28	14	19	12	46	19	38	8	31	19	24	41	21	23	45	38	43	15	24	31	38	51	26	23	20	20	27	64	36	24	46	13	46	41	52	17	58	20	24	78	78	47	18	51	52	65	64	66	44	33	39	65	57	85	62	72	78	47	59	58	47	71	77	78	69	76	90	68	68	82	74	86	89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
