step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-636.822078840780364	-645.872922221231761	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.940454702578592	1	0	5	4	3	3	3	4	6	3	3	4	4	4	5	6	4	4	4	4	12	4	5	8	7	6	6	10	7	6	7	6	7	9	7	7	9	8	7	7	8	8	11	7	9	10	11	9	8	10	11	10	11	10	11	12	12	14	13	11	12	15	11	16	13	13	12	14	15	13	12	14	14	13	15	15	15	18	15	17	17	19	17	20	18	18	19	22	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-270.503580259542048	-279.554423639993388	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989562255109599	1	-1	4	3	4	3	4	5	7	2	3	4	4	5	2	6	4	3	5	5	11	5	4	9	7	6	6	10	7	7	7	6	5	9	7	8	9	9	6	5	9	6	10	6	10	11	11	10	7	11	10	11	11	11	11	10	9	14	14	9	12	11	8	15	13	10	12	12	16	13	12	14	13	13	11	13	13	18	12	14	16	17	15	20	16	13	18	23	2	0	4	10	11	1	11	17	12	1	1	18	1	13	1	3	11	10	10	7	34	17	1	25	42	13	8	60	3	13	27	20	4	36	39	19	9	31	17	12	7	12	35	33	38	9	36	63	23	14	57	28	37	43	51	36	42	54	46	31	24	40	4	76	67	19	55	54	74	75	56	76	21	21	34	51	67	70	56	67	72	72	61	87	74	67	85	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-258.746611130287249	-267.797454510738589	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992631137585468	2	0	5	5	3	4	3	5	7	3	2	5	4	4	1	6	4	4	3	5	12	4	6	8	8	6	2	10	8	6	4	6	7	10	6	6	7	7	8	7	9	9	9	7	10	10	12	7	8	11	9	11	12	10	10	12	13	10	14	11	13	9	11	16	12	12	11	14	16	12	11	15	13	13	16	15	14	18	16	17	16	16	15	19	15	15	19	22	2	0	7	19	11	5	1	22	32	11	15	13	7	27	2	3	27	7	27	19	62	7	14	23	6	20	2	9	6	31	1	10	3	20	19	14	20	8	30	20	8	29	38	16	29	16	71	8	9	42	25	62	23	32	25	67	12	38	66	25	66	23	8	59	58	55	8	56	57	28	45	61	34	52	59	61	71	69	86	83	77	85	57	72	61	68	82	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-266.610305091695523	-275.661148472146863	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991065488687926	2	-1	5	4	2	3	1	3	7	3	4	4	4	4	6	7	5	4	5	3	13	4	5	9	7	5	4	11	8	7	7	6	5	9	8	7	10	8	6	4	4	9	11	8	9	10	6	9	6	10	12	8	12	6	12	9	11	14	8	12	11	15	11	15	10	14	10	13	8	10	12	12	13	14	16	16	15	19	16	17	16	18	17	19	17	18	15	22	7	0	6	6	7	7	2	5	23	1	1	7	1	20	11	39	10	1	13	7	50	8	27	15	54	20	10	48	32	10	12	14	14	30	26	23	36	16	26	10	1	16	34	54	31	59	17	31	10	69	46	12	43	22	48	11	70	60	10	65	49	55	37	53	56	67	52	71	3	9	37	50	34	57	60	87	51	85	64	74	64	76	62	73	60	87	51	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-267.082350921605837	-276.133194302057177	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.990165780167737	1	-1	5	5	3	2	4	1	7	2	3	4	4	5	5	6	5	2	1	4	12	5	4	9	8	6	6	9	7	6	8	6	8	9	6	7	9	9	6	5	9	8	11	8	9	10	12	10	8	4	11	10	9	10	11	13	13	14	14	8	11	13	11	15	13	10	13	13	15	13	13	14	15	11	16	16	16	19	14	14	17	15	17	18	17	14	17	21	2	0	20	6	2	2	10	2	12	2	18	8	1	11	10	7	20	19	2	1	60	23	18	36	50	20	19	33	26	3	39	40	15	6	7	20	35	60	40	11	39	39	44	3	39	4	48	44	22	11	44	38	60	24	45	45	53	61	57	30	37	21	45	72	54	53	21	33	79	51	55	21	57	41	56	64	73	81	74	57	73	71	67	56	77	55	33	81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-286.836441118819835	-295.887284499271175	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980554199766258	1	0	6	1	1	2	2	3	5	4	4	3	4	2	3	6	4	4	5	4	13	4	6	9	7	7	6	11	8	7	7	7	6	10	8	6	8	8	8	6	9	8	10	7	9	10	10	5	8	10	10	9	9	9	11	11	10	12	14	6	9	15	12	15	12	12	11	13	14	12	13	10	14	13	15	15	15	14	16	16	15	20	17	17	12	18	19	22	2	0	13	2	2	2	2	1	7	1	4	5	4	4	6	5	4	1	4	12	49	7	13	25	36	36	13	50	25	60	60	18	9	39	17	12	26	60	32	9	37	16	49	1	33	31	54	13	18	37	42	20	27	39	31	37	24	43	65	20	26	35	8	55	46	72	30	53	67	46	56	11	43	65	55	69	78	19	64	73	21	58	78	69	50	80	80	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-266.931587988863612	-275.982431369314952	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.958921003082473	1	0	6	4	4	2	4	4	6	4	2	5	4	4	5	6	5	4	3	3	11	5	2	6	7	7	6	10	6	5	8	6	8	9	8	6	9	8	7	7	6	9	12	7	9	10	10	7	9	10	12	10	12	5	8	11	12	14	12	12	12	14	10	15	13	12	11	14	16	10	11	15	12	5	14	16	15	18	13	16	16	18	18	17	15	15	13	21	2	0	12	11	6	1	6	23	13	19	2	11	6	2	6	17	4	11	23	2	45	19	1	22	29	10	18	8	18	5	3	8	32	55	5	13	74	29	12	29	4	24	63	15	40	18	33	27	39	55	49	25	37	10	44	15	21	57	67	50	26	39	31	62	43	52	37	71	58	3	63	68	37	14	61	58	62	80	67	72	62	84	80	64	62	62	26	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-272.658494621922728	-281.709338002374068	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987801783797252	2	1	5	3	3	4	3	5	6	2	4	5	4	3	4	6	5	5	3	3	10	5	4	9	6	7	7	9	6	6	8	7	8	8	8	8	10	9	8	7	6	6	11	6	9	9	11	7	6	10	12	10	12	11	12	8	12	13	13	9	13	14	10	15	10	8	12	15	16	13	10	11	15	14	14	11	16	19	16	16	12	18	15	20	16	18	20	22	2	0	14	1	1	1	2	19	20	2	20	2	5	1	7	7	15	10	10	2	35	14	4	66	6	7	12	42	15	20	27	4	23	30	49	41	28	42	41	3	3	15	31	6	23	36	63	30	13	35	28	26	43	50	45	44	50	47	32	40	45	53	36	47	39	18	52	81	52	53	29	27	61	67	31	38	51	64	40	70	30	79	81	86	68	80	82	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-247.135742080489024	-256.186585460940364	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976237547094206	1	-2	6	4	4	3	4	5	6	3	4	4	5	5	5	6	4	5	5	2	12	5	5	6	5	0	6	10	6	6	7	7	8	10	8	7	9	7	7	7	9	5	11	7	9	11	11	8	7	9	11	11	11	10	12	11	13	12	10	9	13	15	10	16	14	11	11	14	15	13	11	14	14	13	15	12	15	19	15	17	18	19	14	20	16	18	18	22	2	0	19	6	6	1	10	12	10	1	20	6	17	11	6	19	26	6	12	2	71	6	4	4	12	2	5	60	23	11	8	5	24	37	30	18	38	29	27	22	40	17	45	19	38	37	30	12	9	13	63	33	27	38	53	35	67	28	33	16	71	72	40	74	47	60	36	34	70	55	60	57	70	51	57	28	21	87	49	68	69	86	70	78	65	85	75	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-282.742987716854600	-291.793831097305940	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.975843462673544	1	0	5	4	2	4	3	5	7	3	2	4	4	4	6	6	4	2	5	5	11	4	6	9	7	7	6	11	7	7	7	7	7	8	8	7	8	9	8	6	8	8	12	7	7	9	10	8	6	9	8	10	8	9	10	10	12	11	12	12	10	13	11	14	12	13	10	14	16	13	11	15	15	12	10	16	14	17	12	13	15	19	18	19	18	17	17	19	2	0	12	1	2	10	11	17	19	18	2	11	10	5	12	19	7	2	14	4	51	2	10	44	13	8	20	75	8	13	20	40	22	12	23	6	12	30	45	12	27	30	47	16	23	44	41	29	17	49	44	32	18	45	7	33	55	27	58	24	15	52	39	47	63	63	34	60	81	56	51	62	71	34	24	25	41	73	27	79	62	63	58	78	65	69	76	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
