"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"397fbc76de","zuper",88,0.686046511627907,0.664511494252874,1.05788352272727,NA,1,1,0.0108117681738558
