step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89
1	-8687.199408634463907	-8685.737326549944555	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.964356238737746	-1	6	5	7	8	9	7	9	8	10	10	10	12	11	13	13	14	14	13	16	13	14	15	15	15	15	17	17	17	17	17	19	20	19	19	20	20	19	20	21	21	22	22	21	23	22	23	23	23	22	23	24	24	23	24	24	24	25	26	25	25	26	27	27	27	27	28	28	28	28	27	30	29	29	29	30	29	30	32	32	32	33	36	36	37	37	37	39	39	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	4	5	5	4	5	5	6	6	6	7	6	7	7	8	8	7	9	7	8	8	8	8	8	9	9	9	9	9	10	11	10	10	11	11	10	11	11	11	12	12	11	12	12	12	12	12	12	12	13	13	12	13	13	13	13	14	13	13	14	14	14	14	14	15	15	15	15	14	16	15	15	15	16	15	16	17	17	17	17	19	19	19	19	19	20	20
500	-1155.349388208790515	-1151.358286701665520	-3.991101507124966	0.000009991592490	0.000100105743495	10.018997831444958	0.304712576547459	0	6	5	8	8	9	7	9	8	10	11	10	11	11	14	13	14	14	13	17	14	12	13	16	15	15	17	16	16	17	18	19	20	19	18	21	20	19	19	21	21	23	23	20	23	22	23	23	24	23	22	23	25	24	21	25	25	25	26	25	25	26	28	27	28	27	28	29	27	29	27	30	29	29	28	30	28	31	33	32	32	34	37	35	37	38	35	38	40	0	3	0	3	2	7	2	3	3	7	6	5	0	0	22	13	22	5	7	29	22	8	13	14	0	0	28	15	11	23	13	30	34	17	16	11	32	30	22	37	34	22	16	27	51	0	40	37	11	0	28	46	35	9	0	30	0	46	47	0	0	37	29	25	69	40	52	7	34	43	37	57	62	55	7	56	49	13	49	42	21	32	55	74	62	82	48	14	55	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	4	1	1	1	1	2	1	1	1	1	3	3	3	1	1	2	1	5	1	1	3	1	2	8	4	2	1	1	1	1	6	1	4	1	3	8	1	4	1	1	1	1	1	4	9	4	1	4	3	10	4	2	3	3	2	6	11	2	3	9	4	4	8	14	14	3	9	3	8	13	17
1000	-833.420619870951100	-830.149341206256850	-3.271278664694258	0.000010005435524	0.000065628931624	6.559327824229671	0.430220863274191	-2	7	5	7	9	9	7	9	8	11	9	10	13	12	14	13	15	13	13	17	13	14	15	16	12	15	16	17	16	17	18	20	21	20	19	20	20	19	21	20	19	21	23	21	24	22	22	24	23	23	24	25	22	22	21	23	23	26	24	25	25	25	27	28	27	27	28	29	29	28	28	30	29	30	28	31	27	31	33	32	32	34	37	37	38	37	37	39	39	0	3	0	1	9	7	3	2	2	8	4	4	0	0	12	10	13	11	12	29	10	12	9	26	0	0	21	17	16	23	30	20	36	30	28	24	31	21	38	35	18	29	28	35	17	0	55	53	42	0	43	39	28	37	0	42	0	45	32	0	0	30	29	63	22	34	57	51	38	50	43	54	53	62	66	73	54	68	78	75	72	57	47	79	74	69	65	84	55	1	2	1	3	1	1	1	1	1	1	1	2	1	1	3	1	1	2	2	1	1	3	3	1	1	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	3	2	3	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	3	6	1	7	3	3	2	3	2	2	4	4	2	1	1	2	1	1	2	1	10	11	3	6	4	5	1	15
1500	-804.177820197416281	-800.749634700627439	-3.428185496788802	0.000009945621591	0.000071979382818	7.237293532323331	0.476862826629587	-2	6	5	7	8	9	7	10	8	10	10	9	13	11	13	13	15	13	14	17	13	14	15	16	14	14	18	18	16	16	17	18	20	18	20	19	21	20	20	21	21	22	20	20	21	21	22	23	23	22	22	25	23	24	23	24	23	25	24	26	24	27	26	27	28	28	29	27	29	27	28	31	26	30	29	30	30	31	29	32	32	33	37	36	37	37	37	39	40	0	3	0	3	2	3	2	3	2	7	7	4	0	0	11	10	21	4	10	29	8	6	14	16	0	0	25	16	19	26	29	31	4	26	32	13	26	10	32	30	36	33	31	15	28	0	24	38	40	0	43	57	39	45	0	20	0	39	32	0	0	55	56	52	45	54	54	60	55	36	59	74	50	62	70	68	37	68	68	74	65	57	67	72	57	67	84	87	55	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	4	2	1	1	3	2	2	1	1	2	2	2	1	1	1	6	2	1	3	3	4	1	2	1	1	1	4	1	1	4	2	2	1	1	1	2	1	1	2	1	2	3	1	1	4	1	1	5	2	3	1	3	4	2	1	2	2	1	2	5	2	1	2	2	9	6	3	8	4	1	1	14
2000	-1190.790371396933097	-1187.707416660286071	-3.082954736646959	0.000009962452987	0.000057752005702	5.796966447529482	0.451181481854051	-1	7	5	8	7	8	8	9	9	10	9	11	13	11	11	12	13	15	13	17	13	14	15	15	14	14	17	17	14	17	18	20	19	19	18	20	20	19	20	21	22	21	21	22	22	22	24	23	23	22	22	23	23	23	23	25	22	25	27	26	25	25	27	28	28	28	27	29	27	28	27	29	30	26	28	29	26	31	32	32	32	34	37	37	38	37	36	40	39	0	3	0	2	3	5	5	2	4	2	3	8	0	0	7	6	12	26	12	23	14	19	21	13	0	0	21	25	15	22	16	29	30	12	30	27	18	29	29	25	31	29	27	27	36	0	12	36	46	0	33	38	50	41	0	33	0	35	48	0	0	55	56	44	69	42	48	77	28	38	77	53	65	62	69	52	51	77	78	55	72	52	72	76	81	77	74	82	74	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	2	3	2	1	3	1	2	2	3	4	2	2	3	2	2	2	1	7	2	1	1	2	2	1	1	1	5	1	5	3	1	1	1	1	3	1	3	2	1	4	5	1	2	1	1	1	3	2	2	1	3	2	7	5	4	5	6	5	3	9
2500	-673.698997568913114	-669.979685021613932	-3.719312547299233	0.000009937185274	0.000085507535905	8.604804434134117	0.608394763295612	-2	7	5	8	9	9	7	7	9	9	11	10	11	12	14	13	15	12	14	15	14	13	15	15	14	15	17	16	17	17	17	19	21	18	19	21	20	19	21	21	21	21	23	21	23	23	23	23	23	23	24	25	25	23	24	25	23	26	24	24	25	25	27	27	27	27	28	27	28	28	27	30	28	30	30	29	29	30	33	32	31	33	37	36	38	37	35	40	40	0	3	0	8	2	8	3	3	2	4	5	4	0	0	16	13	18	11	10	5	18	18	21	13	0	0	11	21	20	16	20	29	32	15	30	34	38	31	12	31	30	29	39	28	23	0	33	4	32	0	47	45	38	44	0	47	0	37	21	0	0	55	56	48	52	24	71	47	37	62	52	65	68	62	61	63	47	69	80	71	76	57	74	72	41	63	67	85	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	5	2	2	2	1	3	3	1	1	8	2	1	1	1	3	1	1	1	1	2	4	1	1	1	1	2	1	5	1	2	4	1	1	1	1	3	3	1	3	1	1	2	1	5	3	2	6	4	3	1	6
3000	-595.763341454333158	-592.994912057504393	-2.768429396828731	0.000010158334140	0.000047139542008	4.640479566703471	0.606248241671690	-1	6	5	7	9	9	8	10	8	9	10	10	13	11	13	13	14	13	12	16	14	14	16	14	15	15	16	18	18	17	18	20	20	19	19	20	21	19	18	20	22	21	22	22	23	22	24	23	22	22	23	24	25	23	24	23	23	25	26	26	24	27	25	26	28	27	27	28	28	28	27	30	28	29	29	31	29	30	31	32	32	34	35	35	38	35	37	40	38	0	3	0	2	7	9	3	7	4	3	9	7	0	0	19	14	18	10	5	22	16	5	21	16	0	0	24	30	20	21	27	35	16	25	23	39	34	24	20	38	35	29	38	38	29	0	32	43	18	0	36	50	43	36	0	29	0	43	55	0	0	55	56	61	33	57	64	49	54	71	44	71	64	67	58	68	59	60	72	74	59	57	66	76	67	75	82	89	67	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	3	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	3	1	1	1	1	1	2	2	1	1	1	6	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	3	2	1	3	2	1	2	2	1	1	2	2	2	2	1	1	3	7	3	1	6	2	2	1	8
3500	-751.129288419608088	-749.231715854736535	-1.897572564871538	0.000010546830018	0.000021942752905	2.080506926389988	0.743819917312633	0	5	5	7	9	9	7	9	8	9	10	11	13	12	13	14	15	15	13	16	13	14	16	16	15	14	18	17	18	18	18	18	21	18	17	20	21	17	20	21	21	23	21	19	22	23	23	22	23	23	24	25	22	23	24	22	23	25	25	24	25	26	27	26	26	27	28	28	27	29	28	30	30	30	28	30	28	30	32	32	32	33	36	36	37	37	38	40	39	0	1	0	3	4	7	3	7	3	4	2	11	0	0	12	11	26	11	11	15	14	14	16	16	0	0	21	26	20	24	26	18	29	17	19	34	29	17	31	32	44	37	27	24	34	0	30	41	53	0	56	48	36	39	0	29	0	47	53	0	0	55	64	49	51	58	64	51	65	68	66	66	62	55	42	69	42	63	75	72	72	57	74	73	83	82	83	89	74	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	3	2	1	1	1	2	1	1	5	3	2	1	2	1	1	5
4000	-564.176200119298073	-562.310090650899269	-1.866109468398766	0.000011677353181	0.000023376488560	2.001865336955030	0.556882418071868	-1	5	4	7	7	8	7	9	9	9	9	10	12	12	12	13	15	14	13	15	13	14	14	15	14	15	16	17	17	18	18	18	19	19	18	21	21	20	19	21	21	23	21	22	24	23	23	23	23	21	23	24	24	22	22	24	25	23	26	26	26	26	27	27	27	28	27	29	29	28	27	29	29	30	29	29	29	29	32	31	31	31	36	36	38	38	38	39	39	0	3	0	3	2	2	2	5	5	4	2	9	0	0	7	13	19	15	15	21	13	19	12	5	0	0	17	19	20	27	29	19	32	16	16	28	39	32	26	35	38	20	34	39	42	0	41	43	37	0	50	23	49	28	0	29	0	40	44	0	0	55	56	56	56	64	52	54	57	67	56	60	65	62	67	64	63	62	75	69	69	57	62	45	83	68	83	86	74	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	4	1	1	1	2	1	1	1	2	1	3	2	2	1	1	2	2	1	5	1	2	1	1	1	1	1	1	1	6	1	2	1	3	1	1	2	1	1	2	3	1	1	1	2	4	1	1	2	2	1	4	1	1	1	1	2	1	1	3	5	5	1	6	1	1	4
4500	-707.429342348265891	-705.437964854094275	-1.991377494171661	0.000013064405808	0.000030299165437	2.319214963388585	0.715412149085758	-1	7	5	7	7	9	8	9	8	11	11	10	12	11	13	12	15	14	13	16	14	15	16	15	15	16	17	16	17	17	18	20	19	19	19	21	20	19	20	22	20	22	22	21	21	21	22	23	24	21	24	23	24	22	24	24	24	26	26	25	25	26	27	27	28	25	28	29	28	28	26	27	27	28	30	30	30	31	32	32	32	32	35	36	38	37	38	40	40	0	3	0	3	3	7	4	5	4	7	6	7	0	0	5	10	15	16	8	21	15	14	10	15	0	0	25	13	20	22	10	23	25	17	31	38	20	27	28	33	17	29	41	34	30	0	37	26	54	0	47	34	48	41	0	42	0	61	45	0	0	55	29	61	66	43	59	69	57	43	57	53	66	72	62	64	65	55	76	70	67	51	58	79	83	84	86	86	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	2	3	1	1	2	2	2	2	1	1	2	1	2	1	2	2	1	1	2	1	1	4	1	1	1	2	1	1	1	1	1	1	2	1	1	1	7	1	1	1	1	1	2	3	1	2	1	1	1	1	1	3	1	2	2	3	4	1	1	1	1	1	3
