step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
37500	-351.293020271727244	-360.343863652178584	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999196358134591	3	19	11	11	18	35	25	30	29	31	34	36	29	49	32	35	36	48	36	48	42	42	45	43	55	57	43	39	48	36	42	53	45	47	50	48	47	53	45	50	51	53	59	44	44	60	53	57	67	53	55	68	59	60	65	62	66	66	66	58	70	72	62	84	72	62	77	61	80	80	0	3	1	1	3	13	3	5	7	7	7	13	5	24	7	7	2	17	9	31	16	19	19	16	29	36	12	10	11	13	12	14	28	28	44	22	21	37	16	24	23	34	25	16	17	35	34	23	29	29	33	60	32	42	46	43	46	54	68	40	59	55	43	61	59	48	55	38	62	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38000	-362.035044155465528	-371.085887535916868	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987022885890765	-2	23	8	12	21	36	27	29	30	37	38	35	32	40	38	41	36	48	38	27	30	43	41	34	47	57	44	34	43	43	34	54	48	56	47	49	38	53	50	49	49	56	54	45	58	53	51	57	66	53	53	66	59	55	49	62	65	65	58	60	71	70	62	78	66	70	75	71	85	75	0	3	1	1	3	9	5	5	2	31	28	7	21	13	9	24	8	23	9	5	2	17	13	9	11	40	11	20	11	37	21	55	14	55	22	30	8	31	27	15	22	33	47	22	40	27	22	35	60	27	23	34	55	47	22	34	59	56	32	51	49	58	34	68	48	56	52	58	61	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
38500	-371.532428977299844	-380.583272357751184	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.971657142609262	3	15	10	7	21	34	28	27	33	35	41	38	32	46	37	38	37	45	41	37	41	44	42	45	50	62	41	34	45	42	37	49	49	54	52	44	43	53	45	51	54	55	56	50	59	60	49	58	68	58	56	68	53	52	64	60	62	58	68	56	67	76	68	84	79	76	79	64	87	74	0	3	1	1	2	7	5	4	7	13	9	8	8	11	7	31	13	20	10	9	7	11	31	11	6	33	28	8	37	20	10	22	24	35	37	15	17	36	15	14	25	44	40	18	41	41	23	39	44	53	35	38	29	14	56	53	44	47	56	34	35	63	43	26	49	52	70	46	62	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39000	-383.008913168084916	-392.059756548536257	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991299678616819	-2	22	7	8	21	23	17	28	33	37	38	30	27	45	31	38	40	49	44	47	46	45	36	43	49	61	45	39	44	44	49	54	41	46	45	50	51	52	42	43	48	58	57	43	54	57	53	54	60	51	57	69	62	59	59	50	51	54	60	53	74	65	69	77	77	61	81	75	77	77	0	7	1	1	7	5	1	6	8	9	15	2	2	10	2	12	10	40	17	33	28	16	12	17	30	38	23	13	33	13	29	25	8	16	39	34	29	21	6	10	16	56	34	15	22	58	24	56	38	39	25	54	48	22	32	24	24	21	38	25	53	59	38	66	68	51	61	63	63	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
39500	-368.331050785171897	-377.381894165623237	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999294947444193	1	21	15	11	18	33	26	25	29	29	41	36	37	49	33	41	41	44	39	46	34	41	37	43	51	59	42	40	39	40	43	46	37	54	45	50	48	50	32	45	54	51	46	50	55	59	48	51	70	40	59	74	61	57	63	61	69	57	63	62	57	73	64	82	67	72	75	71	76	78	0	3	4	1	3	7	2	5	2	2	6	9	15	27	10	12	13	10	6	16	9	15	2	13	32	17	33	12	39	15	16	27	15	36	30	27	27	27	8	12	25	50	16	40	42	44	19	32	63	6	25	53	61	32	46	25	61	30	36	42	36	57	58	67	53	59	49	60	52	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40000	-355.044682850581125	-364.095526231032466	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950227865927987	6	19	13	13	20	32	25	26	31	36	37	34	25	50	38	46	41	48	42	50	46	40	38	35	49	54	44	43	44	44	44	48	47	54	49	51	45	55	46	45	52	53	53	51	54	60	51	58	66	60	50	72	60	54	60	63	59	53	69	64	62	71	65	72	78	77	81	65	86	83	0	3	1	1	3	2	4	5	8	9	9	5	5	40	9	24	11	39	12	29	15	24	12	13	10	37	10	11	23	15	11	29	19	18	37	37	22	29	10	17	30	33	33	21	10	25	30	38	48	41	28	38	54	27	26	45	36	18	55	50	58	49	55	56	61	52	66	57	65	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40500	-381.299608777157346	-390.350452157608686	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992981694028247	4	24	10	9	20	36	26	17	27	22	36	38	30	45	30	40	32	51	33	37	48	37	44	34	50	52	48	46	41	44	48	49	36	51	53	47	48	43	50	43	47	53	56	51	53	60	53	60	55	52	59	61	58	56	57	58	68	47	68	64	66	63	66	75	75	78	74	68	72	80	0	8	1	1	3	15	2	3	10	3	9	7	8	40	5	11	9	21	13	13	16	24	6	9	40	21	23	33	11	33	30	17	7	16	25	6	16	22	6	20	12	27	47	24	32	31	21	44	32	40	44	50	41	40	18	44	43	6	61	55	52	41	52	68	57	63	63	60	59	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41000	-371.803442155321079	-380.854285535772419	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988099513885644	0	23	11	7	16	34	24	29	26	33	40	36	34	47	36	43	39	40	43	49	43	37	41	40	55	58	48	32	45	39	42	56	41	55	51	47	45	52	47	47	47	54	54	45	56	57	53	58	59	48	61	60	57	53	61	56	64	61	66	58	65	64	69	81	75	76	79	71	77	76	0	5	4	1	4	9	3	7	3	9	15	9	2	18	2	17	6	6	22	18	15	10	9	6	36	16	28	8	24	10	12	30	9	31	50	6	13	23	21	22	23	29	37	30	41	43	35	43	47	18	45	56	41	37	45	24	43	34	43	38	52	46	50	57	59	57	62	59	61	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
41500	-358.817659156218269	-367.868502536669610	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999360273002485	2	20	13	12	19	33	28	26	31	36	42	35	30	47	26	41	35	51	41	45	46	40	43	34	39	60	47	31	40	46	43	50	40	46	41	50	48	53	41	50	50	56	59	46	55	50	45	51	66	50	61	72	55	59	63	65	68	61	66	64	69	76	64	87	75	80	76	73	76	77	0	3	1	1	4	7	5	5	2	28	6	7	3	28	5	9	13	47	15	25	16	13	17	9	17	46	25	15	28	22	35	23	24	39	10	30	19	20	28	10	35	44	41	10	37	44	16	47	41	30	40	49	40	36	38	43	55	53	55	53	45	68	18	66	26	68	61	55	57	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42000	-361.624650134930562	-370.675493515381902	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981580686715920	2	20	7	10	18	29	26	19	25	36	37	38	29	46	29	42	39	39	42	50	33	45	32	44	56	60	45	44	40	43	46	56	45	38	52	47	49	54	46	48	51	56	59	47	57	49	51	52	69	51	54	66	62	49	65	59	66	62	57	66	60	76	62	83	72	79	80	74	85	77	0	4	1	1	3	5	5	4	8	15	13	23	5	17	7	9	10	21	13	29	13	19	9	10	36	46	10	17	10	18	18	20	34	13	27	21	30	54	12	24	39	48	42	29	35	22	29	30	57	19	36	61	20	28	51	48	25	38	54	56	35	65	25	70	60	68	62	56	66	59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
42500	-374.383871132683339	-383.434714513134679	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.980345665224545	3	24	9	12	19	36	23	26	26	35	41	30	33	48	30	34	34	53	34	39	43	46	41	35	57	56	48	42	49	38	42	54	32	53	51	51	40	52	48	50	45	45	45	48	54	49	44	54	64	57	60	69	60	57	57	55	69	63	65	61	66	76	62	77	74	77	79	67	79	72	0	5	1	3	4	15	5	4	5	9	10	8	15	28	2	12	9	30	8	19	6	6	17	15	48	40	20	17	47	19	16	35	2	47	21	11	10	39	20	21	20	47	11	23	43	28	10	42	56	18	39	61	46	29	44	35	49	54	40	18	25	57	18	65	25	39	63	51	59	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43000	-378.856510422106282	-387.907353802557623	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.954424962165352	5	20	14	8	19	38	17	28	23	28	38	38	30	45	34	38	27	48	40	48	46	37	42	46	56	54	43	44	47	44	48	55	47	56	50	51	45	56	50	50	53	52	57	50	53	41	52	59	71	55	54	72	59	58	59	64	67	60	61	62	70	74	49	84	65	76	79	62	70	76	0	7	4	1	4	17	3	9	3	7	10	5	7	22	5	15	7	11	8	12	6	10	22	19	47	63	11	46	11	13	46	6	22	63	6	14	22	14	24	30	21	28	26	16	27	12	22	63	48	14	33	60	51	42	50	42	65	26	42	41	41	57	37	70	48	53	49	34	48	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
43500	-387.925783496435315	-396.976626876886655	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996803529242721	3	21	13	12	14	39	25	30	29	29	36	37	29	50	38	43	34	47	39	26	45	41	39	41	49	55	44	45	45	45	43	53	48	51	44	51	45	51	44	45	50	54	46	46	54	52	51	59	72	51	54	69	54	57	63	61	58	62	61	52	63	66	65	79	67	66	80	75	83	81	0	4	1	1	4	17	2	7	20	2	10	17	2	23	20	15	10	16	8	2	22	8	7	11	40	24	24	16	8	11	9	43	44	23	22	37	13	18	23	16	21	25	11	9	27	12	31	51	27	44	35	53	33	38	47	38	37	60	54	22	59	61	25	63	26	60	66	63	67	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44000	-357.251631564566367	-366.302474945017707	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988780897907618	-1	24	7	13	19	31	28	30	22	35	37	36	29	47	36	43	40	50	43	49	48	44	44	41	51	55	46	43	41	40	45	52	46	55	46	50	50	54	47	45	43	49	52	51	59	52	46	57	67	57	46	69	51	59	49	65	70	62	61	58	69	66	67	84	62	73	79	68	73	79	0	5	1	3	4	13	9	2	4	7	6	8	9	22	7	12	12	31	12	41	40	7	12	15	39	44	28	12	12	10	16	24	12	27	24	33	21	55	41	11	15	41	14	22	25	28	30	36	59	18	15	58	51	55	11	45	37	31	25	21	59	60	45	70	60	68	66	65	49	60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
44500	-366.684208960189778	-375.735052340641118	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988673610581282	2	20	8	13	17	35	26	28	24	33	37	39	32	45	35	36	39	51	40	42	44	45	42	43	43	59	47	32	37	38	43	49	45	51	53	50	51	54	49	47	53	46	49	48	54	55	53	58	68	50	41	68	54	58	62	61	65	61	64	60	62	75	53	72	76	76	78	60	72	66	0	5	1	1	4	8	2	2	2	9	9	28	8	16	13	8	6	22	10	6	16	12	17	51	11	45	24	7	15	10	6	31	28	51	32	19	17	21	42	21	36	30	51	51	14	40	36	37	48	12	15	60	42	35	47	41	34	34	63	41	26	49	27	61	60	70	69	63	55	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45000	-358.962022646771061	-368.012866027222401	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992530295996665	5	19	10	12	16	34	27	14	30	25	39	30	33	47	32	34	38	54	29	48	43	41	42	40	50	58	48	43	45	46	45	51	36	53	52	50	40	50	46	49	47	55	52	49	58	59	52	52	69	57	58	63	49	61	58	56	65	66	63	66	72	77	67	81	78	74	83	70	83	73	0	4	1	1	3	7	2	3	10	5	16	7	7	29	5	12	13	36	4	28	37	7	11	13	22	48	23	17	24	22	17	30	16	20	41	30	6	37	22	29	24	41	28	31	43	35	39	28	42	47	28	55	23	32	31	34	42	26	50	45	63	59	42	61	49	57	63	55	65	50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
45500	-378.586836387358176	-387.637679767809516	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993309919613640	0	24	10	11	14	32	28	31	20	33	41	37	34	33	29	40	38	55	44	44	40	36	43	40	54	57	41	44	44	43	39	50	45	51	44	52	49	45	43	49	47	52	56	47	52	58	49	60	68	59	52	58	62	53	59	62	69	60	65	64	65	72	64	86	69	71	69	70	82	74	0	4	1	1	3	2	9	2	3	8	13	13	8	9	9	8	6	42	24	21	8	10	31	8	36	36	17	13	24	15	15	23	17	22	6	21	33	27	21	8	20	13	19	14	30	36	6	55	55	47	29	33	18	33	42	58	46	51	52	50	42	61	37	69	46	59	53	58	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46000	-368.308239203610071	-377.359082584061412	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997033206867796	2	19	11	11	8	25	23	31	32	35	42	33	35	41	37	38	37	50	38	48	39	42	41	43	52	59	47	39	47	46	47	43	46	57	42	49	51	53	47	41	48	52	54	49	51	52	44	58	67	55	58	70	47	54	59	63	59	60	66	52	67	68	61	73	69	67	79	68	79	74	0	3	5	1	1	2	2	6	7	8	15	7	8	8	13	6	7	53	9	32	8	15	12	16	24	43	23	9	22	14	23	13	17	42	10	15	35	41	17	7	40	30	33	47	16	44	9	18	57	32	24	59	21	33	37	60	42	34	54	35	57	50	34	63	48	46	70	63	62	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
46500	-370.069735448370352	-379.120578828821692	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993511015940662	5	24	10	12	16	32	21	27	29	33	41	34	29	47	31	44	38	55	39	46	39	45	35	44	48	53	47	41	40	42	42	43	48	52	49	46	46	56	47	42	50	58	54	49	52	56	51	48	71	54	51	71	62	61	65	55	56	58	61	68	67	60	69	84	70	79	75	68	71	83	0	5	1	1	4	5	3	7	8	13	15	9	7	31	2	29	15	34	17	32	15	29	2	40	29	20	28	10	6	17	21	12	32	44	6	11	6	39	15	8	31	45	51	16	39	33	24	21	55	51	14	61	26	42	59	41	14	51	51	18	62	34	53	67	53	69	63	53	60	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47000	-365.675742636654320	-374.726586017105660	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997418898067004	1	22	9	11	20	38	27	28	29	28	36	36	31	52	33	41	36	50	41	47	44	39	39	45	46	51	46	43	43	36	45	52	45	44	45	54	48	44	49	50	52	49	55	46	54	58	50	50	63	55	57	69	60	57	52	59	67	59	63	60	69	60	60	78	70	80	78	73	74	70	0	4	1	3	4	9	2	5	5	2	9	10	8	16	9	15	10	21	6	6	13	11	17	11	6	37	6	11	11	9	6	47	13	17	28	25	28	11	25	23	20	16	28	16	31	29	31	16	46	21	47	56	25	38	37	50	56	20	46	20	46	48	55	69	49	64	52	60	61	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
47500	-369.620154922017662	-378.670998302469002	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991245117727359	-1	24	11	6	20	34	25	31	32	37	35	33	29	52	39	34	37	47	38	36	44	39	42	43	50	41	49	46	39	43	46	55	40	52	47	52	48	47	48	48	43	50	52	53	57	51	48	58	59	52	60	68	57	61	60	58	69	58	65	66	72	75	65	81	71	67	78	74	85	77	0	5	4	1	3	13	5	5	5	11	9	7	5	24	16	7	9	23	13	13	29	2	22	29	15	12	30	11	13	7	41	34	17	35	17	38	30	22	24	21	19	26	40	15	34	15	21	44	50	42	50	54	40	44	32	36	27	36	50	55	56	61	51	67	54	51	60	52	64	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48000	-360.881552244230534	-369.932395624681874	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.972760875788744	2	22	9	6	16	35	24	28	29	34	35	37	31	43	37	45	38	51	44	49	38	42	46	44	53	61	50	46	47	43	40	53	41	41	37	55	46	49	41	50	50	52	51	47	57	56	54	57	60	55	56	65	61	60	59	54	60	53	63	63	65	73	62	86	67	77	69	63	81	79	0	5	1	1	4	8	5	7	7	2	9	7	9	12	8	33	13	28	17	37	6	15	34	15	34	36	14	6	21	15	35	29	11	12	13	18	31	16	35	29	17	16	19	34	44	27	40	56	56	18	29	53	51	25	24	29	51	39	46	51	53	68	51	66	59	52	49	51	62	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
48500	-364.106264027577708	-373.157107408029049	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998325608683809	0	22	6	13	18	37	16	29	27	29	31	30	35	47	34	39	40	42	42	49	47	45	43	35	50	59	48	43	37	44	44	52	43	51	41	49	46	53	46	47	44	55	55	31	54	54	49	57	68	61	58	70	57	58	62	63	69	62	62	57	65	73	70	78	74	72	81	76	83	80	0	7	1	3	4	8	3	2	4	9	5	5	2	24	12	24	12	16	11	28	30	13	17	44	16	25	35	10	44	16	15	37	15	39	15	21	15	47	23	17	13	23	39	2	39	14	28	36	43	45	43	59	14	28	20	53	55	60	51	27	48	52	43	65	49	61	64	61	62	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49000	-366.464171817428337	-375.515015197879677	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998396855114345	-1	14	12	9	19	33	25	32	29	26	38	39	33	48	35	38	41	49	36	47	49	39	33	43	52	56	45	43	47	45	47	54	45	53	50	45	40	53	46	47	38	52	57	48	52	48	45	58	69	55	56	66	61	53	62	60	63	51	68	63	70	72	60	75	72	79	69	68	80	83	0	3	4	1	3	9	5	7	5	7	6	7	10	37	8	6	8	28	8	37	31	23	7	37	29	21	16	19	33	37	22	40	28	29	30	12	13	27	19	37	6	41	44	24	46	11	11	25	53	29	27	63	34	33	43	20	53	29	14	43	59	68	36	57	55	52	56	50	64	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
49500	-360.503419820703812	-369.554263201155152	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967128316844545	3	22	12	11	20	35	28	25	31	28	34	37	29	49	40	40	33	51	40	49	41	45	44	35	52	53	49	31	43	36	43	53	38	57	47	49	46	56	46	49	49	58	52	48	51	56	45	53	66	56	57	72	56	56	62	61	54	64	63	62	75	63	63	84	71	77	70	68	82	74	0	4	1	1	3	7	8	2	7	8	28	17	5	23	6	11	8	23	28	47	17	29	19	13	37	20	31	7	30	7	11	14	13	26	16	23	15	26	30	21	12	20	22	23	37	23	12	21	56	22	26	42	18	47	18	42	22	50	43	44	49	38	32	52	58	58	62	51	70	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
50000	-355.321626667887415	-364.372470048338755	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985265980903905	3	21	12	13	19	34	27	31	22	36	39	35	29	46	34	38	35	51	43	46	47	42	38	37	52	49	48	39	46	46	43	52	43	55	49	48	49	54	45	48	40	55	44	51	54	55	52	54	69	54	60	63	61	59	54	57	69	54	69	60	64	71	66	75	74	72	73	68	84	80	0	4	1	1	3	13	9	7	3	13	12	2	5	31	7	8	13	21	16	17	22	11	12	12	31	39	33	8	19	17	12	37	41	27	41	19	31	20	12	39	6	21	16	20	14	14	24	18	52	21	48	18	45	44	18	30	38	18	54	56	53	45	54	66	59	57	57	54	67	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
