"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"2907928be3","zuper",70,0.768115942028985,0.75625,3.30955357142857,NA,1,1,0.0147457624023087
