step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
5000	-776.417135833181078	-774.850469837909827	-1.566665995271273	0.000013638416646	0.000017329450215	1.270635049824891	0.640857753221468	2	5	12	9	12	17	17	17	22	19	25	24	22	20	30	34	28	27	31	33	32	30	30	31	36	39	38	34	40	40	36	39	36	40	38	41	35	38	40	47	45	36	46	44	56	47	53	49	47	45	52	49	52	49	50	58	57	63	46	56	47	54	59	53	56	53	59	62	66	71	66	66	68	78	63	70	69	67	63	72	68	67	76	67	73	74	75	61	68	85	76	70	80	0	0	4	2	2	4	5	3	10	3	7	0	8	4	13	13	9	13	14	23	6	7	6	4	23	18	37	13	19	22	18	21	19	20	21	24	15	25	9	50	23	19	39	27	52	27	54	25	39	23	44	24	41	50	59	50	51	64	42	51	24	59	48	61	64	55	51	64	66	62	68	53	64	86	59	72	88	75	59	72	58	88	78	79	89	58	92	52	64	87	78	82	87	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	1	1	1	1	2	2	4	2	2	1	1	2	3	2	1	1	2	1	2	1	1	3	1	2	1	1	1	1	2	2	2	1	2	1	3	1	1	2	2	1	2	2	1	3	2	1	1	1	1	2	2	4	3	1	2	2	1	3	1	1	1	3	1	1	2	2	1	1	3	2	2	2	1	2	1	1
5500	-774.117069020858708	-772.668088292516813	-1.448980728341868	0.000016414752051	0.000015808180794	0.963047187350270	0.644847918958050	4	7	10	12	14	21	17	18	22	19	29	24	26	24	31	34	30	30	26	33	36	30	31	36	36	42	37	38	37	38	33	36	35	37	38	42	43	41	34	46	38	46	44	45	50	46	53	49	48	46	47	52	49	43	51	61	51	56	48	58	55	60	61	51	62	56	56	57	61	69	66	65	71	73	63	70	69	69	69	68	68	71	72	68	74	63	75	64	65	80	75	74	83	0	0	2	3	4	4	5	2	8	4	7	0	8	10	13	23	9	8	10	15	14	7	13	9	18	25	23	13	19	22	18	10	19	20	39	24	27	18	9	23	18	29	39	37	24	37	54	31	39	54	44	24	25	23	59	40	51	24	42	51	45	55	48	24	64	59	57	24	59	66	86	48	68	89	69	72	88	75	62	72	58	88	78	66	89	68	82	68	64	87	83	82	82	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	1	2	2	2	1	2	2	1	1	1	1	2	1	2	2	1	2	1	2	1	2	2	2	1	1	3	3	1	1	2	1	2	1	3	1	2	1	1	2	1	1	3	2	1	1	2	2	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	2	1	1	1	3
6000	-755.800903308286479	-754.436599686171121	-1.364303622115384	0.000039670004635	0.000020367468663	0.513422391798064	0.713571608096023	2	5	12	7	14	17	17	20	27	15	27	25	26	23	20	32	29	31	31	33	28	31	28	37	36	39	33	38	42	39	35	36	39	39	33	32	40	44	36	43	33	48	40	39	49	45	50	46	41	41	43	49	52	46	51	54	53	61	47	54	53	56	65	60	54	58	59	64	64	70	67	63	71	80	66	72	69	69	62	73	67	69	78	69	69	73	75	66	58	81	75	79	84	0	0	2	2	2	3	5	4	8	2	7	0	10	6	10	13	13	15	9	23	3	11	15	36	41	25	18	13	19	22	18	6	19	20	21	9	27	26	35	28	13	19	35	27	24	37	54	41	35	23	44	39	41	40	59	40	51	52	14	51	32	55	89	45	45	55	60	58	66	55	64	53	68	73	69	48	58	75	66	72	58	88	78	62	89	64	82	64	35	87	78	87	87	1	1	1	1	3	1	1	2	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	2	2	1	3	1	2	1	1	2	1	1	1	2	2	1	1	2	1	1	2	1	3	1	2	3	1	1	2	1	2	3	2	3	1	2	2	1	2	1	1	1	3	1	2	1	2	1	3	1	1	1	1	1	1	2	3	2	2	1	2	4	1	1	1	2
6500	-758.125579270201001	-756.514145327945471	-1.611433942255571	0.000064302058883	0.000015121912783	0.235169962604759	0.669538028805854	3	1	10	7	9	16	13	19	26	19	31	25	26	23	21	31	28	29	27	29	34	29	32	39	33	40	36	34	44	37	38	37	32	36	29	38	42	44	39	48	40	40	42	40	57	45	52	45	42	45	48	48	49	48	50	54	54	63	53	54	52	58	64	49	60	59	56	64	65	72	65	63	73	78	63	59	67	70	62	71	66	69	74	66	74	68	77	70	74	84	74	80	86	0	0	2	2	2	2	5	3	10	6	7	0	10	10	8	15	8	8	8	13	15	7	13	21	18	25	13	13	42	11	25	10	19	15	10	21	28	26	35	50	25	28	39	13	32	37	54	41	35	16	37	24	41	32	19	40	51	64	42	51	64	59	25	24	45	59	57	65	79	62	58	53	68	81	62	53	68	75	55	76	64	77	78	55	58	68	88	64	68	87	78	77	87	1	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	4	2	1	1	1	2	1	2	1	1	2	2	1	2	2	1	1	1	2	1	1	1	1	2	3	1	1	1	1	2	1	2	2	1	3	1	1	2	2	1	1	1	3	1	1	2	1	1	1	2	1	2	2	2	1	2	1	1	2	1	2	1	2	3	2	1	2	4	2	1	1	3	2
7000	-798.396502794815547	-796.934557593389172	-1.461945201426318	0.000111803379922	0.000036311051775	0.324775975466910	0.537813460891320	2	5	11	13	10	21	15	21	21	19	27	24	27	23	23	34	25	30	28	31	32	32	30	34	33	40	38	35	39	42	35	38	32	35	39	37	38	38	40	32	44	45	46	44	57	44	54	47	47	50	48	47	50	44	41	50	59	60	49	55	50	54	61	51	57	58	58	61	63	73	67	61	70	80	57	72	68	62	65	67	66	65	77	67	76	76	78	69	73	83	72	81	81	0	0	2	2	2	3	5	3	2	3	7	0	15	10	4	8	4	13	14	8	11	11	13	10	18	25	34	13	19	22	8	33	14	15	21	24	28	25	32	23	25	19	24	27	10	37	54	25	32	39	27	21	31	32	29	24	56	56	29	51	42	55	45	43	52	62	51	65	66	79	68	48	68	73	62	41	58	75	62	41	52	58	78	66	89	68	58	24	68	87	78	52	82	1	1	1	2	1	2	1	2	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	2	2	1	2	3	2	2	1	1	1	1	1	2	2	2	1	7	1	2	2	1	2	2	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	1	1	1	2	3	2	2	1	3	2	1	1	3	4	1	3	1	1	2	3	6	2	1	1	6	2
7500	-772.627261278752258	-771.048986242828050	-1.578275035924206	0.000122993860282	0.000030732199343	0.249867751713717	0.656802044252258	4	6	8	10	11	21	14	18	27	15	29	22	26	18	27	35	28	33	26	31	37	29	33	32	35	41	38	39	41	38	37	38	35	34	40	35	39	43	36	45	46	42	46	42	52	45	52	44	44	50	54	47	52	46	49	57	53	61	50	57	51	59	57	58	58	59	58	57	63	74	66	61	70	79	63	72	63	61	67	70	66	67	74	70	74	70	78	76	70	82	77	75	82	0	0	2	2	2	10	5	10	2	3	7	0	10	10	3	24	6	15	10	15	14	7	19	2	24	25	13	23	33	11	13	6	9	20	21	24	23	25	24	32	26	19	9	23	52	37	23	18	32	40	44	49	26	28	29	40	44	68	8	37	52	55	32	21	52	55	57	52	62	69	65	48	58	85	66	56	45	59	55	53	68	65	62	62	89	68	88	82	59	87	75	82	87	1	1	1	1	1	1	1	1	3	1	1	1	2	1	3	1	1	1	2	1	2	1	2	4	1	1	2	2	1	2	1	2	1	1	1	1	1	2	1	1	1	2	3	2	1	1	3	2	1	1	2	1	2	2	2	2	2	1	5	3	1	2	3	3	2	2	1	1	1	2	2	2	1	1	1	3	2	2	2	2	1	2	4	1	1	2	1	2	3	1	2	1	1
8000	-774.884934096435927	-773.513354674476091	-1.371579421959803	0.000067343840890	0.000031946038105	0.474372083377346	0.542847457318335	4	1	10	6	7	18	16	20	25	19	29	20	24	22	30	32	30	30	24	33	34	31	32	38	35	38	37	34	41	39	35	31	35	36	39	41	41	40	43	41	45	46	48	45	57	43	48	48	44	53	52	53	50	52	47	47	55	61	54	57	45	56	59	64	60	60	56	53	62	71	64	65	68	82	64	73	69	67	66	72	58	71	70	69	74	76	77	73	70	83	77	78	83	0	0	2	2	2	3	5	3	14	3	7	0	8	3	8	13	14	13	8	13	32	11	13	21	10	18	23	13	33	22	18	9	15	15	21	24	15	26	35	34	26	29	35	37	24	27	40	26	32	23	44	8	56	14	29	28	51	45	55	51	24	55	50	58	68	55	56	10	62	59	45	40	58	64	52	72	68	75	62	53	68	65	78	62	68	77	82	54	45	88	83	89	85	1	1	1	1	1	1	2	2	1	2	2	1	1	2	3	2	2	2	1	2	1	1	2	1	3	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	3	6	1	7	1	4	1	3	1	1	2	1	1	2	1	1	2	2	1	5	1	3	1	2	2	3	2	2	2	1	1	3	1	1	1	1	5	2	1	3	2	3	1	2	2
8500	-762.641852272073947	-761.160530376631641	-1.481321895442358	0.000096391487255	0.000029734171807	0.308473005801105	0.647073816288007	-1	3	11	7	10	15	16	17	19	17	23	25	25	23	32	30	25	29	28	31	32	29	27	33	37	38	32	31	40	39	34	38	38	37	36	38	42	43	42	47	44	46	42	45	58	45	45	48	45	54	51	51	53	51	44	57	55	62	53	57	54	56	58	61	60	61	58	60	62	71	56	63	69	80	65	71	69	66	69	68	63	67	69	60	72	76	72	74	75	77	72	80	83	0	0	2	2	2	3	5	2	3	4	10	0	14	4	23	14	10	23	3	10	14	11	13	4	18	18	13	13	14	22	18	9	19	28	24	21	27	26	9	47	25	20	35	37	29	24	37	28	43	40	37	42	28	23	14	40	51	45	33	44	42	59	23	61	71	62	57	71	62	59	52	48	58	81	55	72	58	69	69	53	45	52	78	62	82	71	82	87	58	87	83	88	87	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	2	1	1	3	1	1	2	1	1	1	1	2	1	4	1	1	3	1	1	2	1	1	3	1	1	2	1	4	2	3	2	1	1	2	2	1	1	5	1	1	1	1	1	2	3	1	2	1	3	4	1	1	1	2	2	1	3	1	1	1	4	1	1	2	1	1	1	1
9000	-748.261798828308201	-746.616728828638543	-1.645069999669711	0.000090996134865	0.000020203388328	0.222024686631806	0.662950553828251	3	5	9	10	10	19	14	17	25	18	25	24	26	21	29	31	29	26	27	32	32	27	34	35	35	40	35	31	46	41	38	35	37	32	29	38	40	43	39	49	38	42	47	43	48	46	52	43	42	50	52	46	50	47	47	60	56	63	50	51	54	56	62	58	59	53	61	64	59	72	64	63	71	82	64	68	67	67	65	73	69	70	77	69	74	73	73	74	71	83	71	81	83	0	0	2	2	2	3	5	3	8	4	7	0	14	3	18	13	8	8	6	6	11	11	13	10	15	25	15	13	14	22	25	16	19	14	14	24	27	25	35	48	25	14	6	27	39	28	54	25	39	23	44	32	28	48	42	50	23	64	42	43	52	55	65	61	45	29	51	64	59	79	58	53	58	81	59	72	68	75	55	72	64	77	69	79	65	68	77	82	68	87	78	82	87	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	2	1	1	1	2	3	2	1	1	1	1	1	1	1	1	2	1	1	2	4	2	2	3	1	2	1	2	2	1	3	1	1	2	3	1	2	1	1	2	1	1	2	2	2	1	1	1	1	2	1	2	2	1	1	1	3	2	2	1	3	1	3	2	1	1	2	2	1	1	2
9500	-758.268653333966881	-756.896656724994045	-1.371996608972858	0.000068196792235	0.000032236881440	0.472703779506836	0.738921967214965	6	6	11	12	10	25	16	16	25	16	30	25	24	24	34	33	22	29	31	25	27	29	32	32	34	36	37	37	39	41	34	35	23	37	34	39	36	41	40	42	43	48	44	44	60	45	53	49	48	48	51	46	49	49	50	62	53	63	53	57	49	59	64	63	54	60	52	60	67	71	62	63	69	82	65	70	66	67	66	67	67	67	73	69	73	71	73	71	71	80	75	79	80	0	0	2	2	2	2	5	3	4	4	7	0	2	4	13	20	4	6	6	10	9	7	13	21	18	25	37	15	19	22	18	6	3	20	21	24	15	25	21	28	26	19	39	37	42	39	40	41	43	40	44	36	26	23	29	23	51	68	55	57	24	55	53	68	61	55	44	65	62	79	65	44	58	81	62	56	58	75	55	48	58	64	78	79	89	58	82	82	58	87	75	87	87	1	1	1	1	1	2	1	1	2	1	1	1	4	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	3	1	2	2	1	1	1	1	1	1	2	2	1	1	6	1	1	2	1	3	1	2	1	1	2	2	1	1	1	2	4	2	2	1	1	1	1	2	3	1	1	2	1	1	1	2	2	2	1	1	1	1
10000	-737.796177799738643	-736.382244543122738	-1.413933256615880	0.000088585875736	0.000033586146137	0.379136581965464	0.711777444833150	-1	7	13	10	10	24	17	20	28	19	34	16	24	24	31	35	26	29	30	34	34	28	31	35	36	37	36	39	44	41	33	31	36	36	39	39	40	33	37	44	44	42	48	43	58	45	55	44	44	53	53	54	51	45	48	59	55	59	53	58	52	56	59	64	58	61	59	61	60	71	63	63	66	81	67	60	69	71	66	71	69	70	74	68	73	74	77	76	71	83	72	78	73	0	0	2	2	2	10	5	2	4	4	22	0	10	3	13	9	14	13	8	15	6	7	13	32	18	18	13	15	42	22	18	14	19	20	39	21	27	18	21	28	26	19	21	37	50	26	54	18	35	40	44	6	26	16	42	41	51	52	55	51	24	59	51	58	52	59	51	61	55	59	61	53	64	89	69	53	52	75	66	76	58	68	78	62	52	89	93	82	64	82	75	82	82	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	3	1	1	2	2	1	1	2	3	4	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	2	2	2	1	1	2	1	3	1	1	3	2	2	1	1	2	1	1	1	1	3	1	1	1
10500	-820.785397374737840	-819.264660365835425	-1.520737008902376	0.000113429516251	0.000031873819939	0.281001109698506	0.506544179080257	1	7	10	10	13	24	17	18	27	18	32	26	23	16	31	36	32	34	27	34	36	33	32	36	30	41	33	32	43	39	35	30	35	37	36	39	39	39	40	45	42	44	42	43	51	40	50	44	46	51	48	47	52	52	51	60	56	62	48	59	51	56	64	60	60	57	60	62	61	60	64	61	67	78	65	73	69	70	67	67	64	67	68	61	67	73	73	76	69	77	74	71	79	0	0	2	2	2	4	5	2	2	2	7	0	8	3	13	15	6	25	8	19	13	7	13	17	13	18	14	13	11	22	25	14	6	8	27	24	20	19	2	23	18	9	21	39	52	15	44	25	43	34	15	24	19	34	59	27	34	45	42	51	9	59	18	24	45	59	57	27	62	59	65	53	81	85	62	72	58	83	42	53	24	65	75	29	58	29	58	82	73	68	78	64	87	1	1	1	1	1	3	1	2	3	2	3	1	1	1	2	1	1	1	3	2	2	3	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	2	5	2	2	1	1	1	1	2	2	2	1	1	2	2	4	2	1	3	4	3	1	2	3	2	3	4	2	2	1	5	1	3	1	1	1	3	1	4	2	1	3	2	4	1	1	3	1	5	2	1	1	2	1	2	1
11000	-758.665437363380533	-757.295275307278871	-1.370162056101656	0.000088302856479	0.000042415790216	0.480344486093390	0.683452357207035	1	4	7	8	10	22	18	19	25	10	29	27	26	21	29	34	30	26	29	33	37	32	21	34	32	39	36	38	43	37	36	39	38	36	38	38	39	33	41	37	40	46	47	44	61	41	48	44	41	46	51	50	53	50	51	58	57	64	52	61	53	54	60	65	59	58	56	58	62	71	60	62	72	82	65	72	69	71	67	68	70	70	74	71	69	72	77	73	73	81	75	77	83	0	0	2	2	2	10	5	4	23	3	7	0	8	10	9	23	4	23	6	13	24	11	10	19	18	18	6	13	19	22	15	9	8	15	24	24	27	18	35	15	18	32	41	28	52	27	26	18	35	40	44	16	8	23	42	41	51	71	29	53	54	55	50	45	52	55	51	24	66	75	54	53	64	73	59	72	58	75	66	72	68	45	78	66	45	58	82	64	64	87	78	73	88	1	1	1	1	1	2	2	3	1	1	2	1	1	2	1	2	2	1	1	1	1	1	2	1	2	3	2	1	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	1	2	4	5	1	2	1	1	2	1	1	1	3	1	2	2	1	4	1	2	2	2	2	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2
11500	-773.389637939856470	-771.990396486401096	-1.399241453455371	0.000092618745259	0.000037320364238	0.402946122119831	0.624376743925425	6	0	10	10	12	18	16	17	26	20	29	22	23	22	32	33	30	33	29	30	33	27	31	37	31	41	39	32	42	37	38	35	37	22	35	39	37	43	41	42	41	40	45	42	56	42	53	46	47	45	50	52	51	45	48	61	55	61	46	59	56	52	56	62	58	57	58	59	62	69	63	63	70	80	66	70	71	67	64	63	68	69	71	71	75	72	74	71	75	82	74	80	84	0	0	2	2	4	8	3	4	6	8	7	0	8	6	13	23	10	15	8	34	20	7	9	8	8	18	37	13	10	22	18	23	25	3	21	32	20	18	35	28	15	8	39	27	53	15	40	27	43	10	44	50	25	15	42	20	51	21	29	51	52	59	48	68	45	59	57	52	66	79	58	48	64	89	69	72	58	75	62	38	64	58	69	66	73	64	77	64	56	87	78	87	88	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	3	3	2	1	1	3	2	1	1	1	2	1	1	1	2	1	2	2	3	1	1	1	2	2	1	1	3	2	1	3	2	2	5	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	2	1	2	2	1	2	3	3	1	2	1	1	3	2	1	1	2
12000	-822.839185382652659	-821.411928079374775	-1.427257303277891	0.000137535635626	0.000049688567540	0.361277768588054	0.587490445341498	0	3	7	9	13	22	17	16	28	20	32	18	25	22	33	34	25	33	26	28	27	33	30	36	36	37	36	35	46	41	37	40	37	36	39	40	40	43	38	46	44	40	42	44	59	44	54	49	48	50	56	50	48	49	49	62	56	61	49	57	56	58	60	64	50	53	59	58	64	73	66	66	71	77	66	62	66	69	64	70	67	69	70	63	71	75	69	69	76	83	73	81	82	0	0	2	3	3	2	5	4	13	2	7	0	4	8	13	15	4	23	6	4	10	7	13	21	18	18	13	23	28	11	15	9	19	21	11	10	28	28	21	41	25	20	35	37	65	34	39	26	43	32	44	24	38	40	36	51	65	40	42	37	52	59	37	29	19	65	51	36	66	64	52	25	87	81	69	53	68	69	62	76	58	52	69	62	71	71	64	58	71	88	75	87	73	1	1	1	1	1	2	1	1	1	2	3	1	1	1	2	1	2	1	1	2	2	3	1	1	1	1	2	1	3	2	1	2	1	2	3	2	1	2	2	1	1	2	1	1	2	1	3	2	1	2	3	2	1	1	1	1	1	3	1	2	1	1	3	3	3	2	1	2	2	2	1	4	1	2	1	3	2	1	1	2	1	2	1	1	1	1	1	2	2	2	1	3	2
12500	-808.886316755520056	-807.389799260130417	-1.496517495389664	0.000096376795766	0.000028634138426	0.297106146743496	0.591119912578368	2	5	10	8	13	23	18	22	27	18	29	23	26	19	23	33	31	30	29	31	33	23	31	33	34	39	37	31	37	38	36	29	39	36	35	41	32	42	37	46	40	46	45	43	60	40	52	49	47	47	50	50	51	40	49	61	56	58	53	59	54	59	61	63	59	57	54	55	62	61	65	60	69	79	63	63	66	59	70	59	71	69	69	66	75	77	76	73	72	77	72	80	82	0	0	2	2	3	3	5	3	15	3	7	0	15	3	4	15	9	13	6	6	9	7	32	8	18	18	24	3	19	22	28	14	29	20	2	24	8	18	21	37	14	29	39	35	61	8	28	26	41	9	44	36	31	37	29	41	51	68	55	57	49	59	54	68	36	55	51	35	59	35	61	53	68	89	62	72	64	66	66	37	64	77	78	59	73	88	82	58	64	82	83	87	82	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	2	1	1	1	2	1	1	1	2	1	2	1	4	2	4	1	2	1	1	5	1	2	2	1	2	4	2	2	1	1	2	3	2	2	4	1	3	3	2	1	3	1	1	1	1	1	2	2	2	2	2	1	2	1	5	2	1	2	1	1	1	1	1	1	4	1	1	2	1	1	1	1	4	2	1	1	1	2
13000	-830.128296231475588	-828.688194409757102	-1.440101821718482	0.000096556956864	0.000033445604197	0.346382128057025	0.615089544565159	4	6	11	11	13	23	18	22	25	15	26	25	25	25	32	35	30	29	28	29	32	30	29	32	35	41	33	28	41	37	36	33	33	36	33	32	38	38	38	45	44	41	46	42	54	43	46	47	49	51	50	54	51	42	50	55	59	58	55	57	52	57	59	63	59	53	60	64	61	74	62	66	64	81	60	74	69	65	67	72	65	71	73	65	66	74	76	77	74	83	76	79	81	0	0	2	2	4	7	5	2	2	2	7	0	8	2	13	27	9	14	14	14	14	7	13	3	8	25	28	13	19	22	13	17	19	20	4	9	23	15	36	28	18	14	39	27	44	9	54	18	21	37	27	49	26	31	19	51	46	45	50	51	40	66	50	58	9	29	51	58	62	66	9	48	52	52	59	63	45	55	66	72	65	73	75	66	61	68	82	71	85	92	83	89	92	1	1	1	2	1	1	1	2	4	2	2	1	1	4	2	1	1	1	1	1	1	1	1	4	1	1	1	1	2	1	2	1	1	2	3	2	2	2	1	3	2	4	1	2	2	2	1	2	4	3	3	2	2	1	4	1	3	1	2	2	2	1	1	1	6	2	2	2	1	3	5	4	2	4	1	3	3	3	2	2	1	2	2	2	2	2	1	3	1	2	1	1	1
13500	-792.632623159104241	-791.157255769840845	-1.475367389263435	0.000103533735812	0.000032431526532	0.313245979952295	0.625681534305446	6	5	9	7	9	20	18	22	28	18	22	22	26	25	31	30	31	28	27	33	36	30	33	34	33	37	37	30	41	36	37	41	35	30	38	39	39	42	42	45	42	44	48	41	56	46	52	47	41	52	54	49	49	49	52	54	56	62	50	57	52	56	63	64	58	58	61	61	60	71	57	66	65	74	65	65	70	69	63	69	65	66	77	70	75	76	76	72	66	80	73	75	81	0	0	2	2	4	2	5	2	4	2	7	0	6	5	13	14	8	14	14	34	13	7	28	22	18	18	13	6	19	22	28	33	13	9	24	24	28	31	35	23	8	8	49	27	52	28	9	15	35	40	44	46	26	40	59	61	51	68	42	26	21	55	27	52	29	29	57	65	62	69	24	53	46	89	59	53	82	75	55	50	71	64	78	75	73	64	82	82	68	77	75	82	92	1	1	1	1	1	1	1	2	3	2	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	3	1	2	1	1	1	1	1	1	1	1	1	1	2	3	2	2	1	2	4	3	2	1	1	1	1	2	1	1	1	1	1	2	2	3	1	4	2	1	3	1	1	1	2	4	4	2	1	2	2	1	1	2	2	1	1	1	1	2	2	2	2	1	2	2	1	1
14000	-804.937878161581580	-803.545234306569114	-1.392643855012510	0.000091404012603	0.000037996461533	0.415697959539163	0.598681720731071	2	3	9	11	12	22	15	15	27	20	25	19	23	25	31	37	26	28	23	34	36	31	26	37	33	36	34	34	39	40	36	41	37	38	34	40	42	41	41	47	42	44	47	42	58	45	50	47	43	48	48	51	51	49	52	58	52	58	49	56	54	57	65	65	56	59	61	65	67	72	60	62	71	78	62	74	68	66	65	70	65	66	76	63	72	78	76	72	71	79	74	81	82	0	0	2	2	3	2	5	3	8	8	7	0	2	5	8	6	4	13	4	8	19	7	3	6	23	25	15	15	6	22	10	8	2	9	10	9	23	25	16	15	25	32	14	27	48	27	48	26	35	37	33	24	10	44	59	50	44	48	29	57	43	42	56	71	24	59	57	52	59	69	52	41	64	81	62	56	58	75	62	53	45	45	78	66	68	71	58	77	52	87	78	82	82	1	1	1	2	1	3	1	1	2	2	2	1	3	2	2	3	3	2	2	4	3	2	2	2	1	1	1	1	2	1	2	4	5	2	3	2	3	1	1	2	1	1	4	1	2	2	1	2	2	1	1	1	5	1	1	2	1	2	1	1	2	2	2	1	4	1	2	2	2	1	2	3	2	3	1	2	2	1	1	3	1	2	2	1	2	3	2	1	3	1	1	3	3
