step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
36000	-135.745537416342330	-134.205692475689062	-1.539844940653266	0.000247194426470	0.000066668631888	0.269701193671229	0.419845152396054	5	10	8	11	11	14	14	13	15	13	17	15	14	13	17	15	17	19	20	21	0	3	1	0	2	10	2	3	8	2	6	8	3	1	14	3	16	9	8	9	1	1	1	1	1	1	2	2	1	1	1	1	3	5	2	4	1	2	2	3
36500	-144.294416227105046	-142.801830625699750	-1.492585601405304	0.000274601971923	0.000082365031515	0.299943335943091	0.560493608356474	4	8	9	11	12	13	14	11	13	13	16	14	13	14	17	16	16	19	19	21	0	1	2	0	2	2	5	3	5	3	12	8	3	10	14	3	14	13	13	9	1	1	1	1	1	2	1	1	1	2	1	2	3	1	2	3	1	2	3	4
37000	-145.039127089328503	-143.442616783712737	-1.596510305615775	0.000334193877895	0.000080723420843	0.241546677488759	0.487997901163982	4	8	9	11	12	14	14	13	15	13	17	15	12	13	16	15	17	18	19	21	0	1	2	0	3	5	3	3	5	13	6	7	3	2	14	8	2	5	7	19	1	3	1	1	1	1	3	3	2	1	1	1	2	2	1	1	5	4	3	1
37500	-159.851380652308194	-158.390762034630285	-1.460618617677923	0.000203809338087	0.000066437716974	0.325979749494864	0.462404615748425	4	9	8	10	10	14	14	13	15	13	16	16	13	13	16	16	14	17	20	21	0	1	1	0	1	3	5	2	5	5	6	17	5	1	14	13	1	6	8	18	1	3	3	1	2	3	2	1	3	1	1	1	2	5	1	2	4	1	3	1
38000	-164.701394238745252	-163.232608719352982	-1.468785519392284	0.000379243990520	0.000120887157065	0.318758266675132	0.536876546377235	4	7	9	11	11	15	13	12	15	13	15	16	14	13	15	16	17	20	19	21	0	1	2	0	1	8	3	3	5	3	14	10	3	2	5	5	5	11	5	3	1	1	1	1	3	2	1	1	2	2	1	2	3	3	2	1	3	3	3	6
38500	-153.939188209584103	-152.316939515112239	-1.622248694471875	0.000436450575716	0.000100719059455	0.230768533848101	0.705494920895281	5	9	8	11	10	14	12	12	14	13	17	15	14	15	17	13	15	19	20	21	0	3	1	0	3	7	2	3	8	2	10	10	5	5	14	8	5	13	12	11	1	1	1	1	1	1	2	1	1	2	3	1	1	2	2	1	2	2	2	2
39000	-147.326127951930715	-145.901500253697264	-1.424627698233454	0.000392345982518	0.000143042978036	0.364583771492478	0.448808738560100	4	9	9	10	11	12	14	13	15	12	18	15	14	13	16	16	17	20	18	22	0	1	1	0	3	1	10	5	6	5	10	14	6	3	14	12	13	19	16	18	1	2	2	1	1	3	1	1	2	1	3	1	2	2	2	1	2	1	1	1
39500	-150.467142037328728	-149.046218520300897	-1.420923517027832	0.000289903278841	0.000107093773785	0.369412081895109	0.744628364077178	5	8	9	10	12	12	15	13	16	13	18	15	12	14	16	15	16	18	19	21	0	1	2	0	3	2	6	5	10	2	13	10	3	5	2	8	14	10	7	9	1	2	1	1	2	2	2	1	1	3	2	1	2	1	3	1	1	2	2	2
40000	-142.420531046048836	-140.694189488659816	-1.726341557389009	0.000363353678315	0.000071103112057	0.195685681197470	0.704311363669244	5	7	9	11	11	14	14	12	16	12	18	16	11	13	16	14	16	19	21	21	0	1	2	0	2	5	10	3	16	5	6	10	3	13	14	3	14	9	18	9	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	3	2	1	1	4
40500	-150.734846927586403	-149.296221514079519	-1.438625413506874	0.000301182458691	0.000104811167165	0.347998909434573	0.494961805602373	4	8	9	9	12	15	14	12	15	13	17	15	13	14	16	16	16	18	20	21	0	1	2	0	1	7	3	3	10	3	17	13	5	3	5	13	10	3	9	12	1	2	1	1	3	1	2	1	1	2	1	1	1	3	2	2	3	3	3	3
41000	-139.454729901182702	-137.761347981552518	-1.693381919630173	0.000321854123982	0.000066166736911	0.205579894680913	0.437014955272311	5	9	8	11	11	13	14	11	15	14	18	16	13	11	16	15	17	19	21	21	0	1	1	0	1	8	6	2	8	6	10	9	5	2	5	8	14	11	16	18	1	2	1	1	3	1	1	2	2	1	2	1	1	1	2	3	2	1	4	1
41500	-121.245653133000602	-119.740341945686481	-1.505311187314116	0.000265449145119	0.000077245438676	0.290999010907008	0.654312344122037	4	10	8	10	11	14	14	12	16	12	17	15	13	14	16	15	16	19	20	21	0	1	1	0	1	10	10	5	16	3	6	13	5	2	14	13	5	11	9	18	1	2	2	1	3	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1
42000	-137.087693647714900	-135.624137362481463	-1.463556285233425	0.000269620896231	0.000087176664016	0.323330517902992	0.585593034381435	4	10	9	10	10	14	14	12	15	13	18	14	13	14	16	16	16	17	21	20	0	1	1	0	3	1	2	5	8	5	18	8	8	10	6	13	14	10	20	9	1	2	2	1	1	6	2	1	1	2	1	1	1	1	1	1	1	2	1	2
42500	-151.975236653691240	-150.436542546309511	-1.538694107381730	0.000210254668620	0.000056842650213	0.270351429464006	0.546585152798959	5	10	7	9	11	14	13	12	14	12	16	14	12	14	16	15	16	19	20	20	0	3	1	0	2	7	2	2	8	3	7	8	2	5	5	13	14	9	18	18	1	2	1	1	1	1	1	1	1	3	1	1	1	3	3	2	1	2	1	1
43000	-139.880442169788495	-138.342955445510398	-1.537486724278093	0.000174676701662	0.000047343949730	0.271037575587166	0.503005378377139	5	7	9	11	11	15	14	11	15	13	17	14	12	12	16	15	16	17	20	20	0	1	2	0	2	10	5	3	8	5	7	8	3	1	14	13	5	8	18	16	1	1	1	1	2	1	1	1	2	1	1	2	2	4	2	2	3	2	2	2
43500	-144.528951334438460	-142.930160254696716	-1.598791079741745	0.000345201379738	0.000083037543397	0.240548121389518	0.477425164558623	5	9	8	11	12	14	15	12	14	14	17	16	13	14	16	16	16	19	20	21	0	1	1	0	1	3	13	2	2	1	9	6	2	5	5	9	1	13	17	12	1	2	1	1	3	3	1	2	2	4	1	1	2	1	2	2	6	3	2	3
44000	-157.296240984775835	-155.807282577275771	-1.488958407500075	0.000207534906516	0.000062804831798	0.302622979685120	0.812924431111351	4	10	8	11	11	12	14	13	14	13	18	16	12	15	16	15	17	19	20	22	0	3	1	0	3	2	3	3	13	6	10	5	3	7	14	13	14	7	12	18	1	1	1	1	1	1	4	4	1	1	1	4	2	1	1	2	1	3	2	1
44500	-148.578950142978158	-147.101702659243813	-1.477247483734354	0.000194159997812	0.000060523138865	0.311717859226395	0.730618383101588	4	9	8	10	10	13	14	12	13	13	17	14	13	14	16	16	16	19	17	21	0	3	1	0	2	2	2	5	5	2	5	3	3	9	14	12	14	7	9	13	1	1	2	1	1	2	2	1	2	2	2	3	2	1	1	1	1	2	2	3
45000	-142.696833854639294	-141.301675281595379	-1.395158573043901	0.000247733427741	0.000101730978758	0.410646959056610	0.546233350527354	4	10	8	11	11	12	14	13	15	13	18	16	12	14	16	15	16	19	20	21	0	1	1	0	3	3	6	5	8	3	16	2	2	2	2	2	10	9	12	9	1	3	2	1	1	2	1	1	1	3	2	2	1	2	3	4	1	2	2	4
45500	-143.144108899160102	-141.747200085802262	-1.396908813357846	0.000293757240725	0.000119639884539	0.407274674296383	0.572315554991745	5	10	9	10	11	14	14	12	15	14	16	15	14	14	16	14	16	20	20	21	0	1	1	0	3	5	2	5	7	3	2	6	3	3	14	8	13	12	11	19	1	2	2	1	1	1	2	1	1	2	4	1	2	2	1	1	1	2	2	1
46000	-153.117759870617618	-151.363427252229314	-1.754332618388310	0.000371860552054	0.000069902779743	0.187981164866265	0.543637067269759	5	10	8	10	11	13	14	12	16	14	17	14	11	13	17	16	16	19	20	19	0	3	1	0	2	13	2	5	13	6	7	8	3	5	14	12	1	15	12	8	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	5	1	4	4
46500	-156.097714431481108	-154.532223491161886	-1.565490940319216	0.000202077294232	0.000051750080552	0.256090525897882	0.562989175438168	3	8	9	11	12	15	15	12	15	13	18	15	14	14	17	15	17	18	19	21	0	1	2	0	1	10	5	3	3	8	9	3	8	5	5	8	2	2	17	19	1	3	1	1	4	1	2	2	3	1	2	4	1	2	2	3	7	4	1	1
47000	-158.569541233250703	-157.035392241054552	-1.534148992196142	0.000263077919670	0.000071808658552	0.272955855215256	0.652998066565182	5	10	7	10	10	14	13	12	16	12	16	15	13	15	16	15	15	20	21	21	0	3	1	0	1	5	5	5	12	3	10	2	2	1	14	5	13	6	18	12	1	2	1	1	2	2	1	1	1	2	1	2	2	5	1	3	2	2	1	3
47500	-162.770693887054193	-161.316933851036623	-1.453760036017563	0.000368677856153	0.000122552025943	0.332409511169631	0.543895875970877	4	6	9	9	11	14	15	12	15	12	17	15	13	14	16	15	16	20	21	22	0	1	2	0	2	8	6	5	14	5	6	8	3	1	8	13	10	16	5	5	1	1	1	1	2	1	1	1	1	1	1	2	1	5	2	1	1	2	3	5
48000	-150.541762490596369	-148.979534539680827	-1.562227950915531	0.000282972999032	0.000072932039518	0.257734977427965	0.524967448552539	4	7	9	10	11	15	15	13	14	13	17	13	12	15	16	16	15	19	20	21	0	1	2	0	3	10	8	3	3	3	6	3	3	1	9	9	9	8	13	16	1	2	1	1	1	1	1	2	3	1	2	1	2	4	1	2	1	4	3	3
48500	-156.190022174107298	-154.726634354398243	-1.463387819709059	0.000353898769176	0.000114479467776	0.323480830529491	0.484953336659243	5	10	7	9	12	14	14	13	14	11	17	16	12	15	14	16	17	19	20	20	0	1	1	0	3	2	13	13	8	3	7	6	3	5	5	8	15	8	9	10	1	3	1	1	3	1	1	1	1	2	1	1	2	2	2	1	2	3	2	4
49000	-157.407154051779202	-155.925630951002319	-1.481523100776883	0.000382443520321	0.000117913100248	0.308315068717413	0.648211405801468	5	9	8	10	11	13	15	11	13	13	17	14	14	14	16	13	17	20	20	19	0	1	1	0	3	5	9	2	8	5	7	8	8	6	9	2	14	8	7	8	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	4	3	4
49500	-154.152178835545186	-152.538897585605781	-1.613281249939395	0.000362189562933	0.000084899249314	0.234405565488918	0.574526406098518	4	9	8	11	11	14	14	12	16	13	17	15	13	14	16	14	16	18	21	19	0	3	1	0	3	2	8	2	12	2	14	13	5	8	16	2	6	13	10	8	1	1	2	1	2	2	1	2	1	2	1	2	1	2	1	3	1	3	3	2
50000	-145.607087601858325	-144.226103218463180	-1.380984383395148	0.000143239040836	0.000063501579917	0.443325922500590	0.647303190262924	5	10	9	10	11	14	14	13	14	12	17	14	13	14	17	16	17	18	20	21	0	3	1	0	2	10	2	5	8	2	6	13	3	1	14	12	13	7	18	18	1	1	2	1	1	2	2	1	1	1	1	1	2	5	2	1	1	2	1	2
50500	-149.402171203807569	-147.867741255663134	-1.534429948144443	0.000447945995231	0.000122196599345	0.272793150616372	0.669589132076471	4	10	8	10	11	14	14	12	16	12	18	15	14	14	16	15	15	20	19	21	0	3	1	0	1	3	3	2	7	3	13	13	8	5	17	2	6	12	6	13	1	1	2	1	3	2	2	1	1	2	1	1	1	1	1	3	1	2	2	4
51000	-135.182913511142573	-133.560669146752417	-1.622244364390157	0.000224777359468	0.000051871929977	0.230770261294312	0.740899794685543	5	9	8	11	10	14	13	12	15	13	17	14	13	15	15	15	17	18	20	20	0	3	1	0	2	2	5	3	8	2	6	3	3	6	13	8	14	9	18	9	1	1	2	1	1	2	1	2	1	1	2	3	3	1	1	2	1	1	1	2
51500	-155.219219329807515	-153.838951522003697	-1.380267807803806	0.000171936884369	0.000076568014209	0.445326286388039	0.574207583095030	4	9	7	10	11	14	15	12	13	13	17	15	13	13	17	15	15	19	20	21	0	3	1	0	3	5	13	3	8	2	7	8	3	8	17	8	2	12	9	18	1	1	1	1	1	1	2	2	1	2	1	2	4	1	1	1	3	3	3	1
52000	-155.304356090519548	-153.608610203030594	-1.695745887488955	0.000212402956105	0.000043508127161	0.204837672500883	0.509554130746362	5	10	7	7	11	13	14	12	16	12	17	14	12	15	15	16	17	19	20	21	0	1	1	0	1	13	2	2	3	5	6	8	3	2	2	8	14	11	9	19	1	4	1	1	4	1	2	1	4	1	2	1	3	2	3	2	1	1	2	1
52500	-153.930691262599424	-152.541583197738902	-1.389108064860529	0.000275028630886	0.000116409832422	0.423264414497379	0.493897490572815	5	10	8	10	11	15	12	12	16	13	16	15	14	14	17	15	17	19	20	21	0	3	1	0	2	10	2	3	13	7	3	8	8	1	11	13	3	1	9	19	1	1	1	1	1	1	1	2	1	1	3	1	1	3	1	1	3	8	2	1
53000	-145.323903266453499	-143.829764354398719	-1.494138912054781	0.000228528501747	0.000068287577991	0.298814272482395	0.619357930359124	5	9	7	11	12	14	15	12	15	11	17	14	14	14	16	14	16	18	19	21	0	3	1	0	2	10	10	3	8	2	7	8	5	5	12	8	14	10	9	9	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	1	3	2	2
53500	-152.234826440278766	-150.506235055252461	-1.728591385026317	0.000314261542379	0.000061294849187	0.195044066554196	0.466090782588929	4	8	9	10	11	14	12	11	16	14	18	14	14	14	16	15	16	19	21	22	0	1	2	0	1	3	2	3	13	7	15	3	2	1	1	8	6	12	9	16	1	2	1	1	4	3	2	1	1	1	1	2	2	4	7	2	1	3	3	3
54000	-157.321181457081337	-155.704116897966117	-1.617064559115209	0.000273275846913	0.000063634036867	0.232856425422428	0.626241667015477	4	8	9	10	11	13	15	12	15	13	17	16	13	12	17	15	16	19	20	20	0	1	1	0	1	2	13	2	5	5	7	16	8	1	14	10	2	10	9	9	1	2	3	1	3	2	1	2	2	2	1	1	1	3	2	1	3	3	2	3
54500	-140.241746087221543	-138.838524016835947	-1.403222070385595	0.000234366171562	0.000092797734050	0.395951913331530	0.819481042435410	4	9	8	10	10	14	13	13	15	13	17	14	13	15	15	16	17	19	20	21	0	3	1	0	2	2	2	5	12	2	8	7	3	7	7	12	15	16	18	9	1	1	2	1	1	3	2	2	1	2	2	1	2	1	1	1	1	1	1	2
55000	-159.696963888696473	-157.989690540519518	-1.707273348176964	0.000452642781006	0.000091113746009	0.201292829206894	0.591961496774964	5	7	9	11	11	14	14	11	16	13	17	15	12	12	16	16	16	19	21	21	0	1	2	0	3	5	5	3	10	3	6	13	3	8	14	14	14	15	7	6	1	1	1	1	1	2	2	1	1	2	1	2	1	1	3	2	2	2	3	4
55500	-146.971547956436552	-145.374668969923420	-1.596878986513144	0.000423127060819	0.000102136380189	0.241384656398086	0.598568375389558	4	8	9	11	12	14	14	13	16	13	17	16	12	13	14	15	15	19	21	20	0	1	2	0	3	14	5	5	15	5	5	15	3	2	2	3	14	16	9	8	1	3	1	1	1	1	1	1	1	1	3	1	1	2	3	2	1	2	2	3
56000	-148.035827543800679	-146.455318920027821	-1.580508623772859	0.000318716131427	0.000079301290915	0.248814801308564	0.488777715655859	5	9	8	11	12	14	14	12	15	13	17	15	14	14	17	16	16	19	19	21	0	1	1	0	3	10	3	3	5	8	9	5	5	8	17	13	5	2	11	13	1	2	2	1	2	1	3	2	2	1	1	2	1	1	1	1	2	4	1	3
56500	-153.554479148510808	-152.042562473290133	-1.511916675220671	0.000112766369702	0.000032320257044	0.286612552394266	0.402150585460099	3	8	6	10	11	14	15	12	15	11	16	15	13	13	17	16	15	19	20	21	0	3	1	0	2	10	6	2	8	2	7	13	3	1	14	8	14	8	18	18	1	1	2	1	2	2	1	4	2	1	1	1	3	6	1	2	1	4	1	1
57000	-151.876789207208674	-150.374672134433837	-1.502117072774844	0.000230442913635	0.000067561397356	0.293180624609807	0.473453354662185	4	8	6	8	11	14	15	12	15	12	17	15	12	14	15	16	15	20	21	21	0	1	1	0	1	8	6	3	13	1	8	5	3	8	5	8	10	12	9	18	1	3	1	1	4	1	1	4	2	4	2	2	3	1	3	2	2	2	3	1
57500	-169.290642360694733	-167.924716169178879	-1.365926191515847	0.000248307385309	0.000124710690866	0.502243180204573	0.507935979688437	5	9	9	11	11	14	13	12	15	12	16	14	13	13	17	15	17	18	21	21	0	1	1	0	3	5	2	3	12	1	6	8	10	3	14	12	10	12	2	9	1	1	1	1	1	3	1	2	1	3	1	1	1	1	2	1	1	2	5	2
58000	-142.607476518906651	-141.102493212037842	-1.504983306868816	0.000292271408514	0.000085115598780	0.291221092109352	0.574699923633533	5	9	8	10	11	15	13	12	15	12	16	15	13	15	17	16	16	19	20	21	0	3	1	0	2	2	2	3	8	2	10	5	8	5	14	6	8	9	9	6	1	1	1	1	1	3	2	2	1	1	2	2	1	1	1	1	2	2	4	2
58500	-153.424515063492606	-151.872740478595404	-1.551774584897212	0.000396211308309	0.000104270357539	0.263168555142652	0.635151236537557	4	8	8	10	10	14	14	12	14	13	17	15	13	14	16	15	17	18	20	22	0	1	1	0	2	3	10	5	8	2	16	8	3	13	10	3	7	9	13	17	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	3	2	2	3	2
59000	-155.831233034903164	-154.313748085795055	-1.517484949108121	0.000337838775181	0.000095621461689	0.283038741298174	0.552774165289885	4	9	7	11	11	14	14	13	14	13	16	16	12	14	16	14	15	20	18	21	0	3	1	0	2	2	1	1	13	3	10	13	5	10	14	13	7	11	12	7	1	1	1	1	1	2	4	5	2	3	1	2	1	1	1	1	1	3	1	2
59500	-158.538774614606297	-157.062766962763163	-1.476007651843126	0.000300148852352	0.000093863552281	0.312723342253893	0.394553548872896	5	9	8	11	12	15	13	12	15	13	17	15	14	14	15	15	16	19	20	18	0	3	1	0	2	7	2	1	10	2	3	5	3	1	1	3	1	11	9	5	1	1	2	1	2	1	2	4	2	2	5	1	3	4	6	4	5	1	2	3
60000	-149.225035793758053	-147.534424646495182	-1.690611147262876	0.000332139509242	0.000068572411509	0.206456653307655	0.576606213785583	4	9	8	10	11	15	15	12	14	13	17	14	13	13	17	16	17	18	20	21	0	1	1	0	1	5	14	5	13	5	7	13	8	3	6	6	5	9	12	5	1	2	3	1	2	3	1	1	1	1	1	1	1	2	1	1	2	2	3	6
60500	-157.867535400258532	-156.164587668017333	-1.702947732241198	0.000374939837956	0.000075966096978	0.202608763559991	0.607006692977627	5	10	8	11	12	14	15	12	15	13	16	14	14	15	16	14	16	18	17	22	0	1	1	0	2	2	5	3	10	5	10	8	5	1	6	8	3	13	8	11	1	2	1	1	1	2	1	1	1	1	2	1	1	5	1	1	4	2	3	2
61000	-142.737368052645849	-141.208818994019623	-1.528549058626231	0.000181546984957	0.000050151892125	0.276247452621069	0.481694531720893	3	10	8	10	10	15	14	12	15	14	17	15	13	14	16	15	17	20	20	21	0	3	1	0	3	14	5	5	7	2	10	8	8	1	14	8	14	9	9	9	1	1	3	1	1	1	2	1	1	2	1	1	1	4	1	2	2	2	2	2
61500	-145.524057596636482	-143.759306716428739	-1.764750880207732	0.000244854623664	0.000045361663764	0.185259576011136	0.481452723910514	5	10	8	11	8	15	13	12	15	12	18	15	13	14	16	16	16	19	20	21	0	5	1	0	1	7	2	3	3	2	2	10	3	1	14	8	14	12	13	13	1	1	1	1	1	1	1	1	4	1	4	2	3	3	1	2	1	2	2	4
62000	-145.247707426826821	-143.632953471085756	-1.614753955741063	0.000224913522297	0.000052584769843	0.233799948112899	0.424881765302038	4	10	9	10	11	15	15	13	14	14	16	15	14	14	15	15	17	19	19	21	0	1	1	0	2	10	10	3	3	5	7	2	3	2	14	3	2	12	8	9	1	3	2	1	1	1	1	2	3	1	1	2	2	2	1	3	3	2	3	4
62500	-149.447348886625065	-147.940416854833614	-1.506932031791441	0.000269915590376	0.000078250507594	0.289907328009845	0.418416429513314	5	9	8	11	12	14	15	12	15	13	17	14	13	14	16	15	16	18	20	21	0	1	1	0	2	8	14	3	10	2	7	3	3	1	1	2	5	9	18	18	1	2	2	1	2	1	1	2	1	2	1	3	3	5	4	2	2	2	1	1
63000	-151.192650435340795	-149.616293495096215	-1.576356940244574	0.000291529328884	0.000073109689690	0.250779878545001	0.449166060330979	5	10	8	11	10	15	14	12	16	13	17	15	11	12	15	16	17	19	20	22	0	3	1	0	1	5	3	2	5	2	10	13	5	1	7	8	7	6	7	12	1	1	2	1	2	3	3	1	4	2	3	2	1	3	1	2	2	2	4	3
63500	-143.677855018421980	-142.105536208973149	-1.572318809448827	0.000304528419563	0.000076961808239	0.252724551452769	0.534080297376491	5	8	9	10	11	14	14	12	15	13	16	15	13	15	17	14	16	19	20	19	0	1	2	0	1	3	8	3	5	8	9	7	5	6	6	8	9	6	6	6	1	2	1	1	2	3	1	2	2	1	1	1	2	1	1	1	1	2	2	2
64000	-140.597525233978189	-139.176638835958613	-1.420886398019566	0.000335270427508	0.000123869526741	0.369461534861372	0.642061471778488	5	9	7	9	11	14	12	11	15	14	17	15	13	14	17	16	16	18	20	22	0	3	1	0	2	7	2	2	10	7	13	6	3	13	14	12	14	17	9	12	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	3	3
64500	-156.763119937060594	-155.260835150914460	-1.502284786146133	0.000369380089436	0.000108252397025	0.293065057161592	0.636107058352446	5	10	8	9	12	13	14	13	16	14	16	16	14	14	17	16	15	18	19	21	0	3	1	0	2	3	2	5	2	5	10	14	3	1	17	13	5	3	6	9	1	1	1	1	1	2	2	1	3	1	1	1	2	5	1	1	2	5	3	2
65000	-154.417847031536837	-152.815224295852886	-1.602622735683964	0.000345045594596	0.000082428103333	0.238890467298813	0.590188933651067	4	10	8	10	12	15	14	9	16	13	17	15	13	13	17	15	17	17	21	21	0	3	1	0	2	10	2	1	2	5	3	13	8	5	9	8	14	5	12	7	1	1	1	1	1	1	2	2	3	1	6	1	1	1	1	2	2	3	3	3
65500	-143.212596642424813	-141.661743946513553	-1.550852695911257	0.000204504680423	0.000053919776309	0.263660353383100	0.608278986631826	5	6	9	8	12	14	15	12	16	13	17	16	14	12	16	15	16	18	20	21	0	1	2	0	2	5	6	3	8	2	7	10	3	1	14	5	5	8	18	9	1	1	2	1	4	1	1	1	2	4	1	1	2	3	1	1	2	3	1	2
66000	-164.991837424986073	-163.363155879079102	-1.628681545906978	0.000324234878837	0.000074000732229	0.228231868498589	0.375954270217938	5	7	9	9	12	14	14	12	16	14	17	12	13	14	17	14	17	19	20	21	0	1	2	0	1	1	8	2	8	13	10	3	3	1	3	2	5	13	12	12	1	1	2	1	4	5	1	2	2	1	1	2	2	4	5	3	3	3	3	6
66500	-148.061258332604979	-146.594383278195522	-1.466875054409462	0.000358034134853	0.000114717027427	0.320408073588484	0.512135332928468	5	9	9	10	10	13	13	12	15	13	18	14	14	14	16	16	17	19	21	21	0	1	1	0	3	5	3	5	6	3	9	7	7	8	3	12	7	17	12	18	1	2	2	1	1	2	2	1	1	2	2	1	1	1	2	1	2	1	3	2
67000	-161.371070039697202	-159.838779405696471	-1.532290634000732	0.000261716296695	0.000071720170894	0.274037848614335	0.625667433409766	5	10	8	10	8	15	14	12	16	13	17	15	13	14	17	15	14	20	21	21	0	5	1	0	1	7	10	5	8	5	10	8	8	8	2	13	10	12	9	10	1	1	1	1	2	1	1	2	3	2	2	2	1	1	4	1	1	3	2	3
67500	-140.989116583763291	-139.370438995005031	-1.618677588758256	0.000270368692748	0.000062780291307	0.232202518229418	0.699080726791361	5	10	8	10	11	14	13	12	15	13	17	15	13	13	16	16	15	19	20	20	0	1	1	0	1	7	5	2	10	3	6	5	3	2	5	5	14	13	9	10	1	3	2	1	3	1	1	1	2	3	1	2	2	1	2	2	1	3	2	3
68000	-157.250132687477247	-155.697208564087646	-1.552924123389588	0.000339186423357	0.000089056194715	0.262558252874375	0.571893826952105	4	8	9	9	11	15	15	11	14	13	18	14	13	12	17	14	15	19	20	22	0	1	2	0	3	13	10	3	8	8	7	3	3	2	12	10	1	8	8	17	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	1	5	3	6	4
68500	-166.671535298471525	-164.962051339028307	-1.709483959443214	0.000328793748043	0.000065964828977	0.200626773987192	0.576251013555851	5	8	9	11	10	12	14	11	13	13	17	16	13	14	16	15	17	19	21	20	0	1	1	0	1	3	9	3	3	8	10	3	8	6	13	8	14	3	12	11	1	1	2	1	4	2	1	1	2	1	2	3	1	1	1	2	1	5	2	2
69000	-168.082032509678214	-166.697521107798423	-1.384511401879801	0.000287584186530	0.000124834661147	0.434080408430956	0.449787723286115	2	8	9	9	10	14	15	12	16	14	16	15	12	12	16	15	13	19	19	20	0	1	2	0	3	14	8	5	6	8	5	3	2	1	12	8	8	7	8	3	1	2	1	1	1	2	1	1	1	1	3	3	2	5	1	1	1	2	3	5
69500	-144.774653257446431	-143.247348456604556	-1.527304800841865	0.000201892080054	0.000055922426987	0.276991682744092	0.459542939763348	4	9	9	10	11	13	15	12	15	13	17	15	12	14	13	14	17	19	20	21	0	1	1	0	3	5	10	2	10	2	7	3	2	2	1	3	15	9	9	9	1	2	2	1	1	1	1	1	1	2	1	3	2	2	3	2	2	2	3	4
70000	-169.678677864677240	-168.033105423795575	-1.645572440881658	0.000366641342858	0.000081335679242	0.221839901107747	0.648153110738385	4	8	9	8	12	14	13	12	15	13	17	15	13	13	16	16	15	19	19	21	0	1	2	0	1	5	8	2	13	5	14	8	3	1	5	10	10	16	16	16	1	1	1	1	2	1	1	2	2	1	2	2	2	5	2	3	1	2	1	1
70500	-154.073782081350970	-152.488321788271833	-1.585460293079129	0.000291765497117	0.000071924573157	0.246515005604694	0.630692118672423	4	7	9	10	11	15	13	11	15	14	16	14	13	13	16	16	17	18	20	21	0	1	2	0	1	14	5	1	12	7	7	3	3	1	14	12	6	16	3	5	1	1	1	1	3	2	1	3	1	1	2	2	1	4	1	1	1	1	4	4
71000	-151.698827114608463	-150.105506354612203	-1.593320759996259	0.000358365900725	0.000087067957685	0.242958265585928	0.656443013501116	5	7	9	10	12	14	13	12	15	13	17	15	11	14	16	15	15	19	20	21	0	1	2	0	1	8	3	13	10	1	14	3	3	5	5	10	14	9	11	8	1	2	1	1	3	1	2	1	1	3	2	2	2	1	2	1	1	2	2	3
71500	-134.911296055456745	-133.190739592035186	-1.720556463421560	0.000207317629697	0.000040915051160	0.197354422872505	0.554521987141050	5	7	9	10	12	15	14	12	14	13	17	14	14	14	17	16	15	19	20	21	0	1	2	0	2	10	10	3	5	2	7	5	5	5	5	12	14	12	18	9	1	1	2	1	4	1	1	2	1	2	1	2	1	1	2	1	1	3	1	3
72000	-146.374923452922019	-144.671542739148180	-1.703380713773841	0.000138540330247	0.000028051130919	0.202476281591376	0.567985502951472	4	9	7	8	11	15	15	13	15	13	17	15	14	13	15	16	16	18	19	21	0	3	1	0	2	5	10	3	14	5	7	8	3	1	14	13	14	12	18	18	1	2	1	1	1	3	1	2	1	1	1	1	3	5	1	2	1	2	1	2
72500	-164.139769929085048	-162.743891608931222	-1.395878320153820	0.000226804003939	0.000092818775462	0.409246635201065	0.487336816055510	4	9	7	10	11	15	15	11	14	13	17	15	13	12	15	13	13	19	20	21	0	3	1	0	2	10	10	3	3	8	2	8	2	8	16	3	14	5	13	3	1	1	1	1	1	1	1	3	4	1	4	2	2	1	1	3	1	3	3	3
