step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-1702.030470080123678	-1708.885958031082964	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684596280468086	-1	1	3	5	8	9	8	7	8	8	11	9	11	11	12	13	14	14	16	15	16	15	16	16	16	17	18	17	17	19	18	18	20	19	19	21	18	19	20	20	21	19	20	20	20	21	22	20	20	21	21	21	22	22	21	23	22	23	23	23	22	24	24	25	25	24	26	25	28	28	28	28	30	30	29	29	31	31	31	35	32	33	33	33	33	33	33	35	33	35	35	36	36	39	39	38	40	41	43	43	44	46	46	48	49	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	5	5	5	4	5	5	6	5	6	6	7	7	8	8	9	8	9	8	9	9	9	9	10	9	9	10	10	10	11	10	10	11	10	10	11	11	11	10	11	11	11	11	12	11	11	11	11	11	12	12	11	12	12	12	12	12	12	13	13	13	13	13	14	13	15	15	15	15	16	16	15	15	16	16	16	18	17	17	17	17	17	17	17	18	17	18	18	19	19	20	20	20	21	21	22	22	23	24	24	25	25
500	-608.204553654132951	-615.060041605092351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.171826885520037	-1	1	4	5	8	9	8	7	7	8	11	9	10	11	10	14	13	14	17	16	16	15	16	16	15	18	17	17	18	20	18	17	21	20	19	20	19	19	20	20	20	19	20	20	20	22	21	20	20	18	20	19	22	23	21	22	22	23	24	22	23	24	23	25	25	24	26	25	28	28	27	28	29	31	30	29	31	32	32	36	32	33	33	31	31	33	33	36	32	35	35	36	36	39	39	38	40	42	42	44	43	46	47	48	49	0	1	1	1	4	10	9	3	2	2	1	9	5	5	2	11	15	13	22	25	8	8	5	10	12	9	17	13	24	25	27	14	17	25	5	1	16	5	5	15	50	9	31	22	11	26	18	21	8	20	23	9	1	34	21	19	1	21	44	40	23	5	44	11	8	38	52	8	42	4	31	2	9	60	3	5	65	72	38	73	2	15	9	44	47	26	42	11	1	37	17	23	5	85	9	57	3	15	20	78	41	1	62	49	65	1	1	3	2	2	1	1	1	4	4	6	1	1	2	4	2	2	2	1	1	3	4	4	2	3	5	2	4	1	3	1	3	4	3	8	14	2	5	7	5	1	6	1	1	4	2	4	2	7	2	2	5	13	2	2	3	11	3	2	2	3	9	2	7	10	3	4	11	5	11	5	14	13	7	11	11	3	2	7	3	18	13	15	7	5	7	8	12	16	6	13	9	16	5	15	10	14	18	12	9	12	24	13	15	11
1000	-562.126704192446141	-568.982192143405541	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.218347897875120	-1	2	4	3	8	8	7	7	9	9	12	10	11	10	11	12	14	14	17	15	17	15	16	15	16	17	19	17	18	18	18	17	20	19	19	21	19	20	20	19	21	19	19	20	21	20	23	20	18	21	21	21	23	22	22	24	21	23	23	23	22	25	24	26	25	23	27	25	28	28	28	28	29	30	30	30	31	31	32	33	32	33	34	33	33	34	33	35	32	35	36	35	34	39	39	37	41	42	44	43	44	45	46	48	49	0	1	1	1	4	2	4	3	4	7	9	8	9	6	7	14	12	6	9	5	17	6	2	1	14	15	25	15	20	16	28	23	26	32	24	43	28	14	31	32	43	32	20	31	6	31	23	11	18	19	42	10	9	8	40	53	29	37	57	38	24	15	27	21	43	43	41	6	26	27	7	1	23	48	68	27	65	65	75	78	12	31	36	45	49	45	36	55	75	64	2	23	55	96	6	74	58	6	17	87	94	1	75	57	92	1	2	2	2	3	3	1	1	3	1	2	2	1	2	2	1	1	4	4	3	1	4	7	8	3	3	1	3	1	2	1	1	2	1	2	1	1	7	1	1	1	1	2	1	7	2	3	4	2	2	1	5	8	7	1	1	2	2	1	2	3	8	3	3	2	1	2	6	7	5	10	15	6	5	2	4	3	3	1	1	13	8	6	5	7	6	7	5	1	5	19	10	8	1	17	2	9	19	14	5	3	26	11	12	7
1500	-523.835806311459237	-530.691294262418637	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.257983495370988	-1	1	3	6	9	10	9	7	8	8	12	7	10	11	12	12	13	14	16	16	17	15	16	16	16	17	18	17	17	18	17	18	18	20	19	22	19	19	20	20	21	19	20	20	21	21	22	21	21	20	22	20	22	23	21	23	22	22	22	24	22	24	24	26	25	24	26	25	28	28	28	28	28	29	29	28	29	31	31	35	31	32	34	33	34	33	34	35	33	36	34	36	37	40	37	39	37	40	42	43	43	47	46	48	50	0	1	2	3	4	10	8	4	4	12	12	1	8	13	14	5	8	5	12	16	22	6	15	9	6	8	19	24	18	24	24	5	28	33	6	18	16	24	27	37	19	20	38	25	19	28	32	19	23	27	15	19	41	33	42	38	33	44	6	58	33	40	45	53	9	47	66	59	65	28	67	21	23	36	67	64	72	42	31	81	41	40	79	82	37	30	48	79	71	66	62	55	18	83	66	80	65	67	37	96	90	15	96	89	84	1	1	1	3	1	1	1	1	1	1	3	4	1	1	1	2	3	3	4	2	1	2	2	3	3	4	1	1	2	1	1	5	1	1	3	5	3	1	1	1	4	2	1	2	3	1	2	2	3	1	6	2	1	3	1	2	3	1	6	1	2	2	2	2	9	1	1	1	2	5	1	6	6	3	1	1	1	6	7	2	5	6	2	1	7	7	5	3	2	5	6	7	12	3	6	2	6	5	11	1	4	21	2	8	11
2000	-550.884762076322545	-557.740250027281945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.262335461064978	-1	1	3	5	6	8	8	7	9	9	11	8	11	8	11	13	14	13	16	15	17	15	17	16	17	16	18	17	15	17	19	18	21	20	20	22	19	20	21	20	21	20	20	20	20	21	23	21	19	20	22	22	20	19	22	23	21	23	23	24	22	25	23	26	26	24	26	23	29	28	28	28	31	31	28	29	32	30	31	34	32	32	33	33	33	33	34	35	33	35	34	36	36	39	39	38	38	41	42	43	44	46	45	48	49	0	1	2	2	1	8	5	2	6	2	9	3	9	2	5	11	13	11	8	17	17	7	20	15	17	18	29	12	16	6	17	29	30	25	49	38	14	32	16	25	54	25	32	20	11	34	37	25	5	12	37	21	29	15	33	32	38	61	53	49	19	31	32	37	41	36	48	35	72	43	35	43	16	64	28	25	60	65	35	62	58	30	39	79	60	17	14	64	59	66	51	9	78	16	71	69	55	55	57	94	92	61	101	56	95	1	1	1	2	2	1	1	4	1	5	1	2	1	3	3	1	2	1	4	1	2	3	1	2	1	2	2	4	2	4	2	1	2	1	1	2	5	1	4	2	1	2	1	3	5	1	1	1	7	4	3	3	2	4	1	2	1	1	3	2	4	3	2	4	2	1	2	2	1	5	5	3	10	3	5	6	4	2	4	4	4	9	6	2	4	9	14	5	5	7	7	14	3	17	5	4	11	8	8	2	3	11	1	12	5
2500	-522.295133144415558	-529.150621095374959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.336689943987613	0	1	3	3	8	10	9	6	8	8	11	9	11	12	10	13	14	15	16	15	16	15	17	17	15	16	18	17	18	19	19	18	20	19	20	21	19	17	21	19	21	19	20	20	20	21	22	19	20	19	21	21	22	22	22	24	21	23	23	24	22	24	24	25	25	24	26	25	27	27	28	28	30	31	29	29	31	31	31	35	32	32	33	33	34	33	33	36	32	35	33	36	35	39	39	39	40	40	43	44	43	46	47	49	49	0	1	2	1	8	4	4	4	8	4	7	2	4	6	10	11	5	12	16	14	13	6	26	22	15	6	14	17	21	23	11	18	25	4	26	50	29	8	42	22	27	25	29	21	3	6	8	11	3	12	14	23	37	44	28	34	29	41	14	47	25	49	53	52	43	54	38	35	7	19	54	64	18	50	63	55	43	30	75	59	75	31	76	82	51	79	55	81	77	76	51	69	33	80	80	80	91	92	87	90	98	86	84	88	102	1	1	1	1	1	3	3	2	1	3	1	6	2	1	1	1	3	2	2	1	3	2	1	1	3	4	2	2	2	1	3	1	1	8	3	1	1	4	1	3	1	2	1	2	7	6	7	4	9	5	4	3	2	1	2	2	1	1	7	1	4	2	2	2	3	1	4	3	10	5	4	2	8	5	1	2	4	5	1	7	1	6	2	1	7	1	5	2	1	3	4	4	5	2	2	3	4	3	5	4	2	5	7	6	1
3000	-526.010817240537904	-532.866305191497304	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.303869730400840	0	2	4	5	9	10	7	7	8	8	10	10	12	11	13	13	15	13	17	15	16	14	16	16	17	16	19	18	17	20	18	19	20	20	20	22	17	19	21	20	20	19	19	20	20	19	22	20	21	22	21	20	23	22	22	23	23	23	23	23	21	25	25	24	26	25	27	24	28	28	28	27	30	31	29	29	29	31	31	36	33	32	32	33	33	34	34	35	34	35	36	33	36	39	38	39	40	40	43	43	44	46	44	49	49	0	1	1	1	8	10	3	2	7	7	8	9	7	4	2	11	7	2	21	18	14	4	12	18	23	14	19	1	22	28	21	23	38	46	8	52	3	21	31	27	22	26	26	26	37	22	15	27	17	29	28	15	18	20	29	35	15	35	33	8	38	35	61	47	28	30	24	23	4	53	36	53	68	36	52	19	71	46	72	66	32	24	52	71	51	73	31	71	72	74	86	24	13	92	90	76	29	77	96	93	94	67	93	101	84	1	1	2	3	1	1	2	3	1	1	1	1	4	3	6	2	4	7	1	1	2	5	3	2	1	2	1	9	2	1	1	1	1	1	6	1	6	1	1	1	2	1	1	2	1	2	5	1	5	3	1	3	4	3	2	2	5	3	1	9	1	2	2	1	4	2	5	5	14	2	3	2	4	5	3	4	1	5	2	5	8	7	7	2	6	3	7	3	2	2	1	9	14	3	1	5	10	5	2	3	3	9	4	3	9
3500	-484.986070039921856	-491.841557990881256	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.389038419455217	0	2	4	5	8	9	7	7	9	8	12	10	12	11	12	12	14	14	17	16	16	15	17	16	16	17	19	14	17	19	18	17	21	19	19	20	18	19	20	19	20	19	20	21	19	21	23	20	21	21	21	21	22	22	21	22	23	23	23	23	21	23	24	23	25	24	26	25	27	28	29	28	31	30	29	30	31	31	32	35	32	33	31	33	33	34	33	35	33	35	36	35	37	40	39	38	40	42	43	44	43	46	46	48	49	0	1	1	2	8	4	4	3	8	8	10	5	1	6	9	6	13	11	4	16	3	15	9	11	14	16	19	14	13	23	17	22	42	19	18	20	21	32	21	7	28	21	19	19	3	43	21	2	19	16	43	14	5	14	32	43	37	53	33	37	31	51	53	45	27	56	33	53	49	46	29	28	8	56	60	59	56	45	20	84	45	55	62	83	75	77	48	49	81	82	86	41	16	87	78	79	53	81	97	101	96	65	100	94	85	1	1	2	2	1	2	1	1	1	1	2	1	5	2	1	1	1	1	5	2	6	1	4	2	3	4	1	1	3	1	3	1	1	1	3	2	1	1	3	5	3	2	2	2	8	1	4	9	1	4	1	6	5	7	2	1	3	1	1	2	2	1	1	2	3	2	2	2	3	4	5	7	11	3	3	4	4	4	6	1	5	5	4	1	2	1	5	7	1	1	1	8	12	2	6	3	7	5	2	1	2	10	1	4	8
4000	-510.522636710448182	-517.378124661407583	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.342984403136171	0	1	3	5	8	10	9	7	7	8	10	9	10	12	11	13	15	14	16	15	16	14	16	17	17	17	18	17	16	19	17	19	20	19	19	20	18	19	19	20	21	19	20	20	18	22	22	21	21	21	22	21	19	21	21	23	23	23	23	24	19	24	24	25	25	25	26	25	28	27	28	27	30	31	29	29	32	31	31	36	32	34	34	34	34	33	34	33	33	36	36	37	37	40	40	38	40	41	40	43	44	46	46	49	48	0	1	1	3	4	8	8	2	1	4	9	10	12	5	12	14	18	13	14	2	18	15	18	20	20	3	21	20	11	29	13	5	29	13	22	31	28	17	14	37	39	18	39	15	20	61	23	34	34	32	25	21	6	19	28	34	6	50	33	43	29	47	18	61	44	52	62	21	25	68	45	68	28	43	52	51	79	41	75	76	47	19	67	58	73	70	29	78	67	88	84	87	11	83	56	91	72	69	74	94	98	15	101	93	79	1	1	2	1	1	2	1	3	3	1	1	1	1	2	1	1	1	2	1	7	1	2	1	1	1	8	1	1	3	1	3	6	3	6	2	2	1	1	3	1	1	2	1	4	1	2	3	1	1	1	3	3	5	2	2	1	7	1	2	3	1	1	6	3	2	2	1	4	6	1	5	1	9	5	5	5	1	5	1	4	4	8	4	6	1	3	7	1	2	2	2	2	11	2	9	1	6	7	4	2	2	16	1	6	9
4500	-520.083193941596960	-526.938681892556360	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.420112736874960	-1	1	4	5	8	7	6	8	7	7	12	9	11	12	12	14	15	15	17	16	17	15	16	16	16	17	18	17	18	18	18	18	20	19	20	22	17	19	20	18	21	19	20	21	20	22	22	19	21	22	21	21	22	22	22	23	22	22	20	23	22	24	24	25	25	25	26	25	28	29	29	28	30	29	30	29	30	31	32	35	32	33	33	32	33	32	33	35	33	33	35	37	36	39	40	39	41	41	43	44	42	46	46	48	49	0	1	2	2	7	7	3	7	3	4	7	9	7	4	5	14	7	14	8	17	20	13	15	13	16	15	28	17	11	20	37	22	20	30	38	38	16	30	18	25	45	40	38	32	27	44	28	30	48	23	24	42	16	25	21	16	30	32	30	35	18	58	56	50	40	62	33	40	46	53	36	51	31	53	64	43	72	53	41	64	75	56	73	38	86	65	66	83	75	86	85	74	81	81	86	85	88	46	96	97	95	101	99	60	98	1	1	1	2	1	1	1	1	1	1	3	1	3	4	2	1	3	2	4	1	1	2	2	2	1	2	1	1	3	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	2	3	3	1	5	4	3	4	3	2	1	2	3	1	1	1	2	1	4	4	2	4	5	4	5	3	3	5	1	5	5	4	1	5	2	6	1	3	3	1	2	1	1	5	2	3	4	4	2	10	2	2	1	2	2	9	3
