step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
1	-549.437856300467274	-556.293344251426674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.158747628188296	0	1	0	1	5	5	5	7	8	8	9	8	10	9	11	11	12	12	12	13	12	14	13	12	12	13	15	14	14	15	15	16	16	16	16	17	16	17	17	17	18	18	17	18	17	19	18	19	20	18	20	18	20	19	20	21	20	20	21	20	22	22	23	23	22	22	23	22	22	23	23	24	23	24	24	26	25	24	25	25	25	24	25	25	27	26	26	27	26	28	29	27	27	28	29	29	32	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	4	4	4	5	4	5	5	6	6	6	6	6	7	6	7	7	6	6	7	8	7	7	8	8	8	8	8	8	9	8	9	9	9	9	9	9	9	9	10	9	10	10	9	10	9	10	10	10	11	10	10	11	10	11	11	12	12	11	11	12	11	11	12	12	12	12	12	12	13	13	12	13	13	13	12	13	13	14	13	13	14	13	14	15	14	14	14	15	15	16
500	-491.189011369024684	-498.044499319984084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.223253857848500	0	1	-1	0	6	6	5	8	8	7	10	8	10	9	10	11	12	12	10	12	12	14	12	12	12	14	15	14	15	15	15	16	14	17	15	17	15	17	17	18	19	17	17	19	18	20	19	19	20	19	19	18	21	19	18	21	20	20	22	18	21	23	23	22	21	23	23	21	23	23	24	24	21	24	25	27	23	25	26	25	24	25	25	24	26	26	25	27	26	29	27	26	26	27	29	29	32	3	4	0	3	3	7	3	2	10	4	9	4	5	9	9	19	13	0	9	13	13	0	0	15	5	19	8	7	18	24	8	31	7	23	11	7	5	20	25	31	15	8	20	36	4	48	26	39	37	14	3	24	26	4	25	52	0	5	28	17	0	2	24	5	10	53	30	37	68	0	47	0	0	77	23	67	49	64	3	25	58	0	52	36	4	4	0	0	45	14	26	0	70	0	48	9	61	1	1	1	1	4	1	2	4	1	3	2	4	2	1	2	1	1	1	1	1	1	1	1	1	3	2	4	6	2	1	3	1	3	2	2	7	4	3	2	1	3	4	2	1	10	1	2	1	3	4	11	3	4	10	5	2	1	7	4	3	1	13	6	9	6	1	4	3	1	1	3	1	1	1	6	1	3	1	14	8	2	1	3	4	14	14	1	1	3	9	8	1	2	1	6	11	6
1000	-375.503832794662799	-382.359320745622199	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501697515559767	0	1	-1	1	5	5	5	8	8	8	10	7	9	10	11	11	12	12	12	14	12	15	13	12	12	14	16	14	14	14	16	17	16	17	16	18	17	17	18	17	18	18	17	18	15	19	18	20	21	18	19	19	20	19	21	22	19	20	21	20	22	22	23	24	23	22	24	22	21	22	21	24	23	24	25	25	25	25	26	25	23	23	25	25	27	26	26	26	27	28	29	27	27	28	29	30	32	3	1	0	3	2	4	3	1	7	7	8	4	7	8	14	5	15	0	10	21	11	0	0	11	14	7	23	19	16	4	30	45	5	26	21	34	18	25	27	28	22	22	45	29	16	34	11	41	25	27	31	32	34	33	27	58	0	57	52	39	0	53	57	56	71	54	36	39	48	0	54	0	0	69	46	70	70	62	65	23	53	0	56	81	59	1	0	0	46	86	78	0	53	0	72	77	83	1	1	1	1	2	3	3	3	1	3	1	3	1	1	1	3	1	1	2	1	1	1	1	1	1	4	1	1	2	7	1	1	5	1	3	1	3	1	1	1	2	1	1	3	2	1	3	1	5	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	7	2	1	1	1	2	12	1	1	4	1	2	1	2	1	2	3	3
1500	-310.674068127475209	-317.529556078434609	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.897222511003607	0	1	-1	1	5	3	6	7	7	8	9	6	10	9	10	11	12	13	12	13	13	13	13	13	12	14	15	14	14	15	15	17	14	17	16	18	16	17	17	16	19	18	17	18	17	18	18	19	21	18	20	18	21	19	21	20	21	20	21	20	22	23	23	24	22	22	23	21	23	24	22	23	23	25	24	24	25	25	24	25	25	25	25	25	27	27	26	28	27	29	29	27	26	28	29	29	30	3	1	0	3	4	2	5	5	7	12	7	5	10	9	9	15	14	0	10	19	25	0	0	25	15	15	20	22	17	24	23	33	19	26	25	32	28	40	26	23	38	31	26	40	33	30	18	40	32	40	35	32	56	40	60	41	0	50	54	39	0	51	65	61	57	47	55	41	57	0	56	0	0	70	66	73	76	61	59	62	67	0	70	56	84	81	0	0	77	62	74	0	78	0	92	85	84	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2
2000	-287.733691204284696	-294.589179155244096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.886629331739826	1	2	-1	0	6	4	6	7	8	8	9	8	10	10	12	12	13	13	12	14	11	14	12	12	11	14	16	14	14	14	15	16	16	15	15	17	16	17	16	18	18	18	18	18	17	20	18	18	20	18	20	18	21	19	20	18	20	20	22	20	23	21	23	22	21	20	23	22	22	23	22	24	23	24	25	25	26	23	25	24	24	24	25	25	26	27	26	28	26	27	29	26	27	29	29	29	32	3	4	0	3	6	1	1	5	7	5	8	7	10	11	13	13	25	0	21	16	12	0	0	9	8	16	22	24	15	24	26	19	20	18	22	28	35	39	30	27	45	27	24	33	29	52	20	38	44	36	45	39	46	40	40	37	0	54	47	50	0	66	62	35	51	50	64	49	51	0	51	0	0	69	61	63	74	41	78	59	69	0	78	74	71	75	0	0	72	74	90	0	76	0	75	93	91	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
2500	-345.604152571751854	-352.459640522711254	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.842566567284087	0	1	-2	2	6	5	3	6	8	7	9	8	10	9	11	10	12	13	13	12	11	14	12	12	12	13	14	14	14	14	15	16	14	16	17	14	16	15	18	17	18	17	18	18	18	20	19	19	20	17	21	19	19	19	20	22	20	21	22	20	22	21	24	22	23	19	23	22	21	24	21	23	21	23	24	26	25	25	23	24	24	25	26	25	28	26	26	27	25	27	28	27	27	28	29	30	31	3	1	0	2	6	7	2	6	5	8	5	5	14	9	14	9	13	0	25	13	9	0	0	16	11	16	19	15	17	20	22	33	4	25	31	11	33	36	37	38	29	30	32	34	16	54	34	35	39	38	66	35	43	18	48	39	0	48	51	52	0	54	64	46	68	20	60	69	53	0	54	0	0	58	68	81	59	65	68	68	65	0	84	40	86	70	0	0	65	79	87	0	76	0	88	95	85	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	2	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	2	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1
3000	-306.747516791311227	-313.603004742270628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.904421126389764	0	2	-2	2	4	3	5	6	8	9	10	7	10	9	11	11	12	12	12	14	13	14	14	12	13	14	15	13	14	14	15	17	15	16	16	16	17	17	16	18	15	19	17	18	16	20	18	20	20	16	21	18	21	19	20	18	20	20	21	20	22	22	23	24	22	21	24	22	22	24	23	23	23	24	23	25	25	24	22	25	25	24	25	26	27	26	27	28	26	28	29	28	27	27	30	27	32	3	1	0	1	6	1	2	5	7	12	9	5	10	12	10	13	11	0	11	10	15	0	0	16	17	24	15	15	11	18	24	18	7	29	23	33	27	33	22	29	23	36	39	37	33	40	39	52	40	23	40	50	57	20	44	38	0	42	49	40	0	51	61	68	48	39	61	56	60	0	51	0	0	61	69	64	68	68	49	72	68	0	82	64	64	75	0	0	67	89	90	0	74	0	96	81	80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
3500	-329.977600348215049	-336.833088299174449	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.824060033440170	0	2	-1	1	5	5	6	7	8	8	8	9	10	9	9	11	13	10	12	14	12	15	13	13	12	13	15	13	14	14	16	16	15	16	16	17	15	17	17	17	17	17	18	19	16	20	18	19	20	19	20	17	21	18	21	21	18	21	22	20	23	22	24	21	22	23	24	22	21	23	22	23	22	25	25	25	25	24	25	26	24	24	26	25	27	26	25	27	25	27	30	27	27	27	30	29	33	3	1	0	1	2	2	2	7	8	5	7	10	9	8	8	11	9	0	11	24	16	0	0	13	13	19	18	16	19	24	20	17	11	17	26	25	20	22	22	35	34	37	37	27	19	44	45	36	36	54	39	19	36	35	36	60	0	49	57	54	0	69	53	50	64	46	71	55	32	0	48	0	0	65	61	61	70	64	65	64	53	0	84	65	82	53	0	0	72	77	94	0	67	0	63	90	95	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	4	2	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	3	1	1
4000	-337.841102516404248	-344.696590467363649	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634492808098432	1	2	0	2	5	6	4	7	7	8	9	8	10	10	12	12	13	12	12	14	12	15	13	13	12	13	14	14	15	15	16	16	15	17	15	16	16	18	18	17	18	17	18	18	17	19	18	18	20	17	19	18	19	19	20	21	20	20	20	20	22	22	23	23	22	21	23	21	22	24	22	24	24	24	24	27	25	24	23	25	26	24	26	24	26	25	27	27	26	28	30	27	27	28	29	29	32	3	3	0	1	4	7	4	6	5	5	2	7	2	9	9	14	18	0	13	17	11	0	0	8	11	11	25	15	28	26	18	23	5	22	19	27	21	35	50	22	15	21	37	35	2	48	31	32	35	20	40	32	50	40	33	59	0	44	47	44	0	46	34	56	48	34	58	43	66	0	42	0	0	37	53	86	84	65	53	64	80	0	77	68	69	46	0	0	67	87	76	0	74	0	72	77	91	1	1	1	1	2	1	1	1	1	1	4	2	4	1	2	1	1	1	1	1	1	1	1	3	1	2	2	1	1	1	2	2	4	1	1	1	1	2	1	1	2	3	1	2	7	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	2	2	2	1	1	2	1	1	5	2	1	1	1	2	1	1	1	1	2	2	3	1	1	2	1	1	1	1	1	3	2	1
4500	-371.391167598498214	-378.246655549457614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697158040011486	1	0	-1	2	6	5	6	6	9	8	9	8	11	10	10	11	12	12	13	13	12	15	12	12	12	13	15	15	14	15	15	16	17	17	16	17	16	15	18	15	18	19	17	18	15	19	17	19	19	19	20	18	20	19	19	20	20	19	20	20	21	22	22	23	21	19	23	22	23	23	23	25	23	25	24	26	22	24	24	26	25	23	25	24	26	27	25	28	26	28	29	26	27	28	29	29	32	3	3	0	2	2	1	1	6	5	8	6	5	9	11	12	8	6	0	25	13	15	0	0	16	16	16	29	14	26	12	21	40	31	45	20	26	40	26	22	18	47	36	19	37	21	39	20	47	4	29	55	18	42	40	39	42	0	38	34	29	0	30	66	57	66	39	59	56	63	0	40	0	0	69	68	61	50	67	82	62	73	0	67	51	74	87	0	0	72	81	74	0	61	0	81	81	95	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	2	1	3	2	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	2	1	6	2	1	3	1	2	1	1	1	2	1	2	1	3	2	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1
