step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103
1	-2408.381008190138346	-2415.236496141097632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.909670360947416	0	1	2	3	2	3	3	3	4	3	4	5	6	7	8	6	6	6	6	7	9	6	7	7	10	9	8	10	12	10	9	10	11	11	11	10	10	12	11	11	12	11	13	12	12	13	14	15	12	13	12	12	16	14	13	15	15	16	15	14	15	14	15	16	14	16	16	16	16	17	16	16	17	16	19	17	16	19	18	18	18	20	18	18	20	18	20	19	18	18	20	22	21	21	24	23	24	24	26	26	28	29	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	3	3	4	4	3	3	3	3	4	5	3	4	4	5	5	4	5	6	5	5	5	6	6	6	5	5	6	6	6	6	6	7	6	6	7	7	8	6	7	6	6	8	7	7	8	8	8	8	7	8	7	8	8	7	8	8	8	8	9	8	8	9	8	10	9	8	10	9	9	9	10	9	9	10	9	10	10	9	9	10	11	11	11	12	12	12	12	13	13	14	15	16
500	-546.255051183274759	-553.110539134234159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.509245763437453	0	1	3	3	2	4	4	2	5	3	5	5	6	8	9	7	7	7	7	5	9	7	7	7	11	9	7	10	12	10	9	10	11	11	11	10	10	12	11	10	12	11	12	13	11	12	13	15	12	13	13	12	16	13	13	14	14	15	14	15	15	14	15	17	14	16	15	16	16	18	15	16	18	16	20	18	15	20	17	19	18	20	18	18	21	19	20	19	16	17	20	22	20	21	24	24	22	25	27	26	28	29	31	0	1	2	5	1	8	8	1	5	1	4	4	12	7	19	7	11	8	20	5	13	13	12	2	22	19	20	3	30	13	23	27	10	15	22	3	14	17	18	0	14	27	5	15	14	36	39	54	33	16	43	40	46	40	27	19	51	29	41	43	42	43	27	65	46	46	49	44	59	69	51	26	62	56	86	25	55	68	55	77	46	69	77	58	55	51	68	42	77	0	70	64	88	78	92	0	84	0	53	78	95	98	0	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	4	1	1	1	1	1	2	2	1	1	3	1	2	1	1	4	1	2	4	1	2	2	1	2	3	6	2	1	1	1	2	1	3	1	1	1	1	3	3	1	2	1	2	1	1	6	2	1	2	2	3	2	2	1	3	3	2	1	2	1	2	2	2	3	3	1	2	4	4	2	3	1	1	1	2	1	1	1	1	1	1	6	4	3	2	1
1000	-503.494813160508158	-510.350301111467559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678515947847699	-1	1	3	3	3	2	3	3	5	4	5	5	6	7	7	6	6	6	7	7	8	5	7	6	11	9	9	10	13	10	7	9	12	11	11	10	10	13	11	11	12	12	14	12	12	12	14	15	12	13	13	12	16	14	13	15	16	16	15	12	15	14	15	16	15	17	15	16	17	18	16	17	16	16	19	16	15	20	15	19	18	18	18	18	21	17	20	20	18	17	20	22	21	21	23	24	24	24	26	26	29	29	30	0	1	2	2	2	2	2	6	4	7	4	8	8	3	10	9	10	7	5	3	13	5	12	7	28	19	20	3	42	2	9	20	5	21	37	12	13	30	23	0	39	32	41	37	32	30	42	32	37	34	46	40	30	46	27	45	42	34	38	36	42	40	51	25	51	67	28	65	67	77	47	46	43	35	48	55	55	83	55	79	35	71	90	76	89	71	70	63	79	0	83	71	81	78	94	0	92	0	98	97	75	99	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	3	1	1	1	1	1	1	1	2	1	3	2	1	4	1	1	3	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2	2	1	2	1	1	2	1	2	3	1	2	4	1	1	1	1	2	1	3	3	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	5	2	1
1500	-543.857618973992317	-550.713106924951717	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621677323841948	0	2	1	2	3	3	4	3	5	3	5	5	5	7	6	6	7	6	6	7	8	7	8	7	8	9	8	11	13	11	9	10	12	11	12	10	9	12	11	11	13	12	13	13	13	13	15	15	11	13	13	13	17	14	12	15	15	15	14	14	15	15	16	16	14	16	14	17	16	18	17	16	17	17	20	17	16	19	18	19	19	19	19	18	20	17	18	18	19	18	20	22	20	21	23	24	24	24	26	26	27	29	32	0	1	1	3	2	3	8	4	6	1	4	7	6	5	10	13	7	6	7	6	2	16	5	12	7	19	13	18	36	20	5	20	37	23	28	18	4	16	24	0	28	32	34	34	33	31	35	30	24	42	40	40	25	33	27	26	41	44	23	35	35	50	31	67	36	23	2	46	67	46	67	26	69	58	80	57	59	79	77	45	57	69	90	60	37	48	57	63	79	0	70	94	88	73	62	0	92	0	75	67	94	101	0	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	3	1	2	2	2	3	2	1	3	1	2	2	1	2	3	3	2	1	1	1	1	1	1	1	1	2	2	1	1	1	4	1	3	3	1	1	3	1	1	1	3	1	3	2	5	2	1	2	2	4	1	1	1	1	2	1	1	4	2	1	1	2	5	1	2	1	1	1	1	1	1	2	4	1	1	1	3	7	2	1	1
2000	-566.959557312027414	-573.815045262986814	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578731894105051	0	2	2	3	2	3	3	4	5	3	5	5	6	8	9	7	7	7	7	6	9	6	8	7	9	8	8	11	10	10	9	10	12	12	11	10	10	11	11	10	12	12	14	12	12	13	14	15	12	11	12	13	16	13	13	15	15	15	16	13	15	13	14	16	14	15	16	15	17	17	16	16	18	17	19	18	16	19	19	18	18	20	18	18	19	17	21	18	18	17	20	23	21	22	24	23	24	23	26	25	28	30	32	0	1	1	2	1	1	2	5	5	3	10	10	9	7	18	10	11	8	20	7	11	6	6	3	16	19	20	5	25	23	27	27	16	23	15	18	15	11	16	0	5	27	51	15	29	32	13	62	50	37	17	40	41	42	27	35	52	37	66	50	27	49	45	55	41	14	28	49	18	55	65	41	63	52	88	67	42	64	77	77	16	88	48	69	42	26	73	63	55	0	64	13	48	87	93	0	94	0	95	56	78	68	0	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	2	1	2	1	1	2	1	3	3	1	1	1	4	1	1	1	1	2	3	1	2	1	3	2	1	5	2	1	1	1	2	4	1	1	1	2	2	3	1	4	2	1	2	1	2	3	1	1	2	1	4	2	1	5	2	1	2	2	1	1	1	2	1	2	1	6	1	2	1	4	4	1	2	2	1	2	10	2	1	1	1	1	1	1	4	5	8	1
2500	-531.519057482329572	-538.374545433288972	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652812243726576	0	1	2	4	2	4	3	2	5	4	4	4	6	7	9	5	6	6	6	8	10	6	7	6	8	8	9	10	12	10	9	10	11	9	12	10	10	11	10	11	12	12	13	12	12	13	15	16	11	10	13	12	17	14	13	15	14	16	14	14	14	13	15	16	14	17	16	16	16	16	17	16	18	15	19	18	16	18	17	19	19	20	17	18	18	18	21	20	17	17	19	20	22	22	24	23	23	25	27	26	28	29	31	0	1	1	3	2	3	8	1	4	8	5	2	12	16	23	1	11	4	7	19	25	10	13	6	18	19	20	3	39	9	14	27	16	23	28	6	26	17	25	0	21	27	26	34	15	38	49	30	50	25	49	40	39	3	32	26	33	23	42	49	32	18	35	57	44	77	60	41	8	45	62	56	58	27	68	64	65	79	45	79	49	86	30	64	66	68	82	85	77	0	47	86	82	75	94	0	91	0	96	75	100	101	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1	2	1	1	2	1	2	1	1	1	2	3	2	2	1	2	2	1	1	1	1	2	6	2	4	1	5	1	1	2	3	2	1	1	1	1	2	6	2	2	1	1	2	1	1	1	1	3	1	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	4	1	1	1
3000	-551.242849639405790	-558.098337590365190	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612836389454165	0	1	2	3	3	3	1	4	5	4	5	5	7	8	8	5	6	6	6	7	9	6	6	7	10	10	9	10	11	11	9	10	10	10	10	10	10	12	11	9	12	12	12	10	13	14	13	16	12	12	10	11	14	13	14	15	15	16	14	13	16	14	15	14	14	17	15	16	16	18	17	17	16	15	19	18	15	19	18	18	16	21	18	19	19	18	20	19	18	18	19	21	21	21	25	21	23	24	24	26	28	30	31	0	1	1	7	3	1	1	4	4	3	10	7	9	10	23	6	11	16	10	23	9	10	5	5	6	19	20	16	27	14	6	27	22	23	40	24	23	17	40	0	37	32	21	31	49	37	27	49	5	19	5	40	45	52	43	50	54	44	30	50	77	28	59	36	38	65	10	62	13	61	19	62	55	60	71	25	31	46	47	55	51	79	55	83	69	67	88	42	61	0	71	91	29	79	61	0	92	0	94	72	100	101	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	3	2	1	2	1	1	3	1	1	2	1	1	2	4	1	1	1	2	2	1	1	3	2	1	5	3	4	1	1	1	1	2	1	3	2	1	1	1	1	2	1	2	5	1	5	1	3	2	1	1	1	5	3	3	3	1	3	1	1	1	2	2	1	3	1	1	1	1	4	2	5	1	1	1	1	6	1	1	1
3500	-540.457473488832989	-547.312961439792389	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644211726716894	0	1	3	1	2	4	3	4	5	3	3	6	6	8	5	6	6	7	5	7	9	6	7	8	9	9	9	10	11	11	10	10	11	11	10	10	11	12	11	11	11	11	12	12	13	14	14	16	11	13	12	12	16	14	13	14	14	16	15	14	16	13	15	17	14	16	16	16	15	16	13	16	18	17	18	18	16	19	19	18	19	19	18	17	20	18	21	19	19	19	21	22	21	21	25	23	25	21	26	25	28	29	32	0	1	2	1	2	4	1	4	10	4	5	7	3	10	3	8	11	19	3	19	17	6	15	16	2	19	20	25	10	20	20	27	25	15	20	25	20	17	26	0	27	27	23	7	30	42	40	45	24	42	29	40	36	23	29	71	43	24	51	25	62	29	42	60	34	29	65	57	27	47	19	20	66	61	72	13	55	84	77	61	7	53	77	59	27	71	89	63	80	0	75	94	86	88	96	0	94	0	95	72	100	97	0	1	1	1	1	1	1	1	2	2	1	1	2	1	3	1	1	2	1	1	1	2	1	1	1	3	2	1	1	4	1	1	1	1	2	1	1	2	2	1	1	1	1	3	7	1	1	1	1	1	1	1	1	3	3	1	1	1	2	2	3	1	1	2	1	1	2	1	1	3	1	4	3	1	1	1	4	2	1	2	2	5	2	2	1	4	4	1	2	1	1	1	1	2	1	1	1	2	1	1	3	2	2	1
4000	-546.345046724850590	-553.200534675809990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583467741368321	0	1	1	3	2	3	2	3	5	4	3	5	5	7	9	7	6	5	6	8	8	6	7	7	11	10	9	9	12	10	9	10	11	11	11	10	10	11	11	11	10	11	13	11	11	13	14	16	13	12	12	12	16	14	12	16	15	17	15	14	15	15	15	17	14	17	16	15	17	17	15	16	17	16	18	18	16	19	15	17	18	20	18	16	20	19	20	19	17	17	20	21	20	22	25	23	24	24	27	25	28	29	29	0	1	1	2	3	7	1	7	4	6	7	6	11	12	23	22	11	7	6	19	13	6	18	3	16	19	10	12	21	23	5	20	22	15	22	12	16	17	20	0	7	20	15	15	22	31	1	49	6	37	41	40	39	45	32	26	41	15	60	36	47	46	42	68	44	56	31	51	40	77	49	51	68	20	89	51	55	53	55	79	58	67	79	42	61	41	86	63	55	0	77	48	81	72	96	0	96	0	87	69	86	95	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	3	3	1	1	4	1	2	1	2	2	1	2	1	1	4	2	3	1	2	2	7	1	5	1	1	1	2	1	1	3	2	5	1	3	1	1	2	1	1	1	3	1	4	1	1	2	1	4	1	3	3	1	2	1	1	2	1	2	2	4	1	2	2	1	2	3	1	4	1	1	1	1	3	5	3	2	1
4500	-557.632421186190982	-564.487909137150382	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614053939346868	0	1	2	3	2	3	4	3	5	1	5	5	6	6	8	6	5	6	7	8	10	6	7	7	11	10	8	10	13	10	9	10	10	11	11	10	9	11	11	11	12	12	13	13	13	13	14	15	11	13	12	12	16	13	12	14	14	14	15	13	14	14	15	16	14	17	16	17	16	17	15	16	17	16	18	17	17	19	18	19	18	20	18	15	19	18	20	20	18	17	21	22	22	21	24	24	23	25	26	24	29	28	31	0	1	1	2	1	5	2	1	6	1	8	7	17	6	12	8	10	17	12	19	15	10	3	12	24	31	7	24	26	12	19	27	16	30	15	24	22	12	36	0	36	32	32	34	55	49	43	55	16	39	36	40	48	24	27	26	34	6	29	24	42	60	32	54	51	57	25	54	58	34	21	62	84	46	63	34	62	77	70	79	25	90	90	40	48	43	77	61	55	0	39	56	87	87	78	0	56	0	100	92	100	77	0	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	3	2	2	1	2	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	5	1	3	2	1	2	1	2	1	3	2	1	3	3	1	1	3	1	3	2	1	1	1	4	1	1	1	3	2	2	4	2	1	4	5	1	1	3	1	6	1	1	1	3	4	1
